SA1_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
20904121701,0,0,0,0,0,0,8,5,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,3,0,9,19,25,16,21,35,21,4,157
20904121702,0,0,0,0,3,5,6,9,8,33,0,0,0,0,0,0,5,0,0,14,0,0,0,0,3,0,0,0,0,5,11,39,55,36,52,78,46,26,9,348
20904121703,0,0,0,0,0,3,6,12,4,27,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,0,5,3,14,45,38,22,33,40,26,5,231
20904121704,0,0,0,0,0,0,6,10,8,36,0,0,0,0,0,0,5,0,6,11,0,0,0,0,0,5,0,0,0,11,5,17,37,44,24,27,47,29,15,243
20904121705,0,0,0,0,0,0,3,13,4,30,0,0,0,0,0,0,0,0,3,4,3,0,4,6,7,6,5,8,3,37,10,15,43,45,48,51,43,41,18,296
20904121706,0,0,0,0,0,3,5,12,4,23,0,0,0,0,0,0,0,0,0,5,0,4,0,7,3,0,3,0,0,17,11,41,62,61,68,35,27,31,7,339
20904121707,0,0,0,0,0,0,0,7,4,13,0,0,0,0,0,0,0,5,0,4,0,0,3,3,0,0,0,0,0,10,7,25,62,47,41,22,19,22,11,253
20904121708,0,0,0,0,0,0,4,5,3,20,0,0,0,0,0,0,0,0,0,7,3,0,6,4,3,0,3,0,0,17,3,26,85,36,30,20,26,20,10,265
20904121709,0,0,0,7,0,7,6,11,4,36,0,0,0,0,0,3,0,6,0,8,0,9,24,11,4,4,0,0,0,60,12,84,173,94,55,52,51,26,9,549
20904121710,0,0,3,0,0,0,4,8,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,5,4,10,24,27,30,23,33,22,0,175
20904121711,0,0,0,0,0,8,11,11,4,35,0,0,0,0,0,0,0,3,0,8,0,8,9,4,0,0,3,0,0,23,11,46,90,85,78,76,61,27,10,483
20904121712,0,0,0,0,0,0,4,5,6,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,0,14,0,16,38,24,22,34,34,17,13,198
20904121713,0,0,0,0,3,3,23,27,6,61,0,0,0,3,5,0,8,0,0,18,0,3,3,3,3,3,4,3,0,30,9,18,60,48,46,48,86,53,17,378
20904121714,0,0,0,0,0,5,9,10,4,15,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,6,0,0,11,5,9,54,49,28,51,31,27,5,263
20904121715,0,0,0,0,0,0,8,23,10,33,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,3,6,0,0,10,4,12,40,43,31,44,69,39,15,301
20904121716,0,0,0,0,0,0,4,6,3,13,0,0,0,0,0,0,3,4,0,13,0,0,0,0,0,0,0,0,4,10,5,23,36,25,19,18,32,25,8,189
20904121717,0,0,0,0,3,0,9,5,0,19,0,0,0,0,0,0,0,0,5,9,0,0,3,7,0,0,0,0,0,13,7,23,45,46,39,41,34,13,9,250
20904121718,0,0,0,0,0,0,4,13,0,18,0,0,0,0,0,0,0,6,0,10,0,3,7,4,0,0,0,0,0,18,4,31,69,53,45,32,30,40,9,311
20904122001,0,0,0,0,4,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,9,15,46,37,33,40,13,4,0,204
20904122002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20904122003,0,0,0,0,4,0,13,7,0,21,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,15,9,44,68,68,70,69,52,18,4,404
20904122004,0,0,0,5,0,3,10,3,0,28,0,0,0,0,0,0,0,0,0,7,0,3,3,8,0,4,3,0,0,22,10,30,76,81,67,71,47,14,6,403
20904122005,0,0,0,0,0,0,5,11,4,24,0,0,0,0,8,3,0,3,0,14,0,0,3,4,0,0,0,0,0,13,9,29,51,53,80,71,35,25,4,360
20904122006,0,0,0,0,0,6,8,5,4,15,0,0,0,0,0,3,0,4,0,4,5,0,6,6,0,0,0,3,0,18,11,35,62,51,69,85,27,23,7,362
20904122007,0,0,0,0,0,0,8,9,3,22,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,3,0,0,7,10,31,41,44,69,82,62,11,7,339
20904122008,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,9,10,17,28,30,43,42,18,10,5,204
20904122009,0,0,0,0,0,4,5,4,5,18,0,0,0,0,0,0,0,9,0,8,0,0,0,0,3,0,3,0,0,7,11,29,32,29,66,58,41,14,3,290
20904122010,0,0,0,0,0,0,10,3,0,20,0,0,0,0,0,0,4,7,0,6,0,0,0,0,0,0,5,0,0,7,10,30,30,36,49,63,45,9,4,271
20904122011,0,0,0,0,0,3,10,11,3,33,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0,6,0,0,6,13,7,12,32,35,46,56,60,28,11,275
20904122012,0,0,0,5,0,7,4,0,3,15,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,13,11,24,52,57,63,40,36,6,4,297
20904122013,0,0,0,0,0,0,6,7,0,20,0,0,0,0,0,0,0,0,3,7,0,0,0,4,4,7,6,0,0,12,10,34,51,54,80,58,48,20,3,359
20904122014,0,0,0,0,0,0,7,4,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,7,16,23,51,36,55,44,29,18,6,265
20904122015,0,0,0,0,0,0,6,5,0,10,0,0,0,0,0,0,6,0,3,12,0,0,0,0,0,0,0,0,0,3,9,24,39,40,38,64,43,14,0,277
20904122016,0,0,0,0,0,5,14,8,3,29,0,0,0,0,0,0,3,0,0,9,0,0,5,5,0,0,0,0,0,11,11,42,55,63,64,76,47,17,8,391
20904122017,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,3,7,0,0,6,0,15,5,13,40,43,33,52,18,16,4,227
20904122018,0,0,0,0,4,7,8,0,0,24,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,7,16,31,63,37,50,64,33,9,5,308
20904122019,0,0,0,0,0,5,9,9,3,27,0,0,0,0,4,0,3,0,0,9,0,0,0,6,0,0,0,0,4,7,7,25,37,31,52,77,48,21,9,307
20904122020,0,0,0,0,0,0,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,4,0,9,0,0,0,0,16,7,18,46,31,45,43,30,8,5,232
20904122021,0,0,3,0,0,0,5,5,0,17,0,0,0,0,0,0,3,0,0,9,0,0,6,4,0,0,0,0,0,16,6,23,63,70,52,59,44,19,7,343
20904122022,0,0,0,0,4,8,10,6,0,34,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,6,0,0,0,17,6,26,87,74,72,66,32,21,0,381
20904122023,0,0,0,0,0,3,5,3,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,15,9,27,46,58,51,80,38,20,3,339
20904122024,0,0,0,0,6,5,9,4,0,27,0,0,0,0,0,3,0,4,4,5,0,0,7,3,0,0,7,4,0,23,13,32,72,60,57,87,64,23,7,413
20904122025,0,0,0,0,0,5,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,6,22,30,28,27,28,13,8,6,159
20904122026,0,0,0,0,0,0,12,10,3,24,0,0,0,0,0,4,4,6,0,11,0,0,0,0,4,0,0,0,0,13,10,34,59,33,53,84,37,10,8,325
20904122027,0,0,0,0,0,4,9,4,8,12,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,6,0,0,0,8,0,24,37,33,40,44,30,9,6,220
20904122028,0,0,0,0,0,0,8,19,39,73,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,13,15,49,91,18,55,76,48,88,90,39,46,96,562
20904122029,0,0,0,0,0,0,4,6,3,19,0,0,0,0,0,0,0,3,0,5,6,3,0,0,9,0,0,0,0,11,18,34,41,66,87,78,23,15,3,363
20904122030,0,0,0,0,0,0,5,3,4,15,0,0,5,4,0,0,0,0,0,7,5,4,0,7,4,6,0,3,0,32,13,28,43,54,57,66,34,12,5,309
20904122031,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,4,0,16,30,39,25,35,25,5,4,178
20904122032,0,0,0,0,0,0,7,0,0,16,0,0,0,0,0,0,3,0,0,7,0,3,6,4,0,4,5,0,0,25,7,18,56,59,42,31,70,13,5,299
20904122033,0,0,0,0,0,0,11,3,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,9,44,39,51,93,95,35,3,5,379
20904122034,0,0,0,0,0,3,7,0,0,21,0,0,0,0,0,0,0,4,0,4,0,0,5,0,0,0,4,0,0,14,8,17,48,37,23,41,57,13,8,241
20904122035,0,0,0,0,0,0,4,8,4,14,0,0,3,0,0,0,0,0,0,4,3,3,0,10,4,4,7,0,0,34,15,27,64,63,44,86,49,16,0,371
20904122036,0,0,0,0,0,0,7,7,3,13,0,0,0,0,0,0,0,0,0,4,0,0,5,5,0,4,4,5,0,17,12,16,49,34,34,47,39,25,6,255
20904122037,0,0,0,0,0,3,12,13,4,32,0,0,0,5,0,0,0,0,0,14,0,4,4,9,3,0,0,3,0,26,16,87,283,170,91,111,88,26,4,883
20904122038,0,0,0,0,0,0,13,12,3,29,0,0,0,4,0,0,5,3,0,17,0,0,7,0,3,0,3,0,0,16,7,27,52,44,58,59,52,34,4,346
20904122039,0,0,0,3,3,0,8,4,4,21,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,12,0,0,16,11,11,33,36,26,37,42,11,4,205
20904122040,0,0,0,0,5,0,0,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,15,25,28,19,35,29,7,5,170
20904122041,0,0,0,0,0,0,5,6,0,10,0,0,0,0,0,0,5,0,0,8,0,0,7,0,0,0,0,4,0,18,3,12,52,29,29,53,26,18,9,235
20904122042,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,3,0,0,7,4,4,5,4,0,0,16,8,29,62,46,49,59,32,9,0,306
20904122043,0,0,0,0,0,0,5,7,0,20,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,22,50,48,49,52,18,13,0,247
20904122044,0,0,0,0,0,0,10,4,4,7,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,4,3,0,0,17,4,27,70,45,45,42,26,10,7,274
20904122045,0,0,0,0,0,0,4,7,0,19,0,0,0,0,0,0,0,4,3,3,5,0,0,0,4,0,0,0,0,12,15,32,32,43,66,55,34,16,0,299
20904122046,0,0,0,0,0,0,4,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,10,3,25,39,38,37,43,21,11,0,225
20904122101,0,0,0,0,3,3,3,3,0,13,0,0,0,3,0,0,4,0,0,6,0,5,0,0,0,0,0,0,0,12,7,32,57,62,45,46,50,11,6,307
20904122102,0,0,0,0,0,0,6,3,0,16,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,10,14,35,48,40,51,52,46,14,3,298
20904122103,0,0,0,0,0,0,7,13,3,21,0,0,0,0,0,0,8,4,0,19,0,0,0,0,4,3,5,0,0,11,3,23,50,40,39,52,55,24,8,295
20904122104,0,0,0,0,0,5,12,3,0,19,0,0,0,3,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,9,21,46,66,41,71,108,48,9,4,429
20904122105,0,0,0,0,0,0,8,9,0,18,0,0,0,0,0,0,0,0,0,5,0,4,3,0,0,6,5,0,0,14,13,30,39,49,52,97,53,25,3,357
20904122106,0,0,0,0,0,4,4,8,0,18,0,0,0,0,0,4,0,4,0,8,0,4,6,7,0,4,3,3,0,29,3,33,70,58,69,72,30,33,0,367
20904122107,0,0,0,0,0,5,0,7,0,20,0,0,0,0,0,7,4,5,0,9,3,3,0,0,7,4,0,3,0,19,11,30,73,66,73,94,41,18,4,416
20904122108,0,0,0,0,3,7,0,3,0,15,0,0,0,0,0,0,0,0,0,6,3,5,10,6,7,0,0,0,0,37,10,30,82,67,63,49,34,19,7,362
20904122109,0,0,0,0,0,3,13,9,0,23,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,3,0,0,0,7,13,29,55,32,47,44,50,12,3,278
20904122110,0,0,0,0,6,11,9,6,0,31,0,0,0,0,0,0,0,6,0,3,0,0,0,3,6,0,5,3,0,18,10,34,107,60,58,83,56,23,8,437
20904122111,0,0,0,6,5,0,6,6,0,23,0,0,0,0,0,4,0,0,0,4,0,0,10,0,0,0,5,0,0,19,5,40,68,69,59,50,41,17,5,359
20904122112,0,0,0,0,0,5,5,6,6,17,0,0,4,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,4,4,18,56,53,61,76,35,14,9,323
20904122113,0,0,3,0,0,4,5,6,0,18,0,0,0,0,0,0,0,0,0,0,0,9,5,3,7,3,0,4,0,27,10,38,84,76,62,59,61,22,5,414
20904122114,0,0,0,0,0,4,9,11,0,20,0,0,0,0,0,0,3,0,0,12,0,3,3,0,0,8,9,3,0,26,5,18,61,70,43,72,55,31,4,364
20904122115,0,0,0,0,0,3,8,5,0,16,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,4,20,53,49,29,30,23,11,0,222
20904122116,0,0,0,0,3,0,3,0,0,8,0,0,0,0,3,0,3,0,0,7,0,0,0,0,0,5,0,0,0,4,7,22,35,26,44,49,29,10,3,218
20904122117,0,0,0,0,4,9,10,4,3,32,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,9,5,24,61,43,43,60,67,22,10,326
20904122118,0,0,0,0,3,0,3,13,7,23,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,5,3,0,15,3,18,74,65,44,62,59,28,11,358
20904122119,0,0,0,0,0,6,0,9,0,13,0,0,0,0,3,0,4,0,0,7,5,5,0,3,0,0,0,0,0,12,10,14,41,47,31,45,38,19,0,238
20904122120,0,0,0,0,0,8,7,4,0,12,0,0,0,0,0,4,0,0,0,6,0,0,0,3,0,4,0,3,0,18,9,26,66,71,40,56,27,15,6,316
20904122121,0,0,0,0,0,4,0,3,4,10,0,0,0,0,0,6,0,0,0,7,0,3,0,0,0,0,3,0,0,14,0,34,60,53,64,76,32,13,6,341
20904122122,0,0,0,0,0,4,0,0,3,12,0,0,0,0,0,0,3,0,0,10,0,0,3,5,3,0,0,0,0,15,7,15,58,37,32,43,17,10,4,213
20904122123,0,0,0,8,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,13,3,20,22,39,27,54,27,9,0,211
20904122124,0,0,5,0,3,0,5,8,0,26,0,0,0,0,0,0,5,0,0,4,0,0,4,0,0,0,0,0,0,13,10,26,70,58,59,79,41,20,4,368
20904122125,0,0,0,0,0,6,12,5,4,18,0,0,0,0,4,0,0,3,4,10,6,3,4,4,4,5,8,0,0,37,13,27,108,78,48,92,84,24,6,483
20904122126,0,0,0,0,0,4,4,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,17,25,22,37,29,19,11,3,172
20904122127,0,0,0,0,0,0,3,0,3,7,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,0,6,3,21,35,41,23,42,33,10,5,220
20904122128,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,5,0,0,0,13,0,9,33,20,24,30,21,20,3,164
20904122129,0,0,0,0,4,0,7,4,0,19,0,0,0,0,3,0,0,0,0,4,0,6,0,0,0,0,0,0,0,4,6,22,44,41,37,35,42,17,0,246
20904122301,0,0,0,0,3,4,6,12,8,40,0,0,0,0,3,0,0,0,3,8,0,0,5,0,0,0,0,5,0,10,3,19,56,50,35,30,28,27,12,271
20904122302,0,0,0,0,0,0,24,18,3,50,0,0,0,3,0,4,8,13,7,28,0,0,5,0,0,0,0,0,0,19,15,34,78,94,58,56,69,46,11,455
20904122303,0,0,0,3,5,3,8,13,0,34,0,0,0,0,0,0,0,4,3,12,0,0,0,3,0,0,5,4,0,18,3,17,42,49,36,18,27,45,5,241
20904122304,0,0,0,4,0,0,12,20,6,50,0,0,4,0,0,10,0,9,0,23,0,3,12,3,3,0,3,0,0,33,6,57,180,94,74,70,37,42,17,581
20904122305,0,0,0,0,14,3,6,23,7,52,0,4,0,7,0,10,0,3,8,30,4,0,6,6,4,10,0,3,0,39,10,63,94,106,73,67,41,45,13,521
20904122306,0,5,0,0,0,5,9,21,26,66,0,0,0,0,0,0,0,4,11,15,0,3,9,0,0,4,9,3,0,29,5,29,60,46,26,43,38,41,40,323
20904122307,0,0,0,0,4,4,5,4,11,32,0,0,0,5,5,0,3,10,0,18,0,6,6,9,0,3,0,0,0,35,13,55,93,74,43,40,24,26,14,369
20904122308,0,0,0,4,4,0,7,8,6,26,0,0,0,0,0,0,5,3,0,11,0,0,10,8,0,3,10,0,0,38,7,47,136,78,40,32,39,21,9,410
20904122309,0,0,4,0,6,0,7,30,10,61,0,0,0,0,0,0,0,6,9,20,3,0,10,7,7,4,3,0,0,34,15,17,103,53,49,54,50,51,21,405
20904122310,0,0,0,0,0,0,11,23,5,44,0,0,0,0,0,3,5,3,0,16,0,0,0,3,0,0,3,0,0,16,4,23,35,32,30,43,40,39,3,246
20904122311,0,0,0,0,0,4,9,13,0,30,0,0,0,0,0,5,0,8,6,14,0,0,0,0,0,0,0,0,0,7,7,23,55,33,39,37,40,30,4,272
20904122312,0,0,0,0,6,12,27,23,3,73,0,0,0,0,0,4,9,0,8,24,0,4,0,0,3,0,3,0,0,16,10,27,72,72,56,69,92,40,12,450
20904122313,0,0,0,4,0,7,10,9,5,41,0,0,0,0,0,4,16,10,0,29,0,0,0,3,0,3,6,4,0,9,3,34,42,41,41,49,62,23,11,299
20904122314,0,0,4,3,3,4,35,17,9,73,0,0,6,0,3,0,11,6,3,28,0,0,3,0,6,3,0,4,0,22,11,25,75,49,54,60,85,40,10,407
20904122315,0,0,0,0,0,3,8,6,3,24,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,5,0,5,7,15,49,30,25,31,26,25,8,214
20904122316,0,0,0,0,0,3,11,11,6,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,13,4,10,29,31,24,25,37,21,7,191
20904122317,0,0,0,0,3,5,14,13,0,42,0,0,4,0,6,4,3,8,0,26,4,4,6,0,0,5,5,0,0,14,5,12,39,29,35,35,50,34,4,242
20904122318,0,0,0,0,0,15,19,25,4,70,0,0,0,0,0,0,4,10,4,24,0,0,0,4,4,3,0,8,0,26,12,16,40,48,58,51,62,61,12,359
20904122319,0,0,0,10,3,6,5,14,0,43,0,0,0,0,5,3,9,5,0,24,4,0,9,0,9,3,7,0,0,25,9,32,71,59,60,31,48,28,4,344
20904122320,0,0,0,0,3,4,5,4,0,17,0,0,4,0,0,0,4,0,0,9,0,0,4,4,3,0,0,4,6,23,13,33,63,47,78,54,27,11,5,333
20904122321,0,0,0,0,0,3,3,3,0,13,0,0,0,0,0,5,0,0,0,8,0,0,0,0,4,0,0,0,0,5,11,29,66,43,70,62,42,6,0,322
20904122322,0,0,0,0,0,12,6,14,9,39,0,0,0,3,3,4,3,4,5,25,0,0,3,6,0,0,3,4,0,18,8,26,68,41,35,30,25,27,18,279
20904122323,0,0,0,0,0,6,13,9,0,23,0,0,0,7,0,0,5,0,4,13,0,0,0,6,0,0,5,0,0,13,12,24,52,66,40,39,36,13,6,287
20904122324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
20904122325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,11,0,9,31,10,0,0,3,0,0,52
20904122326,0,0,0,6,7,15,22,13,3,67,0,0,0,3,0,16,0,3,0,25,5,0,0,0,6,3,5,0,0,20,14,24,43,56,46,74,56,25,11,347
20904122327,0,0,0,0,3,0,14,10,4,36,0,0,0,0,0,0,5,4,0,9,0,0,6,0,4,0,0,0,0,12,7,7,41,28,34,26,42,22,4,217
20904122328,0,0,0,3,3,0,23,8,3,42,0,0,0,5,0,0,8,0,0,16,0,0,6,0,0,5,0,0,0,12,16,22,64,49,46,49,48,13,7,304
20904122329,0,0,0,0,3,6,35,16,8,62,0,0,0,0,0,8,9,7,0,19,0,0,0,4,0,0,9,0,0,22,5,15,46,32,25,70,72,31,10,304
20904122330,0,0,0,0,4,4,29,9,6,49,0,0,0,3,0,3,0,5,0,14,0,0,0,5,0,3,0,0,0,11,9,20,36,56,33,37,62,15,6,270
20904122331,0,0,0,6,6,4,5,11,21,51,0,0,4,0,0,4,0,4,5,23,6,5,6,6,7,0,0,8,0,40,15,44,117,83,39,40,30,33,30,439
20904122332,0,0,0,5,0,3,4,12,0,28,0,0,0,0,0,0,0,4,0,13,0,0,0,3,3,7,8,5,0,28,6,23,69,61,34,33,25,24,13,292
20904122333,0,0,0,5,3,7,0,18,11,42,0,0,3,0,0,3,0,6,0,19,0,3,9,7,4,5,3,0,0,30,12,55,81,90,48,59,37,35,17,442
20904122334,0,0,0,3,5,0,11,12,9,37,0,0,0,0,0,0,0,4,6,5,0,0,9,3,0,3,5,0,0,20,4,23,90,72,51,61,30,34,16,385
20904122335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20904122336,0,0,0,0,0,7,33,26,8,75,0,0,0,3,6,6,12,12,4,36,0,0,0,0,0,3,5,0,0,10,9,31,63,44,56,48,74,53,11,388
20904122337,0,0,0,3,0,4,16,20,7,51,0,0,0,0,5,6,4,5,0,20,0,0,0,0,0,0,3,0,0,8,9,11,34,41,45,40,49,36,13,272
20904122338,0,0,4,0,4,10,23,8,6,50,0,0,0,0,0,3,5,4,0,22,0,0,0,7,0,0,0,0,0,8,5,12,53,45,33,59,45,17,7,279
20904122339,0,0,0,5,0,4,18,16,9,47,0,0,0,0,0,0,0,9,4,15,0,3,0,3,0,0,3,4,0,11,3,20,74,35,29,20,42,35,16,276
20904122340,0,0,0,0,0,10,12,16,6,47,0,0,0,0,0,0,0,3,0,10,0,0,0,4,10,4,5,0,0,28,8,34,57,58,49,38,46,33,11,328
20904122341,0,0,0,3,0,6,12,12,4,39,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,3,6,0,0,7,12,25,36,54,60,38,57,31,7,321
20904122342,0,0,0,3,3,10,16,31,5,73,0,0,0,0,4,7,8,4,4,21,6,8,5,6,5,5,3,0,0,35,12,30,64,74,60,59,64,56,12,430
20904122343,0,0,3,3,0,8,14,16,0,46,0,0,7,0,0,0,6,3,3,9,0,0,6,9,6,4,7,0,0,28,7,22,68,63,45,43,44,28,3,338
20904122344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
20904122345,0,0,0,0,4,9,28,30,7,82,0,0,0,0,0,3,6,11,4,31,0,0,0,3,0,0,3,6,0,15,11,26,37,36,53,38,72,56,13,346
20904122346,0,0,0,4,0,0,26,32,4,75,0,0,0,0,3,6,7,7,6,28,4,5,5,8,6,0,0,0,0,22,7,33,86,52,44,50,57,51,10,394
20904122347,0,0,0,3,0,8,21,20,6,58,0,0,5,4,4,0,5,7,3,21,0,0,4,0,8,3,0,5,0,21,13,27,58,50,51,47,63,38,8,350
20904122348,0,0,0,6,0,10,27,20,8,65,0,0,0,3,0,6,6,6,3,24,0,6,7,3,0,0,0,0,0,17,0,35,55,41,39,54,53,37,5,328
20904122349,0,0,0,6,0,0,13,21,4,49,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,4,3,0,13,9,26,41,49,43,42,49,35,17,305
20904122350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20904122351,0,0,0,0,0,0,6,9,7,28,0,0,0,0,0,0,0,0,3,8,0,0,0,6,0,0,0,4,8,25,4,21,49,47,41,28,22,23,17,257
20904122352,0,0,0,0,0,0,10,6,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,6,26,24,17,10,28,15,7,139
20904122353,0,0,0,6,0,0,15,14,0,32,0,0,0,0,4,0,4,0,3,17,6,0,5,3,0,3,0,3,0,24,7,22,57,56,44,29,46,32,3,301
20904122354,0,0,0,3,0,4,7,11,13,37,0,0,4,4,3,0,0,0,3,25,0,0,12,4,4,4,0,3,0,27,14,31,102,74,39,32,21,28,13,346
20904122402,0,0,0,0,0,3,4,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,5,11,4,3,6,5,0,30,9,22,76,81,45,48,31,10,6,327
20904122403,0,0,0,0,3,3,8,0,0,20,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,9,15,37,46,42,56,41,14,10,3,256
20904122404,0,0,0,0,3,5,3,0,0,19,0,0,0,3,0,0,0,0,0,6,9,5,5,7,12,4,3,0,0,38,17,38,100,114,91,62,39,12,7,473
20904122405,0,0,5,0,0,3,0,14,5,21,0,0,0,0,0,0,0,0,0,0,3,5,14,6,8,3,0,0,0,28,13,40,94,56,66,77,40,29,5,415
20904122407,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,7,3,0,4,33,10,24,31,58,75,70,39,8,6,331
20904122408,0,0,0,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,13,10,8,5,5,0,38,11,22,27,49,57,64,43,27,0,310
20904122409,0,0,0,0,0,0,10,5,0,12,0,0,0,0,0,0,0,0,0,0,8,0,0,10,4,7,6,4,0,37,14,23,41,54,63,65,59,30,0,352
20904122411,0,0,0,0,0,3,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,15,5,8,37,38,44,46,48,5,0,238
20904122413,0,0,0,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,4,8,0,0,21,8,20,58,66,55,61,57,11,0,326
20904122414,0,0,0,0,4,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9,8,7,0,0,28,25,33,51,52,97,88,31,15,8,395
