SA1_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
12303144820,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,7,23,22,7,12,7,3,0,80,0,0,0,0,0,0,0,0,32,22,11,15,6,3,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,12,0,0,0,0,3,0,0,3,3,4,4,0,5,0,0,16,33,26,13,15,13,3,0,111
12303144821,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,10,3,0,0,0,0,0,0,6,20,17,16,4,0,4,0,64,0,0,0,0,0,0,0,0,22,22,19,8,3,4,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,8,10,0,0,0,24,0,0,0,0,0,0,0,0,3,10,8,10,0,0,0,24,27,23,25,14,11,4,0,101
12303144822,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,5,0,4,0,11,22,24,5,11,0,0,0,65,0,3,0,0,0,0,0,3,25,28,7,19,8,3,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,24,28,11,21,9,3,0,93
12303144823,0,4,0,0,0,0,0,3,4,0,0,0,0,0,0,9,0,5,0,0,3,0,0,7,26,15,19,11,14,0,0,92,0,0,0,0,0,0,0,0,35,22,23,11,17,8,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,7,3,0,0,14,0,0,0,0,0,0,0,0,0,5,4,7,3,0,0,18,35,26,23,14,24,8,5,127
12303144824,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,11,21,8,8,5,0,4,67,0,0,0,0,0,0,0,0,19,25,8,10,13,3,4,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,15,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,18,22,32,13,17,13,3,4,94
12303144825,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,5,3,3,3,0,0,0,11,64,49,30,9,13,7,0,173,0,0,0,5,0,0,0,3,73,51,33,11,17,7,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,4,73,57,33,11,14,5,0,189
12303144826,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,9,9,7,9,7,3,5,3,39,0,0,0,0,0,0,0,0,9,7,11,7,11,4,6,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,9,13,10,7,11,4,6,56
12401144901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,6,9,3,0,0,0,0,19,0,0,0,0,0,0,0,0,7,8,6,5,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,13,9,13,13,6,0,0,0,46
12401144902,3,4,7,0,0,0,0,7,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,7,11,7,4,3,3,0,0,32,0,0,0,0,0,0,0,0,19,15,13,6,3,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,11,19,15,19,5,4,0,0,55
12401144903,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4,3,0,3,0,0,0,18,20,16,10,9,0,0,0,43,0,0,0,0,0,0,0,0,25,26,6,13,3,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,25,29,8,10,3,0,0,81
12401144904,0,3,0,0,0,0,0,6,4,0,6,0,10,0,0,14,0,0,0,0,0,0,0,0,6,7,4,8,3,0,0,27,0,0,0,0,0,0,0,0,12,5,7,8,11,0,0,45,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,4,4,3,6,0,0,20,8,15,9,9,20,4,0,59
12401144905,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,4,4,0,0,0,0,0,9,6,5,4,8,3,0,0,29,0,0,0,0,0,0,0,0,6,12,12,8,3,0,0,43,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,3,3,8,0,0,11,0,0,0,0,0,0,0,0,0,6,6,0,7,0,0,21,8,21,16,7,12,0,0,67
12401144906,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,7,0,7,0,0,25,0,0,0,0,0,0,0,0,5,8,4,0,7,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,5,9,8,5,3,5,0,0,38
12401144907,0,0,0,0,0,0,0,7,4,4,0,0,0,0,0,8,0,0,0,0,0,0,0,8,11,14,9,3,7,0,0,42,0,0,0,0,0,0,0,0,20,18,10,3,8,0,0,59,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,4,0,0,15,0,0,0,0,0,0,0,0,0,7,7,3,10,4,0,22,20,28,14,9,12,4,0,85
12401144908,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,4,0,0,0,0,7,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,6,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,0,12
12401144909,6,0,0,0,0,0,0,6,0,0,0,0,5,0,0,6,4,0,0,0,0,0,0,4,13,9,7,0,0,4,0,35,0,0,0,0,0,0,0,0,18,10,9,0,8,8,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,0,0,16,0,0,0,0,0,0,0,0,0,4,0,5,7,0,0,16,18,11,9,9,12,8,0,64
12401144910,0,4,0,0,3,0,0,4,3,7,3,0,0,0,0,17,0,0,0,3,0,0,0,5,12,13,12,0,7,0,0,44,0,0,0,0,0,0,0,0,19,20,10,8,9,0,0,69,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,4,6,5,5,0,0,17,0,3,0,0,0,0,0,3,4,11,6,5,4,0,0,23,24,29,14,14,10,0,0,93
12401144911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,14,0,6,0,6,3,0,0,27,0,0,0,0,0,0,0,0,7,13,10,5,5,4,0,39,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,5,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,12,7,18,3,13,11,4,0,53
12401144912,0,4,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,5,9,7,3,7,0,0,29,0,0,0,0,0,0,0,0,5,10,9,7,11,3,0,44,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,4,0,0,0,0,0,0,7,0,7,0,0,3,0,0,18,0,0,0,0,0,0,0,0,6,14,5,0,0,0,0,32,10,24,16,7,11,3,0,78
12401144913,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,9,5,10,4,5,0,3,0,24,0,0,0,0,0,0,0,0,8,9,8,6,8,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,4,3,4,0,0,13,0,0,0,5,0,0,0,5,3,3,3,4,0,6,0,25,10,16,11,11,10,7,0,62
12401144914,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,3,0,0,5,0,13,5,5,5,4,0,28,0,0,0,0,0,0,0,0,6,12,10,4,12,4,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,9,16,10,3,15,4,0,57
12401144915,0,4,3,0,0,0,0,5,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,6,5,12,3,3,0,5,0,25,0,0,0,0,0,0,0,0,10,12,8,10,4,5,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,16,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,21,6,27,15,10,6,4,0,66
12401145001,0,3,0,0,0,0,0,14,0,4,0,0,4,0,0,9,0,0,0,0,0,0,0,4,9,8,0,8,3,4,0,29,0,0,0,0,0,0,0,0,11,9,4,9,6,5,8,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,8,9,6,5,6,55
12401145002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,13,0,0,0,0,3,26,0,0,0,0,0,0,0,5,7,13,0,0,0,3,3,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,9,7,16,6,6,4,5,3,44
12401145003,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,6,0,8,0,0,3,0,0,15,18,14,8,7,4,3,3,54,0,0,0,0,0,0,0,0,15,23,8,9,7,6,7,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,15,28,11,14,9,3,7,87
12401145004,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,18,18,10,8,10,5,0,66,0,0,0,0,0,0,0,0,22,22,10,11,10,4,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,14,0,0,0,0,0,0,0,0,0,3,3,0,3,0,4,14,20,26,14,9,13,3,3,86
12401145005,0,0,6,3,0,0,0,12,0,0,6,0,7,0,0,13,3,3,0,0,0,0,0,18,15,12,6,4,3,0,0,55,0,0,0,0,0,0,0,0,20,19,21,11,15,4,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,6,0,0,4,0,4,18,18,24,21,11,19,7,3,111
12401145006,0,0,5,0,0,0,0,12,0,4,0,0,4,0,0,7,0,0,0,0,0,0,0,3,3,8,0,0,4,4,0,22,0,0,0,0,0,0,0,0,7,13,7,7,5,4,4,39,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,13,7,7,5,4,5,46
12401145007,0,0,0,0,0,0,0,0,7,4,0,7,0,3,0,23,0,3,0,0,0,0,0,0,8,10,0,3,5,5,0,36,0,0,0,0,0,0,0,0,16,13,9,6,8,9,5,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,14,15,19,9,12,11,9,3,78
12401145008,0,0,3,0,0,0,0,3,0,11,7,4,4,0,0,23,4,0,4,4,3,0,0,17,8,8,4,0,8,4,0,32,0,0,0,0,0,0,0,0,11,23,19,8,14,3,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,11,18,24,19,10,14,6,0,91
12401145009,4,6,0,0,0,0,0,6,3,11,8,0,3,0,0,27,0,0,0,0,0,0,0,5,18,23,16,8,16,3,0,89,0,0,0,0,0,0,0,0,28,39,24,9,19,3,3,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,20,0,0,0,0,0,0,0,0,11,8,4,0,0,0,0,20,36,44,27,11,22,6,3,152
12401145010,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,11,4,5,0,0,3,0,0,13,10,20,7,7,21,3,7,75,0,0,0,0,0,0,0,0,19,30,6,10,25,8,4,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,34,5,12,21,8,9,107
12401145011,0,0,0,0,0,0,0,6,3,7,4,0,0,0,0,19,5,0,0,0,0,0,0,4,24,22,9,9,10,0,3,69,0,0,0,0,0,0,0,0,31,28,13,8,10,0,3,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,6,0,4,0,0,11,31,28,14,8,12,0,3,103
12401145012,3,5,5,0,0,0,0,9,4,3,5,0,4,4,0,16,3,4,5,0,3,0,8,14,13,27,18,4,12,7,5,82,0,0,0,0,0,0,0,0,22,28,21,10,23,12,10,127,0,0,0,0,0,0,0,3,0,0,4,5,0,0,0,9,0,0,0,0,0,0,0,0,0,6,4,5,0,0,0,14,0,0,0,0,0,0,0,0,0,5,8,6,7,0,0,27,23,38,32,13,25,12,4,154
12401145013,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,4,0,0,3,0,0,6,15,16,4,4,0,0,0,41,0,0,0,0,0,0,0,0,21,20,4,4,4,4,0,58,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,13,8,0,0,0,0,17,22,29,10,4,4,4,0,76
12401145014,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,14,0,3,0,0,0,0,0,6,16,11,3,4,4,6,0,40,0,0,0,0,0,0,0,0,23,16,3,3,4,6,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,16,9,6,4,6,0,61
12401145015,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,4,0,0,0,0,0,0,5,14,14,6,9,3,3,0,51,0,0,0,0,0,0,0,0,15,19,7,12,4,5,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,13,15,26,11,17,6,4,0,78
12401145016,0,0,0,0,0,0,0,6,9,4,3,4,3,0,0,15,5,7,0,0,0,0,0,12,15,9,5,6,9,5,3,51,0,0,0,0,0,0,0,0,24,18,10,10,15,5,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,18,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,27,30,32,14,10,18,5,3,108
12401145017,3,0,0,0,0,0,0,6,0,0,4,0,0,0,0,10,0,3,0,0,0,0,0,8,15,12,7,3,9,5,5,55,0,0,0,0,0,0,0,0,23,16,13,10,9,4,3,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,4,3,4,6,0,0,18,0,0,0,0,0,0,0,0,4,6,9,4,6,0,0,23,25,30,21,8,17,8,3,104
12401145018,0,0,3,3,0,0,0,8,3,4,4,0,0,0,0,17,0,0,0,0,0,0,0,6,19,11,0,7,7,3,0,45,0,0,0,0,0,0,0,0,22,14,9,7,7,4,0,65,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,10,22,14,6,11,12,4,0,74
12401145019,0,3,0,0,0,0,0,13,11,6,0,0,0,3,5,19,0,0,0,0,0,7,0,6,13,18,11,6,9,11,0,73,0,0,0,0,0,0,0,0,29,18,15,9,16,17,6,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,8,6,0,20,0,0,0,0,0,0,0,0,5,8,3,0,8,6,0,20,32,22,17,9,17,19,3,126
12401145020,0,0,0,0,3,0,0,7,6,6,0,4,0,3,0,21,3,5,3,0,0,0,0,10,21,16,20,9,14,3,0,90,0,4,0,0,0,0,0,4,30,31,25,15,18,9,6,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,29,24,15,19,9,6,132
12401145021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12401145022,3,0,0,0,3,0,0,10,0,3,6,0,7,0,0,10,0,0,0,0,0,0,0,4,10,22,11,5,3,4,0,54,0,0,0,0,0,0,0,0,15,22,13,10,11,6,4,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,7,0,13,0,0,0,0,0,0,0,0,3,4,0,0,5,7,0,16,21,24,13,10,13,7,4,94
12401145023,4,3,0,5,0,0,0,4,8,6,0,0,0,0,0,13,0,0,0,7,0,0,0,9,19,14,15,7,16,4,0,69,0,0,0,0,0,0,0,0,23,24,19,10,12,4,0,101,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,14,0,0,0,0,0,0,0,0,0,4,7,5,0,0,0,17,28,27,26,12,14,4,0,118
12401145024,0,0,0,0,0,0,0,5,5,6,0,0,3,3,0,20,4,0,3,4,0,0,0,18,14,13,15,9,11,0,6,69,0,0,0,0,0,0,0,0,22,26,21,12,19,5,6,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,4,7,0,4,0,3,21,0,0,0,0,0,0,0,0,6,7,4,0,4,0,3,27,28,30,26,13,20,8,6,126
12401145025,0,0,0,0,0,3,0,9,6,6,0,0,0,0,0,13,5,3,4,3,4,0,0,27,26,30,19,6,9,0,0,92,0,0,0,0,0,0,0,0,35,42,23,8,17,9,5,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,35,44,23,13,17,4,5,140
12401145026,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,9,8,0,0,0,0,0,0,8,0,9,5,0,0,0,0,19,0,0,0,0,0,0,0,0,6,14,5,3,4,4,0,39,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,22,0,0,0,0,0,0,0,0,5,9,6,3,3,0,0,26,10,23,11,7,11,8,0,62
12401145027,3,3,0,0,0,0,0,10,0,5,0,4,4,0,0,12,4,0,0,0,0,3,0,11,26,21,17,10,14,6,0,90,0,0,0,0,0,0,0,0,29,35,22,12,20,9,0,137,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,9,4,0,0,0,0,22,0,0,0,0,0,0,0,0,11,6,7,0,4,4,0,30,35,37,30,11,28,13,0,165
12401145028,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,3,12,4,4,6,3,0,37,0,0,0,0,0,0,0,0,8,19,4,6,11,5,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,8,18,4,5,9,7,0,63
12401145029,0,0,3,0,0,0,0,3,3,5,3,0,4,0,0,19,3,3,0,0,0,0,0,7,25,18,14,7,17,4,0,84,0,0,0,0,0,0,0,0,39,24,20,12,21,4,4,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,11,40,24,23,11,26,4,0,127
12401145030,3,0,0,0,0,0,3,9,0,5,7,0,3,0,0,9,5,4,0,0,0,0,0,11,9,8,11,7,8,11,5,68,0,0,0,0,0,0,0,0,22,15,18,12,16,12,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,20,19,18,12,15,12,4,110
12401145031,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,3,6,7,0,0,5,0,13,0,6,9,9,14,3,5,46,0,0,0,0,0,0,0,0,4,10,11,10,9,11,5,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3,0,16,0,0,0,0,0,0,0,0,0,5,4,0,0,3,0,16,11,12,13,10,17,13,4,87
12401145032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,10,11,7,8,6,4,0,0,38,0,0,0,0,0,0,0,0,14,11,4,10,9,0,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,10,7,6,12,0,4,58
12401145033,3,4,3,3,3,0,0,18,0,0,0,0,0,0,0,3,4,4,0,4,5,0,0,19,26,29,15,16,23,3,3,116,0,0,0,0,0,0,0,0,36,34,20,24,29,9,3,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,8,37,35,20,24,30,9,7,155
12401145034,0,0,0,0,0,0,3,9,7,3,4,0,0,0,0,11,0,3,0,0,0,0,0,0,29,24,6,5,6,0,0,79,0,0,0,0,0,0,0,3,30,32,13,7,7,4,3,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,4,5,10,0,5,0,0,19,36,36,18,7,10,4,3,116
12401145035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
