SA1_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
10102100701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0,7,0,0,23,0,0,0,0,0,0,0,0,8,6,6,0,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,7,11,3,0,7,0,0,36
10102100702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,9,0,0,7,0,0,30,0,0,0,0,0,0,0,0,8,11,0,0,9,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,6,3,9,0,0,40
10102100703,4,3,0,0,0,0,0,9,5,4,0,0,0,0,0,12,3,0,0,0,0,0,0,3,18,24,10,6,10,0,0,67,0,0,0,0,0,0,0,0,23,24,14,6,12,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,3,7,0,0,22,0,0,3,0,0,0,0,6,5,8,8,3,7,0,0,27,30,39,19,8,11,0,0,114
10102100704,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,4,0,0,0,0,8,9,13,4,0,0,0,0,31,0,0,0,0,0,0,0,0,11,16,6,5,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,7,3,0,5,0,0,20,0,0,0,0,0,0,0,0,3,9,3,5,5,0,0,26,17,22,15,7,5,0,0,71
10102100705,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,8,11,9,11,3,4,0,0,31,0,0,0,0,0,0,0,0,17,18,8,6,4,4,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,6,17,20,13,3,6,4,0,57
10102100706,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,6,0,0,0,0,0,0,0,8,13,11,8,4,3,0,0,32,0,0,0,0,0,0,0,0,18,14,7,6,3,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,14,20,17,12,11,3,0,0,59
10102100707,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,3,17,16,7,0,3,0,0,50,0,0,0,0,0,0,0,0,18,18,10,0,3,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,17,20,24,10,3,3,5,0,66
10102100708,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,19,26,21,11,6,0,0,86,0,0,0,0,0,0,0,0,23,32,24,12,13,4,0,107,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,23,34,23,14,12,4,0,118
10102100709,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,16,23,15,7,12,6,0,75,0,0,0,0,0,0,0,0,24,23,15,7,12,6,4,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,7,27,25,19,11,12,6,4,91
10102100710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,12,11,9,3,0,0,49,0,0,0,0,0,0,0,0,9,15,14,9,3,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,6,7,0,0,20,0,0,0,0,0,0,0,0,6,4,3,6,7,0,0,20,14,24,12,13,10,0,0,72
10102100801,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11,10,10,6,11,4,0,51,0,0,0,0,0,0,0,0,18,10,9,6,17,4,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,0,0,0,12,0,0,0,0,0,0,0,0,3,8,3,0,0,0,0,17,15,18,11,6,17,4,0,71
10102100802,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,10,11,4,3,4,0,0,0,17,24,26,15,7,3,4,0,72,0,0,0,0,0,0,0,0,38,28,21,9,9,4,3,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,0,0,4,0,0,6,0,0,0,0,0,0,0,5,5,3,0,0,4,0,4,17,38,35,26,14,8,4,5,125
10102100803,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,10,5,4,3,0,0,38,0,0,0,0,0,0,0,0,20,14,7,4,8,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,4,5,6,0,0,34,0,0,0,0,0,0,0,0,16,12,6,3,6,0,0,42,29,22,9,14,10,0,0,86
10102100804,6,0,3,0,0,0,0,11,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,5,10,11,5,6,3,0,0,33,0,0,0,0,0,0,0,0,18,14,9,6,8,0,0,55,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,14,4,6,0,0,0,32,0,0,0,0,0,0,0,0,10,16,9,6,0,0,0,38,23,33,18,8,9,0,0,94
10102100805,3,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,11,7,4,0,0,44,0,0,0,0,0,0,0,0,4,17,11,7,8,0,0,47,13,24,8,8,10,0,0,69
10102100806,4,3,0,0,0,0,0,14,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,19,21,8,6,3,5,0,49,0,0,0,0,0,0,0,0,24,22,7,7,3,4,0,66,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,11,0,0,0,0,0,0,0,0,7,0,6,4,3,0,0,18,25,25,13,12,5,4,0,86
10102100807,7,10,0,0,0,0,0,11,3,0,0,0,0,0,0,3,4,5,0,0,0,0,0,13,8,6,4,3,9,3,0,32,0,0,0,0,0,0,0,0,20,13,5,3,9,4,0,58,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,4,0,3,0,0,8,0,0,0,0,0,0,0,0,5,0,4,0,7,3,0,19,24,19,11,5,11,5,0,78
10102100808,0,3,5,3,3,6,0,26,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,3,21,11,10,6,3,0,0,50,0,0,0,0,0,0,0,0,22,17,13,15,8,5,0,83,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,4,0,4,3,0,0,20,0,0,0,0,0,0,0,0,7,8,0,4,3,0,0,26,33,25,19,20,10,8,0,111
10102100809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10102100810,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,6,8,9,4,0,7,0,0,36,0,0,0,0,0,0,0,0,9,11,9,0,14,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,9,9,11,17,8,14,0,0,58
10102100811,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,17,13,0,3,0,0,43,0,0,0,0,0,0,0,0,7,21,15,6,7,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,15,9,24,19,9,10,0,0,68
10102100812,0,6,0,0,0,0,0,13,0,0,0,4,4,0,0,9,0,5,0,0,0,0,0,9,18,9,11,3,0,7,0,44,0,0,0,0,0,0,0,0,17,20,11,9,4,4,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,8,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,8,19,19,12,10,4,4,0,81
10102100813,0,3,4,5,3,0,0,17,3,4,0,0,0,0,0,9,0,0,0,0,0,0,0,6,7,15,7,3,7,4,0,52,0,0,0,0,0,0,0,0,13,27,15,7,15,8,4,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,11,16,29,18,7,23,11,4,97
10102100814,5,0,0,0,0,0,0,9,0,4,0,0,0,0,0,7,3,0,0,0,0,0,0,3,22,11,8,4,9,0,0,52,0,0,0,0,0,0,0,0,33,15,7,4,5,0,3,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,11,34,21,12,3,8,4,3,84
10102100815,8,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,5,4,6,0,0,38,0,0,0,0,0,0,0,0,30,16,6,4,3,0,0,55,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,3,0,9,0,0,18,0,0,0,0,0,0,0,0,6,10,4,4,9,0,0,28,31,23,7,4,11,5,0,79
10102100816,3,5,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,12,11,7,0,0,0,46,0,0,0,0,0,0,0,0,23,20,13,7,6,0,0,66,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,21,0,0,0,0,0,0,0,0,0,5,10,3,6,0,0,26,26,26,19,12,10,0,0,96
10102100817,0,3,0,0,0,0,0,7,4,3,0,0,0,0,0,11,0,6,0,0,0,0,0,4,14,10,3,0,4,0,0,34,0,0,0,0,0,0,0,0,20,15,9,0,4,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,4,0,0,0,19,0,0,0,0,0,0,0,0,4,5,4,8,0,0,0,21,31,18,14,5,6,0,0,75
10102100818,0,5,3,3,3,0,0,21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,3,3,3,0,0,29,0,0,0,0,0,0,0,0,12,17,9,3,11,0,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,3,5,6,0,0,0,0,16,13,20,12,5,12,0,4,64
10102100819,0,0,0,0,0,0,0,0,6,3,5,0,3,0,0,16,0,0,0,0,0,0,0,7,19,20,12,3,11,3,0,72,0,0,0,0,0,0,0,0,27,22,19,7,14,4,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,15,26,28,22,11,16,7,3,108
10102100820,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,6,3,3,0,0,0,0,0,13,10,16,11,4,5,6,6,52,0,0,0,0,0,0,0,0,17,21,10,6,9,6,6,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,3,7,0,0,0,0,13,24,28,16,4,9,6,6,85
10102100821,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,17,12,11,13,12,5,5,71,0,0,0,0,0,0,0,0,14,13,16,15,8,6,7,91,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,16,19,18,20,15,5,7,99
10102100822,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,9,6,4,5,8,10,3,0,38,0,0,0,0,0,0,0,0,10,10,8,8,10,3,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,10,10,16,8,10,8,5,56
10102100823,0,0,0,0,4,0,0,10,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,12,10,0,0,0,0,0,33,0,0,0,0,0,0,0,0,18,12,5,7,3,5,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,6,4,0,0,0,0,16,0,0,0,0,0,0,0,0,5,6,5,3,0,0,0,17,16,23,12,10,8,5,0,69
10102100901,0,3,0,0,0,0,0,5,3,3,0,0,0,0,0,13,0,0,0,0,0,0,0,3,8,15,6,5,4,0,0,39,0,0,0,0,0,0,0,0,15,24,10,5,6,0,0,56,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,15,24,11,5,3,0,0,61
10102100902,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,9,9,4,0,0,0,33,0,0,0,0,0,0,0,0,12,9,13,6,3,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,9,14,11,12,7,3,0,0,61
10102100904,0,4,0,0,0,5,0,7,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,8,16,8,9,10,3,0,0,37,0,0,0,0,0,0,0,0,13,16,9,10,6,5,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,11,13,19,12,10,8,4,0,70
10102100905,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,8,3,3,0,0,0,0,11,16,9,8,7,8,3,0,48,0,0,0,0,0,0,0,0,26,16,9,8,8,3,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,15,27,23,15,8,9,4,0,79
10102100907,15,10,4,0,3,0,0,41,3,0,0,0,0,0,0,5,7,5,0,0,0,0,0,3,8,4,5,5,0,0,0,25,0,0,0,0,0,0,0,0,32,15,12,6,4,5,0,78,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,16,0,0,0,0,0,0,0,0,8,11,0,0,0,0,0,22,36,27,10,7,6,5,0,97
10102100908,15,9,3,0,7,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,22,0,0,0,0,0,0,0,0,31,10,9,3,8,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,6,0,4,0,0,0,18,28,18,6,7,5,5,0,76
10102100909,29,15,8,0,0,0,0,56,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,39,22,8,0,3,0,0,70,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,4,0,0,13,0,0,0,0,0,0,0,0,5,7,0,3,4,0,0,18,40,31,11,8,6,0,0,90
10102100910,24,15,0,3,3,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,30,17,6,3,4,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,6,0,0,0,0,20,0,0,0,0,0,0,0,0,4,8,8,0,0,0,0,23,35,28,14,5,4,0,0,82
10102100911,15,6,6,4,3,0,0,31,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,3,14,7,3,3,0,0,0,30,0,0,0,0,0,0,0,0,37,10,8,10,7,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,13,0,0,0,0,0,0,0,0,4,7,4,0,4,0,0,17,41,22,9,7,9,0,0,86
10102100912,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,6,11,3,3,3,4,0,28,0,0,0,0,0,0,0,0,11,7,8,3,3,0,0,41,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,14,11,18,9,3,6,5,0,54
10102100913,3,0,0,0,0,0,0,5,4,3,0,0,0,0,0,11,0,0,0,0,0,0,0,11,16,16,14,9,14,0,0,75,0,0,0,0,0,0,0,0,27,26,18,15,10,0,0,96,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,4,0,8,9,0,23,0,0,0,0,0,0,0,0,3,10,6,0,8,9,0,29,29,32,25,16,19,8,0,127
10102100914,3,4,0,0,0,0,0,11,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,12,14,4,3,6,0,0,52,0,0,0,0,0,0,0,0,23,17,9,7,7,0,0,68,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,8,0,3,0,0,0,8,0,0,0,0,0,0,0,0,6,4,4,5,0,0,0,20,24,23,10,9,9,0,0,78
10102100915,16,10,4,3,0,0,0,43,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,18,5,8,5,14,0,0,49,0,0,0,0,0,0,0,0,41,25,8,9,16,0,4,99,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,8,3,0,0,0,0,14,0,0,0,0,0,0,0,3,8,8,6,0,7,0,0,23,46,33,18,9,23,0,4,124
10102100916,5,5,0,0,0,0,0,9,8,4,0,0,0,0,0,11,0,0,0,0,0,0,0,6,15,20,0,8,0,0,0,42,0,0,0,0,0,0,0,0,24,28,3,6,5,4,0,69,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,4,9,3,6,0,0,25,0,0,0,0,0,0,0,0,0,9,8,3,7,0,0,33,31,36,12,12,9,3,3,101
10102100917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,0,3,0,0,0,9,0,0,0,0,0,0,0,0,7,3,4,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,8,3,3,4,0,4,0,30
10102100918,0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,8,0,6,0,0,0,0,0,3,17,15,7,9,5,0,0,49,0,0,0,0,0,0,0,0,20,15,14,9,5,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,12,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,11,24,20,16,9,7,0,5,77
10102100919,8,6,5,0,0,0,0,21,0,4,0,0,0,0,0,5,4,0,0,0,0,0,0,7,9,14,5,0,0,0,6,35,0,0,0,0,0,0,0,0,26,22,13,4,9,0,6,73,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,8,0,4,0,0,0,0,0,4,8,8,4,5,3,0,0,21,30,32,10,7,8,0,0,97
10102100920,5,7,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,5,4,0,0,16,0,0,0,0,0,0,0,0,9,11,9,5,5,0,0,32,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,0,3,0,0,0,0,0,0,6,8,3,0,3,0,0,17,23,12,7,3,4,0,0,52
10102100921,13,3,0,0,5,0,0,26,3,0,0,0,0,0,0,12,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,20,13,3,6,9,0,0,47,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,16,21,13,3,7,14,0,0,60
10102100923,4,0,0,0,0,0,0,6,4,0,5,0,0,0,0,10,0,8,0,0,0,0,0,11,17,17,12,6,9,3,0,59,0,0,0,0,0,0,0,0,21,28,13,10,13,4,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,9,3,0,0,0,4,21,0,0,0,0,0,0,0,0,3,12,4,3,0,0,4,31,23,42,24,13,10,4,3,111
10102100924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
10102100925,13,11,9,5,0,0,0,35,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,20,15,6,5,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,8,0,0,4,0,0,14,22,25,11,3,3,0,0,60
10102100926,7,7,3,0,0,0,0,21,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,5,5,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,18,13,5,5,3,0,0,38
10102100927,3,5,0,3,5,0,0,20,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,12,11,21,12,10,4,0,0,56,0,0,0,0,0,0,0,0,20,31,15,15,11,5,0,87,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,6,26,32,13,15,12,5,0,102
