SA1_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
30906124720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,4,0,5,0,9,0,5,4,0,5,0,4,0,0,6,10,7,0,0,17,5,8,0,0,13,3,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,25,31,12,0,70
30906124721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,4,3,0,0,0,3,0,3,4,0,8,8,5,0,0,7,0,7,0,0,7,4,8,0,0,13,12,10,0,0,24,8,6,4,0,15,0,20,0,0,15,0,4,0,0,10,0,6,0,0,8,0,0,3,0,6,0,0,3,0,6,43,64,24,0,130
30906124722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,10,4,0,7,0,9,0,0,3,0,5,4,3,3,0,11,0,0,3,0,3,3,3,0,0,9,3,8,0,0,12,0,3,0,0,9,4,0,0,0,4,0,4,0,0,4,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,28,30,23,5,83
30906124723,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,3,0,8,4,0,3,0,3,0,0,0,0,5,0,4,3,0,8,3,3,0,0,8,7,0,0,0,10,5,10,3,0,19,4,4,0,0,11,0,10,0,0,10,4,5,0,0,3,0,12,0,0,12,6,0,0,0,4,0,0,0,0,6,34,45,27,0,112
30906124724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,3,0,0,0,5,0,4,3,0,7,0,5,8,0,13,0,0,3,0,9,0,0,0,0,3,6,5,0,0,10,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3,0,0,0,0,0,20,17,19,0,60
30906124725,3,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,5,8,0,0,0,11,5,0,4,0,13,0,0,0,0,5,3,4,0,0,6,3,5,0,0,7,0,14,0,0,15,0,5,0,0,10,5,9,0,0,11,4,8,0,0,11,6,15,0,0,23,0,0,0,0,9,0,0,0,0,0,49,76,15,0,140
30906124801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,3,0,7,0,3,0,0,3,0,0,0,0,4,3,3,0,0,4,0,0,4,0,8,0,7,0,0,6,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,3,21,23,16,3,64
30906124802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,5,0,0,0,5,5,0,0,0,5,0,0,0,0,0,0,3,0,0,0,3,10,0,0,13,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,3,6,0,0,14,0,3,3,0,9,4,0,0,0,4,28,25,13,0,62
30906124803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9,5,0,0,0,9,0,0,0,0,4,0,0,0,0,6,3,4,0,0,11,3,0,0,0,6,8,6,0,0,7,4,13,4,0,23,0,10,5,0,15,5,3,0,0,10,0,0,0,0,0,0,0,0,0,7,5,0,0,0,6,0,0,0,0,0,35,40,20,0,101
30906124804,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,4,0,0,0,4,32,0,0,0,28,21,0,0,0,21,4,0,0,0,9,9,0,0,0,7,0,0,0,0,0,7,0,0,0,7,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,9,0,0,0,12,96,4,4,0,113
30906124805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30906124806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,5,0,8,9,0,0,0,6,3,0,9,0,12,4,0,5,0,7,3,9,9,0,27,5,4,5,0,9,4,0,3,0,9,5,9,4,0,15,0,0,0,0,4,4,8,0,0,6,0,0,0,0,0,0,3,0,0,3,0,5,6,0,11,0,0,0,0,0,37,39,43,4,127
30906124807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,0,0,0,9,9,0,3,0,17,4,3,6,0,19,8,6,8,0,14,3,7,3,0,12,8,3,8,0,21,10,12,0,0,25,10,13,3,0,27,0,10,0,0,12,4,0,0,0,9,0,8,0,0,6,0,6,4,0,14,0,0,0,0,4,65,69,37,3,171
30906124808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,0,0,0,8,0,0,9,0,9,7,3,7,0,16,9,10,4,0,22,10,13,4,0,20,13,4,3,0,19,12,16,3,0,28,3,8,0,0,11,4,5,0,0,9,3,0,0,0,8,0,4,0,0,6,0,6,6,0,9,0,0,0,0,0,62,69,39,3,171
30906124809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,0,14,0,0,6,0,6,0,0,3,0,6,4,0,0,0,4,3,3,0,0,5,5,5,3,0,12,3,8,3,0,12,7,10,3,0,13,0,8,3,0,6,0,0,0,0,0,0,7,0,0,7,3,7,0,0,11,0,0,0,0,0,31,44,24,0,100
30906124810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,3,5,0,4,0,5,5,3,0,0,12,7,3,0,0,11,7,5,3,0,18,0,0,0,0,5,6,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,33,23,16,3,77
30906124811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,0,4,0,4,0,0,0,0,4,8,3,7,0,19,3,4,3,0,12,0,0,9,0,10,0,5,5,0,10,0,0,3,0,6,0,6,4,0,9,5,4,6,0,18,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,9,6,0,11,0,0,0,0,3,33,30,50,0,120
30906124812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,7,0,8,0,0,7,6,8,0,0,12,0,4,0,0,5,3,5,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,22,34,4,0,62
30906124813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,5,0,0,0,5,0,0,0,0,3,3,4,0,0,10,0,0,4,0,3,4,11,3,0,17,3,0,0,0,9,0,11,0,0,10,3,5,0,0,6,4,7,0,0,11,3,0,0,0,4,0,0,0,0,0,39,51,10,0,93
30906124814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,0,0,4,3,0,0,0,5,5,3,0,0,6,3,5,3,0,12,0,3,5,0,5,9,11,0,0,14,3,0,3,0,7,7,7,0,0,16,8,7,0,0,12,0,12,0,0,10,0,7,0,0,6,4,10,0,0,9,0,3,0,0,4,0,0,0,0,0,48,62,20,0,128
30906124815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,4,0,0,0,9,0,0,0,0,7,5,0,0,0,3,0,3,5,3,9,0,6,0,0,11,0,3,0,0,10,0,3,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,3,0,3,21,25,24,4,78
30906124818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,3,0,0,8,0,0,8,0,10,3,0,0,0,9,5,9,6,0,14,0,0,3,0,6,3,9,4,0,12,4,14,3,4,28,8,8,0,0,15,0,8,0,0,5,0,0,0,0,3,0,0,0,0,5,4,3,3,0,9,0,0,0,0,4,37,57,40,3,141
30906124819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,0,0,0,6,5,5,3,0,13,6,0,4,0,13,0,0,0,0,4,4,8,0,0,14,0,5,0,0,10,0,0,3,0,8,5,19,5,0,26,5,12,0,0,24,0,6,0,0,9,0,6,0,0,10,4,9,0,0,15,0,3,6,0,9,0,0,0,0,0,48,72,26,0,141
30906124820,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,5,0,0,0,4,3,4,0,4,9,5,0,4,0,12,0,0,0,0,0,5,5,4,0,8,4,8,0,0,15,0,3,0,0,4,5,6,0,0,10,0,0,0,0,0,3,0,0,0,5,5,5,0,0,10,3,0,0,0,3,48,33,11,0,98
30906124821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,3,4,0,3,0,4,3,0,4,0,14,9,0,3,0,17,3,7,5,0,17,3,8,4,0,5,6,6,0,0,15,11,10,0,0,25,4,3,0,0,12,0,0,0,0,7,0,3,0,0,3,0,4,0,0,5,3,5,0,0,4,0,0,0,0,0,58,50,26,6,147
30906124822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,4,0,0,0,8,6,0,3,0,9,0,0,0,0,4,7,0,4,0,15,5,0,0,0,3,4,0,0,0,5,14,10,4,0,23,7,17,3,0,22,0,10,0,0,13,0,3,0,0,4,0,4,0,0,7,4,3,0,0,10,0,0,0,0,0,58,55,19,0,138
30906124823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,0,0,6,0,0,0,7,0,0,0,0,8,3,0,7,0,9,7,0,0,0,10,0,4,0,0,5,3,6,0,0,9,14,5,0,0,13,0,9,0,0,9,4,3,0,0,9,0,8,0,0,7,0,8,0,0,12,0,4,0,0,4,0,0,0,0,0,53,43,12,0,111
30906124824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,4,0,6,0,14,4,0,8,0,11,11,5,0,0,19,4,7,3,0,12,0,4,3,0,7,0,10,0,0,10,10,14,0,0,31,3,9,3,0,14,3,4,0,0,14,5,6,0,0,11,9,5,0,0,10,3,5,0,0,7,0,0,0,0,0,71,71,27,0,170
30906124825,5,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,8,7,0,0,0,4,5,0,0,0,6,8,10,0,0,7,5,3,0,0,10,5,3,3,0,14,10,8,0,0,24,3,12,4,0,18,8,11,6,0,15,0,9,0,0,11,8,30,3,0,36,3,10,0,0,14,0,0,0,0,4,73,96,19,0,188
30906124826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,9,9,0,0,16,5,5,0,0,10,4,4,0,0,7,0,0,0,0,6,4,20,0,0,25,0,6,0,0,6,0,0,0,0,0,27,47,0,0,83
30906124827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30906124828,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,11,0,4,0,18,0,3,15,0,18,4,11,8,3,21,8,8,8,0,19,7,8,0,0,20,3,13,3,0,19,13,14,7,5,33,5,7,0,0,9,3,0,3,0,4,0,0,0,0,4,4,3,0,0,6,3,0,4,0,8,0,0,0,0,3,74,64,56,8,205
30906124829,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,4,5,0,0,0,8,3,0,3,0,9,0,5,5,0,7,5,3,4,0,12,4,3,8,0,15,8,0,4,0,14,10,13,3,0,26,6,11,3,0,19,0,10,0,0,10,3,6,0,0,3,0,8,0,0,8,0,7,0,0,12,9,0,0,0,8,57,69,31,3,158
30906124830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,7,0,0,5,0,0,0,3,0,0,11,0,8,4,0,9,3,0,0,0,5,4,4,6,0,9,4,0,3,0,13,0,7,0,0,7,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,29,20,0,72
30906124831,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,4,0,3,8,0,4,0,11,3,0,3,0,11,4,4,5,0,9,0,11,3,0,19,4,9,4,0,10,9,16,0,0,30,5,7,0,0,16,0,8,0,0,9,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,0,4,0,0,0,44,62,34,0,140
30906124832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,10,9,0,3,0,16,3,5,9,0,17,9,3,10,0,25,0,0,10,0,10,7,8,8,0,21,13,10,3,0,21,15,14,0,0,32,11,11,3,0,21,4,0,6,0,10,3,3,0,0,3,0,3,3,0,5,3,3,8,0,6,0,0,0,0,0,76,63,66,4,209
30906124833,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,4,0,4,7,0,0,0,3,6,3,5,0,6,6,0,0,0,10,0,3,0,0,10,7,15,3,0,21,4,11,0,0,19,5,12,0,0,15,0,9,0,0,9,0,6,0,0,8,0,5,0,0,8,0,0,0,0,0,45,66,23,0,134
30906124834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,9,5,0,0,0,4,4,8,5,0,13,4,0,0,0,5,3,4,0,0,7,0,5,5,0,8,5,6,4,0,13,3,7,0,0,13,6,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,5,0,0,0,5,43,33,21,8,106
30906124835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,8,0,13,6,0,3,0,15,3,6,13,0,21,10,11,7,0,28,3,4,0,0,10,4,10,0,0,11,12,0,4,0,28,4,5,3,0,8,0,0,0,0,3,0,5,0,0,5,0,4,0,0,5,0,0,3,0,6,0,0,0,0,0,63,45,44,3,149
30906124836,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,6,0,0,9,0,11,6,0,9,0,11,3,0,4,0,3,0,0,0,0,0,0,4,8,0,6,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,24,14,31,0,65
30906124837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,7,0,4,0,8,3,0,9,0,9,0,0,6,0,13,4,0,0,0,6,3,3,3,0,13,5,5,0,0,13,7,5,4,0,19,15,5,0,0,25,7,0,0,0,7,0,0,0,0,4,0,5,0,0,7,0,3,0,0,8,0,0,6,0,5,53,42,36,4,136
30906124838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,7,5,0,0,0,6,5,0,3,0,9,0,3,0,0,7,0,3,0,0,10,3,5,0,0,8,0,8,0,0,7,5,9,0,0,8,0,8,0,0,11,0,6,0,0,6,7,13,3,0,18,0,4,0,0,6,0,0,0,0,0,34,45,17,0,96
30906124839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,0,3,0,3,5,0,5,0,9,7,0,6,0,14,4,3,5,0,13,0,0,0,0,6,0,0,0,0,6,0,4,3,0,6,6,4,5,0,16,0,0,5,0,6,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,4,0,7,0,0,3,0,3,36,20,40,4,102
30906124840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,5,9,4,4,0,11,0,4,0,0,7,3,0,4,3,11,0,4,4,3,15,4,8,0,0,5,0,0,3,0,8,9,3,0,0,12,5,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,5,0,8,0,5,40,27,37,0,101
30906124841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,5,4,0,7,0,0,0,0,0,5,9,0,0,11,0,4,0,0,6,0,10,4,0,17,4,0,0,0,3,0,11,0,0,8,0,6,0,0,6,0,0,0,0,0,15,43,9,0,75
30906124842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,4,0,0,0,5,0,0,3,0,3,3,5,0,0,6,6,3,0,0,6,8,9,0,0,22,4,6,0,0,16,0,13,0,0,14,3,7,0,0,8,8,6,0,0,15,0,8,0,0,5,0,0,0,0,0,44,51,3,0,108
30906124843,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,3,3,0,0,8,0,5,0,0,8,0,4,0,0,9,7,5,0,0,17,0,7,0,0,12,5,11,0,0,14,4,5,0,0,13,3,19,0,0,28,0,4,4,0,10,4,0,0,0,5,51,74,11,0,142
30906124844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,7,0,0,0,3,6,0,3,0,5,0,0,0,0,9,9,4,0,0,8,5,4,0,0,7,0,0,0,0,3,4,11,0,0,18,6,8,0,0,13,9,7,0,0,5,0,3,0,0,7,8,10,0,0,21,3,7,7,0,13,0,0,0,0,5,51,55,15,3,125
30906124845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,5,0,0,11,0,3,0,0,3,0,7,0,0,10,0,3,0,0,3,0,6,0,0,5,0,3,0,0,3,0,0,0,0,5,7,43,4,0,50
30906124846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,3,3,0,9,4,0,4,0,6,0,6,4,0,14,4,3,0,0,5,13,10,0,0,18,5,8,0,0,12,4,7,0,0,9,0,3,0,0,3,0,8,0,0,8,0,5,0,0,6,0,0,0,0,0,35,57,13,0,107
30906124847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,7,3,6,0,0,5,0,4,4,0,11,4,0,3,0,6,6,0,0,0,10,3,3,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,13,0,0,0,0,0,20,19,26,4,70
30906124848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,5,0,0,6,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,16,10,4,0,33
30906124849,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,7,9,0,4,0,10,0,5,4,0,8,4,4,0,0,16,4,10,3,0,17,3,14,9,0,24,4,16,0,0,27,3,7,0,0,16,0,3,3,0,7,4,15,0,0,22,4,9,6,0,8,0,3,0,0,4,43,97,31,0,177
30906124850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,0,0,0,3,0,8,0,0,9,7,4,3,0,13,7,0,3,0,16,5,0,0,0,8,9,13,0,0,30,4,15,4,0,25,7,6,0,0,13,4,11,0,0,9,5,7,0,0,14,3,7,0,0,16,5,0,0,0,3,60,76,24,0,159
30906124851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,12,3,0,0,0,6,4,6,0,0,4,0,3,0,0,3,0,4,0,0,7,5,15,0,0,21,0,3,0,0,8,0,0,0,0,4,0,10,0,0,11,0,4,0,0,7,0,0,0,0,0,23,56,5,0,85
30906124852,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,0,3,5,0,0,0,5,5,0,0,0,11,0,5,3,0,6,6,8,5,0,17,5,8,8,0,18,4,3,0,0,3,3,10,0,0,12,14,23,3,0,41,12,34,0,0,44,9,35,0,0,39,12,14,0,0,21,9,34,0,0,45,0,11,0,0,10,3,0,0,0,3,92,177,21,4,295
30906124901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,8,6,4,8,0,12,3,0,0,0,3,3,3,0,0,3,0,6,0,0,3,0,8,0,0,7,0,5,0,0,14,0,3,0,0,6,0,5,0,0,3,3,3,0,0,7,0,0,0,0,3,26,34,18,0,76
30906124902,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,3,0,8,4,0,8,0,12,6,3,7,0,11,0,4,0,0,7,0,6,4,0,6,3,10,0,0,14,4,6,0,0,8,3,4,0,0,8,5,4,0,0,7,0,3,0,0,3,0,4,4,0,12,0,0,0,0,0,37,41,25,4,105
30906124903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,3,0,0,0,3,5,0,0,0,3,5,0,0,0,3,3,5,0,0,10,3,0,4,0,3,3,4,0,0,13,5,4,0,0,6,3,8,0,0,11,0,6,0,0,10,5,4,0,0,8,0,7,0,0,7,0,5,0,0,7,0,0,0,0,0,29,50,17,5,101
30906124904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,5,4,0,0,0,3,5,0,0,0,7,5,6,0,0,5,4,3,0,0,11,6,13,5,0,18,3,8,0,0,10,3,6,0,0,10,0,4,0,0,4,0,3,0,0,3,0,5,5,0,8,0,0,0,0,5,41,49,15,0,94
