SA1_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
11801164904,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,5,0,3,7,0,0,0,3,6,0,0,0,6,3,4,0,0,8,3,0,0,0,4,0,0,0,0,6,42,39,11,0,85,6,3,3,0,11,0,0,0,0,0,77,51,18,0,143
11801164905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,5,0,4,0,4,0,3,0,0,6,3,0,3,0,10,8,5,0,0,6,13,9,0,0,14,8,0,0,0,8,6,3,0,0,8,33,44,6,0,76,0,3,0,0,4,3,0,0,0,0,81,67,13,0,155
11801164906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,4,4,0,0,0,3,5,0,3,0,10,0,0,0,0,3,0,0,0,0,3,6,4,0,0,8,11,4,0,0,11,5,3,0,0,14,5,3,0,0,10,33,12,3,0,44,0,0,0,0,7,0,0,0,0,0,72,38,19,3,135
11801164907,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,3,0,0,3,0,5,0,0,4,0,4,0,0,8,24,71,0,0,97,0,8,0,0,8,0,0,0,0,0,33,96,0,0,135
11801164908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,4,0,0,0,0,0,3,0,0,0,0,3,3,3,0,8,0,0,0,0,4,0,4,0,0,4,6,3,0,0,10,16,16,0,0,31,0,0,0,0,4,0,0,0,0,0,36,31,9,0,75
11801164909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,9,0,3,0,4,6,3,0,0,4,0,0,0,0,3,4,0,0,0,3,18,27,0,0,42,0,6,0,0,6,0,0,0,0,0,37,37,13,0,86
11801164910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,8,0,4,0,0,8,6,0,6,0,8,5,0,4,0,10,12,4,0,0,15,3,4,0,0,7,6,0,0,0,8,26,27,0,0,53,0,0,3,0,3,0,0,0,0,0,68,37,20,4,124
11801164911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,7,4,0,0,8,4,0,0,0,7,3,0,0,0,4,6,19,4,0,21,0,5,0,0,10,0,0,0,0,0,36,35,11,5,78
11801164912,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,0,0,0,4,0,6,0,0,3,4,0,4,0,3,3,0,0,0,3,0,0,0,0,5,0,0,0,0,4,12,18,0,0,32,0,0,0,0,3,0,0,0,0,0,31,26,11,0,75
11801164913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,16,4,0,0,0,4,4,3,0,0,7,7,0,0,0,7,18,20,0,0,32,0,0,0,0,5,0,0,0,0,0,49,26,16,3,87
11801164914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12,18,0,0,32,0,4,0,0,8,0,0,0,0,0,12,31,4,0,53
11801164915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,8,3,0,0,7,4,0,0,0,11,3,0,0,0,13,8,3,0,0,12,44,18,0,0,69,0,0,0,0,8,0,0,0,0,0,83,31,17,0,135
11801164916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,4,3,3,0,0,9,0,0,0,0,0,0,0,0,0,3,12,46,3,0,56,0,3,0,0,5,0,0,0,0,0,23,59,13,0,94
11801164917,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,5,0,0,0,5,4,0,0,0,10,0,0,0,0,3,0,0,0,0,4,6,0,5,0,6,6,10,4,0,16,8,0,3,0,12,11,3,5,0,20,8,0,0,0,8,31,20,5,0,57,7,5,6,0,15,0,0,0,0,0,92,45,28,0,165
11801164918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,13,27,0,0,43,4,0,4,0,9,0,0,0,0,0,24,32,11,4,67
11801164919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,5,8,0,0,0,13,0,8,0,0,9,0,3,0,0,6,4,6,0,0,8,12,6,0,0,24,0,0,0,0,5,0,0,0,0,0,38,22,10,0,75
11801164920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,0,0,0,4,0,0,0,0,3,0,0,0,0,3,4,0,0,0,4,5,3,0,0,10,0,0,0,0,7,0,3,0,0,5,0,5,0,0,10,15,61,3,0,81,0,6,0,0,11,0,0,0,0,0,33,83,13,0,133
11801164921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,4,5,0,0,9,6,0,0,0,9,6,4,0,0,7,4,0,0,0,9,12,11,3,0,26,0,0,0,0,3,0,0,0,0,0,34,34,8,0,79
11801164922,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,5,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,50,14,10,0,69,6,9,0,0,11,0,0,0,0,5,55,28,12,0,105
11801164923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,5,0,0,0,5,0,3,0,0,0,0,0,0,0,0,19,42,0,0,60,3,10,0,0,12,0,0,0,0,4,31,69,4,0,109
11801164924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,5,0,0,0,5,0,0,0,0,6,5,0,0,0,5,3,0,0,0,8,4,8,0,0,9,6,0,0,0,13,0,0,0,0,0,12,17,0,0,30,0,3,0,0,4,0,0,0,0,0,45,31,14,0,85
11801164925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,4,0,0,9,14,22,0,0,39,0,3,0,0,3,0,0,0,0,0,25,31,3,0,66
11801164926,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,5,0,0,0,9,3,0,0,0,5,3,0,0,0,6,0,0,0,0,3,3,0,0,0,4,10,6,0,4,17,4,0,0,0,5,12,3,0,0,16,7,4,0,0,7,41,31,4,0,77,3,6,0,0,10,4,0,0,0,0,91,54,23,5,166
11801164927,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,3,0,0,0,0,0,4,0,0,0,5,0,0,8,0,8,0,3,0,0,0,4,3,0,0,12,7,3,0,0,10,17,51,8,0,78,0,3,0,0,7,0,0,0,0,0,40,75,24,3,136
11801164928,0,5,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,5,3,0,0,7,0,3,5,0,4,0,0,0,0,0,0,3,0,0,4,18,43,0,0,63,0,7,0,0,9,0,0,0,0,0,40,62,10,0,108
11801164929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,8,0,0,0,7,0,0,0,0,5,14,28,3,0,45,4,12,0,0,9,3,0,0,0,3,43,41,3,0,86
11801164930,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,8,0,0,0,0,3,3,0,3,0,7,9,0,0,0,12,6,0,4,0,12,0,0,0,0,7,14,44,4,0,62,0,5,0,0,9,0,0,0,0,0,43,69,15,0,128
11801164931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,4,0,4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,7,0,0,0,4,3,3,0,0,5,4,0,0,0,4,3,0,0,0,6,28,29,5,0,61,3,0,0,0,3,0,0,0,0,6,58,41,14,0,110
11801164932,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,9,0,0,0,0,0,3,0,0,0,9,3,0,5,0,10,5,4,0,0,10,8,6,0,0,9,6,3,0,0,8,24,26,6,0,49,0,7,0,0,13,0,0,0,0,0,54,48,16,0,118
11801164933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,6,0,3,0,0,0,0,0,0,0,0,0,6,3,3,4,0,11,0,0,3,0,7,4,5,3,0,9,7,0,0,0,10,22,44,6,0,68,4,3,0,0,6,0,0,0,0,5,55,61,22,0,134
11801164934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,7,4,3,0,11,6,0,0,0,7,5,0,0,0,7,0,0,0,0,3,24,31,4,0,60,0,4,0,0,7,0,0,0,0,0,51,49,15,0,118
11801164935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,13,21,4,0,37,0,0,0,0,3,0,0,0,0,0,23,29,6,0,65
11801165001,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,5,7,7,4,0,17,16,0,0,0,16,7,0,0,0,10,6,0,0,0,10,55,29,3,0,89,10,3,4,0,13,7,0,0,0,7,115,40,17,0,180
11801165002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,4,0,0,8,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,11,0,0,0,15,0,0,0,0,0,0,0,0,0,0,27,5,6,0,41
11801165003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,5,0,4,0,8,7,4,0,0,8,4,4,0,0,13,7,3,0,0,10,24,15,0,0,36,0,0,0,0,5,0,0,0,0,0,53,29,15,3,102
11801165004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,9,0,0,3,0,4,5,0,0,0,5,3,0,3,0,4,4,9,8,0,16,8,4,0,0,11,5,6,0,0,13,7,0,0,0,6,41,40,0,3,81,10,4,0,0,13,0,0,0,0,4,91,57,27,4,172
11801165005,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,4,0,0,0,4,3,0,0,0,7,7,0,0,0,7,5,4,0,0,9,5,0,0,0,10,3,0,0,0,4,0,4,0,0,4,28,30,0,0,59,3,7,0,0,12,0,0,3,0,4,83,39,6,0,131
11801165006,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,4,3,0,0,8,3,3,0,0,5,4,0,0,0,4,44,21,0,0,59,0,0,0,0,3,0,0,0,0,3,71,34,4,4,109
11801165007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,6,0,5,3,0,0,0,6,0,0,0,0,3,0,0,0,0,0,6,4,0,0,13,6,3,0,0,8,11,0,0,0,10,9,0,0,0,10,27,33,0,0,66,4,0,0,0,4,0,0,0,0,0,69,51,14,0,133
11801165008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,3,5,0,0,0,0,0,0,0,0,3,6,0,0,0,6,8,5,6,0,19,0,0,0,0,7,0,0,0,0,0,37,5,4,0,52
11801165009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,4,0,0,0,0,3,0,0,0,9,6,0,0,0,6,5,0,0,0,7,4,0,0,0,6,34,13,5,0,52,4,0,0,0,5,0,0,0,0,3,63,20,12,4,95
11801165010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,5,3,0,0,0,6,5,0,4,0,9,3,0,5,0,12,3,0,0,0,8,31,24,5,0,57,3,0,0,0,13,3,0,0,0,3,71,30,21,4,123
11801165011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,7,3,0,0,12,8,3,0,0,10,3,0,0,0,6,25,19,0,0,42,0,0,0,0,4,0,0,0,0,0,60,33,0,0,96
11801165012,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,0,0,3,0,8,7,0,4,0,10,3,0,0,0,7,4,4,0,0,4,6,3,0,0,10,3,0,0,0,3,28,22,6,0,56,0,3,4,0,6,3,0,0,0,3,67,31,15,5,115
11801165013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,5,0,0,0,10,5,0,0,0,3,4,0,0,0,7,6,0,0,0,6,16,13,0,0,29,0,0,0,0,0,0,0,0,0,0,42,19,8,0,70
11801165014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,3,0,0,0,3,0,0,0,0,3,11,3,0,0,17,0,0,0,0,0,0,0,0,0,0,24,12,3,0,37
11801165015,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,4,0,0,0,8,3,4,0,0,7,8,5,0,0,12,4,0,0,0,0,36,16,0,0,49,3,3,3,0,8,0,0,0,0,0,70,25,6,0,99
11801165016,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,7,4,0,5,0,9,4,0,3,0,7,4,0,0,0,3,9,0,0,0,9,24,14,0,0,42,3,0,0,0,6,0,0,0,0,0,58,28,20,3,104
11801165017,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,4,3,0,0,0,3,0,0,0,0,4,0,0,0,0,5,4,0,0,0,8,3,0,0,5,9,0,4,0,0,3,3,3,0,0,4,45,33,3,0,84,8,4,0,0,11,0,0,0,0,5,72,50,15,8,145
11801165018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,7,0,0,0,0,3,0,0,0,0,7,0,3,0,0,8,5,0,5,0,8,0,0,0,0,4,3,0,4,3,11,3,0,0,0,7,0,0,4,0,7,6,3,0,0,9,42,24,3,0,72,0,3,0,0,4,6,0,0,0,6,75,42,24,3,147
11801165019,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,4,3,0,0,0,3,0,0,4,0,4,0,0,0,0,0,13,0,0,0,14,7,3,0,0,14,13,3,0,0,14,6,3,0,0,12,43,35,8,0,84,3,5,0,0,6,0,0,0,0,3,106,52,21,0,178
11801165020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,4,0,0,0,4,0,0,0,5,0,5,0,5,0,7,4,0,7,4,3,0,0,7,5,0,0,0,5,29,39,3,0,69,4,4,0,0,9,0,0,0,0,0,49,60,20,0,132
11801165021,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,4,4,0,8,5,0,0,0,4,0,0,0,0,0,3,4,3,0,18,15,0,0,0,15,9,3,4,5,15,6,3,0,0,9,41,30,5,3,79,0,5,3,0,7,4,0,0,0,4,88,50,20,3,164
11801165022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,9,0,3,0,8,4,0,4,0,9,6,0,0,0,5,0,0,0,0,5,7,0,0,0,5,39,27,3,0,69,3,6,4,0,8,0,0,0,0,4,84,32,24,0,139
11802156401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,4,0,4,0,0,5,0,0,0,0,0,5,0,0,0,3,3,5,0,0,8,6,0,0,0,7,4,3,0,0,9,5,0,0,0,4,5,14,0,0,17,0,0,0,0,0,0,0,0,0,0,26,31,6,0,68
11802156402,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,4,0,0,0,3,5,0,0,0,7,0,3,0,0,3,0,0,0,0,9,3,5,3,0,13,0,6,0,0,4,3,4,0,0,11,0,4,0,0,10,6,55,4,0,60,0,8,0,0,8,0,0,0,0,0,47,78,17,0,143
11802156403,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,0,9,0,0,0,0,6,3,0,0,0,4,9,4,4,0,16,10,4,0,0,13,0,3,7,0,12,11,10,4,0,29,17,5,0,0,23,12,6,0,0,25,14,3,0,0,20,26,26,0,0,55,0,0,3,0,5,0,0,0,0,0,118,75,25,9,230
11802156404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,8,0,0,0,4,0,0,0,0,0,3,0,0,0,4,11,10,3,0,17,4,0,0,0,10,0,5,4,0,6,3,4,0,0,10,14,7,0,0,18,0,0,0,0,0,0,0,0,0,0,51,20,14,7,88
11802156405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,0,5,4,0,0,0,4,0,0,0,0,0,3,0,0,0,7,8,7,4,0,9,0,3,0,0,6,5,0,0,0,8,3,6,0,0,6,19,17,7,0,43,5,0,0,0,3,0,0,0,0,0,58,31,18,0,100
11802156406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,5,0,0,0,6,3,0,3,0,3,4,0,0,0,5,4,0,0,0,7,9,5,7,0,13,7,0,0,0,9,3,0,0,0,9,3,0,0,0,3,10,6,0,0,19,0,0,0,0,0,0,0,0,0,0,46,26,20,0,91
