SUA_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_NS,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arrival_NS,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1951,China_exc_SARs_Taiwan_51_60,China_exc_SARs_Taiwan_61_70,China_exc_SARs_Taiwan_71_80,China_exc_SARs_Taiwan_81_90,China_exc_SARs_Taiwan_91_00,China_exc_SARs_Taiwan_01_10,China_exc_SARs_Taiwan_11_15,China_exc_SARs_Taiwan_2016,China_exc_SARs_Taiwan_2017,China_exc_SARs_Taiwan_2018,China_exc_SARs_Taiwan_2019,China_exc_SARs_Taiwan_2020,China_exc_SARs_Taiwan_2021,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1951,Hng_Kng_SAR_China_1951_1960,Hng_Kng_SAR_China_1961_1970,Hng_Kng_SAR_China_1971_1980,Hng_Kng_SAR_China_1981_1990,Hng_Kng_SAR_China_1991_2000,Hng_Kng_SAR_China_2001_2010,Hng_Kng_SAR_China_2011_2015,Hong_Kong_SAR_China_2016,Hong_Kong_SAR_China_2017,Hong_Kong_SAR_China_2018,Hong_Kong_SAR_China_2019,Hong_Kong_SAR_China_2020,Hong_Kong_SAR_China_2021,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,3,8,10,0,0,7,3,0,0,0,38,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,6,5,0,0,5,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,17,10,0,0,0,0,4,0,0,38,0,0,14,6,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,0,0,3,4,8,0,0,0,0,0,0,0,0,20,17,17,5,5,6,0,0,0,0,3,0,0,0,0,0,56,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,4,57,37,5,7,14,22,3,0,0,151,0,0,0,0,0,0,5,0,0,3,0,0,4,0,0,13,0,0,0,0,0,0,0,0
2016,0,0,0,0,0,38,235,269,46,47,27,41,17,12,16,745,0,0,0,0,0,8,8,7,7,0,0,3,5,0,0,38,0,0,0,3,4,6,10,4,0,5,4,0,0,0,0,34,0,0,0,5,18,10,58,41,20,22,32,26,0,0,8,234,0,5,15,3,0,8,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,15,8,3,0,8,8,0,0,0,47,0,0,0,0,3,6,9,16,0,3,5,16,11,0,0,80,19,25,14,0,4,7,15,3,0,0,0,0,0,0,4,96,12,51,40,3,3,4,4,6,3,0,0,4,0,0,5,141,0,0,0,0,0,7,6,10,0,0,0,0,5,7,5,40,5,0,3,16,21,56,708,403,98,107,143,179,76,13,41,1861,0,0,0,0,0,5,15,23,3,6,0,5,0,0,5,67,0,0,0,0,0,4,26,49
2017,0,0,0,0,0,0,13,33,0,0,0,8,0,5,4,66,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,15,12,0,22,37,0,0,0,4,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,62,48,14,17,21,37,4,0,0,209,0,0,0,0,0,0,16,4,0,8,7,9,6,0,0,44,0,0,0,0,0,0,0,3
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,15,5,0,0,0,3,0,0,0,27,0,0,4,9,10,7,19,11,3,0,0,0,0,0,0,53,0,4,0,0,12,16,61,27,12,10,10,11,6,0,0,156,0,4,15,10,3,0,0,0,0,0,0,0,0,0,4,43,0,0,5,0,0,0,5,0,5,0,0,0,0,0,3,18,0,0,0,0,6,6,4,6,0,0,0,3,0,0,0,22,47,93,21,5,6,0,9,6,0,0,0,0,0,0,13,203,0,17,20,10,0,0,0,0,0,0,0,0,0,0,8,62,0,0,0,0,6,0,6,3,0,0,0,0,0,0,0,21,0,5,7,4,6,15,134,94,21,33,44,64,36,3,13,477,0,4,0,8,16,3,5,8,3,0,3,7,0,0,0,55,0,0,0,0,0,0,4,0
2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,4,3,0,0,0,0,0,0,0,20,0,0,0,0,0,3,6,7,0,4,0,0,0,0,0,31,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,17,28,6,3,0,0,4,0,0,0,0,0,0,0,0,67,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,37,25,16,13,16,24,0,4,0,148,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0
2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,7,3,11,3,6,0,0,0,0,0,0,47,0,0,3,0,3,12,28,19,14,6,3,8,0,0,3,112,0,4,11,15,0,4,0,0,0,0,0,0,0,0,0,33,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,3,5,3,13,0,0,0,0,4,0,0,0,29,34,61,25,13,17,7,8,7,0,0,0,0,0,0,7,189,0,6,16,4,0,0,0,0,0,0,0,0,0,0,3,25,0,0,4,3,6,8,4,0,0,0,0,6,3,0,0,23,0,3,7,11,10,13,111,58,14,14,19,25,3,0,3,296,0,0,4,0,0,5,15,3,0,3,4,12,8,0,0,51,0,0,0,0,0,5,0,3
2021,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,3,4,0,0,11,4,0,5,4,3,0,0,0,34,0,0,0,3,3,4,45,16,21,34,54,49,5,0,8,241,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,3,4,0,10,4,0,0,5,0,0,0,0,24,0,0,0,0,0,3,13,3,0,0,0,0,0,0,0,21,10,14,3,4,0,3,9,4,0,0,0,0,0,0,0,57,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,4,4,56,42,9,10,15,20,7,4,3,180,0,0,0,0,0,0,8,12,3,0,5,0,10,0,0,39,0,0,0,0,0,0,0,9
3000,0,0,0,0,0,3,13,17,0,0,0,0,0,0,0,35,0,0,0,0,0,0,32,33,3,5,0,6,3,0,5,86,3,22,109,174,144,168,221,129,16,20,39,43,20,10,30,1150,10,27,26,10,44,36,199,140,51,87,122,241,52,13,43,1104,3,56,106,38,4,26,0,0,0,4,0,0,0,0,12,263,7,12,25,11,4,4,12,8,8,5,3,0,4,0,3,97,8,18,28,64,119,102,150,81,15,28,20,28,19,6,37,717,220,555,404,266,489,214,357,184,30,18,39,68,33,11,95,2988,9,34,33,12,5,3,5,0,0,0,0,3,0,0,14,122,9,3,23,27,20,20,46,39,13,11,25,24,15,4,6,291,18,30,82,59,67,68,652,501,155,135,178,276,100,25,87,2434,10,62,58,34,33,50,123,69,18,28,76,116,42,3,25,750,0,0,3,5,10,9,17,32
3001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,8,0,0,0,6,5,4,13,21,12,9,5,5,0,0,0,60,0,0,0,0,0,0,9,9,12,8,5,28,0,0,0,60,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,14,4,14,9,0,6,7,18,11,0,0,8,10,4,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,10,7,0,0,0,0,0,0,0,20,0,0,0,0,6,0,20,30,7,6,7,11,6,0,0,93,0,0,0,0,0,0,10,14,0,3,3,0,0,0,0,29,0,0,0,0,0,0,0,0
3002,0,0,0,7,85,294,1070,1649,239,229,152,212,138,115,98,4290,0,0,5,25,43,208,929,523,117,121,146,92,49,33,23,2319,15,46,280,577,676,724,1464,1004,174,202,278,242,142,77,90,5986,74,282,273,305,1946,3028,13450,8482,2453,2761,2704,3819,1314,213,774,41877,12,136,636,233,128,512,149,54,7,9,8,6,7,4,44,1942,37,119,133,62,103,116,408,243,59,64,54,92,67,19,41,1632,15,49,200,541,2398,2418,2756,1132,200,190,212,231,112,59,211,10724,1064,1290,867,698,1188,795,1581,638,139,127,141,218,110,49,221,9131,107,593,704,235,132,82,77,121,14,19,20,11,3,5,135,2252,22,73,170,477,1667,2150,1692,1213,358,301,377,518,399,145,214,9768,94,100,519,613,1091,2086,18515,11698,2648,2895,3887,4608,1606,376,819,51543,60,197,171,237,481,861,1381,671,173,196,212,254,181,23,95,5183,0,16,18,62,352,368,1524,2440
3003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,6,0,0,0,0,0,3,0,29,4,3,9,23,10,10,19,11,0,3,0,3,0,0,0,102,3,3,0,0,0,5,27,36,12,3,15,20,3,0,0,142,0,4,14,0,4,0,5,0,0,0,0,0,0,0,3,26,0,0,7,0,0,0,0,0,0,0,5,0,0,0,4,27,0,7,0,8,13,17,27,18,0,3,0,12,0,0,0,115,33,74,44,24,27,18,20,8,3,4,6,5,3,0,7,279,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,3,4,9,4,8,5,0,0,7,0,0,4,52,3,3,12,4,5,11,81,103,24,27,35,32,11,11,14,372,3,7,6,0,3,12,8,6,0,0,7,11,8,0,3,82,0,0,0,0,0,0,6,3
3004,0,0,0,0,0,6,3,3,0,0,0,0,0,7,3,20,0,0,0,0,0,0,10,7,0,3,3,8,0,0,0,32,0,10,24,58,66,72,121,66,13,12,17,25,15,4,10,511,6,3,6,14,58,61,273,179,38,55,49,78,34,5,11,861,0,12,57,7,3,10,0,3,0,0,0,0,0,0,11,102,0,4,6,9,3,7,17,3,4,3,3,0,0,4,4,82,0,9,23,20,36,28,78,36,8,6,9,0,4,0,12,272,64,122,123,78,137,111,217,68,11,17,22,29,8,3,33,1053,3,13,17,11,3,0,0,0,5,0,0,0,0,0,7,64,5,3,12,19,40,35,33,54,18,3,24,14,3,0,6,271,5,5,27,34,47,62,520,467,117,84,112,154,85,15,59,1785,0,10,19,28,21,52,82,69,23,15,14,47,12,0,5,405,0,0,0,7,19,6,18,10
3005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,9,5,0,0,0,0,0,6,0,24,0,0,0,0,0,4,10,7,0,3,7,27,3,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,7,0,0,0,4,0,0,0,27,0,5,0,0,4,0,3,0,0,0,0,0,0,0,0,16,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,45,31,6,13,4,5,0,0,0,111,0,0,0,0,0,3,0,6,3,0,0,0,9,0,0,23,0,0,0,0,0,0,0,0
3006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,10,0,6,6,4,0,0,0,45,0,0,0,6,9,0,14,17,5,3,0,6,0,0,5,64,0,3,0,0,0,6,28,28,5,7,4,0,0,0,4,79,0,3,9,3,0,3,0,3,0,0,3,0,0,0,0,22,0,0,3,0,0,0,4,14,0,3,0,3,0,6,0,41,0,0,0,3,13,9,25,21,3,4,0,0,0,0,5,90,10,20,23,19,9,11,3,3,0,0,0,0,0,0,8,105,0,3,9,3,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,16,0,0,3,6,3,6,142,108,17,12,38,20,19,10,3,396,0,0,0,6,5,9,14,6,7,0,7,3,0,0,0,53,0,0,0,0,7,0,5,10
3007,0,0,0,0,18,29,48,29,3,0,6,3,0,0,0,144,0,0,5,0,6,35,148,58,5,17,19,33,14,0,0,359,4,20,104,210,252,287,584,384,83,110,114,130,88,32,35,2437,22,52,50,57,468,690,2653,1962,600,599,631,684,276,26,164,8938,10,114,359,108,51,175,54,14,6,0,0,3,0,0,33,927,33,107,127,70,71,57,83,56,9,13,17,14,3,3,23,688,8,27,52,101,245,198,299,109,15,18,28,20,14,10,36,1182,316,718,357,271,451,286,417,188,40,45,49,58,31,10,95,3323,18,133,213,60,27,22,26,33,0,7,0,3,0,0,32,575,15,18,41,117,266,317,270,259,69,73,82,90,82,42,29,1773,46,37,120,108,150,272,2179,1615,499,419,652,743,254,60,151,7324,12,53,36,78,129,219,278,195,49,49,53,56,36,9,40,1296,0,0,11,31,131,97,276,299
3008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,6,5,7,4,0,3,0,0,4,0,27,0,0,0,0,0,0,13,3,0,0,8,0,0,0,0,22,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,5,0,0,0,0,0,0,0,0,3,12,8,23,23,13,12,0,9,0,0,0,0,0,0,0,3,89,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,4,20,30,5,7,5,10,0,3,3,86,0,3,3,4,0,4,5,0,0,0,4,4,0,0,0,20,0,0,0,0,0,0,0,0
3009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,6,0,0,19,0,4,11,16,20,13,31,17,4,0,3,0,9,0,0,135,3,4,0,0,6,15,31,24,7,3,4,4,0,0,3,104,0,9,14,3,0,0,0,0,0,0,0,0,0,0,0,34,0,0,4,0,0,3,7,0,0,0,0,21,0,0,4,42,0,0,6,3,16,16,22,8,0,0,5,4,0,0,5,83,47,101,75,47,50,30,38,6,0,4,0,4,0,0,12,415,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,17,0,4,4,9,0,3,4,3,0,0,0,0,0,0,0,27,6,0,10,6,3,7,63,84,25,17,14,32,12,3,0,283,0,8,0,0,4,11,7,13,0,0,0,0,0,0,0,50,0,0,0,0,0,0,5,5
3010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,13,0,0,4,3,6,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,11,8,5,0,5,5,3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0
3011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,38,13,6,7,0,0,0,0,0,66,0,0,13,6,14,17,35,32,8,16,0,4,3,0,0,151,0,6,0,0,10,14,130,59,10,16,4,31,4,0,0,282,0,3,4,0,0,5,0,3,0,0,0,0,0,0,0,21,0,0,0,0,3,0,0,0,0,0,0,11,5,0,0,30,0,0,8,6,7,10,50,36,5,8,4,3,0,0,0,142,13,45,40,17,25,7,35,16,6,3,0,4,9,0,3,227,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,9,6,0,8,0,0,0,0,0,0,0,22,0,3,0,4,0,14,231,159,46,50,47,64,24,6,9,670,0,5,4,0,0,8,20,24,5,0,3,3,3,0,4,81,0,0,0,0,0,0,6,16
3012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,0,0,0,0,0,3,22,0,0,0,0,0,0,15,4,0,0,0,3,0,0,3,33,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,3,5,0,0,0,0,0,0,3,22,16,35,20,11,14,3,6,0,0,0,0,0,0,0,9,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,13,8,11,0,10,10,0,0,0,49,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
3013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,7,0,0,0,0,6,0,5,33,0,0,0,0,0,3,3,11,4,4,0,4,0,0,0,34,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,11,0,0,0,4,8,13,34,22,0,0,9,13,3,0,5,111,0,7,10,0,0,10,0,3,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,50,49,7,13,11,9,3,10,0,155,0,0,0,0,0,0,5,6,0,0,0,3,0,0,0,24,0,0,0,0,0,0,3,0
3014,0,0,0,0,0,0,12,7,3,0,7,0,4,0,0,39,0,0,0,0,0,3,47,16,0,4,9,5,0,0,0,95,0,0,0,3,7,9,20,14,9,10,8,14,3,0,0,97,0,3,0,3,0,13,57,52,21,60,91,77,30,4,23,436,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,17,0,0,0,5,26,19,35,12,0,3,12,14,9,0,9,135,8,21,14,12,14,10,18,5,3,0,0,0,0,0,8,111,0,6,4,4,0,0,0,4,0,0,0,0,0,0,0,14,0,5,3,4,3,4,11,3,0,0,0,0,0,0,0,35,0,0,3,4,8,6,222,154,31,49,37,59,22,20,20,642,0,5,3,0,4,3,5,7,0,0,4,0,10,0,3,42,0,0,0,0,4,8,5,7
3015,0,0,0,3,0,0,3,14,0,0,0,0,0,0,0,22,0,0,0,0,0,0,20,14,4,6,6,6,0,0,0,56,3,16,76,161,170,173,351,303,47,58,56,73,55,11,19,1583,11,8,19,19,37,49,212,184,36,40,44,90,30,0,25,806,4,32,67,32,10,18,10,3,3,0,0,0,4,0,11,208,15,21,28,13,7,9,18,12,0,0,0,6,0,0,9,137,5,16,26,58,72,67,79,41,4,11,10,8,9,0,7,397,164,415,268,174,342,209,372,148,33,37,28,42,20,10,66,2317,6,33,47,22,13,11,3,15,0,0,3,0,0,5,3,153,8,0,22,24,36,35,48,51,16,9,18,28,18,8,7,328,26,19,77,58,35,67,652,653,141,206,179,196,72,12,54,2440,13,35,22,22,27,45,101,67,26,23,13,14,4,0,9,420,0,0,6,10,8,5,28,51
3016,0,0,0,0,0,7,12,58,16,18,3,3,0,0,3,122,0,0,0,0,0,7,36,29,3,12,11,9,9,0,0,113,0,3,18,17,28,29,43,63,7,13,13,11,6,3,5,262,0,4,6,3,24,34,218,120,38,45,27,61,16,4,11,614,0,3,20,7,0,0,0,0,0,0,0,0,0,0,0,35,0,3,0,4,0,0,20,22,0,0,6,15,0,0,0,71,0,7,3,4,28,41,64,25,0,14,0,11,4,0,0,191,38,88,43,30,51,20,47,8,0,0,0,6,0,0,3,325,3,0,5,4,3,0,0,0,0,0,0,0,0,0,0,22,0,0,5,8,16,11,15,20,0,4,4,5,7,0,0,102,4,6,15,8,13,24,518,434,137,171,198,257,117,24,27,1946,0,10,7,4,4,8,21,16,7,3,7,6,3,5,0,90,0,0,3,13,13,11,26,37
3017,0,0,0,0,0,0,7,25,0,3,0,3,0,9,0,41,0,0,0,0,0,4,27,23,3,3,0,4,5,0,0,75,0,5,26,36,24,44,95,60,18,10,12,14,14,0,7,371,7,11,12,10,29,21,129,86,22,32,47,20,8,3,7,433,0,3,11,0,4,3,3,0,0,0,0,0,0,0,0,37,0,0,3,0,0,6,19,17,3,0,6,15,0,0,0,75,0,3,11,25,47,41,58,35,4,0,9,7,4,0,3,256,49,90,66,48,69,44,114,53,3,14,6,8,3,0,10,583,3,26,34,14,8,9,7,11,0,4,0,6,0,0,4,112,0,4,3,11,22,12,30,12,4,4,5,11,6,0,4,135,0,0,23,12,27,50,660,392,82,85,107,169,87,20,28,1742,0,12,8,4,9,13,63,35,6,8,11,7,5,0,0,188,0,0,0,0,4,3,8,15
3018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,6,8,5,0,0,3,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,14,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,23,11,0,0,8,0,0,0,0,50,0,0,0,0,0,4,0,0,0,0,0,3,0,0,4,11,0,0,0,0,0,0,0,0
3019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,5,4,0,5,4,0,3,4,4,53,0,0,0,0,0,0,7,3,0,0,3,0,0,0,0,18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,11,11,7,9,6,5,4,10,7,0,0,0,0,3,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,0,0,5,0,0,3,10,3,0,0,0,0,0,0,3,27,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
