SUA_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
3008,0,0,0,0,0,0,0,0,0,30,4,35,0,0,0,0,0,0,0,5,0,17,0,19,0,0,0,0,0,0,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,6,0,6,4,0,0,0,0,0,0,9,4,64,4,84,0,0,0,0,0,4,0,10,0,39,0,56,0,7,0,0,0,3,0,35,0,426,7,485,0,7,0,11,0,25,0,38,6,175,0,269,7,14,0,18,0,35,0,32,7,129,0,235,15,10,0,47,4,28,0,25,4,131,0,272,17,10,0,46,0,25,9,13,3,24,0,138,30,7,0,43,5,10,0,3,0,31,0,135,95,10,3,70,7,33,4,9,7,17,0,254,56,5,3,40,0,13,0,4,0,10,0,135,41,0,0,19,4,13,4,0,0,9,0,92,23,6,0,5,0,0,0,0,0,4,0,42,31,10,0,10,0,10,0,0
3009,3,0,0,0,0,0,0,0,0,192,4,202,0,0,0,0,0,0,0,5,0,98,0,106,0,0,0,0,0,0,0,11,0,43,0,54,0,0,0,0,0,0,0,8,3,45,0,56,5,7,0,0,0,0,0,22,4,252,0,291,0,0,0,0,0,7,0,27,4,191,0,228,6,14,0,3,0,17,0,76,11,1566,25,1712,6,28,0,12,0,51,0,99,14,792,12,1016,10,41,3,34,5,77,3,104,11,648,6,941,30,44,9,93,11,81,5,78,13,500,5,873,23,19,0,74,8,65,5,34,7,141,3,377,64,18,3,79,3,58,4,25,4,142,3,416,172,42,14,126,23,80,15,44,4,133,4,647,175,21,0,94,17,31,9,19,0,44,4,407,108,7,4,57,11,19,8,6,5,28,0,256,63,3,0,33,7,6,0,3,4,6,0,122,113,11,7,44,7,33,0,4
3010,0,0,0,0,0,0,0,0,0,20,0,19,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,7,0,33,0,36,0,0,0,0,0,0,0,5,0,18,0,26,0,0,0,0,0,3,0,5,6,166,0,176,0,3,0,4,0,9,0,10,0,65,4,100,0,3,0,3,0,23,0,13,4,52,0,98,14,10,0,21,0,18,0,13,0,44,0,114,12,0,0,19,0,12,0,7,0,11,0,59,24,10,0,16,4,9,0,3,0,7,0,73,46,3,0,48,0,19,3,5,8,5,0,145,36,0,0,23,3,3,0,0,0,0,0,74,28,4,0,6,0,0,0,0,0,4,0,46,11,0,0,9,0,0,0,0,0,0,0,19,20,0,0,4,0,6,8,0
3011,3,0,5,0,3,4,0,5,5,136,0,154,0,0,0,0,0,0,0,11,0,51,0,65,0,0,0,0,0,0,0,12,0,31,0,42,0,3,0,0,0,3,0,3,0,22,0,34,0,0,0,3,0,0,0,19,0,175,0,198,0,0,0,0,0,7,0,35,4,75,0,120,6,6,0,7,0,12,0,79,0,576,7,690,0,14,0,14,3,51,0,73,10,304,4,470,11,22,4,22,0,91,8,68,14,296,11,548,41,47,4,90,8,115,9,52,7,256,3,631,57,25,3,91,4,93,3,55,4,74,0,406,119,12,0,107,7,94,4,29,9,73,3,464,420,58,13,265,16,184,9,35,23,87,0,1118,417,14,13,229,23,56,9,29,4,32,4,825,378,11,10,172,26,55,11,8,11,26,0,700,257,9,4,92,15,11,4,8,0,15,0,425,480,14,14,163,34,81,9,15
3012,0,0,0,0,0,0,0,0,0,54,0,57,0,0,0,0,0,0,0,3,0,23,0,30,0,0,0,0,0,0,0,0,0,24,0,24,0,0,0,0,0,0,0,0,0,21,0,21,0,0,0,0,0,3,0,12,0,126,0,145,0,4,0,0,0,0,0,9,0,76,0,90,7,0,0,0,0,10,0,39,0,600,6,672,6,12,0,5,0,25,5,53,0,288,6,415,3,12,3,12,0,35,0,41,6,192,3,312,12,24,7,51,5,35,5,33,6,180,6,360,18,11,0,31,0,28,0,8,4,30,0,143,30,14,0,49,10,23,3,8,4,44,0,181,92,17,4,72,4,40,0,17,5,34,0,290,80,9,0,49,12,6,0,3,0,12,0,162,31,4,0,29,0,12,0,0,0,9,0,87,23,0,6,5,0,5,0,0,0,0,0,38,47,4,0,20,6,8,0,6
3013,0,0,0,0,0,0,0,6,0,16,0,23,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24,0,30,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,4,0,58,0,63,0,4,0,0,0,5,0,5,0,21,0,39,0,5,0,0,0,12,0,7,0,22,0,53,3,5,0,14,5,15,0,4,0,23,0,73,10,0,0,11,3,16,0,0,0,5,0,45,22,0,3,11,0,18,0,0,3,8,0,64,80,5,0,34,3,58,0,0,6,5,0,205,98,3,3,39,5,11,0,0,4,7,0,176,113,5,3,31,10,30,4,0,5,0,0,195,105,0,7,16,5,0,3,0,0,0,0,132,196,0,6,22,7,21,0,0
3014,0,0,0,0,0,0,0,5,0,111,0,123,0,0,0,0,0,0,0,3,0,44,0,52,0,0,0,0,0,0,0,4,0,25,0,33,0,0,0,0,0,0,0,6,0,19,0,30,0,0,0,0,0,0,0,17,5,150,6,177,0,9,0,4,0,12,0,34,5,75,4,140,6,9,0,10,0,19,0,63,4,726,11,847,6,24,0,18,0,66,0,64,7,345,0,529,9,32,0,30,5,91,3,56,8,297,10,545,43,54,0,94,9,112,11,63,16,272,4,670,71,17,3,113,4,85,8,34,11,57,0,407,113,23,0,126,6,63,7,18,7,79,8,455,367,38,12,247,31,146,12,35,20,79,0,1003,302,11,10,167,27,39,13,14,5,25,0,615,220,12,6,97,20,38,12,3,0,12,4,439,175,4,7,56,9,11,0,8,0,6,0,282,305,14,10,87,23,52,3,19
3015,12,9,6,11,0,8,0,9,4,735,5,802,7,5,3,0,0,3,0,26,7,356,0,411,3,7,4,0,0,10,3,33,16,189,0,269,0,3,0,0,0,7,0,30,4,168,0,226,10,27,9,8,0,10,8,98,17,1002,11,1198,10,26,6,8,0,24,13,192,30,665,3,970,14,87,14,28,0,70,18,342,70,4581,50,5288,35,144,18,60,13,162,40,482,122,2879,15,3954,69,277,35,142,19,384,72,502,98,2809,14,4422,162,441,59,533,75,382,124,517,115,2488,30,4928,180,201,43,520,92,340,73,258,66,882,6,2663,401,286,40,640,116,287,90,232,55,935,15,3099,1565,431,93,1424,252,550,161,320,104,1077,15,5984,1313,219,64,905,180,206,91,169,46,546,8,3744,910,144,27,579,114,225,55,108,39,315,12,2539,653,75,32,283,63,67,27,47,12,153,3,1418,1274,255,57,641,172,429,50,193
3016,5,3,0,0,0,7,0,4,0,203,4,234,5,0,0,0,0,3,0,10,0,98,0,114,0,0,0,0,0,0,0,13,0,43,0,65,0,0,0,3,0,0,0,13,0,46,0,56,10,4,0,5,0,3,0,25,3,265,3,326,0,4,0,3,0,6,3,49,8,160,0,241,11,28,0,15,0,36,5,111,16,1540,20,1786,15,47,0,35,0,78,7,177,14,835,5,1219,26,72,5,78,0,194,11,166,31,750,6,1338,77,126,0,220,17,201,17,126,26,679,10,1501,123,45,5,249,19,177,14,69,20,199,3,929,212,66,8,257,21,141,8,57,10,225,0,1023,835,92,16,507,57,230,24,79,21,216,3,2086,641,45,12,339,43,91,21,37,3,86,7,1328,483,29,15,211,29,66,6,24,9,62,7,938,297,18,6,96,20,29,0,10,4,29,4,500,543,43,12,181,23,117,6,30
3017,6,4,0,0,0,7,0,0,0,214,7,236,0,4,0,0,0,5,0,7,0,88,0,99,0,0,0,0,0,0,0,19,0,58,0,80,0,0,0,3,0,4,0,16,0,52,0,81,0,5,0,0,0,6,3,39,0,266,6,327,0,3,0,0,0,13,0,63,8,152,4,249,5,15,0,11,0,43,4,112,15,1216,15,1440,7,27,0,25,0,96,0,153,10,662,12,1002,30,68,4,70,6,198,4,176,25,651,0,1236,99,111,4,241,14,229,20,164,30,586,0,1506,125,46,11,256,11,193,3,85,27,230,0,986,263,67,10,309,28,199,17,69,21,191,6,1173,1052,111,33,643,79,335,34,86,36,208,5,2615,1012,54,27,453,65,135,29,45,14,84,0,1922,771,44,19,293,40,100,11,15,16,38,7,1360,471,18,10,127,40,33,11,7,7,13,0,746,735,24,28,248,46,122,8,28
3018,0,0,0,0,0,0,0,0,0,33,0,35,0,0,0,0,0,0,0,0,0,16,0,22,0,0,0,0,0,0,0,3,0,6,0,11,0,0,0,0,0,0,0,3,0,7,0,3,0,0,0,3,0,0,0,7,0,49,0,54,0,0,0,0,0,3,0,9,0,29,0,39,5,9,0,0,0,4,0,28,0,298,3,351,5,11,0,3,0,10,0,16,11,128,0,191,8,9,0,15,0,26,3,26,0,86,0,179,5,18,0,28,0,21,0,23,3,85,0,190,17,7,4,23,3,27,3,4,0,21,0,105,34,8,6,26,4,16,3,11,0,19,0,116,93,11,0,53,10,15,3,8,0,10,0,201,42,4,4,32,0,6,0,0,0,11,0,112,22,3,0,18,5,0,0,0,0,0,0,55,12,4,0,7,0,0,0,0,0,3,0,35,13,0,0,11,0,8,0,0
3019,0,0,0,0,0,0,0,0,0,44,0,48,0,3,0,0,0,0,0,0,0,19,0,25,0,0,0,0,0,0,0,0,0,17,0,13,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,3,0,57,0,69,0,0,0,0,0,3,0,9,0,44,0,56,0,3,0,0,0,4,0,31,0,233,0,273,0,4,0,0,0,8,0,24,5,121,0,167,3,12,0,5,0,18,0,22,6,142,0,215,3,12,0,13,0,24,0,21,0,126,4,213,11,5,0,19,3,11,4,14,5,36,0,107,21,6,0,32,0,22,0,13,3,33,0,129,77,7,3,56,6,49,9,10,4,39,0,263,94,7,0,39,9,17,4,0,4,26,0,189,81,0,0,44,8,13,0,3,4,8,0,170,57,6,3,15,5,5,3,3,0,5,0,98,84,10,3,44,10,39,7,4
4000,59,14,7,23,0,25,4,14,8,470,13,634,3,12,0,11,0,5,3,26,4,235,9,306,11,5,0,0,0,9,0,47,10,124,0,210,4,0,0,4,0,9,0,35,8,122,3,180,47,47,11,32,0,23,10,108,13,893,20,1211,16,35,3,28,3,39,10,181,28,497,13,843,72,133,16,84,6,105,12,416,41,4294,84,5261,99,176,26,143,14,247,21,496,61,2174,41,3496,158,251,25,266,25,390,37,447,61,1619,12,3287,288,342,17,653,46,415,68,354,77,1508,41,3806,203,151,17,494,36,324,30,167,38,363,10,1835,485,197,34,670,58,263,27,119,40,409,17,2317,1293,263,55,1097,94,405,66,164,57,363,6,3856,992,118,38,681,86,142,38,66,19,175,8,2362,673,101,24,442,73,94,28,33,13,127,17,1616,375,38,9,190,32,30,15,20,6,41,4,756,716,89,25,392,43,175,33,59
4001,17,11,6,10,0,28,0,37,15,2134,44,2302,8,16,0,0,0,12,4,87,19,788,9,942,3,11,4,6,0,10,4,160,15,487,5,707,0,4,0,0,0,19,0,121,15,365,6,531,9,75,9,12,0,55,15,317,36,2637,35,3202,9,79,3,19,5,105,13,609,52,1624,26,2540,47,253,18,89,7,311,26,1112,114,13186,193,15367,71,543,28,193,24,820,45,1507,146,7990,86,11455,163,901,36,570,43,1602,91,1571,176,7248,70,12469,515,1356,71,1837,112,1757,179,1405,183,6413,92,13907,567,645,38,1988,113,1399,98,828,111,2175,15,7992,1415,684,56,2316,165,1199,122,627,101,2076,25,8781,6298,1075,141,4947,482,2079,201,891,192,2203,30,18540,5781,609,78,3271,364,801,153,459,63,1064,20,12653,4356,331,53,1964,221,681,101,283,64,573,28,8664,2951,160,44,987,138,224,44,110,20,275,9,4950,5021,431,84,1930,277,1186,98,469
4002,0,3,0,0,0,0,0,0,0,40,0,46,0,4,0,0,0,0,0,3,0,19,0,23,0,0,0,0,0,0,0,6,0,13,0,17,0,0,0,0,0,0,0,0,0,11,0,14,0,0,0,0,0,0,0,10,0,82,3,102,0,0,0,4,0,0,0,13,0,44,0,62,0,9,0,7,0,7,0,40,5,395,11,467,4,16,0,7,0,27,0,48,9,199,4,308,5,22,0,17,0,32,0,41,8,128,0,249,19,19,0,57,3,45,12,27,0,150,0,340,27,7,0,60,4,38,0,13,0,35,0,191,50,23,3,74,10,32,6,16,0,32,0,239,208,23,7,148,10,45,4,19,3,38,4,507,128,9,0,62,9,7,10,0,0,7,0,233,91,5,0,53,5,14,0,3,0,14,0,184,46,8,0,21,6,6,0,0,0,7,0,82,70,0,0,29,5,7,0,0
4003,0,0,0,0,0,0,0,0,0,28,0,31,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,3,0,8,0,6,0,0,0,0,0,0,0,9,0,53,0,58,0,6,0,0,0,4,0,9,0,37,0,53,0,7,0,3,0,9,0,19,6,325,9,375,0,9,0,0,0,18,0,28,4,156,3,232,4,23,0,5,0,34,0,33,3,118,0,229,12,13,4,42,0,36,0,12,4,108,0,246,17,10,0,30,0,19,0,10,0,22,0,113,40,9,0,40,0,13,0,3,4,18,0,120,93,14,5,62,11,16,3,4,3,16,0,226,56,4,0,35,3,3,0,0,0,14,0,113,25,5,0,14,0,3,0,5,0,7,0,57,5,0,0,5,0,0,0,0,0,0,0,18,22,10,0,3,0,7,0,0
4004,0,0,0,0,0,0,0,0,0,13,0,15,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,29,0,33,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,22,0,131,4,162,0,5,0,0,0,9,0,15,0,81,0,114,5,0,0,4,0,11,4,15,3,77,0,122,3,11,0,17,4,9,0,17,5,48,0,116,7,3,0,13,0,11,0,5,4,17,0,79,14,6,0,19,0,11,0,0,4,22,0,84,53,10,0,47,3,19,0,7,3,7,0,149,47,4,0,29,4,11,3,0,0,3,0,108,48,0,0,23,4,4,0,0,3,0,0,81,28,0,0,8,3,0,0,0,0,0,0,43,35,5,0,7,3,6,0,6
4005,0,0,0,0,0,0,0,0,0,20,0,23,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,3,0,10,0,13,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,5,0,10,5,32,0,53,0,0,0,0,0,0,0,9,0,28,0,40,0,0,0,0,0,6,0,9,4,201,3,226,3,14,0,0,0,14,0,16,0,80,0,133,0,13,0,7,0,15,6,17,7,93,0,162,8,24,0,27,0,10,3,28,3,87,3,193,9,4,0,24,3,14,0,6,0,21,0,82,27,4,0,39,5,11,0,7,0,30,0,121,83,18,3,55,7,23,5,9,0,29,3,244,71,10,3,37,3,10,9,3,0,13,0,150,30,6,0,27,3,5,0,3,0,9,0,78,10,4,0,8,0,0,3,0,0,0,0,33,38,6,0,20,4,11,7,0
4006,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,4,0,6,0,10,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,0,0,0,0,52,0,56,0,0,0,0,0,0,0,3,0,23,0,34,0,0,0,5,0,0,0,20,5,256,7,285,0,3,0,0,0,6,0,32,0,96,0,143,0,9,0,9,0,19,0,22,4,74,0,135,13,10,0,17,0,31,0,10,3,68,0,156,6,4,0,25,0,5,0,4,0,14,0,57,8,5,0,32,0,14,0,4,0,17,0,77,61,9,0,50,3,14,3,5,5,13,0,167,48,3,3,29,5,3,0,0,0,9,0,106,27,0,0,21,5,4,0,0,0,5,0,66,31,0,0,6,0,0,0,0,0,4,0,43,31,0,0,14,0,0,0,0
4007,0,0,0,0,0,0,0,0,0,68,5,74,0,0,0,0,0,0,0,5,0,33,0,43,0,0,0,0,0,0,0,5,0,19,0,25,0,0,0,0,0,0,0,4,0,29,0,30,0,0,0,0,0,0,0,18,0,127,7,152,0,6,0,0,0,0,0,27,3,101,0,144,3,12,3,7,0,11,0,50,5,857,19,961,3,16,3,14,0,13,0,78,7,598,6,732,3,42,3,6,0,32,5,81,8,537,0,728,14,48,4,57,0,39,5,59,9,411,3,657,4,21,0,39,0,20,5,20,0,111,0,223,22,22,5,41,5,17,3,14,7,103,0,237,54,30,4,90,8,34,6,34,6,99,0,361,50,18,0,38,4,15,3,8,0,50,0,191,27,6,3,32,3,12,0,3,0,31,0,120,20,0,0,14,4,5,0,4,0,10,0,49,33,6,6,26,4,17,5,12
4008,0,0,0,0,0,0,0,0,0,30,0,38,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,6,0,5,0,8,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,8,8,56,0,67,0,0,0,0,0,5,0,8,4,34,0,51,0,0,0,0,0,8,0,25,0,289,13,331,0,3,0,8,0,10,0,24,5,149,4,202,0,11,0,8,0,31,0,25,0,98,0,189,9,17,0,23,0,36,9,16,0,98,0,206,7,7,0,26,0,29,0,14,9,12,0,95,23,6,0,39,3,39,8,6,4,17,0,144,61,14,0,77,5,53,0,7,9,20,0,240,86,3,0,57,9,12,4,3,6,7,0,189,84,0,0,34,5,12,0,0,0,4,0,150,49,5,0,20,0,5,0,0,0,4,0,84,65,0,0,18,7,9,0,0
5000,55,17,4,15,3,9,0,9,11,424,11,558,23,14,0,3,0,9,0,21,6,203,0,284,6,3,0,5,0,7,0,42,0,131,4,203,4,0,0,3,0,6,0,31,0,121,0,180,42,47,0,27,5,26,5,101,13,758,13,1037,10,22,4,21,5,43,6,140,15,368,11,626,60,92,7,60,0,94,9,286,39,2838,44,3530,94,125,15,93,3,183,14,339,47,1268,22,2209,145,227,28,161,14,345,15,293,58,944,25,2251,231,248,30,406,29,308,33,283,47,906,26,2552,158,120,14,319,14,284,18,101,23,201,6,1277,367,149,45,425,29,260,25,101,42,255,6,1707,1084,225,62,856,107,511,63,130,82,274,18,3408,975,105,53,700,106,159,50,63,30,135,0,2385,852,69,35,446,90,182,32,33,26,101,5,1874,586,55,21,227,53,39,20,12,6,28,5,1054,1212,129,62,486,95,259,35,55
5001,0,0,0,0,0,0,0,0,0,52,3,56,0,0,0,0,0,0,0,3,0,33,0,38,0,5,0,0,0,0,0,6,0,16,0,21,0,0,0,0,0,3,0,8,0,6,0,22,0,4,0,0,0,0,0,8,3,92,0,108,0,0,0,0,0,0,0,12,5,56,0,82,5,10,0,4,3,7,0,48,5,460,9,550,4,24,0,9,0,21,0,60,5,244,6,379,13,43,0,16,0,44,5,65,4,196,0,384,28,53,5,60,3,34,4,55,7,178,0,428,21,24,3,58,7,31,5,22,7,46,0,224,48,20,0,76,4,37,3,17,4,57,4,265,156,34,10,144,15,54,9,32,8,53,0,518,149,12,3,96,9,16,14,10,0,25,0,340,72,15,7,62,11,18,3,10,9,17,0,216,51,9,0,25,3,7,3,4,0,7,0,111,77,13,3,48,11,23,3,8
5002,0,0,0,0,0,0,0,0,0,14,0,16,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,17,0,0,0,0,0,0,0,0,0,6,0,9,6,0,0,4,0,0,0,12,0,27,0,44,5,0,0,0,0,5,0,6,0,12,0,27,0,0,0,5,0,14,0,7,3,19,5,47,9,3,0,7,0,5,0,4,0,9,0,42,3,4,0,9,0,11,0,3,0,6,0,31,14,3,0,10,0,7,0,7,0,0,0,36,78,7,3,29,4,18,3,4,0,4,0,155,85,13,0,40,5,16,0,5,0,0,0,164,81,3,0,23,10,7,3,0,0,5,0,143,68,0,4,15,3,4,0,0,0,0,0,92,101,6,0,29,10,7,0,4
5003,3,0,0,0,0,0,0,0,0,118,3,129,3,0,0,0,0,0,0,6,0,38,0,52,0,0,0,0,0,0,0,10,6,38,0,56,0,0,0,0,0,0,0,4,0,29,0,37,0,6,0,3,0,0,0,18,0,178,3,211,0,6,0,0,0,11,0,50,0,85,0,157,0,16,0,4,0,20,4,70,15,838,10,978,5,18,0,4,0,33,0,85,6,455,5,620,8,46,0,24,4,77,0,85,16,370,0,644,33,44,4,93,5,86,5,77,7,319,8,680,34,29,0,87,9,93,11,41,5,74,0,383,83,20,0,125,7,99,5,26,9,105,0,495,305,52,15,265,26,186,15,39,20,106,4,1019,271,34,5,280,18,44,11,18,6,37,0,733,252,14,16,170,23,49,13,10,5,28,0,584,169,4,8,53,12,17,3,3,0,5,0,275,308,18,5,123,24,70,10,20
5004,0,0,0,3,0,0,0,0,0,66,0,71,0,0,0,0,0,0,0,8,0,36,4,49,0,3,0,0,0,0,0,0,0,26,0,33,0,0,0,0,0,0,0,3,0,18,0,27,5,6,0,4,0,0,0,16,0,110,0,137,0,5,0,0,0,0,0,22,0,62,0,101,3,4,0,3,0,10,0,48,0,484,9,570,9,21,3,3,0,16,5,60,11,262,6,383,9,40,0,21,0,28,7,66,9,323,6,515,22,65,7,69,3,38,4,62,0,235,0,506,15,30,5,66,7,37,8,21,0,79,0,264,47,30,4,66,4,23,7,22,0,98,0,304,151,42,12,158,15,57,12,25,4,92,6,576,131,17,10,123,10,18,4,13,4,42,0,375,92,15,5,65,11,13,9,3,6,28,0,251,67,3,3,37,3,10,7,6,0,10,0,147,131,26,5,84,16,36,7,14
