SUA_CODE_2021,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
1027,11,0,64,23,62,4,161,46,7,130,62,482,16,747,18,8,55,56,275,9,419,4,0,12,15,75,0,101,11,3,54,65,810,8,945,6,0,24,20,119,0,171,21,9,64,50,210,18,364,16,4,55,80,134,11,298,6,7,23,21,135,9,199,4,0,15,6,12,3,45,20,0,34,26,15,4,104,0,3,17,15,42,0,79,62,14,166,50,58,3,359,4,0,24,21,70,7,131,78,26,163,113,179,7,563,86,36,203,41,52,14,433,165,34,316,101,203,22,846,0,0,9,7,21,0,35,15,3,39,31,249,3,329,7,4,28,20,110,37,203,576,155,1488,818,3318,186,6540,3,6,20,16,20,3,73,12,8,56,23,56,0,150,5,0,49,28,51,10,140,0,0,0,6,10,0,14,0,0,26,30,59,11,127,0,3,16,4,27,0,52,17,5,92,59,264,12,445,19,0,51,73
1028,4,0,12,9,36,5,64,3,0,5,3,40,0,52,7,5,39,27,216,9,299,45,25,119,97,121,0,408,18,3,76,84,1026,24,1227,3,0,13,17,102,3,145,16,6,81,79,301,20,495,18,0,71,67,262,17,440,10,5,19,39,153,10,235,8,4,22,11,16,3,65,21,9,54,60,28,4,168,0,0,24,21,40,0,97,54,28,170,59,63,12,389,6,0,33,43,109,6,204,33,22,126,119,178,16,497,110,42,275,53,78,11,573,197,39,392,129,305,29,1088,5,0,17,16,37,3,81,16,0,28,26,228,0,303,10,3,31,26,126,39,228,584,201,1597,987,3488,201,7068,0,3,4,6,8,0,23,0,0,0,0,0,0,3,0,0,24,15,49,4,97,21,13,62,45,87,6,230,6,0,27,50,70,5,147,5,0,13,11,26,3,58,10,6,100,112,323,29,581,13,4,95,87
1029,0,0,5,0,27,6,36,38,16,146,92,795,25,1097,3,0,15,13,112,3,146,8,4,29,29,76,3,148,7,0,10,24,258,7,294,0,0,10,10,107,0,127,8,0,10,16,56,8,94,6,0,9,12,48,3,74,0,0,3,14,64,6,83,0,0,0,0,3,0,6,0,0,6,3,9,0,11,0,0,0,6,13,0,18,4,3,32,15,25,3,80,0,0,5,7,79,0,93,10,7,47,51,128,4,243,15,4,28,3,17,3,61,7,3,25,16,24,5,71,0,0,0,0,9,0,14,0,0,5,3,116,0,134,6,0,0,7,82,13,111,106,30,381,312,2030,86,2954,0,0,8,0,15,0,25,15,6,51,35,134,9,258,0,3,6,18,41,0,69,0,0,11,4,9,0,34,0,0,7,18,41,0,68,0,0,0,3,19,5,30,5,0,20,32,123,12,183,0,0,15,14
1030,3,0,4,0,20,4,26,0,0,0,5,10,0,14,3,0,10,14,122,5,157,0,0,0,6,20,0,31,6,0,19,34,502,14,573,0,0,3,8,24,0,32,7,0,15,10,107,8,147,5,0,13,30,85,3,134,0,0,4,10,66,0,82,3,0,0,6,3,0,10,0,0,12,4,3,0,19,3,0,11,3,19,3,36,17,4,53,27,40,4,148,0,0,8,7,61,0,76,36,18,67,121,211,6,457,28,18,52,12,23,0,135,19,9,52,24,72,7,174,0,6,5,3,14,0,21,0,0,6,13,97,0,121,3,0,11,7,61,16,89,129,55,336,339,1551,83,2499,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,10,9,22,0,45,0,0,0,3,6,0,8,0,0,12,18,41,3,76,0,0,0,5,7,0,19,4,4,16,35,135,14,204,3,0,17,21
1031,343,55,934,414,1087,109,2940,475,51,811,255,654,59,2302,6753,841,15822,8208,21635,1560,54820,1979,261,3108,1282,3307,234,10163,5984,834,20899,11631,63052,2529,104923,5526,661,11788,4782,8173,894,31825,8132,972,19694,9037,14053,1795,53681,3331,417,10600,8891,8741,1270,33255,6456,968,15481,10249,17818,2180,53148,5640,850,13512,4007,3335,631,27982,19636,3488,40141,8000,4342,1568,77179,2898,514,6896,3567,4547,570,18997,33473,5007,69044,11335,7491,2442,128792,3133,493,8903,4351,6479,885,24236,9736,2445,18255,10194,12450,1207,54288,17774,2704,17926,3525,3894,668,46491,16947,2527,28084,7082,7111,1628,63382,1546,343,5178,2082,2799,303,12263,2725,493,5769,3257,17159,658,30053,6789,697,14084,5468,11171,5142,43353,159270,24626,326928,117616,219314,26339,874089,236,59,705,371,550,100,2018,168,34,322,105,79,21,729,3812,649,10722,4880,5346,960,26376,892,140,1631,515,581,87,3841,3009,531,8053,4838,5279,746,22454,4169,620,9633,3850,3537,656,22469,6893,1106,23207,11801,13363,2103,58471,2724,462,10831,7340
1032,9,0,34,24,88,8,164,0,3,7,4,92,0,113,20,7,113,62,438,42,681,0,6,5,18,77,5,107,5,3,32,30,796,9,878,0,0,16,25,122,8,176,28,0,38,43,241,17,370,13,0,40,54,115,19,236,7,3,35,39,271,11,372,6,0,12,12,28,4,65,9,8,30,27,22,4,97,3,3,8,20,39,4,76,32,17,129,31,56,3,261,5,6,15,33,113,6,175,45,25,124,118,203,10,520,66,33,186,53,72,4,412,106,29,234,84,180,16,649,0,0,9,6,31,3,58,10,0,26,23,262,9,333,5,0,16,19,151,27,219,361,143,1097,735,3389,216,5942,0,0,16,14,31,3,61,0,0,0,0,4,0,11,10,7,80,51,117,36,295,0,0,0,9,18,0,23,0,3,18,21,61,4,108,0,0,10,12,37,0,60,15,3,55,60,316,16,469,10,6,39,36
1033,0,3,9,7,54,7,77,0,0,0,5,21,0,28,0,0,12,16,203,8,245,0,0,4,12,34,0,46,0,0,8,14,387,6,417,0,0,4,3,71,0,79,3,0,12,27,183,15,239,3,0,9,20,84,6,127,0,0,4,4,89,13,115,0,0,3,6,11,0,16,0,0,8,9,13,0,34,0,0,6,7,26,0,36,6,5,38,23,23,0,95,0,0,5,18,69,5,94,4,0,19,25,76,3,137,15,17,63,13,41,3,150,56,9,107,51,182,13,418,0,0,4,3,18,0,26,6,4,13,8,158,5,194,3,0,12,8,66,21,115,103,45,332,279,1809,122,2679,0,0,3,4,17,0,34,0,0,0,0,4,0,6,0,0,4,11,25,7,50,0,0,6,0,0,0,7,0,0,0,14,23,0,48,0,0,0,5,13,6,22,8,5,14,41,188,20,266,6,0,11,18
1034,0,3,8,7,38,3,57,0,0,0,0,13,0,13,0,0,8,8,69,4,86,0,0,4,7,24,0,32,5,0,23,32,540,17,617,0,5,7,4,17,0,29,9,0,27,10,103,9,158,10,4,24,20,113,3,176,0,0,0,3,44,4,57,0,0,0,0,11,0,16,3,4,19,4,4,4,42,4,0,5,6,24,0,43,20,11,52,19,32,5,137,4,0,5,10,42,0,70,13,3,41,39,83,6,186,33,20,66,9,17,0,145,18,7,55,24,38,3,145,0,0,6,3,12,0,21,5,0,14,4,78,3,103,0,0,8,4,55,10,80,125,50,370,235,1359,71,2222,0,0,5,0,4,0,11,0,0,0,0,0,0,0,0,3,11,5,14,3,31,0,0,0,0,0,0,3,0,3,4,4,39,0,53,3,0,3,5,10,0,16,3,4,48,43,114,21,244,4,0,39,54
1035,10,0,70,32,122,13,239,0,4,7,0,43,0,49,37,3,100,70,487,37,736,8,3,23,36,131,3,208,14,4,68,57,1293,29,1460,5,4,37,39,197,3,294,28,5,104,66,304,25,521,22,0,57,62,181,16,355,14,8,43,48,281,18,400,5,0,35,15,47,0,102,13,12,62,47,27,4,157,0,4,29,13,47,4,110,54,40,204,53,88,15,451,11,11,20,28,109,7,180,95,46,241,205,479,11,1079,171,63,319,60,155,8,785,166,49,353,123,222,27,944,0,0,19,10,34,0,66,15,4,55,36,370,6,494,14,0,38,22,243,48,363,677,258,1877,1036,4864,280,8991,5,4,36,27,21,7,98,0,0,0,0,0,0,9,5,4,69,45,75,7,210,4,0,10,8,21,0,43,0,8,32,32,105,14,193,4,0,16,20,48,4,89,22,10,119,88,327,29,592,22,7,79,60
1036,4,6,33,35,101,9,187,100,26,262,280,1361,50,2065,272,60,821,727,2757,73,4710,59,9,126,151,518,16,877,129,27,566,720,7113,178,8733,78,26,219,169,584,22,1093,234,32,561,374,1293,74,2558,171,21,462,293,861,51,1855,160,26,336,469,1927,95,3013,74,19,279,134,160,14,677,204,59,684,311,213,33,1494,26,12,127,121,294,30,611,621,170,1937,629,649,57,4069,79,24,215,185,686,37,1216,434,192,1201,1079,1450,88,4451,1253,279,1502,292,438,39,3810,901,203,1573,647,1000,97,4427,52,17,182,97,206,17,573,123,18,228,174,1621,31,2199,146,22,362,202,1011,200,1936,5120,1245,11676,7085,24231,1209,50565,7,3,35,25,56,9,134,16,3,54,25,51,0,154,100,18,356,216,411,33,1141,20,0,41,29,60,0,153,38,22,225,273,452,26,1038,27,12,130,85,180,12,444,133,49,731,613,1480,142,3145,87,27,482,425
2000,325,184,2178,2498,9020,877,15080,42,8,160,120,1007,42,1375,282,126,1202,1134,7017,363,10128,82,45,332,332,1695,59,2548,145,80,909,1192,16878,519,19718,59,39,344,400,1805,134,2782,109,53,716,625,2891,245,4643,130,53,581,683,2016,187,3648,92,52,414,651,3453,257,4922,78,23,257,162,286,27,840,162,82,544,338,235,35,1395,37,35,174,194,532,49,1022,798,288,2351,864,962,107,5372,75,43,335,388,1356,102,2301,487,306,1497,1859,3023,198,7371,1004,779,2098,564,898,96,5441,757,405,1714,1009,1650,156,5689,82,62,429,278,682,43,1577,117,59,279,306,4018,106,4881,131,47,474,402,2710,717,4476,4979,2776,16980,14009,62144,4321,105203,256,321,1947,1788,2369,517,7200,12,14,62,38,73,7,207,146,117,905,734,1456,200,3556,59,35,203,137,190,18,639,70,82,497,629,1087,108,2480,33,32,256,296,519,72,1209,132,152,1195,1365,3296,432,6570,142,120,932,1104
2001,0,0,7,12,36,9,63,0,0,0,10,25,0,36,10,6,44,60,214,3,339,3,0,14,19,59,0,93,13,0,53,74,894,18,1049,7,0,24,14,64,3,123,12,5,41,30,123,4,215,10,0,17,24,33,3,76,21,0,47,70,256,13,399,3,0,23,12,19,5,61,11,4,43,25,15,5,97,0,0,9,11,33,0,50,44,6,117,46,43,3,264,0,0,8,8,56,3,80,24,13,67,88,156,10,356,42,29,91,24,28,0,209,25,0,50,25,29,3,140,5,0,22,11,23,4,59,7,5,17,21,162,8,212,7,0,22,22,117,26,189,233,75,712,601,2373,111,4113,0,0,6,11,13,0,32,0,0,0,0,3,0,4,8,0,20,24,33,3,84,0,0,4,6,15,0,31,5,0,24,44,69,6,149,0,0,7,18,16,4,49,16,3,47,60,111,16,249,8,6,20,30
2002,0,0,17,9,38,0,71,0,0,0,3,13,0,21,4,0,22,21,155,11,209,4,0,16,6,29,0,56,4,0,9,15,338,14,376,0,0,6,7,45,3,61,3,0,21,19,102,7,157,3,0,9,14,37,10,70,5,0,3,14,71,6,98,0,0,0,0,12,0,23,0,0,3,13,0,0,25,0,0,0,8,16,0,21,8,4,38,13,19,3,85,0,0,9,8,28,0,45,3,9,31,44,38,8,130,12,3,40,22,25,0,105,33,13,63,35,46,5,193,0,0,8,6,8,0,24,0,0,11,6,105,3,126,3,0,5,15,57,9,82,87,38,317,269,1185,82,1971,4,0,11,8,13,0,40,0,0,0,0,0,0,0,0,0,14,15,41,6,83,0,6,7,0,4,0,12,0,0,9,10,34,0,49,0,0,0,8,11,0,20,0,6,24,27,91,4,155,0,0,0,13
2003,9,6,74,65,177,14,348,15,0,60,26,129,3,239,100,21,283,238,1087,40,1775,35,11,55,39,168,0,313,35,20,214,253,2486,43,3046,11,7,59,65,231,4,385,72,21,235,156,548,32,1066,53,11,154,139,368,24,748,64,4,127,113,376,26,714,13,17,92,48,110,7,294,49,25,148,105,50,5,376,6,5,68,49,111,5,234,203,77,708,187,163,17,1351,27,11,82,52,201,12,388,129,81,354,337,452,24,1384,358,193,668,112,152,11,1490,373,183,696,245,396,42,1937,15,3,112,45,108,4,281,38,9,82,68,468,11,672,27,9,107,77,322,72,610,1636,718,4382,2406,8090,413,17650,5,0,30,30,41,0,109,12,3,9,4,6,0,35,41,18,146,94,190,16,502,8,6,31,25,30,0,107,10,11,82,90,172,9,371,0,0,30,29,63,5,132,39,31,323,243,628,54,1314,48,15,156,151
2004,8,4,63,45,166,15,299,21,3,94,32,378,8,539,57,23,236,208,1152,36,1709,18,4,78,54,160,6,329,13,5,124,167,2277,47,2636,8,3,47,48,187,9,304,24,24,179,144,513,30,920,20,8,110,111,304,25,564,19,8,82,98,358,22,575,8,6,57,29,78,13,192,33,39,277,137,97,12,598,6,3,36,36,90,7,181,94,54,443,144,145,15,900,14,0,50,43,190,3,301,91,77,280,300,438,28,1217,187,152,514,90,136,13,1091,340,130,632,278,373,43,1786,14,8,45,38,69,4,178,35,15,72,75,520,8,724,25,6,71,53,328,64,549,1050,576,3485,2119,7958,403,15592,3,0,28,15,39,8,103,7,3,28,10,26,4,77,30,9,159,95,246,37,575,6,8,32,20,37,6,111,10,10,59,73,170,13,339,0,0,26,30,48,9,111,34,26,257,210,548,47,1129,29,12,126,156
2005,3,5,5,3,5,0,21,0,0,0,0,3,0,10,8,5,35,39,98,6,180,0,0,3,3,8,0,23,0,0,17,30,168,4,226,3,0,4,9,14,5,24,8,0,19,13,40,0,87,4,0,19,5,28,0,53,7,0,7,7,26,4,50,3,0,11,3,0,0,27,5,0,15,7,6,0,29,5,0,3,0,8,0,18,34,12,77,33,10,0,162,5,0,16,8,15,0,37,28,12,44,29,45,3,156,63,29,53,6,5,0,163,35,16,62,18,24,3,158,11,7,23,10,13,3,55,9,0,11,7,40,0,67,13,6,17,4,14,6,58,223,98,434,233,567,35,1593,0,3,3,4,0,0,13,0,0,0,0,0,0,4,5,3,24,20,27,0,89,0,0,3,0,0,0,7,4,4,7,3,12,0,22,0,0,8,6,5,0,13,4,3,42,23,25,8,105,3,0,18,18
2006,3,4,11,10,69,10,105,0,0,0,0,15,0,12,9,10,50,57,246,16,377,0,0,0,4,35,0,41,0,0,7,17,256,3,287,0,0,3,3,21,0,32,4,0,3,9,71,6,96,0,0,6,7,37,3,55,0,0,3,6,61,4,75,0,0,3,3,13,0,19,0,0,7,9,5,0,27,0,0,5,3,8,0,12,4,0,23,13,5,0,49,3,0,5,7,42,0,57,4,0,21,23,30,0,79,8,12,33,5,7,0,68,17,4,23,24,29,5,101,0,0,3,0,5,0,12,0,0,5,6,85,4,94,0,0,0,0,35,13,52,60,36,220,204,1078,66,1664,0,0,11,17,17,0,50,0,0,0,0,0,0,0,6,4,39,24,91,9,173,0,0,0,0,3,0,7,0,0,4,10,10,3,27,0,0,4,4,12,0,19,4,0,18,20,82,5,126,0,0,10,13
2007,4,0,45,13,88,3,152,0,0,3,0,17,0,21,7,8,58,34,304,9,418,4,0,9,10,40,0,58,5,3,46,38,623,11,724,0,0,6,12,68,5,96,6,0,26,26,124,6,189,5,0,28,41,137,8,224,0,0,5,15,82,6,107,0,0,5,0,5,0,13,4,5,19,15,6,0,51,3,0,8,9,19,0,34,4,9,59,27,22,3,133,0,0,4,5,50,4,66,10,6,43,51,81,6,201,16,24,93,12,21,0,171,41,13,64,27,71,6,225,0,0,11,11,34,0,63,5,0,12,4,109,3,140,4,0,7,7,81,20,124,124,68,552,367,1988,100,3202,0,0,12,10,11,6,34,0,0,0,0,0,0,0,9,7,31,32,53,5,129,0,0,8,4,4,0,20,0,3,14,17,29,4,75,0,0,3,6,13,0,26,3,0,55,47,123,12,238,8,6,43,50
2008,44,18,157,119,246,19,600,20,0,40,25,106,4,196,332,56,863,534,2183,78,4050,67,17,233,136,422,19,889,187,60,947,916,7685,187,9984,96,25,364,271,782,35,1568,286,58,889,523,1284,88,3125,174,22,509,453,773,66,1991,262,51,505,483,1179,88,2563,70,31,224,107,142,11,577,211,89,756,314,189,25,1582,39,10,215,114,251,23,641,694,206,2155,617,498,64,4234,104,37,281,204,556,32,1211,327,195,1096,885,1130,94,3726,1020,412,1604,394,389,51,3876,779,317,1761,594,854,87,4394,71,25,263,154,242,22,776,90,36,241,219,1125,49,1769,161,19,394,224,876,241,1923,5022,1680,13485,7297,20918,1291,49693,12,20,79,54,81,11,259,4,0,3,5,12,0,27,100,33,370,266,423,36,1229,46,12,108,86,89,15,348,74,39,346,300,457,32,1243,35,20,198,142,225,17,625,174,88,1164,949,1486,149,4008,122,47,539,430
2009,10,5,17,13,13,4,50,0,0,10,0,10,0,19,16,5,62,32,197,7,323,7,0,21,5,46,0,83,16,9,79,73,793,11,989,14,3,34,25,59,4,136,7,3,48,26,72,4,160,4,4,19,14,17,0,63,14,13,53,101,176,12,365,9,11,17,15,14,0,65,15,16,58,24,17,0,132,0,0,22,9,25,0,61,72,17,189,68,53,8,407,3,0,28,14,60,6,113,40,20,104,126,102,4,391,70,38,91,24,35,4,262,39,12,74,23,27,10,175,5,5,28,13,22,6,77,5,4,15,12,113,0,155,12,3,33,20,77,13,161,344,176,994,640,1924,105,4189,7,0,9,7,11,4,38,0,0,0,0,0,0,0,3,3,44,28,28,4,113,0,4,14,9,7,0,33,0,8,31,44,47,6,138,0,0,12,13,9,0,46,9,4,58,53,71,12,205,7,3,29,13
2010,13,0,21,50,87,8,183,0,0,5,3,36,0,44,6,0,15,12,109,0,142,7,0,21,11,51,0,96,3,3,12,23,427,5,472,7,3,20,12,78,3,123,9,4,15,26,121,11,176,0,0,7,16,59,3,87,0,0,8,15,91,5,113,0,0,10,3,12,0,31,3,0,11,19,10,3,46,0,0,9,6,13,0,28,22,4,33,13,19,0,98,0,0,0,12,38,8,57,23,8,45,55,87,0,213,17,12,67,11,26,3,141,28,4,65,46,85,0,232,0,0,6,5,12,0,26,7,3,10,7,111,0,137,0,0,13,10,48,17,84,143,56,390,349,1513,80,2520,0,3,13,19,23,0,58,0,0,0,0,0,0,0,0,0,7,4,21,0,33,3,5,12,13,14,0,40,0,0,7,18,24,0,50,0,0,10,9,20,0,45,10,4,26,27,117,6,188,0,0,5,18
2011,546,123,1424,872,1697,184,4849,468,75,887,264,791,71,2556,8153,1424,21184,11767,30422,1967,74927,2284,390,4532,1659,3696,255,12822,5401,1061,19967,15008,85718,3019,130168,4052,796,10619,4836,9113,816,30229,7548,1246,20592,10323,15559,1729,56999,3264,452,11107,9692,10150,1273,35951,7206,1205,16166,12243,17070,2193,56091,4192,882,10084,3192,2883,474,21713,11137,2928,26838,6757,3642,1011,52310,1986,478,5574,2495,4151,506,15184,29554,5300,62625,11314,7142,1920,117854,3307,683,8746,4843,7830,825,26237,9192,3337,18586,10307,11041,1105,53568,19440,5380,19953,4342,4154,695,53968,16390,3905,27714,8237,8808,1530,66591,1688,567,6358,2582,3381,335,14912,2641,597,5651,4679,17781,772,32116,5783,810,12799,6136,13473,5388,44389,144243,31642,311399,131567,258498,26078,903422,341,99,1044,688,772,159,3099,171,36,376,79,85,17,766,4241,1032,12649,6069,6671,1048,31701,1311,363,2699,896,922,150,6339,2492,737,7585,4904,5580,695,21988,2530,653,7755,3512,3320,509,18284,5994,1846,25626,14211,15332,2255,65261,3081,631,12039,8161
2012,23,4,128,107,341,50,657,3,3,13,10,98,5,140,13,8,71,46,394,27,553,7,3,13,39,136,3,210,4,4,25,47,961,30,1072,3,0,30,26,155,4,224,9,0,53,58,298,34,451,5,6,42,62,190,16,318,7,4,24,59,257,21,367,0,0,11,7,36,3,61,5,3,31,25,23,3,87,0,0,14,14,50,5,85,28,15,142,49,77,6,322,3,3,36,30,123,4,193,37,18,107,166,192,14,544,57,56,178,55,97,5,442,92,32,208,99,156,14,604,0,0,13,17,39,3,71,4,0,23,32,283,14,356,4,4,28,30,198,68,335,319,179,1187,994,4092,321,7091,8,7,94,81,85,33,305,0,0,3,0,8,0,16,3,8,48,48,89,8,209,8,3,15,10,27,0,56,3,0,26,41,70,8,148,3,0,22,29,49,4,101,6,7,88,92,307,25,528,4,4,66,77
2013,0,6,13,9,70,4,101,0,0,0,4,67,3,77,0,0,16,23,266,8,312,3,0,27,49,265,6,352,3,0,0,24,546,10,589,0,0,4,6,45,3,57,0,0,20,25,102,4,157,0,0,6,13,38,3,67,0,0,5,10,91,0,107,0,0,8,0,16,0,23,0,0,4,4,9,0,22,0,0,6,3,24,0,33,9,0,31,15,35,0,89,0,0,6,8,53,0,69,6,4,29,33,82,7,165,14,10,40,19,37,0,121,18,8,42,36,88,6,195,0,0,3,6,19,0,26,0,0,8,0,142,4,153,0,0,4,13,104,31,157,61,34,272,316,2102,91,2881,0,4,9,5,16,5,39,0,0,7,0,9,0,7,0,0,5,14,32,5,50,0,0,14,0,23,0,46,0,0,6,20,40,5,67,0,0,0,6,13,0,22,4,0,25,43,120,13,204,0,0,6,15
2014,0,0,7,8,58,10,82,0,0,0,3,5,0,4,6,5,25,17,266,6,318,0,0,0,3,28,0,38,0,0,7,3,198,7,216,0,0,8,7,19,0,36,0,0,4,15,28,0,55,0,4,5,3,24,0,45,0,0,6,17,94,8,123,0,0,0,0,3,0,9,0,0,0,3,0,0,5,0,0,0,0,14,0,18,0,3,17,8,17,0,37,0,0,3,3,22,3,28,3,4,26,30,33,4,91,3,13,44,8,18,0,83,9,9,37,14,33,4,105,0,0,4,3,9,0,16,0,0,4,3,54,5,70,0,0,8,5,34,9,52,33,30,206,146,950,62,1422,0,0,11,4,12,0,25,0,0,0,0,0,0,0,4,0,7,11,25,4,58,0,0,6,0,0,0,6,0,0,0,4,7,0,13,0,0,3,3,5,0,13,0,5,9,15,58,3,88,0,0,4,20
2015,3,0,12,13,50,4,88,3,0,21,21,75,5,130,0,0,10,20,108,3,136,3,0,11,6,38,0,58,4,3,18,25,301,3,352,0,0,0,0,27,0,31,0,0,18,13,75,5,118,6,0,13,11,54,0,82,3,0,11,13,38,0,74,0,4,0,0,7,0,20,0,0,7,9,4,0,18,0,0,4,7,14,0,27,8,10,37,26,42,0,122,0,7,9,3,29,0,47,39,17,148,129,106,11,454,31,16,63,15,13,0,140,40,10,68,19,48,5,197,0,0,6,6,0,0,14,0,0,12,6,57,3,81,4,0,9,7,43,17,80,168,74,466,361,1131,68,2261,0,0,14,3,13,4,30,0,0,8,0,4,0,11,3,0,4,5,17,5,38,0,0,8,0,6,0,18,0,0,4,13,25,0,49,0,0,0,3,7,0,5,6,7,18,31,76,6,140,0,4,9,20
