SUA_CODE_2021,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
6002,38,4,50,22,134,26,280,0,0,14,9,99,0,120,32,0,49,31,361,21,499,0,0,12,21,77,0,108,3,3,21,40,696,15,782,4,0,7,22,105,8,141,8,4,36,34,181,9,271,31,0,29,30,84,8,189,12,4,23,34,253,31,357,0,0,12,5,17,0,38,4,0,7,16,8,0,37,0,0,3,12,21,3,42,18,12,65,31,43,0,163,7,0,9,12,62,0,87,16,12,46,36,108,3,233,23,15,97,30,57,0,218,49,17,123,56,120,10,371,0,0,8,4,21,3,43,7,0,17,12,174,8,206,0,0,13,8,77,36,132,250,76,634,461,2704,171,4301,20,3,64,28,57,16,190,0,0,0,0,9,0,12,7,6,33,33,72,3,152,0,3,3,6,20,0,36,0,0,11,15,65,4,91,3,0,14,7,27,5,55,7,4,38,40,263,14,370,19,0,24,32
6003,196,21,295,129,352,38,1040,24,0,49,22,70,6,167,272,28,498,278,1509,88,2674,198,39,488,210,452,20,1407,174,33,477,385,4344,98,5521,66,10,124,90,402,23,720,424,41,713,273,942,85,2474,560,45,820,394,783,70,2666,285,37,399,228,674,84,1707,78,14,246,103,164,20,630,127,56,357,194,133,22,892,44,24,144,94,142,15,457,810,243,1775,373,443,59,3697,153,34,230,122,374,31,946,598,318,1366,659,1035,84,4058,1069,235,1217,201,436,45,3202,867,232,1619,444,835,94,4087,111,35,295,120,253,13,826,142,26,244,135,885,30,1465,141,15,208,91,398,168,1018,6335,1479,11576,4551,14626,1096,39654,86,17,137,61,60,23,378,4,0,11,4,9,0,28,142,29,258,112,252,34,831,89,36,212,104,144,9,584,60,19,135,137,278,11,644,30,7,79,57,103,15,290,394,54,735,332,970,110,2591,495,42,733,328
6004,49,10,125,58,163,20,421,9,0,15,15,92,4,141,108,18,199,117,779,46,1272,21,10,56,51,181,0,324,30,12,135,137,1867,42,2217,52,4,86,71,293,16,524,116,16,226,109,499,26,985,113,10,182,105,324,27,762,100,13,163,125,379,35,814,9,0,66,43,73,3,199,32,20,92,82,84,13,321,10,4,31,33,72,5,153,128,65,411,139,149,19,909,27,4,53,41,168,11,307,74,54,244,156,270,23,822,283,66,537,105,178,26,1194,355,87,636,192,378,43,1692,8,7,50,44,90,8,215,45,8,72,55,452,15,650,36,4,68,35,196,54,395,1603,406,3450,1711,6692,447,14307,27,5,70,25,45,14,181,0,0,0,4,4,0,12,22,5,88,53,126,17,318,12,4,32,22,47,0,122,9,6,46,45,124,10,229,11,0,37,19,61,7,143,54,16,209,121,581,42,1024,85,12,201,105
6005,10,0,18,14,62,10,109,0,0,11,4,62,4,72,9,0,12,20,162,4,217,0,0,0,3,38,0,46,0,5,6,20,330,7,367,4,0,14,13,56,6,83,5,0,21,10,72,6,113,6,0,8,3,50,0,67,0,0,10,19,90,5,123,0,0,3,6,5,0,12,0,3,0,4,11,0,17,0,0,0,4,7,0,10,10,7,37,18,29,0,110,4,0,4,0,23,0,34,3,13,22,23,69,0,126,20,8,74,15,31,0,142,15,10,50,25,48,6,153,0,0,4,6,4,0,14,0,6,10,6,73,0,95,0,0,8,6,40,9,65,94,55,304,213,1253,55,1974,4,0,21,6,23,4,62,0,0,0,0,9,0,7,4,0,18,13,48,5,83,0,0,5,0,4,0,13,0,0,12,7,19,0,43,0,0,6,7,13,0,30,4,0,20,19,99,9,151,0,0,9,10
7000,6,3,70,88,383,44,592,21,6,73,76,525,30,723,0,0,6,29,192,3,236,4,5,12,32,142,10,195,7,3,49,69,951,48,1128,4,0,9,16,75,7,104,30,9,58,32,202,29,349,41,6,96,64,255,28,485,11,6,47,86,212,13,365,0,0,9,0,19,0,32,6,0,7,10,3,0,31,4,0,0,5,19,0,35,19,0,68,25,93,7,216,5,5,23,30,129,6,207,83,42,197,292,773,70,1466,90,39,174,45,151,21,523,80,30,166,77,224,45,622,11,4,44,22,116,22,218,10,6,23,26,352,14,436,7,0,30,25,227,86,367,438,170,1155,1055,5034,479,8334,18,5,86,65,193,17,383,7,9,40,18,50,6,133,0,0,14,11,38,5,72,0,3,5,14,15,0,43,5,3,32,53,117,14,228,4,0,7,8,33,12,59,22,12,90,59,173,26,373,19,6,120,81
7001,0,0,4,0,15,3,21,3,0,3,0,28,5,35,16,0,23,16,90,3,153,7,0,16,21,62,0,112,6,0,38,40,476,16,578,0,0,14,5,47,0,73,20,0,56,42,136,12,263,20,4,73,55,70,9,232,6,4,39,43,124,9,222,5,3,18,0,21,4,53,0,0,6,9,3,0,24,3,0,6,0,12,4,28,40,10,89,35,96,15,285,10,8,28,15,36,3,102,131,36,237,228,357,29,1017,59,34,99,29,77,10,307,174,48,299,126,147,20,815,14,5,44,11,32,3,105,21,3,49,20,150,8,248,10,0,32,12,80,29,162,545,153,1177,718,2057,185,4833,0,0,5,7,0,0,8,0,0,0,0,4,0,9,8,0,12,4,6,4,33,0,0,3,5,11,0,17,5,0,25,17,48,8,101,5,0,7,11,15,0,39,23,3,72,32,98,10,243,22,3,68,45
7002,37,0,49,37,108,0,241,49,10,114,83,540,26,815,30,7,99,118,539,24,816,77,18,152,102,292,12,653,77,10,323,267,2375,74,3120,25,5,87,63,297,20,500,228,12,343,125,546,34,1282,232,18,456,312,449,62,1537,117,28,302,307,654,48,1463,27,11,82,42,76,5,246,19,17,77,61,31,7,222,22,11,73,53,123,8,288,379,84,743,182,298,33,1724,58,5,148,108,264,25,612,598,260,1281,1113,1887,130,5272,359,119,430,113,249,28,1297,541,126,879,242,349,63,2195,65,11,115,55,152,19,415,74,10,164,84,654,22,1011,92,16,183,126,540,160,1113,3095,790,6105,3599,10421,810,24816,11,0,43,17,36,0,116,18,4,54,26,57,6,172,17,8,59,44,106,8,242,28,12,74,39,77,6,238,31,9,153,112,249,21,578,4,3,38,42,67,10,161,178,19,411,212,454,80,1350,179,16,547,262
8000,0,4,5,0,12,0,24,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,4,0,4,0,0,0,6,47,0,58,0,0,0,0,0,0,3,0,4,7,0,3,0,8,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,6,3,23,4,8,0,35,0,0,3,0,4,0,9,11,0,18,11,8,0,51,6,0,8,4,7,0,19,7,0,0,0,0,0,12,0,0,4,6,9,0,16,0,0,0,0,17,0,17,0,0,0,0,3,0,4,31,12,78,41,123,4,286,0,0,6,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,3,0,0,3,3,0,0,9,0,0,5,4
8001,51,10,79,43,105,5,294,12,6,27,11,41,3,97,276,33,544,317,1153,51,2381,176,29,289,148,428,22,1094,425,70,1442,1197,7565,239,10942,110,20,258,157,406,20,972,922,89,1280,602,1395,132,4424,841,60,1324,834,1284,160,4504,542,71,720,495,1067,134,3027,309,103,753,293,377,31,1869,329,84,650,248,160,39,1509,148,37,372,246,326,21,1151,3948,930,6516,1493,1234,242,14363,419,82,680,335,689,69,2280,9301,2474,12402,4523,4150,502,33344,2812,465,2303,423,640,68,6706,1792,375,2624,812,944,152,6701,223,85,468,184,378,23,1369,343,73,532,289,1495,63,2792,436,45,530,246,630,342,2224,23415,5135,33779,12901,24473,2324,102027,28,15,56,35,28,8,165,7,6,11,5,0,0,24,112,18,245,136,224,15,756,88,33,162,72,92,12,458,183,37,459,333,485,40,1530,45,10,128,70,92,7,358,719,102,1489,705,1142,140,4295,582,59,1117,703
9000,0,0,0,0,10,0,13,0,0,4,5,29,0,40,0,0,3,0,15,0,15,0,0,0,0,25,0,24,0,0,4,4,93,14,114,0,0,0,0,5,0,7,0,0,11,3,22,0,37,0,0,8,3,36,7,51,3,0,3,6,25,3,41,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,4,4,0,0,5,0,0,5,4,5,0,20,0,0,0,4,21,0,31,4,4,40,28,81,5,176,0,0,14,0,4,0,19,5,0,5,0,8,0,20,0,0,0,0,10,0,16,0,0,4,0,27,0,36,0,0,4,0,30,6,45,22,10,118,85,446,53,737,0,0,3,5,6,0,10,0,0,3,5,5,0,16,0,0,0,3,3,0,4,0,0,0,4,3,0,3,0,0,3,3,4,0,14,0,0,0,0,5,0,4,0,4,14,8,16,11,53,0,0,12,13
