SUA_CODE_2021,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4_to_8_SB_FHs_CF_no_C,FoA_4_to_8_SB_FHs_CF_C,FoA_4_to_8_SB_FHs_OnePF,FoA_4_to_8_SB_FHs_Oth_fam,FoA_4_to_8_SB_FHs_Tot,FoA_4_to_8_SB_Lone_P_H,FoA_4_to_8_SB_Group_H,FoA_4_to_8_SB_Tot,FoA_9moSB_FHs_CF_no_C,FoA_9moSB_FHs_CF_C,FoA_9moSB_FHs_OnePF,FoA_9moSB_FHs_Oth_fam,FoA_9moSB_FHs_Tot,FoA_9moSB_Lone_P_H,FoA_9moSB_Group_H,FoA_9moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
3018,1678,1317,720,56,3771,1405,123,5301,96,18,61,3,178,399,12,590,6,5,7,0,18,18,11,42,100,24,76,3,199,413,20,638,9,0,11,0,24,86,8,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,11,0,23,86,8,113,6,0,0,0,8,7,0,14,0,0,0,0,0,3,0,3,0,0,0,0,6,0,0,6,0,3,0,0,3,0,0,7,8,5,0,0,16,9,0,31,8,3,0,0,16,8,0,28,1811,1350,807,61,4030,1928,153,6109
3019,2167,2001,688,52,4900,1153,153,6210,64,16,39,0,127,263,0,390,38,10,16,0,61,60,7,126,100,31,53,6,184,322,7,516,76,26,54,4,162,242,22,421,22,12,8,0,42,36,4,82,46,10,3,0,55,42,0,104,0,0,0,0,3,11,0,8,0,0,0,0,0,0,0,0,143,46,68,4,263,336,24,624,16,0,0,0,20,35,3,59,4,0,0,0,12,14,5,24,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,3,27,0,0,3,31,56,4,92,11,7,0,0,19,9,0,28,2452,2089,803,57,5403,1873,194,7473
4000,34092,25645,8528,749,69014,26340,2123,97474,795,286,320,27,1419,2599,104,4118,67,21,9,0,100,52,5,155,856,303,327,32,1518,2648,104,4276,101,24,25,8,165,575,28,768,6,0,0,0,7,39,0,46,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,5,0,0,16,6,0,25,116,34,30,8,190,626,29,848,155,32,11,0,197,303,38,539,96,17,23,4,144,166,13,317,19,17,6,0,36,32,0,69,56,52,12,4,125,88,7,221,320,117,48,6,503,587,65,1147,131,66,16,0,217,197,19,432,35519,26164,8949,799,71431,30406,2340,104172
4001,108110,138587,49055,4484,300238,82986,12300,395529,13271,8307,7111,871,29557,31587,2628,63777,6151,4640,2845,408,14041,7895,1793,23733,19413,12945,9957,1285,43601,39487,4426,87507,5881,3136,2185,421,11624,16655,1561,29836,1008,297,221,78,1603,2402,339,4352,1600,395,263,104,2352,2770,478,5599,1047,203,116,69,1436,1746,500,3677,70,61,27,4,167,104,15,289,9600,4086,2815,675,17178,23677,2892,43757,145,23,26,0,192,335,10,545,59,9,10,0,77,244,7,333,0,0,0,0,8,5,0,7,98,76,46,5,221,175,45,445,300,110,79,9,499,769,70,1328,241,204,102,12,556,596,85,1244,137667,155933,62013,6467,362073,147522,19774,529364
4002,2915,2727,1108,79,6828,2322,184,9334,256,106,220,11,599,794,49,1443,14,0,0,0,19,22,3,36,268,105,226,11,620,815,53,1484,106,48,65,14,238,646,30,919,0,0,0,0,0,0,0,0,7,0,0,0,7,11,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,48,65,16,248,653,30,934,0,0,0,0,0,4,0,8,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,7,0,0,0,8,0,0,11,11,0,0,0,12,5,0,21,12,0,0,0,9,21,0,32,3317,2885,1404,111,7714,3823,269,11808
4003,1880,1518,836,67,4295,1782,186,6263,106,57,97,10,273,487,31,786,7,0,0,0,9,10,0,16,107,57,100,10,277,502,32,806,3,5,0,0,11,23,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,11,25,0,33,6,0,0,0,13,13,0,25,9,0,0,0,9,11,0,18,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,14,3,0,0,16,27,0,44,7,3,3,0,17,16,0,32,2013,1589,937,79,4611,2345,223,7177
4004,1167,1023,536,52,2784,1101,102,3986,80,71,120,10,282,247,28,554,18,7,0,0,24,8,0,31,97,78,125,10,305,251,31,588,40,16,30,13,84,253,22,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,16,30,13,84,254,22,361,0,4,0,0,6,23,0,32,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,4,4,3,0,14,27,0,42,9,0,3,0,6,16,0,25,1309,1121,698,71,3194,1645,151,4993
4005,1676,1477,623,42,3817,1287,137,5239,84,37,88,8,219,312,19,553,28,20,6,3,59,38,4,97,117,58,93,10,281,351,24,653,36,8,16,5,64,263,7,339,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,11,41,14,20,5,73,269,6,352,0,0,0,0,4,0,5,10,3,0,0,0,3,7,7,20,0,0,0,0,0,3,0,3,5,0,0,0,5,6,0,8,5,5,0,0,7,19,14,41,3,4,0,0,5,7,0,16,1841,1548,733,63,4185,1924,188,6302
4006,1381,1142,704,53,3279,1497,111,4885,94,51,109,11,265,515,21,808,3,8,5,0,9,6,0,15,103,54,110,11,276,524,21,818,5,3,4,0,17,94,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,0,15,94,0,106,4,0,0,0,4,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,8,3,0,0,8,11,0,18,10,3,0,0,10,12,0,18,1501,1205,818,59,3592,2124,135,5847
4007,4735,1890,986,88,7697,3362,238,11288,239,13,35,9,293,553,8,854,61,19,17,0,97,56,5,161,300,33,50,6,388,610,16,1012,15,3,15,0,38,155,0,194,8,0,0,0,14,7,0,21,3,0,0,0,5,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,4,18,0,62,166,3,236,4,0,0,0,9,22,5,29,14,0,6,0,21,40,0,58,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,8,25,4,7,0,34,61,3,95,19,4,0,0,25,25,0,50,5120,1935,1063,92,8208,4219,253,12684
4008,1597,1468,531,34,3631,1277,95,4998,605,448,631,44,1737,1642,113,3494,0,0,0,0,0,3,0,7,606,448,634,43,1738,1647,113,3497,42,10,15,0,71,282,8,351,10,0,0,0,10,29,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,11,6,0,16,54,11,16,0,87,310,8,408,6,0,0,0,8,9,0,18,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,3,3,0,9,16,0,28,8,9,6,0,18,9,0,28,2280,1936,1189,82,5486,3258,217,8952
5000,28079,24138,8159,801,61177,21288,2015,84481,607,324,295,40,1267,1969,104,3340,98,59,29,7,190,191,27,403,710,377,327,46,1454,2156,130,3742,123,58,52,8,241,471,28,735,11,3,0,0,18,16,4,35,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,3,14,9,0,0,20,13,3,39,148,71,54,8,281,501,29,809,427,89,50,9,573,698,45,1307,113,21,13,0,144,184,21,353,47,21,10,7,86,91,8,184,75,47,17,6,141,78,13,232,664,174,87,16,943,1044,87,2075,248,154,47,11,462,423,24,905,29844,24916,8668,891,64313,25421,2287,92016
5001,3942,3275,1350,112,8677,3124,309,12112,149,42,80,9,278,670,21,962,25,7,6,0,29,65,3,101,177,46,87,9,312,730,22,1061,3,0,9,0,10,34,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,8,13,0,21,8,3,11,0,21,39,3,64,18,0,3,0,19,51,0,72,26,0,3,0,34,82,0,116,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,46,4,3,0,54,137,0,191,3,5,3,0,13,11,0,28,4175,3329,1449,118,9075,4045,325,13451
5002,869,1291,483,43,2683,605,178,3469,74,64,70,11,215,236,21,472,66,24,21,0,111,97,17,222,138,85,93,11,330,332,37,695,27,25,19,0,70,44,10,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,27,25,17,0,67,47,10,124,54,10,3,0,71,70,0,142,4,0,0,0,4,0,0,4,0,3,0,0,3,10,0,14,9,0,3,0,12,5,0,18,67,12,9,3,94,84,4,182,19,5,3,0,24,36,6,63,1121,1421,607,52,3201,1102,230,4532
5003,7287,8112,3092,204,18695,4934,659,24294,523,159,279,22,982,1708,79,2775,132,55,39,0,226,179,30,438,652,213,323,23,1208,1889,109,3206,82,33,26,4,148,292,17,450,10,8,13,5,35,65,5,104,4,0,0,0,5,8,0,15,17,4,0,0,21,12,0,32,0,0,0,0,0,5,0,9,119,39,39,8,204,387,18,610,38,0,5,0,46,90,0,138,28,3,0,0,32,55,0,90,0,0,0,0,0,7,0,12,4,0,0,0,3,3,0,12,70,6,9,0,92,157,0,241,13,6,0,0,17,27,3,50,8133,8386,3461,237,20220,7386,796,28400
5004,4524,4105,1334,80,10041,2814,348,13208,305,92,96,3,493,639,29,1166,70,43,11,0,130,71,8,205,371,131,105,3,618,714,34,1366,14,0,0,0,18,13,0,31,0,0,0,0,0,0,0,0,9,0,0,0,9,5,0,18,0,0,0,0,0,0,0,0,4,5,0,0,17,14,0,31,30,9,5,0,44,26,3,74,17,7,5,0,27,50,4,83,51,3,3,0,54,100,0,159,0,3,0,0,10,3,0,10,8,6,0,0,12,3,0,14,77,22,7,0,106,158,4,268,10,9,0,0,14,14,4,36,5016,4279,1451,81,10831,3730,395,14957
5005,1213,1101,399,40,2748,921,112,3778,52,24,43,6,121,240,6,373,8,5,0,0,19,22,0,40,67,33,43,6,141,263,7,413,5,4,4,0,18,71,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,4,0,14,73,0,95,13,0,0,0,11,26,6,42,0,0,0,0,5,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,18,0,0,6,22,36,4,60,12,11,0,0,23,12,0,40,1311,1144,449,45,2950,1305,124,4379
5006,3610,3668,1567,126,8965,2776,323,12062,215,77,126,26,443,744,34,1225,97,52,28,0,182,105,5,295,312,126,159,31,626,848,45,1516,35,7,20,7,60,130,8,198,0,0,0,0,0,13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,12,30,7,20,7,70,147,10,227,35,0,0,0,41,54,0,93,8,0,0,0,9,21,0,29,8,0,3,0,8,8,0,16,0,4,0,0,7,6,3,16,53,3,6,3,63,90,3,159,6,0,0,0,17,41,0,55,4013,3812,1751,160,9737,3899,384,14020
5007,2111,2993,875,99,6068,1769,275,8106,240,227,107,10,588,712,66,1369,64,48,11,0,124,55,18,202,300,273,127,17,715,768,89,1569,26,15,7,3,39,76,9,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,15,7,3,43,76,5,125,9,0,0,0,10,20,0,34,28,3,5,0,37,62,0,101,0,0,0,0,0,0,0,0,5,0,0,0,8,7,0,16,45,9,6,0,54,95,0,148,0,0,6,0,6,8,0,18,2480,3282,1014,117,6890,2718,368,9975
5008,969,1993,290,20,3277,603,133,4015,138,111,53,3,307,215,19,534,33,18,5,0,64,67,13,142,165,128,58,9,365,279,30,676,22,5,0,0,27,55,6,91,11,0,0,0,13,18,0,30,13,7,0,0,19,19,0,40,32,10,5,0,40,85,6,137,0,0,0,0,0,0,0,0,81,23,6,0,100,178,15,298,11,3,3,0,23,15,0,41,3,0,0,0,9,5,0,15,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,7,22,9,4,0,27,25,7,60,0,4,0,0,5,14,0,13,1229,2150,361,33,3774,1102,183,5062
5009,161456,234573,68641,6729,471404,111074,17685,600165,17413,11608,8258,1062,38337,37386,3608,79334,8462,5333,2964,520,17278,11481,2224,30977,25871,16941,11221,1583,55616,48862,5836,110312,3919,1679,1229,262,7092,10785,1024,18894,3403,1047,765,201,5406,7990,969,14370,4726,1219,749,187,6881,8219,1023,16121,3116,877,396,133,4515,4097,692,9300,202,151,67,11,432,346,17,797,15358,4966,3211,796,24326,31431,3726,59481,218,25,39,4,290,638,22,949,262,17,38,7,321,643,16,973,25,19,3,0,42,41,0,93,127,66,25,8,217,145,39,403,628,125,99,17,871,1467,75,2409,166,126,65,10,368,408,25,798,203485,256733,83237,9135,552581,193244,27339,773166
5010,814,1408,357,42,2624,628,91,3347,126,165,63,11,365,244,30,642,64,73,23,0,161,70,15,249,190,238,87,16,528,318,37,883,61,15,12,0,87,159,10,258,32,8,10,4,53,58,6,116,20,13,0,0,29,42,4,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,36,19,4,174,258,17,453,9,3,5,0,20,8,0,29,6,3,0,0,9,10,0,15,0,0,0,0,0,4,0,4,5,4,0,0,10,6,4,17,18,9,5,0,32,27,3,65,9,0,0,0,4,12,4,18,1144,1691,470,63,3367,1241,165,4766
6000,21642,15449,6057,436,43595,16398,1354,61349,242,74,98,10,428,933,30,1389,37,23,11,4,77,57,0,139,285,104,108,17,505,984,33,1528,149,39,70,9,267,461,27,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,8,8,0,20,151,51,70,9,273,472,28,769,68,17,8,0,100,207,7,313,53,12,3,0,70,70,5,147,11,12,4,0,21,15,4,46,35,20,9,5,68,50,3,122,165,58,34,4,260,340,18,620,47,35,7,0,82,83,7,173,22291,15693,6269,468,44720,18280,1441,64438
6001,3101,2510,1378,97,7084,3037,235,10349,102,30,83,6,219,575,18,815,30,10,24,5,59,106,6,170,128,40,107,7,280,677,23,979,6,7,0,0,14,52,0,69,0,0,0,0,4,42,0,43,8,0,3,0,16,30,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,5,0,37,117,3,156,14,0,0,0,13,24,0,41,3,0,0,0,5,0,0,6,0,0,0,0,0,3,0,3,9,5,0,0,10,5,0,21,22,3,5,0,30,38,0,68,0,4,0,0,8,4,0,15,3271,2559,1494,106,7433,3873,265,11572
6002,3459,2891,1612,114,8075,3056,320,11453,192,35,126,9,362,813,31,1206,27,11,14,0,51,96,11,154,220,40,137,19,412,907,41,1361,6,0,0,0,13,10,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,6,7,3,3,0,17,14,0,34,8,0,6,0,8,26,4,43,13,5,10,0,28,32,0,61,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,16,28,3,11,6,43,62,5,118,7,3,0,0,12,9,0,20,3718,2942,1769,135,8560,4047,369,12982
6003,20915,22045,9485,820,53269,17216,2830,73318,558,256,292,31,1134,1821,178,3134,707,313,228,37,1287,989,233,2508,1264,568,520,71,2420,2811,410,5637,1298,557,543,64,2459,3034,395,5890,252,62,39,15,375,569,91,1030,162,35,43,11,254,276,63,593,14,0,0,0,12,16,0,31,42,18,13,4,74,58,9,144,1768,681,642,92,3178,3955,551,7689,20,6,4,0,30,41,0,69,28,9,6,0,39,56,3,100,0,0,0,0,0,0,0,4,51,28,13,4,95,58,27,176,98,45,22,4,167,157,28,347,47,25,15,0,97,93,6,193,24099,23369,10682,986,59132,24229,3835,87197
6004,8462,8501,3867,329,21161,7399,1062,29618,410,178,243,25,857,1389,105,2359,274,170,103,9,556,318,69,940,686,347,348,33,1418,1705,176,3301,454,153,237,18,872,1643,123,2638,17,15,8,0,40,65,6,112,8,0,0,0,8,18,5,31,6,0,0,0,4,3,0,9,26,8,11,0,47,57,7,112,507,186,256,17,969,1787,140,2904,7,0,5,0,9,17,0,25,0,0,0,0,5,3,0,14,0,3,0,0,3,0,0,5,21,9,9,0,36,49,13,102,29,8,15,0,49,70,14,142,20,13,0,0,28,41,4,68,9700,9056,4490,381,23629,11010,1401,36036
6005,1840,1394,655,46,3931,1417,120,5465,78,22,61,6,156,407,4,569,6,4,5,0,11,12,0,21,80,25,60,6,170,419,4,590,6,0,0,0,6,16,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,6,0,0,0,5,19,0,26,11,0,4,0,12,31,0,44,10,3,5,0,10,20,0,34,0,0,0,0,0,0,0,0,4,4,0,0,7,8,0,19,23,7,8,0,35,53,6,97,0,0,0,0,6,4,0,9,1949,1427,723,51,4141,1921,126,6188
7000,3545,5957,2346,391,12238,2681,454,15375,243,321,194,25,777,577,48,1399,49,30,11,0,89,83,7,178,287,351,200,30,866,659,56,1582,91,39,47,11,192,216,14,426,0,0,0,0,0,5,0,5,3,5,4,0,7,5,0,13,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0,12,97,49,53,11,205,233,14,448,127,30,18,4,178,183,11,378,19,8,12,0,37,58,4,99,32,13,12,4,57,60,5,127,13,5,0,0,14,10,3,28,194,56,37,8,292,322,21,634,96,49,20,7,174,194,14,382,4223,6459,2655,441,13773,4083,561,18416
7001,1420,2094,774,74,4357,1010,344,5709,361,329,170,30,882,687,77,1647,190,162,100,16,463,310,66,840,549,482,267,42,1349,998,137,2482,78,28,19,4,123,201,14,345,3,0,6,0,11,14,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,81,39,22,3,138,224,15,375,42,12,0,0,52,72,0,120,5,3,0,0,5,18,0,27,9,0,0,0,9,13,0,18,0,0,0,0,3,6,0,10,51,8,5,5,68,103,4,175,34,19,13,0,64,76,4,151,2126,2642,1083,123,5976,2409,502,8891
7002,6504,11043,3439,291,21275,3691,1170,26134,559,437,340,53,1392,1197,123,2714,554,415,294,35,1306,704,184,2192,1117,855,632,89,2694,1901,304,4898,912,702,414,67,2091,1665,273,4033,469,403,131,25,1034,727,162,1919,887,584,271,44,1799,1110,351,3253,881,352,106,24,1374,949,271,2592,5,3,0,0,10,14,0,25,3163,2048,927,168,6299,4469,1055,11820,91,20,4,0,123,117,7,248,17,6,0,0,27,38,0,73,8,3,0,0,13,19,3,34,9,4,0,0,13,3,4,17,133,38,13,5,180,175,9,369,20,8,10,0,45,83,3,135,10939,13987,5020,548,30492,10317,2539,43351
8000,94,128,29,0,252,39,4,294,0,0,0,0,3,5,0,9,0,0,0,0,0,0,0,3,4,0,0,0,4,11,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,0,6,99,127,30,4,264,54,4,320
8001,30550,48347,12349,1071,92312,19182,3532,115027,3351,2530,1810,173,7867,6861,590,15315,4381,3744,1833,260,10213,5044,1355,16618,7732,6275,3643,430,18081,11902,1944,31931,1475,772,498,57,2804,3414,448,6671,2240,946,464,128,3773,3783,741,8289,4230,1300,629,155,6316,6320,943,13575,2069,545,269,88,2963,2738,581,6283,113,67,35,3,225,213,25,467,10123,3627,1892,430,16078,16463,2738,35279,11,3,4,0,19,35,0,48,17,8,13,5,37,63,6,105,0,0,0,0,0,0,0,0,16,4,0,0,18,11,4,35,37,17,13,6,79,102,11,194,48,42,20,0,108,98,13,226,48491,58309,17917,1939,126655,47758,8241,182655
9000,386,336,116,19,850,384,21,1259,23,31,6,0,57,33,0,95,3,4,3,0,5,3,0,14,21,36,15,0,68,40,0,106,22,10,3,0,35,44,6,78,10,22,9,3,36,8,0,51,0,3,0,0,3,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,5,7,0,12,33,33,7,3,74,63,6,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,5,0,0,5,7,0,0,0,10,13,0,23,459,405,136,20,1008,492,28,1533
