SUA_CODE_2021,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4_to_8_SB_FHs_CF_no_C,FoA_4_to_8_SB_FHs_CF_C,FoA_4_to_8_SB_FHs_OnePF,FoA_4_to_8_SB_FHs_Oth_fam,FoA_4_to_8_SB_FHs_Tot,FoA_4_to_8_SB_Lone_P_H,FoA_4_to_8_SB_Group_H,FoA_4_to_8_SB_Tot,FoA_9moSB_FHs_CF_no_C,FoA_9moSB_FHs_CF_C,FoA_9moSB_FHs_OnePF,FoA_9moSB_FHs_Oth_fam,FoA_9moSB_FHs_Tot,FoA_9moSB_Lone_P_H,FoA_9moSB_Group_H,FoA_9moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
2001,2220,3067,1003,71,6361,1503,146,8012,111,45,67,8,236,376,18,634,29,12,27,4,72,48,0,116,147,62,93,9,311,432,20,754,0,0,0,0,0,39,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,21,0,0,0,0,0,0,0,0,3,0,0,0,5,7,0,15,3,0,0,0,8,71,0,74,0,0,0,0,3,8,0,9,9,0,0,0,11,10,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,10,0,0,3,16,16,0,38,0,4,0,0,9,0,0,8,2382,3128,1103,84,6698,2023,167,8888
2002,1694,1384,695,54,3820,1475,152,5448,113,28,46,3,195,478,24,696,0,8,13,0,18,7,3,29,112,38,55,3,210,490,23,723,13,5,7,0,20,47,4,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,7,0,20,53,4,75,0,0,0,0,0,0,0,3,6,0,0,0,5,9,0,13,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,10,8,0,0,0,13,10,3,28,3,0,0,0,6,0,0,11,1825,1428,754,56,4070,2029,181,6280
2003,10243,10942,4908,377,26469,9484,1429,37386,850,408,501,58,1816,2789,204,4802,110,54,85,5,248,247,48,540,959,463,584,59,2068,3029,244,5345,129,39,85,8,263,717,36,1021,20,3,3,0,28,54,3,88,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,0,3,0,8,6,0,14,152,40,92,8,302,775,44,1121,0,0,0,0,8,8,0,12,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,8,6,9,0,26,17,3,47,19,12,7,0,31,30,4,70,19,9,5,0,34,34,5,73,11387,11473,5591,445,28905,13354,1734,43993
2004,9855,10313,4790,403,25364,9589,1221,36178,389,191,266,33,882,1793,121,2801,104,45,61,9,221,189,47,454,494,233,328,43,1100,1982,170,3252,68,27,44,4,136,250,13,399,8,4,0,0,11,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,9,0,15,77,25,44,4,154,265,13,429,6,0,0,0,9,18,0,27,12,0,0,0,16,12,0,22,0,0,0,0,0,0,0,0,10,9,0,3,18,14,0,32,30,7,0,4,40,41,6,84,22,13,4,0,43,29,8,77,10474,10599,5173,452,26704,11908,1417,40027
2005,1345,919,530,32,2833,1498,135,4471,22,11,12,0,42,169,8,218,0,3,0,0,3,6,0,15,26,11,10,0,49,175,5,234,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,11,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,8,0,14,6,3,3,0,5,11,0,21,0,0,0,0,0,5,0,7,1374,936,548,32,2892,1701,147,4737
2006,1298,1182,502,59,3040,1296,175,4516,51,19,27,10,109,409,17,534,0,0,0,0,0,4,0,11,52,19,33,10,113,417,17,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11,0,0,0,0,0,22,0,23,3,0,0,0,5,6,0,12,3,4,0,0,10,0,0,11,9,7,0,0,13,40,5,56,4,0,0,0,5,5,0,8,1354,1211,538,62,3169,1758,199,5127
2007,2581,2147,829,60,5614,1770,178,7564,226,45,80,8,358,620,33,1015,6,3,8,0,14,17,0,32,232,49,79,8,374,636,33,1044,4,4,0,0,8,15,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,9,15,0,21,5,0,0,0,9,6,0,13,30,0,4,0,36,61,0,96,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,6,40,4,4,0,45,69,6,122,8,5,5,0,13,10,0,26,2872,2206,915,72,6065,2496,215,8772
2008,27174,31113,10751,955,69993,21265,3468,94723,1724,720,719,88,3249,5365,346,8960,672,350,270,23,1320,828,163,2306,2394,1071,991,114,4564,6189,510,11267,336,142,148,17,642,1223,90,1959,36,10,12,0,55,128,15,202,66,19,13,3,93,188,23,309,57,4,4,5,68,59,7,134,6,0,0,0,12,12,0,22,503,174,173,26,878,1608,135,2616,14,3,0,5,17,52,3,73,56,7,17,5,85,246,13,349,0,0,0,0,0,0,0,4,37,39,8,0,87,51,10,143,104,55,29,4,192,352,24,566,26,24,7,0,59,68,10,137,30204,32435,11951,1102,75691,29484,4136,109315
2009,2120,3087,599,36,5849,1025,75,6949,98,45,56,0,207,226,12,446,12,0,5,0,20,3,0,26,112,50,67,0,228,234,12,473,4,3,3,0,12,10,0,16,0,6,0,0,7,4,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,8,0,9,6,9,6,0,19,14,4,41,7,0,0,0,7,4,0,6,0,0,0,0,0,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,17,0,24,0,0,0,0,0,0,0,4,2250,3149,669,39,6106,1295,86,7487
2010,1815,1715,705,51,4295,1743,187,6220,50,12,16,4,78,258,12,341,0,0,0,0,6,4,0,6,47,12,20,4,84,261,12,348,43,9,23,7,84,268,12,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,9,23,7,84,268,12,366,0,0,0,0,0,3,0,5,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,6,0,11,0,0,0,0,6,3,4,6,1913,1735,754,61,4469,2276,213,6953
2011,282254,506945,137618,13857,940680,199542,34993,1175219,37999,31959,15852,2045,87858,63467,8206,159534,34383,37239,14631,2081,88337,29703,9260,127297,72379,69201,30487,4124,176200,93172,17465,286829,18954,11316,6927,1288,38484,42495,5538,86516,13015,3964,2883,812,20676,27728,4388,52787,17255,4576,3319,963,26109,31959,4657,62717,19981,5438,3691,1790,30903,35051,8363,74315,180,209,99,14,508,457,24,985,69386,25504,16920,4872,116681,137675,22961,277316,55,6,14,4,79,318,0,400,157,17,56,6,237,1103,19,1359,3,9,5,0,12,13,0,21,912,453,260,56,1680,1525,458,3660,1131,480,336,67,2009,2952,481,5445,356,320,142,29,846,822,125,1793,425507,602451,185507,22950,1236408,434169,76026,1746604
2012,5032,5086,2231,194,12540,3855,495,16888,276,105,170,17,568,906,69,1541,24,6,6,0,41,30,4,71,299,110,176,19,604,935,74,1616,160,66,90,9,325,730,53,1104,4,0,0,0,5,14,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,7,170,66,86,9,335,739,53,1125,24,0,5,0,29,66,5,105,39,0,0,0,41,51,3,99,7,0,0,0,8,0,0,14,3,9,0,0,13,4,0,21,73,9,8,0,95,126,10,230,15,12,0,0,27,29,3,59,5591,5283,2508,225,13604,5689,634,19921
2013,2189,2005,1058,69,5326,2246,204,7776,104,23,61,7,191,673,19,885,0,0,0,0,6,31,0,31,108,23,61,7,200,701,19,916,16,7,16,8,47,201,8,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,16,8,43,202,8,254,0,0,0,0,7,24,4,29,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,29,4,37,0,0,0,0,4,3,0,10,2321,2030,1149,78,5576,3182,234,8993
2014,1350,978,496,29,2850,1144,106,4105,39,24,26,9,95,264,9,361,10,0,7,0,15,24,0,35,50,21,29,9,109,280,9,398,8,0,3,0,19,25,3,45,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,16,0,6,0,23,29,3,55,3,0,0,0,3,13,0,16,0,0,0,0,5,4,0,5,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,13,11,0,0,0,14,18,3,34,0,0,0,0,7,3,0,7,1424,1002,536,35,2991,1481,122,4596
2015,1542,1437,679,57,3716,1417,132,5260,56,22,33,7,116,228,16,356,10,0,9,0,19,68,0,95,69,23,40,7,139,299,13,452,49,9,20,0,83,271,21,371,7,4,4,0,16,8,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,16,23,0,92,277,23,396,0,0,0,0,0,10,0,18,5,0,0,0,7,10,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,10,0,6,0,9,27,0,35,3,0,0,0,6,3,0,17,1675,1480,748,64,3965,2023,168,6156
2016,4570,5335,2293,173,12374,4030,562,16961,357,184,150,25,721,1181,75,1979,20,11,14,0,48,41,10,96,379,193,166,27,763,1222,88,2076,5,6,0,0,7,37,0,41,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,5,6,0,0,10,53,0,58,31,0,7,0,42,112,3,162,10,0,9,0,23,36,0,63,0,0,0,0,4,0,0,7,60,5,4,0,68,135,4,212,109,12,20,3,134,289,14,438,4,9,4,0,17,11,0,33,5064,5548,2485,205,13308,5598,667,19573
2017,1098,1020,441,47,2608,893,109,3609,65,34,23,0,128,222,22,363,0,0,0,0,0,4,0,6,70,34,22,0,127,220,19,368,58,35,26,0,115,202,13,329,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,56,35,24,0,118,207,13,337,0,0,0,0,4,5,0,7,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,8,9,3,0,0,11,13,0,27,0,5,0,0,8,0,0,9,1233,1087,497,49,2869,1332,149,4348
2018,4083,4004,2082,146,10319,4011,425,14753,118,31,54,8,208,521,27,756,16,9,26,0,51,44,8,103,136,37,79,8,257,568,36,860,191,55,116,17,377,981,41,1401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,191,55,115,17,378,983,41,1405,0,0,0,0,0,0,0,3,17,4,4,0,27,33,3,59,0,0,0,0,3,7,0,14,0,0,3,0,3,3,0,10,30,5,3,0,30,39,4,82,9,4,0,0,7,14,0,30,4448,4100,2278,173,11002,5620,502,17127
2019,2051,1808,926,53,4837,1976,169,6979,140,38,69,7,264,775,23,1070,9,3,0,0,20,36,3,55,154,47,74,11,285,807,27,1123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,5,0,5,0,0,0,0,5,7,0,11,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,13,10,0,5,0,11,18,0,29,0,0,0,0,0,5,0,9,2211,1864,1001,59,5136,2811,202,8146
2020,4475,4693,1646,119,10939,2986,292,14220,134,39,74,5,258,448,16,721,5,0,6,0,7,32,0,39,138,42,79,5,262,478,21,761,107,28,50,0,182,369,15,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,0,6,110,28,50,0,187,372,15,575,4,0,0,0,6,7,0,13,75,3,9,0,91,174,3,265,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,12,87,6,9,0,102,183,3,289,4,10,0,0,17,9,0,20,4816,4774,1781,131,11500,4028,327,15861
2021,3489,3533,1410,133,8568,2837,372,11775,241,71,115,13,441,766,47,1248,89,44,42,8,176,148,14,339,326,112,159,24,616,916,55,1589,72,33,46,3,150,394,19,565,9,0,3,0,12,36,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,32,43,3,163,437,19,619,6,0,0,0,3,4,0,5,15,0,6,0,26,42,4,73,0,0,0,0,0,0,0,0,8,10,4,4,20,7,0,24,31,8,9,4,49,52,4,107,7,7,0,0,15,9,0,19,3935,3690,1624,158,9409,4250,453,14111
3000,81654,66820,25551,2445,176472,56787,7239,240492,1501,870,832,91,3303,4431,296,8027,621,358,264,24,1263,1072,164,2501,2124,1228,1093,118,4564,5503,459,10528,767,358,438,67,1631,2613,216,4460,54,14,15,7,87,87,5,173,11,5,4,0,17,27,0,46,5,4,0,0,9,3,0,10,38,28,13,0,75,54,5,136,870,411,463,71,1817,2777,226,4824,848,144,88,20,1099,1475,92,2660,231,67,45,7,351,533,37,917,161,73,51,3,287,306,21,617,166,85,61,8,316,183,25,525,1411,374,239,38,2056,2489,177,4722,556,306,101,15,977,800,59,1834,86611,69136,27458,2683,185891,68355,8164,262410
3001,940,957,278,21,2194,491,164,2849,31,21,10,0,64,41,0,115,99,46,56,3,205,138,30,371,132,68,68,3,270,183,31,478,138,58,79,5,282,300,54,635,69,32,22,0,133,100,25,257,20,6,3,0,25,28,10,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,88,106,5,430,427,84,949,21,7,4,0,27,22,0,55,36,5,0,0,44,36,5,81,3,0,0,0,6,0,0,7,0,0,0,0,3,3,0,5,57,13,5,0,76,60,9,144,49,12,5,0,73,52,10,137,1403,1141,467,37,3044,1212,299,4558
3002,171948,257234,80105,7646,516927,102627,21941,641500,6602,2721,3856,367,13546,17190,1031,31768,15878,13773,12269,1382,43306,22962,5031,71301,22480,16499,16122,1747,56851,40150,6063,103067,6405,2878,3106,609,12997,19736,2688,35425,8771,2986,2486,755,15000,16317,3585,34899,9728,2885,1736,555,14909,12735,3404,31045,9880,2502,1447,502,14321,13046,3367,30739,471,212,134,30,844,693,139,1673,35265,11461,8909,2445,58074,62533,13179,133790,269,35,53,0,360,915,31,1298,285,63,97,11,453,1249,47,1743,14,16,7,0,35,23,3,60,73,57,26,3,162,109,39,312,638,172,180,19,1007,2290,119,3415,293,216,132,15,649,805,104,1557,230619,285580,105444,11875,633512,208404,41406,883324
3003,7992,6225,3223,266,17708,5140,764,23614,453,93,169,19,738,1281,59,2086,55,34,54,4,150,273,28,453,508,128,223,27,890,1556,93,2536,399,99,175,16,679,1276,71,2024,15,0,0,0,15,4,0,23,65,9,6,0,83,56,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,476,106,180,16,776,1337,74,2189,126,6,14,0,151,233,16,398,23,3,7,0,33,36,5,75,0,0,6,0,6,4,0,12,5,4,0,0,11,14,6,30,155,18,22,4,200,288,26,504,18,10,0,0,30,21,0,53,9157,6490,3652,308,19609,8341,954,28897
3004,11503,13368,5424,437,30730,7127,1660,39513,469,263,430,46,1200,1660,136,3002,589,250,444,22,1308,1452,159,2915,1058,515,871,68,2512,3115,296,5915,732,467,765,77,2038,2661,223,4918,804,328,334,37,1506,1456,253,3218,271,97,78,19,461,347,61,867,186,31,20,4,242,154,20,414,5,10,4,0,12,3,0,20,1991,938,1203,138,4263,4619,554,9440,38,9,8,0,56,91,6,153,28,13,20,0,57,105,9,171,0,0,0,0,3,14,0,21,23,15,6,0,41,28,5,78,87,27,37,6,156,240,21,418,95,33,29,8,166,193,17,373,14742,14881,7562,646,37826,15294,2543,55662
3005,1011,1633,393,37,3067,610,93,3772,58,37,35,5,142,146,23,307,46,29,9,3,88,89,14,199,103,68,47,6,231,235,38,499,61,32,34,3,132,228,29,387,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,32,34,3,138,235,29,396,4,0,0,0,4,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,4,0,0,4,7,4,3,0,16,10,0,22,11,6,0,0,12,21,0,38,1194,1736,480,48,3462,1107,162,4736
3006,3944,4778,1828,123,10670,2890,414,13971,69,68,75,4,213,290,22,518,107,74,101,13,288,348,43,677,177,140,170,15,504,641,60,1197,150,73,119,12,359,669,46,1071,25,3,12,0,40,122,14,178,40,17,15,0,74,124,10,205,15,5,0,0,22,61,7,89,0,0,0,0,0,6,0,6,226,102,148,16,498,971,72,1543,27,5,7,0,35,49,0,84,9,0,8,0,20,17,0,35,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,39,3,8,0,54,71,0,131,8,4,4,0,14,5,3,28,4393,5024,2159,152,11735,4579,559,16869
3007,40996,59874,17240,1384,119489,20774,5123,145389,5015,2906,3015,240,11178,8176,1001,20352,9042,6988,5963,461,22454,8913,2324,33693,14058,9893,8982,706,33631,17091,3329,54048,2224,893,1202,137,4459,5022,913,10388,4339,1434,1540,215,7527,6991,1586,16098,3655,888,893,164,5599,4112,918,10628,6269,1434,1098,147,8947,6563,1056,16562,99,68,41,0,206,130,10,337,16583,4716,4768,666,26732,22813,4482,54022,186,27,39,11,264,573,25,862,254,20,27,7,317,564,27,908,5,3,4,0,8,3,0,16,38,26,14,0,82,47,13,140,485,78,87,19,668,1188,64,1923,190,94,76,10,369,372,42,788,72311,74650,31154,2783,180893,62239,13031,256170
3008,2251,1933,1228,80,5495,1946,262,7705,80,27,75,8,187,345,26,554,28,12,27,0,66,135,6,210,108,35,109,9,258,479,25,758,14,8,28,5,58,162,5,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,8,28,5,62,169,5,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,14,3,0,16,0,0,0,0,8,3,0,13,10,10,0,0,21,16,0,32,9,0,0,0,13,17,0,37,2396,1978,1371,95,5843,2621,298,8759
3009,7177,4362,2447,184,14170,4203,653,19030,407,68,158,16,646,958,71,1673,270,82,153,12,518,644,58,1220,677,149,314,27,1166,1599,131,2889,54,11,26,0,98,127,8,233,36,4,13,3,51,82,8,143,138,16,21,0,168,118,7,293,0,0,0,0,3,0,0,3,3,3,0,0,10,10,0,11,227,35,57,7,329,334,28,687,93,13,4,0,106,101,3,220,34,5,5,0,51,110,3,159,0,0,0,0,8,0,0,8,7,0,9,0,17,9,0,29,141,25,18,0,185,224,14,414,44,22,6,0,74,50,4,131,8271,4596,2844,220,15926,6403,836,23163
3010,1029,899,474,47,2452,848,137,3438,22,10,18,4,56,110,6,178,0,0,0,0,5,3,0,8,26,9,18,4,61,119,6,184,48,22,31,4,102,220,20,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,22,31,4,102,220,20,343,9,0,0,0,9,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,9,10,0,15,0,4,0,0,10,0,0,6,1109,938,532,55,2631,1200,167,3989
3011,7196,8661,3039,288,19184,4731,789,24705,497,210,262,28,994,1412,93,2498,218,120,174,6,520,639,83,1238,721,326,431,37,1517,2046,182,3741,182,85,145,22,427,650,45,1120,8,0,6,0,13,24,6,36,49,13,9,0,68,43,3,120,73,14,12,0,102,70,12,185,9,4,0,0,12,0,0,13,319,123,161,19,625,787,62,1476,37,8,0,0,52,80,0,130,52,9,6,0,68,150,3,223,3,0,0,0,7,3,0,9,3,0,3,0,5,3,0,11,100,19,6,4,136,234,6,376,30,10,7,0,46,90,13,147,8368,9140,3647,347,21500,7884,1056,30437
3012,3087,2184,1359,107,6746,2410,318,9467,69,5,43,3,124,433,11,573,4,8,19,0,33,82,10,123,79,17,61,3,159,515,25,693,56,13,36,0,104,258,12,374,0,0,0,0,0,5,0,5,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,8,59,13,36,0,105,264,17,385,18,0,7,0,26,59,4,83,8,0,4,0,10,25,0,32,0,6,0,0,4,0,0,6,0,0,0,0,0,0,0,8,37,6,11,0,44,79,0,134,5,5,0,0,13,11,0,28,3265,2226,1471,112,7066,3286,357,10706
3013,1150,1781,699,66,3693,894,165,4751,183,94,90,14,379,447,49,881,22,8,10,3,43,77,8,127,201,103,97,15,429,523,58,1004,49,22,25,0,105,128,16,250,0,0,0,0,0,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,22,25,0,109,140,17,267,30,11,0,0,36,47,5,86,5,0,3,0,6,12,0,20,4,0,0,0,4,136,0,142,4,5,0,0,8,5,0,14,38,11,5,0,54,198,3,262,7,4,6,0,18,24,0,46,1448,1932,833,82,4299,1779,248,6328
3014,6705,7887,3663,322,18585,5649,771,25007,240,119,175,22,553,796,81,1435,69,40,51,4,168,345,31,545,307,165,227,28,725,1141,110,1975,168,71,125,20,389,716,58,1172,5,3,0,0,6,9,3,20,8,0,0,0,11,9,0,22,40,10,4,0,56,45,3,101,7,4,3,0,17,10,0,27,230,87,139,23,475,796,66,1344,15,3,3,0,24,34,0,60,8,0,0,0,6,23,0,28,0,0,0,0,0,0,0,7,0,5,0,0,3,6,0,10,30,7,8,0,36,59,8,107,17,6,4,0,29,37,3,66,7286,8157,4037,379,19853,7686,957,28494
3015,34574,37289,11550,782,84199,17255,3574,105022,2994,632,891,66,4579,4825,308,9717,2838,1262,1355,93,5545,3243,614,9403,5832,1894,2251,157,10125,8068,923,19120,1314,560,827,63,2769,3414,402,6586,1045,270,376,34,1727,1408,252,3385,2124,470,539,59,3192,2152,377,5721,965,104,85,15,1169,705,80,1956,114,56,32,0,207,161,9,374,5564,1459,1856,178,9059,7845,1113,18015,189,22,27,0,244,313,9,566,66,14,25,0,105,166,7,279,4,11,4,0,21,16,6,41,15,9,4,0,32,23,3,57,276,63,59,3,397,523,27,942,138,62,35,4,230,176,14,426,46382,40769,15749,1127,104020,33864,5651,143532
3016,13284,13758,5148,452,32642,8917,1255,42814,1219,550,623,76,2475,3649,257,6377,321,173,213,24,735,867,106,1709,1542,716,845,105,3212,4514,367,8085,339,212,239,38,826,1270,110,2201,9,0,9,0,14,47,0,60,8,0,0,0,17,26,0,44,16,0,0,0,16,19,0,31,5,0,0,0,5,14,0,21,373,218,247,41,880,1368,114,2358,16,0,3,0,21,30,3,54,13,0,4,0,16,12,0,30,0,4,0,0,11,0,0,10,9,0,0,0,12,3,4,21,33,7,9,0,57,50,9,117,31,14,9,0,54,33,0,88,15270,14717,6252,603,36838,14885,1737,53468
3017,14754,17469,7186,631,40037,9725,2111,51876,701,225,538,60,1525,2778,195,4500,505,246,387,67,1205,1637,189,3033,1210,473,923,127,2733,4417,385,7533,281,93,199,19,591,1064,97,1754,314,80,96,28,518,742,156,1417,333,96,62,19,508,466,85,1059,207,40,28,9,278,262,46,587,7,5,0,0,13,7,0,21,1143,318,380,73,1910,2544,390,4845,67,4,4,0,83,110,5,199,61,3,0,4,62,43,0,111,0,0,0,0,6,20,0,25,12,6,3,0,16,7,5,28,130,16,8,8,164,186,11,361,24,10,15,5,59,112,7,178,17261,18283,8509,842,44903,16981,2916,64797
