SUA_CODE_2021,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
4006,256,322,544,515,654,531,92,6,0,2919,141,85,198,167,206,359,729,554,237,2684,18,22,59,39,45,29,48,40,19,333,418,432,807,717,912,919,868,601,259,5939,89,325,679,567,757,573,86,0,0,3072,301,224,354,324,391,382,91,11,0,2082,10,18,62,38,29,53,16,0,0,232,9,14,15,16,22,13,0,4,0,103,406,583,1112,948,1205,1016,200,18,0,5486,25,54,61,55,62,45,3,0,0,298,33,25,21,21,25,24,4,0,0,156,56,80,84,81,86,67,6,0,0,459,465,660,1193,1024,1289,1082,205,18,0,5949,332,162,306,277,398,680,1342,1014,399,4909,42,52,120,87,90,93,81,74,37,667,847,875,1616,1387,1778,1849,1627,1106,439,11521
4007,333,312,676,867,1053,1229,349,46,5,4873,195,63,182,244,309,1026,3045,2037,829,7927,12,16,35,42,50,75,125,106,69,531,543,392,893,1152,1412,2325,3522,2188,902,13328,74,236,615,875,1046,908,248,20,0,4017,458,311,558,677,807,1098,519,83,0,4499,34,23,87,62,83,154,61,7,6,521,20,24,17,19,29,29,9,15,9,171,583,593,1286,1623,1962,2189,836,123,8,9205,19,29,52,46,56,76,6,0,6,278,56,24,36,29,38,75,18,0,0,279,68,54,86,75,93,147,21,7,6,557,654,646,1369,1705,2061,2332,861,128,10,9761,419,117,305,402,577,1753,5368,3979,1419,14334,33,29,70,79,113,166,223,206,111,1029,1100,796,1744,2186,2743,4250,6451,4318,1540,25123
4008,305,411,947,850,1036,755,118,16,0,4432,240,138,303,257,321,589,872,728,229,3684,37,39,87,87,82,82,59,70,29,570,585,582,1339,1188,1444,1427,1046,816,260,8691,114,450,1218,1103,1378,969,144,11,0,5383,366,274,542,454,552,513,128,16,0,2854,26,29,99,69,76,100,21,5,0,430,14,22,34,36,36,31,6,7,0,178,515,777,1896,1664,2038,1614,302,34,0,8843,22,77,97,72,108,71,5,0,0,459,56,49,57,37,35,43,8,0,0,279,78,122,157,111,143,117,11,0,0,729,598,904,2047,1772,2181,1726,314,37,0,9577,557,225,476,417,553,1056,1678,1266,401,6630,64,92,191,162,201,170,107,117,49,1152,1219,1219,2710,2350,2936,2957,2099,1423,449,17361
5000,3257,3821,10245,12078,13134,11853,3527,560,27,58500,2925,1346,3728,3223,3246,6108,10226,5676,1977,38452,753,868,2061,2117,2081,1901,1398,881,413,12471,6931,6036,16031,17415,18455,19866,15145,7115,2421,109415,2058,5358,14364,15600,17973,15286,4223,652,50,75559,3433,2070,5230,7045,7136,7808,3740,814,79,37362,280,383,1478,1368,1484,1790,652,99,12,7548,248,292,577,539,515,449,221,133,32,2999,6014,8106,21653,24553,27111,25332,8841,1689,172,123469,318,458,762,662,691,638,109,3,0,3640,450,200,319,364,342,380,121,16,5,2199,766,665,1083,1023,1041,1014,229,19,7,5843,6778,8772,22731,25578,28150,26343,9071,1711,179,129304,6196,2584,6286,5866,5951,10624,20394,11431,3437,72767,1630,2010,5346,5518,5647,4831,3220,1802,707,30711,14606,13364,34362,36962,39751,41796,32681,14942,4317,232781
5001,666,585,1301,1553,1877,1599,440,45,5,8078,331,141,433,346,377,830,1798,1331,575,6156,40,34,78,88,99,115,121,102,71,758,1035,766,1816,1985,2357,2543,2360,1475,654,14988,323,705,1656,1714,2175,1643,350,29,4,8582,838,399,824,1095,1092,1219,553,77,8,6101,36,36,161,111,167,211,80,17,7,818,24,32,44,31,56,37,14,4,0,247,1217,1174,2689,2952,3486,3107,987,124,18,15751,42,51,66,44,54,42,10,0,0,311,96,32,54,29,37,57,25,0,0,327,137,79,121,75,91,103,29,0,0,638,1352,1252,2811,3033,3573,3205,1021,125,20,16392,727,283,771,612,637,1342,3254,2397,1002,11018,89,78,193,196,214,247,244,175,115,1550,2170,1611,3773,3839,4425,4793,4515,2701,1133,28964
5002,243,247,1003,993,755,533,134,16,0,3921,129,71,189,154,124,159,183,91,22,1120,61,67,230,158,152,105,53,13,10,848,435,374,1424,1310,1024,791,380,123,31,5887,90,287,1206,1254,1106,690,172,12,0,4817,262,115,367,434,289,232,117,17,0,1831,11,20,110,79,45,61,21,0,0,351,14,16,55,39,24,23,5,0,0,182,377,439,1735,1809,1473,1003,315,31,0,7176,32,28,50,34,24,24,0,0,0,189,19,16,21,19,18,11,0,0,0,111,48,46,73,54,46,35,0,0,0,299,426,482,1806,1859,1516,1035,320,31,0,7478,256,126,296,247,231,309,392,168,46,2074,125,139,403,304,329,227,112,36,16,1686,804,748,2504,2413,2075,1573,819,237,63,11236
5003,1533,1473,3415,3972,4121,2965,651,51,3,18189,768,332,1109,940,833,1766,3226,2032,807,11800,84,103,271,202,203,211,191,163,141,1571,2382,1907,4800,5117,5149,4947,4065,2244,957,31553,614,1741,4394,4857,5209,3688,589,24,0,21123,1740,925,1915,2500,2207,1904,826,93,4,12109,110,132,417,320,352,437,111,15,3,1897,45,58,120,114,89,50,21,3,3,505,2503,2853,6853,7792,7862,6085,1544,136,12,35640,124,143,216,174,170,148,21,0,0,994,265,95,140,115,115,94,26,5,0,847,388,239,351,292,282,239,40,5,0,1845,2899,3094,7202,8080,8141,6324,1585,141,12,37482,1677,565,1579,1452,1334,2781,5874,3745,1308,20320,167,224,610,532,530,498,397,279,224,3462,4749,3887,9396,10065,10003,9605,7859,4162,1539,61269
5004,752,530,1465,2195,2399,1791,491,53,5,9686,272,75,366,428,343,908,2194,1331,600,6515,58,37,128,126,112,135,148,126,48,922,1078,651,1957,2746,2849,2833,2834,1509,645,17118,312,612,1738,2326,2704,1772,362,32,5,9858,987,411,926,1517,1523,1447,677,88,4,7580,83,57,198,241,233,270,91,17,0,1191,35,24,42,69,50,35,9,11,7,282,1414,1099,2909,4149,4513,3529,1141,142,15,18915,24,37,67,44,59,33,6,0,0,271,86,23,43,53,44,52,18,0,0,322,115,56,107,98,102,84,24,0,0,592,1530,1155,3019,4245,4618,3616,1168,140,15,19509,639,158,484,578,563,1434,4045,2577,950,11430,99,78,305,319,311,292,282,241,85,2011,2264,1390,3811,5149,5485,5341,5494,2956,1045,32951
5005,185,215,480,521,606,496,130,19,0,2661,116,37,155,120,105,245,466,376,152,1771,30,24,57,87,65,56,66,53,17,462,333,277,692,728,777,803,670,447,168,4895,138,294,615,665,821,620,126,16,0,3298,201,113,284,321,320,332,146,25,0,1736,16,17,81,51,56,84,26,8,0,345,19,13,23,27,18,21,8,3,0,120,373,435,994,1066,1215,1065,303,49,5,5501,15,14,6,19,17,7,0,0,0,81,24,9,4,14,6,14,8,0,0,82,38,19,17,29,28,26,12,0,0,159,405,458,1011,1094,1242,1088,316,49,5,5661,258,51,195,157,170,404,875,697,241,3039,75,69,127,149,167,138,135,116,31,1001,737,578,1333,1398,1582,1627,1322,858,275,9700
5006,756,750,1617,1810,2118,1581,402,30,9,9073,341,179,512,409,410,744,1426,952,385,5360,90,95,210,233,191,160,146,114,86,1320,1188,1027,2340,2456,2710,2485,1980,1088,477,15759,359,840,2050,2229,2558,1931,396,24,5,10399,886,495,930,1039,1102,1012,441,64,3,5981,40,60,215,150,194,198,64,3,0,923,21,22,66,48,63,39,9,11,7,278,1309,1415,3263,3460,3919,3184,915,103,14,17580,56,81,97,92,111,79,9,0,0,523,118,39,59,62,61,74,18,0,0,434,174,119,152,152,167,152,30,0,0,954,1484,1528,3421,3621,4087,3332,941,105,8,18533,765,325,737,644,711,1272,2616,1755,674,9500,215,182,457,499,458,385,278,221,140,2827,2454,2033,4610,4767,5253,4994,3839,2078,828,30859
5007,477,678,1647,1530,1438,1046,230,15,0,7058,224,146,425,363,236,339,478,273,116,2603,71,93,234,195,152,141,82,29,23,1024,772,912,2308,2085,1829,1526,785,322,138,10682,369,1061,2595,2439,2330,1734,353,19,0,10889,478,257,690,687,503,494,199,22,0,3324,26,52,176,110,129,145,26,0,0,661,8,47,77,52,49,32,8,0,0,286,883,1417,3532,3289,3011,2403,582,45,0,15164,42,58,60,64,64,42,3,0,0,333,64,25,33,31,21,25,6,0,0,203,102,78,94,99,87,70,10,0,0,533,988,1491,3625,3389,3099,2471,594,45,0,15702,490,251,615,522,418,580,974,551,168,4577,137,219,499,432,378,341,210,76,30,2319,1616,1961,4745,4344,3889,3399,1770,669,202,22592
5008,248,290,1123,1146,822,367,60,0,0,4060,119,50,265,209,123,97,74,28,5,972,46,68,247,213,148,83,25,9,0,835,417,408,1633,1571,1092,544,164,37,8,5868,147,488,1659,1834,1381,727,119,0,0,6348,307,104,428,539,317,143,37,4,0,1870,23,18,181,140,72,67,9,0,0,508,14,10,54,30,19,9,4,0,0,135,489,619,2315,2536,1792,942,168,4,0,8866,18,15,36,26,30,18,0,0,0,143,40,11,24,12,13,7,3,0,0,106,56,26,59,39,35,22,4,0,0,254,545,645,2377,2578,1829,962,172,4,0,9117,259,81,314,255,172,154,150,54,6,1451,124,163,504,518,346,208,62,12,0,1940,924,890,3195,3353,2357,1328,384,75,11,12514
5009,35131,52006,119056,119468,109027,77945,18914,1634,112,533278,22419,9945,27178,28435,23424,39766,75671,49119,21479,297434,2091,2977,7614,6163,4935,4155,3932,3891,3362,39111,59635,64924,153847,154065,137390,121867,98515,54641,24953,869829,9675,44617,153597,158744,146711,97350,18065,1103,52,629908,44516,47422,63698,69463,58432,50902,22694,3352,209,360690,1862,3102,12113,9463,6930,7753,2354,261,24,43862,872,2117,4749,3330,2563,1671,534,187,58,16079,56923,97253,234162,241001,214639,157679,43646,4896,346,1050544,2302,4316,7004,5728,5646,4434,675,40,3,30146,9386,4043,4368,3786,2955,2833,983,84,8,28453,11685,8364,11366,9513,8607,7272,1658,129,13,58604,68608,105617,245532,250518,223249,164949,45301,5027,358,1109145,49202,19302,38490,38462,35481,62352,135122,90465,35064,503943,4330,6625,17597,15451,12755,10122,7808,6844,5234,86766,122135,131537,301619,304430,271487,237421,188232,102330,40664,1699854
5010,196,272,1060,936,578,381,68,4,0,3499,124,74,240,187,142,163,116,35,7,1090,55,74,235,180,148,89,34,4,0,813,377,413,1531,1299,868,633,215,44,12,5397,138,362,1559,1519,1096,760,120,4,0,5563,212,89,354,371,188,151,30,0,0,1396,17,30,149,124,80,71,15,0,0,480,11,25,66,59,16,24,0,0,0,201,377,508,2133,2068,1379,1002,174,6,0,7643,25,39,36,31,21,24,5,0,0,183,26,11,17,19,3,14,4,0,0,96,44,51,57,52,27,34,3,5,0,276,421,562,2192,2116,1408,1038,176,9,0,7916,261,119,315,248,216,261,211,79,23,1721,116,148,501,419,333,268,68,16,0,1877,793,825,3009,2783,1956,1568,455,103,25,11520
6000,2019,2568,6114,6781,8149,7757,1821,232,15,35461,1738,656,1810,1780,2297,5362,9063,4752,1497,28954,245,220,562,581,627,825,748,539,225,4568,3994,3446,8493,9142,11073,13940,11634,5523,1733,68980,1030,3010,7353,7702,9301,7995,1805,230,17,38451,2211,1686,3944,4668,5310,6274,2397,397,32,26920,179,206,755,629,746,997,300,45,3,3861,125,161,268,276,327,263,112,49,17,1592,3547,5064,12314,13281,15681,15536,4611,723,72,70824,234,403,468,339,461,437,61,7,0,2403,323,177,256,221,230,361,81,3,5,1662,552,578,728,562,689,805,139,11,3,4063,4101,5646,13040,13839,16372,16342,4752,734,76,74889,3836,1176,2626,2736,4069,9723,18021,9601,2611,54393,539,472,1180,1218,1331,1705,1684,1013,417,9563,8473,7288,16845,17797,21768,27767,24451,11346,3095,138850
6001,442,602,1199,1263,1273,1110,227,18,3,6138,297,160,404,338,424,811,1448,1009,433,5328,48,42,85,78,89,60,92,99,35,626,786,803,1692,1678,1786,1987,1767,1131,465,12090,156,642,1433,1385,1497,1213,194,4,0,6520,542,409,716,802,727,790,277,42,4,4308,25,26,155,97,108,140,32,8,0,588,11,22,40,25,32,31,12,3,3,176,731,1108,2343,2308,2360,2177,513,57,10,11597,45,78,115,80,76,69,3,0,0,471,64,30,47,49,48,50,6,0,0,303,106,108,161,128,124,120,9,0,0,770,840,1217,2509,2431,2484,2295,527,56,10,12368,636,270,599,533,741,1346,2633,1865,679,9302,94,82,161,162,197,147,170,166,65,1236,1572,1572,3264,3129,3415,3786,3328,2087,744,22902
6002,505,672,1605,1363,1526,1200,240,29,0,7147,303,146,427,367,472,884,1770,1142,472,5994,27,37,98,60,60,90,106,108,73,657,838,855,2131,1791,2056,2172,2117,1284,551,13796,205,706,1831,1556,1769,1260,226,18,0,7569,614,463,1066,868,900,929,314,57,0,5211,30,52,157,103,121,145,30,8,4,657,19,24,59,33,47,25,18,11,0,245,867,1247,3122,2565,2837,2359,587,93,8,13688,50,76,129,91,91,54,7,0,0,505,96,47,66,55,62,51,7,0,0,377,144,126,194,146,155,100,17,0,0,880,1014,1367,3317,2715,2991,2459,601,93,8,14564,663,278,632,559,816,1446,3183,2132,758,10469,59,65,198,143,144,189,212,197,118,1331,1741,1714,4142,3419,3950,4095,4001,2419,888,26364
6003,3251,5270,14893,12086,11309,8729,2124,193,15,57861,2452,1313,2936,2336,2282,4867,9915,6811,3021,35933,222,283,783,564,451,448,539,486,308,4080,5918,6865,18603,14979,14046,14038,12581,7488,3346,97873,808,4158,16351,13926,13802,9385,1563,108,4,60119,3852,4681,10495,8047,6548,6263,2737,379,20,43028,237,336,1281,923,779,861,284,36,5,4733,79,201,577,252,209,154,62,14,7,1563,4975,9385,28708,23152,21337,16653,4649,537,38,109439,278,660,1351,622,411,330,42,0,0,3700,1016,654,893,394,292,252,85,0,0,3581,1288,1319,2241,1020,709,576,128,4,4,7285,6264,10701,30947,24173,22040,17236,4776,539,40,116724,5481,2579,4873,3817,3962,8514,17818,12152,4838,64020,458,551,1594,1131,979,932,1004,850,470,7970,12194,13835,37415,29118,26977,26680,23599,13544,5344,188711
6004,1577,2176,5080,4399,4666,3575,854,49,9,22387,931,540,1233,1074,1069,1874,4029,2974,1370,15098,85,161,283,196,180,194,227,233,168,1726,2589,2879,6604,5670,5913,5649,5111,3259,1548,39212,446,2038,6060,5136,5560,3939,657,35,5,23871,1831,1748,3508,3004,2795,2530,1048,126,9,16591,138,134,467,290,297,365,109,12,0,1815,43,98,186,83,79,58,26,8,3,578,2454,4016,10219,8517,8726,6894,1839,176,22,42858,124,290,439,236,206,145,24,0,0,1460,341,226,262,136,130,137,23,5,0,1264,462,516,699,370,341,279,50,3,0,2725,2922,4526,10922,8885,9061,7179,1886,181,22,45580,2113,1010,1908,1653,1786,3175,7159,5323,2134,26262,206,361,654,418,402,397,418,402,259,3515,5242,5898,13481,10956,11245,10748,9461,5911,2417,75361
6005,244,286,594,607,771,686,137,18,0,3340,151,64,147,158,179,495,936,664,268,3060,16,26,28,36,39,45,56,60,24,337,407,370,772,804,994,1235,1128,737,293,6733,99,279,644,695,830,672,108,3,0,3317,289,195,414,400,480,544,173,25,5,2533,15,22,71,51,64,106,24,0,0,346,9,20,23,21,20,12,9,9,0,118,412,512,1157,1163,1388,1329,310,38,3,6317,17,28,46,25,35,27,0,0,0,188,39,18,18,22,17,25,7,0,0,151,49,54,65,48,53,53,10,0,0,337,468,563,1219,1212,1440,1385,323,42,3,6650,335,110,218,238,310,831,1720,1201,441,5407,46,40,70,91,89,92,109,95,51,684,846,711,1508,1536,1843,2307,2154,1340,496,12746
7000,781,1236,3314,3023,2805,1928,459,40,0,13577,1719,1378,2689,2067,1701,1580,1312,437,98,12984,271,316,828,688,646,541,275,70,3,3630,2769,2932,6831,5779,5149,4048,2039,544,105,30196,491,1411,4158,3808,3757,2732,637,71,3,17071,554,499,1196,1282,1060,858,329,47,4,5833,42,96,362,297,303,247,69,6,0,1435,67,103,204,165,142,92,48,8,0,840,1156,2108,5929,5558,5268,3932,1089,130,8,25174,249,349,615,418,303,144,25,0,4,2101,143,127,221,170,109,65,16,5,0,857,390,472,831,590,410,208,45,8,4,2957,1547,2581,6756,6150,5674,4144,1133,133,11,28134,3681,2746,5029,3914,3275,2972,2724,949,181,25475,575,716,1726,1480,1445,1239,644,185,16,8024,5803,6038,13513,11541,10393,8355,4509,1270,208,61635
7001,353,459,2033,1552,1353,1072,302,28,0,7153,320,159,421,380,273,380,486,270,109,2803,40,36,187,135,133,114,57,40,13,761,713,661,2639,2065,1768,1564,846,333,124,10716,208,593,2752,2232,1985,1623,380,22,0,9793,416,209,694,672,399,402,206,32,0,3039,28,26,211,136,114,93,44,0,0,652,9,26,86,49,36,25,8,3,0,242,659,855,3743,3092,2531,2148,643,56,0,13726,25,46,79,56,48,33,4,0,0,300,44,19,39,28,23,22,10,4,0,198,65,67,122,84,71,61,14,4,0,493,725,924,3861,3174,2608,2213,658,60,0,14220,672,280,639,567,459,615,924,487,155,4800,91,77,371,280,241,225,122,62,19,1488,1490,1283,4872,4023,3313,3048,1701,604,176,20512
7002,1854,3012,9807,8196,6414,4297,1073,94,0,34744,1268,527,1628,1307,982,1558,2671,1385,363,11691,254,343,1062,815,611,468,296,162,63,4065,3375,3880,12488,10319,8006,6319,4040,1639,430,50497,746,3801,13113,11567,9725,6233,1380,95,12,46662,2190,1949,4422,3387,2272,1786,862,119,6,16985,126,216,970,715,518,508,167,15,0,3233,85,160,395,243,184,141,36,9,7,1248,3144,6128,18894,15917,12698,8663,2444,233,20,68133,168,246,460,304,251,239,45,6,0,1726,358,152,257,157,115,98,40,9,0,1183,526,400,721,464,363,337,87,9,0,2907,3672,6530,19619,16377,13060,8998,2534,239,17,71039,2702,1134,2661,2172,1810,2791,5101,2745,654,21771,520,804,2231,1709,1390,1041,656,301,107,8754,6890,8469,24509,20253,16262,12824,8287,3287,779,101561
8000,41,48,78,86,87,62,13,0,0,414,25,20,21,13,13,37,35,23,3,195,6,6,7,11,10,18,9,0,0,64,68,69,110,106,108,112,59,24,3,669,11,41,107,112,117,69,13,0,0,468,42,38,39,39,44,42,15,6,0,260,7,0,19,9,8,0,0,0,0,52,0,0,0,4,0,0,0,0,0,11,57,78,158,164,170,112,37,6,0,792,4,12,10,9,6,0,0,0,0,36,13,7,4,0,3,0,0,0,0,24,19,13,7,10,3,0,0,0,0,62,79,95,167,177,175,117,41,6,0,852,50,28,34,28,25,62,78,35,10,355,9,12,24,42,43,34,25,3,0,194,133,136,230,243,241,215,145,50,9,1398
8001,8473,15139,35564,32283,26318,15758,3544,319,30,137429,4775,2166,4647,4058,3719,9145,16105,10450,4181,59237,587,911,1834,1264,922,732,776,593,462,8084,13838,18211,42040,37608,30955,25638,20419,11359,4674,204753,2434,14327,49655,46189,39765,21245,3557,217,16,177398,10582,12454,15863,14537,10066,8447,3923,635,58,76559,765,928,3350,2829,1769,1636,495,46,15,11832,145,425,1033,600,396,203,77,20,5,2910,13923,28136,69907,64152,51994,31529,8048,928,88,268700,351,793,1513,1006,787,592,94,11,0,5142,2142,1004,838,527,388,405,174,20,0,5494,2495,1794,2352,1532,1171,993,266,26,0,10640,16411,29927,72253,65691,53166,32531,8320,957,88,279340,10642,4546,7521,6040,6162,15670,28636,18720,6926,104856,1198,1948,3947,2755,2005,1643,1468,1099,740,16791,28249,36425,83719,74476,61337,49833,38421,20774,7756,400982
9000,61,76,168,224,238,261,102,23,0,1133,26,17,28,39,39,81,138,84,30,482,14,16,48,50,38,46,24,25,6,269,103,104,240,310,316,384,267,135,34,1891,29,78,209,276,315,321,107,11,0,1350,70,41,91,128,114,153,96,23,3,723,7,6,19,20,21,31,21,4,0,131,4,5,10,7,10,5,6,0,0,47,110,136,335,426,461,516,229,41,4,2251,0,0,0,7,6,13,0,0,0,27,0,0,0,3,3,11,0,0,0,32,0,6,0,9,7,25,3,0,0,56,109,140,338,437,471,536,234,39,3,2307,57,39,140,109,91,137,283,167,57,1084,21,32,103,92,102,97,72,47,8,576,189,218,583,642,665,772,586,257,66,3965
