SUA_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
2015,0,0,0,0,442,446,8,0,0,0,411,424,276,17,6,0,628,934,493,36,66,4,242,837,483,50,97,13,217,855,556,36,138,12,144,890,569,38,139,43,56,843,354,14,41,57,25,492,81,6,16,63,4,171,2819,197,501,190,2176,5879,0,0,0,0,428,436,11,0,0,0,371,389,329,31,13,5,563,940,531,56,79,10,264,941,515,88,191,21,228,1045,566,64,201,62,111,1007,553,39,163,154,42,957,245,10,53,279,21,604,53,3,21,213,10,293,2811,295,731,743,2041,6615,0,4,0,0,876,880,25,0,0,0,781,809,600,48,20,5,1195,1869,1022,93,149,9,510,1785,1001,141,287,29,441,1900,1127,97,337,74,262,1899,1123,76,297,198,102,1800,601,21,94,337,42,1098,136,7,36,276,15,465,5635,492,1224,934,4219,12493
2016,3,0,0,0,1676,1679,49,0,3,3,1573,1626,1096,85,58,0,2265,3503,1938,120,165,9,929,3158,1866,205,388,28,705,3184,1875,202,469,55,444,3039,1755,110,372,119,211,2570,1095,45,160,206,88,1591,314,9,26,173,18,546,9992,772,1637,600,7906,20902,6,0,0,0,1569,1575,109,12,3,5,1422,1541,1443,109,73,11,2159,3792,1946,230,256,31,913,3376,1816,227,555,75,571,3236,1810,232,641,182,380,3250,1655,102,523,437,157,2874,865,25,200,657,46,1797,151,0,57,634,23,862,9799,932,2309,2029,7230,22300,10,0,0,0,3244,3248,154,8,5,6,2992,3166,2542,189,131,15,4422,7295,3886,352,420,33,1844,6540,3677,431,940,103,1274,6425,3687,431,1113,236,823,6290,3409,216,897,562,365,5443,1964,67,360,864,140,3386,468,7,80,808,42,1406,19789,1709,3949,2627,15133,43207
2017,0,0,0,0,304,300,12,0,0,0,323,339,278,11,10,0,477,774,429,21,35,0,152,638,344,21,60,3,126,559,426,34,96,12,86,653,383,21,76,22,36,531,245,5,37,32,18,334,86,3,0,53,9,153,2189,116,323,125,1530,4281,0,0,0,0,261,261,25,3,0,0,328,353,345,26,12,3,477,866,403,48,56,5,182,698,359,45,76,8,94,575,411,40,114,36,74,673,352,20,79,97,35,588,197,8,49,216,11,477,47,5,8,206,5,266,2131,184,405,576,1459,4763,0,0,0,0,565,563,34,6,0,0,646,690,628,36,24,3,952,1643,832,66,92,6,337,1338,697,63,138,15,220,1133,833,70,209,42,159,1321,733,40,160,119,67,1116,436,10,84,250,27,813,132,4,10,259,9,417,4323,298,729,695,2992,9037
2018,0,0,0,0,1241,1242,15,0,0,0,1186,1205,679,57,35,0,1990,2770,1214,140,172,6,936,2468,1241,191,326,20,751,2524,1440,136,517,46,480,2619,1500,112,427,114,223,2367,893,40,158,185,63,1335,242,7,27,153,16,457,7222,696,1665,526,6885,16991,0,0,0,0,1195,1198,32,15,0,0,1180,1233,912,99,69,9,1911,3000,1291,163,234,27,898,2616,1286,193,500,63,570,2607,1591,174,680,188,339,2968,1409,124,473,443,94,2538,663,30,165,651,35,1539,123,7,19,589,33,765,7313,803,2140,1965,6240,18460,3,0,0,0,2437,2434,50,14,3,5,2368,2440,1586,157,103,14,3903,5760,2508,304,408,38,1834,5089,2531,385,825,78,1319,5134,3031,312,1193,236,819,5586,2904,236,896,555,309,4902,1554,74,324,833,98,2879,365,14,50,747,49,1221,14533,1492,3804,2492,13131,35452
2019,0,0,0,0,608,610,8,0,0,0,452,463,315,21,18,0,732,1086,551,45,58,0,405,1062,592,62,135,11,305,1102,661,75,199,32,194,1153,709,47,186,65,115,1115,534,22,65,106,35,755,165,0,17,88,7,285,3529,276,673,300,2857,7646,0,0,0,0,576,578,26,0,0,0,481,516,393,32,24,0,741,1192,599,80,110,8,369,1158,609,103,249,21,298,1285,699,89,291,75,174,1329,714,50,248,191,82,1284,420,23,103,362,46,959,97,0,28,372,14,509,3559,379,1053,1029,2777,8806,3,0,0,0,1184,1188,40,0,0,0,938,980,707,53,45,0,1473,2282,1146,122,168,10,777,2229,1202,168,388,29,601,2388,1360,165,491,105,360,2478,1428,93,428,253,198,2399,955,40,165,471,80,1714,261,3,38,462,26,795,7099,657,1725,1332,5637,16453
2020,0,0,0,0,1172,1173,24,3,0,4,1066,1092,901,52,39,3,1698,2694,1425,93,142,8,716,2378,1426,142,278,18,531,2392,1601,112,372,38,338,2468,1730,80,332,100,154,2399,1059,36,133,139,42,1416,217,3,25,147,8,411,8381,527,1320,456,5732,16419,0,0,0,0,1185,1189,45,4,0,0,1072,1121,1140,83,67,9,1690,2988,1456,126,231,19,720,2554,1564,169,406,50,462,2656,1724,137,565,158,274,2851,1595,91,433,307,133,2559,801,12,177,516,26,1534,101,8,29,482,12,636,8440,635,1908,1529,5581,18089,0,0,0,0,2359,2362,72,8,0,4,2132,2216,2043,133,103,12,3390,5681,2883,219,375,22,1433,4929,2984,312,687,69,997,5047,3325,251,935,198,611,5318,3322,170,767,408,289,4958,1867,53,307,655,71,2949,315,14,56,629,24,1045,16823,1165,3226,1983,11306,34506
2021,0,0,0,0,1071,1073,14,0,0,0,902,918,615,44,25,8,1566,2255,1116,76,117,7,738,2056,1254,102,239,11,495,2105,1375,100,287,43,319,2133,1384,76,246,83,153,1942,750,32,92,129,49,1046,233,3,13,123,16,386,6738,441,1030,403,5311,13915,0,0,0,0,1055,1055,23,4,0,0,906,931,731,64,49,6,1439,2292,1192,113,177,8,735,2228,1341,162,377,33,464,2383,1416,131,490,115,332,2497,1285,78,366,319,132,2179,612,22,152,492,47,1329,125,3,36,497,24,681,6734,583,1647,1476,5141,15570,0,0,0,0,2126,2129,37,3,3,4,1801,1851,1348,105,73,10,3008,4543,2307,191,296,12,1471,4287,2594,271,618,46,966,4493,2794,240,776,161,655,4622,2672,155,617,400,284,4121,1358,58,240,618,97,2376,358,9,49,617,39,1073,13469,1018,2677,1874,10444,29490
3000,42,12,9,10,21913,21977,535,76,18,8,17862,18496,11507,824,657,46,28301,41337,21875,1934,2521,117,15804,42255,27020,2973,6148,381,13721,50245,33232,3245,9847,1128,10284,57737,32011,2823,9300,2513,4508,51158,15812,954,3459,2928,1504,24659,3075,131,477,1805,325,5816,145104,12976,32432,8937,114226,313688,40,7,0,4,20070,20122,886,67,24,14,15924,16913,14606,1130,843,92,24701,41370,23736,2407,3135,343,13541,43166,28612,2930,6818,962,10370,49692,34577,2840,9816,2842,6199,56267,28020,1660,7323,6093,2302,45399,10973,415,2349,7855,643,22238,1381,56,406,5311,188,7334,142824,11512,30713,23516,93934,302494,74,15,11,11,41976,42095,1414,149,44,21,33792,35413,26111,1961,1496,135,53005,82708,45608,4344,5662,463,29349,85421,55635,5904,12964,1340,24093,99933,67806,6084,19660,3976,16482,114001,60036,4478,16624,8609,6811,96555,26788,1367,5807,10790,2149,46900,4458,183,879,7114,515,13151,287930,24488,63141,32452,208165,616182
3001,0,0,0,0,329,329,3,0,0,0,503,512,206,11,19,3,1148,1390,447,49,69,0,535,1100,491,73,154,0,334,1058,496,52,182,19,178,924,393,30,166,34,58,678,134,11,49,26,19,236,12,0,0,6,0,23,2188,222,644,85,3099,6238,0,0,0,0,371,366,12,0,0,0,581,589,281,31,29,4,1092,1437,522,61,97,9,402,1090,470,66,174,22,202,930,468,57,195,38,101,856,320,17,102,66,22,528,78,4,37,50,0,171,3,0,3,24,0,29,2157,240,639,198,2769,6011,0,0,0,0,693,697,18,5,0,0,1084,1103,484,43,43,8,2244,2826,977,110,172,7,931,2190,961,141,333,22,540,1991,960,108,378,57,274,1778,711,52,271,97,76,1199,217,16,83,70,19,405,21,0,7,25,0,51,4346,467,1279,284,5867,12251
3002,76,25,13,23,77938,78078,1893,145,54,36,83868,85994,50407,2832,2784,135,123512,179667,101168,6699,9928,356,53514,171666,96176,8211,17665,871,32311,155235,81839,6261,19272,1934,17313,126609,66524,3979,14532,4056,7227,96316,35841,1548,5601,5722,2399,51096,8674,269,956,4939,658,15503,442594,29958,70803,18066,398726,960160,103,26,14,14,74435,74582,3686,309,84,42,81001,85130,66084,4762,4531,277,110749,186392,107917,9313,14318,991,47214,179745,96499,10035,25110,2788,28695,163125,79333,7193,27543,6734,14240,135039,60299,4087,21300,14803,6214,106703,26113,1243,8586,21261,2325,59526,4384,168,1861,18561,1035,26016,444415,37124,103348,65460,365911,1016262,177,49,27,32,152373,152657,5581,451,138,79,164870,171126,116490,7589,7310,411,234259,366059,209085,16006,24252,1345,100722,351411,192672,18240,42779,3654,61015,318363,161173,13451,46811,8666,31553,261654,126827,8064,35832,18858,13434,203018,61950,2791,14183,26978,4721,110618,13060,435,2818,23500,1700,41514,887013,67079,174153,83526,764642,1976418
3003,5,0,0,0,2192,2197,71,0,0,3,1769,1851,1119,93,78,5,2629,3919,1967,173,236,9,1270,3653,2223,295,518,28,1054,4119,2721,273,807,67,713,4582,3196,226,757,226,322,4722,2212,100,387,357,131,3186,532,9,74,293,32,940,14042,1173,2856,990,10110,29171,6,6,0,0,1981,1988,146,14,5,0,1767,1932,1425,178,123,15,2452,4197,2160,292,363,29,1249,4094,2367,330,832,107,881,4513,2910,338,1085,314,502,5152,3121,213,892,776,200,5210,1667,75,414,1294,83,3532,275,4,74,1011,31,1396,14077,1457,3793,3549,9142,32018,9,6,0,4,4171,4186,215,19,6,3,3536,3779,2545,271,204,18,5083,8114,4131,472,595,35,2515,7748,4588,627,1354,135,1938,8631,5635,610,1893,382,1218,9736,6318,441,1653,1004,523,9930,3880,180,799,1655,213,6723,805,17,151,1303,62,2337,28123,2633,6650,4537,19252,61189
3004,3,5,0,0,4810,4815,97,9,0,5,4173,4283,2171,158,137,15,7315,9790,4685,405,637,20,4179,9926,5546,558,1393,60,3121,10686,5163,540,1686,148,2035,9565,4227,349,1410,335,984,7301,2024,123,531,366,292,3335,456,26,76,292,56,908,24381,2167,5864,1239,26959,60613,5,3,0,0,4596,4610,145,18,4,8,4087,4254,2957,261,243,27,7195,10689,5565,581,974,69,4032,11219,5754,744,1872,238,2746,11352,4868,573,2147,548,1490,9627,3585,328,1621,1067,525,7132,1374,93,578,1285,140,3463,243,11,99,951,30,1337,24488,2613,7543,4193,24845,63679,13,6,0,4,9406,9428,242,26,10,12,8260,8537,5132,414,380,37,14513,20478,10249,981,1611,92,8212,21147,11300,1303,3262,301,5868,22038,10028,1107,3833,696,3518,19190,7817,676,3029,1400,1511,14428,3403,215,1108,1645,426,6799,697,40,179,1240,88,2244,48876,4782,13406,5430,51802,124294
3005,0,0,0,0,517,517,16,0,0,0,467,481,376,24,17,0,704,1122,706,33,79,0,290,1103,599,55,99,9,163,927,515,47,114,11,80,769,220,14,64,31,21,349,75,5,20,11,9,125,14,0,3,8,11,34,2518,184,391,74,2259,5418,0,0,0,0,427,429,23,0,0,0,440,465,442,32,31,0,603,1117,751,58,78,8,227,1121,548,47,114,12,121,840,431,45,108,38,48,670,179,14,49,45,9,301,48,3,19,52,3,126,9,0,0,34,3,47,2429,206,401,197,1879,5108,0,0,0,0,943,944,43,0,0,0,906,947,813,61,41,3,1311,2239,1451,93,150,8,515,2217,1142,107,209,21,279,1763,942,93,221,48,124,1437,397,26,109,76,32,646,131,5,37,66,13,254,23,0,4,43,11,79,4950,389,784,266,4141,10530
3006,0,0,0,0,1512,1519,29,3,0,0,1252,1291,837,82,73,0,1965,2958,1589,188,194,6,1019,2996,1785,205,389,24,733,3137,1776,169,526,59,463,2991,1157,108,341,93,120,1825,461,29,93,104,49,738,95,8,12,79,8,205,7730,782,1633,374,7127,17650,0,0,0,0,1486,1483,61,12,4,0,1187,1260,1150,123,98,7,1740,3113,1714,224,239,20,882,3083,1821,230,528,47,542,3161,1647,158,507,145,225,2678,971,69,322,282,47,1695,339,27,111,366,10,851,47,0,8,257,8,314,7735,841,1822,1111,6121,17646,0,0,0,0,2997,3003,88,12,9,0,2441,2553,1987,206,171,10,3700,6074,3300,411,433,25,1904,6080,3604,439,919,73,1275,6301,3424,325,1033,201,687,5672,2127,178,668,375,175,3516,801,47,208,465,64,1585,141,6,18,337,13,520,15469,1629,3455,1490,13250,35298
3007,13,0,10,5,20175,20201,352,15,9,11,20221,20617,10913,552,668,43,32337,44513,24539,1741,2787,81,15286,44442,25870,2417,5616,233,10096,44239,23906,1865,6895,583,5716,38957,22351,1563,6289,1312,2514,34031,13825,638,2805,2133,820,20220,3469,131,510,1950,250,6316,125245,8929,25583,6349,107415,273525,27,3,8,0,19596,19631,701,65,13,6,20816,21596,15111,1158,1099,58,30753,48171,27167,2540,4299,260,13953,48221,26836,3160,8259,799,8681,47737,23840,2472,10384,2109,4680,43486,20754,1535,8625,5093,2004,38005,10104,505,3694,7547,624,22476,1751,79,874,6747,219,9674,126297,11510,37251,22624,101325,299006,43,3,11,3,39769,39832,1058,79,17,20,41036,42213,26025,1710,1765,95,63085,92682,51712,4285,7085,343,29237,92660,52705,5582,13872,1038,18783,91977,47745,4336,17279,2692,10398,82452,43105,3093,14919,6405,4517,72033,23924,1143,6500,9683,1442,42694,5226,209,1388,8700,467,15985,251542,20439,62832,28975,208742,572532
3008,0,0,0,0,766,765,18,0,0,0,574,600,356,29,26,6,836,1249,518,56,67,0,448,1101,663,83,184,3,303,1240,719,78,236,26,243,1301,833,56,236,63,98,1280,534,25,93,75,38,765,158,10,20,81,13,280,3800,337,870,251,3316,8581,0,0,0,0,713,714,39,3,0,0,545,589,417,56,42,3,723,1239,614,112,158,16,440,1339,703,121,300,31,306,1450,730,105,393,94,179,1500,809,58,332,219,79,1504,406,15,145,399,24,992,74,3,31,347,14,477,3797,479,1402,1120,3009,9798,0,0,0,0,1478,1484,64,0,3,0,1119,1184,776,81,63,8,1556,2489,1134,172,225,13,889,2434,1365,202,481,35,606,2688,1446,183,624,123,420,2806,1641,117,569,283,177,2783,939,42,242,477,57,1759,233,19,52,427,29,754,7597,818,2271,1369,6329,18388
3009,4,0,0,0,1489,1493,32,0,0,0,1085,1121,630,56,41,0,1575,2292,1275,141,164,10,912,2496,1606,171,422,26,782,3010,2219,207,675,70,526,3689,3218,216,839,220,274,4768,2172,105,354,373,102,3101,488,20,61,230,24,823,11632,910,2553,931,6771,22799,0,0,0,0,1494,1496,65,5,0,0,988,1054,839,105,78,7,1552,2588,1492,222,308,33,940,2996,1804,292,680,76,747,3601,2520,298,1006,274,441,4531,3158,199,973,726,212,5266,1611,68,411,1132,80,3293,234,10,87,832,25,1190,11728,1189,3541,3087,6482,26027,7,0,0,0,2980,2986,96,10,0,0,2074,2179,1468,161,117,7,3128,4889,2763,363,471,38,1854,5498,3413,463,1099,110,1531,6614,4736,499,1680,337,969,8222,6379,417,1814,950,487,10036,3783,170,761,1502,177,6389,720,28,145,1068,49,2010,23356,2103,6096,4015,13253,48828
3010,0,0,0,0,324,330,20,4,0,0,291,316,207,17,6,0,484,721,279,31,40,0,211,557,305,40,63,9,127,533,363,32,89,8,78,574,371,22,87,28,43,551,226,9,60,35,15,343,67,7,3,34,10,115,1839,150,349,108,1582,4029,0,0,0,0,332,335,23,3,0,0,324,349,231,26,24,0,409,694,303,54,56,8,169,593,337,45,88,9,122,609,342,34,130,40,73,616,371,30,104,124,31,658,164,8,45,129,14,357,34,0,8,156,3,204,1810,203,451,469,1477,4409,0,0,0,0,654,661,43,6,0,0,616,663,434,47,30,0,897,1412,583,86,99,8,379,1150,635,82,152,16,248,1135,706,67,212,51,146,1190,741,46,189,156,77,1204,397,15,102,165,30,702,101,4,6,189,10,315,3646,356,808,576,3059,8440
3011,3,0,0,0,2602,2606,53,6,4,0,2546,2609,1602,98,90,4,3863,5652,3125,284,379,7,1911,5709,3176,320,771,33,1246,5551,3220,261,931,110,827,5346,2338,157,601,194,289,3580,1137,48,223,226,106,1741,319,12,35,197,28,588,14969,1202,3031,767,13414,33386,0,6,0,0,2478,2489,137,8,0,7,2413,2572,2111,183,177,13,3396,5883,3285,408,517,43,1531,5786,3185,410,924,91,916,5527,3056,288,990,293,502,5124,2032,138,614,623,143,3549,850,47,269,869,65,2101,175,5,49,709,23,961,14828,1491,3552,2640,11479,33997,3,5,0,0,5083,5093,191,18,3,7,4958,5179,3720,281,268,13,7258,11535,6410,696,898,48,3439,11493,6360,735,1702,122,2163,11083,6269,548,1923,397,1331,10470,4367,299,1221,815,431,7125,1983,102,493,1091,170,3843,497,16,89,910,51,1552,29798,2689,6578,3410,24894,67384
3012,6,0,0,0,848,854,36,3,0,0,745,788,381,43,23,0,1045,1486,612,109,91,8,643,1467,792,122,204,12,478,1612,1003,123,374,37,384,1920,1317,109,368,97,170,2054,761,34,158,128,57,1141,165,12,23,103,13,316,5079,543,1240,397,4383,11643,3,0,0,0,718,726,41,0,0,0,593,633,422,45,31,0,721,1232,664,114,136,13,457,1385,840,140,274,47,373,1674,1115,148,423,132,230,2053,1220,80,394,332,100,2126,539,28,158,468,34,1224,84,0,32,378,8,509,4934,565,1445,1376,3233,11558,11,0,0,0,1567,1576,75,8,0,3,1335,1423,801,89,55,5,1768,2716,1282,217,220,27,1103,2847,1629,260,478,65,857,3279,2121,270,794,170,616,3975,2536,183,762,434,269,4181,1307,60,321,594,83,2369,252,14,54,482,20,825,10014,1107,2691,1763,7621,23197
3013,0,0,0,0,628,632,18,3,0,0,634,659,401,21,20,0,1161,1611,643,45,72,0,541,1302,603,55,117,13,348,1137,542,65,170,29,238,1032,245,34,93,30,78,485,116,9,33,51,27,243,22,0,8,12,13,50,2597,240,520,137,3662,7156,0,0,0,0,537,538,39,5,0,0,616,660,531,35,28,4,1067,1672,700,66,82,4,464,1321,561,64,136,30,289,1083,467,51,160,48,116,842,197,18,77,90,39,425,83,3,25,102,7,224,7,0,3,47,0,65,2586,244,523,339,3144,6831,4,0,0,0,1172,1170,57,5,0,0,1255,1320,932,58,53,5,2232,3284,1347,111,160,9,1000,2625,1163,119,258,46,635,2222,1007,115,331,75,351,1878,448,54,173,123,115,907,198,14,60,158,36,465,31,0,13,63,9,114,5186,481,1043,470,6803,13992
3014,4,0,0,0,2721,2729,75,10,4,3,2528,2622,1719,124,86,10,3687,5623,2877,243,364,14,1764,5248,2580,284,594,36,1180,4667,2679,261,716,107,761,4517,2189,161,522,175,334,3378,1177,47,227,226,96,1772,331,7,41,247,30,654,13623,1125,2550,808,13098,31206,6,0,0,0,2514,2515,152,12,3,0,2400,2570,2049,186,156,4,3143,5536,2799,316,465,35,1472,5091,2583,325,799,98,985,4784,2640,287,920,289,517,4651,1901,134,620,529,216,3401,927,36,277,936,79,2257,167,3,63,742,58,1033,13223,1294,3302,2633,11388,31837,9,0,0,0,5233,5248,232,14,11,5,4930,5190,3765,308,243,10,6826,11158,5675,557,830,50,3238,10341,5164,604,1391,138,2163,9457,5321,546,1635,399,1277,9174,4095,294,1142,698,549,6774,2107,83,498,1161,180,4028,491,12,104,988,84,1683,26845,2423,5852,3439,24486,63041
3015,8,0,4,0,11343,11351,223,20,11,3,8983,9242,5444,279,310,21,13511,19559,12884,861,1397,45,6917,22098,15316,1274,3057,133,4950,24729,15273,1098,3943,351,3188,23858,15856,790,3498,782,1421,22345,9463,317,1512,1318,484,13089,2497,66,283,1208,114,4165,76963,4700,14002,3862,50910,150441,16,6,0,0,10992,11017,443,31,18,3,9047,9539,7530,484,538,31,12772,21357,14422,1392,2079,147,6688,24733,15789,1712,4665,411,4732,27306,16136,1361,5952,1195,2893,27537,14781,814,5107,2910,1049,24665,7043,262,2168,4711,345,14530,1313,50,454,4106,136,6065,77478,6120,20979,13516,48660,166753,25,6,5,0,22336,22369,663,51,27,6,18030,18780,12973,761,846,53,26288,40917,27308,2251,3475,197,13604,46836,31101,2993,7717,541,9686,52035,31406,2468,9896,1547,6079,51398,30643,1597,8603,3694,2473,47013,16513,573,3680,6024,827,27618,3808,118,737,5313,250,10225,154443,10819,34983,17379,99575,317195
3016,4,0,0,4,4874,4880,192,10,5,6,4267,4484,3192,154,159,5,5637,9149,5061,399,542,16,2180,8205,5069,465,879,43,1527,7987,4924,336,1075,118,1024,7470,4724,226,844,260,458,6507,2903,88,334,428,167,3918,805,16,82,353,40,1298,26875,1694,3916,1236,20186,53907,17,0,0,0,4684,4706,375,25,9,0,4165,4580,4036,306,289,24,5076,9732,5348,591,762,88,2186,8974,5207,605,1454,187,1392,8841,5071,427,1671,446,869,8488,4441,256,1423,1094,400,7619,2273,92,639,1762,166,4943,420,10,123,1620,86,2261,27201,2314,6362,5228,19031,60134,26,3,0,4,9557,9586,574,37,14,7,8437,9068,7230,465,446,32,10707,18880,10405,986,1305,107,4373,17178,10280,1069,2333,224,2920,16826,9992,765,2744,567,1895,15961,9168,482,2262,1357,858,14126,5177,180,976,2192,329,8861,1221,33,203,1973,130,3564,54077,4007,10284,6459,39210,114043
3017,9,7,0,4,6012,6027,186,18,0,0,7467,7683,3433,243,228,13,9583,13490,5915,559,798,22,4140,11439,6231,673,1378,93,2787,11162,5786,509,1651,173,1716,9836,4638,329,1141,335,685,7135,2277,126,400,407,230,3436,500,12,54,265,64,894,28979,2465,5656,1312,32684,71089,4,0,0,0,6165,6178,271,24,6,8,6542,6848,4199,405,308,33,8119,13068,6440,809,1101,71,3734,12157,6273,861,2015,202,2329,11683,5729,565,2200,527,1212,10233,4035,345,1500,1131,398,7407,1699,99,576,1543,146,4059,243,9,96,1217,51,1611,28893,3114,7806,4733,28699,73250,18,11,0,9,12178,12203,462,37,9,13,14010,14528,7633,648,537,40,17700,26559,12359,1359,1903,94,7875,23596,12499,1537,3393,303,5113,22846,11511,1075,3856,698,2927,20069,8678,673,2644,1462,1088,14540,3973,223,974,1947,375,7493,741,15,154,1487,109,2506,57873,5581,13463,6047,61383,144347
3018,0,0,0,0,490,490,13,4,0,0,433,452,252,19,13,3,565,858,331,30,53,0,247,660,445,54,117,5,180,802,589,46,154,16,152,959,642,52,147,43,85,975,436,12,62,97,32,631,102,4,7,62,3,176,2810,219,559,228,2194,6005,0,0,0,0,441,441,24,0,0,0,384,405,293,21,25,6,531,872,408,67,73,6,217,774,511,65,163,23,185,959,655,61,208,51,118,1088,611,32,187,164,58,1050,337,18,91,270,20,733,42,0,16,226,13,294,2880,269,765,743,1976,6633,0,0,0,0,931,931,37,4,0,0,816,854,547,40,38,3,1101,1729,738,95,129,10,461,1436,960,121,284,29,376,1765,1237,104,362,70,272,2051,1251,87,334,210,144,2027,769,28,154,365,54,1366,144,5,24,285,17,465,5684,486,1319,966,4166,12634
3019,0,4,0,0,703,709,16,0,0,0,452,470,339,13,12,0,711,1070,666,44,67,0,394,1176,778,88,169,5,264,1304,906,60,222,20,207,1419,802,44,160,60,73,1144,462,16,68,51,15,620,107,0,10,61,0,178,4067,275,712,204,2826,8086,0,0,0,0,578,576,24,4,0,0,469,491,418,27,31,5,640,1116,740,73,106,5,314,1242,811,81,208,22,212,1342,892,69,323,67,143,1508,715,42,191,168,33,1151,351,8,65,243,25,689,54,0,18,222,7,298,4010,305,947,737,2428,8423,3,4,0,0,1282,1289,36,4,0,0,919,965,753,37,41,5,1352,2190,1405,115,176,12,704,2410,1585,169,379,28,478,2646,1803,130,548,91,355,2926,1521,90,352,230,106,2302,810,26,134,299,44,1310,162,0,27,275,12,480,8079,582,1661,938,5254,16510
