SUA_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
4000,26,0,0,4,7498,7530,215,12,4,3,6225,6467,4019,195,189,15,9327,13743,7980,609,811,38,5149,14586,10056,891,2084,140,4666,17834,12918,1153,3681,381,3729,21863,13594,908,3426,948,1576,20453,7006,278,1138,1141,478,10035,1541,52,166,952,113,2817,57357,4097,11498,3623,38754,115330,29,0,0,0,6757,6794,341,27,6,3,5160,5540,5073,341,247,26,7738,13424,8769,765,1000,89,4000,14628,10579,976,2395,366,3319,17628,13367,909,3519,1051,2134,20978,12396,538,2622,2437,691,18687,5212,148,883,3465,227,9928,758,23,144,2967,92,3995,56537,3721,10815,10410,30122,111605,54,0,0,4,14258,14322,559,42,13,9,11381,12004,9096,541,436,41,17061,27167,16752,1377,1814,129,9151,29212,20640,1865,4474,509,7981,35468,26288,2061,7206,1426,5865,42841,25993,1444,6048,3386,2266,39144,12213,420,2018,4608,706,19968,2300,81,306,3917,208,6809,113897,7821,22315,14031,68874,226935
4001,24,13,10,11,39549,39600,878,62,33,14,45047,46030,27954,1176,1290,50,65337,95811,52948,3205,4972,151,28632,89907,49696,4168,9607,513,20786,84773,48637,3589,12502,1259,13571,79557,44203,2448,9881,2785,5523,64840,25982,890,3883,3938,1502,36205,7753,195,740,4547,375,13606,258068,15741,42921,13262,220338,550334,52,13,9,6,37390,37476,2078,167,60,14,41673,43992,36846,2025,2149,131,55135,96288,55561,4435,7253,546,24867,92653,49912,5134,13716,1562,16998,87317,48403,4155,17764,4257,10942,85517,41587,2409,14781,10031,4717,73529,20190,763,5914,16057,1466,44388,3919,124,1509,16277,576,22406,258544,19218,63152,48885,193765,583562,77,23,20,17,76943,77073,2951,229,88,28,86724,90022,64800,3205,3445,178,120471,192093,108502,7637,12224,698,53500,182556,99603,9300,23327,2076,37778,172090,97041,7740,30265,5520,24517,165080,85791,4859,24662,12813,10240,138364,46170,1652,9797,19996,2971,80593,11669,318,2248,20823,954,36015,516612,34963,106079,62143,414107,1133898
4002,0,0,0,0,938,940,27,0,0,0,774,805,467,37,23,0,1214,1751,848,72,103,3,555,1583,972,104,216,16,457,1762,1104,84,310,33,311,1838,1114,71,271,65,101,1621,644,18,78,117,33,887,171,0,19,110,10,310,5344,391,1012,350,4397,11494,0,0,0,0,925,928,35,5,0,0,754,798,637,71,55,0,1076,1844,945,97,181,3,526,1760,1046,133,324,38,397,1936,1149,105,421,113,210,1996,1030,58,301,254,77,1727,491,24,103,448,33,1101,78,8,25,390,0,512,5418,496,1415,1253,4011,12595,0,0,0,0,1864,1868,61,5,0,0,1530,1600,1109,107,79,7,2289,3586,1794,174,281,14,1085,3341,2017,237,542,53,856,3699,2250,184,732,146,525,3837,2143,131,577,316,178,3342,1135,42,174,569,68,1988,246,11,43,510,15,824,10760,891,2433,1606,8408,24089
4003,0,0,0,0,522,527,18,0,0,0,518,540,344,37,14,0,810,1203,493,58,59,6,484,1104,527,69,154,7,343,1101,627,58,223,14,207,1133,674,60,176,56,68,1029,480,36,67,89,27,702,128,0,8,72,3,219,3288,320,700,252,2989,7550,0,0,0,0,483,490,25,0,0,0,489,517,381,50,32,4,644,1110,465,82,85,8,307,941,547,79,184,34,241,1085,651,75,305,62,161,1258,612,55,217,177,53,1108,390,13,68,287,17,775,69,0,22,260,0,348,3153,354,907,824,2389,7628,5,0,0,0,1010,1012,48,0,0,0,1009,1056,723,85,45,5,1452,2315,958,136,145,14,794,2040,1076,146,338,40,587,2191,1278,140,524,79,367,2389,1284,114,395,231,121,2132,871,50,132,375,42,1475,202,0,30,333,0,570,6441,678,1610,1075,5375,15178
4004,4,0,0,0,413,413,17,5,0,0,393,408,291,23,11,0,821,1154,336,57,34,6,437,866,316,46,86,6,346,801,446,40,140,25,259,911,396,41,101,51,82,669,236,15,40,48,36,381,48,0,4,26,7,92,2093,231,433,157,2785,5703,0,0,0,0,349,349,15,5,0,0,322,339,234,26,24,5,645,934,308,45,44,7,358,766,360,54,114,25,290,836,445,68,151,52,147,863,369,39,101,109,33,651,158,8,30,184,6,392,27,0,9,120,6,158,1920,243,476,498,2153,5294,4,0,0,0,762,764,35,4,0,0,712,752,530,49,34,3,1470,2087,644,100,79,8,791,1628,674,102,200,26,640,1645,893,108,297,76,403,1772,764,83,202,161,115,1324,397,29,70,232,46,771,79,0,20,145,12,248,4010,473,906,658,4942,10995
4005,0,0,0,0,482,482,7,0,0,0,410,419,275,10,7,0,687,983,479,34,49,0,408,969,557,52,113,8,332,1059,625,55,165,28,204,1074,600,37,146,49,72,904,367,13,39,62,21,495,105,3,8,54,0,178,3009,202,526,202,2616,6558,0,0,0,0,462,465,17,0,0,0,412,429,343,30,22,3,587,986,515,50,84,3,328,980,555,72,147,21,233,1035,605,53,231,54,141,1094,604,34,159,122,31,952,251,9,50,204,13,531,53,4,19,187,6,265,2944,259,711,603,2208,6723,0,0,0,0,944,945,24,0,0,0,822,846,621,42,27,4,1279,1967,993,87,133,5,728,1949,1112,126,258,30,570,2095,1237,106,400,79,348,2170,1201,74,307,171,100,1851,620,18,88,265,37,1022,155,5,28,242,8,434,5950,462,1236,797,4827,13282
4006,0,0,0,0,426,426,9,0,0,0,435,438,163,16,4,0,624,808,275,39,30,3,313,669,396,66,101,3,306,871,492,54,150,17,215,930,462,37,136,58,63,761,346,12,53,66,24,503,71,0,15,79,9,178,2215,231,499,232,2416,5589,3,0,0,0,414,418,13,0,0,0,414,432,222,27,11,0,546,807,320,42,45,7,300,717,442,76,144,29,224,912,499,66,199,55,100,919,449,34,160,173,52,868,258,10,55,262,14,601,27,0,15,210,4,259,2242,265,624,728,2076,5939,3,0,0,0,847,847,22,0,0,0,847,875,380,46,19,0,1174,1616,601,89,74,6,617,1387,839,137,242,31,526,1778,990,118,352,72,316,1849,914,71,292,233,114,1627,605,28,110,330,38,1106,103,7,29,290,10,439,4452,501,1124,960,4491,11521
4007,0,0,0,0,561,561,15,0,0,0,393,407,216,14,16,0,603,846,495,55,69,5,415,1038,654,80,198,7,386,1332,1115,92,368,24,323,1921,2128,114,411,108,166,2928,1614,50,214,191,59,2125,388,5,34,199,10,637,6627,405,1312,537,2912,11794,4,0,0,0,543,543,19,0,0,0,372,392,312,23,23,4,530,893,587,77,130,5,351,1152,710,88,275,21,322,1412,1326,128,505,109,265,2325,2235,111,602,379,192,3522,1248,38,241,590,71,2188,217,0,42,613,29,902,6647,471,1821,1720,2671,13328,4,0,0,0,1098,1100,29,0,4,0,763,796,526,37,40,5,1137,1744,1080,125,202,11,765,2186,1367,171,473,33,709,2743,2442,216,874,132,584,4250,4362,224,1014,487,361,6451,2862,92,460,779,132,4318,604,11,71,810,40,1540,13270,882,3134,2252,5581,25123
4008,0,0,0,0,635,636,10,3,0,0,626,637,299,20,19,0,1031,1374,512,56,57,9,524,1164,656,96,179,13,545,1492,770,95,272,28,364,1529,668,55,181,64,79,1052,413,8,46,109,29,601,91,4,13,69,13,195,3418,335,773,299,3843,8669,0,0,0,0,585,585,27,0,0,0,554,582,383,49,28,6,868,1339,547,81,102,6,463,1188,717,96,214,25,387,1444,790,76,287,80,190,1427,578,47,171,203,47,1046,359,15,75,357,14,816,47,0,16,192,4,260,3447,370,891,868,3111,8691,0,0,0,0,1218,1219,35,5,0,0,1180,1219,686,78,41,5,1898,2710,1054,140,156,15,989,2350,1377,191,392,42,932,2936,1565,169,562,110,553,2957,1241,100,361,269,127,2099,770,21,125,466,44,1423,144,4,32,262,12,449,6866,711,1665,1163,6953,17361
5000,40,7,8,5,7618,7675,338,24,11,8,6941,7326,4814,335,250,32,12906,18334,9730,917,1047,55,7797,19542,11302,1288,2338,141,6221,21290,12585,1308,3647,415,3980,21931,11027,832,3200,834,1641,17536,5192,290,1048,853,443,7829,1061,41,132,583,92,1899,56087,5044,11671,2918,47645,123367,53,3,0,6,6863,6931,399,35,15,5,5587,6036,5359,375,336,48,9918,16031,9522,876,1103,150,5764,17415,10446,1080,2307,355,4264,18455,12134,1009,3338,973,2405,19866,9527,519,2411,1912,778,15145,3622,124,802,2371,191,7115,492,16,170,1694,55,2421,51555,4052,10477,7514,35817,109415,103,7,10,10,14485,14606,732,57,19,19,12530,13364,10173,708,583,75,22821,34362,19258,1792,2147,202,13564,36962,21754,2372,4646,499,10484,39751,24717,2323,6983,1391,6386,41796,20557,1353,5610,2742,2420,32681,8815,415,1850,3229,637,14942,1547,53,295,2274,146,4317,107648,9096,22145,10435,83462,232781
5001,0,0,0,0,1134,1133,45,0,0,0,799,842,616,29,25,0,1294,1961,995,89,84,8,687,1856,1164,105,265,12,519,2067,1381,105,363,44,349,2247,1502,82,346,90,138,2155,896,32,119,138,41,1229,299,3,31,135,11,481,6901,449,1232,424,4967,13971,0,0,0,0,1037,1035,65,6,0,0,698,766,692,46,48,0,1035,1816,1059,131,171,24,596,1985,1307,151,371,47,483,2357,1445,117,539,120,322,2543,1421,83,416,320,128,2360,698,22,199,525,31,1475,155,11,49,438,8,654,6835,566,1787,1476,4322,14988,6,0,0,0,2169,2170,108,3,0,0,1491,1611,1299,75,71,3,2322,3773,2051,221,260,29,1280,3839,2475,260,637,59,1004,4425,2826,221,905,170,670,4793,2926,161,760,408,263,4515,1594,58,317,660,74,2701,449,16,73,574,20,1133,13739,1018,3016,1900,9288,28964
5002,0,0,0,0,375,375,12,0,0,0,356,367,241,12,11,0,815,1081,548,31,56,3,464,1106,527,49,105,11,350,1048,372,31,135,28,225,783,237,33,85,18,70,438,67,0,20,14,17,118,15,5,3,5,6,33,2008,166,415,75,2678,5349,0,0,0,0,435,435,12,0,0,0,367,374,326,22,25,5,1050,1424,600,51,65,15,575,1310,481,48,131,7,353,1024,351,60,159,48,172,791,152,18,87,57,58,380,47,4,24,41,15,123,0,4,8,15,0,31,1966,210,501,187,3019,5887,0,0,0,0,804,804,19,0,0,0,725,748,568,35,34,4,1868,2504,1145,85,125,22,1037,2413,1004,97,242,22,710,2075,726,88,294,74,389,1573,388,56,173,74,127,819,109,6,44,49,29,237,17,3,6,19,13,63,3978,381,919,268,5699,11236
5003,0,0,0,0,2362,2365,57,3,0,0,1913,1976,1345,88,60,3,3105,4599,2778,231,318,12,1611,4952,2913,286,577,22,1050,4853,3029,222,783,73,549,4657,2726,160,551,176,175,3798,1423,54,196,209,44,1919,354,8,27,169,19,588,14626,1053,2526,674,10833,29714,9,3,0,0,2368,2382,95,5,0,5,1808,1907,1810,165,122,13,2684,4800,2970,320,428,35,1361,5117,2978,348,799,103,923,5149,2996,244,1074,218,414,4947,2452,144,772,555,138,4065,1071,39,260,828,52,2244,172,5,51,707,19,957,14542,1269,3505,2458,9773,31553,8,3,4,0,4729,4749,150,8,0,0,3723,3887,3152,255,186,23,5785,9396,5754,554,742,48,2974,10065,5889,634,1377,131,1971,10003,6018,466,1861,293,967,9605,5180,304,1327,732,322,7859,2494,91,456,1034,95,4162,525,18,84,875,37,1539,29177,2326,6034,3133,20604,61269
5004,5,0,0,0,1181,1183,5,5,0,0,732,737,540,16,26,0,1268,1851,1433,87,118,0,757,2401,1636,167,278,13,534,2639,1675,108,372,36,326,2512,1986,66,377,96,132,2666,1096,32,148,138,31,1448,238,4,34,129,3,404,8603,491,1351,418,4966,15832,0,0,0,0,1075,1078,16,3,0,0,631,651,720,46,42,4,1151,1957,1666,152,202,16,715,2746,1671,183,433,49,520,2849,1796,119,538,114,269,2833,1855,69,504,294,112,2834,817,19,177,462,44,1509,136,4,38,454,17,645,8682,590,1933,1384,4527,17118,7,0,0,5,2257,2264,28,7,0,0,1362,1390,1255,65,67,4,2417,3811,3102,240,320,17,1475,5149,3309,350,717,60,1060,5485,3468,227,909,151,594,5341,3837,131,885,394,247,5494,1907,53,328,602,68,2956,377,10,74,574,14,1045,17289,1079,3284,1806,9498,32951
5005,0,0,0,0,406,406,3,0,0,0,295,297,186,8,12,0,436,636,342,19,39,3,271,668,450,44,84,6,228,803,497,41,126,14,138,822,439,41,81,32,63,652,258,17,52,59,22,414,59,5,9,31,0,103,2236,169,405,143,1862,4811,0,0,0,0,334,333,10,0,0,0,261,277,256,13,20,0,400,692,397,47,63,6,212,728,447,48,102,18,170,777,513,29,133,48,82,803,418,29,79,105,32,670,184,17,47,196,9,447,32,0,9,120,3,168,2262,178,464,490,1508,4895,0,0,0,0,735,737,18,4,0,0,557,578,438,18,35,0,840,1333,738,58,103,10,487,1398,890,85,180,25,400,1582,1007,75,261,66,220,1627,858,72,162,133,91,1322,445,32,101,252,32,858,89,5,22,149,10,275,4496,343,867,632,3367,9700
5006,0,0,0,0,1266,1269,23,4,0,0,983,1006,656,35,36,3,1540,2270,1190,93,147,11,872,2309,1441,169,249,21,660,2540,1450,144,367,57,488,2516,1241,91,278,105,142,1860,654,36,113,149,42,992,189,4,27,113,13,349,6842,568,1222,460,6013,15104,0,0,0,0,1188,1188,60,6,0,0,961,1027,836,66,38,6,1393,2340,1296,161,200,12,779,2456,1525,169,384,59,577,2710,1392,138,481,138,332,2485,1145,82,325,339,85,1980,504,21,129,407,30,1088,97,4,16,355,7,477,6853,652,1582,1323,5349,15759,0,0,0,0,2453,2454,79,10,0,0,1947,2033,1494,98,80,6,2933,4610,2490,257,353,24,1653,4767,2963,341,633,81,1237,5253,2842,284,843,193,826,4994,2385,171,605,447,226,3839,1156,54,242,554,66,2078,283,6,44,465,22,828,13696,1216,2801,1779,11364,30859
5007,8,0,0,0,838,849,31,4,0,0,1007,1048,639,43,43,0,1712,2434,1200,107,118,6,828,2255,1089,116,233,16,610,2059,1050,107,296,51,367,1866,532,76,180,57,140,980,180,29,50,44,43,354,31,7,3,23,5,60,4753,494,926,193,5549,11910,0,0,0,0,772,772,39,14,4,5,858,912,808,58,56,5,1387,2308,1202,92,150,14,630,2085,1019,100,254,43,418,1829,915,81,258,83,191,1526,409,35,147,144,54,785,124,11,50,122,15,322,23,3,10,105,0,138,4544,386,925,514,4320,10682,7,0,0,0,1606,1616,68,19,3,4,1869,1961,1444,100,96,10,3104,4745,2405,193,267,19,1459,4344,2111,221,482,51,1027,3889,1961,192,554,137,562,3399,939,109,331,193,191,1770,307,34,103,167,57,669,53,9,13,123,5,202,9293,880,1846,702,9867,22592
5008,0,0,0,0,505,506,11,0,0,0,475,485,441,22,17,0,1074,1557,1074,63,82,6,560,1780,778,72,130,8,280,1266,490,50,133,6,105,787,129,23,41,10,20,222,23,5,7,10,4,41,0,0,0,3,0,5,2941,235,413,41,3023,6644,4,0,0,0,410,417,15,0,0,0,393,408,651,40,35,0,907,1633,1006,59,99,13,392,1571,673,64,128,16,201,1092,322,31,105,23,64,544,76,16,40,20,15,164,12,3,5,12,4,37,0,0,0,7,0,8,2759,220,419,86,2384,5868,5,0,0,0,921,924,27,0,0,0,864,890,1098,63,53,0,1977,3195,2080,121,185,14,949,3353,1446,139,257,18,485,2357,816,80,239,25,168,1328,201,40,87,35,32,384,32,9,3,16,6,75,0,0,0,10,0,11,5701,448,831,126,5403,12514
5009,70,14,16,18,62386,62498,1307,79,43,34,65158,66618,42520,1994,2127,122,101013,147770,90994,5517,7936,214,45706,150366,85533,6669,14049,755,27096,134098,76254,5150,16773,1732,15652,115557,63372,3381,13122,3488,6368,89720,34383,1331,5191,4802,1988,47690,9228,265,965,4772,485,15710,403651,24399,60217,15927,325835,830028,62,21,14,17,59522,59635,2922,212,79,34,61671,64924,59270,3734,3588,205,87053,153847,96476,7405,11337,844,38001,154065,84897,7951,19963,2246,22334,137390,74221,5938,23961,5797,11945,121867,57805,3397,19080,13256,4979,98515,25253,1049,7877,18757,1707,54641,4821,176,1791,17537,631,24953,405740,29868,87682,58688,287847,869829,135,33,28,35,121910,122135,4235,289,123,63,126832,131537,101794,5724,5716,325,188061,301619,187477,12924,19262,1054,83714,304430,170426,14618,34012,2999,49429,271487,150477,11090,40730,7526,27598,237421,121176,6778,32201,16738,11341,188232,59632,2376,13067,23557,3691,102330,14051,441,2748,22309,1112,40664,809388,54265,147895,74612,613687,1699854
5010,0,0,0,0,422,420,17,0,0,0,396,417,409,20,26,0,1006,1471,768,63,96,3,547,1483,583,60,131,0,307,1087,509,65,149,16,188,933,118,26,45,18,35,242,19,0,11,15,14,57,0,0,3,4,3,10,2430,245,472,61,2916,6121,0,0,0,0,369,377,11,0,0,0,398,413,521,41,27,0,936,1531,739,57,80,6,419,1299,448,62,109,13,239,868,320,43,110,35,121,633,84,12,46,50,22,215,7,0,6,22,3,44,0,0,0,7,3,12,2140,216,380,146,2513,5397,6,0,0,0,788,793,28,0,0,0,796,825,938,64,63,3,1945,3009,1509,115,179,13,967,2783,1029,122,241,14,545,1956,836,112,264,52,309,1568,202,40,87,67,61,455,26,0,23,41,18,103,4,0,3,15,4,25,4566,463,852,206,5430,11520
6000,4,0,0,0,4473,4480,103,7,9,3,3724,3844,2266,141,143,8,5798,8351,4223,356,498,20,3560,8654,5529,609,1367,82,3113,10696,7939,711,2485,287,2408,13826,8205,593,2291,639,1099,12818,3900,179,745,728,269,5825,726,28,90,464,63,1364,32895,2620,7626,2221,24510,69868,7,0,0,0,3987,3994,185,16,10,3,3237,3446,2914,228,205,13,5127,8493,4795,417,678,56,3199,9142,6164,630,1642,225,2408,11073,8505,613,2517,736,1567,13940,7165,355,1959,1583,578,11634,2643,84,634,1983,166,5523,329,15,107,1247,41,1733,32704,2351,7764,5854,20311,68980,12,4,0,0,8463,8473,290,21,18,4,6968,7288,5178,368,346,24,10928,16845,9019,769,1176,75,6759,17797,11696,1235,3012,310,5521,21768,16449,1325,5004,1017,3976,27767,15369,947,4247,2217,1675,24451,6540,265,1388,2707,440,11346,1052,38,201,1708,98,3095,65593,4971,15389,8070,44821,138850
6001,0,0,0,0,778,780,29,4,0,0,739,771,439,31,19,0,1082,1572,730,74,78,6,569,1456,808,96,244,13,472,1629,1012,96,334,40,316,1802,1001,69,264,88,138,1561,661,23,96,138,35,959,148,4,16,108,3,285,4834,401,1056,396,4129,10814,0,0,0,0,787,786,49,9,0,0,744,803,553,62,38,0,1046,1692,833,108,143,10,584,1678,847,108,347,47,440,1786,1058,107,443,120,249,1987,993,67,331,290,90,1767,485,15,109,501,22,1131,78,0,29,340,12,465,4890,486,1437,1305,3970,12090,0,4,0,0,1564,1572,82,12,0,0,1487,1572,995,86,54,0,2131,3264,1561,183,220,14,1147,3129,1651,210,589,52,908,3415,2074,205,783,162,564,3786,1993,139,594,377,224,3328,1138,41,206,641,51,2087,230,3,50,446,19,744,9720,883,2493,1703,8103,22902
6002,0,0,0,0,899,899,30,0,0,0,830,858,561,38,46,0,1374,2011,787,75,136,0,624,1626,934,109,299,18,529,1894,1132,106,352,45,295,1920,1251,79,328,100,124,1882,793,28,119,136,66,1137,203,3,18,106,13,336,5680,436,1293,404,4753,12566,0,0,0,0,838,838,52,4,0,0,796,855,666,64,59,7,1332,2131,896,137,162,16,576,1791,1017,154,375,58,449,2056,1150,137,488,152,250,2172,1203,77,432,319,87,2117,586,25,147,491,29,1284,100,3,28,408,16,551,5679,603,1688,1449,4377,13796,0,0,0,0,1741,1741,82,5,0,0,1625,1714,1223,104,102,7,2704,4142,1680,215,302,18,1200,3419,1956,266,675,83,978,3950,2277,243,831,197,541,4095,2451,157,762,422,215,4001,1383,53,265,627,97,2419,302,4,40,506,32,888,11361,1045,2978,1857,9133,26364
6003,3,4,0,0,6272,6278,178,12,8,4,6763,6970,5611,215,250,21,12720,18810,7629,476,736,28,5282,14140,7144,611,1535,96,3549,12932,7414,602,2110,264,2256,12637,7358,359,1721,512,1062,11020,4144,166,717,742,286,6057,1096,24,106,705,67,2003,40574,2468,7178,2358,38259,90840,4,0,3,7,5907,5918,397,18,6,0,6445,6865,6689,371,365,24,11154,18603,7843,718,1178,76,5160,14979,7458,801,2231,232,3326,14046,7594,729,3123,669,1924,14038,6831,399,2691,1814,840,12581,3158,126,1144,2772,289,7488,541,18,239,2431,110,3346,40525,3178,10971,8025,35169,97873,8,4,3,4,12176,12194,578,26,12,4,13211,13835,12297,589,611,42,23875,37415,15469,1191,1911,105,10440,29118,14598,1411,3764,321,6880,26977,15008,1334,5228,928,4183,26680,14195,760,4410,2325,1909,23599,7311,288,1860,3513,575,13544,1636,45,345,3140,180,5344,81098,5647,18147,10385,73430,188711
6004,0,0,0,0,2645,2652,79,4,3,5,2933,3019,2070,88,84,3,4630,6880,2861,177,330,17,1903,5287,3002,267,667,27,1369,5332,3062,240,844,99,863,5103,2918,162,660,231,381,4352,1855,62,279,349,120,2659,457,16,58,309,33,874,16302,1028,2915,1035,14879,36148,3,0,0,0,2583,2589,168,9,6,5,2695,2879,2471,173,156,9,3794,6604,2974,309,510,38,1834,5670,3147,371,995,117,1279,5913,3114,307,1199,330,702,5649,2705,215,1098,769,325,5111,1419,48,439,1230,124,3259,267,4,95,1124,56,1548,16258,1441,4495,3625,13396,39212,8,0,0,0,5230,5242,240,13,5,8,5630,5898,4535,265,237,13,8428,13481,5829,493,836,55,3737,10956,6149,637,1664,143,2648,11245,6176,546,2037,429,1563,10748,5625,369,1754,999,707,9461,3268,110,714,1579,245,5911,723,28,151,1428,87,2417,32559,2468,7414,4660,28271,75361
6005,0,0,0,0,438,438,10,0,0,0,332,347,207,12,9,0,513,739,372,40,50,0,258,727,460,46,107,10,228,850,698,49,170,18,146,1074,724,37,139,48,75,1020,427,9,56,98,14,604,125,0,6,69,6,205,3023,187,543,246,2010,6007,0,0,0,0,407,407,19,0,0,0,353,370,278,30,25,5,436,772,422,50,80,5,238,804,528,59,167,23,216,994,730,72,228,75,130,1235,694,36,187,166,48,1128,316,15,83,303,23,737,57,5,17,211,8,293,3045,261,789,774,1862,6733,0,0,0,0,843,846,23,0,0,0,683,711,486,38,30,5,952,1508,799,90,132,9,498,1536,986,109,272,34,441,1843,1426,118,404,87,273,2307,1416,73,325,210,130,2154,746,23,142,401,33,1340,180,5,28,277,10,496,6073,453,1330,1019,3868,12746
7000,180,7,4,0,2840,3038,728,37,12,6,2325,3113,2485,121,92,27,3954,6682,3024,201,231,22,2287,5765,2669,264,473,96,1737,5248,2211,256,586,159,1100,4308,1309,185,421,163,378,2464,370,41,126,108,82,724,36,0,14,33,15,99,13008,1121,1961,621,14723,31432,279,9,3,3,2472,2769,841,39,14,12,2030,2932,2792,191,130,80,3641,6831,3000,270,281,121,2108,5779,2562,275,487,262,1569,5149,1893,225,530,513,898,4048,939,98,285,473,253,2039,174,21,61,238,54,544,16,0,5,72,23,105,12485,1120,1796,1767,13031,30196,462,15,9,9,5310,5803,1567,77,25,18,4356,6038,5273,307,220,108,7595,13513,6025,470,509,146,4396,11541,5225,540,965,356,3304,10393,4100,473,1118,671,1997,8355,2247,281,705,635,629,4509,546,62,181,346,132,1270,48,0,11,101,36,208,25496,2240,3751,2387,27756,61635
