SUA_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arrival_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,United_States_America_2016,United_States_America_2017,United_States_America_2018,United_States_America_2019,United_States_America_2020,United_States_America_2021,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_NS,Tot_Tot
1010,0,0,27,129,469,403,470,432,94,95,92,138,60,11,61,2478,16,21,24,28,155,39,74,42,7,6,4,3,6,0,9,430,4,9,18,44,30,23,44,34,6,9,5,6,0,0,0,237,0,14,68,193,279,311,678,217,95,44,48,40,46,18,26,2081,0,6,38,35,56,23,48,43,0,11,0,7,3,4,13,306,0,0,0,0,13,17,29,21,9,0,8,6,0,3,7,115,0,0,7,13,44,106,286,193,58,39,32,35,14,11,29,848,472,1489,4270,2644,2202,1614,3019,1417,182,135,123,145,95,34,578,18411,3,12,77,150,134,187,278,206,43,45,25,32,21,6,24,1238,0,0,4,51,76,34,77,96,23,20,12,20,5,6,5,431,242,587,1111,1303,1058,835,1399,812,158,130,133,152,67,29,230,8236,1196,3636,7644,6805,7242,6078,10169,5944,1198,1089,962,1092,496,191,1555,55297
1011,0,0,3,13,62,47,67,73,36,28,22,15,9,0,12,392,5,6,3,7,22,5,12,0,0,0,0,0,0,0,0,59,0,0,0,0,4,3,10,3,0,0,0,0,0,0,5,29,0,0,23,38,41,51,136,30,14,3,14,12,17,3,5,398,0,0,3,7,3,3,7,7,4,0,0,0,0,0,0,40,0,0,0,0,0,12,14,6,8,12,17,29,5,0,5,95,0,0,0,4,10,11,46,30,13,16,10,7,4,0,20,181,115,347,802,406,265,191,352,169,16,33,21,24,15,8,103,2860,0,4,13,43,36,27,67,37,3,11,6,9,4,4,4,259,0,0,0,8,9,3,8,16,4,3,9,13,4,0,0,86,30,100,160,165,129,126,392,359,101,126,134,258,61,78,70,2286,229,758,1363,1127,1091,850,1979,1359,390,497,575,795,241,114,382,11753
1012,0,0,0,4,18,17,60,88,13,20,40,41,13,0,8,334,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,13,0,0,0,3,0,3,4,0,0,0,0,6,0,0,0,14,0,0,3,4,13,8,28,16,4,0,18,0,7,6,0,104,0,0,0,4,10,8,51,50,7,3,19,12,10,0,3,179,0,0,0,0,0,0,3,10,0,0,8,4,0,0,3,35,0,0,0,0,4,4,11,13,3,5,0,9,0,5,0,43,18,48,125,53,38,17,40,51,8,6,11,13,10,4,27,465,0,0,7,3,3,4,9,3,0,5,3,0,0,5,0,46,0,0,0,4,3,8,8,18,5,0,0,0,6,0,0,48,7,11,37,28,20,19,99,90,26,18,30,17,5,23,11,440,51,139,239,177,215,212,858,1006,311,328,323,258,105,87,125,4435
1013,0,0,0,0,16,20,18,17,5,7,7,9,5,0,8,111,8,0,0,0,9,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,10,15,10,3,15,4,0,0,0,9,0,3,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,6,9,0,0,0,0,0,0,4,33,64,138,295,133,77,40,43,14,0,5,0,3,0,0,47,865,0,0,7,8,0,5,9,10,0,0,3,4,0,0,3,44,0,0,0,0,9,0,0,5,0,0,0,0,0,0,6,18,21,46,61,45,28,19,25,13,0,8,6,9,0,0,19,306,142,308,486,301,256,158,218,143,29,54,59,61,22,9,125,2376
1014,0,0,0,7,24,10,24,52,8,10,12,10,0,0,0,178,4,4,0,3,8,0,3,0,0,0,0,0,0,0,4,16,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,4,3,4,3,5,0,0,3,0,0,4,37,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,18,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,13,0,0,0,0,0,9,20,8,0,0,3,3,3,0,0,44,24,70,164,89,57,26,37,24,7,0,4,9,0,0,44,569,0,0,0,9,3,4,15,7,0,0,0,0,0,0,0,46,0,0,0,0,3,0,3,6,0,0,0,0,0,0,4,24,11,21,44,47,28,20,87,47,15,10,12,17,4,28,38,427,50,167,300,258,221,162,415,368,88,77,96,180,34,53,187,2659
1015,0,0,0,0,7,13,23,9,4,4,8,3,3,0,5,74,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,23,0,0,0,0,11,0,5,3,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,15,7,50,109,59,20,16,20,9,0,0,0,0,3,0,23,319,0,0,0,6,0,0,6,3,0,3,0,0,0,0,4,29,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,15,7,13,20,18,15,5,23,19,3,4,4,3,4,0,15,153,22,105,164,143,126,55,194,119,31,33,30,32,30,6,57,1141
1016,0,0,0,6,25,26,54,69,11,31,34,67,20,11,7,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,33,23,7,7,3,10,0,8,0,104,0,0,0,0,0,0,16,4,0,6,0,0,4,0,0,38,0,0,0,0,0,0,8,14,4,9,29,39,8,0,0,120,0,0,0,0,6,6,11,6,3,0,0,0,0,0,0,29,5,21,36,22,13,17,28,20,3,0,3,5,5,0,0,201,0,0,4,0,3,4,0,5,0,0,4,0,0,0,0,27,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,3,11,29,31,73,116,161,137,43,33,38,52,22,4,32,788,107,332,247,126,226,434,1013,811,309,365,452,606,187,44,193,5450
1017,0,0,0,0,21,16,14,25,5,3,4,5,0,0,8,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,4,4,0,0,5,0,0,7,21,16,41,111,53,23,12,16,7,0,0,0,0,0,0,18,282,0,3,5,0,6,0,4,0,0,0,0,0,0,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,0,16,23,16,12,8,13,7,3,0,4,0,0,0,20,130,35,96,183,116,96,75,100,88,30,10,16,21,7,4,148,1026
1018,0,0,0,0,25,23,36,42,3,10,11,13,0,0,5,172,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,18,0,0,0,11,14,17,25,13,0,0,9,0,0,0,0,88,0,0,0,0,0,4,0,10,4,6,3,0,3,0,0,26,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,16,0,0,0,0,11,0,12,6,4,3,5,3,3,0,0,44,19,72,195,102,74,62,83,30,7,3,10,8,4,3,23,698,0,3,11,19,12,9,20,19,0,0,6,4,0,0,0,110,0,0,0,3,0,3,10,12,4,0,10,3,4,0,0,54,6,21,33,46,63,40,80,37,15,20,15,18,18,3,13,423,61,200,337,282,366,270,495,310,77,80,107,122,43,13,72,2843
1019,0,0,0,0,17,19,11,17,3,0,5,6,0,3,8,86,0,0,3,0,3,0,6,0,0,0,3,0,0,0,0,18,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,3,3,5,0,0,0,0,0,0,0,25,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,4,0,0,0,0,0,34,11,36,119,96,33,19,18,0,0,0,0,0,0,0,24,359,0,0,0,4,6,0,4,0,0,0,0,0,0,0,0,21,0,0,0,0,3,5,0,13,0,0,0,0,0,0,0,26,10,12,16,39,24,26,18,4,0,0,5,8,0,0,16,172,41,106,207,220,148,121,150,88,32,21,29,31,0,3,101,1306
1020,0,0,0,0,15,4,10,9,0,0,0,3,0,0,0,48,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,6,7,28,17,0,0,0,4,0,3,0,67,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,6,4,4,5,0,0,0,0,0,33,15,47,148,85,72,39,74,60,4,10,4,3,13,0,13,574,0,0,0,6,0,4,14,7,0,0,5,0,0,0,6,36,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,11,9,39,31,7,16,28,7,0,3,10,7,7,0,8,164,37,108,240,187,190,103,237,142,10,30,25,22,21,4,36,1390
1021,0,0,0,4,28,11,37,16,0,10,3,8,3,0,4,133,0,0,5,0,10,0,3,0,0,0,0,0,0,0,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,23,19,37,43,18,8,5,0,9,0,0,0,174,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,3,0,7,8,18,0,0,5,3,0,0,0,55,49,127,304,197,126,73,82,54,10,0,3,4,5,0,58,1088,0,0,12,10,10,14,17,9,0,7,0,0,0,0,3,91,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,12,33,54,87,86,74,65,124,48,7,6,4,18,3,6,40,661,146,329,597,536,468,360,485,269,47,54,42,77,23,16,167,3621
1022,0,0,0,0,6,9,13,11,3,4,6,12,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,7,5,16,10,0,0,0,5,0,0,0,35,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,6,0,0,0,0,24,14,30,78,40,26,17,39,15,4,0,11,3,3,0,10,295,0,0,3,8,6,0,7,6,0,0,0,0,0,0,0,26,0,0,0,0,5,0,3,5,0,0,0,0,0,0,0,15,6,10,29,17,3,16,19,10,3,5,8,11,15,0,5,138,30,73,146,108,100,75,161,137,35,39,41,49,23,3,33,1051
1023,0,0,0,0,12,4,29,40,4,4,9,9,4,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,21,9,0,0,0,3,0,0,0,41,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,8,9,5,0,0,10,0,0,7,43,0,18,56,17,18,15,9,7,0,3,0,4,0,0,4,168,0,0,0,0,4,6,4,4,0,0,0,0,0,0,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,0,3,16,9,15,16,36,19,5,0,3,27,4,4,12,166,7,44,96,74,94,98,211,183,34,34,43,78,11,8,84,1091
