SUA_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arrival_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,United_States_America_2016,United_States_America_2017,United_States_America_2018,United_States_America_2019,United_States_America_2020,United_States_America_2021,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_NS,Tot_Tot
1024,0,0,0,8,23,15,20,26,5,5,6,8,6,0,3,126,10,5,0,3,15,5,0,0,0,0,0,0,0,0,0,37,0,0,0,11,4,3,0,6,0,0,0,0,0,0,5,25,0,3,15,28,30,24,51,21,4,4,7,0,0,3,0,187,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,11,29,15,5,3,5,3,5,3,0,79,84,194,503,306,220,125,236,115,8,6,18,23,26,23,58,1946,4,4,6,17,15,18,25,17,9,5,6,8,7,0,4,130,0,0,0,0,0,3,7,0,0,0,5,0,4,0,6,23,24,61,117,130,63,41,66,52,8,15,7,12,6,0,21,633,184,480,885,697,561,361,622,334,71,88,103,101,73,42,160,4771
1025,0,4,15,78,519,386,515,564,113,117,143,157,58,21,76,2769,74,27,61,52,153,40,41,24,0,0,9,5,0,0,20,522,4,5,20,36,34,19,62,32,10,34,14,13,17,0,7,301,4,4,41,134,171,290,637,257,60,64,68,92,56,8,31,1926,0,3,13,24,67,63,166,76,17,15,5,21,6,7,16,487,0,0,0,0,3,24,51,51,11,11,26,21,5,0,7,213,0,0,4,22,37,99,287,278,66,53,56,49,22,5,27,993,462,1418,3133,1812,1536,1000,2096,1047,160,129,133,189,105,53,411,13667,7,19,55,132,141,202,384,255,42,37,74,74,63,37,30,1548,0,3,6,81,82,52,169,235,57,60,38,56,36,3,65,930,272,392,824,812,775,865,1597,1041,437,331,419,526,191,58,325,8868,1575,3734,6258,5288,5868,5123,10689,7605,1880,1931,2111,2264,928,324,1812,57397
1026,0,0,0,11,51,31,50,72,14,12,17,16,13,0,9,303,5,0,4,4,12,0,0,4,0,0,0,0,0,0,5,33,0,0,0,4,3,4,6,0,0,0,0,0,0,0,0,20,0,5,3,11,9,19,33,10,4,4,6,7,0,0,3,103,0,0,0,0,0,7,3,16,0,0,5,11,0,4,0,53,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,8,0,0,0,0,4,8,40,25,9,3,3,4,0,0,7,111,79,222,491,255,135,105,169,65,7,4,7,22,0,0,73,1637,0,0,5,13,11,16,25,18,6,0,0,5,6,4,5,114,0,0,0,4,4,5,7,5,5,5,4,0,0,0,8,46,22,53,108,115,79,43,50,42,8,11,10,24,8,3,41,621,142,462,752,612,477,394,665,538,150,112,141,226,75,12,248,5009
1027,0,0,0,11,27,23,59,88,10,10,23,36,7,0,9,298,12,5,4,0,5,0,0,0,0,0,0,0,0,0,0,31,0,0,0,4,0,6,6,4,0,0,0,0,7,0,0,28,0,0,7,6,12,18,59,33,8,9,3,11,9,0,4,181,0,0,0,0,3,9,17,7,3,11,6,3,0,0,0,65,0,0,0,0,4,3,0,3,0,0,0,0,0,0,0,19,0,0,0,0,0,10,24,15,5,3,4,5,0,0,5,89,40,95,216,99,53,67,99,71,5,7,4,12,3,3,22,812,0,3,8,7,5,19,23,14,6,0,0,0,5,0,0,94,0,0,0,3,0,6,5,15,0,0,6,0,3,0,0,44,20,30,45,51,53,55,161,118,34,15,28,28,19,5,18,689,127,253,429,326,357,370,859,769,184,204,191,200,110,11,116,4507
1028,0,0,4,8,45,36,65,49,15,17,26,28,3,4,8,314,0,5,4,3,8,0,7,5,0,0,0,0,0,0,0,39,0,0,5,6,3,0,12,0,0,0,0,3,0,0,0,30,4,4,8,18,35,38,98,28,3,11,6,5,0,8,15,273,4,0,0,0,8,5,11,19,0,0,0,4,0,0,0,53,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,9,0,0,0,0,6,10,22,11,8,3,3,10,0,0,3,89,93,276,658,413,248,203,340,153,25,39,24,36,11,5,109,2632,0,0,9,23,18,20,35,35,6,0,7,6,6,0,4,176,0,0,0,6,9,5,15,19,0,5,0,0,7,0,5,61,31,93,122,121,98,63,155,112,27,28,22,23,8,8,20,936,203,616,1089,883,793,629,1168,729,149,204,176,187,78,32,252,7199
1029,0,0,0,4,19,19,37,69,4,5,15,12,0,4,3,185,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,7,3,3,64,7,3,0,4,0,6,0,5,104,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,11,0,0,0,0,0,4,16,6,3,0,0,5,4,0,0,46,10,17,61,66,31,33,48,21,11,0,0,0,0,6,8,317,0,0,0,3,0,0,3,4,0,0,0,0,0,0,0,15,0,0,0,0,3,0,12,10,0,0,0,0,0,0,0,29,0,15,7,12,22,11,38,14,8,0,3,6,7,0,0,146,20,66,103,150,165,149,410,214,51,29,54,57,28,36,33,1566
1030,0,0,0,0,13,10,11,17,13,6,4,6,5,0,0,99,0,0,10,5,23,4,0,0,0,0,0,0,0,0,0,37,0,0,4,10,3,3,0,0,0,0,0,0,0,0,0,17,0,0,7,6,12,0,9,0,0,0,0,0,3,0,0,53,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,4,0,0,4,0,0,0,5,21,37,169,408,211,117,53,78,40,4,7,0,8,0,5,48,1192,0,0,4,14,10,6,13,12,0,4,10,3,0,4,0,83,0,0,0,0,5,3,0,3,5,0,0,0,0,0,3,21,35,60,97,103,32,47,37,17,7,4,14,4,4,0,15,472,102,403,741,488,330,212,256,146,47,38,34,38,24,5,114,2999
1031,16,28,496,4196,19085,16378,17968,12396,3013,3011,3708,4973,1562,297,1553,88684,421,392,515,946,3980,1285,1361,967,241,253,236,217,75,21,280,11198,30,153,428,1205,1965,1679,3118,1676,492,488,497,465,353,142,227,12931,35,143,638,2988,5991,7619,9910,3763,1185,1080,1119,1317,732,261,508,37279,19,89,454,1161,5068,6270,7569,4002,700,654,679,831,339,140,463,28453,0,3,36,191,2282,2844,2345,2077,575,601,653,744,253,40,284,12930,3,13,93,536,2498,3122,7253,5513,1677,1148,1036,1221,403,100,778,25399,2794,8272,25180,18924,18014,16704,29884,18981,3926,3735,3842,4079,1884,636,3599,160463,79,142,886,1655,2068,3070,5383,4044,1073,1124,1288,1633,1090,406,534,24470,14,39,187,12588,26571,16581,12591,9784,2473,2438,2311,2603,1323,380,3395,93287,3493,8527,21443,37592,42658,46521,51258,36802,14166,13781,13540,14672,5284,1350,7635,318735,12526,44516,109890,143063,249792,283004,419401,271031,75756,79814,85526,93922,35416,9784,45219,1958674
1032,0,0,0,3,23,25,95,200,31,34,22,32,8,8,23,506,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,4,4,6,0,0,0,0,0,0,0,19,0,0,0,7,0,19,16,18,0,12,6,4,9,0,0,95,0,0,0,0,0,0,10,16,0,0,0,13,0,0,0,38,0,0,0,0,0,3,14,20,14,13,17,69,12,0,9,167,0,0,0,0,3,4,16,16,3,0,4,14,4,0,0,68,27,95,176,77,39,34,61,24,5,17,7,6,0,0,21,589,0,0,12,12,19,9,13,4,0,0,0,7,0,0,0,76,0,0,0,0,5,0,23,34,31,91,99,31,11,0,16,344,6,18,29,24,26,20,70,77,49,22,20,35,16,18,3,445,46,187,290,232,217,208,599,767,254,355,355,412,148,68,115,4256
1033,0,0,0,7,32,22,25,23,15,9,12,12,11,3,5,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,7,8,4,3,13,6,0,0,4,3,0,0,0,42,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,14,0,0,3,7,4,0,0,0,35,34,92,228,94,60,26,59,9,5,6,0,0,0,0,38,649,0,5,7,6,10,5,12,6,0,0,4,0,3,0,0,52,0,0,0,3,3,0,4,8,0,0,0,5,0,0,0,29,10,25,33,53,30,21,36,21,6,9,3,14,4,9,3,287,77,215,352,258,213,147,287,172,55,46,66,93,46,20,92,2139
1034,0,0,0,4,10,10,8,7,5,5,8,8,8,0,3,73,3,4,0,0,6,0,4,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,8,15,8,5,10,8,0,0,0,0,5,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,3,8,0,0,0,0,4,0,9,35,39,114,290,150,102,30,83,26,5,3,0,7,5,0,38,890,0,0,4,8,9,7,23,3,0,0,6,3,0,0,4,68,0,0,0,3,0,3,5,6,0,0,0,0,0,0,0,17,18,44,48,60,35,31,17,15,3,0,9,7,0,0,11,307,87,279,454,353,279,129,243,131,24,29,31,34,33,3,95,2203
1035,0,0,5,5,22,22,65,134,30,30,40,26,18,4,3,396,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,15,0,0,0,3,0,3,8,9,0,0,0,0,0,0,0,27,0,0,6,12,11,23,77,12,5,8,5,9,3,0,0,168,0,0,0,0,9,10,30,58,8,5,12,13,0,0,0,138,0,0,0,0,0,4,4,9,0,6,6,0,0,0,0,27,0,0,0,0,0,9,27,24,0,0,3,8,0,0,3,78,38,109,204,126,70,63,106,50,6,8,4,17,0,4,30,829,0,0,5,17,11,14,26,11,5,0,0,3,8,0,0,100,0,0,0,0,11,0,15,21,0,11,0,10,0,0,0,71,13,30,42,41,48,96,273,207,50,58,62,106,42,30,19,1128,96,290,373,334,320,456,1207,1236,402,435,476,689,245,105,130,6787
1036,0,0,6,115,466,263,294,276,50,74,98,81,42,7,48,1809,26,24,32,68,183,56,43,15,0,3,0,9,0,0,15,470,7,0,16,29,19,15,45,38,11,8,11,3,3,5,3,210,0,8,35,93,139,172,349,134,29,24,24,44,22,10,12,1097,0,0,7,27,49,37,55,42,18,26,23,21,16,0,6,341,0,0,0,0,7,28,22,27,6,6,4,7,6,0,0,122,0,0,4,20,42,89,335,225,66,42,39,56,21,9,12,954,386,1676,4945,2447,1391,804,1491,786,105,93,117,91,57,16,478,14877,4,11,32,133,98,121,250,182,36,48,23,52,43,15,24,1055,0,0,4,223,222,98,121,154,40,50,67,71,25,3,38,1117,164,904,1940,2523,1202,1230,1488,1085,373,215,332,354,129,27,314,12281,1020,5490,11198,8774,5825,5066,7770,5681,1413,1313,1555,1827,882,169,1752,59721
2000,0,4,17,73,343,231,528,744,230,172,221,335,112,77,145,3231,37,35,59,49,145,38,41,10,6,0,0,0,3,4,21,453,0,3,24,54,27,30,54,30,10,4,3,0,0,10,11,273,3,23,78,231,200,244,490,171,57,28,19,58,30,8,42,1687,10,32,76,67,53,46,99,101,29,42,20,28,15,3,21,637,0,0,0,6,5,13,43,85,33,37,86,141,30,3,15,503,0,0,3,13,40,89,337,327,69,66,63,78,48,10,87,1234,929,3693,7849,4151,2704,1350,2550,1006,163,138,142,198,92,43,1263,26255,15,19,123,297,207,231,340,226,46,35,36,47,37,24,49,1736,0,0,0,56,89,88,146,108,23,23,37,59,44,5,160,847,296,1079,1529,1300,1028,811,1347,778,166,172,209,434,132,180,581,10045,2213,9643,13185,9164,7933,5595,10200,6230,1520,1477,1718,2396,891,548,3886,76593
2001,0,0,0,0,23,10,33,36,6,3,5,0,0,0,4,118,0,0,4,0,13,0,8,4,0,0,0,0,0,0,0,25,0,0,0,3,0,3,10,6,4,0,0,0,0,0,0,33,0,4,0,0,14,4,31,16,0,0,0,0,0,0,0,76,0,0,4,6,6,3,6,29,3,4,7,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,5,5,0,0,0,0,0,0,19,23,95,293,159,100,43,146,51,6,5,3,0,0,0,24,962,0,0,0,5,6,7,19,18,5,3,5,0,0,0,0,68,0,0,0,8,10,3,15,8,0,5,0,4,0,0,0,48,13,65,104,95,78,52,105,96,21,11,5,7,10,3,7,681,72,300,539,386,375,249,794,550,137,93,105,119,43,16,87,3875
2002,0,0,0,4,17,21,18,34,11,13,10,10,4,4,4,150,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,14,0,0,0,4,3,4,15,9,4,0,3,3,0,4,5,50,0,0,5,0,0,0,3,11,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,12,0,0,0,0,0,0,4,11,8,4,6,7,0,0,0,45,29,71,146,75,44,23,65,25,0,3,0,3,0,0,23,510,3,0,7,3,0,5,7,5,0,0,0,0,0,0,0,31,0,0,0,0,0,13,15,7,3,0,0,8,0,0,6,53,11,30,31,11,17,10,16,29,3,0,9,11,7,0,4,196,63,216,254,153,137,129,230,238,44,57,56,63,33,10,71,1772
2003,0,0,0,21,43,62,127,177,43,30,37,66,16,0,15,635,8,0,0,4,18,7,3,6,0,0,0,0,0,0,0,57,0,4,0,11,13,4,19,5,3,3,5,8,0,0,3,76,0,3,6,19,23,39,85,29,3,7,7,12,13,8,8,263,0,0,3,6,14,20,75,70,14,21,15,8,8,0,0,249,0,0,0,0,0,10,12,13,0,10,3,0,3,0,0,54,0,0,0,3,4,19,43,33,22,8,4,7,3,0,0,154,101,381,760,434,279,177,318,228,23,35,44,33,30,9,104,2952,4,6,10,44,31,38,89,55,0,4,8,8,4,0,13,308,0,0,0,14,19,9,27,44,7,11,13,10,7,0,9,163,37,110,132,151,141,98,374,190,68,50,66,42,26,13,34,1527,249,1152,1224,1035,962,860,2604,1868,446,437,563,624,286,57,356,12729
2004,0,0,3,12,49,55,118,147,40,50,56,64,16,5,13,638,0,7,3,0,8,3,0,0,0,0,0,0,0,0,3,30,0,0,0,5,4,6,7,10,0,0,4,0,0,0,0,45,0,0,0,17,16,36,82,49,0,9,15,5,14,0,8,255,0,0,3,11,13,23,68,60,9,20,15,26,8,5,0,263,0,0,0,0,4,0,11,21,3,3,3,12,3,0,0,62,0,0,0,0,10,6,251,215,67,57,81,37,8,3,5,749,67,262,538,315,190,125,235,93,30,13,20,16,13,4,72,1995,0,0,11,23,15,18,52,26,3,4,6,5,3,0,4,169,0,0,0,9,6,18,21,40,12,13,6,3,0,4,3,131,37,63,77,86,69,63,555,317,105,107,125,86,25,10,42,1767,173,598,870,736,653,615,2406,1722,506,481,567,468,191,52,273,10319
2005,0,0,0,0,4,3,8,4,0,0,0,0,0,0,0,23,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,9,0,0,3,0,0,0,0,0,40,0,3,3,0,3,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,6,14,60,114,75,67,41,65,24,0,3,3,5,0,6,46,520,0,0,8,18,3,9,13,3,0,0,0,0,0,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,50,9,10,20,21,23,7,45,11,0,5,3,0,0,0,58,217,38,126,205,168,171,138,216,97,14,20,19,20,14,0,275,1511
2006,0,0,3,0,9,0,19,12,0,0,8,11,0,0,3,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,9,0,9,10,0,5,0,0,29,0,0,0,0,0,0,5,9,14,14,37,42,15,0,0,134,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,14,18,41,74,23,12,8,13,6,0,0,0,0,0,0,7,210,0,0,0,4,0,0,3,5,0,0,3,0,0,0,0,21,0,0,0,0,3,3,3,4,0,0,0,0,0,0,0,8,0,11,12,7,9,18,43,26,4,0,3,13,0,23,7,177,33,106,116,59,72,65,207,148,45,85,130,114,33,28,34,1269
2007,0,0,0,0,10,10,21,42,14,17,18,23,4,0,5,160,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,0,0,3,8,0,0,12,5,0,0,3,0,4,0,3,42,0,0,0,0,0,0,17,19,3,4,7,11,7,0,0,73,0,0,0,0,0,0,0,7,0,0,3,5,4,0,0,11,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,13,31,97,174,74,43,27,35,13,4,0,4,0,4,0,28,551,0,0,0,0,3,0,3,8,0,0,0,0,0,0,0,24,0,0,0,0,5,0,10,10,0,0,0,3,0,0,3,33,9,31,28,14,3,10,18,25,0,5,9,6,6,0,9,174,62,211,244,156,138,121,247,234,58,61,86,104,44,7,84,1851
2008,0,5,3,49,248,209,540,334,107,90,170,195,42,9,50,2031,42,47,59,34,128,50,20,14,6,8,0,6,0,0,18,414,0,5,15,41,42,27,108,32,5,5,7,12,13,3,14,327,0,13,32,102,137,140,348,158,31,29,27,37,21,10,14,1098,0,8,26,26,49,30,151,226,33,58,61,83,52,6,17,832,0,0,0,0,6,13,19,30,7,12,7,6,0,0,0,106,0,0,3,13,29,54,281,200,63,46,62,52,16,5,25,841,351,1361,3072,1556,1134,640,1689,928,161,131,116,126,46,21,397,11716,3,9,33,97,93,107,245,173,28,41,16,42,21,16,19,942,0,0,4,61,133,75,106,97,24,42,35,37,24,3,62,698,177,656,963,734,566,697,1395,1020,262,250,242,259,95,28,298,7643,1055,4641,6559,4047,3925,3462,8782,6988,1674,1711,1865,2353,914,209,1586,49762
2009,0,0,0,0,5,7,5,8,0,4,0,3,0,0,0,27,0,0,0,5,14,0,4,0,0,0,0,0,0,0,0,23,0,0,0,0,7,0,12,6,3,0,0,0,0,0,0,26,0,0,0,7,15,10,32,7,0,0,0,0,0,0,4,80,0,0,0,0,9,3,0,9,0,0,0,0,0,0,0,30,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,9,4,0,0,0,0,0,0,8,25,19,95,262,186,122,91,186,63,3,3,6,3,0,0,40,1083,0,0,3,16,8,10,19,11,0,5,6,0,4,0,6,90,0,0,0,0,0,7,4,3,0,0,0,3,0,0,0,15,15,55,74,75,56,31,55,24,9,0,0,0,14,4,22,436,69,287,465,398,347,261,536,215,52,33,35,24,20,16,108,2863
2010,0,0,0,0,4,6,37,21,10,8,20,12,3,0,3,124,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,13,0,0,12,4,0,0,0,3,39,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,7,17,19,0,4,4,0,0,0,0,50,9,29,72,23,12,6,21,15,4,0,8,0,0,0,14,214,0,0,0,5,0,0,0,10,0,0,0,6,0,0,0,24,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,15,8,11,12,11,16,6,66,32,8,5,14,14,5,0,4,219,33,108,114,72,63,62,284,214,42,58,87,59,39,0,34,1260
2011,13,28,176,1982,9485,7119,14661,10429,2606,2572,2979,4041,1330,318,881,58626,761,936,1137,1193,4996,1621,970,558,124,118,96,92,32,16,294,12935,36,90,286,937,1912,1919,5704,2797,685,722,642,606,348,131,180,16990,25,136,495,2228,4323,4268,8053,3071,753,882,774,916,374,171,258,26728,59,323,1639,2870,7723,8841,18880,10786,2330,2580,3067,3501,1301,254,855,65006,0,4,13,103,1163,1717,2025,1857,454,477,619,537,183,51,160,9342,6,7,54,326,1568,1688,4842,3439,1147,963,1041,1223,414,92,431,17230,3374,12794,31926,21113,18088,11796,26741,15297,2579,2735,2626,2785,1149,497,3687,157197,60,167,596,1456,1691,2428,4595,3524,798,979,1003,1157,693,312,450,19909,5,16,141,9578,25797,15868,14159,10348,2419,2351,2248,2756,1351,332,3088,90464,3279,11602,22227,30961,37776,42904,57888,36341,10824,10263,10784,12329,4383,1241,6620,299429,14006,69288,130078,116759,182367,185400,396842,267290,67066,70993,76910,87615,31990,9527,36278,1742428
2012,0,0,0,0,28,28,48,87,28,26,21,38,27,3,12,348,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,3,9,0,0,4,0,0,0,0,0,15,0,0,0,3,8,10,30,25,6,8,4,15,7,0,0,116,0,0,3,0,0,6,14,24,4,3,4,6,0,0,0,74,0,0,0,0,0,0,14,27,11,11,13,27,10,0,6,116,0,0,0,0,6,14,32,54,14,10,13,16,3,0,10,180,36,105,214,133,65,47,84,54,16,12,10,3,3,0,40,828,0,0,0,5,10,5,17,10,4,0,0,5,0,0,0,59,0,0,0,5,41,45,67,47,10,17,37,9,16,6,30,330,23,54,90,123,126,179,187,120,29,22,68,125,35,41,49,1278,143,524,620,413,447,515,1044,1081,397,427,507,612,217,62,317,7321
2013,0,0,0,3,40,22,32,28,9,11,9,13,3,6,7,178,5,0,0,3,5,3,0,0,0,0,0,0,0,0,0,19,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,6,0,0,0,4,13,8,3,0,4,0,0,0,0,0,0,31,0,0,6,0,0,0,10,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,13,0,0,0,0,0,3,6,10,0,0,3,0,0,0,0,24,70,202,217,112,118,5,31,10,0,0,0,0,0,0,39,819,0,0,0,8,3,6,12,11,0,3,0,0,0,0,0,37,0,0,0,0,0,5,3,6,0,0,0,0,0,0,0,21,27,106,94,69,47,31,46,13,0,3,4,6,24,18,18,506,170,568,428,284,336,152,240,136,28,28,28,32,46,16,104,2594
2014,0,0,0,0,12,10,14,9,9,11,3,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,7,0,0,0,34,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,3,3,3,3,0,0,0,3,0,0,0,20,12,59,109,52,43,10,20,6,0,0,0,0,0,0,14,334,0,0,3,9,6,0,3,0,0,0,0,0,0,0,0,20,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,12,3,11,25,18,18,12,12,16,4,0,6,10,0,0,6,143,19,138,168,114,138,87,128,98,25,36,36,19,12,3,32,1051
2015,0,0,0,3,18,16,17,23,0,6,9,6,3,0,3,102,3,0,0,5,5,4,0,0,0,0,0,0,0,0,0,23,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,12,0,3,4,0,4,0,24,3,0,0,16,0,12,0,4,73,0,0,3,0,0,0,15,20,5,3,0,3,0,0,0,55,0,0,0,0,0,0,3,10,0,0,4,3,0,0,0,18,0,0,0,0,5,0,8,7,0,0,3,0,0,0,0,21,19,70,165,71,35,32,62,25,6,4,13,0,4,0,24,533,0,0,8,7,0,0,11,5,0,4,3,7,0,0,0,52,0,0,0,5,9,6,14,13,4,0,0,3,4,0,0,52,10,20,29,23,17,17,27,28,9,3,12,12,13,3,5,213,64,201,266,178,161,129,352,239,34,52,82,68,49,7,58,1940
