SUA_CODE_2021,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
1010,3,8,11,20,17,11,24,49,210,3,262,0,6,4,13,3,3,8,21,44,0,68,4,23,11,36,7,8,18,53,126,0,183,0,50,13,65,14,18,29,98,243,5,350,8,89,42,137,24,30,50,194,469,7,663,32,295,93,421,36,56,94,518,787,5,1309,92,477,151,722,41,47,84,808,790,0,1601,242,517,169,928,32,29,60,989,1047,15,2050,500,572,159,1230,24,20,47,1272,953,13,2237,533,498,109,1138,25,22,43,1176,731,4,1918,496,310,66,878,11,8,22,897,398,3,1299,499,263,80,837,11,9,21,860,306,6,1172,945,341,102,1390,13,3,19,1412,386,3,1796,399,144,36,577,4,0,3,587,192,0,780,280,83,14,371,0,0,0,376,62,0,436,111,24,12,148,0,0,0,148,27,0,171,250,50,15,309,3,0,9,316,84,0,396,381,222,83,687,19,8,28,714,395,35,1146,14,22
1011,0,0,0,0,0,3,4,6,36,0,42,0,5,0,7,0,0,0,7,17,0,23,0,4,0,5,0,7,7,12,27,0,39,0,14,7,19,15,0,14,38,38,0,77,0,30,4,31,10,8,17,48,84,8,140,13,104,11,132,10,13,24,161,164,0,320,34,127,20,179,9,10,23,203,166,0,372,85,143,16,241,8,7,7,250,200,0,455,128,142,12,283,6,3,15,294,194,0,487,169,105,16,280,6,5,9,298,164,0,461,137,77,13,226,3,4,8,230,78,0,307,98,60,5,168,4,0,4,171,43,0,211,171,46,9,227,0,3,3,228,50,0,286,53,10,3,69,0,0,0,69,31,0,99,34,14,7,58,0,0,0,58,10,0,62,17,0,0,15,0,0,0,15,3,0,19,38,3,0,44,0,0,4,47,18,0,62,90,60,14,171,0,0,4,175,83,9,271,3,3
1012,0,0,6,0,0,0,0,3,19,0,28,0,0,0,0,0,0,0,0,3,0,3,0,5,0,6,3,3,6,13,10,0,31,0,6,0,11,0,3,3,11,22,0,34,3,14,3,26,0,7,6,31,54,0,87,8,30,8,44,5,6,16,61,84,0,143,10,57,10,81,0,0,7,90,82,0,173,56,75,8,143,5,0,4,147,72,0,214,123,75,13,207,0,4,0,211,74,0,285,84,48,10,144,3,0,3,140,52,6,193,85,27,9,118,3,3,3,125,41,0,161,65,19,5,90,3,0,3,89,26,4,118,115,26,4,144,3,0,3,152,26,0,171,47,6,0,56,0,0,0,52,19,0,69,28,5,0,27,0,0,3,33,8,0,34,15,0,0,16,0,0,0,16,0,0,24,22,3,0,29,0,0,0,29,12,0,34,46,15,9,70,3,0,7,75,46,3,127,7,3
1013,3,0,0,3,0,0,0,4,9,0,15,0,0,0,0,0,0,0,0,4,0,8,0,3,0,4,0,0,0,4,6,0,15,0,6,4,7,0,0,0,4,12,0,16,0,12,0,8,0,3,3,15,31,0,40,0,15,9,35,0,0,0,35,43,0,82,13,38,6,57,3,0,4,64,44,3,110,17,37,6,65,0,0,0,67,83,0,153,30,30,5,69,0,0,0,69,80,0,148,23,28,3,55,0,0,0,55,39,0,96,27,9,4,43,0,0,0,43,21,0,61,23,6,4,36,0,0,0,36,19,4,54,33,13,5,42,0,0,0,42,12,0,55,14,3,0,22,0,0,0,20,8,0,26,6,8,0,10,0,0,0,10,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,8,0,0,9,15,17,4,39,0,0,0,38,39,3,80,0,4
1014,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,4,7,0,10,0,5,0,0,0,0,0,4,3,0,10,0,4,0,3,0,9,8,13,14,0,29,0,9,0,9,5,3,3,15,39,0,53,5,33,0,36,0,3,7,40,50,0,92,9,38,6,56,0,8,9,59,47,0,114,25,43,0,71,0,4,4,75,67,0,138,46,37,7,91,4,0,0,94,62,0,158,55,39,7,100,0,0,4,103,36,0,137,34,25,0,64,0,0,0,64,28,0,97,34,10,0,47,0,0,3,54,19,0,69,76,16,3,92,0,0,0,95,33,0,123,34,13,4,52,0,0,0,51,5,0,55,18,3,0,25,0,0,0,22,5,0,25,6,0,0,7,0,0,0,6,0,0,13,7,0,0,12,0,0,0,12,3,0,13,20,12,5,39,0,0,0,40,28,0,68,0,0
1015,0,0,0,0,0,0,0,0,15,0,11,0,4,0,3,0,0,4,9,0,0,8,0,0,0,0,0,0,0,0,9,0,13,0,6,0,9,3,3,8,18,26,0,43,0,10,0,12,4,8,10,23,55,0,79,3,26,7,34,4,3,3,41,69,0,114,15,41,4,54,4,3,6,64,71,0,139,25,47,3,79,0,3,4,80,70,0,157,42,56,3,103,0,0,0,108,81,0,185,43,25,0,72,0,0,0,72,40,0,111,24,16,5,41,0,0,0,41,26,0,69,28,12,0,39,0,0,0,38,14,4,57,47,14,3,64,0,0,0,64,17,0,77,12,5,0,21,4,0,4,21,7,0,25,11,5,0,13,0,0,0,13,5,0,18,0,0,0,9,0,0,0,9,5,0,5,5,4,0,8,0,0,0,8,0,0,8,8,17,7,36,0,0,3,44,34,0,74,4,0
1016,0,0,0,3,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7,4,0,11,0,6,0,6,0,0,0,5,18,0,22,0,3,0,3,0,7,5,11,30,0,45,9,15,3,21,4,0,9,25,26,0,55,7,34,6,41,0,0,0,42,23,0,72,21,29,5,55,0,0,0,58,41,0,97,43,27,0,70,0,0,0,72,33,0,110,20,15,3,44,0,0,0,43,32,0,80,27,19,0,42,0,0,0,42,15,0,61,24,6,4,37,0,0,0,39,8,0,52,52,11,3,67,0,0,0,73,20,0,90,21,3,0,23,0,0,0,23,0,0,24,17,0,0,15,0,0,0,14,3,0,22,12,3,0,18,0,0,0,18,0,0,15,6,0,0,12,0,0,0,10,4,0,13,31,10,3,36,0,0,0,40,20,4,60,0,0
1017,0,0,0,0,0,0,0,0,8,0,12,0,0,0,3,0,0,0,3,4,0,5,0,0,0,0,0,0,0,3,6,0,14,0,4,0,7,4,0,4,10,16,0,31,0,4,9,11,3,8,8,25,49,0,68,4,26,5,34,6,0,3,39,63,0,100,8,32,8,48,8,3,9,58,64,0,115,18,22,7,47,0,4,5,56,75,0,131,30,29,4,61,3,4,6,64,53,0,119,32,27,7,58,8,3,9,74,43,0,114,28,11,7,38,0,0,0,41,21,0,62,17,14,3,30,0,0,0,30,3,0,34,26,12,0,33,0,0,0,33,17,0,57,14,3,6,13,0,0,0,15,4,0,21,9,0,0,9,0,0,0,9,5,0,10,0,5,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,5,15,11,9,36,4,0,4,35,28,4,68,4,0
1018,0,0,4,5,0,0,0,3,12,0,19,0,0,0,0,3,0,3,3,8,0,13,0,0,0,0,0,0,0,5,19,0,19,0,7,0,6,3,5,11,20,23,0,44,0,6,5,13,4,7,9,18,60,0,77,5,48,8,57,0,18,19,76,76,0,147,16,62,7,85,3,11,9,93,91,0,184,44,77,3,128,5,4,8,131,103,0,233,66,57,6,131,5,4,5,137,80,0,215,66,45,6,119,0,0,0,125,72,0,197,71,32,6,107,0,0,4,110,37,0,151,53,27,4,79,0,0,0,78,28,0,108,62,32,5,98,0,0,0,97,33,0,131,42,11,6,60,0,0,0,60,18,0,74,19,10,6,28,0,0,0,34,0,0,38,10,0,0,14,0,0,0,14,4,0,13,17,4,0,26,0,0,0,29,4,0,34,46,31,3,79,0,7,7,87,43,0,130,0,3
1019,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,3,0,3,0,6,0,6,0,0,0,8,3,0,8,0,5,0,5,0,6,4,8,15,0,25,0,3,3,8,4,3,6,13,29,0,43,0,16,4,24,3,0,3,28,34,0,62,4,23,4,30,0,0,0,34,43,0,75,14,32,6,49,0,3,3,51,52,0,108,19,10,4,31,0,0,0,31,38,0,75,25,18,6,43,0,0,0,43,33,0,77,18,9,5,30,0,0,0,27,15,0,41,12,6,0,14,0,0,0,14,10,0,26,23,3,0,28,0,0,0,27,10,0,41,7,3,0,12,0,0,0,12,7,0,20,8,0,0,6,0,0,0,14,6,0,18,0,0,0,4,0,0,0,4,0,0,0,3,5,0,7,0,0,0,7,4,0,11,9,6,0,14,0,0,0,15,17,0,34,0,0
1020,0,0,4,4,0,0,0,4,4,0,8,0,0,0,3,0,0,0,3,5,0,6,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,0,3,9,3,0,7,0,0,0,4,0,0,4,10,21,0,24,8,17,5,27,4,3,5,28,20,0,51,3,9,3,19,0,0,5,23,25,0,44,0,30,4,37,0,0,0,35,35,0,74,21,32,6,59,0,0,0,59,31,0,86,26,15,0,40,0,0,0,40,23,0,66,17,16,3,32,0,0,0,37,24,0,59,27,10,0,31,0,0,0,31,5,0,38,31,11,0,42,0,0,0,42,14,0,53,18,13,0,29,0,0,0,29,6,0,34,11,3,0,13,0,0,0,13,4,0,15,7,0,0,8,0,0,0,8,0,0,8,8,4,0,13,0,0,0,13,5,0,17,16,9,10,30,0,0,0,27,8,8,43,3,0
1021,0,0,0,0,6,0,4,8,20,0,21,0,0,0,0,0,0,0,0,4,0,6,0,7,0,3,0,0,0,9,12,0,12,0,0,0,0,0,0,0,3,20,0,21,0,8,3,10,0,0,0,13,43,0,58,0,27,3,37,3,3,9,44,62,0,109,9,40,5,58,3,9,5,68,55,0,126,25,40,9,74,0,4,4,81,80,0,159,37,45,4,82,0,0,5,87,70,0,154,41,30,9,76,3,4,8,84,49,0,135,34,23,3,64,0,0,0,64,32,0,98,33,23,10,61,0,0,0,61,24,0,89,54,19,6,74,0,0,0,74,26,0,101,28,12,3,40,0,0,0,40,15,0,59,12,12,4,28,0,0,0,28,5,0,31,3,4,0,10,0,0,0,10,5,0,12,12,8,0,25,0,0,0,19,3,0,28,25,9,8,49,0,3,5,48,30,3,84,0,0
1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,5,0,3,0,3,0,0,3,8,13,0,16,0,0,0,7,0,0,0,7,10,0,15,3,15,0,21,0,0,0,18,28,0,50,9,31,3,41,3,0,6,46,17,0,60,20,19,5,39,0,0,0,41,31,0,75,18,24,0,43,0,0,0,48,19,0,63,19,12,0,35,0,0,0,34,11,0,50,25,14,0,37,0,0,0,38,11,0,49,13,5,3,23,0,0,0,23,8,0,31,43,4,0,48,0,0,0,48,5,0,56,16,0,0,19,0,0,0,19,5,0,21,13,5,0,13,0,0,0,17,4,0,22,0,0,0,0,0,0,0,0,0,0,6,11,0,0,9,0,0,0,9,0,0,9,3,5,0,16,0,0,3,14,16,0,32,0,0
1023,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,11,0,9,0,6,0,6,0,0,0,9,11,0,18,0,8,0,7,0,0,4,12,27,0,34,3,16,0,23,3,8,14,36,41,0,79,10,18,5,23,4,0,4,30,32,0,62,25,21,0,49,0,0,0,49,35,0,91,21,26,3,50,6,0,7,50,27,0,80,20,6,3,29,0,0,5,33,10,0,47,18,13,4,25,0,0,0,25,6,0,38,23,10,0,31,0,0,0,31,9,0,33,46,5,4,50,0,0,0,50,10,0,59,6,6,0,13,0,0,0,13,0,0,14,8,0,0,9,0,0,0,9,4,0,14,4,0,3,3,0,0,0,3,0,0,7,9,0,0,9,0,0,0,9,4,0,10,13,9,0,23,0,0,0,23,10,3,35,3,0
1024,0,0,0,3,0,0,0,3,10,0,12,0,0,0,0,0,0,0,0,3,0,5,0,3,0,3,0,3,3,3,6,0,12,0,4,0,6,0,0,0,5,7,0,19,0,5,0,8,4,5,6,17,28,0,43,0,35,10,42,9,5,16,61,39,0,99,13,38,5,56,0,4,5,62,45,0,114,14,54,6,76,4,5,3,83,83,0,165,30,40,8,81,3,0,3,86,65,0,148,25,36,4,73,3,0,0,73,50,0,122,32,24,3,58,3,0,0,61,37,0,101,39,13,0,56,0,0,0,56,12,0,63,54,22,3,79,0,0,0,79,15,0,95,13,6,0,20,0,0,0,24,5,0,28,11,6,0,15,0,0,0,15,4,0,17,12,0,0,10,0,0,0,10,0,0,8,14,9,0,15,0,0,0,15,3,0,23,30,24,3,64,0,3,4,70,24,0,97,0,0
1025,3,18,9,28,18,11,30,53,239,7,304,3,13,7,18,5,6,12,31,74,0,106,0,50,13,64,21,14,39,106,171,5,278,6,87,26,116,39,38,79,199,350,0,549,11,147,37,195,39,57,96,297,678,9,982,50,415,80,546,73,78,152,697,1000,4,1705,142,711,146,1001,61,71,132,1140,1002,11,2154,390,844,117,1358,41,45,85,1441,1454,19,2916,757,938,97,1795,24,46,67,1862,1231,21,3112,891,671,92,1653,31,18,54,1706,883,3,2596,831,446,79,1351,15,21,32,1390,532,8,1926,777,336,63,1172,7,14,22,1198,415,3,1612,1456,495,100,2049,15,8,24,2077,476,6,2561,604,228,47,880,12,10,16,893,213,3,1112,426,108,29,556,12,8,15,567,80,5,655,139,39,9,191,0,0,3,192,42,0,237,330,77,16,422,8,0,8,431,99,8,530,576,342,82,999,29,15,43,1043,531,47,1614,22,17
1026,0,0,0,4,7,3,9,8,13,0,20,0,0,0,0,0,0,0,0,3,0,3,0,6,0,6,0,3,4,8,13,0,24,4,3,0,6,3,3,5,11,25,0,44,0,16,0,19,3,5,9,28,77,0,104,6,49,7,64,3,5,8,69,107,0,183,18,66,16,97,5,10,8,105,110,0,209,40,95,11,141,5,4,10,144,139,0,283,65,72,13,141,6,8,12,151,91,0,244,73,57,10,135,5,0,9,142,96,0,236,56,25,9,92,0,0,0,92,35,0,127,55,28,0,79,0,0,0,83,26,0,113,82,25,6,110,0,0,0,109,28,0,134,37,18,0,56,0,0,0,56,15,0,66,19,4,0,25,0,0,0,25,6,0,31,9,0,0,9,0,0,0,9,8,0,16,10,4,5,20,0,0,0,20,7,0,25,38,28,6,67,0,0,0,68,36,4,115,0,5
1027,0,0,0,0,0,0,0,0,22,0,23,0,0,0,0,0,0,0,5,9,0,16,0,4,0,4,3,0,3,9,14,0,23,0,7,3,12,4,0,4,16,41,0,51,0,15,0,15,6,0,8,18,47,0,70,8,40,3,50,3,8,12,63,94,0,158,21,70,0,93,4,3,13,107,78,3,187,43,75,4,127,5,5,4,135,82,0,216,89,52,8,149,5,0,4,162,65,0,226,81,45,3,137,0,5,5,139,56,0,195,79,32,0,111,0,0,0,117,39,0,152,76,17,0,99,0,0,0,101,18,0,118,119,25,6,155,5,0,4,155,38,0,198,47,3,0,56,0,0,0,60,11,0,74,42,3,0,44,0,0,0,44,6,0,58,12,3,0,13,0,0,0,13,0,0,16,29,5,0,31,0,0,0,35,7,0,46,35,20,6,62,4,0,5,71,36,3,103,0,0
1028,0,0,4,7,0,6,6,8,18,0,27,0,0,0,0,0,0,0,0,11,0,14,4,3,0,3,0,0,5,10,14,0,19,0,15,0,12,4,3,4,22,24,0,43,0,22,4,29,6,5,10,33,73,0,111,9,56,12,69,4,4,8,78,114,4,198,24,80,10,109,0,9,12,122,93,3,214,41,107,3,157,5,8,8,163,140,0,303,87,86,6,175,0,0,3,177,145,0,322,96,81,7,185,4,5,7,190,88,0,277,68,36,3,112,0,0,3,112,42,0,159,76,31,8,115,0,0,0,116,27,0,147,129,34,6,165,0,0,0,168,41,0,213,41,12,3,48,0,0,0,52,10,0,60,16,4,3,27,0,0,0,28,4,0,32,9,0,0,9,0,0,0,12,0,0,14,23,6,0,33,0,0,0,32,9,0,39,62,37,6,102,0,0,0,105,34,6,140,0,3
1029,3,0,0,3,0,0,0,5,6,0,15,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,4,9,0,7,5,0,0,3,0,0,5,4,11,0,17,0,5,0,5,0,0,3,11,33,0,45,0,18,4,24,0,0,0,23,30,0,55,6,28,5,38,0,8,9,49,25,0,72,9,30,0,38,3,0,7,44,40,4,80,25,27,4,50,0,0,4,54,32,0,87,25,18,0,46,3,0,3,46,18,0,68,20,19,4,37,0,0,5,39,11,0,52,24,10,0,27,0,0,0,29,10,0,44,49,7,4,59,0,3,3,63,16,0,85,20,6,3,24,0,0,0,29,9,4,39,13,5,0,20,0,0,0,21,6,0,27,4,0,0,4,0,0,0,4,0,0,3,19,4,0,25,0,0,0,25,0,0,25,14,7,3,29,0,0,0,27,14,0,42,3,0
1030,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,3,3,4,0,6,0,0,3,5,3,3,0,6,3,0,13,0,6,4,11,0,0,0,6,9,0,19,0,6,0,4,3,0,3,13,31,0,45,0,22,0,25,3,6,12,39,46,0,87,10,25,7,43,0,0,0,44,36,0,81,13,35,8,53,3,3,9,66,62,3,130,25,45,7,76,0,3,3,73,61,0,137,34,39,7,76,0,0,0,80,47,0,122,28,10,3,46,0,0,0,47,20,0,65,26,11,0,37,0,0,0,37,18,0,60,40,14,5,56,0,0,0,53,11,0,70,15,8,0,22,0,0,0,22,8,0,29,10,0,0,10,0,0,0,10,5,0,13,9,0,0,6,0,0,0,6,0,0,6,5,6,0,3,0,0,0,3,6,0,8,15,14,0,31,0,0,0,31,22,5,56,0,0
1031,50,74,84,203,251,166,421,621,4653,47,5322,21,105,30,163,49,50,100,259,892,10,1163,25,254,105,388,121,140,266,653,1798,12,2466,51,495,196,738,160,197,362,1094,2877,18,3988,90,812,321,1228,210,252,459,1686,5081,32,6804,251,1759,607,2616,345,414,760,3383,6949,38,10364,773,2665,1017,4456,327,312,639,5094,7131,48,12268,1840,3276,1022,6142,272,239,512,6653,9113,72,15838,3594,3784,1177,8551,243,191,431,8979,8536,51,17559,4512,3552,1164,9226,250,217,463,9697,7314,55,17061,4790,2602,805,8200,180,114,292,8493,5082,39,13609,4734,2076,699,7507,144,104,251,7755,4243,34,12036,10616,3465,1322,15405,207,134,340,15746,6384,30,22162,4494,1696,682,6873,109,72,182,7059,3641,8,10711,4385,1166,416,5970,68,36,109,6076,1787,13,7873,1813,549,206,2566,33,18,52,2622,1024,5,3656,7401,1422,448,9271,110,43,154,9424,2233,32,11688,3592,1708,865,6164,183,126,311,6474,3984,484,10946,171,116
1032,4,0,0,4,0,3,5,10,23,5,35,0,3,0,3,0,0,0,8,7,0,11,0,5,0,5,4,7,6,15,17,0,29,0,7,0,9,6,11,16,23,35,0,59,3,19,7,29,9,11,16,49,82,0,130,10,56,6,68,18,13,32,98,105,0,206,27,89,8,122,6,10,23,139,116,0,262,56,63,12,140,8,6,10,150,135,0,283,117,95,7,216,3,11,13,230,123,0,352,107,48,15,166,4,0,5,170,73,5,248,67,39,4,110,0,0,0,110,33,0,150,67,26,8,98,0,0,0,101,30,0,130,101,32,8,142,0,3,3,143,34,0,179,45,5,0,49,0,0,0,49,10,0,63,22,3,0,28,0,0,0,27,3,0,32,6,0,0,8,0,0,0,8,7,0,12,16,5,0,19,0,0,0,19,12,0,32,49,21,7,75,4,3,5,80,50,8,133,3,3
1033,0,0,4,5,0,0,0,4,16,0,24,0,4,0,4,0,0,0,7,7,0,15,0,0,0,5,0,3,3,10,23,0,29,0,11,0,11,4,3,12,26,32,0,58,5,18,5,27,5,6,13,36,67,0,101,0,44,9,48,5,10,14,66,89,0,161,17,50,10,75,6,3,14,84,99,0,183,26,72,9,99,4,12,18,115,143,0,259,56,59,6,120,6,0,4,119,114,0,241,51,42,18,111,3,3,3,110,50,0,162,27,28,0,49,0,0,0,49,28,0,77,35,22,3,55,0,0,0,55,20,0,76,36,15,4,53,0,0,0,54,27,0,78,17,7,4,26,0,0,0,23,9,0,34,5,0,0,3,0,0,0,3,4,0,11,0,0,0,4,0,0,0,4,0,0,0,4,0,0,12,0,0,0,12,3,0,13,21,26,0,51,5,0,8,60,48,0,111,0,0
1034,0,0,0,0,4,0,4,4,9,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,4,0,3,4,4,7,0,12,0,7,0,7,0,0,0,9,24,0,35,5,21,4,31,0,6,3,40,32,0,68,4,34,3,48,3,0,3,46,31,0,77,15,42,3,61,0,0,0,61,56,0,110,33,32,8,75,0,0,0,77,51,0,128,28,15,0,47,0,0,0,47,26,0,79,20,20,3,42,0,0,0,46,19,0,67,16,15,0,28,0,0,0,28,8,0,40,31,13,0,42,0,0,0,42,10,0,53,3,8,0,9,0,0,0,9,9,0,12,3,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,6,0,6,10,3,0,9,0,0,0,9,0,0,12,5,17,3,31,0,3,3,32,22,0,56,0,0
1035,0,3,0,6,3,0,3,9,30,0,33,0,6,0,4,0,0,0,3,5,0,9,0,7,0,13,6,4,4,19,26,0,44,0,15,0,20,3,0,4,22,42,0,66,4,27,3,29,7,4,13,44,101,0,146,3,63,9,70,12,16,28,104,138,0,247,22,84,8,114,6,3,14,123,107,4,234,47,102,10,160,5,3,9,170,123,0,297,91,95,6,199,3,0,7,207,118,0,325,97,65,14,176,3,5,3,179,86,0,266,90,39,6,134,0,0,0,134,51,0,187,109,36,6,147,4,0,4,152,26,0,180,147,35,0,193,0,0,0,194,36,0,231,57,10,6,77,0,0,0,78,19,0,96,41,5,0,52,0,0,0,52,4,0,53,12,0,0,12,0,0,0,12,9,0,24,35,6,0,44,0,0,0,48,4,0,49,72,33,6,109,4,4,4,113,39,9,165,0,0
