SUA_CODE_2021,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
3003,0,0,7,0,0,0,0,6,36,0,35,0,3,4,6,0,0,0,5,7,0,19,0,9,0,12,3,0,7,17,25,0,38,3,10,4,21,8,10,12,38,61,0,92,0,39,7,46,13,21,35,73,126,0,204,14,95,18,132,23,25,45,179,177,0,354,40,126,9,183,14,16,29,212,177,0,388,109,133,21,264,10,8,17,279,217,0,504,159,129,13,301,9,13,19,324,228,0,550,128,99,6,236,0,6,10,243,129,0,377,115,61,6,180,6,0,4,180,87,0,269,91,43,3,141,0,0,0,141,50,0,193,115,51,11,178,0,4,4,185,67,0,254,58,14,4,79,0,0,0,79,22,0,98,25,7,4,31,0,0,0,35,6,0,40,8,0,0,9,0,0,0,16,3,0,14,22,9,0,32,4,0,5,30,15,0,47,68,55,12,136,8,5,13,143,76,6,228,4,3
3004,5,4,4,15,9,9,21,30,108,0,148,0,3,0,3,3,0,7,10,18,0,28,3,15,0,23,17,3,24,47,66,0,108,0,33,3,37,18,17,33,73,94,0,164,9,70,3,84,27,22,51,132,169,4,306,25,192,12,228,32,41,73,304,302,0,603,81,268,18,367,27,29,57,422,270,5,698,187,294,25,510,20,20,45,554,299,0,856,306,284,34,630,18,15,38,664,276,4,942,370,211,28,606,9,8,25,632,224,0,854,331,138,22,491,12,6,12,504,130,0,636,268,99,18,385,3,7,8,401,93,0,486,438,150,33,612,4,3,11,621,96,0,719,126,43,6,178,0,0,0,175,51,0,230,108,25,15,142,0,6,0,142,16,0,162,38,9,0,42,0,0,0,46,0,0,50,91,13,3,112,0,0,0,112,37,0,148,209,123,24,362,17,14,27,389,185,14,588,8,4
3005,0,0,0,3,0,0,0,3,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,6,0,13,0,4,0,3,0,0,0,3,9,0,10,0,5,0,5,0,3,0,10,10,0,17,4,16,3,20,4,3,10,22,14,0,40,11,21,5,35,0,0,0,36,17,0,55,13,19,0,37,0,3,4,38,12,0,52,26,22,5,48,0,0,0,48,16,0,63,26,9,0,39,0,0,0,41,8,0,47,24,4,0,29,0,0,0,29,5,0,29,14,3,0,17,0,0,0,17,0,0,22,43,3,3,48,0,0,0,48,3,0,49,16,3,0,27,0,0,0,27,0,0,24,13,0,3,14,0,0,0,14,0,0,14,6,0,0,5,0,0,0,5,0,0,5,9,0,0,9,0,0,0,9,0,0,9,18,3,0,21,0,0,0,21,0,0,24,0,0
3006,0,4,0,3,0,5,3,8,21,0,29,0,0,0,0,0,0,0,0,11,0,12,0,0,0,0,5,0,8,14,16,0,26,5,8,0,13,7,5,9,25,22,0,52,4,21,5,35,14,14,31,58,69,0,130,10,49,3,59,21,22,41,103,151,0,248,20,85,8,116,14,17,34,146,124,0,265,51,75,10,137,10,10,17,153,113,0,263,79,49,6,135,4,0,7,144,81,0,225,82,60,7,153,3,3,8,161,55,0,212,65,29,11,103,0,3,3,103,21,0,130,63,13,4,84,3,3,4,88,22,0,107,118,23,3,148,0,0,6,151,31,0,184,34,12,0,44,0,0,0,47,10,0,55,26,10,7,38,0,0,0,38,0,0,38,15,0,0,15,0,0,0,15,5,0,23,35,0,0,37,0,0,0,40,0,0,40,46,18,11,79,3,5,6,87,43,4,130,0,5
3007,12,12,11,37,42,28,70,112,517,5,629,14,27,3,37,12,10,24,63,113,0,176,11,75,26,110,24,28,49,157,207,3,364,17,109,33,154,41,42,83,238,325,6,562,29,224,61,313,60,72,134,444,639,0,1094,71,644,165,872,86,124,206,1085,1106,10,2203,238,1008,212,1455,70,95,164,1617,1055,6,2677,684,1067,221,1966,59,74,131,2099,1452,16,3568,1113,1166,234,2518,61,55,115,2631,1448,13,4089,1206,914,195,2317,45,44,85,2400,1091,8,3495,1130,603,132,1864,27,22,48,1914,633,4,2557,1012,427,110,1552,24,14,34,1589,457,4,2052,1650,592,153,2387,28,20,44,2436,612,6,3051,674,273,61,1005,5,11,16,1021,284,4,1305,490,137,38,663,6,5,10,676,101,0,777,161,46,14,225,0,0,0,225,53,0,273,455,107,30,594,9,8,11,612,143,4,762,702,428,162,1297,48,32,74,1371,625,60,2060,34,28
3008,0,0,4,5,0,0,0,9,13,0,22,0,0,0,0,0,0,0,0,4,0,4,0,4,0,4,0,0,4,6,8,0,22,0,12,3,10,0,3,8,19,23,0,40,6,12,0,12,3,7,9,20,54,0,77,3,29,9,36,5,4,9,45,79,0,125,6,48,8,62,9,0,8,70,88,0,157,30,59,4,93,5,6,11,103,97,3,207,45,63,7,108,0,0,4,116,88,0,207,31,34,9,71,0,0,0,75,62,0,132,36,22,5,57,0,0,0,57,34,0,94,31,16,0,49,0,0,0,54,24,0,77,48,15,0,68,0,0,0,66,26,0,93,4,6,0,14,0,0,0,14,9,0,20,16,6,0,15,0,0,0,15,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,9,21,25,0,42,0,0,0,43,38,4,77,5,3
3009,0,0,0,0,0,3,4,4,26,0,24,0,0,0,5,0,0,0,6,6,0,8,0,8,7,12,0,4,5,17,24,0,41,0,8,0,13,16,4,24,33,53,0,84,3,30,0,34,6,9,16,48,79,0,136,6,68,15,89,18,16,32,116,156,0,277,36,108,20,157,15,18,31,195,147,0,337,71,119,6,192,5,3,12,208,216,3,425,97,104,15,218,3,7,12,233,194,0,418,94,75,8,176,11,0,9,189,100,0,290,85,50,4,141,7,0,9,148,74,0,222,61,36,0,106,0,0,0,105,35,0,141,98,27,4,135,0,0,0,137,38,0,174,24,14,0,38,0,0,0,38,20,0,64,21,3,0,22,0,0,0,26,7,0,34,6,3,0,4,0,0,0,4,0,0,4,16,4,0,22,0,0,4,20,7,0,29,45,39,5,100,3,0,5,100,68,5,172,0,4
3010,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,6,0,0,8,0,5,0,5,0,0,0,4,6,0,11,0,5,0,11,0,0,0,11,20,0,25,5,10,0,18,0,4,4,16,38,0,54,0,29,0,32,0,3,4,32,42,0,73,9,27,3,46,0,0,4,46,44,0,87,16,16,5,40,0,0,0,40,19,0,63,16,19,0,28,0,0,0,28,18,0,50,20,9,0,26,0,0,0,26,14,0,41,7,6,0,14,0,0,0,14,3,0,14,23,5,0,30,0,0,0,30,8,0,39,11,0,0,13,0,0,0,13,5,0,14,5,0,0,5,0,0,0,5,0,0,5,4,0,0,4,0,0,0,4,0,0,3,4,0,0,3,0,0,0,3,0,0,10,5,8,3,15,0,0,0,15,7,0,27,0,0
3011,0,0,3,5,9,5,14,17,43,0,64,0,4,0,4,8,0,6,8,11,0,23,0,4,0,9,8,4,15,20,22,0,45,4,21,5,24,6,4,11,41,48,0,89,6,35,4,41,3,3,9,56,97,0,156,9,92,11,117,13,19,31,145,155,0,307,28,145,14,186,14,13,25,213,120,0,337,105,109,12,225,8,5,11,237,169,0,403,158,119,15,289,3,9,11,305,116,0,419,173,85,15,267,8,0,10,276,87,0,359,138,66,3,205,3,3,4,213,53,0,263,143,43,10,192,0,0,0,190,41,0,230,244,48,9,300,6,0,9,307,50,0,358,85,19,3,109,0,0,0,109,19,0,126,72,8,4,82,0,0,0,82,8,0,93,23,0,0,26,0,0,0,26,8,0,33,85,17,0,99,0,0,3,98,12,0,111,124,55,19,199,3,6,4,202,75,12,289,0,0
3012,0,0,0,0,0,0,0,0,12,0,11,0,0,0,6,0,0,0,6,9,0,8,0,0,0,6,9,4,9,14,6,0,25,0,10,0,10,0,0,3,13,34,0,48,0,17,0,18,12,13,23,38,46,0,89,9,30,5,46,9,9,19,63,82,0,150,14,50,6,65,0,10,10,78,104,0,185,30,46,5,80,5,8,8,87,133,4,225,48,50,4,100,5,4,4,105,118,0,225,42,29,6,70,5,0,5,74,61,0,136,32,25,4,64,0,3,3,64,31,0,97,30,0,0,40,0,0,0,38,23,0,57,30,15,0,47,0,0,4,54,27,0,81,17,8,0,19,0,0,0,22,15,0,34,7,4,5,9,0,0,0,9,6,0,9,0,0,0,7,0,0,0,7,0,0,8,6,0,3,6,0,0,0,6,8,0,17,24,21,4,47,0,5,3,51,47,0,99,0,0
3013,0,0,0,0,0,0,3,7,17,0,20,0,0,0,0,0,0,0,0,3,0,4,0,3,0,3,4,0,3,8,16,0,25,0,4,0,3,0,0,4,7,21,0,25,0,5,5,10,8,0,7,19,26,0,44,9,11,0,15,3,6,13,26,52,0,81,9,16,0,22,3,4,3,28,29,0,58,23,13,6,44,3,0,4,45,27,0,72,36,8,4,47,4,0,6,55,30,0,83,44,12,0,57,0,0,4,61,19,0,78,38,11,0,47,0,0,0,47,9,0,58,32,6,3,43,0,0,0,46,9,0,50,65,13,0,80,0,0,0,79,11,0,90,22,3,3,32,0,0,0,31,6,0,37,22,5,0,28,0,0,0,28,6,0,33,5,0,0,5,0,0,0,5,0,0,6,26,0,0,26,0,0,0,26,7,0,26,22,10,9,38,0,0,0,34,32,0,67,3,0
3014,0,0,3,4,0,4,5,11,43,0,54,0,5,0,5,3,0,3,10,8,0,13,4,8,0,7,7,7,11,23,26,0,48,0,14,0,17,13,5,16,31,55,0,87,6,37,5,47,24,18,40,87,118,0,203,21,87,12,119,27,25,52,171,173,0,343,40,125,15,179,18,15,30,209,167,6,385,116,140,20,276,7,6,17,292,225,0,515,142,134,23,303,13,6,22,318,174,3,493,165,101,17,288,3,4,9,299,117,0,418,148,61,12,224,3,3,9,227,69,0,294,124,41,4,173,3,0,0,178,38,0,213,211,56,16,286,4,5,8,295,87,0,380,107,27,5,132,0,0,0,136,37,0,172,67,8,3,77,0,4,5,82,15,0,95,22,0,0,25,0,0,0,25,5,0,30,41,6,5,49,0,0,0,49,7,0,54,93,52,18,164,0,5,9,173,95,7,275,7,10
3015,7,4,9,17,19,10,25,44,168,0,221,4,13,8,29,0,4,9,33,57,0,86,4,38,12,59,11,13,22,81,94,0,169,4,57,15,79,13,28,42,120,137,3,265,20,116,36,168,19,33,49,217,336,0,563,44,306,95,443,39,53,99,541,555,0,1098,116,524,142,792,32,56,87,879,528,9,1418,309,633,127,1078,24,30,51,1122,722,5,1862,519,660,115,1301,24,32,60,1356,760,3,2123,600,528,91,1222,14,23,35,1259,535,0,1790,575,310,73,965,15,10,19,988,311,0,1295,512,233,51,801,7,7,12,813,231,0,1049,809,338,66,1217,6,9,16,1236,276,3,1512,336,94,32,460,5,7,14,468,109,6,579,205,65,19,293,0,0,0,293,48,4,342,66,22,7,99,0,0,0,98,20,0,119,205,59,16,286,0,0,0,285,52,0,342,389,276,80,748,15,10,31,775,368,33,1179,23,15
3016,7,3,4,10,0,4,11,15,60,0,75,0,5,0,7,4,0,0,12,21,0,34,4,6,0,15,12,9,15,33,48,0,81,0,22,0,24,14,10,24,51,82,0,123,10,50,7,64,16,20,38,102,198,0,299,17,132,22,164,20,41,64,230,257,0,485,52,212,19,290,17,19,34,322,252,0,575,165,254,24,442,11,20,32,474,301,0,777,265,227,17,506,12,13,22,528,294,3,825,260,182,19,467,9,9,15,480,209,0,692,253,93,15,362,4,6,8,378,122,0,498,197,76,19,294,4,0,4,300,109,0,402,356,83,20,460,3,5,7,468,131,3,601,124,40,3,166,0,0,3,171,39,6,213,67,12,3,85,7,0,7,89,12,0,103,31,8,0,39,0,0,0,39,6,0,46,82,10,6,101,0,5,5,103,26,0,129,139,77,21,235,9,5,15,245,109,11,372,4,9
3017,3,5,3,10,9,8,21,29,91,4,119,0,11,0,11,3,0,6,15,35,0,50,6,12,0,19,6,8,18,34,48,0,86,0,53,0,57,17,21,39,101,105,5,210,14,55,3,71,23,31,53,127,226,6,356,27,177,31,235,36,42,85,318,315,0,634,98,281,20,396,37,33,67,467,319,9,799,229,314,41,588,10,18,29,615,380,0,992,380,278,44,698,12,12,23,726,323,8,1052,404,213,29,648,17,12,28,672,249,0,929,399,141,29,566,9,3,15,586,155,0,741,338,115,15,470,6,0,6,476,117,3,593,496,125,31,656,5,5,14,665,153,0,822,201,48,15,265,0,3,3,268,64,0,330,124,23,0,150,0,0,4,155,22,0,182,38,11,4,56,0,0,0,60,12,0,72,112,19,8,144,0,4,3,149,28,4,181,223,115,25,365,16,13,29,392,143,16,553,11,3
3018,0,0,0,0,0,0,0,0,14,0,17,0,0,0,0,0,0,0,0,5,0,5,0,3,0,3,0,0,0,3,3,0,8,0,9,0,9,3,0,3,9,14,0,20,4,10,0,12,0,4,4,15,31,0,47,0,24,9,34,3,4,9,47,45,0,93,7,27,3,38,3,6,12,52,38,0,84,28,37,8,64,3,0,3,71,58,0,131,25,20,5,49,3,4,8,59,35,0,90,28,17,7,49,0,0,5,54,24,0,77,27,12,0,41,0,0,0,41,12,0,53,27,0,0,33,0,0,0,33,12,0,41,24,7,0,36,0,0,0,35,12,0,46,10,3,0,11,0,0,0,11,4,0,16,7,4,0,11,0,0,0,11,0,0,14,0,4,0,4,0,0,0,4,0,0,0,6,4,0,8,0,0,0,8,4,0,11,11,9,3,22,0,3,5,27,18,0,53,0,0
3019,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,4,4,0,0,4,0,3,0,5,5,0,4,6,3,0,13,0,3,0,4,4,4,9,10,3,0,13,0,13,0,13,0,0,5,12,19,0,33,5,24,0,28,3,0,6,33,22,0,54,14,35,0,51,0,0,5,51,36,0,86,15,33,6,58,0,0,5,58,26,0,88,41,27,3,67,0,0,0,66,26,0,95,24,19,7,46,0,0,0,44,20,0,70,23,21,4,43,0,0,0,44,13,0,55,29,17,6,52,0,0,0,49,9,0,58,46,12,0,63,0,0,0,61,13,0,73,16,0,0,23,0,0,0,26,9,0,36,21,0,3,28,0,0,0,25,4,0,29,7,4,3,10,0,0,0,10,0,0,14,16,0,0,16,0,0,0,23,0,0,23,28,12,0,42,4,0,3,42,24,0,75,0,0
4000,3,4,0,10,9,0,9,18,83,6,98,0,14,6,17,4,0,5,15,27,0,51,11,38,3,57,15,8,26,80,89,5,172,12,52,4,72,21,18,45,115,143,0,255,13,96,17,127,29,27,53,180,333,6,518,40,315,32,386,33,33,70,460,422,3,881,103,356,25,488,25,28,55,545,393,4,938,207,350,37,594,11,8,26,613,557,8,1180,286,307,35,631,14,16,27,657,389,3,1054,270,248,29,546,5,8,18,561,277,0,843,255,137,21,411,7,3,11,423,150,0,574,224,94,15,331,0,0,3,335,100,0,436,354,115,27,493,5,0,6,501,105,4,608,159,37,8,199,0,0,0,201,55,0,257,95,20,9,118,0,0,0,119,15,0,135,29,7,0,41,0,0,0,41,4,0,44,67,16,0,86,0,0,0,85,23,0,111,271,190,46,501,17,15,34,528,273,23,827,17,11
4001,30,24,21,73,59,63,128,200,847,10,1051,4,46,7,63,10,28,39,97,234,6,339,13,142,21,175,70,53,123,295,489,6,793,26,224,30,280,124,120,240,519,880,5,1402,49,457,73,580,132,170,301,877,1674,8,2560,146,1164,143,1451,184,276,459,1914,2541,11,4468,399,1867,176,2445,157,178,334,2785,2536,15,5332,1097,2166,203,3466,116,109,218,3690,3377,25,7090,2043,2147,197,4380,103,122,224,4605,2824,28,7456,2278,1752,190,4227,88,79,161,4391,2111,19,6521,2149,1090,146,3377,44,45,92,3478,1339,12,4823,2048,783,105,2935,35,25,57,2991,928,5,3932,3600,1134,183,4912,34,28,58,4972,1249,12,6231,1502,483,81,2062,16,13,26,2097,521,6,2628,998,255,54,1313,7,6,10,1321,183,0,1508,383,91,23,497,3,0,5,501,120,0,621,952,208,32,1189,12,15,25,1218,284,8,1507,1735,923,163,2828,90,81,168,2994,1316,107,4415,50,61
4002,0,0,0,3,0,4,4,3,8,0,12,0,0,0,0,0,0,0,9,6,0,9,0,3,0,4,0,0,5,5,12,0,24,0,7,0,12,8,5,9,18,25,0,46,3,13,0,24,3,5,4,29,41,0,66,0,42,9,48,7,3,11,62,74,4,138,19,72,4,95,5,7,13,106,61,3,169,32,78,8,113,5,5,8,125,64,0,184,59,68,5,136,6,0,3,138,52,0,191,54,34,0,93,0,0,0,97,31,0,128,37,27,4,65,0,0,0,65,30,0,97,38,12,0,51,0,0,0,54,9,0,67,62,17,0,85,0,0,0,85,19,0,102,25,8,0,38,0,0,0,37,0,0,40,11,3,0,18,0,0,0,18,3,0,23,0,0,0,0,0,0,0,0,0,0,8,7,0,0,9,0,0,0,9,3,0,10,38,18,0,58,0,0,6,61,31,0,96,0,0
4003,0,0,0,0,0,0,0,3,10,0,18,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,9,0,13,0,4,0,8,4,0,3,12,20,0,30,0,15,0,15,5,4,6,22,47,0,67,0,19,4,22,8,5,15,38,55,0,89,4,30,9,42,8,4,5,54,50,0,99,39,48,7,85,0,0,3,90,63,0,155,38,24,5,67,0,0,8,74,52,0,123,37,24,4,62,6,0,6,65,39,0,103,28,12,5,40,0,0,0,40,18,0,53,25,6,0,36,0,0,0,36,7,0,39,29,10,0,44,0,0,0,47,16,0,55,11,4,0,15,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,0,8,0,0,5,0,0,0,5,4,0,8,10,15,0,26,0,0,0,29,17,3,47,0,0
4004,0,0,0,0,0,0,0,3,11,0,17,0,0,0,0,0,0,0,0,9,0,9,0,5,0,0,0,4,4,8,5,0,16,0,0,0,0,0,0,0,6,19,0,24,3,8,0,11,3,0,6,12,38,0,54,0,18,3,19,3,4,6,31,41,0,69,8,29,3,36,0,8,6,40,39,0,81,15,15,4,34,5,4,5,42,28,0,72,20,22,4,47,0,0,0,47,25,0,76,25,14,7,46,0,0,0,50,28,0,70,26,4,0,32,0,0,0,32,13,0,44,13,6,6,22,0,0,0,21,8,0,34,18,3,3,28,0,5,4,32,0,0,38,17,0,0,16,0,0,0,16,7,0,22,11,0,0,15,0,0,0,15,0,0,15,5,0,0,5,0,0,0,5,0,0,5,4,0,0,3,0,0,0,8,4,0,12,12,8,0,26,4,0,4,28,26,3,51,0,0
4005,0,0,0,0,0,0,0,0,10,0,13,0,0,0,0,0,0,0,0,3,0,3,0,5,0,5,0,0,0,4,11,0,11,0,4,0,4,3,3,8,8,17,0,27,0,8,0,11,3,0,3,11,32,0,41,4,22,0,27,0,0,3,29,33,0,62,3,44,4,46,0,3,3,52,36,0,88,8,34,5,50,0,0,0,48,35,0,82,27,40,0,63,0,0,0,67,41,0,105,16,23,0,39,3,0,3,42,26,0,70,26,10,0,34,0,0,0,34,13,0,55,22,9,0,34,0,0,0,33,9,0,37,28,4,7,34,0,0,0,34,8,0,45,0,3,0,10,0,0,0,10,0,0,8,0,3,0,9,0,0,0,9,0,0,5,0,3,0,4,0,0,0,4,0,0,3,0,0,0,6,0,0,0,6,0,0,11,17,22,5,38,0,4,3,46,14,5,61,0,0
4006,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,5,3,0,4,0,4,0,4,6,0,6,11,9,3,26,0,0,0,0,3,4,9,8,17,0,22,0,8,3,7,7,8,10,23,44,0,64,0,32,5,34,0,0,4,38,46,0,92,5,15,5,29,0,8,7,33,51,0,84,12,40,0,54,0,0,0,58,62,0,123,19,25,0,44,3,3,5,49,44,0,94,25,21,0,49,0,0,0,49,29,3,83,26,15,3,44,0,0,0,41,9,0,52,5,4,0,17,0,0,0,17,8,0,25,23,6,0,30,0,0,0,30,14,0,40,9,3,0,17,0,0,0,17,8,0,23,7,0,0,7,0,0,0,7,4,0,13,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,8,0,0,10,14,10,0,29,4,0,6,33,20,0,56,0,0
4007,0,0,0,0,3,0,0,0,3,0,7,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,5,7,8,10,0,10,0,8,0,8,0,0,0,12,22,0,27,0,9,0,13,0,0,0,13,29,0,42,3,33,11,47,4,4,9,53,47,0,101,5,58,5,69,7,0,3,74,53,0,126,20,57,6,89,0,0,0,86,73,0,160,39,39,5,87,0,0,0,89,73,0,162,27,37,4,70,0,0,4,70,34,0,111,24,15,0,35,0,0,0,35,29,0,67,30,21,0,47,0,0,0,47,11,0,66,22,15,0,39,0,0,0,39,13,0,50,10,7,0,16,0,0,0,16,9,0,25,0,0,0,5,0,0,0,5,3,0,6,4,5,0,4,0,0,0,4,4,0,9,5,0,0,4,0,0,0,4,0,0,9,19,38,7,58,0,0,3,64,29,0,93,0,0
4008,0,4,0,3,0,0,0,3,24,0,30,0,0,0,4,0,0,0,4,4,0,4,0,0,0,3,5,0,5,5,18,0,27,0,6,0,3,9,3,14,14,23,0,39,0,14,4,13,7,4,16,33,62,0,95,0,35,7,44,4,8,13,52,61,0,109,7,40,0,45,3,13,15,63,63,0,125,18,44,3,65,3,5,8,71,80,0,151,37,36,6,80,6,0,6,88,45,0,130,38,33,5,72,0,0,4,74,34,0,114,41,16,4,55,0,3,0,62,18,0,76,37,13,0,43,0,0,0,46,6,0,51,42,9,0,54,0,0,0,55,15,0,70,18,6,0,27,0,0,0,27,7,0,36,10,6,0,21,0,0,0,21,6,0,21,0,0,0,0,0,0,0,0,0,0,4,8,0,0,7,0,0,0,7,3,0,13,16,17,5,44,0,4,7,47,26,0,75,0,0
