SUA_CODE_2021,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
6000,19,175,0,190,3840,442,4480,213,137,4,355,3205,286,3844,2587,244,79,2914,4785,662,8351,4378,188,156,4724,3261,666,8654,2615,367,64,3049,6915,736,10696,626,970,12,1605,11271,948,13826,115,948,3,1069,10754,999,12818,20,165,0,185,5141,496,5825,0,3,0,5,1166,199,1364,10568,3202,330,14094,50335,5431,69868,27,338,3,367,3260,367,3994,399,258,23,680,2537,234,3446,3764,360,251,4379,3525,590,8493,5176,282,337,5797,2741,603,9142,2242,943,114,3296,7125,657,11073,233,2354,26,2607,10503,832,13940,53,1435,8,1492,9357,779,11634,7,182,0,194,4761,565,5523,0,9,0,7,1488,239,1733,11905,6155,757,18824,45291,4865,68980,45,508,6,562,7098,817,8473,610,400,22,1032,5740,523,7288,6351,609,332,7292,8309,1248,16845,9556,466,495,10527,6004,1267,17797,4859,1307,178,6344,14035,1393,21768,856,3319,40,4212,21775,1783,27767,165,2383,6,2556,20118,1776,24451,29,356,0,384,9901,1065,11346,0,12,0,11
6001,10,38,0,42,674,61,780,53,21,0,71,647,55,771,516,47,18,586,907,83,1572,747,41,36,826,538,87,1456,347,61,13,424,1103,103,1629,76,157,5,236,1475,90,1802,9,127,4,131,1349,74,1561,3,28,0,36,857,62,959,0,0,0,0,258,28,285,1767,523,71,2358,7818,634,10814,9,65,0,78,657,56,786,116,69,11,199,572,36,803,758,88,57,907,711,78,1692,929,68,76,1066,531,78,1678,338,183,17,536,1162,90,1786,36,387,3,428,1494,67,1987,7,207,0,220,1453,98,1767,3,41,0,39,994,90,1131,0,0,0,5,424,36,465,2197,1108,163,3469,7990,638,12090,13,102,0,118,1331,120,1572,175,93,11,271,1214,87,1572,1275,139,78,1488,1611,165,3264,1680,106,107,1894,1068,165,3129,685,243,31,961,2261,191,3415,112,545,7,660,2967,157,3786,16,334,4,351,2806,164,3328,10,66,0,75,1852,157,2087,0,3,0,0
6002,5,28,0,33,825,46,899,50,32,0,77,745,37,858,561,59,33,653,1253,112,2011,808,38,24,863,663,95,1626,431,69,20,521,1276,91,1894,92,153,4,245,1573,101,1920,22,182,0,201,1565,114,1882,6,44,0,46,990,96,1137,0,0,0,0,295,40,336,1973,590,85,2649,9185,736,12566,10,70,0,83,724,42,838,114,56,6,181,640,33,855,844,91,71,1008,1010,108,2131,1028,90,75,1192,536,68,1791,441,190,28,653,1338,73,2056,38,411,12,457,1616,100,2172,14,284,0,296,1707,118,2117,0,47,0,50,1122,109,1284,0,0,0,0,472,77,551,2493,1237,190,3915,9154,724,13796,14,99,0,112,1543,84,1741,165,89,6,258,1383,68,1714,1403,147,108,1660,2260,217,4142,1834,122,105,2058,1199,160,3419,871,254,41,1176,2617,162,3950,129,556,13,703,3190,203,4095,32,470,0,497,3267,237,4001,7,88,0,93,2116,210,2419,0,0,0,0
6003,12,272,3,285,5670,318,6278,206,203,8,417,6188,355,6970,3535,473,104,4107,13553,1147,18810,7076,276,275,7624,5717,799,14140,4253,383,155,4790,7523,623,12932,805,1000,21,1834,10260,549,12637,145,1765,4,1914,8592,516,11020,23,471,4,498,5155,401,6057,0,22,0,24,1797,179,2003,16053,4874,576,21502,64454,4884,90840,32,521,9,563,5057,298,5918,417,451,25,897,5651,322,6865,5222,793,305,6321,11374,911,18603,8464,541,622,9629,4731,621,14979,4236,938,220,5399,8161,486,14046,376,2746,22,3144,10418,477,14038,88,2987,14,3088,8942,554,12581,23,566,0,590,6366,527,7488,0,21,0,26,2990,329,3346,18861,9574,1220,29650,63690,4527,97873,47,795,8,851,10728,619,12194,619,657,35,1312,11843,676,13835,8757,1267,407,10433,24921,2057,37415,15542,814,899,17254,10446,1419,29118,8489,1317,379,10188,15679,1110,26977,1180,3749,46,4977,20684,1023,26680,234,4748,16,5002,17532,1071,23599,40,1043,4,1092,11528,932,13544,3,51,0,50
6004,9,116,0,119,2373,156,2652,121,107,5,239,2560,222,3019,1518,174,47,1742,4704,433,6880,2705,127,93,2928,2104,255,5287,1546,150,43,1740,3349,242,5332,303,378,7,689,4192,226,5103,36,553,3,595,3542,214,4352,8,121,0,139,2322,195,2659,0,4,0,5,764,104,874,6253,1726,210,8186,25918,2044,36148,19,222,0,247,2234,113,2589,246,174,14,436,2270,173,2879,2278,310,152,2740,3550,314,6604,3272,171,195,3629,1824,212,5670,1576,428,83,2082,3626,210,5913,124,1026,7,1160,4284,209,5649,31,943,3,978,3881,256,5111,14,152,3,169,2857,232,3259,0,10,0,10,1355,180,1548,7560,3428,458,11445,25878,1886,39212,30,337,0,371,4602,268,5242,367,284,25,670,4830,393,5898,3798,477,202,4482,8256,742,13481,5978,293,290,6560,3928,467,10956,3118,574,128,3819,6976,452,11245,429,1399,17,1849,8479,430,10748,66,1499,8,1575,7422,463,9461,22,279,3,300,5185,427,5911,6,13,0,13
6005,3,20,0,22,377,40,438,18,16,0,28,293,20,347,238,19,5,267,430,42,739,374,25,24,424,260,50,727,200,37,7,253,542,50,850,49,96,3,154,869,48,1074,9,99,0,112,855,67,1020,0,8,0,9,541,50,604,0,0,0,0,182,19,205,895,323,47,1265,4350,390,6007,3,30,0,34,351,25,407,35,39,0,77,272,24,370,343,43,25,412,328,29,772,464,45,35,541,225,36,804,217,108,9,334,617,45,994,14,245,0,258,924,50,1235,6,144,0,147,919,58,1128,0,27,0,25,647,58,737,0,0,0,0,269,29,293,1081,680,67,1825,4555,353,6733,12,47,0,54,726,68,846,55,53,0,109,567,39,711,579,60,32,673,763,74,1508,837,62,63,958,489,87,1536,419,155,17,589,1163,98,1843,63,343,5,414,1792,105,2307,9,250,5,257,1775,123,2154,5,39,0,41,1189,109,1340,0,0,0,0
7000,68,687,33,782,1820,436,3038,294,556,110,959,1634,513,3113,1438,704,332,2480,3020,1176,6682,1851,503,291,2640,2094,1026,5765,914,601,136,1654,2677,918,5248,210,434,56,708,2840,760,4308,50,234,21,304,1760,400,2464,10,50,0,65,539,125,724,0,7,0,8,79,11,99,4838,3779,984,9600,16464,5371,31432,136,694,63,893,1486,392,2769,521,610,190,1326,1271,336,2932,2177,821,563,3563,2408,861,6831,2269,722,453,3443,1615,715,5779,818,971,207,1994,2472,680,5149,116,837,93,1049,2448,555,4048,41,388,23,458,1297,287,2039,0,71,12,81,391,67,544,3,16,0,18,83,5,105,6079,5135,1609,12826,13469,3904,30196,202,1376,96,1673,3302,825,5803,818,1172,304,2286,2909,844,6038,3614,1529,898,6037,5428,2041,13513,4121,1226,740,6085,3709,1745,11541,1731,1577,350,3650,5150,1596,10393,328,1277,151,1757,5287,1318,8355,97,624,42,764,3056,688,4509,13,118,15,147,928,195,1270,5,21,0,29
7001,14,37,0,52,654,65,776,35,31,4,70,509,47,621,506,61,10,576,1455,202,2229,793,50,28,875,934,148,1961,385,58,19,458,975,114,1548,86,87,4,173,1179,129,1482,24,69,0,97,691,72,855,0,17,0,18,222,27,273,0,0,0,0,45,5,56,1844,410,69,2318,6672,802,9798,16,78,0,100,554,67,713,75,60,4,135,476,51,661,762,128,55,947,1494,203,2639,948,82,70,1098,808,160,2065,369,155,21,546,1075,145,1768,45,214,6,272,1176,118,1564,13,133,3,153,639,60,846,0,15,0,20,275,39,333,0,0,0,4,100,25,124,2228,872,160,3265,6589,864,10716,30,119,0,154,1209,127,1490,104,86,10,207,983,92,1283,1270,186,66,1521,2948,407,4872,1739,134,103,1975,1742,304,4023,754,214,39,1007,2047,261,3313,128,305,10,448,2355,247,3048,37,208,3,244,1326,131,1701,3,32,0,37,501,64,604,0,0,0,4
7002,7,180,0,188,2969,357,3512,125,153,9,281,3638,664,4589,2169,270,67,2508,7889,1627,12022,4160,194,137,4488,4220,1227,9936,2261,229,54,2544,4704,1001,8255,464,430,13,898,4973,635,6508,116,460,0,578,3281,393,4251,13,95,3,110,1367,172,1645,0,10,0,10,288,50,349,9314,2013,283,11612,33329,6124,51065,33,324,5,366,2704,306,3375,305,244,13,569,2934,375,3880,3566,484,202,4255,7055,1171,12488,5071,346,315,5732,3701,888,10319,2025,518,113,2653,4702,655,8006,195,1003,9,1202,4613,504,6319,40,835,10,883,2830,327,4040,9,148,0,159,1303,174,1639,5,7,0,8,345,77,430,11251,3914,668,15834,30192,4478,50497,42,509,5,557,5667,661,6890,433,391,23,851,6575,1046,8469,5740,753,269,6763,14947,2801,24509,9232,535,450,10224,7921,2110,20253,4289,749,169,5199,9407,1653,16262,653,1430,22,2106,9588,1136,12824,154,1299,14,1461,6111,720,8287,18,246,3,267,2668,348,3287,3,14,0,22
8000,0,3,0,3,54,9,66,5,0,0,7,48,6,62,24,4,0,32,74,14,115,52,0,0,57,49,33,132,37,3,0,37,64,28,135,3,6,0,9,72,27,105,0,5,0,5,61,18,82,0,4,0,4,12,3,25,0,0,0,0,0,0,5,123,35,0,156,438,133,724,0,4,0,4,58,6,68,3,0,0,6,58,4,69,34,8,0,42,59,7,110,65,6,0,71,28,11,106,30,8,0,43,53,13,108,4,25,0,29,68,18,112,5,16,0,18,39,10,59,0,4,0,4,15,0,24,0,0,0,0,3,0,3,140,68,3,214,387,68,669,0,7,0,6,111,10,133,7,3,0,11,111,13,136,54,12,0,70,138,25,230,118,8,0,122,80,40,243,75,12,0,85,118,42,241,8,28,0,42,135,36,215,5,26,0,23,93,28,145,0,7,0,7,32,3,50,0,0,0,0
8001,44,658,4,701,13008,703,14415,224,428,6,663,16384,1166,18208,6997,840,146,7983,31224,2467,41679,18705,598,571,19866,15288,1709,36872,10942,658,314,11911,17246,1225,30379,1967,1849,53,3862,19339,987,24194,260,3318,15,3596,13674,731,17998,49,949,9,1001,7874,538,9408,4,58,0,63,2734,283,3084,39190,9342,1115,49653,136766,9819,196237,47,1016,3,1072,12104,660,13838,556,845,31,1435,15738,1044,18211,11132,1428,458,13014,27007,2020,42040,21857,967,1118,23948,12306,1355,37608,9966,1470,446,11888,18079,996,30955,867,4531,59,5456,19391,796,25638,182,5375,35,5594,14011,812,20419,46,1163,9,1227,9493,640,11359,4,49,0,56,4097,521,4674,44668,16853,2161,63681,132228,8847,204753,95,1671,5,1770,25117,1364,28249,782,1277,34,2095,32123,2207,36425,18126,2272,603,20995,58232,4489,83719,40565,1562,1697,43822,27591,3063,74476,20912,2129,758,23798,35317,2218,61337,2829,6374,113,9322,38724,1786,49833,447,8695,49,9191,27682,1547,38421,94,2112,17,2227,17359,1183,20774,6,109,0,118
9000,0,6,0,7,67,16,88,0,5,0,5,64,41,108,48,5,5,53,122,160,339,114,12,5,131,101,100,324,81,8,5,92,173,86,347,24,23,0,53,273,57,382,8,25,0,33,247,47,322,0,8,0,8,93,24,120,0,0,0,0,32,0,31,272,80,17,372,1174,533,2073,0,6,0,6,81,18,103,9,13,0,26,63,13,104,70,18,4,92,99,51,240,150,11,17,172,86,52,310,75,14,6,94,177,36,316,14,56,0,68,267,47,384,0,29,0,32,209,32,267,0,11,0,11,100,27,135,0,0,0,0,25,3,34,321,150,25,503,1109,282,1891,0,14,0,14,143,34,189,9,16,0,26,130,58,218,123,22,4,143,223,211,583,264,17,24,301,182,149,642,152,29,13,189,349,124,665,40,79,0,120,538,108,772,4,50,0,59,451,75,586,0,14,0,14,194,46,257,0,0,0,0
