SUA_CODE_2021,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
1024,4,36,0,36,709,53,801,12,11,0,26,494,31,557,263,19,3,288,680,68,1040,628,22,25,679,415,54,1141,524,51,15,585,949,75,1608,105,128,3,235,1773,107,2116,10,210,0,218,2084,117,2417,0,46,0,49,1489,138,1668,0,0,0,0,372,67,434,1546,521,47,2115,8963,709,11779,7,45,0,52,583,37,669,32,33,0,68,443,32,537,433,28,14,475,507,48,1032,846,21,41,911,337,59,1310,535,94,22,645,1060,67,1778,39,345,6,392,1898,98,2380,8,319,4,332,2209,129,2671,0,60,0,60,1567,146,1774,0,0,0,0,518,151,671,1901,953,82,2935,9121,763,12823,16,74,0,91,1293,88,1471,47,53,6,96,935,64,1097,698,53,18,768,1190,119,2069,1481,47,60,1587,751,112,2450,1056,143,34,1231,2011,145,3381,136,482,7,626,3669,202,4501,21,528,3,547,4294,247,5085,0,101,0,101,3057,283,3440,0,0,0,0
1025,58,637,0,690,13710,792,15194,516,456,13,982,15038,1064,17084,8906,737,219,9872,22500,2293,34662,17261,601,528,18389,11358,1949,31694,9756,933,231,10925,18130,1627,30679,1515,2844,48,4400,23333,1387,29120,243,3707,10,3970,19631,1292,24889,54,729,0,788,11954,975,13719,7,34,0,38,3809,635,4479,38315,10679,1060,50052,139455,12012,201522,92,1017,13,1118,12708,761,14590,1163,896,54,2113,13757,848,16721,13310,1388,663,15356,18261,1562,35189,20924,942,954,22821,8606,1329,32754,9528,2220,324,12069,18738,1149,31953,745,6902,65,7706,22452,1091,31249,217,5693,31,5942,19992,1211,27151,51,869,9,925,14034,1328,16285,6,60,6,69,6574,1318,7958,46030,19979,2114,68131,135123,10593,213849,145,1647,18,1813,26423,1559,29785,1676,1354,71,3095,28792,1916,33805,22220,2125,884,25232,40766,3858,69849,38181,1545,1482,41210,19959,3275,64445,19287,3151,558,22994,36868,2776,62634,2257,9740,115,12113,45787,2471,60368,463,9405,43,9911,39623,2503,52045,109,1601,8,1716,25985,2298,30001,12,87,0,105
1026,8,57,0,62,1008,115,1180,63,52,0,115,923,168,1214,707,73,30,810,1424,486,2721,1023,43,38,1108,779,389,2277,554,74,18,653,1266,278,2195,105,173,7,286,1804,181,2271,19,200,0,217,1722,112,2055,8,42,0,56,1106,80,1242,0,3,0,3,384,38,426,2494,717,93,3312,10429,1843,15583,10,74,0,83,883,101,1075,148,74,4,226,770,86,1082,1097,112,72,1284,996,201,2481,1296,72,89,1455,621,174,2245,534,192,28,752,1362,160,2270,46,430,3,482,1774,112,2370,22,335,5,356,1792,110,2256,3,58,0,59,1199,89,1346,0,4,0,4,573,46,628,3164,1346,200,4699,9980,1072,15753,13,129,0,148,1894,216,2257,212,126,5,339,1697,260,2296,1805,182,95,2093,2422,683,5201,2323,117,128,2562,1401,559,4520,1093,261,46,1405,2631,431,4469,157,604,10,767,3583,292,4643,40,536,5,579,3516,223,4314,7,103,0,108,2303,168,2581,0,6,0,10
1027,0,63,0,60,1199,72,1337,77,36,4,114,950,97,1167,882,87,35,996,1533,169,2702,1342,46,47,1439,904,146,2495,757,70,22,852,1390,158,2396,107,187,5,301,1710,118,2127,10,207,3,226,1532,117,1873,8,45,0,56,959,82,1087,0,4,0,4,348,49,401,3183,754,112,4049,10536,1010,15589,13,133,0,144,1012,73,1228,159,82,14,251,863,77,1189,1276,132,81,1486,1362,175,3026,1639,106,106,1845,796,145,2790,706,202,30,934,1443,125,2500,62,468,3,537,1727,112,2373,16,401,0,420,1626,118,2164,4,79,0,86,1145,110,1334,3,9,0,15,523,99,635,3877,1602,235,5716,10499,1038,17251,19,187,0,206,2214,146,2567,228,122,17,366,1822,167,2354,2157,217,109,2483,2897,353,5732,2978,150,149,3278,1707,298,5281,1460,272,53,1788,2837,276,4902,165,656,6,839,3436,229,4500,32,610,5,645,3159,234,4040,10,124,0,135,2092,188,2424,3,14,0,17
1028,6,73,0,74,1295,81,1452,51,51,0,98,1019,81,1197,618,66,21,704,1488,144,2336,1386,55,49,1492,921,131,2541,937,74,28,1041,1641,113,2791,169,191,4,368,2422,145,2937,32,292,0,324,2766,143,3230,7,81,0,85,2014,170,2263,0,5,0,6,700,140,842,3202,880,112,4194,14267,1139,19600,10,108,0,123,1253,71,1447,109,79,8,195,1029,84,1307,984,120,57,1158,1214,128,2500,1778,65,86,1936,749,113,2796,969,197,50,1220,1890,120,3228,80,524,7,612,2781,135,3528,22,497,3,524,3012,170,3699,10,84,5,103,2384,223,2702,3,3,0,14,1046,267,1321,3973,1683,217,5872,15355,1304,22531,13,178,6,200,2546,147,2897,161,127,9,294,2051,163,2511,1602,186,80,1866,2702,272,4842,3160,122,140,3425,1670,243,5337,1910,271,78,2257,3534,228,6021,249,712,11,977,5208,280,6462,52,792,3,847,5778,311,6934,20,163,5,189,4394,388,4966,3,10,0,17
1029,0,30,0,26,652,87,771,25,26,0,51,568,97,714,426,33,13,468,745,108,1315,565,29,21,609,343,66,1021,264,45,11,317,691,54,1061,47,102,0,155,757,65,976,7,80,0,95,544,33,672,0,15,0,19,293,23,336,0,0,0,0,112,8,117,1333,359,50,1743,4700,536,6976,5,34,0,39,411,24,473,59,37,0,96,350,25,479,594,54,31,677,457,68,1201,654,38,39,727,265,48,1041,287,109,12,399,649,54,1101,17,224,0,240,642,40,930,4,123,0,122,531,34,690,3,23,0,25,336,22,382,0,0,0,0,177,11,189,1618,636,81,2338,3820,322,6477,11,62,0,69,1070,112,1243,80,63,5,146,919,126,1192,1016,86,40,1140,1204,170,2513,1213,66,63,1342,607,113,2061,551,152,21,717,1342,101,2163,67,329,0,396,1402,102,1905,16,202,0,216,1070,73,1364,3,40,0,42,626,44,713,0,7,0,7
1030,0,26,0,26,408,56,490,26,10,0,40,351,30,423,291,25,9,323,527,69,919,505,25,13,549,368,82,990,269,37,17,325,697,85,1105,55,100,0,156,1118,85,1361,10,127,0,130,1435,93,1653,3,28,0,32,895,69,993,0,0,0,0,239,21,264,1157,378,44,1577,6043,577,8198,8,31,0,36,391,39,468,57,27,8,88,274,30,392,448,40,16,505,402,68,976,639,29,36,702,302,65,1075,262,107,13,381,757,53,1190,22,239,3,270,1181,79,1528,7,211,0,217,1495,82,1796,0,33,0,33,935,80,1049,4,3,0,8,345,40,387,1452,714,79,2240,6088,532,8861,8,51,0,62,802,95,958,87,34,8,128,627,55,815,739,67,25,826,928,134,1891,1146,54,48,1245,669,145,2061,531,150,33,712,1448,132,2291,78,336,6,425,2302,159,2885,12,338,0,351,2931,178,3453,3,59,0,62,1830,149,2043,4,6,0,3
1031,312,3459,23,3793,128742,7324,139863,2093,2947,65,5104,149341,11136,165583,60637,4425,611,65677,285786,27959,379419,180105,3200,1479,184783,155087,22456,362330,112824,3344,956,117126,168783,15762,301667,22652,9518,317,32491,212919,12622,258035,3708,15849,159,19716,158153,9278,187148,544,3872,33,4446,90403,7350,102203,69,210,0,281,31146,5092,36517,382952,46826,3645,433415,1380357,118989,1932765,445,6031,44,6519,118043,6542,131097,5530,5267,176,10973,136031,9071,156068,105332,7287,1646,114270,248932,24306,387507,220498,5096,2746,228336,119825,19184,367342,111221,8003,1361,120578,179629,13676,313888,11076,26795,550,38421,219771,11167,269362,2693,27431,363,30487,165830,9562,205878,549,4744,69,5372,104100,9179,118653,76,274,6,358,47223,10216,57794,457431,90913,6967,555311,1339384,112897,2007586,757,9487,74,10313,246782,13860,270956,7621,8210,238,16072,285369,20210,321649,165966,11710,2257,179939,534716,52268,766928,400604,8292,4224,413118,274917,41636,729672,224043,11341,2318,237703,348415,29441,615554,33729,36312,864,70915,432696,23793,527399,6407,43283,521,50208,323977,18847,393027,1095,8618,102,9815,194504,16534,220855,147,480,6,638
1032,7,66,0,79,1349,136,1564,91,49,0,140,1003,114,1263,772,76,35,880,1849,268,3001,1218,49,45,1319,987,206,2511,556,85,22,662,1447,195,2309,114,172,0,288,1821,137,2244,32,226,3,259,1610,120,1988,3,48,0,51,1105,119,1270,0,8,0,8,355,83,442,2791,781,110,3680,11526,1381,16589,20,98,0,120,1092,120,1336,181,83,15,274,910,108,1293,1329,144,76,1543,1434,238,3223,1457,81,73,1617,829,219,2663,594,221,24,831,1518,162,2521,69,502,4,569,1861,136,2572,21,375,0,398,1730,134,2259,4,72,0,75,1364,180,1619,0,3,0,4,627,125,753,3678,1574,194,5442,11358,1441,18241,28,164,0,201,2439,261,2899,272,132,14,414,1915,224,2553,2095,220,108,2429,3289,508,6226,2675,135,119,2933,1815,426,5175,1153,303,44,1496,2969,360,4827,181,674,8,859,3678,277,4816,57,603,3,664,3339,251,4250,10,114,0,126,2466,305,2893,0,9,0,7
1033,4,29,0,31,637,85,756,46,20,3,67,539,66,678,429,41,22,494,714,106,1316,550,24,28,608,493,126,1222,292,54,11,355,895,113,1367,82,117,0,201,1357,146,1701,15,135,7,147,1409,117,1680,5,39,0,39,997,116,1157,0,0,0,0,325,63,391,1418,464,76,1952,7368,948,10275,7,53,0,64,596,72,731,115,39,9,159,415,50,626,665,50,42,755,567,143,1463,752,49,44,839,403,120,1366,332,127,27,477,975,100,1551,31,326,3,358,1441,114,1922,9,200,0,201,1526,144,1877,4,39,0,44,1130,130,1300,0,6,0,5,570,120,696,1914,886,115,2914,7623,988,11526,12,86,0,100,1235,153,1482,160,56,11,228,955,120,1301,1096,92,61,1252,1280,248,2775,1298,80,72,1451,894,245,2593,618,181,36,840,1873,214,2920,114,444,3,565,2798,263,3624,21,332,7,352,2939,262,3555,3,74,0,82,2133,251,2458,0,0,0,3
1034,0,17,0,20,367,36,423,9,4,0,18,261,23,299,211,18,4,231,403,49,681,457,24,17,494,291,56,840,281,24,6,318,520,62,903,43,94,0,139,965,78,1185,13,129,0,137,1245,62,1445,0,26,0,26,775,47,852,0,0,0,0,214,28,249,1015,335,29,1382,5042,437,6862,0,18,0,22,338,39,399,19,23,0,41,200,17,257,328,36,19,382,313,48,745,548,32,43,621,206,51,881,292,64,7,374,538,61,968,25,218,0,244,1091,84,1417,4,200,0,207,1315,74,1596,8,24,0,29,810,62,895,0,0,0,4,349,42,398,1223,621,72,1918,5170,467,7552,3,37,0,38,708,72,819,28,25,0,60,466,33,558,533,55,23,614,722,95,1426,1010,56,55,1116,499,109,1719,578,95,15,691,1060,123,1869,71,309,3,381,2054,156,2596,13,326,3,342,2562,135,3039,8,52,0,55,1585,101,1741,0,5,0,3
1035,13,92,5,103,1674,112,1894,88,55,5,146,1692,132,1973,1080,102,32,1213,2516,243,3978,1699,70,58,1827,1284,190,3300,899,102,33,1029,1855,178,3063,181,262,7,446,2368,134,2953,23,320,0,340,2016,123,2486,5,66,0,67,1234,125,1431,0,4,0,4,461,72,531,3993,1064,127,5188,15112,1314,21607,20,160,0,180,1610,102,1892,218,166,10,390,1751,115,2263,1618,232,97,1941,1990,213,4145,2119,136,133,2384,990,180,3548,889,265,43,1199,1920,154,3277,79,703,5,791,2394,152,3328,29,534,5,567,2069,162,2795,4,124,0,130,1511,140,1778,3,6,0,8,795,151,958,4964,2324,289,7582,15030,1371,23983,28,253,5,287,3288,211,3785,308,220,13,541,3447,247,4233,2699,330,123,3158,4510,458,8118,3818,198,189,4203,2274,371,6850,1787,368,79,2230,3776,329,6335,261,970,11,1235,4760,290,6286,47,858,10,905,4086,289,5282,7,184,0,193,2746,267,3211,3,13,0,14
1036,15,303,0,318,8645,496,9459,245,215,14,467,9613,561,10643,4730,346,94,5174,13365,1023,19563,10674,300,196,11168,6380,861,18412,6446,428,97,6977,10831,832,18640,1002,1449,25,2477,15204,722,18409,136,1754,6,1895,12327,651,14879,40,310,0,350,7817,618,8782,9,15,0,26,2580,497,3098,23299,5112,434,28850,86775,6257,121878,40,598,7,646,8031,489,9169,539,455,31,1029,8805,495,10330,7355,625,230,8212,10572,972,19752,12911,428,346,13684,4828,831,19340,6101,1054,158,7317,11591,712,19619,490,3533,35,4058,14793,668,19520,96,2559,14,2674,12848,670,16195,23,381,5,404,9080,773,10260,4,24,0,25,3975,872,4869,27569,9665,825,38057,84524,6467,129047,58,906,5,963,16681,980,18627,793,668,43,1498,18414,1053,20968,12083,974,324,13382,23939,1993,39317,23581,732,545,24854,11209,1693,37753,12556,1481,262,14295,22423,1539,38260,1495,4974,60,6534,30005,1385,37926,235,4319,22,4574,25173,1321,31070,59,684,7,755,16898,1387,19040,10,37,0,52
2000,74,703,3,782,17137,2175,20096,565,475,15,1051,13424,1477,15950,9728,810,235,10773,19929,3652,34352,19549,668,510,20728,12841,4092,37663,13411,1231,267,14908,26911,4308,46126,2649,3759,68,6478,44797,4537,55812,524,4718,23,5264,44465,4403,54129,97,901,9,998,23509,2696,27203,12,44,0,52,6387,1094,7533,46600,13300,1131,61033,209407,28432,298872,138,1285,15,1428,15044,1977,18448,1166,910,58,2138,10669,1157,13966,14468,1402,783,16645,15127,2803,34580,23532,1135,1219,25882,10103,3211,39196,12688,3109,482,16284,27727,3367,47378,1269,9494,107,10871,42320,3758,56946,324,7386,48,7754,39818,3666,51245,74,1059,4,1146,22633,2754,26527,14,64,0,77,9116,1686,10876,53664,25842,2723,82226,192558,24386,299168,207,1983,16,2214,32184,4148,38547,1732,1388,73,3188,24093,2631,29910,24196,2208,1022,27417,35051,6459,68929,43076,1800,1731,46607,22945,7304,76856,26099,4345,748,31190,54640,7675,93509,3918,13254,178,17343,87124,8296,112766,846,12101,71,13017,84282,8076,105370,172,1960,12,2146,46139,5449,53737,22,110,0,132
2001,0,32,0,32,629,29,696,18,24,0,43,617,27,684,513,32,6,558,1088,88,1735,999,27,14,1038,583,76,1692,478,47,10,534,914,62,1510,80,93,0,172,1028,55,1260,14,162,0,176,898,67,1134,0,25,0,25,467,37,526,0,0,0,0,133,9,145,2096,442,33,2573,6356,443,9369,3,47,0,45,604,40,690,35,50,0,85,579,29,697,752,73,32,856,897,76,1830,1173,42,48,1267,409,72,1750,506,97,15,613,946,57,1620,29,294,6,328,1010,65,1407,4,256,0,264,919,60,1245,0,18,0,21,584,51,659,0,4,0,4,272,20,293,2508,887,97,3490,6223,479,10187,3,76,0,82,1236,74,1388,49,77,0,128,1201,55,1376,1270,111,34,1419,1978,166,3571,2171,70,67,2300,991,149,3442,982,143,20,1148,1864,123,3135,106,391,10,506,2043,120,2664,22,412,3,443,1812,122,2371,0,36,0,41,1056,90,1187,0,4,0,4
2002,0,16,0,25,388,37,442,28,16,5,48,330,32,404,264,20,3,296,512,58,865,364,13,17,391,288,58,738,220,29,6,252,516,56,826,48,68,0,122,731,64,916,9,85,0,94,831,66,993,0,20,0,20,583,76,674,0,0,0,0,176,47,226,938,267,30,1233,4358,485,6081,4,29,0,30,335,32,396,54,24,3,78,284,26,393,397,30,25,455,421,64,946,479,21,35,534,253,56,841,217,78,9,296,599,66,960,17,180,6,198,822,68,1091,0,146,0,143,899,75,1124,0,25,0,30,691,83,805,0,3,0,3,227,106,339,1167,533,78,1780,4538,583,6900,5,43,0,54,720,65,842,81,40,4,125,616,58,795,665,56,31,748,939,118,1807,844,32,48,925,536,113,1580,436,101,17,555,1109,124,1787,63,248,7,319,1554,138,2010,12,232,0,244,1737,139,2117,0,40,0,44,1273,160,1477,0,3,0,3
2003,8,121,0,129,3118,197,3449,127,107,4,231,3052,230,3513,1900,177,48,2126,5052,443,7627,3683,112,89,3880,2324,337,6541,2227,170,52,2443,3659,335,6439,376,506,3,892,4919,314,6124,57,635,3,691,4362,292,5345,13,132,4,146,2577,251,2967,0,4,0,4,870,145,1015,8385,1969,194,10548,29927,2543,43024,22,233,0,251,2893,220,3367,269,220,24,510,2890,214,3611,2808,370,166,3344,4006,429,7775,4534,202,220,4956,2051,331,7337,2215,441,67,2725,4086,310,7125,167,1309,17,1495,5117,280,6896,59,1136,4,1195,4819,306,6325,12,174,0,186,3175,294,3662,0,10,0,9,1533,294,1834,10090,4097,498,14682,30575,2680,47933,29,348,0,386,6011,422,6815,395,322,24,744,5942,444,7130,4703,547,211,5468,9058,873,15403,8215,315,307,8835,4370,668,13881,4438,613,117,5170,7746,644,13566,547,1825,26,2392,10039,592,13020,114,1773,10,1891,9180,598,11670,19,311,3,336,5747,547,6629,0,8,0,10
2004,10,126,4,136,2664,183,2984,114,110,3,230,2785,184,3196,1894,164,60,2120,4175,429,6723,3313,109,71,3487,2153,338,5982,1841,150,29,2022,3411,330,5766,304,495,8,811,4521,311,5649,50,638,0,692,4245,271,5212,11,141,0,150,2548,213,2909,0,8,0,8,942,130,1081,7549,1940,172,9658,27442,2396,39492,21,220,0,244,2570,184,2996,244,210,9,472,2671,153,3295,2832,297,167,3294,3570,396,7259,4033,182,175,4387,1861,351,6600,1839,428,75,2341,3716,314,6367,173,1306,8,1494,4761,312,6563,38,1094,5,1141,4483,261,5887,12,188,0,200,2974,276,3449,0,9,0,13,1440,278,1728,9200,3941,447,13585,28047,2521,44151,33,349,4,384,5232,362,5980,366,320,18,697,5451,338,6489,4724,467,224,5411,7741,829,13979,7341,293,241,7878,4015,689,12582,3683,582,104,4366,7123,642,12136,483,1802,15,2307,9286,622,12212,91,1733,8,1832,8731,539,11096,19,322,3,347,5523,485,6354,0,23,0,19
2005,3,13,0,16,216,33,260,5,4,0,7,152,44,202,103,17,0,121,268,224,615,309,6,6,325,210,177,713,256,20,3,283,338,127,746,60,54,0,114,586,71,771,12,71,0,86,663,69,819,3,25,0,30,363,60,457,0,0,0,0,110,59,169,741,219,14,976,2900,866,4743,0,18,0,19,198,20,245,7,6,0,21,102,9,128,168,30,9,205,215,24,442,385,25,26,431,189,34,657,296,44,13,353,386,48,788,32,131,0,166,644,51,856,0,170,0,170,734,62,967,0,33,0,39,490,83,605,0,3,0,3,168,136,303,890,459,50,1400,3135,459,4999,4,32,0,34,421,53,510,14,12,0,29,258,53,334,276,44,9,326,482,249,1057,687,37,30,761,397,211,1365,550,66,14,633,722,176,1533,88,189,6,280,1228,120,1631,12,248,0,257,1402,131,1779,3,56,0,61,848,147,1064,0,6,0,6
2006,0,11,0,15,329,17,358,13,8,0,30,311,12,356,221,18,7,247,553,53,852,359,13,10,384,294,34,714,197,19,5,222,470,41,727,26,70,0,96,608,31,736,5,73,0,82,586,39,708,0,17,0,16,434,39,492,0,0,0,0,148,22,173,829,246,22,1092,3734,294,5120,3,31,0,28,294,16,347,27,19,0,43,274,10,326,325,31,26,387,376,42,799,414,21,26,461,195,31,698,181,62,4,244,486,31,767,11,171,0,186,598,32,819,5,146,0,158,613,60,826,0,27,0,31,484,48,561,0,0,0,4,289,30,327,974,503,61,1541,3610,305,5461,6,44,0,43,624,36,704,39,27,0,68,587,23,677,550,52,38,637,928,96,1657,777,31,35,849,491,73,1409,380,78,10,465,957,70,1489,37,245,0,287,1199,64,1553,14,220,4,236,1202,99,1536,3,48,0,45,916,84,1056,0,3,0,6
2007,4,13,0,16,602,59,679,30,9,0,34,444,30,510,345,27,9,380,672,87,1136,624,21,15,661,347,60,1066,395,47,9,454,769,92,1314,60,105,5,168,1197,80,1446,9,127,0,132,1309,88,1532,3,23,0,26,834,95,949,0,0,0,0,230,56,290,1457,376,44,1874,6395,650,8928,0,46,0,52,516,45,608,46,33,4,86,433,28,542,520,58,23,604,539,74,1214,775,42,48,864,312,59,1240,401,104,14,520,860,70,1449,32,266,8,299,1254,84,1644,14,201,0,217,1333,89,1634,0,35,0,35,882,122,1034,0,7,0,7,333,121,466,1782,800,92,2676,6472,686,9829,3,63,0,68,1114,104,1284,73,45,4,120,873,62,1051,862,90,34,983,1207,156,2351,1394,71,60,1526,661,123,2308,795,149,25,974,1631,161,2763,87,374,8,467,2458,160,3085,24,322,0,351,2643,174,3166,3,57,0,62,1711,217,1985,0,9,0,9
2008,20,309,0,332,7575,440,8352,137,218,3,361,8200,630,9198,4402,417,71,4889,13664,1538,20094,10388,275,229,10895,6168,1200,18266,6453,366,94,6917,9306,976,17197,994,1274,13,2281,12794,802,15871,149,2063,11,2222,11496,774,14489,22,432,0,450,6821,548,7821,0,13,0,23,2384,330,2727,22565,5368,425,28364,78409,7233,114008,27,479,3,508,7018,431,7959,380,438,28,843,7561,467,8867,6598,836,306,7743,11366,974,20083,12426,543,512,13478,5191,879,19555,6355,953,184,7481,10278,769,18523,485,3420,40,3947,13289,677,17905,114,3524,12,3656,11856,844,16358,27,512,0,545,8160,747,9450,4,18,0,22,3817,558,4403,26423,10730,1081,38231,78536,6347,123112,47,790,4,843,14596,876,16313,516,657,32,1203,15763,1099,18066,10999,1253,382,12633,25034,2514,40178,22817,822,736,24371,11366,2077,37815,12805,1317,276,14398,19583,1744,35719,1481,4692,57,6230,26080,1471,33780,261,5587,25,5878,23355,1616,30849,50,944,0,1001,14978,1295,17271,7,35,0,46
2009,5,26,0,32,756,47,835,3,14,0,18,482,20,522,246,11,4,262,542,30,837,979,20,12,1015,354,59,1423,691,23,16,725,806,73,1603,106,102,3,208,1201,61,1476,15,161,0,176,883,48,1113,6,36,0,38,519,30,587,0,0,0,0,106,23,127,2045,394,44,2478,5643,404,8530,0,41,0,39,626,41,711,15,20,0,34,386,29,448,352,33,10,393,464,33,887,1208,33,54,1300,281,66,1638,696,67,28,786,900,86,1776,50,273,4,325,1097,48,1475,9,281,0,291,866,51,1210,5,38,0,48,493,41,581,0,4,0,4,143,49,192,2335,786,99,3214,5251,448,8914,9,66,0,66,1380,92,1544,23,36,0,53,864,52,970,601,44,14,657,1006,59,1727,2186,50,70,2313,632,122,3066,1380,90,42,1513,1708,156,3378,157,377,7,538,2297,113,2951,20,444,5,465,1743,107,2322,3,79,0,82,1011,72,1172,0,5,0,5
