SUA_CODE_2021,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
1026,55,1014,114,1180,59,985,171,1214,181,2050,488,2721,219,1653,397,2277,289,1619,283,2195,348,1732,195,2271,261,1677,119,2055,162,1003,77,1242,42,348,35,426,1618,12081,1883,15583,56,910,110,1075,79,916,88,1082,300,1970,204,2481,392,1679,179,2245,501,1618,158,2270,542,1708,120,2370,392,1750,116,2256,160,1091,100,1346,40,537,47,628,2457,12165,1126,15753,115,1920,221,2257,136,1898,262,2296,483,4020,698,5201,608,3330,584,4520,786,3234,444,4469,890,3436,312,4643,656,3426,238,4314,316,2087,177,2581,82,888,85,1054,4074,24247,3009,31332
1027,46,1211,82,1337,53,1014,96,1167,135,2395,170,2702,252,2088,150,2495,301,1937,154,2396,308,1701,113,2127,199,1558,118,1873,122,882,88,1087,39,314,51,401,1462,13099,1025,15589,65,1086,81,1228,94,1021,76,1189,313,2528,189,3026,418,2207,160,2790,508,1869,124,2500,518,1740,118,2373,320,1728,118,2164,130,1086,114,1334,27,502,106,635,2397,13779,1078,17251,113,2300,157,2567,143,2042,173,2354,442,4924,364,5732,669,4298,316,5281,814,3808,284,4902,831,3440,232,4500,520,3282,238,4040,257,1971,198,2424,68,817,158,1045,3858,26871,2108,32841
1028,85,1283,87,1452,67,1053,86,1197,162,2020,156,2336,246,2158,143,2541,394,2275,116,2791,443,2345,146,2937,367,2711,156,3230,278,1820,168,2263,80,612,147,842,2124,16271,1203,19600,81,1289,74,1447,104,1114,84,1307,289,2080,134,2500,502,2164,132,2796,732,2381,121,3228,801,2597,131,3528,649,2874,180,3699,279,2182,236,2702,76,982,267,1321,3518,17662,1360,22531,162,2576,163,2897,172,2160,168,2511,454,4104,288,4842,743,4318,277,5337,1129,4653,239,6021,1250,4941,275,6462,1012,5586,334,6934,560,3999,404,4966,155,1593,413,2162,5638,33933,2563,42132
1029,30,651,87,771,19,591,99,714,86,1122,105,1315,121,831,70,1021,132,872,57,1061,150,765,68,976,91,538,34,672,41,271,29,336,10,102,8,117,675,5745,552,6976,27,416,29,473,39,416,28,479,116,1018,69,1201,156,835,42,1041,232,822,50,1101,208,680,43,930,116,535,41,690,30,331,21,382,11,165,8,189,932,5220,333,6477,59,1075,112,1243,58,1008,126,1192,202,2137,180,2513,278,1669,113,2061,361,1695,105,2163,352,1439,108,1905,205,1079,76,1364,70,599,43,713,23,271,17,306,1606,10962,888,13458
1030,24,414,51,490,24,372,31,423,57,795,70,919,107,803,77,990,174,843,90,1105,213,1058,84,1361,202,1361,89,1653,124,803,68,993,32,211,23,264,955,6654,586,8198,22,407,43,468,37,326,29,392,102,801,72,976,214,787,69,1075,250,881,61,1190,364,1084,76,1528,290,1422,88,1796,124,850,78,1049,27,319,47,387,1421,6884,559,8861,45,824,91,958,58,699,61,815,155,1593,139,1891,321,1593,152,2061,422,1723,148,2291,580,2144,167,2885,489,2783,183,3453,243,1658,140,2043,56,531,72,656,2377,13539,1148,17055
1031,5832,126344,7681,139863,7979,146025,11580,165583,19483,331042,28898,379419,31009,307798,23516,362330,36757,248372,16537,301667,34954,209819,13261,258035,19998,157455,9699,187148,10108,84406,7689,102203,3241,28055,5214,36517,169360,1639326,124078,1932765,6370,117898,6825,131097,9360,137349,9366,156068,27843,334295,25368,387507,46037,300882,20424,367342,57476,241962,14455,313888,53252,204434,11672,269362,29338,166487,10053,205878,12054,96959,9633,118653,2488,44863,10449,57794,244221,1645125,118243,2007586,12205,244246,14503,270956,17333,283373,20944,321649,47327,665334,54262,766928,77051,608680,43946,729672,94227,490331,30991,615554,88201,414254,24940,527399,49342,323937,19749,393027,22160,181367,17324,220855,5732,72916,15665,94315,413581,3284449,242320,3940349
1032,64,1363,134,1564,70,1068,122,1263,200,2526,280,3001,260,2034,218,2511,287,1816,203,2309,333,1768,145,2244,221,1650,120,1988,143,998,124,1270,43,310,84,442,1627,13531,1430,16589,83,1125,123,1336,100,1079,116,1293,335,2636,250,3223,439,2001,225,2663,523,1828,164,2521,635,1791,148,2572,411,1707,140,2259,204,1225,194,1619,33,585,136,753,2761,13988,1488,18241,148,2490,261,2899,174,2150,237,2553,530,5166,531,6226,701,4036,440,5175,809,3649,370,4827,967,3558,293,4816,630,3358,258,4250,344,2228,321,2893,82,893,218,1193,4389,27519,2919,34829
1033,40,638,82,756,48,559,71,678,119,1083,121,1316,182,916,128,1222,224,1033,115,1367,266,1281,152,1701,214,1335,130,1680,134,890,132,1157,38,281,74,391,1252,8014,1005,10275,32,625,70,731,62,520,45,626,205,1105,153,1463,284,964,122,1366,397,1050,103,1551,483,1314,119,1922,310,1413,154,1877,138,1024,142,1300,28,543,127,696,1927,8558,1038,11526,68,1261,153,1482,110,1076,117,1301,321,2190,268,2775,464,1876,249,2593,620,2085,219,2920,748,2599,273,3624,523,2746,285,3555,273,1917,270,2458,62,825,197,1086,3186,16574,2044,21798
1034,26,364,33,423,26,256,18,299,45,591,46,681,81,702,59,840,144,698,65,903,178,921,87,1185,179,1206,61,1445,117,687,46,852,28,192,29,249,813,5613,437,6862,18,335,42,399,20,224,14,257,72,622,47,745,137,690,59,881,216,688,62,968,326,1010,81,1417,242,1276,77,1596,101,729,59,895,19,335,44,398,1151,5915,487,7552,45,697,77,819,41,484,34,558,117,1218,95,1426,217,1395,111,1719,358,1390,122,1869,498,1928,167,2596,420,2485,136,3039,214,1416,116,1741,47,524,71,644,1968,11526,929,14419
1035,85,1685,118,1894,105,1734,136,1973,256,3469,252,3978,343,2748,211,3300,392,2487,180,3063,446,2365,147,2953,312,2032,133,2486,166,1131,129,1431,50,415,72,531,2155,18070,1378,21607,113,1667,114,1892,155,1996,116,2263,425,3494,222,4145,620,2738,191,3548,702,2405,167,3277,810,2372,150,3328,494,2136,171,2795,203,1420,156,1778,44,751,155,958,3571,18969,1444,23983,202,3351,228,3785,255,3726,251,4233,688,6958,478,8118,964,5487,399,6850,1098,4895,348,6335,1254,4735,297,6286,805,4172,302,5282,367,2555,288,3211,96,1166,224,1488,5728,37041,2827,45591
1036,419,8532,511,9459,548,9506,584,10643,1289,17211,1064,19563,1874,15613,920,18412,2845,14936,857,18640,3284,14373,749,18409,1985,12205,688,14879,1035,7083,655,8782,321,2255,520,3098,13605,101717,6556,121878,478,8176,509,9169,742,9076,519,10330,1953,16780,1024,19752,3127,15318,906,19340,4309,14562,748,19619,4964,13871,679,19520,2726,12740,729,16195,1085,8361,812,10260,214,3775,880,4869,19597,102654,6794,129047,902,16707,1024,18627,1286,18580,1099,20968,3244,33992,2088,39317,5000,30929,1819,37753,7155,29492,1609,38260,8249,28244,1424,37926,4707,24948,1420,31070,2120,15445,1477,19040,536,6034,1398,7966,33201,204375,13355,250927
2000,1015,16892,2191,20096,1028,13424,1496,15950,2571,27998,3791,34352,4182,29279,4203,37663,6571,35166,4388,46126,8714,42463,4640,55812,6631,43051,4445,54129,2911,21473,2824,27203,652,5748,1133,7533,34271,235485,29112,298872,1168,15305,1982,18448,1235,11548,1181,13966,4078,27586,2913,34580,6978,28878,3339,39196,10958,32948,3478,47378,14021,39031,3894,56946,8922,38576,3741,51245,3258,20392,2878,26527,472,8656,1756,10876,51091,222919,25158,299168,2180,32193,4175,38547,2258,24972,2683,29910,6648,55583,6700,68929,11164,58147,7551,76856,17528,68112,7862,93509,22734,81495,8533,112766,15557,81628,8184,105370,6175,41864,5698,53737,1124,14400,2887,18413,85363,458409,54274,598038
2001,31,636,31,696,39,619,25,684,125,1520,95,1735,212,1404,78,1692,221,1229,65,1510,193,1015,57,1260,153,917,62,1134,69,420,34,526,15,117,10,145,1053,7863,450,9369,33,621,39,690,52,611,32,697,222,1522,91,1830,354,1319,78,1750,360,1202,62,1620,320,1019,69,1407,215,960,60,1245,68,545,50,659,9,258,26,293,1626,8058,506,10187,63,1257,74,1388,92,1231,56,1376,343,3035,183,3571,567,2719,160,3442,580,2427,128,3135,511,2030,120,2664,372,1884,121,2371,139,966,83,1187,27,374,33,431,2681,15921,960,19557
2002,24,374,37,442,24,347,35,404,69,738,58,865,90,590,58,738,151,619,60,826,148,701,65,916,122,806,66,993,77,518,86,674,27,149,53,226,729,4839,505,6081,38,323,38,396,44,322,31,393,113,759,69,946,153,624,57,841,245,654,69,960,275,747,71,1091,190,851,80,1124,83,638,86,805,13,219,110,339,1155,5134,612,6900,65,695,78,842,65,669,62,795,187,1500,127,1807,247,1215,115,1580,388,1265,132,1787,427,1446,136,2010,313,1659,143,2117,156,1149,167,1477,40,368,158,567,1891,9974,1118,12979
2003,161,3087,206,3449,197,3090,227,3513,522,6641,460,7627,734,5443,359,6541,992,5110,341,6439,1038,4776,314,6124,746,4311,292,5345,371,2337,261,2967,94,767,159,1015,4851,35571,2605,43024,186,2962,221,3367,271,3119,221,3611,899,6443,437,7775,1326,5663,347,7337,1777,5039,312,7125,1811,4804,282,6896,1185,4822,315,6325,453,2898,314,3662,88,1440,306,1834,7992,37193,2754,47933,341,6050,421,6815,465,6214,451,7130,1427,13077,896,15403,2062,11109,708,13881,2765,10150,647,13566,2844,9583,595,13020,1933,9131,604,11670,824,5236,570,6629,182,2206,458,2851,12836,72755,5360,90958
2004,124,2674,188,2984,180,2823,196,3196,483,5789,448,6723,696,4927,357,5982,857,4559,350,5766,1000,4324,326,5649,761,4163,286,5212,366,2302,243,2909,114,814,149,1081,4578,32380,2534,39492,184,2634,181,2996,256,2885,152,3295,890,5945,412,7259,1224,5001,375,6600,1515,4537,323,6367,1744,4516,309,6563,1140,4453,294,5887,458,2701,288,3449,83,1367,278,1728,7495,34050,2611,44151,307,5304,368,5980,437,5704,348,6489,1375,11739,863,13979,1921,9929,726,12582,2371,9094,672,12136,2741,8842,633,12212,1901,8615,576,11096,824,5004,527,6354,197,2188,425,2812,12077,66426,5145,83646
2005,13,218,31,260,14,140,47,202,40,337,234,615,55,471,177,713,111,503,132,746,131,567,70,771,94,647,73,819,52,342,62,457,11,98,61,169,539,3327,882,4743,9,210,19,245,11,104,9,128,54,368,22,442,110,509,38,657,200,534,50,788,234,586,41,856,153,742,67,967,71,452,87,605,11,157,138,303,865,3668,466,4999,30,426,51,510,31,250,57,334,94,712,249,1057,168,979,217,1365,309,1041,177,1533,366,1150,116,1631,249,1391,138,1779,122,794,143,1064,24,254,199,472,1403,6999,1347,9742
2006,9,331,17,358,19,318,20,356,50,749,60,852,79,600,35,714,107,584,41,727,139,559,32,736,105,557,47,708,51,390,44,492,12,136,24,173,583,4231,310,5120,22,307,16,347,28,286,7,326,85,675,42,799,126,536,33,698,184,546,30,767,238,536,38,819,152,616,61,826,68,433,55,561,6,282,37,327,913,4224,319,5461,27,640,36,704,48,607,25,677,135,1417,100,1657,207,1131,71,1409,294,1131,66,1489,381,1101,70,1553,259,1177,105,1536,120,830,103,1056,16,415,56,502,1489,8450,639,10580
2007,28,598,52,679,28,441,36,510,64,983,92,1136,125,875,67,1066,166,1056,94,1314,211,1152,81,1446,169,1267,96,1532,110,743,91,949,22,213,58,290,925,7332,670,8928,33,540,39,608,38,477,33,542,119,1021,75,1214,207,964,63,1240,316,1054,75,1449,338,1227,79,1644,287,1258,93,1634,111,798,124,1034,23,317,125,466,1471,7656,700,9829,62,1138,89,1284,62,916,69,1051,185,2000,165,2351,334,1840,132,2308,483,2107,168,2763,545,2383,159,3085,455,2528,186,3166,221,1546,216,1985,41,524,183,753,2392,14989,1375,18753
2008,340,7536,474,8352,466,8077,656,9198,1216,17314,1563,20094,1817,15196,1248,18266,2526,13652,1018,17197,2690,12346,832,15871,1979,11729,785,14489,959,6289,568,7821,269,2119,339,2727,12263,94266,7482,114008,420,7101,442,7959,620,7755,493,8867,1980,17095,1006,20083,3153,15465,937,19555,4409,13329,781,18523,4771,12428,712,17905,2936,12545,875,16358,1136,7528,788,9450,167,3644,596,4403,19584,96895,6633,123112,763,14636,916,16313,1088,15831,1150,18066,3195,34419,2567,40178,4968,30662,2187,37815,6933,26983,1801,35719,7462,24778,1543,33780,4916,24272,1665,30849,2092,13820,1357,17271,431,5766,933,7134,31843,191159,14115,237121
2009,53,733,49,835,36,466,28,522,60,746,35,837,145,1220,60,1423,193,1336,76,1603,240,1167,69,1476,157,903,53,1113,65,480,42,587,13,95,19,127,960,7135,436,8530,39,626,44,711,36,380,27,448,100,752,29,887,254,1309,71,1638,393,1299,83,1776,398,1020,55,1475,216,933,53,1210,64,470,46,581,6,137,49,192,1520,6929,466,8914,85,1362,98,1544,68,846,58,970,164,1498,65,1727,406,2531,129,3066,582,2633,162,3378,644,2176,124,2951,375,1840,108,2322,128,953,91,1172,24,226,73,319,2472,14064,898,17437
2010,19,459,43,521,16,426,41,484,71,955,80,1099,100,765,48,921,144,719,39,900,172,792,59,1017,131,683,54,869,62,449,41,551,23,186,25,228,739,5433,422,6594,24,370,32,433,43,414,38,496,124,962,62,1152,184,759,48,988,212,735,46,999,299,769,47,1118,167,772,50,984,83,552,64,700,16,309,38,359,1158,5646,423,7233,40,834,80,955,63,836,82,977,197,1920,141,2254,294,1526,97,1913,359,1453,82,1893,471,1562,100,2136,298,1456,103,1857,149,993,102,1245,37,497,59,589,1903,11078,849,13824
2011,5815,124657,7185,137659,8590,146681,10655,165928,22758,335196,27475,385424,34409,302164,21225,357794,43362,240729,15458,299544,41861,196438,11671,249970,24865,150846,8989,184692,12627,84888,7155,104673,4038,29732,4062,37830,198327,1611328,113856,1923516,6582,117675,6609,130864,10970,137997,8765,157732,33744,335237,23618,392597,51918,294453,18289,364658,70181,231705,13617,315500,66760,188740,10878,266382,37995,161108,10054,209161,15070,100889,8895,124858,2884,50082,7576,60543,296099,1617886,108304,2022295,12403,242330,13791,268525,19564,284682,19414,323658,56501,670431,51090,778028,86323,596617,39511,722456,113542,472434,29075,615047,108622,385178,22552,516353,62854,311958,19046,393854,27697,185779,16049,229530,6917,79810,11635,98370,494429,3229216,222170,3945813
2012,74,1341,199,1613,87,1325,131,1546,255,2906,353,3514,306,2379,310,2997,395,2488,326,3205,510,2506,279,3292,341,2258,249,2850,174,1258,156,1593,47,403,73,515,2182,16868,2081,21133,93,1255,152,1502,138,1198,121,1455,413,2891,356,3663,580,2377,314,3275,769,2442,274,3482,873,2366,237,3480,476,2230,238,2951,210,1376,182,1766,40,724,120,873,3588,16860,2006,22449,167,2598,355,3114,225,2523,253,3004,668,5798,708,7176,889,4762,625,6274,1160,4921,598,6686,1384,4870,518,6775,819,4493,492,5804,380,2632,342,3359,83,1125,188,1391,5774,33721,4083,43582
2013,26,541,67,635,47,505,44,598,98,1141,113,1350,144,891,102,1136,192,964,108,1265,248,1199,122,1571,196,1125,108,1433,97,552,58,704,24,194,22,237,1076,7118,737,8925,32,492,51,578,51,484,43,578,175,1071,106,1354,263,880,103,1248,341,971,108,1426,383,1083,109,1574,239,1092,122,1457,100,620,89,808,12,323,31,365,1610,7013,767,9391,61,1035,116,1212,97,984,86,1175,274,2212,216,2703,406,1772,206,2390,536,1937,219,2689,633,2282,232,3141,439,2219,231,2886,201,1172,144,1515,34,517,52,602,2684,14132,1501,18322
2014,18,289,33,340,8,261,23,294,40,429,40,506,72,451,41,565,108,564,50,723,129,684,50,867,95,672,54,822,38,309,33,384,14,106,15,130,518,3769,344,4636,16,265,20,298,23,208,13,243,74,456,39,570,120,462,58,640,171,542,35,742,206,639,46,887,120,648,36,803,40,341,38,426,9,190,21,219,777,3758,302,4833,34,559,51,639,32,464,34,534,109,886,83,1080,190,909,98,1204,282,1113,84,1474,339,1325,96,1755,212,1317,94,1622,81,655,73,816,20,298,34,346,1287,7529,647,9468
2015,29,389,27,446,28,362,37,424,51,800,77,934,100,683,57,837,128,661,61,855,155,691,51,890,129,666,50,843,62,393,33,492,13,129,30,171,682,4775,425,5879,28,370,36,436,30,330,31,389,99,794,50,940,160,713,61,941,235,755,55,1045,281,688,37,1007,188,707,62,957,80,469,56,604,16,239,46,293,1119,5063,436,6615,58,757,65,880,57,686,65,809,148,1599,125,1869,256,1400,124,1785,361,1416,120,1900,429,1376,92,1899,319,1375,112,1800,147,864,86,1098,22,370,71,465,1795,9838,857,12493
2016,61,1454,167,1679,106,1363,161,1626,236,2949,318,3503,328,2560,269,3158,441,2504,250,3184,465,2337,240,3039,337,2035,198,2570,188,1255,152,1591,54,423,69,546,2214,16880,1812,20902,106,1333,137,1575,138,1279,132,1541,433,3025,336,3792,587,2514,281,3376,780,2235,217,3236,780,2235,229,3250,531,2144,194,2874,193,1392,215,1797,41,712,108,862,3580,16876,1845,22300,164,2786,302,3248,238,2645,287,3166,670,5972,652,7295,912,5077,550,6540,1222,4742,465,6425,1244,4579,476,6290,868,4180,395,5443,376,2650,360,3386,93,1132,180,1406,5791,33759,3659,43207
2017,16,257,33,300,20,300,13,339,50,653,71,774,51,548,40,638,73,447,41,559,102,505,46,653,76,422,26,531,32,262,39,334,11,117,25,153,440,3506,330,4281,14,229,16,261,33,284,35,353,85,715,66,866,121,526,50,698,136,415,29,575,199,433,40,673,123,418,43,588,47,385,47,477,14,226,29,266,787,3628,353,4763,30,485,47,563,57,581,49,690,140,1370,136,1643,174,1074,89,1338,211,853,68,1133,309,931,80,1321,199,838,74,1116,80,651,79,813,24,342,52,417,1226,7132,681,9037
2018,49,1089,110,1242,73,1036,101,1205,191,2326,250,2770,272,1992,205,2468,350,1954,222,2524,396,2028,196,2619,302,1890,175,2367,169,1013,158,1335,44,318,94,457,1850,13633,1510,16991,77,1014,101,1198,95,1030,105,1233,362,2384,253,3000,482,1916,219,2616,596,1852,166,2607,707,2066,198,2968,423,1938,181,2538,183,1181,177,1539,19,594,148,765,2943,13973,1538,18460,126,2104,212,2434,164,2070,210,2440,558,4711,501,5760,754,3907,425,5089,949,3798,391,5134,1098,4094,391,5586,725,3826,348,4902,355,2198,334,2879,63,910,243,1221,4793,27607,3049,35452
2019,24,549,37,610,23,413,32,463,78,935,72,1086,143,865,66,1062,180,870,52,1102,203,892,61,1153,128,902,79,1115,102,589,60,755,28,213,46,285,908,6226,511,7646,32,503,47,578,38,444,30,516,141,979,69,1192,229,876,56,1158,321,887,75,1285,369,884,79,1329,236,990,56,1284,121,743,91,959,19,414,78,509,1510,6720,576,8806,57,1047,82,1188,61,855,60,980,220,1920,147,2282,366,1741,119,2229,500,1759,131,2388,569,1777,139,2478,371,1896,135,2399,226,1336,151,1714,50,626,120,795,2420,12945,1090,16453
2020,49,1058,69,1173,76,944,71,1092,189,2348,159,2694,275,1930,167,2378,323,1909,168,2392,440,1893,135,2468,287,1984,126,2399,168,1151,95,1416,39,329,42,411,1839,13551,1025,16419,77,1026,80,1189,104,959,59,1121,344,2451,199,2988,503,1897,153,2554,631,1877,140,2656,754,1958,143,2851,442,1989,130,2559,171,1231,130,1534,21,557,58,636,3049,13946,1087,18089,124,2087,149,2362,179,1904,127,2216,528,4804,350,5681,780,3829,323,4929,955,3785,308,5047,1191,3849,275,5318,729,3973,256,4958,342,2381,226,2949,56,886,97,1045,4893,27498,2118,34506
2021,40,946,88,1073,41,808,71,918,132,1979,133,2255,223,1668,166,2056,303,1676,123,2105,381,1645,101,2133,265,1577,103,1942,129,829,89,1046,33,298,60,386,1556,11427,933,13915,52,929,69,1055,78,818,42,931,263,1899,127,2292,423,1658,146,2228,558,1711,106,2383,690,1693,110,2497,427,1634,118,2179,175,1021,134,1329,41,520,121,681,2714,11882,975,15570,95,1876,156,2129,121,1621,114,1851,395,3880,258,4543,646,3325,313,4287,866,3390,233,4493,1071,3340,210,4622,688,3210,225,4121,307,1851,220,2376,72,813,186,1073,4261,23315,1913,29490
3000,1046,17986,2947,21977,873,14652,2968,18496,2401,31636,7292,41337,3935,31748,6568,42255,5719,37631,6890,50245,7192,44112,6442,57737,5508,40786,4865,51158,2541,19402,2721,24659,510,4432,875,5816,29729,242394,41568,313688,1142,16415,2559,20122,1114,13651,2154,16913,4139,32178,5051,41370,6933,31639,4587,43166,9396,35375,4915,49692,11569,39873,4824,56267,7315,34169,3916,45399,2550,17157,2532,22238,385,5792,1158,7334,44544,226249,31699,302494,2192,34400,5501,42095,1988,28302,5123,35413,6538,63817,12346,82708,10870,63388,11158,85421,15122,73003,11806,99933,18758,83986,11262,114001,12825,74950,8780,96555,5089,36555,5251,46900,890,10228,2034,13151,74274,468638,73268,616182
3001,9,276,43,329,8,401,101,512,36,1087,262,1390,48,875,178,1100,73,823,166,1058,59,746,120,924,59,524,89,678,18,186,29,236,6,16,0,23,311,4946,979,6238,5,330,37,366,8,500,82,589,51,1171,218,1437,110,853,124,1090,112,712,110,930,81,668,108,856,64,409,50,528,24,123,24,171,4,23,3,29,471,4788,751,6011,12,605,76,697,19,908,178,1103,91,2257,479,2826,151,1734,300,2190,184,1535,274,1991,143,1412,225,1778,126,931,139,1199,41,311,53,405,8,41,9,51,784,9733,1735,12251
3002,3297,70598,4178,78078,3878,76242,5876,85994,9831,156201,13639,179667,15303,145301,11061,171666,18812,127779,8640,155235,18051,102389,6177,126609,12128,79500,4686,96316,6079,41692,3332,51096,1496,12212,1790,15503,88866,811915,59374,960160,3793,66940,3847,74582,4996,75183,4957,85130,15688,159514,11187,186392,25639,145225,8882,179745,31676,124679,6777,163125,29486,100289,5266,135039,17937,84060,4710,106703,6949,48241,4329,59526,1056,21190,3768,26016,137221,825323,53719,1016262,7093,137544,8027,152657,8876,151421,10829,171126,25520,315717,24823,366059,40939,290523,19947,351411,50484,252461,15414,318363,47537,202678,11439,261654,30064,163557,9394,203018,13031,89934,7661,110618,2551,33406,5558,41514,226088,1637240,113089,1976418
3003,91,1953,154,2197,97,1642,115,1851,265,3330,323,3919,407,2964,283,3653,564,3235,324,4119,697,3582,302,4582,595,3861,272,4722,366,2595,231,3186,88,741,111,940,3157,23901,2111,29171,106,1761,122,1988,131,1672,129,1932,437,3471,292,4197,780,3071,240,4094,1033,3226,256,4513,1204,3699,248,5152,933,3995,280,5210,417,2807,309,3532,68,1175,153,1396,5111,24896,2020,32018,198,3713,277,4186,228,3315,239,3779,701,6801,616,8114,1184,6039,520,7748,1595,6461,578,8631,1904,7281,550,9736,1529,7860,547,9930,776,5405,538,6723,153,1919,264,2337,8268,48797,4124,61189
3004,174,4164,484,4815,190,3514,577,4283,497,7930,1368,9790,815,8019,1095,9926,1146,8470,1069,10686,1046,7678,841,9565,752,5880,666,7301,287,2700,345,3335,91,665,150,908,5000,49021,6595,60613,237,3951,423,4610,231,3515,514,4254,843,8623,1220,10689,1427,8827,968,11219,1870,8654,830,11352,1665,7288,675,9627,1049,5562,527,7132,386,2707,378,3463,55,1063,220,1337,7744,50184,5749,63679,414,8112,902,9428,420,7032,1094,8537,1335,16555,2592,20478,2236,16845,2059,21147,3017,17123,1900,22038,2708,14970,1520,19190,1797,11442,1186,14428,675,5403,724,6799,144,1728,367,2244,12746,99205,12348,124294
3005,5,469,38,517,8,411,69,481,39,935,148,1122,87,863,151,1103,66,766,92,927,64,595,107,769,33,281,33,349,16,91,22,125,8,21,15,34,320,4438,667,5418,15,376,39,429,25,403,40,465,76,945,95,1117,142,888,89,1121,116,655,64,840,97,523,44,670,40,227,33,301,14,97,15,126,0,28,20,47,531,4147,437,5108,24,846,76,944,29,811,109,947,114,1881,241,2239,226,1753,241,2217,180,1421,156,1763,160,1123,153,1437,78,512,66,646,29,189,36,254,8,47,31,79,841,8580,1097,10530
3006,57,1370,94,1519,52,1143,99,1291,155,2550,251,2958,254,2485,263,2996,322,2545,263,3137,353,2410,223,2991,196,1504,126,1825,80,594,61,738,22,161,21,205,1488,14763,1404,17650,63,1335,91,1483,73,1105,80,1260,287,2604,226,3113,468,2416,195,3083,513,2456,187,3161,511,2038,129,2678,222,1373,97,1695,84,689,78,851,17,241,53,314,2250,14256,1143,17646,118,2703,187,3003,122,2244,179,2553,438,5159,478,6074,721,4905,458,6080,842,5006,455,6301,867,4446,352,5672,420,2873,225,3516,166,1282,141,1585,40,406,78,520,3738,29012,2545,35298
