SUA_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
5000,149,3,0,3,144,12,0,155,7186,806,216,82,8290,83,29,110,8403,557,13,8968,11618,1557,484,158,13815,125,33,151,13965,522,16,14506,1036,147,284,26,1490,11,0,11,1495,45,0,1543,164,7,14,236,429,7,0,7,425,41,11,484,20001,2508,997,499,24016,218,62,280,24291,1167,42,25497,133,28,5,3,172,77,0,77,251,35,0,285,253,40,17,9,321,31,34,67,387,30,9,426,387,66,23,15,492,116,34,144,638,67,9,714,20392,2580,1019,516,24511,330,97,425,24934,1235,43,26209,5501,781,408,247,6933,304,49,355,7285,2003,32,9322,58,17,6,37,114,0,7,7,114,20,179,308,25942,3381,1432,794,31555,631,150,776,32334,3254,250,35840
5001,14,0,0,0,14,0,0,11,963,167,24,4,1156,0,7,5,1167,56,5,1232,1755,274,43,12,2083,13,16,30,2113,79,3,2192,134,19,15,0,169,0,0,0,169,10,0,181,8,0,0,16,32,0,0,0,32,3,0,33,2858,460,83,35,3439,16,23,40,3481,148,10,3635,16,0,0,0,16,0,0,0,16,0,0,16,31,5,0,0,42,0,0,0,42,4,0,43,44,5,0,0,48,0,0,0,48,4,0,54,2904,468,83,36,3490,16,23,40,3530,152,10,3687,806,147,17,27,1002,15,12,22,1025,108,8,1146,0,0,0,6,11,0,0,0,11,4,18,27,3716,613,105,68,4499,31,35,68,4565,268,31,4863
5002,4,0,0,0,4,0,0,4,628,91,19,19,751,6,3,4,760,37,0,802,643,72,22,17,760,11,0,11,769,19,5,798,89,13,11,0,114,0,0,0,119,3,0,124,13,3,0,7,24,0,0,0,24,3,3,35,1380,175,57,40,1652,15,5,20,1668,70,19,1754,10,0,0,0,10,6,0,6,19,0,0,19,7,0,4,0,9,3,0,4,17,0,0,21,19,0,4,0,23,13,0,18,37,0,0,43,1395,173,59,40,1673,30,7,35,1706,71,16,1797,189,24,16,9,248,19,9,25,276,74,0,355,3,0,0,4,6,0,0,0,6,0,5,18,1593,203,78,58,1929,53,15,63,1994,152,28,2166
5003,68,0,0,0,72,9,0,81,2362,270,73,17,2722,27,16,39,2760,134,0,2894,4427,439,183,27,5065,48,10,59,5129,138,3,5274,363,41,66,10,488,7,0,7,491,10,0,505,28,0,0,37,66,0,0,0,66,6,7,83,7173,750,323,92,8344,81,26,103,8450,290,15,8757,36,10,0,0,45,23,0,23,61,5,0,68,153,5,4,0,167,21,0,24,191,8,0,196,192,8,4,0,213,41,0,46,253,10,0,264,7366,762,328,95,8554,127,31,149,8707,303,15,9023,2112,234,107,59,2508,55,10,75,2584,244,0,2824,9,3,0,16,31,0,0,0,31,0,26,58,9480,1003,440,170,11092,182,42,223,11319,551,46,11911
5004,19,0,0,0,19,0,0,18,1185,196,51,7,1433,5,0,8,1446,75,0,1519,2357,348,143,23,2874,19,7,24,2897,100,0,3003,146,36,41,3,225,0,0,5,233,4,0,232,17,0,3,28,43,0,0,0,48,0,0,50,3708,578,237,55,4584,26,12,36,4622,178,3,4809,17,0,3,0,24,5,0,5,24,5,0,28,47,0,7,0,58,5,0,3,63,3,0,69,64,3,12,0,82,3,0,4,87,7,0,95,3771,583,253,55,4663,28,13,44,4713,186,3,4904,788,131,47,24,986,20,0,21,1005,96,0,1103,9,0,0,0,6,0,0,0,12,0,15,23,4563,713,296,83,5655,52,13,63,5724,286,27,6032
5005,0,0,0,0,0,0,0,0,323,21,4,7,356,0,0,8,363,13,0,375,711,64,22,6,805,0,4,6,808,10,0,816,36,8,18,0,56,0,0,0,56,0,0,54,9,0,0,6,21,0,0,0,21,0,4,28,1084,86,47,22,1236,3,0,7,1243,26,4,1276,0,0,0,0,4,0,0,0,4,3,0,5,8,0,0,0,8,0,0,0,8,0,0,8,10,0,0,0,9,0,0,0,9,3,0,12,1094,90,47,22,1249,3,0,7,1255,35,4,1295,240,29,18,10,296,9,10,15,311,47,0,359,6,0,0,0,10,0,0,0,10,0,0,10,1336,110,65,38,1549,11,15,27,1574,80,3,1659
5006,22,0,0,0,22,0,0,23,1256,129,26,8,1418,27,0,29,1448,67,0,1512,1766,268,77,22,2142,11,5,17,2160,78,0,2245,159,25,38,0,218,0,0,0,218,10,0,226,7,0,0,21,29,6,0,6,33,4,0,33,3185,429,140,49,3800,43,11,50,3855,164,0,4014,3,0,0,5,10,10,0,6,18,5,0,25,44,10,4,5,61,0,0,0,60,4,0,63,44,11,4,6,63,8,0,11,76,9,0,83,3233,439,141,55,3869,56,5,58,3930,169,0,4104,756,114,37,31,935,38,8,50,986,182,3,1168,4,0,0,0,4,0,0,0,4,0,7,12,3987,551,182,83,4810,89,21,105,4919,351,16,5291
5007,7,0,0,0,7,0,0,13,1329,102,30,12,1485,16,3,16,1499,37,0,1538,1533,129,54,9,1717,5,0,6,1729,29,3,1759,167,14,18,17,219,0,0,0,219,11,0,230,22,5,0,6,34,0,0,0,35,7,4,47,3054,252,105,43,3457,27,9,32,3486,85,10,3575,15,0,0,0,15,0,0,0,19,0,0,19,41,10,4,5,56,8,4,6,65,0,0,65,63,10,4,5,80,8,4,8,84,0,0,84,3115,263,111,48,3531,27,7,36,3571,85,10,3661,992,55,39,34,1122,38,3,38,1164,77,0,1246,14,0,0,7,20,0,0,0,20,0,40,64,4117,324,149,89,4678,66,13,78,4757,164,56,4972
5008,5,0,0,0,5,0,0,5,926,66,45,0,1045,16,0,16,1055,44,0,1096,1187,102,54,19,1355,4,0,4,1363,17,0,1374,145,7,27,0,176,0,0,0,176,10,0,194,13,0,0,11,24,0,0,0,24,0,0,24,2271,172,127,34,2600,22,0,22,2622,68,0,2692,24,0,0,0,27,0,0,0,26,0,0,26,26,0,10,0,33,0,0,0,36,0,0,36,57,0,8,0,62,0,0,0,64,0,0,64,2321,176,134,34,2668,18,0,23,2691,68,0,2758,636,43,41,29,753,4,0,4,759,36,0,798,3,0,0,0,5,0,0,0,5,0,11,16,2962,218,178,66,3426,30,0,29,3454,106,17,3570
5009,9310,185,70,261,9571,1077,32,10686,80364,9830,1730,450,92377,1291,393,1685,94060,4538,145,98744,123192,15299,2919,905,142321,1426,352,1777,144092,3918,224,148240,11726,1548,1746,126,15142,134,31,168,15310,428,41,15783,1102,129,32,1170,2438,48,6,51,2489,115,218,2822,216379,26808,6434,2655,252270,2895,787,3676,255956,9004,635,265593,2177,408,57,52,2692,316,42,357,3052,276,11,3334,5496,788,180,133,6591,343,103,446,7037,349,30,7413,7672,1196,236,183,9282,659,150,802,10085,622,38,10747,224049,28003,6668,2839,261558,3554,933,4487,266042,9626,673,276338,62341,9424,2555,1745,76065,1933,514,2439,78511,9278,267,88053,453,85,7,519,1070,18,0,18,1085,64,946,2096,286842,37514,9229,5100,338690,5504,1441,6946,345633,18976,1888,366493
5010,3,0,0,0,3,0,0,3,816,20,24,9,881,15,0,18,899,22,7,922,742,73,46,11,874,6,0,6,878,14,8,901,118,15,24,0,154,0,0,0,154,0,0,155,15,3,0,20,42,0,0,0,42,0,0,41,1694,110,100,44,1946,21,0,21,1967,44,8,2017,13,0,0,0,13,0,0,0,13,0,0,13,28,4,5,6,45,7,0,7,47,0,0,47,43,4,5,6,60,7,0,7,65,0,0,65,1737,116,99,46,2003,24,0,23,2031,44,8,2082,479,54,33,37,596,19,9,31,632,58,0,687,6,0,0,6,12,0,0,0,12,0,28,42,2223,171,135,85,2611,50,12,58,2670,102,34,2808
6000,152,3,0,3,152,24,0,178,3893,647,123,45,4704,37,40,77,4785,342,8,5130,7368,1443,219,102,9142,97,24,120,9260,531,13,9805,792,126,107,9,1035,12,3,15,1048,53,3,1105,96,12,4,166,278,0,0,3,283,14,4,299,12157,2219,455,323,15160,148,67,220,15373,944,25,16342,66,17,0,6,84,39,7,45,133,16,0,153,158,41,14,9,222,12,13,26,246,32,0,277,228,56,14,11,304,52,22,72,379,49,0,429,12381,2280,469,338,15469,201,90,290,15754,996,25,16774,2983,646,179,122,3935,118,57,168,4106,1033,13,5146,32,0,0,0,35,0,0,0,35,0,68,106,15395,2933,649,457,19434,313,145,464,19891,2025,106,22024
6001,23,0,0,0,23,0,0,27,628,95,35,10,774,14,12,23,800,68,0,864,1310,162,37,15,1529,20,3,23,1551,53,4,1610,143,19,25,0,186,0,0,0,190,4,0,196,9,0,0,10,16,0,0,0,16,0,0,17,2084,280,97,37,2505,39,9,52,2555,127,4,2690,17,4,4,0,33,6,0,6,40,0,0,43,32,5,0,0,37,4,0,7,38,6,0,49,47,15,4,0,69,5,0,8,79,14,0,86,2133,295,104,37,2578,47,14,58,2639,138,4,2777,537,95,23,6,661,23,10,35,689,179,0,873,5,0,0,0,5,0,0,0,4,0,3,10,2673,392,129,46,3239,69,21,92,3330,319,5,3659
6002,35,0,0,0,35,5,0,43,844,117,23,7,989,16,14,26,1016,49,0,1067,1315,216,51,9,1589,19,9,30,1615,73,0,1691,118,17,22,0,158,0,0,0,158,6,0,164,13,0,0,10,28,0,0,3,30,0,4,34,2289,357,98,26,2767,34,23,57,2824,128,4,2958,23,3,0,0,30,7,3,10,42,4,0,49,43,6,0,4,50,12,0,12,63,3,0,68,68,15,0,4,87,16,3,21,104,6,0,114,2355,369,99,33,2849,52,27,78,2929,139,4,3067,497,146,20,16,681,38,9,45,723,237,6,967,0,0,0,6,6,0,0,0,6,0,5,12,2849,513,120,54,3535,89,34,128,3656,372,13,4046
6003,551,4,0,9,560,90,0,655,7478,1330,155,36,8999,97,41,142,9135,485,9,9624,11504,2520,204,78,14301,107,41,146,14451,447,6,14902,1180,235,218,11,1644,9,0,12,1655,64,3,1720,95,26,4,97,223,3,3,5,232,20,8,263,20259,4115,573,216,25162,222,86,310,25472,1017,27,26512,168,43,0,0,212,34,4,39,255,38,0,294,310,73,3,10,398,19,18,35,432,28,0,466,480,114,3,10,611,55,19,74,687,66,0,755,20735,4229,580,227,25779,272,106,380,26159,1077,25,27270,3471,890,121,103,4580,172,40,217,4794,1063,15,5871,23,7,0,26,53,0,0,0,58,3,50,113,24231,5127,707,355,30412,449,146,599,31012,2141,97,33247
6004,144,0,3,4,150,16,0,171,2687,458,39,9,3193,48,24,66,3268,171,3,3438,4701,781,75,35,5582,52,9,62,5644,188,7,5843,466,88,69,3,628,5,4,8,634,11,0,652,37,4,0,21,64,0,0,0,64,4,8,72,7879,1332,181,71,9467,102,35,140,9606,373,24,10000,45,22,0,0,68,13,0,13,79,22,0,100,72,33,0,0,109,8,9,18,128,15,0,137,117,53,0,0,169,20,9,31,202,35,0,239,8000,1381,181,71,9638,124,48,172,9803,413,24,10241,1764,471,57,46,2338,93,27,115,2449,536,5,2994,4,4,0,9,20,0,0,0,20,0,10,30,9766,1865,240,125,11991,217,73,286,12280,947,39,13266
6005,18,0,0,0,18,0,0,19,350,69,19,0,434,4,0,4,438,23,0,463,724,89,15,10,836,9,6,13,852,36,0,890,73,10,8,3,101,0,0,0,101,0,0,103,6,0,0,9,8,0,5,5,15,0,0,15,1158,165,41,18,1381,12,7,23,1401,64,0,1464,7,0,5,0,14,5,0,5,21,0,0,21,11,0,0,0,11,7,0,7,17,0,0,17,17,0,5,0,27,6,0,11,41,0,0,41,1180,165,44,21,1410,23,10,32,1440,64,0,1501,231,63,9,4,307,14,9,23,332,89,0,415,0,6,0,0,6,0,0,0,6,0,6,9,1412,232,51,30,1719,41,21,58,1774,147,6,1930
7000,18,0,0,0,18,9,0,31,2471,225,72,14,2779,44,12,60,2843,258,11,3110,1302,408,30,39,1772,80,17,93,1872,275,13,2161,228,32,92,7,354,6,0,6,362,31,0,387,45,3,0,86,135,8,0,8,138,44,8,189,4043,670,190,140,5044,130,34,165,5214,609,28,5847,58,40,5,5,102,275,15,292,389,58,0,452,39,24,0,0,62,24,51,74,132,43,0,176,93,63,5,5,165,297,61,361,521,103,3,628,4144,733,195,147,5211,432,96,526,5735,710,27,6481,987,454,63,74,1587,295,71,365,1954,3475,53,5481,28,7,0,12,43,4,0,4,46,10,223,283,5160,1191,258,235,6837,729,165,898,7737,4200,309,12244
7001,13,0,0,0,13,0,0,12,1427,161,20,6,1608,14,4,23,1630,56,7,1686,873,170,18,8,1070,4,7,10,1082,39,6,1124,150,24,34,0,212,0,0,0,212,3,0,216,15,0,0,14,30,11,0,11,40,0,14,50,2467,351,72,24,2914,32,13,43,2960,97,25,3080,19,6,0,0,24,4,0,4,28,5,0,31,17,0,0,0,17,8,9,17,29,3,0,32,30,6,0,0,42,14,9,15,58,7,0,65,2498,356,72,24,2955,38,19,58,3012,106,25,3143,536,74,12,18,641,16,6,23,661,214,7,887,0,0,0,0,0,0,0,0,3,0,6,10,3031,434,84,45,3593,60,24,83,3681,323,41,4038
7002,216,3,3,3,218,22,6,241,7589,796,177,46,8602,128,23,147,8750,327,6,9090,4381,759,137,32,5302,40,10,50,5350,186,4,5548,812,130,122,11,1081,13,0,13,1097,35,0,1135,72,9,0,99,170,3,0,3,173,17,7,199,12850,1691,437,183,15162,183,29,215,15377,565,21,15964,121,16,5,3,143,45,0,45,192,6,0,200,198,46,0,4,250,11,22,32,281,11,0,291,315,64,9,3,395,59,22,81,469,21,0,495,13173,1755,447,184,15555,239,49,288,15849,585,21,16458,2484,385,113,83,3060,82,14,100,3160,522,8,3689,34,0,0,14,52,8,0,8,58,0,58,117,15686,2142,556,281,18664,336,63,401,19062,1109,85,20259
8000,0,0,0,0,0,0,0,0,78,18,10,0,99,0,0,0,99,0,0,100,76,10,0,0,86,0,0,0,91,0,0,91,13,0,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,157,26,13,0,197,0,0,0,196,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,26,13,0,197,0,0,0,196,0,0,196,11,4,0,0,19,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,178,28,13,0,218,0,0,0,216,0,0,214
8001,1785,25,15,41,1824,254,0,2086,32756,3615,642,117,37132,352,100,449,37583,1455,37,39073,23738,3641,423,136,27940,213,65,277,28211,719,43,28976,4139,620,682,49,5493,18,0,23,5521,143,5,5666,234,37,14,239,523,0,0,6,524,20,49,593,60868,7915,1760,539,71082,583,169,757,71835,2339,134,74310,528,75,19,5,619,68,11,78,702,33,0,730,654,88,13,10,764,38,11,48,811,43,11,861,1184,164,33,9,1387,104,22,126,1513,74,11,1594,62046,8078,1793,545,72465,687,191,881,73344,2409,148,75902,8548,1448,290,155,10441,232,53,276,10720,1366,32,12110,92,17,5,83,195,0,0,0,196,12,131,337,70683,9547,2089,787,83098,920,240,1163,84261,3781,311,88352
9000,0,0,0,0,0,0,0,0,175,31,10,0,215,0,0,0,214,4,0,219,175,45,5,0,218,0,0,0,218,23,0,247,19,0,7,0,29,0,0,0,29,0,0,29,0,0,0,5,7,0,0,0,7,0,0,7,365,74,18,10,473,0,0,0,474,22,0,504,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,10,10,7,0,0,7,0,0,0,0,0,0,10,10,8,0,0,8,373,74,18,10,476,0,7,7,481,22,0,509,59,25,5,4,88,3,0,3,92,10,0,102,3,0,0,0,3,0,0,0,3,0,9,11,435,100,19,15,571,3,7,11,578,33,11,629
