SUA_CODE_2021,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Samoa_0_4,P_Samoa_5_14,P_Samoa_15_24,P_Samoa_25_44,P_Samoa_45_54,P_Samoa_55_64,P_Samoa_65_74,P_Samoa_75_84,P_Samoa_85ov,P_Samoa_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
2010,0,0,0,7,4,0,0,0,0,10,0,0,0,4,0,0,0,3,0,9,3,11,18,61,20,9,10,4,0,124,0,0,0,4,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,7,0,38,0,0,0,3,0,0,0,0,0,3,0,10,0,11,4,0,5,0,0,39,0,0,0,15,0,0,0,0,0,14,0,0,0,3,0,0,0,0,0,10,0,6,16,20,4,0,0,0,0,50,0,5,5,3,3,0,0,0,0,19,0,3,3,9,5,3,0,0,0,24,0,0,0,11,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,3,0,0,0,12,0,10,3,41,16,20,13,12,8,111,37,91,128,224,97,114,102,100,51,953,1018,2139,1932,4168,1893,2136,1857,1245,589,16985
2011,439,3450,3750,17145,2378,1086,602,141,32,29021,4,49,118,529,731,371,132,30,9,1982,266,2739,5911,25994,10135,7607,4536,1141,289,58626,8,66,138,2628,1557,2389,3458,1534,1150,12935,22,433,879,2192,1566,1314,581,152,28,7169,28,325,671,3526,2620,3859,3920,2912,1139,18998,199,1865,2562,6010,2540,1879,1404,418,112,16990,138,1302,2474,8883,5753,3772,2684,1325,400,26728,225,2435,5835,27918,10277,8421,6166,2766,970,65006,79,331,585,5815,1036,697,676,107,21,9342,162,1326,2549,9491,2233,935,400,112,24,17230,50,341,503,4593,4330,4170,2201,1243,262,17695,625,2392,2514,7540,2733,2019,1445,534,106,19909,273,2122,6637,29298,19737,17970,10168,2975,1274,90464,3,76,146,874,616,675,568,391,154,3511,17,138,608,2381,966,548,240,67,12,4980,1200,8920,14833,68004,29210,25562,21509,14138,6158,189539,10477,22792,24050,69030,24613,20364,17265,13195,7715,209500,284845,587191,592184,1500482,615047,516353,393854,229530,98370,4817843
2012,0,16,15,27,6,4,0,0,0,55,0,0,0,0,7,4,0,0,0,6,8,18,30,189,47,34,21,3,0,348,0,0,0,0,0,5,0,0,3,12,0,3,4,13,11,9,5,0,0,47,0,0,3,14,16,29,14,22,4,103,0,0,5,10,3,0,0,0,0,15,0,7,26,39,22,14,4,0,0,116,4,6,0,37,16,4,4,3,0,74,3,0,9,97,3,0,0,0,0,116,3,8,11,101,26,22,4,0,0,180,0,4,4,46,66,68,42,31,5,261,0,6,5,25,11,4,3,5,0,59,0,19,31,125,47,68,31,7,0,330,0,0,0,3,0,4,8,3,0,28,0,3,0,20,4,0,7,0,0,35,9,53,61,311,111,99,88,58,29,809,208,571,499,1165,578,570,532,326,158,4611,3161,6874,6113,13450,6686,6775,5804,3359,1391,53620
2013,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,3,14,58,25,40,27,8,0,178,0,0,0,5,4,4,6,6,0,19,0,0,0,18,0,0,0,0,0,20,0,0,4,7,6,19,39,41,17,133,0,0,0,3,0,0,0,0,0,6,0,0,0,14,6,4,3,4,0,31,0,0,0,6,4,0,5,0,0,13,0,0,0,11,0,0,0,0,0,13,3,0,3,13,4,0,0,0,0,24,0,0,0,0,4,0,0,0,0,10,0,4,8,6,7,11,6,0,0,37,0,0,0,13,7,0,0,0,0,21,0,0,0,0,0,3,9,4,5,20,0,0,0,0,0,0,4,0,0,5,0,0,6,61,25,42,80,52,23,290,73,184,158,395,220,245,254,131,47,1705,1142,2536,2384,5087,2689,3141,2886,1515,602,21997
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,3,0,4,10,31,14,9,7,0,0,77,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,12,5,5,40,0,0,0,0,0,0,0,0,0,0,0,0,5,12,7,4,0,0,0,34,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,3,0,8,0,4,0,0,0,20,0,0,0,0,0,0,4,0,0,4,0,0,0,3,0,3,4,3,0,20,0,0,3,5,0,0,0,0,0,12,0,0,0,0,3,0,4,0,0,6,0,0,0,9,0,3,0,0,0,12,0,0,3,18,14,16,19,8,3,97,24,82,60,156,97,115,115,71,31,751,510,1248,1171,2280,1474,1755,1622,816,346,11230
2015,0,6,0,13,3,0,0,0,0,24,0,0,0,0,4,3,0,0,0,5,0,3,8,40,12,22,12,0,0,102,0,0,0,0,0,8,4,3,0,23,0,0,0,0,0,0,0,0,0,0,0,3,4,11,14,11,19,15,0,65,0,0,3,0,0,5,4,0,0,12,0,18,10,19,12,8,4,0,0,73,0,0,4,32,9,3,5,0,0,55,0,0,0,16,0,0,3,0,0,18,0,0,4,9,5,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,8,5,16,5,0,4,4,3,52,0,0,6,18,8,14,4,0,0,52,0,0,0,0,7,6,0,0,0,17,0,0,3,3,4,10,0,0,0,19,5,19,5,37,23,23,30,25,9,165,36,87,96,216,121,86,118,78,57,892,886,1913,1687,3653,1900,1899,1800,1098,465,15301
2016,5,64,49,135,13,5,5,0,0,278,0,0,3,8,3,5,5,0,0,23,3,50,60,314,80,55,40,5,0,611,0,0,0,3,0,3,5,0,6,16,3,13,28,47,30,11,8,0,0,129,0,0,3,7,10,21,31,20,5,101,0,0,0,8,9,6,0,0,0,26,0,11,14,33,18,10,3,8,3,102,5,19,14,84,39,21,6,0,0,188,0,0,9,109,3,6,4,0,0,129,0,8,8,54,25,11,5,0,0,113,0,0,4,42,62,50,30,9,0,208,0,12,5,24,3,11,9,3,0,64,0,6,0,37,18,0,5,0,0,65,0,0,0,0,3,5,4,4,0,16,0,0,5,9,10,3,0,0,0,34,29,167,213,524,165,148,105,63,32,1438,214,507,444,1044,427,472,402,329,169,4010,3387,7250,6420,13833,6425,6290,5443,3386,1406,53841
2017,0,6,0,21,5,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,4,10,68,26,12,4,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,15,0,0,0,3,0,0,0,0,0,6,0,0,9,10,10,6,3,0,0,45,0,6,0,11,4,0,0,0,0,22,0,0,0,8,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,11,0,32,10,84,8,6,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,18,5,5,5,28,17,6,4,0,0,72,49,95,77,192,65,93,74,68,33,738,747,1401,1253,2976,1133,1321,1116,813,417,11186
2018,0,11,0,33,3,0,4,0,0,51,0,0,0,5,6,3,5,0,0,13,9,23,30,170,50,65,30,13,0,397,0,0,0,6,3,8,25,0,7,51,0,0,0,0,0,4,0,0,0,9,0,0,5,10,10,56,92,69,22,267,0,0,0,8,5,0,0,0,0,14,3,7,14,22,30,15,8,4,0,110,0,9,16,61,24,7,13,0,0,134,0,0,0,0,0,0,0,0,0,10,0,16,24,33,15,3,0,0,0,95,0,0,0,7,4,3,0,3,0,14,4,3,15,21,5,8,12,0,0,69,0,4,0,37,13,16,7,0,0,75,0,0,3,0,5,6,4,0,0,25,0,0,4,10,11,0,0,0,0,29,6,33,63,138,75,92,95,88,38,629,172,391,344,860,387,441,350,297,182,3426,2494,5303,4876,10849,5134,5586,4902,2879,1221,43252
2019,0,3,0,15,0,0,0,0,0,19,0,0,0,5,0,0,0,0,0,11,5,12,5,94,11,10,17,6,0,160,0,0,0,0,0,0,0,0,0,3,0,0,5,4,0,3,0,0,0,11,0,4,0,6,12,16,12,19,0,69,3,0,0,0,3,0,0,0,0,8,0,4,9,12,16,4,0,3,0,50,0,4,4,17,13,4,4,0,0,45,0,0,4,9,0,0,0,0,0,13,0,0,0,10,8,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,6,0,12,3,3,7,4,0,35,0,0,4,14,0,0,0,0,0,17,0,0,0,0,0,0,0,3,0,4,0,0,0,10,0,0,4,0,0,10,0,5,6,34,19,32,35,30,11,173,46,119,98,244,120,145,161,145,104,1173,1039,2389,2165,4507,2388,2478,2399,1714,795,19882
2020,0,0,4,14,11,0,0,0,0,35,0,0,0,7,5,3,6,0,0,25,4,4,17,82,26,21,16,4,0,174,0,0,0,5,3,5,14,12,4,45,0,0,0,4,0,0,0,0,0,10,0,3,8,14,14,44,62,61,11,211,0,0,7,16,5,3,6,0,0,34,3,14,16,53,32,19,15,11,4,168,0,8,3,63,23,12,10,3,0,137,0,0,8,91,0,0,0,0,0,103,5,3,4,23,20,6,0,0,0,68,0,4,0,0,7,4,0,0,0,11,0,11,5,23,14,13,25,5,0,95,0,0,3,36,16,3,0,4,0,58,0,0,0,7,7,5,11,13,0,42,0,3,3,25,7,9,3,0,0,50,4,17,24,171,63,115,106,79,30,612,117,302,191,612,300,293,299,232,86,2424,2754,5561,4574,10611,5047,5318,4958,2949,1045,42827
2021,0,0,0,6,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,21,16,118,32,22,7,3,0,221,0,0,0,7,0,0,0,3,0,11,0,0,0,5,0,0,0,0,0,5,0,4,5,23,12,25,39,17,9,129,0,0,0,4,0,3,0,0,0,12,0,20,11,44,20,16,0,4,3,121,0,6,12,77,15,5,11,5,0,115,0,0,3,46,4,0,0,0,0,57,5,9,8,39,8,12,0,0,0,82,0,0,0,3,0,3,0,0,0,6,0,5,8,24,11,14,13,0,0,70,5,18,9,68,0,0,0,0,0,113,0,0,0,0,0,0,10,0,0,12,0,0,0,11,3,0,0,0,0,19,0,9,34,164,38,39,27,19,14,333,89,235,199,486,223,219,233,196,116,2000,1855,4397,3982,8827,4493,4622,4121,2376,1073,35743
3000,3,28,5,91,13,20,6,3,0,172,8,93,143,476,543,475,235,31,9,2017,70,527,521,2157,951,696,442,88,11,5466,0,3,0,64,47,41,100,26,9,293,0,9,18,122,25,33,20,10,0,242,3,31,42,219,239,509,595,332,69,2041,0,18,33,57,83,50,47,12,0,313,27,199,265,1013,655,596,349,161,21,3277,9,23,19,128,41,51,46,19,4,327,7,21,49,743,23,24,10,0,0,872,14,101,93,498,286,138,40,4,0,1170,0,0,0,13,19,20,0,6,0,61,21,87,102,442,250,377,457,157,40,1934,5,53,65,383,125,106,43,8,0,787,0,0,24,90,88,134,125,73,22,545,0,19,46,202,212,228,156,38,6,906,40,225,532,3258,1108,1462,1398,895,226,9138,2910,7936,7950,20057,11166,11883,9159,4956,1677,77700,39438,96251,77513,168121,99933,114001,96555,46900,13151,751871
3001,0,0,0,3,0,0,0,0,0,3,0,0,0,8,6,6,4,0,0,31,0,5,23,63,27,15,5,0,0,136,0,0,0,19,5,4,6,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,4,18,13,23,14,12,0,81,0,3,0,0,8,0,0,0,0,14,0,8,14,58,21,25,16,4,0,146,0,3,0,14,0,0,0,0,0,21,0,7,0,30,0,0,0,0,0,35,0,12,7,26,15,3,0,0,0,64,0,0,0,5,0,0,0,0,0,10,0,6,5,40,12,10,14,3,0,83,0,0,13,16,4,4,0,0,0,40,0,0,0,10,0,9,0,4,0,26,0,0,4,10,13,0,0,0,0,26,0,10,29,279,38,27,31,16,0,439,57,117,231,705,259,236,143,43,4,1790,728,1542,1802,5018,1991,1778,1199,405,51,14523
3002,57,612,596,2720,479,242,146,29,9,4898,26,313,976,2236,2365,1637,897,322,128,8894,116,1456,3086,11152,4935,3604,2009,544,132,27037,9,33,57,1046,454,519,666,281,171,3230,21,347,687,2278,1685,1658,961,314,41,7992,24,328,605,2042,1912,2438,2249,1507,551,11645,75,476,734,1803,846,585,465,132,26,5140,125,1578,3296,9404,5535,3557,2027,862,227,26611,41,407,842,3319,1452,1230,884,423,129,8725,122,534,916,7101,1458,1167,1155,272,42,12759,52,621,1202,3748,1040,469,222,46,8,7414,4,56,59,581,255,175,53,42,5,1242,265,1062,1415,3608,1412,1201,927,360,62,10306,88,689,1728,6447,4485,3553,2193,687,279,20151,7,113,234,661,579,530,458,320,85,2996,5,94,495,1995,1089,955,490,118,32,5276,607,4728,7912,29826,11039,8967,6820,3852,1409,75160,5542,12713,13818,33932,12655,10196,8522,6117,3681,107167,146775,324087,323786,717466,318363,261654,203018,110618,41514,2447280
3003,0,6,3,19,4,0,0,0,0,31,0,3,11,20,46,20,16,4,0,125,7,47,49,220,102,113,88,15,0,633,0,0,0,5,3,0,3,8,0,13,0,0,0,9,5,0,0,0,0,16,0,9,6,22,23,41,96,65,15,277,0,0,5,11,9,3,9,0,0,39,10,40,37,86,74,67,24,25,10,381,0,10,9,33,12,12,6,4,0,85,0,5,19,154,3,0,0,0,0,190,0,13,26,126,38,9,0,0,0,207,0,4,0,13,13,7,0,0,0,43,0,8,19,43,19,18,28,16,4,163,0,12,11,71,28,25,12,0,0,160,0,3,5,3,5,12,20,15,3,65,0,4,0,10,14,12,10,4,0,63,7,50,45,269,103,96,123,99,34,838,150,420,376,956,502,568,559,470,208,4211,3569,8993,7964,15867,8631,9736,9930,6723,2337,73747
3004,0,9,7,41,3,3,0,0,0,74,13,202,346,639,503,299,197,36,9,2250,6,126,186,757,372,354,177,37,0,2018,0,8,0,80,42,28,48,11,3,215,0,4,9,28,21,27,24,3,4,116,0,14,26,119,125,167,147,80,24,701,0,13,9,37,39,26,21,11,3,157,5,48,102,270,191,108,64,31,4,820,0,10,21,94,40,47,37,15,3,277,5,6,12,184,25,9,5,4,0,243,3,57,96,360,152,64,30,8,0,786,6,0,0,21,14,14,0,5,0,60,8,37,50,244,91,97,88,44,4,676,0,34,46,156,89,27,20,6,0,377,0,3,10,56,24,53,36,12,0,197,0,3,31,61,52,40,22,9,0,208,32,193,283,1546,787,694,526,324,91,4467,612,1405,1668,4197,1792,1484,1090,585,271,13092,8486,20645,17966,41627,22038,19190,14428,6799,2244,153425
3005,0,0,0,0,0,0,0,0,0,0,0,0,6,11,10,4,0,0,0,28,0,33,40,94,52,20,0,0,0,249,0,0,0,9,0,0,0,0,0,10,0,0,5,23,6,0,0,0,0,29,0,3,0,6,7,6,3,4,0,30,0,0,0,0,0,0,0,0,0,3,9,18,34,71,46,13,5,0,0,207,0,8,0,13,3,0,0,0,0,31,0,4,0,19,0,0,0,0,0,20,0,3,5,22,6,0,0,0,0,37,0,0,0,4,3,0,0,0,0,3,0,7,0,9,3,7,3,0,0,30,0,0,7,13,4,0,0,0,0,26,0,0,0,0,4,5,0,0,0,12,0,0,5,20,19,11,0,0,0,63,0,12,18,69,27,17,5,3,0,159,56,129,149,426,149,142,62,41,29,1181,1084,2473,1893,4456,1763,1437,646,254,79,14089
3006,0,11,0,31,0,0,0,0,0,47,0,0,8,27,29,16,7,0,0,83,4,102,131,295,157,75,51,12,0,822,0,0,0,3,0,9,8,0,0,25,0,0,0,3,3,0,0,0,0,9,0,0,8,36,26,43,39,21,3,180,0,4,0,8,7,3,3,0,0,25,9,65,96,196,158,61,21,12,0,624,0,6,5,31,8,5,0,0,0,62,0,0,0,4,0,0,0,0,0,3,0,9,10,50,30,4,0,0,0,109,0,0,0,3,0,0,3,0,0,5,0,19,3,39,15,21,16,3,0,118,0,5,3,17,12,6,0,0,0,40,0,0,4,8,4,11,4,4,0,28,0,0,4,21,21,18,8,0,0,70,5,28,30,169,100,87,67,30,15,527,122,326,284,781,417,352,232,141,76,2732,3023,6863,5557,12153,6301,5672,3516,1585,520,45185
3007,6,40,94,353,79,51,13,5,0,648,0,28,105,235,372,277,136,38,7,1201,38,291,543,2591,1062,891,506,140,39,6098,4,13,28,327,160,183,311,140,73,1230,0,7,24,119,95,81,55,30,4,417,4,102,167,606,551,766,835,665,224,3922,12,98,98,284,176,178,148,38,12,1039,31,509,996,2834,1800,1377,848,369,95,8860,0,42,107,285,123,125,124,65,18,883,24,83,147,900,249,146,138,43,10,1738,21,196,254,1053,416,202,83,11,3,2245,3,16,14,138,135,108,68,43,4,540,53,327,368,1125,450,486,415,157,47,3425,12,91,210,598,276,144,87,30,4,1452,0,48,73,272,229,187,225,145,55,1238,0,8,83,394,233,177,153,35,11,1104,101,798,1306,6749,2774,2608,2490,1612,618,19059,1683,4142,4441,11785,5086,4464,3994,3053,1685,40337,36727,84337,82049,185345,91977,82452,72033,42694,15985,693596
3008,0,0,0,4,0,0,0,0,0,4,0,0,3,3,12,5,8,0,0,32,0,4,8,44,27,34,21,0,0,147,0,0,0,0,0,0,0,9,0,10,0,0,0,3,0,0,0,0,0,8,0,0,0,3,11,7,22,13,8,62,0,0,0,4,4,4,3,0,0,13,0,11,7,40,23,15,5,3,5,106,0,0,0,5,0,0,0,0,0,6,0,0,0,4,3,0,0,0,0,13,0,3,4,13,6,0,0,6,0,28,0,0,0,0,0,0,0,0,0,0,0,12,10,21,6,4,9,10,4,73,0,8,6,26,7,0,0,0,0,41,0,0,3,0,0,5,0,0,0,13,0,0,6,4,8,0,0,0,0,25,0,0,8,37,30,36,44,18,17,184,62,122,138,307,153,136,132,108,78,1239,1186,2855,2671,4924,2688,2806,2783,1759,754,22424
3009,0,0,5,15,4,0,0,0,0,33,0,0,5,13,25,19,8,0,0,74,3,22,23,151,70,99,63,19,6,458,0,0,0,5,3,10,23,10,9,59,0,0,0,0,7,3,0,0,0,11,0,4,5,24,28,77,117,94,25,371,0,0,0,14,11,3,11,5,0,41,7,21,32,88,77,70,67,22,15,390,3,14,5,42,11,11,10,11,0,117,0,0,0,19,0,0,0,0,0,26,3,16,13,41,34,23,3,0,0,137,0,0,0,7,4,7,0,4,0,17,4,11,7,41,22,29,40,14,3,173,0,0,4,17,6,10,0,0,0,39,0,4,5,9,7,15,19,29,9,90,0,0,3,21,17,13,7,5,0,68,12,42,16,146,105,167,214,196,61,964,110,305,252,641,427,442,605,546,219,3558,2293,6602,5166,10381,6614,8222,10036,6389,2010,57722
3010,0,0,0,0,0,0,0,0,0,3,0,0,0,9,5,5,4,0,0,14,0,15,11,44,27,16,11,0,0,124,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,9,5,0,23,0,0,5,0,0,4,3,0,0,4,0,9,7,24,13,14,12,0,0,74,0,5,0,6,0,0,0,0,0,11,0,0,7,47,0,0,0,0,0,49,0,0,3,7,0,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,6,3,3,7,0,3,0,0,0,26,0,0,7,5,9,0,0,0,0,16,0,0,0,0,0,0,0,5,0,3,0,0,0,0,6,3,0,3,0,9,0,3,10,74,11,11,7,13,3,127,33,87,86,177,80,75,83,54,37,705,684,1419,1321,2564,1135,1190,1204,702,315,10545
3011,0,3,0,32,6,7,0,0,0,47,0,7,14,43,51,28,11,0,0,160,10,185,259,736,351,163,77,11,3,1785,0,3,5,17,7,6,7,5,0,40,0,5,3,10,4,4,0,0,0,27,0,3,10,27,27,43,61,20,9,197,4,0,0,15,9,7,0,0,0,37,20,72,149,392,237,156,40,5,6,1082,0,15,11,59,17,6,9,6,0,120,0,0,7,26,0,0,0,0,0,38,0,15,29,85,44,23,4,4,0,196,0,0,0,0,0,4,0,0,0,3,0,7,16,51,23,25,19,9,0,146,0,0,12,46,14,3,4,0,0,86,0,0,0,20,8,5,12,3,0,55,0,15,39,102,64,86,29,4,3,333,15,60,63,335,130,132,107,68,16,917,288,708,784,2223,1012,880,532,353,207,6989,5202,11749,10276,23036,11083,10470,7125,3843,1552,84333
3012,0,0,0,7,0,0,0,0,0,7,0,0,3,5,10,4,3,0,0,31,4,13,13,65,32,33,33,14,3,208,0,0,0,4,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,16,29,30,11,95,0,0,0,0,0,0,5,0,0,5,0,4,9,19,15,11,10,4,0,66,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,13,10,15,8,7,4,0,0,61,0,0,0,0,0,0,0,0,0,3,0,4,3,12,8,8,4,3,0,41,0,0,0,5,0,0,3,0,0,18,0,0,0,0,0,9,0,0,0,16,0,0,0,3,9,3,5,0,0,19,0,10,8,29,21,30,58,38,4,196,87,172,195,392,217,246,264,211,97,1883,1164,3126,3005,5568,3279,3975,4181,2369,825,27489
3013,0,5,0,13,0,0,0,0,0,21,0,14,9,38,14,3,0,0,0,92,0,37,61,190,83,92,31,9,0,498,0,0,5,9,0,0,4,0,4,12,0,0,0,11,9,6,10,0,0,33,0,0,0,3,3,6,3,5,0,34,0,0,0,0,0,0,0,0,0,3,7,25,24,90,25,14,3,0,0,193,0,3,0,28,5,8,5,0,0,45,0,0,0,12,0,0,0,0,0,20,0,0,0,21,7,5,0,0,0,39,3,0,0,4,0,0,0,0,0,5,0,0,5,9,3,6,3,0,0,32,0,0,0,11,3,0,0,0,0,15,0,0,0,5,4,3,0,4,0,16,3,4,17,40,14,13,0,0,0,91,4,8,13,106,38,45,38,36,3,299,89,187,251,580,236,202,95,64,19,1725,1517,2811,2493,5906,2222,1878,907,465,114,18317
3014,3,9,11,22,4,8,0,0,0,50,0,4,32,49,34,20,11,6,0,150,4,78,148,390,191,108,51,14,3,991,0,0,0,0,0,0,4,0,0,11,0,0,0,13,0,0,0,0,0,20,0,5,11,16,15,32,45,27,10,145,3,0,5,8,8,9,3,3,0,45,4,37,47,144,81,47,14,13,3,392,6,15,23,119,52,11,0,0,0,237,0,0,4,26,0,0,0,0,0,33,5,6,11,49,23,7,5,0,0,106,0,0,0,0,0,0,0,0,0,5,0,9,8,42,18,14,15,3,0,120,0,10,69,139,74,20,12,0,0,328,0,0,0,3,6,8,7,10,3,29,0,18,25,64,39,15,7,0,3,167,4,29,37,176,86,61,54,33,12,484,226,571,678,1606,717,586,395,294,152,5235,4925,11321,10434,21503,9457,9174,6774,4028,1683,79293
3015,0,13,7,80,4,7,6,0,4,125,5,16,41,146,281,197,103,17,9,814,17,150,131,772,299,238,140,37,9,1805,0,21,14,148,67,46,88,43,26,453,0,4,13,20,16,12,10,9,4,78,8,82,104,311,325,458,537,347,127,2301,4,64,29,63,61,65,40,11,0,342,18,320,469,1359,1007,697,538,210,61,4666,0,13,15,124,58,42,35,25,8,318,0,21,21,209,15,7,3,0,0,282,15,86,81,350,211,76,32,4,0,857,0,0,5,34,13,12,11,5,0,76,49,184,209,623,316,324,322,144,27,2199,4,52,48,232,73,35,13,5,0,461,0,34,43,154,123,130,137,99,31,752,3,7,68,218,208,219,120,41,15,890,58,361,352,2047,1037,1012,1018,759,290,6925,639,1978,1855,4901,2628,2461,2256,1698,936,19349,18415,47297,41150,87755,52035,51398,47013,27618,10225,382903
3016,0,22,30,76,16,11,3,0,0,165,0,15,42,71,92,55,27,4,5,307,8,102,189,544,216,120,71,16,0,1278,0,0,0,10,3,12,5,10,6,55,0,0,5,15,5,5,0,5,0,33,3,9,8,41,38,59,85,93,25,370,15,24,27,90,36,32,10,0,0,237,3,43,155,298,200,148,82,38,16,980,3,41,34,210,84,25,16,10,0,429,3,12,10,146,19,10,16,0,0,214,0,12,20,83,38,8,8,0,0,168,15,9,0,11,6,0,4,0,0,50,9,35,52,111,55,49,67,29,3,410,0,17,16,76,30,3,11,0,3,145,0,0,3,8,8,15,12,15,9,77,0,10,57,140,122,90,48,22,3,494,28,330,466,984,340,261,161,121,39,2746,306,657,833,1729,760,729,687,561,318,6581,8511,19608,18653,36056,16826,15961,14126,8861,3564,142163
