SUA_CODE_2021,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Samoa_0_4,P_Samoa_5_14,P_Samoa_15_24,P_Samoa_25_44,P_Samoa_45_54,P_Samoa_55_64,P_Samoa_65_74,P_Samoa_75_84,P_Samoa_85ov,P_Samoa_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
1000,13,20,27,202,35,19,17,4,0,337,0,21,32,131,243,203,100,15,4,752,45,347,315,1524,629,560,385,73,16,3890,0,0,0,97,49,82,130,69,30,462,0,5,17,85,22,10,14,0,0,155,6,30,50,229,306,695,897,590,154,2963,7,41,26,61,94,104,68,19,5,413,17,182,227,856,693,556,478,209,32,3251,6,31,20,240,85,68,66,30,0,542,6,9,22,341,23,24,13,4,0,438,13,115,104,545,283,169,51,11,3,1295,3,11,0,36,36,36,25,10,4,162,39,226,182,807,410,563,673,228,33,3158,3,32,53,304,166,92,38,6,0,685,0,9,19,85,112,167,197,132,40,761,0,13,31,157,135,127,86,22,3,581,65,355,407,2526,1402,1793,1991,1321,388,10251,3739,10368,8671,19581,11803,14085,12686,7703,3113,91742,53421,127373,102254,210781,130732,156274,142106,74446,25000,1022386
1001,0,15,5,61,7,0,0,0,0,89,0,0,3,11,21,12,3,0,0,54,9,52,87,289,127,72,52,10,0,698,0,0,0,5,4,11,23,6,10,58,0,0,0,0,3,0,0,0,0,11,0,0,4,26,30,74,72,62,27,297,0,7,6,17,20,4,5,3,0,44,6,12,35,84,48,42,20,7,0,267,0,13,9,76,26,10,8,5,0,153,0,4,4,30,0,0,0,0,0,37,0,14,14,58,36,10,3,0,0,138,0,0,0,3,0,0,0,0,0,6,5,15,14,72,27,27,32,8,0,198,6,48,27,135,23,4,9,0,0,253,0,0,3,12,13,18,18,7,6,78,0,6,16,26,22,3,5,0,4,78,20,196,217,574,314,237,233,220,90,2103,294,656,634,1375,599,605,558,424,183,5337,6185,12706,11981,25211,11653,11600,10394,5823,2228,97793
1002,0,3,0,23,3,0,0,0,0,35,0,0,4,9,3,4,4,0,0,28,0,13,11,90,16,17,4,0,0,160,0,0,0,0,0,0,3,0,0,12,0,0,0,3,0,0,0,0,0,8,0,0,5,7,9,24,16,18,4,86,0,6,0,3,3,0,0,0,0,11,0,5,23,33,22,6,11,3,0,104,3,6,9,41,20,5,6,0,0,96,0,0,0,12,0,0,0,0,0,15,0,4,3,8,9,3,0,0,0,28,3,0,0,8,0,0,0,0,0,12,0,22,14,33,17,18,18,14,0,135,0,13,6,41,12,4,0,0,0,74,0,0,3,0,3,5,3,4,0,19,0,4,4,15,6,0,0,5,0,32,14,59,45,200,58,38,42,24,9,497,105,270,686,481,152,177,146,168,107,2297,1315,2954,4134,5886,2521,2760,2253,1542,599,23967
1003,0,0,0,7,0,0,0,0,0,5,0,0,0,11,29,23,9,0,0,70,0,15,10,71,22,25,15,8,0,164,0,0,0,10,3,4,7,4,0,20,0,0,0,3,0,0,0,0,0,6,0,0,7,22,26,27,41,27,11,172,0,3,5,5,5,3,0,3,0,26,0,10,17,64,48,28,44,34,11,254,0,0,0,13,0,3,6,4,0,25,0,0,0,3,0,0,0,0,0,9,0,9,19,53,24,19,0,0,0,128,0,0,0,0,0,0,0,0,0,5,6,13,17,81,40,34,44,10,3,236,0,0,0,12,15,5,0,0,0,46,0,7,0,14,3,10,18,13,4,66,0,0,0,11,18,7,6,4,0,43,11,21,17,208,80,81,73,64,23,578,92,254,219,564,289,350,401,288,237,2691,2196,5318,4293,9492,5897,6499,6697,3961,1833,46190
1004,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,17,0,4,4,34,20,10,9,5,0,89,0,0,0,0,5,4,11,7,4,24,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,19,32,30,17,104,0,0,0,0,0,4,0,0,0,12,0,4,0,13,13,15,20,10,0,74,0,0,0,3,3,0,3,0,0,5,0,0,0,5,0,0,0,0,0,3,0,0,5,11,12,6,4,0,0,31,0,0,0,0,0,0,0,0,0,3,0,0,4,9,7,13,14,10,0,60,0,0,0,3,11,0,3,0,0,23,0,0,0,3,4,8,4,3,0,24,0,0,0,4,0,3,0,0,0,8,0,3,0,40,25,48,61,68,19,270,60,145,113,250,169,192,226,154,73,1389,756,1811,1479,3004,2069,2748,3186,1797,664,17524
1005,3,10,0,40,6,0,0,0,0,60,0,0,0,0,8,10,0,0,0,21,7,22,26,111,37,20,8,3,0,244,0,0,0,5,0,6,5,4,3,16,0,0,0,5,0,0,0,0,0,3,0,0,5,15,22,18,29,29,7,133,0,0,5,3,6,4,0,4,0,19,0,9,16,35,25,12,17,6,0,123,0,6,9,36,9,15,6,0,0,89,0,0,0,0,0,0,5,0,0,5,5,5,10,37,15,5,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,11,12,26,17,7,11,0,0,88,0,9,9,37,15,7,0,0,0,82,0,0,0,5,4,5,3,0,0,21,0,0,4,7,8,6,4,0,0,28,4,15,16,92,64,36,54,37,18,345,71,215,263,477,220,219,191,138,76,1882,2180,4943,5153,9615,4470,4268,3631,2162,977,37396
1006,0,0,0,27,0,3,5,0,0,35,0,0,0,6,19,13,0,0,0,35,0,16,14,125,30,17,15,0,0,235,0,0,3,12,9,13,23,11,4,70,0,0,0,0,4,0,0,0,0,5,0,4,7,19,25,54,94,68,22,290,0,14,10,3,10,0,0,4,0,43,0,12,13,56,50,45,37,41,7,259,0,0,6,16,10,3,0,3,0,45,0,0,0,18,11,0,3,7,0,47,0,7,8,66,14,16,0,0,0,115,0,0,0,3,4,5,0,0,0,17,8,23,21,48,23,28,36,21,3,213,0,3,7,20,7,0,3,0,0,42,0,0,3,3,8,10,14,17,3,65,0,0,6,14,10,5,6,0,0,35,8,16,20,119,112,126,179,128,44,748,70,195,173,322,246,239,261,284,256,2042,2125,4989,4084,8273,5232,5395,5825,4162,1515,41600
1007,0,0,0,5,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,10,3,21,25,80,27,19,18,5,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,6,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,17,0,0,0,6,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,6,6,8,0,7,0,0,0,27,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,6,0,7,0,4,0,0,0,0,0,10,0,4,6,21,10,10,12,15,3,71,71,184,181,357,174,169,170,144,124,1567,972,2030,1874,4066,2010,2570,2214,1272,590,17588
1008,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,12,0,0,6,20,0,3,0,0,0,36,0,0,0,7,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9,8,8,3,40,0,0,0,3,0,0,0,0,0,4,0,0,3,26,10,12,13,5,0,70,0,0,0,3,0,0,0,0,0,8,0,0,0,8,0,5,0,0,0,11,0,3,3,15,10,8,7,0,0,37,0,0,0,10,0,0,0,0,0,9,6,10,9,67,22,19,25,12,0,168,0,0,0,3,0,5,0,0,0,13,0,0,3,8,5,0,3,0,0,19,0,0,0,0,4,6,3,0,0,14,3,12,35,444,59,30,26,11,5,624,40,79,106,360,121,104,82,39,21,942,477,1014,961,3832,1387,1375,1225,483,171,10914
1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,0,0,18,0,0,5,10,9,17,4,0,0,43,0,5,0,9,0,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,13,38,43,0,112,0,0,0,0,0,0,4,0,0,6,0,0,3,4,7,6,13,4,3,48,0,0,0,0,0,3,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,7,3,15,6,0,0,0,0,24,0,0,0,0,0,3,0,0,0,4,0,11,7,12,10,9,11,6,0,71,0,0,0,6,3,0,3,0,0,8,0,0,0,0,5,0,6,5,0,19,0,0,0,0,3,0,4,0,0,12,0,0,6,21,15,40,25,27,12,150,13,49,53,104,77,150,217,153,66,875,590,1810,1479,2498,2098,2996,3785,2429,811,18484
1010,4,13,20,118,11,13,13,0,4,204,0,3,11,65,84,78,40,10,4,296,14,132,165,993,420,421,254,60,17,2478,0,4,4,131,61,54,99,51,24,430,0,0,0,26,19,16,9,3,0,68,3,31,55,187,230,368,416,367,141,1795,0,27,10,63,39,45,41,8,0,237,9,109,157,572,476,322,261,152,29,2081,4,9,9,103,50,41,54,24,8,306,0,19,4,50,22,15,9,0,0,115,6,66,69,413,172,90,26,9,3,848,0,7,3,34,25,45,25,12,0,139,6,85,124,363,215,185,169,69,13,1238,0,30,30,173,100,44,36,8,0,431,5,14,17,81,88,82,79,102,25,494,0,10,35,109,72,53,17,21,3,324,23,175,213,1347,926,939,967,775,292,5658,712,1806,1637,3775,1975,1992,2111,1866,1174,17050,19278,42466,38285,78826,43634,44328,40301,25537,10520,343180
1011,0,9,12,9,3,3,0,0,0,33,0,0,5,17,26,25,12,0,6,94,4,29,32,159,61,68,33,8,0,392,0,0,0,14,15,7,16,7,6,59,0,0,4,0,7,0,3,0,0,14,0,5,11,24,34,53,67,57,21,277,0,5,0,16,0,0,8,0,0,29,7,23,31,108,98,56,56,26,6,398,0,3,4,18,9,0,6,5,0,40,0,5,3,76,0,5,0,0,0,95,0,30,38,49,32,15,8,4,0,181,3,0,0,5,7,0,3,0,0,12,3,26,15,75,40,32,63,15,0,259,0,4,4,50,10,8,6,0,0,86,0,0,3,9,11,19,21,13,5,72,0,0,6,13,8,12,11,6,0,47,16,112,156,533,196,193,147,128,52,1538,170,436,404,1087,484,520,476,449,284,4310,3830,9312,7631,17100,9115,9795,9620,5513,2277,74195
1012,4,12,6,133,6,0,0,0,0,162,0,0,3,6,3,6,4,0,0,25,3,38,35,159,66,23,11,9,0,334,0,0,0,7,0,7,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,3,13,4,11,7,12,3,49,0,3,0,0,0,0,0,0,0,14,0,12,15,37,21,13,4,4,4,104,0,26,11,84,22,14,6,3,0,179,0,0,0,27,0,0,0,0,0,35,0,12,0,22,3,9,0,0,0,43,0,0,0,0,0,0,0,0,0,0,5,5,6,16,7,0,4,0,0,46,0,3,0,36,7,4,0,0,0,48,0,0,0,0,0,0,0,0,0,3,0,6,14,37,25,3,9,0,0,97,3,29,19,103,29,36,19,20,11,267,230,465,405,960,385,313,271,226,103,3348,3066,5682,4726,11599,4442,4373,3507,2274,909,40578
1013,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,12,0,4,5,47,21,19,12,5,0,111,0,0,0,0,0,3,7,4,4,19,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,11,41,28,7,108,0,0,0,0,0,0,3,0,0,11,3,3,3,10,6,7,21,10,4,60,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,6,0,0,0,16,13,4,4,0,0,33,0,0,0,0,0,0,4,0,0,3,0,3,0,6,9,5,12,5,0,44,0,0,5,8,3,8,0,0,0,18,0,0,0,5,0,0,8,7,0,24,0,0,0,0,0,0,0,0,0,4,0,0,4,32,22,34,47,57,21,220,32,102,80,200,137,202,280,247,111,1387,696,1829,1600,3208,2149,3089,4185,2963,1355,21087
1014,0,3,0,29,0,0,0,0,0,26,0,0,0,0,10,9,0,0,0,12,0,11,13,86,23,13,18,0,0,178,0,0,0,0,0,0,11,3,0,16,0,0,0,3,3,0,4,0,0,8,0,0,0,9,10,18,14,14,4,65,0,0,0,0,4,0,0,0,0,10,0,4,0,17,7,0,3,0,0,37,0,0,0,5,5,0,0,0,0,18,0,0,0,7,0,0,0,0,0,13,0,0,9,16,15,3,0,0,0,44,0,0,0,0,3,0,0,0,0,8,0,6,9,7,9,11,8,0,0,46,0,0,4,16,6,0,0,0,0,24,0,3,0,0,0,3,8,3,0,15,0,0,0,9,0,4,0,0,0,16,0,7,35,127,31,39,35,22,11,315,67,198,153,359,156,163,163,114,68,1445,1454,3043,2708,6276,2907,3036,2721,1688,733,24565
1015,0,0,0,4,0,0,0,0,0,5,0,0,0,5,4,8,0,0,0,12,5,4,0,32,9,19,9,0,0,74,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,14,16,0,45,0,0,0,3,3,0,0,0,0,8,0,0,0,4,5,0,3,5,0,23,0,0,0,3,3,4,3,3,0,25,0,0,0,3,0,0,0,0,0,3,0,0,3,8,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,8,5,0,0,29,0,0,0,11,0,0,0,0,0,15,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,10,0,3,4,31,15,12,15,12,6,115,74,157,155,327,165,138,152,107,61,1335,1122,2505,2158,4157,2176,2406,2342,1614,777,19255
1016,0,14,32,77,29,9,5,0,0,172,0,0,0,3,3,0,0,0,0,7,11,34,32,188,46,35,18,0,0,361,0,0,0,0,0,0,0,0,0,4,0,14,38,34,42,30,13,3,0,168,0,4,0,8,3,4,6,4,0,25,0,0,0,0,0,0,0,0,0,3,5,11,15,32,21,8,8,0,0,104,0,6,3,15,3,0,3,0,0,38,5,0,10,109,0,0,0,0,0,120,0,0,0,11,5,4,4,0,0,29,0,0,5,22,22,17,5,0,0,74,0,5,3,6,6,7,0,0,0,27,0,0,4,0,0,3,0,0,0,7,0,0,0,0,0,0,3,0,0,3,0,3,6,12,9,10,5,0,0,39,0,12,37,175,73,77,30,24,7,432,75,163,127,374,154,138,132,118,87,1365,1380,2595,2389,6011,2467,2305,1694,1125,603,20569
1017,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,12,6,4,12,47,15,12,17,5,0,104,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,9,9,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,0,3,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,7,0,4,8,6,8,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,10,3,0,18,0,0,5,10,6,0,0,0,0,17,0,0,0,0,0,5,3,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,7,21,15,12,20,13,7,86,86,189,175,329,157,182,151,105,41,1411,849,2008,1905,3550,1783,2033,1933,1139,460,15654
1018,0,0,3,12,3,0,5,0,0,29,0,0,0,10,12,4,0,0,0,27,0,12,9,61,28,29,21,4,0,172,0,0,0,4,0,0,5,0,0,9,0,0,0,5,0,0,0,0,0,4,0,4,5,9,10,20,14,7,7,66,0,0,5,0,7,3,0,0,0,18,0,3,4,29,15,13,4,10,5,88,0,4,0,15,0,0,4,0,0,26,0,0,0,8,0,0,0,0,0,16,6,0,7,16,14,3,3,0,0,44,0,0,0,5,0,0,0,0,0,5,0,7,6,29,14,16,22,12,3,110,0,5,4,29,4,3,0,0,0,54,0,0,0,6,0,6,5,0,0,13,0,0,0,8,0,9,7,0,0,22,4,19,20,104,39,47,35,17,10,298,93,241,270,489,215,218,164,124,101,1909,1480,3472,3472,6938,3609,3848,3261,1862,862,28816
1019,0,0,0,12,0,0,0,0,0,13,0,0,0,8,0,0,0,0,0,8,0,0,11,30,17,16,11,0,0,86,0,0,0,0,4,3,3,4,3,18,0,0,0,3,0,0,0,0,0,7,0,0,0,3,6,12,18,21,4,55,0,0,0,0,0,0,3,0,0,8,0,0,3,0,5,6,3,3,0,25,0,0,0,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6,20,7,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,4,3,4,0,21,0,0,0,11,8,6,0,0,0,26,0,0,0,0,0,6,3,0,0,20,0,0,0,0,0,0,0,0,0,0,4,0,9,24,16,20,31,18,8,122,35,105,79,206,104,111,123,99,44,907,575,1420,1266,2743,1486,1748,1664,1100,388,12385
1020,0,3,0,0,0,0,0,0,0,8,0,0,0,0,3,10,0,0,0,11,0,0,7,14,9,4,6,0,0,48,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,14,14,11,0,61,0,0,0,0,3,0,0,0,0,4,0,5,10,16,18,5,3,0,0,67,0,0,0,3,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,4,0,4,0,13,9,6,0,0,0,33,0,0,0,0,4,0,0,0,0,5,4,9,3,16,0,0,4,0,0,36,0,0,0,3,0,0,0,0,0,11,0,0,0,6,0,5,6,3,0,21,0,0,0,0,4,4,0,0,0,14,3,4,4,23,14,16,25,21,0,113,25,70,70,129,92,86,92,52,14,625,910,2236,1742,3413,2020,1939,1724,863,166,15020
1021,0,0,0,0,0,0,4,0,0,9,0,0,4,6,9,20,10,4,0,53,0,3,12,47,20,33,10,4,0,133,0,0,0,4,3,8,7,3,3,24,0,0,3,10,9,9,3,0,0,40,0,0,5,7,9,35,22,23,19,115,0,0,0,3,0,0,5,0,0,8,0,7,15,36,29,32,25,23,0,174,0,0,0,3,4,5,0,0,0,15,0,0,0,6,0,0,0,0,0,4,0,4,0,28,13,0,3,0,0,55,0,0,0,0,3,0,0,0,0,5,0,3,11,21,15,11,13,7,0,91,0,0,0,8,6,0,0,0,0,12,0,0,0,0,0,4,7,0,3,21,0,3,4,16,8,3,4,5,0,46,0,12,29,65,59,75,65,68,32,408,40,93,96,232,106,129,173,148,66,1091,1560,3187,3110,5979,3191,3547,3521,2595,1138,27828
1022,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,7,22,15,14,3,0,0,66,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,4,7,0,19,0,0,3,0,0,0,0,0,0,6,0,3,0,18,10,3,5,0,0,35,0,0,0,3,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,3,13,5,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,5,5,3,0,26,0,0,3,8,3,3,0,0,0,15,0,0,0,6,3,0,0,3,0,10,3,0,0,8,0,4,0,0,0,14,3,3,3,27,11,13,14,20,7,99,36,95,54,183,72,80,72,55,38,690,909,1775,1352,3345,1469,1379,1167,822,353,12563
1023,0,0,0,6,0,0,0,0,0,12,0,0,0,5,0,3,0,0,0,7,4,14,8,54,23,9,4,0,0,116,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,9,0,0,30,0,0,0,0,0,0,0,0,0,3,0,5,7,12,13,4,4,0,0,41,0,0,0,9,4,0,0,0,0,11,0,0,0,5,0,0,0,0,0,5,3,0,3,21,10,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,4,0,0,17,0,0,0,8,8,0,0,0,0,21,0,0,0,0,0,5,0,0,0,0,0,7,3,11,7,0,0,0,0,21,0,15,3,39,18,18,12,7,3,119,32,123,96,229,102,83,65,43,22,794,822,1879,1463,3460,1528,1404,1026,517,179,12272
1024,0,0,0,0,0,0,3,0,0,3,0,0,0,5,11,3,6,0,0,27,6,11,17,52,10,14,14,3,0,126,0,0,0,8,0,11,14,4,3,37,0,0,0,0,3,0,0,0,0,3,0,4,6,11,19,31,57,62,24,207,0,7,0,4,4,5,3,0,0,25,0,7,14,42,33,28,38,28,3,187,0,0,0,6,0,0,0,0,0,7,0,0,0,8,0,0,0,0,0,4,0,3,3,33,28,9,3,0,0,79,0,0,0,6,5,0,8,3,0,18,4,10,11,23,17,30,27,16,0,130,0,0,0,18,10,0,0,0,0,23,0,3,5,10,13,10,17,15,0,73,0,0,0,0,4,3,3,5,0,18,4,17,7,68,40,83,107,71,18,419,22,103,115,189,143,213,270,265,85,1398,993,2816,2562,4523,3381,4501,5085,3440,1104,28418
1025,18,78,116,483,46,30,27,6,0,794,0,8,17,53,103,54,29,5,0,278,15,171,277,1128,432,416,257,76,10,2769,0,4,4,101,54,68,138,92,65,522,0,5,11,65,43,50,32,13,4,225,9,45,67,230,218,360,445,334,104,1815,10,23,48,92,46,48,25,14,0,301,16,136,195,676,398,251,177,56,27,1926,3,23,43,206,90,49,42,25,8,487,4,11,13,152,24,6,8,0,0,213,9,75,114,501,182,77,31,3,0,993,0,0,4,41,19,24,8,7,0,107,48,144,159,577,200,210,137,57,10,1548,3,65,104,469,148,87,40,10,3,930,4,12,23,78,94,109,98,65,37,510,0,24,82,197,91,38,34,3,0,461,80,491,571,2171,857,742,766,610,276,6574,859,2207,2578,5407,2260,2336,2392,1907,1147,21087,29485,63576,63590,134294,62634,60368,52045,30001,12437,508437
1026,0,11,3,28,0,0,0,0,0,44,0,0,0,3,4,9,0,0,0,23,4,24,25,136,35,44,29,3,0,303,0,0,3,11,0,3,7,6,3,33,0,0,0,4,4,0,0,0,0,7,0,3,3,13,12,25,43,38,15,161,0,0,0,4,3,0,3,3,0,20,0,3,9,33,16,7,19,12,3,103,0,9,3,27,7,5,0,0,0,53,0,0,0,6,4,0,0,0,0,8,3,3,6,60,24,13,7,0,0,111,0,0,0,0,0,0,0,0,0,6,0,8,19,29,17,13,17,4,0,114,0,0,7,24,13,0,4,0,0,46,0,0,0,0,4,16,15,15,6,49,0,0,0,9,4,0,0,0,0,9,4,24,11,102,48,74,101,67,27,451,175,389,338,693,326,283,221,161,77,2668,2385,4960,4553,9722,4469,4643,4314,2581,1054,38678
