SUA_CODE_2021,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_UOLSE_VWorW,FOL_IAL_Tot_UOLSE_NWorNAA,FOL_IAL_Tot_UOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_UOLSE_VWorW,FOL_Italian_UOLSE_NWorNAA,FOL_Italian_UOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japan_SEO,FOL_Japan_UOLSE_VWorW,FOL_Japan_UOLSE_NWorNAA,FOL_Japan_UOLSE_Tot,FOL_Japan_NS,FOL_Japan_Tot,FOL_Khmer_SEO,FOL_Khmer_UOLSE_VWorW,FOL_Khmer_UOLSE_NWorNAA,FOL_Khmer_UOLSE_Tot,FOL_Khmer_NS,FOL_Khmer_Tot,FOL_Korean_SEO,FOL_Korean_UOLSE_VWorW,FOL_Korean_UOLSE_NWorNAA,FOL_Korean_UOLSE_Tot,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedon_SEO,FOL_Macedon_UOLSE_VWorW,FOL_Macedon_UOLSE_NWorNAA,FOL_Macedon_UOLSE_Tot,FOL_Macedon_NS,FOL_Macedon_Tot,FOL_Malayalam_SEO,FOL_Malayalam_UOLSE_VWorW,FOL_Malayalam_UOLSE_NWorNAA,FOL_Malayalam_UOLSE_Tot,FOL_Malayalam_NS,FOL_Malayalam_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_UOLSE_VWorW,FOL_Persian_ED_UOLSE_NWorNAA,FOL_Persian_ED_UOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_UOLSE_VWorW,FOL_Polish_UOLSE_NWorNAA,FOL_Polish_UOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Portuguese_SEO,FOL_Portuguese_UOLSE_VWorW,FOL_Portuguese_UOLSE_NWorNAA,FOL_Portuguese_UOLSE_Tot,FOL_Portuguese_NS,FOL_Portuguese_Tot,FOL_Russian_SEO,FOL_Russian_UOLSE_VWorW,FOL_Russian_UOLSE_NWorNAA,FOL_Russian_UOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_UOLSE_VWorW,FOL_Samoan_UOLSE_NWorNAA,FOL_Samoan_UOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_UOLSE_VWorW,FOL_Serbian_UOLSE_NWorNAA,FOL_Serbian_UOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipin_SEO,FOL_SAL_Filipin_UOLSE_VWorW,FOL_SAL_Filipin_UOLSE_NWorNAA,FOL_SAL_Filipin_UOLSE_Tot,FOL_SAL_Filipin_NS,FOL_SAL_Filipin_Tot,FOL_SAL_Indon_SEO,FOL_SAL_Indon_UOLSE_VWorW,FOL_SAL_Indon_UOLSE_NWorNAA,FOL_SAL_Indon_UOLSE_Tot,FOL_SAL_Indon_NS,FOL_SAL_Indon_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_UOLSE_VWorW,FOL_SAL_Tagalog_UOLSE_NWorNAA,FOL_SAL_Tagalog_UOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_UOLSE_VWorW,FOL_SAL_Oth_UOLSE_NWorNAA,FOL_SAL_Oth_UOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_UOLSE_VWorW,FOL_SAL_Tot_UOLSE_NWorNAA,FOL_SAL_Tot_UOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_UOLSE_VWorW,FOL_Spanish_UOLSE_NWorNAA,FOL_Spanish_UOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_UOLSE_VWorW,FOL_Tamil_UOLSE_NWorNAA,FOL_Tamil_UOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_UOLSE_VWorW,FOL_Thai_UOLSE_NWorNAA,FOL_Thai_UOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_UOLSE_VWorW,FOL_Turkish_UOLSE_NWorNAA,FOL_Turkish_UOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_UOLSE_VWorW,FOL_Vietnamese_UOLSE_NWorNAA,FOL_Vietnamese_UOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_UOLSE_VWorW,FOL_Oth_UOLSE_NWorNAA,FOL_Oth_UOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_UOLSE_VWorW,FOL_Tot_UOLSE_NWorNAA,FOL_Tot_UOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LUatH_NS_SEO,F_LUatH_NS_UOLSE_VWorW,F_LUatH_NS_UOLSE_NWorNAA,F_LUatH_NS_UOLSE_Tot,F_LUatH_NS_NS,F_LUatH_NS_Tot,F_Tot_SEO,F_Tot_UOLSE_VWorW,F_Tot_UOLSE_NWorNAA,F_Tot_UOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_UOLSE_VWorW,PSEO_UOLSE_NWorNAA,PSEO_UOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_UOLSE_VWorW,POL_Afrikaans_UOLSE_NWorNAA,POL_Afrikaans_UOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_UOLSE_VWorW,POL_Arabic_UOLSE_NWorNAA,POL_Arabic_UOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_UOLSE_VWorW,POL_AIndLng_UOLSE_NWorNAA,POL_AIndLng_UOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Canton_SEO,POL_CL_Canton_UOLSE_VWorW,POL_CL_Canton_UOLSE_NWorNAA,POL_CL_Canton_UOLSE_Tot,POL_CL_Canton_NS,POL_CL_Canton_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_UOLSE_VWorW,POL_CL_Mandarin_UOLSE_NWorNAA,POL_CL_Mandarin_UOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot
3001,0,0,..,45,0,43,0,45,..,19,0,19,0,13,..,20,0,20,0,20,..,0,0,0,0,0,..,8,0,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,19,0,19,0,19,..,8,0,6,0,6,..,6,0,6,0,6,..,8,0,8,0,8,..,3,0,3,0,3,..,21,0,21,0,21,..,13,0,13,0,13,..,37,0,37,0,44,..,4,0,4,0,4,..,75,0,75,0,82,..,142,7,148,0,150,..,0,0,0,0,0,..,39,4,40,0,40,..,3,0,6,0,6,..,22,3,26,0,26,..,92,3,92,0,96,..,682,40,714,5,721,..,17,4,19,759,778,5594,703,39,736,766,7093,11428,..,..,..,..,11428,..,47,0,47,0,47,..,12,0,12,0,12,..,3,0,3,0,3,..,27,0,31,0,31,..,85,14,109,0,109
3002,15,1531,..,31929,2676,34610,328,34934,..,4311,461,4777,49,4826,..,3955,499,4454,24,4478,..,858,400,1258,13,1268,..,5884,2002,7889,61,7952,..,413,56,468,0,472,..,3881,194,4077,37,4118,..,2780,470,3250,31,3278,..,1723,176,1897,15,1916,..,3370,302,3671,44,3721,..,2427,303,2733,27,2753,..,7200,571,7773,82,7855,..,1571,248,1817,13,1827,..,4542,149,4694,40,4732,..,1931,156,2089,19,2105,..,6861,169,7029,35,7063,..,1717,63,1777,6,1789,..,15048,535,15581,101,15683,..,9007,1027,10033,83,10122,..,2514,190,2703,29,2730,..,3112,687,3801,23,3825,..,696,125,817,6,827,..,9494,4649,14150,94,14240,..,30451,6167,36614,696,37314,..,197570,34288,231853,2326,234173,..,4977,833,5818,50743,56558,954404,202545,35124,237666,53066,1245137,1883418,..,..,..,..,1883418,..,7401,99,7498,43,7542,..,10159,1715,11867,114,11980,..,1587,72,1652,22,1677,..,17187,4297,21482,167,21646,..,49201,14110,63312,584,63898
3003,0,8,..,210,17,228,7,233,..,92,8,99,0,99,..,37,12,51,3,56,..,4,0,7,0,7,..,70,32,99,0,98,..,0,0,0,0,0,..,96,7,105,0,102,..,3,0,6,0,6,..,10,0,10,0,10,..,10,3,9,0,12,..,22,3,26,0,26,..,5,0,5,0,5,..,8,0,8,0,8,..,124,3,132,0,132,..,26,0,24,0,24,..,131,9,130,0,131,..,66,31,93,0,93,..,336,41,381,0,381,..,39,5,41,0,41,..,18,0,15,0,15,..,52,55,106,0,106,..,24,10,34,0,34,..,73,40,110,0,110,..,347,43,387,11,395,..,1933,382,2314,30,2341,..,99,23,123,1873,1989,33741,2033,403,2436,1899,38076,65377,..,..,..,..,65377,..,171,0,176,0,176,..,65,0,65,0,65,..,66,3,70,0,75,..,60,24,84,0,82,..,225,147,375,3,381
3004,0,17,..,1018,298,1318,19,1336,..,384,46,431,9,434,..,1224,181,1407,8,1413,..,30,7,44,0,44,..,316,122,435,5,441,..,8,0,8,0,8,..,238,14,250,8,256,..,24,4,28,0,28,..,64,8,80,0,80,..,147,6,155,0,155,..,97,8,105,0,105,..,83,9,92,0,94,..,30,0,30,0,30,..,330,19,349,4,354,..,142,11,155,0,158,..,536,19,558,11,565,..,126,9,131,0,132,..,1137,56,1190,15,1207,..,332,18,351,0,352,..,59,0,59,0,58,..,301,74,373,0,380,..,19,3,28,0,28,..,184,54,234,0,242,..,3156,430,3591,72,3662,..,10813,1595,12403,152,12556,..,612,93,704,5927,6632,58732,11420,1684,13105,6087,77922,116743,..,..,..,..,116743,..,284,0,281,0,281,..,168,3,175,0,179,..,1387,91,1484,36,1517,..,429,114,539,4,543,..,870,221,1092,7,1097
3005,0,9,..,74,3,81,0,82,..,0,0,0,0,0,..,0,4,3,0,3,..,0,0,0,0,0,..,12,3,10,0,10,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,5,0,8,0,8,..,4,0,4,0,4,..,4,0,4,0,4,..,9,0,9,0,9,..,0,0,0,0,0,..,38,0,44,0,44,..,13,0,8,0,8,..,52,4,56,0,56,..,12,0,12,0,12,..,117,10,121,0,121,..,10,0,10,0,10,..,7,0,7,0,7,..,24,4,25,0,25,..,5,0,5,0,5,..,7,3,20,0,20,..,106,16,122,3,126,..,508,75,582,4,585,..,28,0,28,461,491,5821,528,81,610,469,6906,11700,..,..,..,..,11700,..,120,4,121,0,121,..,0,0,3,0,3,..,8,4,15,0,15,..,3,0,10,0,10,..,62,39,102,0,102
3006,0,10,..,201,21,225,0,223,..,32,0,32,0,32,..,12,0,12,0,12,..,12,0,16,0,16,..,15,0,13,0,13,..,5,0,5,0,5,..,30,0,34,0,34,..,14,0,17,0,17,..,15,0,18,0,18,..,7,0,9,0,9,..,25,3,31,0,31,..,9,0,9,0,9,..,10,0,10,0,10,..,162,13,174,6,177,..,24,5,33,0,33,..,200,5,205,0,203,..,33,6,32,0,32,..,418,26,445,4,444,..,55,6,64,0,64,..,47,5,50,0,50,..,63,11,73,0,73,..,3,0,3,0,3,..,16,12,28,0,28,..,215,23,239,7,249,..,1525,134,1658,19,1680,..,60,4,68,1179,1247,19609,1587,138,1728,1198,22531,39318,..,..,..,..,39318,..,318,3,320,4,325,..,59,3,65,0,69,..,24,0,22,0,22,..,26,7,30,0,30,..,91,12,106,0,105
3007,0,165,..,3895,281,4173,22,4193,..,1154,90,1244,12,1252,..,3063,552,3614,16,3630,..,90,21,106,0,106,..,1514,552,2063,17,2080,..,183,25,211,4,212,..,530,44,569,6,580,..,492,62,557,5,566,..,631,50,676,6,683,..,2659,206,2860,24,2892,..,940,122,1060,13,1072,..,322,15,339,3,342,..,550,93,644,3,644,..,1069,25,1099,7,1108,..,514,34,552,6,557,..,1473,37,1506,8,1510,..,392,13,398,3,404,..,3448,113,3558,23,3580,..,2540,216,2762,28,2787,..,213,6,227,0,227,..,1183,192,1368,3,1374,..,284,46,333,3,334,..,727,185,911,4,921,..,5587,630,6220,115,6342,..,42021,5884,47906,420,48326,..,1348,165,1512,19513,21022,288392,43365,6049,49417,19936,357741,562617,..,..,..,..,562617,..,1755,33,1790,7,1793,..,1677,172,1854,19,1870,..,326,10,341,6,345,..,2693,716,3411,26,3434,..,9090,2707,11794,95,11895
3008,0,0,..,46,0,43,0,43,..,13,0,13,0,13,..,7,0,7,0,7,..,0,0,0,0,0,..,9,6,8,0,12,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,3,0,6,0,6,..,6,0,6,0,6,..,5,4,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,27,0,27,0,27,..,8,0,8,0,8,..,42,0,42,0,46,..,7,0,7,0,9,..,82,0,82,3,87,..,13,0,14,0,14,..,4,0,4,0,0,..,17,4,21,0,21,..,0,0,0,0,0,..,9,5,17,0,17,..,66,6,73,0,73,..,387,40,433,9,438,..,19,0,23,547,574,10732,413,43,451,557,11749,20496,..,..,..,..,20496,..,40,3,48,0,48,..,13,0,9,0,15,..,8,0,8,0,8,..,6,3,9,0,9,..,35,12,46,5,48
3009,0,10,..,191,11,202,0,206,..,36,0,41,0,41,..,15,4,18,0,19,..,9,0,10,0,10,..,14,6,20,0,20,..,7,0,7,0,7,..,43,4,50,0,50,..,8,0,11,0,11,..,18,0,21,0,18,..,17,0,17,0,20,..,24,5,23,0,23,..,9,0,9,0,9,..,11,0,6,0,6,..,76,4,76,0,76,..,10,4,7,0,7,..,87,4,89,0,92,..,23,3,22,0,22,..,191,7,205,7,205,..,44,4,49,0,53,..,11,0,12,0,12,..,78,18,94,0,94,..,11,0,13,0,13,..,16,7,25,0,25,..,336,34,365,8,372,..,1526,146,1671,21,1694,..,71,6,76,1595,1671,27016,1596,149,1749,1620,30383,51450,..,..,..,..,51450,..,140,0,140,0,140,..,77,6,81,3,83,..,46,0,46,0,45,..,33,10,46,0,46,..,144,13,155,4,159
3010,0,0,..,21,0,21,0,21,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,4,7,0,7,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,30,0,26,0,26,..,5,0,5,0,5,..,33,4,31,0,33,..,5,0,5,0,5,..,65,5,70,0,70,..,5,0,5,0,5,..,3,0,3,0,3,..,10,0,9,0,9,..,0,0,0,0,0,..,5,0,9,0,9,..,40,6,42,5,48,..,240,38,279,7,287,..,21,0,21,306,333,4779,262,38,300,318,5400,9314,..,..,..,..,9314,..,39,0,41,0,41,..,14,6,19,0,19,..,8,0,8,0,8,..,13,0,11,0,11,..,33,42,75,0,75
3011,0,17,..,367,28,397,7,404,..,76,6,82,0,85,..,30,0,31,0,37,..,7,0,7,0,7,..,24,9,29,0,29,..,0,0,0,0,0,..,90,11,98,0,99,..,17,0,19,4,19,..,18,0,21,0,21,..,37,4,43,0,43,..,32,0,33,0,33,..,20,0,22,0,22,..,12,0,12,0,12,..,281,12,288,0,288,..,28,3,29,0,29,..,460,13,476,5,483,..,45,0,53,0,53,..,808,28,841,5,848,..,78,7,85,0,89,..,28,0,31,0,31,..,120,26,142,0,140,..,5,0,5,0,5,..,37,13,52,0,53,..,631,39,671,11,685,..,3130,282,3414,48,3467,..,192,20,210,2898,3109,35681,3324,301,3629,2952,42264,70692,..,..,..,..,70692,..,546,11,555,3,562,..,65,14,76,0,75,..,166,3,171,0,173,..,80,40,124,0,124,..,295,79,374,0,376
3012,0,0,..,26,0,26,0,32,..,7,0,11,0,11,..,4,0,5,0,5,..,5,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,39,0,39,0,38,..,5,0,4,0,4,..,53,5,55,0,55,..,11,0,12,0,12,..,105,7,109,0,110,..,4,0,4,0,4,..,4,0,6,0,6,..,32,7,35,0,35,..,0,0,0,0,0,..,5,4,7,0,7,..,75,15,98,0,96,..,364,48,411,7,416,..,33,0,33,760,792,12440,399,48,441,767,13647,24471,..,..,..,..,24471,..,18,0,18,0,18,..,4,0,3,0,3,..,17,0,17,0,15,..,13,6,25,0,25,..,22,7,29,0,30
3013,0,0,..,77,14,85,3,91,..,12,5,19,0,19,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,31,0,33,0,31,..,0,0,0,0,0,..,10,0,10,0,10,..,11,0,11,0,11,..,6,0,6,0,6,..,21,0,21,0,21,..,4,0,4,0,4,..,91,9,103,0,103,..,12,0,14,0,14,..,109,3,119,0,116,..,29,0,29,0,29,..,251,11,262,5,263,..,15,0,14,0,14,..,9,0,13,0,13,..,22,3,22,0,22,..,0,0,5,0,5,..,9,0,10,0,10,..,270,16,287,3,290,..,891,62,954,8,965,..,57,9,63,724,786,7139,951,72,1022,735,8892,14735,..,..,..,..,14735,..,110,7,116,0,116,..,12,3,16,0,16,..,90,5,91,0,98,..,14,7,20,0,20,..,39,7,51,0,51
3014,0,4,..,434,29,468,5,473,..,11,0,12,0,13,..,22,0,22,0,22,..,0,0,0,0,0,..,30,0,28,0,28,..,0,0,0,0,0,..,97,9,107,0,107,..,10,4,21,0,21,..,9,0,10,0,10,..,59,25,80,0,80,..,24,0,27,0,27,..,4,0,8,0,8,..,4,0,6,0,6,..,152,0,157,0,162,..,18,4,19,0,19,..,251,11,260,0,263,..,55,0,55,0,51,..,478,19,493,5,497,..,36,6,39,0,39,..,56,15,71,0,72,..,52,15,68,0,68,..,0,0,0,0,0,..,117,84,199,3,198,..,429,49,473,10,488,..,2282,366,2649,31,2678,..,134,32,168,2154,2319,34775,2421,397,2816,2182,39772,67914,..,..,..,..,67914,..,181,4,192,0,192,..,33,10,37,3,40,..,155,3,158,5,162,..,73,17,90,0,90,..,298,171,470,8,478
3015,0,30,..,1337,100,1435,16,1455,..,497,27,524,4,531,..,371,33,397,4,402,..,31,0,37,0,35,..,307,63,362,0,363,..,18,0,18,0,18,..,311,24,340,5,339,..,76,3,80,0,80,..,223,10,230,3,237,..,642,42,680,15,700,..,187,12,197,3,200,..,43,4,48,0,48,..,45,9,60,0,59,..,289,4,291,0,294,..,153,8,163,4,161,..,416,10,427,0,430,..,112,9,124,0,124,..,963,37,1000,5,1008,..,709,41,747,13,758,..,56,0,52,0,52,..,452,74,524,0,526,..,23,0,25,0,25,..,243,48,288,3,291,..,2049,160,2210,43,2253,..,11859,933,12794,158,12950,..,548,51,592,9062,9655,176080,12405,981,13383,9218,198685,339695,..,..,..,..,339695,..,1154,8,1162,5,1173,..,188,14,207,9,212,..,129,3,133,0,134,..,332,68,404,0,408,..,948,210,1156,13,1172
3016,0,34,..,1249,106,1356,13,1373,..,69,0,68,0,72,..,73,10,82,0,82,..,6,3,12,0,12,..,92,26,121,0,125,..,0,0,0,0,0,..,252,13,260,8,266,..,81,17,96,0,96,..,20,3,20,0,20,..,75,27,105,0,105,..,29,4,33,0,33,..,18,3,24,0,24,..,18,0,18,0,18,..,254,13,263,4,269,..,34,3,42,3,41,..,301,9,312,3,312,..,85,6,88,0,88,..,676,22,701,9,715,..,132,13,143,5,140,..,79,8,88,3,94,..,92,18,109,0,109,..,8,0,13,0,13,..,79,19,95,0,99,..,1652,771,2422,40,2462,..,6122,1340,7467,90,7556,..,237,75,308,3025,3335,63056,6358,1413,7773,3112,73944,120775,..,..,..,..,120775,..,459,4,466,0,468,..,712,160,871,7,883,..,140,7,147,0,149,..,178,40,217,4,224,..,852,251,1102,14,1120
3017,0,39,..,700,65,764,5,767,..,296,36,331,5,343,..,140,8,145,0,146,..,17,3,22,0,22,..,149,39,193,0,193,..,4,0,8,0,8,..,374,18,396,0,393,..,24,3,32,0,32,..,36,0,40,0,40,..,67,0,72,0,77,..,50,8,57,0,56,..,40,0,46,0,46,..,12,0,12,0,12,..,310,8,324,0,327,..,76,8,87,0,87,..,568,17,585,6,587,..,95,4,97,0,97,..,1055,39,1096,8,1096,..,237,22,260,4,263,..,104,7,114,0,114,..,166,36,204,0,206,..,6,0,6,0,6,..,141,67,207,0,210,..,2025,362,2387,30,2414,..,6990,885,7874,78,7954,..,422,41,459,5531,5993,76051,7406,925,8338,5605,89995,149769,..,..,..,..,149769,..,414,6,419,0,421,..,250,48,298,0,296,..,739,36,779,6,785,..,258,61,322,0,327,..,439,114,545,8,555
3018,0,0,..,34,3,37,0,37,..,8,0,9,0,9,..,4,0,4,0,4,..,0,0,0,0,0,..,12,8,15,0,15,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,45,4,47,0,47,..,4,0,4,0,4,..,20,0,23,0,23,..,11,0,11,0,12,..,87,4,86,0,90,..,7,0,8,0,8,..,0,0,0,0,0,..,15,0,11,0,11,..,0,0,0,0,0,..,6,0,8,0,8,..,44,0,42,3,49,..,288,38,325,5,333,..,15,0,15,542,552,7180,299,38,338,545,8067,13854,..,..,..,..,13854,..,21,0,27,0,27,..,8,0,7,0,7,..,17,0,18,0,19,..,4,4,9,0,9,..,36,19,59,0,59
3019,0,3,..,15,0,18,0,21,..,8,0,8,0,8,..,21,0,21,0,21,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,27,0,27,0,27,..,0,0,0,0,0,..,28,0,35,0,35,..,3,0,3,0,3,..,60,0,63,0,63,..,20,3,16,0,16,..,0,0,0,0,0,..,21,4,24,0,24,..,0,0,0,0,0,..,4,3,9,0,9,..,70,6,76,0,80,..,360,28,389,3,390,..,32,0,36,495,531,9287,393,32,421,504,10206,18173,..,..,..,..,18173,..,76,6,79,0,79,..,3,0,3,0,3,..,40,3,36,6,41,..,8,9,17,0,17,..,25,0,22,0,22
4000,0,8,..,543,96,639,7,649,..,279,32,306,3,307,..,54,6,60,0,60,..,31,19,46,0,46,..,34,0,34,0,37,..,10,0,7,0,7,..,23,0,19,0,21,..,22,3,29,0,29,..,63,11,72,0,76,..,30,9,42,0,42,..,49,4,53,0,56,..,0,0,0,0,0,..,28,0,28,0,28,..,266,8,277,0,279,..,66,7,73,0,76,..,266,8,272,0,272,..,158,31,195,3,193,..,759,62,820,4,825,..,122,5,120,0,120,..,29,0,29,0,29,..,156,36,188,0,194,..,19,12,33,0,33,..,113,29,146,0,146,..,2049,275,2322,123,2447,..,5917,852,6769,184,6954,..,323,28,355,8303,8656,118143,6245,883,7126,8486,133752,239270,..,..,..,..,239270,..,393,12,409,3,411,..,84,15,101,6,103,..,2453,257,2714,178,2883,..,106,22,118,3,129,..,428,172,609,13,624
4001,13,846,..,24474,2838,27311,243,27559,..,10214,1885,12096,101,12205,..,1130,85,1218,9,1222,..,1517,851,2365,14,2380,..,1535,362,1904,9,1909,..,258,40,294,5,301,..,2170,129,2301,18,2321,..,2028,566,2590,17,2607,..,2373,348,2721,21,2737,..,1214,99,1312,14,1324,..,1619,287,1905,14,1917,..,87,6,86,0,91,..,1710,424,2130,10,2137,..,2283,58,2341,14,2353,..,855,71,921,3,926,..,3161,104,3265,19,3284,..,998,51,1054,12,1068,..,7294,285,7581,53,7630,..,3221,363,3582,25,3603,..,1412,78,1491,13,1502,..,1163,257,1416,5,1425,..,328,40,370,0,374,..,7613,3829,11443,60,11504,..,17576,4689,22264,395,22660,..,126502,24955,151457,1366,152828,..,2700,538,3236,22159,25401,519319,129208,25494,154696,23531,697543,1020234,..,..,..,..,1020234,..,2179,31,2212,13,2229,..,9189,1498,10678,91,10769,..,966,44,1003,12,1019,..,7969,1904,9876,74,9947,..,24578,6165,30745,283,31022
4002,0,5,..,83,7,90,0,89,..,88,10,91,0,96,..,7,0,7,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,5,0,5,..,8,0,8,0,8,..,8,0,8,0,8,..,10,0,13,4,13,..,6,0,8,0,8,..,4,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,27,0,31,0,31,..,7,0,10,0,10,..,31,0,30,0,30,..,11,0,11,0,11,..,70,3,71,0,71,..,19,4,23,0,23,..,4,0,4,0,4,..,18,0,21,0,26,..,0,0,0,0,0,..,15,3,21,0,21,..,249,139,383,8,399,..,793,195,987,17,1001,..,55,9,62,813,872,13335,844,208,1049,828,15210,25919,..,..,..,..,25919,..,60,0,61,0,61,..,36,6,40,0,40,..,17,0,17,0,17,..,20,8,22,0,22,..,72,5,82,0,80
4003,0,0,..,58,3,67,0,65,..,53,4,54,0,54,..,4,0,4,0,4,..,0,3,3,0,3,..,10,0,6,0,6,..,0,0,0,0,0,..,0,3,6,0,6,..,0,0,0,0,0,..,3,0,5,0,5,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,3,0,3,..,82,8,89,4,92,..,0,0,0,0,0,..,123,12,129,0,129,..,26,0,25,0,25,..,228,16,245,4,246,..,0,0,0,0,0,..,4,0,4,0,4,..,12,0,8,0,8,..,19,10,23,0,23,..,30,23,56,0,56,..,132,28,157,0,156,..,688,165,853,4,860,..,40,0,43,490,527,7793,727,168,899,490,9184,15059,..,..,..,..,15059,..,26,0,26,0,25,..,35,0,36,0,36,..,90,3,92,0,91,..,12,5,15,0,15,..,114,124,238,0,244
4004,0,0,..,87,11,92,0,92,..,22,0,26,0,27,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,4,0,4,0,4,..,8,0,8,0,8,..,18,11,27,0,31,..,44,11,49,0,50,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,17,4,24,0,24,..,184,15,199,8,207,..,449,47,495,8,505,..,42,7,43,470,511,5532,484,53,534,478,6548,10913,..,..,..,..,10913,..,11,0,11,0,11,..,11,0,11,0,11,..,242,12,251,11,264,..,8,3,6,0,6,..,39,3,38,0,38
4005,0,0,..,36,0,38,0,38,..,12,0,12,0,12,..,5,0,5,0,5,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,4,0,4,0,4,..,39,0,39,0,39,..,3,0,8,0,8,..,59,0,67,0,67,..,3,3,3,0,3,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,4,0,8,0,8,..,50,8,54,0,54,..,310,24,338,4,340,..,36,0,32,470,501,7332,343,30,371,468,8166,14388,..,..,..,..,14388,..,10,0,10,0,10,..,6,0,6,0,6,..,61,5,58,0,62,..,3,0,7,0,7,..,21,5,25,0,26
