SUA_CODE_2021,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_UOLSE_VWorW,FOL_IAL_Tot_UOLSE_NWorNAA,FOL_IAL_Tot_UOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_UOLSE_VWorW,FOL_Italian_UOLSE_NWorNAA,FOL_Italian_UOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japan_SEO,FOL_Japan_UOLSE_VWorW,FOL_Japan_UOLSE_NWorNAA,FOL_Japan_UOLSE_Tot,FOL_Japan_NS,FOL_Japan_Tot,FOL_Khmer_SEO,FOL_Khmer_UOLSE_VWorW,FOL_Khmer_UOLSE_NWorNAA,FOL_Khmer_UOLSE_Tot,FOL_Khmer_NS,FOL_Khmer_Tot,FOL_Korean_SEO,FOL_Korean_UOLSE_VWorW,FOL_Korean_UOLSE_NWorNAA,FOL_Korean_UOLSE_Tot,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedon_SEO,FOL_Macedon_UOLSE_VWorW,FOL_Macedon_UOLSE_NWorNAA,FOL_Macedon_UOLSE_Tot,FOL_Macedon_NS,FOL_Macedon_Tot,FOL_Malayalam_SEO,FOL_Malayalam_UOLSE_VWorW,FOL_Malayalam_UOLSE_NWorNAA,FOL_Malayalam_UOLSE_Tot,FOL_Malayalam_NS,FOL_Malayalam_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_UOLSE_VWorW,FOL_Persian_ED_UOLSE_NWorNAA,FOL_Persian_ED_UOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_UOLSE_VWorW,FOL_Polish_UOLSE_NWorNAA,FOL_Polish_UOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Portuguese_SEO,FOL_Portuguese_UOLSE_VWorW,FOL_Portuguese_UOLSE_NWorNAA,FOL_Portuguese_UOLSE_Tot,FOL_Portuguese_NS,FOL_Portuguese_Tot,FOL_Russian_SEO,FOL_Russian_UOLSE_VWorW,FOL_Russian_UOLSE_NWorNAA,FOL_Russian_UOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_UOLSE_VWorW,FOL_Samoan_UOLSE_NWorNAA,FOL_Samoan_UOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_UOLSE_VWorW,FOL_Serbian_UOLSE_NWorNAA,FOL_Serbian_UOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipin_SEO,FOL_SAL_Filipin_UOLSE_VWorW,FOL_SAL_Filipin_UOLSE_NWorNAA,FOL_SAL_Filipin_UOLSE_Tot,FOL_SAL_Filipin_NS,FOL_SAL_Filipin_Tot,FOL_SAL_Indon_SEO,FOL_SAL_Indon_UOLSE_VWorW,FOL_SAL_Indon_UOLSE_NWorNAA,FOL_SAL_Indon_UOLSE_Tot,FOL_SAL_Indon_NS,FOL_SAL_Indon_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_UOLSE_VWorW,FOL_SAL_Tagalog_UOLSE_NWorNAA,FOL_SAL_Tagalog_UOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_UOLSE_VWorW,FOL_SAL_Oth_UOLSE_NWorNAA,FOL_SAL_Oth_UOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_UOLSE_VWorW,FOL_SAL_Tot_UOLSE_NWorNAA,FOL_SAL_Tot_UOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_UOLSE_VWorW,FOL_Spanish_UOLSE_NWorNAA,FOL_Spanish_UOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_UOLSE_VWorW,FOL_Tamil_UOLSE_NWorNAA,FOL_Tamil_UOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_UOLSE_VWorW,FOL_Thai_UOLSE_NWorNAA,FOL_Thai_UOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_UOLSE_VWorW,FOL_Turkish_UOLSE_NWorNAA,FOL_Turkish_UOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_UOLSE_VWorW,FOL_Vietnamese_UOLSE_NWorNAA,FOL_Vietnamese_UOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_UOLSE_VWorW,FOL_Oth_UOLSE_NWorNAA,FOL_Oth_UOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_UOLSE_VWorW,FOL_Tot_UOLSE_NWorNAA,FOL_Tot_UOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LUatH_NS_SEO,F_LUatH_NS_UOLSE_VWorW,F_LUatH_NS_UOLSE_NWorNAA,F_LUatH_NS_UOLSE_Tot,F_LUatH_NS_NS,F_LUatH_NS_Tot,F_Tot_SEO,F_Tot_UOLSE_VWorW,F_Tot_UOLSE_NWorNAA,F_Tot_UOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_UOLSE_VWorW,PSEO_UOLSE_NWorNAA,PSEO_UOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_UOLSE_VWorW,POL_Afrikaans_UOLSE_NWorNAA,POL_Afrikaans_UOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_UOLSE_VWorW,POL_Arabic_UOLSE_NWorNAA,POL_Arabic_UOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_UOLSE_VWorW,POL_AIndLng_UOLSE_NWorNAA,POL_AIndLng_UOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Canton_SEO,POL_CL_Canton_UOLSE_VWorW,POL_CL_Canton_UOLSE_NWorNAA,POL_CL_Canton_UOLSE_Tot,POL_CL_Canton_NS,POL_CL_Canton_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_UOLSE_VWorW,POL_CL_Mandarin_UOLSE_NWorNAA,POL_CL_Mandarin_UOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot
1010,0,59,..,1074,96,1167,15,1179,..,461,40,503,3,502,..,251,25,275,0,275,..,33,13,45,0,45,..,321,152,468,0,471,..,18,0,17,0,17,..,382,47,427,8,435,..,91,8,104,0,104,..,199,19,213,0,216,..,307,26,336,3,342,..,351,40,394,5,397,..,48,8,59,0,59,..,111,14,123,0,123,..,372,11,382,6,387,..,183,13,194,0,200,..,595,23,627,0,623,..,142,6,147,0,145,..,1292,57,1351,13,1357,..,902,75,977,4,982,..,93,3,98,0,99,..,435,95,533,5,535,..,72,11,86,0,86,..,206,57,264,0,268,..,1891,180,2068,52,2118,..,11510,1563,13072,150,13221,..,561,57,614,8656,9270,154442,12068,1621,13690,8803,176934,300847,..,..,..,..,300847,..,533,8,539,4,543,..,681,50,730,11,742,..,236,7,247,0,248,..,665,233,891,4,896,..,1352,578,1928,15,1948
1011,0,9,..,821,170,991,5,1001,..,72,0,70,0,77,..,66,12,80,0,80,..,9,0,9,0,9,..,11,8,20,0,23,..,3,0,3,0,3,..,26,3,30,0,31,..,7,0,9,0,9,..,22,0,24,0,24,..,18,0,21,0,21,..,23,4,20,0,20,..,9,0,9,0,9,..,6,0,4,0,4,..,52,3,57,0,58,..,21,3,24,0,25,..,88,6,94,0,94,..,52,20,67,5,69,..,211,27,238,6,243,..,98,14,115,0,115,..,6,0,6,0,6,..,69,16,83,0,83,..,6,0,6,0,6,..,34,10,43,0,40,..,799,377,1179,32,1206,..,2858,776,3634,53,3688,..,136,25,170,2054,2221,32626,2999,800,3799,2109,38534,62800,..,..,..,..,62800,..,94,0,94,0,94,..,149,41,190,0,192,..,194,4,194,3,200,..,71,29,100,6,102,..,218,127,348,4,349
1012,0,13,..,798,69,868,9,876,..,21,0,26,0,26,..,6,0,9,0,9,..,0,4,6,0,6,..,28,5,33,0,33,..,3,0,3,0,3,..,98,8,105,3,105,..,12,0,12,0,12,..,9,0,9,0,9,..,7,3,11,0,11,..,5,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,4,..,63,0,70,0,70,..,6,0,6,0,6,..,81,0,84,3,84,..,8,0,10,0,10,..,157,0,164,3,167,..,20,3,22,0,22,..,28,0,32,0,39,..,20,7,25,0,25,..,0,0,0,0,0,..,26,6,33,0,39,..,265,23,279,14,295,..,1715,188,1904,33,1935,..,80,5,84,1604,1690,17431,1797,192,1984,1638,21062,33309,..,..,..,..,33309,..,41,0,45,0,45,..,82,3,93,0,93,..,143,4,140,0,143,..,73,26,93,0,93,..,114,55,167,0,167
1013,0,0,..,51,0,53,4,56,..,17,4,22,0,21,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,4,0,4,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,5,0,5,..,4,0,4,0,4,..,4,0,4,0,4,..,5,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,21,0,21,0,21,..,8,0,8,0,8,..,18,0,18,0,24,..,0,0,0,0,0,..,53,0,53,0,53,..,8,4,19,0,19,..,0,0,0,0,0,..,18,3,22,0,22,..,0,0,0,0,0,..,15,0,19,0,13,..,49,9,56,0,56,..,351,41,395,6,399,..,63,10,76,635,713,10024,421,50,470,642,11138,19033,..,..,..,..,19033,..,12,0,12,0,12,..,34,0,36,0,36,..,19,0,19,0,19,..,25,11,32,0,32,..,10,14,30,0,30
1014,0,3,..,168,20,187,0,191,..,12,0,12,0,12,..,6,0,6,0,6,..,8,5,11,0,11,..,14,12,26,0,26,..,0,0,0,0,0,..,45,6,45,0,45,..,4,0,4,0,4,..,3,0,10,0,10,..,10,4,15,0,15,..,4,3,14,0,14,..,3,0,7,0,4,..,6,0,6,0,6,..,25,3,26,0,26,..,18,0,18,0,18,..,38,0,35,0,35,..,12,0,12,0,12,..,90,8,92,0,92,..,21,0,24,0,24,..,3,0,5,0,5,..,26,10,29,0,29,..,9,0,9,0,9,..,9,0,9,0,9,..,107,11,123,0,126,..,713,113,822,9,836,..,55,9,64,654,723,10801,769,119,892,666,12355,21034,..,..,..,..,21034,..,8,0,7,0,7,..,52,4,55,3,58,..,14,0,11,0,11,..,32,13,44,0,43,..,95,45,138,5,139
1015,0,0,..,46,6,56,0,56,..,0,0,7,0,7,..,5,0,5,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,4,3,9,0,9,..,3,0,3,0,3,..,7,0,7,0,7,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,8,0,8,0,8,..,21,0,24,0,24,..,7,0,7,0,7,..,53,0,56,0,56,..,9,0,8,0,8,..,0,0,3,0,3,..,8,3,12,0,13,..,0,0,0,0,0,..,7,0,5,0,10,..,71,10,80,0,80,..,291,40,332,8,340,..,30,0,35,581,616,9035,323,41,368,584,9983,17425,..,..,..,..,17425,..,13,0,13,0,13,..,6,0,9,0,9,..,85,4,90,0,90,..,21,8,25,0,25,..,23,4,33,0,33
1016,0,9,..,696,290,986,8,990,..,466,119,579,6,584,..,0,0,0,0,0,..,7,0,7,0,7,..,5,3,9,4,8,..,0,0,3,0,3,..,30,3,37,0,37,..,0,3,3,0,3,..,0,0,0,0,0,..,9,4,13,0,13,..,0,0,0,0,0,..,149,16,169,3,171,..,0,0,0,0,0,..,54,8,58,0,58,..,3,0,4,0,4,..,73,3,77,0,76,..,68,11,78,0,78,..,199,23,224,0,222,..,37,10,51,0,51,..,17,0,18,0,18,..,13,0,18,0,18,..,22,23,44,0,44,..,0,0,6,0,6,..,307,40,350,5,355,..,2122,623,2743,26,2777,..,42,10,56,642,696,6897,2166,631,2800,670,10369,13526,..,..,..,..,13526,..,52,3,51,3,53,..,30,3,33,0,33,..,18,0,18,0,18,..,30,13,42,0,42,..,118,123,243,3,248
1017,0,0,..,14,3,21,0,21,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,17,0,17,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,4,0,4,0,4,..,25,0,25,0,25,..,5,0,3,0,3,..,45,0,43,0,43,..,6,0,6,0,6,..,0,0,0,0,0,..,9,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,73,0,77,3,81,..,232,17,244,11,251,..,27,0,27,619,646,6883,259,17,277,625,7780,13208,..,..,..,..,13208,..,0,0,0,0,0,..,11,0,11,0,11,..,99,4,103,9,111,..,10,5,20,0,20,..,20,4,27,0,27
1018,0,3,..,116,10,126,3,129,..,59,10,65,0,65,..,24,4,28,0,28,..,5,0,5,0,5,..,14,3,21,0,21,..,0,0,0,0,0,..,7,0,7,0,7,..,4,0,5,0,5,..,0,0,3,0,3,..,20,0,20,0,20,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,31,0,31,0,31,..,13,0,13,0,12,..,36,0,35,0,35,..,9,0,9,0,9,..,89,0,92,0,91,..,26,0,26,0,29,..,5,0,5,0,5,..,22,12,31,0,31,..,0,0,0,0,0,..,27,11,42,3,38,..,177,14,197,0,195,..,787,94,881,12,895,..,37,3,42,915,957,13092,828,96,924,924,14941,25277,..,..,..,..,25277,..,18,0,18,0,18,..,42,8,46,0,48,..,101,7,106,0,104,..,33,5,40,0,40,..,64,15,80,0,83
1019,0,0,..,35,9,45,0,45,..,15,0,15,0,15,..,0,0,0,0,0,..,3,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,10,0,10,0,10,..,3,0,3,0,3,..,21,0,21,0,21,..,0,0,0,0,0,..,34,0,34,0,34,..,13,0,14,0,14,..,0,0,0,0,4,..,15,6,30,0,30,..,6,0,6,0,6,..,13,0,11,0,11,..,57,0,63,0,58,..,281,38,318,3,322,..,19,4,18,351,374,5464,301,38,341,354,6163,10707,..,..,..,..,10707,..,4,0,4,0,4,..,23,3,24,0,24,..,17,3,21,0,22,..,17,12,29,0,29,..,20,12,32,0,32
1020,0,0,..,14,5,13,0,13,..,10,0,10,0,10,..,3,0,3,0,3,..,0,0,0,0,0,..,8,0,8,0,8,..,11,0,11,0,11,..,0,0,0,0,0,..,3,0,8,0,8,..,5,0,5,0,5,..,5,0,5,0,5,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,4,0,4,..,3,0,3,0,4,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,0,0,0,..,21,0,21,0,24,..,12,0,12,0,12,..,3,0,3,0,3,..,13,3,18,0,18,..,0,0,0,0,0,..,6,0,13,0,13,..,56,10,68,0,64,..,238,30,266,0,269,..,17,8,23,258,283,6894,256,32,287,258,7445,13908,..,..,..,..,13908,..,44,0,49,0,49,..,10,0,12,0,12,..,7,0,7,0,7,..,8,0,8,0,8,..,28,8,39,0,42
1021,0,0,..,44,4,51,0,51,..,16,0,18,0,18,..,14,0,14,0,14,..,3,0,3,0,3,..,13,4,18,0,18,..,0,0,0,0,0,..,9,0,9,0,10,..,11,0,11,0,11,..,18,4,22,0,22,..,7,0,7,0,7,..,6,4,14,0,14,..,27,0,26,0,26,..,4,0,4,0,4,..,21,0,21,0,21,..,0,0,0,0,0,..,30,0,32,0,32,..,8,0,8,0,8,..,60,0,68,0,68,..,44,5,52,0,52,..,5,0,5,0,5,..,20,4,27,0,27,..,3,0,3,0,3,..,6,0,3,0,3,..,158,16,177,3,180,..,608,63,670,9,676,..,37,9,41,573,615,13018,647,68,712,582,14311,25395,..,..,..,..,25395,..,62,6,67,0,65,..,44,5,45,0,45,..,20,0,17,0,17,..,19,3,25,0,25,..,36,8,46,0,44
1022,0,0,..,52,6,57,0,57,..,8,0,8,0,8,..,6,0,6,0,6,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,3,0,3,..,21,0,21,0,21,..,6,0,6,0,6,..,25,0,29,0,29,..,16,0,16,0,16,..,0,0,0,0,0,..,17,0,18,0,18,..,0,0,0,0,0,..,3,0,5,0,5,..,38,5,46,0,50,..,243,23,271,3,275,..,22,0,24,342,361,5795,268,25,295,346,6433,11305,..,..,..,..,11305,..,17,0,17,0,17,..,8,0,9,0,9,..,15,0,14,0,14,..,6,6,10,0,10,..,21,3,21,4,26
1023,0,0,..,47,0,48,0,48,..,8,0,8,0,8,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,29,0,29,0,25,..,4,0,4,0,4,..,24,0,24,0,24,..,4,0,4,0,4,..,63,0,63,0,58,..,9,0,10,0,10,..,3,5,10,0,5,..,21,3,23,0,23,..,0,0,0,0,0,..,0,0,0,0,0,..,42,5,46,0,47,..,280,28,311,3,314,..,13,0,13,352,358,5292,295,28,321,351,5968,10665,..,..,..,..,10665,..,23,0,20,0,20,..,18,0,18,0,18,..,10,0,10,0,10,..,18,7,26,0,26,..,25,5,34,0,34
1024,0,0,..,50,5,59,0,59,..,56,0,61,0,65,..,17,6,23,0,23,..,0,0,0,0,0,..,3,0,9,0,9,..,0,0,0,0,0,..,13,0,11,0,11,..,0,0,0,0,0,..,14,0,19,0,19,..,24,0,24,0,24,..,16,0,22,0,22,..,0,0,0,0,0,..,6,0,6,0,6,..,18,0,18,0,18,..,6,0,6,0,6,..,31,0,34,0,34,..,3,0,3,0,3,..,60,0,59,0,59,..,42,0,42,0,44,..,3,0,3,0,3,..,40,14,51,0,51,..,6,0,8,0,8,..,4,9,12,0,12,..,102,18,114,0,115,..,689,72,760,9,770,..,50,3,53,725,779,13189,731,81,812,736,14735,25466,..,..,..,..,25466,..,40,0,41,0,41,..,21,4,25,0,25,..,10,3,8,0,8,..,15,3,17,0,21,..,50,14,61,0,61
1025,0,78,..,1971,174,2146,16,2161,..,568,80,646,8,652,..,204,22,233,0,230,..,61,21,87,0,87,..,300,89,389,4,391,..,638,144,787,7,787,..,490,47,538,3,542,..,159,21,174,0,178,..,307,30,333,8,340,..,237,18,249,4,254,..,187,23,205,6,212,..,176,6,187,4,186,..,150,41,195,3,200,..,468,25,492,0,496,..,203,17,221,4,225,..,681,27,705,4,708,..,229,17,243,3,242,..,1586,79,1666,14,1680,..,658,57,715,7,721,..,218,5,223,0,223,..,506,118,623,0,621,..,51,10,60,0,60,..,453,167,625,11,631,..,2633,422,3055,88,3143,..,15580,2323,17904,218,18121,..,724,72,797,10099,10892,230032,16305,2393,18703,10313,259044,450387,..,..,..,..,450387,..,675,14,686,7,689,..,1151,215,1372,11,1377,..,411,10,415,6,420,..,959,280,1236,0,1241,..,1948,730,2676,37,2710
1026,0,3,..,222,17,237,3,244,..,30,4,30,0,30,..,16,4,20,0,20,..,6,0,6,0,6,..,13,6,17,0,17,..,9,3,8,0,11,..,41,4,45,0,45,..,12,0,15,0,15,..,7,0,7,0,7,..,25,0,25,0,25,..,8,0,12,0,17,..,10,0,10,0,10,..,4,0,8,0,8,..,40,0,43,0,41,..,13,0,13,0,13,..,96,0,99,0,97,..,18,3,12,0,12,..,165,3,168,0,170,..,52,4,63,0,63,..,15,0,18,0,18,..,50,11,64,0,64,..,10,0,8,0,8,..,25,4,25,0,25,..,190,27,214,9,221,..,1105,148,1248,20,1267,..,72,10,80,1204,1288,16815,1175,155,1329,1221,19369,32948,..,..,..,..,32948,..,28,0,28,0,28,..,54,12,64,0,64,..,30,0,30,0,31,..,50,35,79,0,79,..,67,28,91,0,97
1027,0,8,..,287,23,312,3,316,..,44,10,54,0,54,..,18,0,17,0,17,..,0,6,5,0,5,..,28,11,33,0,33,..,5,0,5,0,5,..,128,13,141,0,141,..,6,0,7,0,7,..,17,3,20,0,20,..,5,0,8,0,8,..,35,6,45,0,46,..,5,0,5,0,5,..,14,4,16,0,16,..,45,0,47,0,47,..,14,0,14,0,16,..,74,0,75,0,75,..,10,0,10,0,10,..,148,4,148,0,152,..,44,0,46,0,45,..,28,0,24,0,24,..,30,16,45,0,45,..,9,4,16,0,16,..,17,4,26,0,30,..,230,27,253,7,264,..,1368,180,1549,22,1570,..,53,9,64,1100,1167,18848,1420,188,1611,1124,21582,36513,..,..,..,..,36513,..,83,0,83,0,83,..,65,6,79,0,82,..,37,6,40,0,40,..,55,31,84,0,84,..,129,43,170,3,171
1028,0,8,..,167,16,185,0,186,..,44,6,55,0,55,..,28,3,36,0,36,..,0,0,0,0,0,..,20,8,29,0,29,..,0,0,0,0,0,..,40,0,44,0,44,..,5,0,5,0,5,..,18,0,15,0,15,..,26,0,22,0,25,..,25,3,21,0,21,..,6,0,6,0,6,..,5,3,9,0,9,..,61,4,69,0,69,..,13,0,13,0,13,..,70,0,72,3,76,..,15,0,15,0,15,..,156,7,161,3,171,..,58,5,61,0,58,..,19,10,23,0,27,..,52,4,58,0,58,..,9,3,11,0,11,..,43,13,52,0,52,..,231,25,260,4,265,..,1274,139,1409,15,1425,..,66,6,67,1122,1185,23852,1337,141,1475,1133,26465,45232,..,..,..,..,45232,..,70,0,70,0,70,..,70,6,76,0,76,..,76,0,76,3,78,..,64,21,78,0,81,..,123,21,142,0,142
1029,0,3,..,34,10,46,0,45,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,30,0,34,0,34,..,0,0,0,0,0,..,44,0,44,0,44,..,0,4,0,0,0,..,78,3,84,0,84,..,12,3,12,0,12,..,0,0,0,0,0,..,23,6,30,0,29,..,4,0,4,0,4,..,16,8,21,0,21,..,39,6,45,0,45,..,300,50,349,5,352,..,22,0,24,331,352,7515,324,50,368,337,8219,15368,..,..,..,..,15368,..,70,0,75,0,75,..,3,0,4,0,4,..,11,0,11,0,11,..,12,7,21,0,21,..,33,13,47,0,47
1030,0,0,..,11,0,11,0,11,..,42,0,43,0,43,..,11,0,14,0,14,..,3,0,5,3,11,..,0,0,0,0,0,..,8,0,8,0,8,..,0,3,7,0,7,..,0,0,0,0,0,..,17,4,19,0,19,..,3,0,3,0,3,..,12,0,11,0,11,..,0,0,0,0,0,..,6,0,4,0,4,..,19,0,19,0,19,..,8,0,8,0,8,..,21,0,22,0,22,..,6,0,6,0,6,..,56,0,54,0,54,..,36,4,42,0,42,..,4,0,4,0,3,..,9,4,9,0,9,..,0,0,0,0,0,..,4,3,7,0,7,..,106,12,116,5,118,..,501,69,571,4,578,..,38,5,42,538,576,9202,537,71,611,546,10354,17831,..,..,..,..,17831,..,13,0,12,0,12,..,21,3,32,0,32,..,31,0,31,0,31,..,15,10,25,0,30,..,21,7,28,0,28
1031,54,7616,..,135447,10769,146209,1184,147400,..,23340,3683,27030,189,27219,..,7737,1095,8831,58,8888,..,3945,2565,6514,42,6560,..,21210,10078,31283,178,31466,..,7967,1650,9619,40,9660,..,7015,378,7389,68,7457,..,10376,1914,12291,96,12391,..,5534,570,6098,44,6146,..,11539,1660,13202,134,13335,..,8597,1434,10034,63,10098,..,7513,614,8133,77,8212,..,8448,1672,10116,45,10160,..,14192,398,14597,117,14709,..,14277,1846,16120,143,16271,..,24700,838,25538,145,25685,..,4166,321,4486,36,4521,..,57334,3404,60740,440,61181,..,28206,3983,32187,235,32427,..,16283,1424,17706,171,17881,..,11239,3335,14572,87,14660,..,8397,2415,10812,62,10872,..,38173,22237,60413,369,60779,..,83218,17708,100924,1835,102761,..,805072,184174,989243,8090,997335,..,13009,3432,16443,110282,126725,1315967,818079,187598,1005682,118373,2440022,2642690,..,..,..,..,2642690,..,5201,77,5274,33,5308,..,182071,34808,216880,1526,218403,..,1321,46,1373,12,1382,..,105416,37288,142704,880,143588,..,180541,74662,255211,2122,257330
1032,0,5,..,298,23,318,6,325,..,13,0,13,0,13,..,10,5,16,0,16,..,0,0,0,0,0,..,14,0,9,0,9,..,0,0,0,0,0,..,52,5,56,0,53,..,11,0,14,0,14,..,5,0,5,0,5,..,4,0,4,0,4,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,63,0,67,3,73,..,13,0,13,0,13,..,141,5,144,0,144,..,18,0,18,4,21,..,241,8,247,0,253,..,24,0,24,0,24,..,9,0,9,0,9,..,27,7,31,0,33,..,0,0,0,0,0,..,99,78,173,0,176,..,251,31,284,11,294,..,1281,265,1548,26,1578,..,88,11,101,1581,1678,19313,1370,279,1648,1606,22567,37339,..,..,..,..,37339,..,23,0,27,0,27,..,72,6,81,0,82,..,163,6,170,3,173,..,56,16,71,4,75,..,191,228,419,6,427
1033,0,3,..,69,4,76,3,77,..,11,0,10,0,10,..,7,0,7,0,7,..,4,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,47,3,48,0,48,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,36,0,36,0,36,..,6,0,6,0,6,..,25,0,25,0,26,..,11,0,11,0,11,..,70,0,75,0,74,..,17,0,17,0,17,..,7,0,7,0,7,..,15,6,25,0,25,..,3,0,3,0,3,..,18,11,29,0,29,..,91,14,98,5,110,..,509,47,563,9,575,..,36,3,35,998,1038,12225,545,55,600,1013,13836,23408,..,..,..,..,23408,..,15,0,15,0,15,..,46,0,47,0,47,..,57,3,55,7,64,..,19,9,28,0,28,..,53,11,63,0,65
1034,0,0,..,16,0,16,0,16,..,40,0,44,0,44,..,16,0,16,0,16,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,5,0,5,..,0,0,0,0,0,..,0,4,4,0,4,..,4,0,8,0,8,..,5,0,5,0,5,..,5,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,5,0,3,0,3,..,13,0,13,0,13,..,5,0,5,0,5,..,26,0,32,0,32,..,24,0,23,0,27,..,0,0,0,0,0,..,23,8,31,0,31,..,0,0,0,0,0,..,13,3,16,0,20,..,63,4,69,5,69,..,345,41,383,5,390,..,21,0,26,442,465,7944,366,43,409,446,8802,15382,..,..,..,..,15382,..,4,0,4,0,4,..,15,3,17,0,17,..,19,0,19,0,19,..,21,3,25,0,25,..,16,7,24,0,28
