SUA_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
4007,0,0,3,3,3,0,0,0,8,6,0,5,4,6,0,0,0,18,0,14,28,61,142,451,341,170,1204,4,14,36,66,148,451,341,170,1227,910,805,953,1210,1680,2382,1694,426,10059,49,34,48,56,87,92,93,43,506,967,846,1038,1332,1921,2928,2125,637,11794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,15,37,58,14,16,155,0,4,6,16,43,58,14,16,156,893,852,1097,1346,2211,3326,2051,790,12557,46,36,50,53,80,138,114,98,611,934,893,1152,1412,2325,3522,2188,902,13328,0,0,3,3,3,0,0,0,8,6,0,5,3,8,0,0,0,20,0,15,39,72,181,508,359,184,1361,4,15,44,81,187,508,359,184,1386,1802,1654,2050,2553,3885,5707,3748,1214,22617,91,67,92,113,168,234,208,135,1123,1899,1744,2186,2743,4250,6451,4318,1540,25123
4008,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,8,27,52,84,91,46,26,339,5,10,27,50,82,91,46,26,341,1177,1262,1051,1318,1351,904,499,138,7705,93,99,78,123,95,55,57,26,618,1277,1374,1164,1492,1529,1052,601,195,8669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,9,3,4,3,32,0,0,3,13,10,3,4,3,33,1089,1244,1098,1343,1333,981,724,198,8021,76,91,90,83,84,65,89,59,639,1166,1339,1188,1444,1427,1046,816,260,8691,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,14,31,61,91,94,48,27,370,5,12,31,65,90,94,48,27,380,2262,2509,2154,2664,2690,1883,1226,337,15725,172,190,166,210,176,117,142,83,1255,2440,2710,2350,2936,2957,2099,1423,449,17361
5000,44,53,29,28,14,0,0,0,166,13,39,33,31,25,0,0,0,134,27,197,419,842,1196,2036,913,407,6034,84,286,478,897,1228,2036,913,407,6331,12557,13953,15013,16554,17705,13682,6019,1220,96698,2356,4095,4053,3836,3001,1817,900,277,20334,14995,18334,19542,21290,21931,17536,7829,1899,123367,13,11,5,12,4,0,0,0,48,3,6,5,9,3,0,0,0,33,14,29,101,207,264,209,88,39,959,28,52,118,226,272,209,88,39,1037,11230,13983,15301,16255,17733,13531,6173,1974,96187,1712,1988,2000,1980,1857,1412,845,411,12199,12973,16031,17415,18455,19866,15145,7115,2421,109415,63,69,35,32,16,0,0,0,214,11,48,37,42,25,0,0,0,163,38,224,522,1053,1458,2243,1006,448,6993,110,336,593,1126,1499,2243,1006,448,7369,23791,27939,30312,32809,35440,27207,12190,3188,192886,4064,6083,6058,5816,4854,3233,1749,683,32530,27970,34362,36962,39751,41796,32681,14942,4317,232781
5001,0,0,0,0,0,0,0,0,4,4,7,5,10,3,0,0,0,28,5,19,33,100,131,247,135,115,785,6,27,44,107,135,247,135,115,816,1843,1688,1594,1812,1973,1788,1027,327,12054,125,248,216,154,140,126,66,43,1110,1975,1961,1856,2067,2247,2155,1229,481,13971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,18,34,34,15,14,120,0,4,9,23,34,34,15,14,126,1717,1730,1893,2243,2397,2207,1364,571,14119,87,82,82,94,116,122,96,67,744,1806,1816,1985,2357,2543,2360,1475,654,14988,0,0,0,0,0,0,0,0,4,4,7,7,10,3,0,0,0,31,5,20,37,114,162,282,151,128,906,6,28,48,128,170,282,151,128,942,3556,3413,3490,4055,4373,3990,2394,905,26171,215,331,301,248,251,244,159,107,1855,3781,3773,3839,4425,4793,4515,2701,1133,28964
5002,0,4,0,0,0,0,0,0,6,0,8,3,7,0,0,0,0,18,3,10,19,52,43,36,19,8,199,3,21,30,55,48,36,19,8,217,597,864,899,805,602,342,80,18,4204,145,195,175,187,137,61,16,6,924,743,1081,1106,1048,783,438,118,33,5349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,6,12,13,8,3,0,38,0,4,10,11,13,8,3,0,41,665,1175,1131,855,674,318,99,23,4951,141,241,172,157,104,56,21,12,898,812,1424,1310,1024,791,380,123,31,5887,0,4,0,0,0,0,0,0,6,0,5,4,4,0,0,0,0,17,3,19,26,60,60,45,20,8,234,3,25,39,65,57,45,20,8,260,1264,2044,2030,1657,1276,660,178,41,9158,285,432,350,347,242,114,37,19,1818,1552,2504,2413,2075,1573,819,237,63,11236
5003,0,4,4,3,3,0,0,0,8,4,4,8,5,7,0,0,0,28,13,43,104,217,262,504,309,130,1594,17,49,115,230,277,504,309,130,1631,4051,4032,4327,4209,4055,3059,1506,361,25614,270,513,509,415,325,232,110,89,2463,4345,4599,4952,4853,4657,3798,1919,588,29714,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,16,27,45,70,62,31,17,270,5,19,31,45,74,62,31,17,277,4097,4503,4877,4895,4678,3812,2046,776,29687,187,277,211,211,197,187,164,161,1588,4290,4800,5117,5149,4947,4065,2244,957,31553,0,0,7,3,5,0,0,0,16,9,8,5,5,7,0,0,0,32,17,58,132,270,339,566,339,152,1868,23,65,145,276,345,566,339,152,1912,8148,8538,9204,9100,8736,6876,3550,1140,55304,455,792,718,624,517,417,275,253,4056,8636,9396,10065,10003,9605,7859,4162,1539,61269
5004,0,3,0,0,0,0,0,0,3,0,6,4,7,0,0,0,0,15,0,20,50,105,120,297,220,116,933,0,27,48,118,125,297,220,116,952,1822,1643,2154,2327,2218,2247,1136,247,13780,104,181,201,196,167,128,89,38,1107,1927,1851,2401,2639,2512,2666,1448,404,15832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,10,34,34,48,24,16,172,3,4,13,31,34,48,24,16,180,1615,1818,2601,2699,2671,2638,1366,579,16003,114,136,134,117,134,143,115,45,934,1731,1957,2746,2849,2833,2834,1509,645,17118,0,3,0,0,0,0,0,0,4,0,5,0,9,0,0,0,0,18,0,24,53,140,150,344,248,140,1101,0,29,61,148,154,344,248,140,1127,3429,3461,4758,5028,4888,4881,2505,828,29785,219,313,333,314,299,273,208,82,2038,3654,3811,5149,5485,5341,5494,2956,1045,32951
5005,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,6,13,37,85,39,24,218,0,4,6,15,35,85,39,24,223,607,558,595,686,704,504,310,72,4034,94,74,66,102,75,63,60,9,551,701,636,668,803,822,652,414,103,4811,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,4,0,30,3,0,0,4,9,10,4,0,35,542,631,638,706,737,593,391,149,4389,66,60,89,62,60,62,48,15,471,606,692,728,777,803,670,447,168,4895,4,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,9,19,45,93,47,28,247,3,10,9,22,45,93,47,28,252,1146,1187,1236,1393,1442,1099,707,221,8431,160,134,155,169,140,131,106,24,1016,1311,1333,1398,1582,1627,1322,858,275,9700
5006,0,4,5,0,3,0,0,0,9,0,6,8,3,3,0,0,0,18,6,24,42,86,127,251,118,96,742,4,33,50,91,130,251,118,96,773,2024,1920,1945,2164,2145,1481,775,195,12649,249,317,315,287,237,124,96,56,1686,2276,2270,2309,2540,2516,1860,992,349,15104,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,16,26,28,29,16,4,112,3,6,16,29,28,29,16,4,115,2024,2121,2204,2489,2297,1811,968,378,14298,196,211,238,191,157,143,103,94,1343,2218,2340,2456,2710,2485,1980,1088,477,15759,0,5,5,0,3,0,0,0,12,0,10,8,5,3,0,0,0,21,3,23,54,112,153,279,129,99,856,5,36,62,117,163,279,129,99,887,4045,4043,4153,4656,4439,3295,1744,575,26942,444,532,555,479,391,272,200,148,3024,4489,4610,4767,5253,4994,3839,2078,828,30859
5007,0,3,0,0,4,0,0,0,9,7,3,5,4,3,0,0,0,19,5,22,46,92,101,92,41,18,426,9,33,51,95,109,92,41,18,456,1658,2073,1914,1703,1548,768,266,36,9957,230,334,294,257,211,116,41,12,1502,1893,2434,2255,2059,1866,980,354,60,11910,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,10,14,11,7,3,4,61,7,9,11,14,11,7,3,4,68,1503,2062,1875,1654,1383,697,287,114,9564,175,235,200,161,141,82,27,24,1047,1688,2308,2085,1829,1526,785,322,138,10682,4,4,0,0,4,0,0,0,11,7,4,5,4,3,0,0,0,22,3,32,54,103,115,104,48,21,484,20,41,61,110,118,104,48,21,523,3155,4134,3783,3357,2927,1461,555,148,19527,409,573,499,416,351,201,69,31,2549,3575,4745,4344,3889,3399,1770,669,202,22592
5008,3,5,15,5,0,0,0,0,34,0,11,5,4,0,0,0,0,24,0,29,51,70,57,20,0,0,230,9,47,68,83,59,20,0,0,280,813,1250,1411,972,600,161,30,4,5245,174,264,300,211,126,37,5,0,1120,992,1557,1780,1266,787,222,41,5,6644,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,3,3,4,17,17,16,0,0,0,56,3,4,19,20,16,0,0,0,65,692,1386,1331,929,446,140,28,5,4958,130,245,219,148,80,25,4,0,839,820,1633,1571,1092,544,164,37,8,5868,3,5,13,11,0,0,0,0,33,0,11,5,4,0,0,0,0,26,3,29,69,85,72,21,0,0,286,13,49,92,104,73,21,0,0,347,1503,2637,2747,1898,1047,299,62,6,10200,298,510,523,349,206,61,14,0,1959,1816,3195,3353,2357,1328,384,75,11,12514
5009,556,1351,773,441,169,0,0,0,3293,213,476,368,334,271,0,0,0,1658,273,1780,3186,5445,6561,9411,6271,3143,36069,1034,3614,4321,6214,7004,9411,6271,3143,41022,121530,133034,136037,119764,102474,76524,38518,10604,738489,6548,11125,10006,8117,6073,3792,2904,1963,50521,129112,147770,150366,134098,115557,89720,47690,15710,830028,268,343,171,71,30,0,0,0,885,58,125,91,82,36,0,0,0,392,102,379,755,1354,1428,1123,709,433,6280,434,850,1021,1502,1492,1123,709,433,7564,118658,145103,146683,130856,116234,93570,49994,20920,822013,5472,7899,6362,5029,4140,3825,3941,3597,40254,124559,153847,154065,137390,121867,98515,54641,24953,869829,826,1694,946,513,204,0,0,0,4180,264,606,458,414,309,0,0,0,2054,377,2161,3935,6794,7989,10530,6982,3583,42353,1469,4457,5340,7720,8498,10530,6982,3583,48581,240194,278141,282721,250615,218710,170095,88507,31522,1560495,12017,19022,16371,13150,10210,7613,6841,5556,90773,253674,301619,304430,271487,237421,188232,102330,40664,1699854
5010,0,3,0,4,0,0,0,0,9,0,7,3,5,0,0,0,0,10,0,15,44,33,50,20,0,0,164,0,20,51,39,53,20,0,0,187,682,1188,1189,863,713,182,45,9,4868,151,264,237,184,174,38,7,3,1065,833,1471,1483,1087,933,242,57,10,6121,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,8,6,4,0,0,0,25,0,5,8,9,5,0,0,0,30,648,1303,1111,711,538,189,37,14,4545,139,232,181,151,92,26,6,0,823,785,1531,1299,868,633,215,44,12,5397,0,3,0,3,0,0,0,0,9,0,10,3,3,0,0,0,0,17,0,14,53,36,54,20,7,0,186,0,24,60,41,53,20,7,0,214,1330,2491,2301,1577,1248,365,80,21,9419,292,496,422,335,263,67,16,5,1885,1619,3009,2783,1956,1568,455,103,25,11520
6000,5,3,10,11,18,0,0,0,45,15,25,22,16,36,0,0,0,108,26,172,365,696,1000,1609,802,351,5011,44,203,394,718,1047,1609,802,351,5162,7601,7562,7638,9272,11897,10329,4617,850,59756,685,594,627,714,880,886,402,163,4953,8326,8351,8654,10696,13826,12818,5825,1364,69868,3,0,8,7,0,0,0,0,16,3,3,18,7,6,0,0,0,35,10,28,100,232,266,175,47,16,875,17,40,123,242,274,175,47,16,927,6846,7870,8441,10196,12850,10695,4971,1500,63380,580,577,577,634,818,755,505,224,4671,7443,8493,9142,11073,13940,11634,5523,1733,68980,10,9,16,19,16,0,0,0,63,13,27,37,20,38,0,0,0,140,38,201,470,922,1267,1783,847,360,5889,62,239,517,962,1322,1783,847,360,6090,14445,15435,16079,19466,24748,21027,9587,2349,123137,1261,1175,1206,1344,1693,1640,909,392,9623,15767,16845,17797,21768,27767,24451,11346,3095,138850
6001,0,0,3,6,0,0,0,0,8,3,3,3,0,0,0,0,0,16,0,42,50,82,106,169,133,77,660,5,41,56,86,106,169,133,77,682,1448,1446,1308,1446,1613,1316,775,192,9544,102,83,86,95,79,73,45,18,588,1552,1572,1456,1629,1802,1561,959,285,10814,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,18,31,32,15,7,6,120,7,5,23,31,36,15,7,6,122,1492,1605,1576,1667,1890,1665,1035,426,11351,91,86,79,86,61,88,88,32,617,1590,1692,1678,1786,1987,1767,1131,465,12090,3,0,3,6,0,0,0,0,11,3,6,9,0,4,0,0,0,19,9,43,70,111,137,186,143,82,773,11,46,84,111,140,186,143,82,805,2938,3055,2880,3122,3501,2986,1812,619,20897,193,168,170,186,147,154,134,55,1202,3141,3264,3129,3415,3786,3328,2087,744,22902
6002,4,0,3,4,0,0,0,0,6,0,10,6,0,4,0,0,0,20,4,38,42,93,125,257,172,98,838,10,55,47,103,130,257,172,98,864,1682,1862,1487,1708,1692,1526,881,199,11032,70,103,87,87,100,96,85,48,664,1766,2011,1626,1894,1920,1882,1137,336,12566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,21,25,36,25,10,8,133,3,5,18,26,36,25,10,8,138,1621,2026,1710,1965,2050,1985,1167,473,12994,64,100,66,63,86,110,110,69,671,1689,2131,1791,2056,2172,2117,1284,551,13796,4,0,3,4,0,0,0,0,6,0,9,7,4,4,0,0,0,28,10,45,62,128,158,282,185,100,967,12,57,70,129,164,282,185,100,1003,3301,3886,3197,3672,3741,3513,2045,669,24029,140,202,150,148,188,200,190,113,1336,3451,4142,3419,3950,4095,4001,2419,888,26364
6003,16,25,38,28,12,0,0,0,117,36,75,68,64,43,0,0,0,302,42,287,510,807,964,1542,1024,555,5726,94,391,615,902,1022,1542,1024,555,6146,12507,17363,12771,11422,11116,9010,4672,1268,80123,642,1053,759,612,502,469,361,179,4575,13246,18810,14140,12932,12637,11020,6057,2003,90840,11,12,10,6,0,0,0,0,38,3,14,23,16,16,0,0,0,74,13,48,159,268,321,195,100,65,1173,27,80,196,295,337,195,100,65,1289,12199,17709,14190,13293,13255,11844,6880,2943,92316,561,818,590,461,451,548,513,334,4268,12787,18603,14979,14046,14038,12581,7488,3346,97873,25,41,49,34,16,0,0,0,157,43,95,93,85,57,0,0,0,373,53,337,670,1076,1282,1740,1122,621,6897,118,471,813,1193,1357,1740,1122,621,7437,24707,35072,26964,24714,24370,20850,11550,4210,172437,1200,1875,1344,1067,951,1015,873,514,8840,26030,37415,29118,26977,26680,23599,13544,5344,188711
6004,12,10,7,10,0,0,0,0,38,13,22,27,15,8,0,0,0,82,13,104,194,302,360,544,405,224,2143,38,130,222,324,374,544,405,224,2259,5285,6355,4820,4776,4538,3624,2083,558,32031,345,393,245,227,197,186,171,94,1862,5668,6880,5287,5332,5103,4352,2659,874,36148,3,0,3,0,0,0,0,0,9,0,3,6,0,5,0,0,0,17,3,17,39,76,96,57,37,18,345,3,25,41,84,97,57,37,18,373,5188,6283,5426,5638,5360,4826,2993,1353,37062,277,294,203,194,181,232,227,175,1779,5473,6604,5670,5913,5649,5111,3259,1548,39212,14,7,10,9,5,0,0,0,44,13,21,29,17,12,0,0,0,94,17,118,231,380,454,602,440,243,2485,43,153,264,410,471,602,440,243,2630,10472,12646,10241,10417,9900,8444,5078,1907,69088,625,686,450,419,382,418,393,269,3643,11140,13481,10956,11245,10748,9461,5911,2417,75361
6005,0,0,0,5,0,0,0,0,5,0,0,4,6,4,0,0,0,8,6,18,33,41,76,126,69,60,420,6,18,33,46,79,126,69,60,428,721,685,643,758,952,852,492,129,5224,54,43,50,49,44,53,36,23,348,778,739,727,850,1074,1020,604,205,6007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,8,19,18,18,10,3,75,0,8,9,17,19,18,10,3,86,735,729,757,934,1170,1049,668,264,6305,43,28,39,40,47,64,59,26,340,782,772,804,994,1235,1128,737,293,6733,0,0,0,5,0,0,0,0,5,0,0,3,4,3,0,0,0,14,10,17,34,58,92,143,78,62,495,10,18,46,65,96,143,78,62,518,1458,1412,1402,1687,2121,1900,1162,393,11533,97,71,89,92,87,116,99,45,693,1561,1508,1536,1843,2307,2154,1340,496,12746
7000,68,174,105,59,15,0,0,0,428,10,30,22,24,16,0,0,0,99,16,100,190,265,245,248,73,12,1145,98,302,315,342,279,248,73,12,1672,5199,5290,4525,4120,3371,1847,536,74,24975,849,1090,920,783,660,365,116,9,4793,6143,6682,5765,5248,4308,2464,724,99,31432,50,73,26,7,5,0,0,0,153,5,7,4,3,3,0,0,0,25,12,15,44,56,54,28,10,0,211,59,96,73,68,68,28,10,0,393,4983,5941,5079,4516,3492,1743,475,99,26328,654,793,626,568,496,269,59,8,3473,5697,6831,5779,5149,4048,2039,544,105,30196,114,243,130,69,18,0,0,0,583,12,36,33,25,15,0,0,0,125,23,116,233,316,308,279,83,12,1363,157,392,392,408,343,279,83,12,2064,10183,11233,9604,8637,6862,3599,1013,175,51305,1505,1881,1545,1352,1159,635,173,18,8265,11841,13513,11541,10393,8355,4509,1270,208,61635
7001,8,8,0,4,0,0,0,0,18,3,21,16,10,9,0,0,0,49,12,41,42,74,99,74,34,9,385,20,67,58,94,108,74,34,9,461,1278,1975,1756,1344,1264,715,207,39,8580,102,194,138,110,117,67,28,4,762,1396,2229,1961,1548,1482,855,273,56,9798,0,0,6,5,0,0,0,0,6,0,7,0,3,0,0,0,0,9,0,8,14,19,26,9,0,0,78,0,12,18,22,26,9,0,0,91,1278,2429,1906,1593,1425,779,292,102,9802,95,200,143,147,114,58,40,25,820,1377,2639,2065,1768,1564,846,333,124,10716,8,10,3,5,0,0,0,0,20,3,22,18,11,9,0,0,0,64,9,54,54,96,119,84,36,11,467,17,80,74,116,129,84,36,11,550,2559,4400,3667,2941,2683,1492,504,141,18381,196,395,285,257,226,130,66,29,1582,2773,4872,4023,3313,3048,1701,604,176,20512
7002,803,1000,488,247,70,0,0,0,2610,21,69,70,49,72,0,0,0,278,34,294,417,565,576,537,216,68,2695,850,1362,977,864,714,537,216,68,5586,6305,9118,7786,6467,5212,3363,1288,234,39779,942,1542,1177,925,582,347,137,41,5698,8101,12022,9936,8255,6508,4251,1645,349,51065,242,260,94,46,11,0,0,0,657,10,19,27,21,13,0,0,0,84,25,98,77,136,151,75,27,8,594,276,380,201,199,169,75,27,8,1333,6354,11014,9294,7215,5703,3673,1461,352,45066,626,1095,826,593,446,288,150,73,4100,7254,12488,10319,8006,6319,4040,1639,430,50497,1042,1264,584,298,82,0,0,0,3268,30,88,98,72,83,0,0,0,362,53,391,494,700,722,608,247,76,3289,1123,1739,1179,1064,884,608,247,76,6915,12659,20135,17072,13685,10913,7040,2753,585,84846,1570,2641,2001,1517,1027,643,291,116,9797,15355,24509,20253,16262,12824,8287,3287,779,101561
8000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,10,0,3,4,0,27,0,0,6,10,0,3,4,0,35,113,100,105,101,76,62,14,0,581,16,16,20,25,21,16,0,0,111,130,115,132,135,105,82,25,5,724,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,5,0,0,0,4,0,0,10,130,100,97,95,95,48,21,3,595,5,10,11,10,19,6,0,0,67,139,110,106,108,112,59,24,3,669,0,0,0,3,0,0,0,0,8,0,0,3,0,0,0,0,0,8,0,7,3,13,0,7,9,0,33,0,4,9,13,9,7,9,0,49,249,202,202,189,173,113,38,10,1173,19,19,29,38,34,27,3,0,174,271,230,243,241,215,145,50,9,1398
8001,1093,974,1294,1239,331,0,0,0,4928,111,449,451,364,494,0,0,0,1870,130,943,1487,2195,2556,2682,1725,817,12537,1335,2370,3234,3798,3371,2682,1725,817,19330,29538,36997,32026,25427,19886,14633,7187,2002,167699,1753,2304,1611,1152,934,679,498,263,9202,32623,41679,36872,30379,24194,17998,9408,3084,196237,486,408,460,342,61,0,0,0,1769,14,125,139,135,81,0,0,0,497,54,232,481,761,738,424,214,87,2985,554,759,1082,1239,888,424,214,87,5246,29900,39419,35228,28781,24022,19232,10540,4119,191238,1598,1866,1294,930,735,769,605,470,8263,32052,42040,37608,30955,25638,20419,11359,4674,204753,1576,1386,1758,1584,390,0,0,0,6692,126,576,589,499,576,0,0,0,2364,183,1172,1972,2960,3288,3102,1938,903,15522,1888,3134,4317,5043,4256,3102,1938,903,24580,59438,76413,67258,54209,43907,33866,17730,6123,358937,3353,4175,2902,2083,1670,1449,1106,729,17464,64674,83719,74476,61337,49833,38421,20774,7756,400982
9000,6,3,4,4,4,0,0,0,18,0,0,0,0,4,0,0,0,5,0,5,8,10,16,18,9,5,74,6,6,19,12,28,18,9,5,97,141,173,210,249,298,260,97,24,1454,57,159,101,86,57,46,20,0,524,196,339,324,347,382,322,120,31,2073,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,12,8,0,0,7,5,0,3,0,20,173,189,261,269,335,234,112,28,1596,29,51,48,37,48,31,19,3,276,211,240,310,316,384,267,135,34,1891,7,3,9,6,4,0,0,0,30,0,0,0,0,7,0,0,0,4,0,5,8,19,21,18,6,5,85,9,12,16,19,31,18,6,5,122,314,359,470,519,629,498,204,48,3046,84,210,148,122,108,74,39,5,795,410,583,642,665,772,586,257,66,3965
