SUA_CODE_2021,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_North_Macedonia_0_4,M_North_Macedonia_5_14,M_North_Macedonia_15_24,M_North_Macedonia_25_44,M_North_Macedonia_45_54,M_North_Macedonia_55_64,M_North_Macedonia_65_74,M_North_Macedonia_75_84,M_North_Macedonia_85ov,M_North_Macedonia_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Samoa_0_4,M_Samoa_5_14,M_Samoa_15_24,M_Samoa_25_44,M_Samoa_45_54,M_Samoa_55_64,M_Samoa_65_74,M_Samoa_75_84,M_Samoa_85ov,M_Samoa_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,4,0,0,0,0,0,0,3,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,3,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,14,13,4,35,0,7,0,8,14,21,11,3,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,4,3,7,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,5,0,24
2015,0,3,0,0,0,0,0,0,0,9,0,0,0,3,0,0,6,0,0,8,0,0,0,0,0,4,10,3,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,3,0,4,0,0,19,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,10,0,0,0,3,0,0,9,22,6,45,0,5,3,21,10,16,10,8,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,3,0,3,8,12,0,8,0,0,0,30,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,4,4,3,0,26
2016,0,21,23,116,45,40,13,0,0,261,0,4,4,5,6,5,10,4,0,31,0,0,0,9,10,31,88,101,49,290,0,0,0,0,3,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,3,19,23,206,42,17,6,0,0,314,0,0,0,0,0,0,0,4,0,7,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,7,36,6,0,0,0,0,52,0,0,0,0,3,9,21,20,4,54,0,31,46,52,37,36,20,14,3,243,0,0,0,5,0,8,14,11,3,33,4,35,24,76,13,3,3,0,0,157,0,0,0,0,0,0,5,0,0,7,0,31,34,142,28,9,4,0,0,251,0,0,0,0,4,0,0,0,0,3,0,5,16,30,14,9,6,0,0,78,0,0,0,3,4,6,15,12,0,55
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,17,15,15,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,9,66,3,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,13,0,0,0,0,0,0,8,0,0,10,0,0,0,0,3,7,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,28,13,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,8,10,4,48,0,0,5,0,10,23,78,58,45,214,0,0,0,7,4,0,0,0,0,18,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,5,10,4,4,0,0,0,40,0,0,0,0,0,8,41,16,10,78,0,0,0,3,0,0,0,0,0,6,0,0,0,33,8,0,5,0,0,50,0,0,0,6,0,0,0,0,0,14,0,0,0,4,6,9,60,52,15,149,0,10,13,70,35,43,35,10,0,216,0,0,0,0,0,0,5,0,0,4,0,4,0,23,5,0,0,0,0,33,0,0,0,0,0,0,0,0,0,4,5,14,20,62,19,6,8,0,0,134,0,0,0,8,3,0,12,0,0,27,0,0,0,0,0,4,0,0,0,9,0,0,5,4,10,33,44,28,4,118
2019,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,11,0,0,0,0,0,8,35,39,16,106,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,36,0,0,0,0,0,8,19,13,7,41,0,0,0,14,10,13,15,5,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,12,3,28,4,3,3,0,0,56,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,6,0,4,0,5,3,3,5,8,0,37
2020,0,0,0,4,0,0,0,0,0,7,0,0,0,15,3,4,9,6,0,40,0,0,0,6,0,16,24,21,4,70,0,0,0,3,5,0,0,0,0,9,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,15,0,0,0,0,0,5,0,0,0,5,0,0,0,8,0,5,6,0,0,22,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,16,53,56,10,143,0,4,17,79,41,46,34,15,3,253,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,0,0,12,0,0,0,3,0,0,6,0,0,12,0,0,8,18,8,0,0,0,0,39,0,0,0,4,3,0,11,0,0,20,0,0,0,6,0,0,0,0,0,9,0,3,3,6,6,20,27,30,4,96
2021,0,0,0,0,0,0,0,0,0,5,0,0,0,13,9,6,8,8,0,44,0,0,0,5,0,3,9,3,0,19,0,0,0,4,0,0,0,0,0,4,0,0,4,14,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,4,0,0,5,7,4,6,4,0,0,29,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,6,0,0,0,16,0,0,0,0,0,18,0,0,0,6,5,5,19,12,11,56,0,12,19,56,35,27,29,7,5,189,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,11,3,35,3,0,0,0,0,60,0,0,0,9,0,0,0,3,0,6,0,0,0,6,0,0,0,0,0,6,0,0,0,7,5,9,18,8,6,56
3000,0,5,0,12,3,9,0,0,0,32,0,9,15,154,77,72,85,52,16,485,3,4,21,138,38,94,305,318,222,1148,7,16,35,78,14,11,15,0,3,172,0,14,36,215,15,10,5,0,0,292,0,0,0,5,3,6,11,0,0,25,0,6,24,117,50,73,26,10,0,303,0,6,4,4,9,35,95,63,8,228,0,3,3,8,7,17,12,10,3,60,0,5,5,63,11,10,4,3,0,103,0,4,19,144,3,4,0,0,0,171,0,7,20,75,84,161,425,295,59,1124,24,201,348,1583,1619,1920,1890,655,72,8324,0,0,0,4,4,5,7,3,0,16,3,11,0,52,8,10,3,4,0,97,0,49,70,217,214,212,111,11,5,887,43,259,252,738,278,71,28,6,0,1685,0,0,0,21,13,22,57,20,3,127,0,0,16,92,14,18,10,8,0,150,0,19,26,99,112,252,312,182,34,1041
3001,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,0,0,0,13,0,0,0,13,4,5,0,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,3,3,0,7,0,0,28,0,12,21,127,59,47,51,11,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,16,0,3,14,19,10,0,0,0,0,44,0,0,0,3,5,4,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,16,10,8,0,40
3002,7,172,186,499,282,173,68,19,6,1413,27,234,211,1833,654,460,386,281,82,4167,9,75,110,801,312,357,716,662,430,3466,37,187,315,585,275,104,79,31,6,1635,41,415,654,3302,954,356,146,63,11,5943,3,18,32,179,118,119,91,50,12,614,40,268,609,2007,837,715,517,274,51,5331,0,3,8,25,21,83,164,129,29,463,0,4,34,137,60,71,90,43,5,451,0,55,230,846,250,147,111,47,15,1710,6,72,742,2230,142,50,26,0,0,3269,10,77,82,345,361,396,925,708,213,3113,454,3916,6967,18295,9917,7788,4940,1849,377,54506,0,4,4,78,58,74,67,38,6,322,28,319,326,1474,294,144,73,12,5,2674,13,140,486,942,1016,731,373,130,47,3880,66,745,1446,4051,1752,892,390,91,28,9458,3,22,31,426,194,229,301,118,47,1367,8,180,318,1199,780,821,484,135,17,3944,11,165,313,1031,1019,1249,1127,763,210,5888
3003,0,0,0,5,4,0,0,0,0,14,0,6,0,15,6,3,7,9,0,39,0,0,0,13,0,6,25,31,25,103,0,0,3,24,0,0,0,0,0,26,0,8,7,63,3,0,4,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,13,67,18,15,0,0,0,114,0,0,0,0,0,5,5,17,3,31,0,0,0,0,0,4,3,0,0,5,0,0,0,12,0,0,0,0,0,12,0,0,3,50,3,5,0,0,0,61,0,0,5,5,3,15,42,41,18,133,7,28,42,119,129,129,164,80,15,709,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,19,0,5,3,11,20,10,7,0,0,53,0,22,19,66,16,9,5,0,0,142,0,0,0,0,0,0,0,4,0,9,0,0,0,3,0,0,0,0,0,7,0,3,0,9,14,25,48,36,15,143
3004,0,0,0,0,0,0,4,3,0,8,0,6,8,75,31,44,35,15,4,216,0,12,8,111,20,49,56,45,44,348,4,52,39,109,149,47,21,11,3,434,0,21,16,202,44,15,7,0,0,314,0,0,0,3,0,4,7,0,0,21,5,16,13,30,22,34,16,7,5,148,0,0,0,0,0,10,15,6,3,34,0,0,6,6,3,10,4,5,4,33,0,4,9,61,15,4,0,0,0,94,9,62,79,116,6,0,0,0,0,272,0,6,7,38,39,48,78,38,17,264,16,97,137,557,453,449,371,142,22,2238,0,0,0,3,0,0,5,0,0,9,0,4,3,20,0,4,0,0,0,37,0,102,183,220,178,115,59,12,5,875,8,55,79,212,101,61,14,4,0,532,0,0,0,30,24,12,22,0,0,102,0,3,3,16,10,8,8,0,0,49,0,10,6,61,66,78,77,40,14,352
3005,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,5,0,3,0,0,0,7,0,0,3,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,25,30,97,69,56,29,5,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,0,0,0,13,0,20,20,39,25,3,0,0,0,107,0,0,0,3,0,0,0,0,0,3,0,0,5,25,0,0,0,0,0,23,0,3,0,4,0,6,0,4,0,18
3006,0,0,3,0,5,4,0,0,0,7,0,3,5,8,4,3,0,3,0,32,0,0,0,4,4,6,12,4,8,35,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,8,5,7,0,0,0,26,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,13,0,0,0,0,0,13,0,0,0,5,4,3,13,4,3,38,5,40,92,196,144,162,110,24,7,777,0,0,0,0,0,0,0,0,0,0,0,7,0,19,0,0,0,0,0,28,0,0,6,11,8,4,3,0,0,33,0,49,64,100,72,15,8,0,0,318,0,0,0,0,0,5,6,0,0,10,0,0,0,0,5,0,0,0,0,3,0,0,4,15,13,25,19,11,0,96
3007,0,9,11,44,33,36,18,5,7,158,0,42,48,323,156,90,95,94,34,885,0,20,28,319,91,150,271,246,101,1221,15,140,195,414,305,184,127,44,8,1429,12,111,152,712,284,172,59,30,6,1536,0,3,7,42,39,59,22,23,6,188,5,26,104,242,132,197,117,38,6,858,0,0,0,7,7,39,99,96,31,280,0,0,6,73,21,38,45,19,5,207,0,0,8,26,13,8,4,3,3,62,0,8,129,434,11,3,0,0,0,599,0,16,19,99,76,115,314,258,98,1002,118,1086,2399,7028,4196,3550,2706,1339,299,22723,0,0,11,46,24,36,36,16,0,167,0,26,62,226,36,33,5,7,0,399,0,12,44,95,180,130,46,14,3,524,12,147,243,801,283,158,82,27,14,1766,0,7,14,111,64,76,131,66,26,501,0,0,12,83,45,40,27,18,0,225,3,57,79,313,292,371,409,323,99,1940
3008,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,15,0,0,0,0,0,0,8,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,5,0,0,3,16,7,4,29,0,9,14,41,53,39,58,26,5,246,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,5,5,0,0,15,0,0,0,8,9,0,0,0,0,24,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,8,0,26
3009,0,0,0,0,3,0,0,0,0,3,0,0,0,6,5,7,12,9,5,48,0,0,0,8,7,6,24,11,9,58,3,3,0,3,0,0,0,0,0,9,0,0,3,15,0,0,0,0,0,17,0,0,0,0,0,4,0,0,0,5,0,0,0,10,4,7,9,0,0,30,0,0,0,0,0,3,15,16,3,40,0,0,0,4,0,4,4,0,0,13,0,0,0,5,0,0,0,3,0,7,0,0,3,27,3,0,0,0,0,36,0,0,0,3,0,11,63,56,21,145,0,45,51,118,125,164,254,130,28,918,0,0,0,0,0,0,0,0,0,4,0,0,4,10,0,0,0,0,0,18,0,0,0,5,8,6,0,0,0,22,3,8,7,38,7,3,0,0,0,76,0,0,0,4,0,7,11,9,0,26,0,0,0,0,3,3,0,0,0,6,0,0,3,15,13,42,51,39,11,165
3010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,5,3,0,12,7,0,4,21,23,10,12,11,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,8,0,5,5,18,6,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,8
3011,0,0,0,0,0,0,0,0,0,0,0,8,0,32,6,3,7,9,5,64,0,0,0,18,4,5,17,16,10,70,0,5,5,4,0,6,0,0,0,13,0,0,0,24,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,4,0,0,5,29,7,3,4,0,0,60,0,0,0,5,0,10,28,29,14,86,0,0,0,3,0,0,0,0,0,9,0,0,0,13,5,0,0,0,0,16,0,3,5,39,3,0,0,0,0,53,0,0,5,4,9,10,19,22,0,81,3,59,99,313,197,215,147,53,7,1091,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,3,0,0,0,29,0,3,4,18,22,13,6,0,0,65,4,95,133,318,158,46,9,0,0,764,0,0,0,3,0,4,0,6,0,19,0,3,0,10,0,0,4,0,0,17,0,0,0,19,13,21,30,14,0,89
3012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,4,3,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,4,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,8,16,14,0,38,0,3,9,33,42,44,74,43,5,252,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,8,0,8,0,0,15,0,7,7,11,3,0,0,0,0,33,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,7,13,7,36
3013,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,0,0,0,19,0,5,0,0,0,0,0,9,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,10,4,30,61,150,72,74,23,4,3,407,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,16,0,0,9,24,7,3,0,0,0,44,0,16,33,62,24,22,0,0,0,167,0,0,0,3,0,0,0,0,0,8,0,0,0,10,4,3,4,0,0,18,0,0,0,0,5,5,6,3,0,13
3014,0,0,0,4,0,0,0,0,0,7,0,9,3,8,3,4,0,9,0,37,0,0,0,5,0,6,5,4,0,21,0,0,0,6,3,0,4,0,0,12,0,7,0,8,4,0,0,0,0,25,0,0,0,0,0,0,0,3,0,5,0,8,6,12,9,7,6,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,52,11,3,0,0,0,64,0,8,18,80,8,0,0,0,0,114,0,0,0,0,0,4,17,12,10,44,6,32,54,167,107,104,82,23,3,579,0,0,0,0,0,0,0,0,0,0,0,3,9,14,0,5,0,0,0,24,0,4,18,24,16,6,6,4,0,71,4,37,76,147,66,19,3,0,0,357,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,14,0,3,6,8,6,14,26,9,3,78
3015,0,0,5,3,6,0,3,0,0,17,5,50,32,139,79,77,68,49,16,511,0,11,21,119,49,51,97,77,33,460,3,24,20,39,17,5,7,6,0,126,3,34,16,201,11,4,4,0,0,277,0,0,0,5,0,11,3,3,0,27,0,8,17,72,49,44,29,8,4,226,0,0,0,0,7,16,29,35,9,89,0,3,3,13,8,13,17,3,0,63,0,0,3,0,11,9,4,3,6,38,0,15,71,339,15,9,0,0,0,443,3,11,17,51,91,95,229,174,64,734,47,324,538,1899,1462,1414,1293,639,143,7757,0,0,0,4,0,3,5,0,0,20,0,5,4,49,4,5,8,3,0,78,0,9,15,62,140,88,24,12,3,353,13,80,47,216,65,22,22,3,0,465,0,9,6,54,27,17,39,11,17,187,0,0,3,9,3,9,3,4,0,34,3,41,49,132,160,221,254,173,63,1101
3016,45,368,258,251,103,25,15,4,0,1075,0,4,3,23,16,19,12,15,4,99,0,0,5,10,0,9,22,14,8,70,0,9,9,11,3,3,3,0,0,35,0,18,8,93,6,0,0,0,0,123,0,0,0,0,0,0,4,0,0,8,0,8,6,58,22,13,9,0,0,124,0,0,0,0,0,0,5,0,0,6,0,0,0,7,0,0,0,0,0,12,0,0,0,12,0,0,0,0,0,14,0,12,50,257,12,3,0,0,0,338,0,0,8,7,14,16,35,44,16,133,9,51,83,253,209,198,127,65,14,1010,0,0,0,0,0,0,0,0,0,4,0,15,21,49,11,6,0,0,0,104,0,6,22,29,34,27,15,0,0,128,9,55,96,197,73,32,6,0,0,464,0,0,0,9,0,3,4,0,5,22,0,0,0,4,0,4,0,0,0,12,0,3,0,17,16,28,39,48,15,175
3017,0,0,0,9,0,0,0,0,0,12,0,16,12,49,19,19,20,13,0,151,0,0,12,39,13,23,47,47,45,230,0,5,13,5,0,0,9,0,0,28,7,20,13,115,35,3,0,0,0,191,0,0,0,0,0,0,0,0,0,3,0,3,10,54,29,45,12,5,0,158,0,0,0,0,0,9,8,4,0,27,0,0,3,12,0,0,0,0,0,20,0,0,3,23,9,7,6,0,0,47,0,0,8,77,8,0,0,0,0,98,0,4,4,26,15,24,46,37,9,158,11,79,166,531,363,381,255,85,7,1877,0,0,0,0,0,0,0,0,0,0,0,8,14,28,4,3,0,0,0,62,0,28,61,117,82,56,24,0,0,365,3,61,156,244,142,46,22,3,0,673,0,0,0,16,6,6,4,7,0,40,0,0,5,5,5,5,0,0,0,24,0,8,8,47,31,72,71,37,13,299
3018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,18,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,6,7,3,0,17,0,5,6,29,13,15,37,10,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,7,27,3,6,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,4,5,0,17
3019,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,0,0,3,0,23,0,0,0,3,3,0,3,5,0,13,0,0,0,3,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,9,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,13,0,0,0,0,0,5,5,12,4,29,3,10,29,64,50,57,63,20,4,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,9,0,4,0,12,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,11,6,0,5,33
