SUA_CODE_2021,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_SAR_Ch_0_4,P_Hong_Kong_SAR_Ch_5_14,P_Hong_Kong_SAR_Ch_15_24,P_Hong_Kong_SAR_Ch_25_44,P_Hong_Kong_SAR_Ch_45_54,P_Hong_Kong_SAR_Ch_55_64,P_Hong_Kong_SAR_Ch_65_74,P_Hong_Kong_SAR_Ch_75_84,P_Hong_Kong_SAR_Ch_85ov,P_Hong_Kong_SAR_Ch_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_North_Macedonia_0_4,P_North_Macedonia_5_14,P_North_Macedonia_15_24,P_North_Macedonia_25_44,P_North_Macedonia_45_54,P_North_Macedonia_55_64,P_North_Macedonia_65_74,P_North_Macedonia_75_84,P_North_Macedonia_85ov,P_North_Macedonia_Tot
2014,0,0,0,0,5,0,8,11,3,23,0,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,3,3,24,3,5,0,0,0,38,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0,6,0,0,0,3,0,3,3,0,5,16,0,0,0,5,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,3,9,6,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,21,0,0,0,0,0,27,0,0,0,0,0,0,26,17,8,56,0,9,9,24,33,40,26,8,0,143,0,0,0,0,0,0,0,0,0,0
2015,0,0,0,6,0,4,25,16,5,56,0,0,0,0,0,0,3,0,0,9,0,0,0,4,0,0,0,0,0,8,3,9,16,101,17,3,5,0,0,151,0,0,0,6,0,0,0,0,0,13,0,0,0,6,0,0,0,0,0,4,0,3,0,4,0,0,0,0,0,9,0,0,0,9,3,0,5,3,0,26,0,0,4,0,0,4,16,20,7,47,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,8,12,3,0,55,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,3,8,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,14,0,0,0,0,0,18,0,0,0,3,0,7,21,33,12,81,0,11,7,38,27,30,23,13,4,152,0,0,0,0,0,3,0,0,0,3
2016,0,0,4,12,12,12,29,18,6,96,0,5,8,6,4,15,38,40,32,141,4,0,0,27,0,0,0,0,0,40,14,98,144,1214,184,117,71,12,3,1861,0,0,9,34,17,6,0,0,0,67,0,34,44,27,3,3,5,0,0,116,0,38,49,243,89,58,20,5,0,494,0,14,4,8,3,8,13,6,4,58,0,4,0,10,12,61,182,195,98,575,0,0,0,10,9,0,0,0,0,14,0,0,0,6,0,5,0,0,0,16,0,0,0,3,0,0,0,0,0,6,4,44,46,404,83,36,11,0,0,633,0,0,0,0,0,0,6,9,0,10,0,0,3,6,0,0,0,0,0,18,0,0,0,7,0,0,0,0,0,12,0,3,19,67,10,3,0,0,0,104,0,0,0,7,3,13,51,33,14,120,0,61,86,123,78,77,50,29,3,513,0,0,0,7,0,7,19,20,10,71
2017,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,3,14,17,156,15,10,4,0,0,209,0,4,5,19,16,5,0,0,0,44,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,3,0,0,8,0,0,0,0,3,5,28,40,27,106,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,18,131,21,8,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,21,0,0,0,0,0,0,7,3,3,16,0,0,3,17,9,9,5,4,0,50,0,0,0,0,0,0,0,0,0,0
2018,0,0,0,13,4,18,82,68,23,203,0,0,0,0,0,5,16,23,9,62,0,3,0,10,4,4,0,3,0,21,10,24,83,285,37,20,16,4,5,477,0,4,0,24,0,0,11,10,0,55,0,3,0,8,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,4,0,0,0,19,8,15,14,11,4,79,0,0,5,9,17,57,140,128,92,441,3,3,0,11,5,0,3,0,0,24,0,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,15,21,29,8,13,8,0,0,110,0,0,0,3,0,12,63,47,13,143,0,0,0,8,0,0,0,0,0,15,0,6,8,55,17,8,0,0,0,86,0,0,13,24,3,0,0,0,0,37,0,0,0,9,16,18,131,96,38,307,0,30,27,134,79,76,66,21,4,441,0,0,0,0,0,0,3,0,0,5
2019,0,0,0,0,0,3,28,17,3,67,0,0,0,3,0,0,6,10,0,18,0,0,0,4,0,0,7,0,0,7,8,7,17,104,6,3,0,0,0,148,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,19,0,0,0,3,5,21,68,84,38,217,0,0,0,12,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,11,25,11,10,0,0,0,56,0,0,0,0,0,0,0,0,0,6,0,0,5,3,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,4,0,3,12,54,0,0,0,0,0,67,0,0,0,3,4,8,31,25,8,77,0,5,8,32,28,23,22,11,0,123,0,0,0,0,0,0,0,0,0,0
2020,0,3,0,18,14,15,64,51,17,189,0,0,0,0,0,3,9,8,0,25,0,0,0,15,0,4,0,0,0,23,5,15,26,185,32,16,16,11,0,296,0,0,8,34,5,0,6,5,0,51,0,3,0,6,0,3,0,0,0,17,0,5,0,5,5,0,0,0,0,11,0,0,0,16,12,9,13,9,7,71,0,0,0,5,5,16,34,33,13,120,0,4,0,6,5,3,0,0,0,24,0,0,0,14,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,12,3,14,10,0,0,34,0,0,0,0,0,9,10,6,0,19,0,0,4,23,5,10,7,0,0,53,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,5,0,0,3,11,19,38,117,101,28,313,0,16,37,146,98,96,79,27,0,513,0,0,0,0,0,0,0,4,0,5
2021,0,0,0,14,5,10,13,9,5,57,0,0,0,0,0,0,4,0,0,15,0,0,0,3,0,0,0,0,0,10,0,17,22,114,16,8,0,0,0,180,0,3,4,25,5,0,0,0,0,39,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,3,11,24,10,8,10,11,0,83,0,0,0,7,3,7,10,0,0,33,0,0,0,8,7,3,0,0,0,21,0,0,3,31,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,4,0,0,3,18,12,6,4,0,0,57,0,0,0,0,4,4,7,4,0,15,0,0,0,8,0,0,0,0,0,7,0,0,0,8,0,0,0,0,0,10,0,0,0,29,0,0,0,0,0,34,0,0,0,8,6,8,33,36,13,105,0,18,29,113,76,67,53,19,5,382,0,0,0,0,0,0,0,0,0,0
3000,3,16,92,502,296,542,794,609,134,2988,0,0,3,7,5,19,34,29,24,122,4,16,44,111,24,52,27,8,0,291,33,103,200,1551,175,143,113,86,25,2434,6,36,48,316,112,61,111,43,19,750,0,0,5,54,23,13,11,5,0,108,0,9,0,13,3,11,8,0,0,43,5,22,44,337,126,134,152,111,31,957,3,13,35,264,68,168,554,622,466,2188,10,29,58,306,99,48,33,3,3,590,4,17,57,444,29,19,9,0,0,581,0,0,0,3,7,9,8,5,0,40,5,20,37,236,121,181,83,23,6,708,0,6,4,5,12,53,155,96,21,355,0,3,5,14,17,29,25,14,3,111,0,7,9,106,21,22,6,3,0,163,0,0,53,260,7,11,0,0,0,329,3,17,33,177,177,324,777,483,109,2104,51,376,715,3299,3300,4062,3384,1144,156,16489,0,0,0,7,7,12,9,5,0,40
3001,0,0,4,42,10,7,19,11,0,101,0,0,0,0,0,0,0,0,0,3,0,0,0,18,3,4,0,0,0,20,0,4,15,68,4,6,0,0,0,93,0,0,4,19,4,0,0,0,0,29,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,24,9,6,0,0,0,41,0,0,0,18,3,5,3,5,0,40,0,0,0,10,0,3,0,0,0,18,0,0,0,20,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,5,17,3,4,0,0,0,29,0,0,0,0,3,0,3,0,0,9,0,0,0,5,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,18,0,0,0,17,3,5,8,3,0,43,0,22,45,233,102,99,96,17,0,609,0,0,0,0,0,0,0,0,0,0
3002,44,174,363,2134,1294,1191,2075,1419,436,9131,0,43,68,182,147,244,539,656,367,2252,107,644,1408,3714,1075,1442,1056,230,93,9768,425,3151,5065,32233,5252,2559,1752,832,270,51543,48,253,579,2094,860,446,514,285,96,5183,22,411,631,3521,898,393,252,106,27,6262,6,304,384,1019,488,265,144,41,5,2665,35,449,404,3148,1183,814,746,538,215,7541,14,125,197,1378,520,670,1340,1327,900,6478,77,371,642,2477,1261,416,230,93,49,5605,79,795,1355,7499,2211,768,317,128,23,13183,10,38,56,309,236,238,166,83,25,1159,68,560,1302,4408,1846,1672,1255,546,116,11767,0,13,17,46,50,147,313,246,72,895,0,4,52,273,126,168,177,91,27,915,3,111,427,1668,491,324,234,101,35,3406,14,143,1573,4349,210,119,34,9,0,6453,19,134,172,723,655,788,1784,1339,472,6096,840,7651,13543,36812,20175,15719,9831,3813,861,109251,0,4,14,177,130,160,134,61,22,701
3003,0,4,7,27,17,36,72,88,31,279,0,0,0,0,0,0,5,0,0,10,0,0,0,39,0,6,4,0,0,52,9,38,23,222,47,10,13,16,3,372,0,3,4,38,11,6,17,4,0,82,0,0,0,13,0,6,0,0,0,22,0,3,3,4,4,0,0,0,0,18,0,6,5,21,12,10,17,17,3,92,0,0,0,22,7,6,37,51,47,183,0,0,12,48,3,0,0,0,0,64,0,9,19,130,7,0,3,0,0,178,0,0,0,0,0,0,0,0,0,3,0,5,30,136,35,29,6,0,0,242,0,0,0,0,0,9,14,24,11,55,0,0,0,5,5,3,3,0,0,12,0,0,0,15,0,0,0,0,0,23,0,0,20,97,9,3,0,0,0,137,0,0,5,14,11,34,84,70,29,248,11,47,81,267,259,295,310,152,30,1452,0,0,0,0,0,0,0,0,0,0
3004,5,16,46,229,137,187,201,189,51,1053,0,0,0,3,11,15,13,16,12,64,0,12,19,125,19,51,27,14,5,271,16,122,160,1076,194,102,60,36,14,1785,4,38,36,148,81,33,43,8,16,405,0,0,0,23,15,9,8,0,0,64,0,0,5,0,0,0,4,3,0,16,0,20,21,130,68,62,57,34,6,396,0,22,18,192,35,88,114,104,79,647,3,87,81,604,596,166,44,22,8,1613,5,42,42,481,104,19,15,3,0,708,0,0,0,7,6,10,9,3,0,34,5,29,15,75,57,72,37,11,10,320,0,0,4,4,10,26,23,12,8,73,0,0,6,16,7,19,15,10,10,75,0,5,11,106,27,10,0,0,0,165,10,117,184,223,12,0,5,0,0,551,6,10,14,83,72,80,137,70,28,496,35,195,298,1125,937,905,683,241,54,4469,0,0,0,6,0,4,5,0,0,13
3005,0,0,0,8,3,0,5,0,0,16,0,0,0,0,0,5,0,0,0,6,0,0,0,0,6,0,0,0,0,4,0,10,0,84,3,3,0,0,0,111,0,0,3,14,0,5,0,0,0,23,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,23,0,0,0,0,0,0,4,0,0,6,0,4,0,5,0,0,0,0,0,8,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,7,39,3,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,9,0,3,0,0,0,11,0,0,4,4,0,0,0,0,0,15,0,0,0,0,3,0,3,0,0,11,4,34,62,189,122,100,51,8,0,573,0,0,0,0,0,0,0,0,0,0
3006,0,0,3,13,18,21,31,24,4,105,0,0,0,0,0,3,4,0,3,17,0,0,0,10,0,0,0,0,0,16,9,38,28,241,54,12,4,4,0,396,0,4,9,22,14,5,4,0,0,53,0,0,0,14,9,4,0,0,0,24,0,0,3,0,10,4,0,0,0,14,0,3,8,19,8,9,5,3,3,65,0,5,5,12,8,6,18,6,3,52,0,0,0,8,0,0,0,0,0,16,0,0,0,6,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,4,3,21,9,10,3,0,0,52,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,9,3,0,0,0,0,15,0,0,0,24,0,0,0,0,0,23,0,0,0,6,9,15,24,11,6,76,9,68,170,400,291,293,186,49,6,1476,0,0,0,0,0,0,0,0,0,0
3007,13,40,109,648,322,427,770,736,270,3323,0,9,10,58,38,100,146,160,52,575,24,170,226,599,216,281,200,45,7,1773,48,321,849,4643,605,357,260,182,59,7324,16,57,153,452,241,138,158,42,29,1296,0,40,69,522,143,129,111,36,14,1075,0,7,28,110,57,53,29,13,9,305,5,85,97,573,275,202,219,191,72,1713,0,30,53,495,160,251,500,392,182,2071,30,245,408,1669,1217,576,306,106,30,4588,26,218,348,1624,695,392,132,67,13,3510,0,7,9,74,70,87,51,44,9,345,7,57,193,557,332,433,263,89,27,1962,0,0,0,13,14,87,215,197,56,587,0,0,19,136,49,84,85,35,17,429,0,0,16,65,36,23,14,12,7,164,3,16,219,812,21,12,4,0,0,1085,3,22,47,219,157,243,613,496,200,1995,234,2167,4648,13789,8598,7513,5742,2780,740,46200,0,0,11,85,50,72,72,26,8,330
3008,0,0,4,4,6,16,25,25,6,89,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,6,0,4,3,58,6,6,3,0,0,86,0,4,0,4,0,0,8,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,9,0,0,21,0,0,0,4,0,0,8,0,0,19,0,0,0,10,5,0,0,0,0,9,0,0,0,14,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,5,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,0,3,3,5,8,26,15,8,72,0,15,25,95,97,84,113,58,17,503,0,0,0,0,0,0,0,0,0,0
3009,0,4,7,19,26,54,133,116,55,415,0,0,0,0,0,5,8,3,0,17,0,0,4,8,4,8,8,0,0,27,3,19,14,162,38,19,6,11,0,283,0,0,0,16,9,9,11,7,3,50,0,0,0,4,0,4,4,4,0,18,0,0,0,0,3,0,0,0,0,3,0,6,4,17,14,16,23,19,8,103,0,0,0,17,9,19,28,18,11,102,3,3,3,10,9,0,5,0,0,34,0,0,0,26,4,0,0,0,0,36,0,0,0,0,4,4,0,0,0,14,0,0,4,34,14,19,19,3,0,89,0,0,0,0,0,9,22,25,3,59,0,0,0,3,0,4,7,0,0,19,0,0,0,23,0,0,0,3,0,29,0,0,9,52,3,3,0,0,0,68,0,0,0,8,8,28,108,88,34,278,5,68,104,266,301,436,506,282,64,2042,0,0,0,0,0,4,0,0,0,4
3010,0,0,0,4,4,0,9,9,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,3,4,33,0,0,4,0,0,45,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,10,0,5,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,3,0,0,4,11,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,14,0,0,0,0,0,0,12,8,0,26,8,5,11,45,35,27,35,15,0,181,0,0,0,0,0,0,0,0,0,0
3011,3,3,4,42,21,45,55,38,9,227,0,0,0,0,0,0,0,3,0,10,0,0,0,14,0,6,0,0,0,22,15,51,36,443,70,24,18,11,3,670,0,7,9,33,14,10,4,0,6,81,0,5,0,24,4,0,0,0,0,33,0,0,0,0,0,0,0,0,0,4,0,14,5,62,14,8,12,7,0,127,3,7,0,24,5,15,30,30,22,133,0,7,0,20,5,3,3,0,0,45,0,0,0,48,5,3,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,15,59,17,9,14,0,0,109,0,0,0,6,5,13,64,67,26,178,0,0,0,5,0,0,4,4,0,13,0,0,0,27,4,3,0,0,0,33,0,3,12,77,4,5,0,0,0,98,0,0,3,7,23,18,44,34,8,146,8,116,190,642,412,407,261,95,16,2148,0,0,0,0,0,0,0,0,0,0
3012,0,0,0,6,7,8,46,31,6,111,0,0,0,0,0,5,3,0,0,4,0,0,0,0,0,0,4,0,0,3,0,6,0,28,4,0,0,0,0,49,0,0,0,7,5,0,4,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,4,3,0,25,0,0,0,0,0,0,12,9,3,24,0,0,0,0,3,5,0,0,0,7,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,4,0,0,17,0,0,0,0,0,0,7,4,0,16,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,12,0,0,0,0,4,8,28,21,7,64,0,8,12,80,87,111,128,71,8,516,0,0,0,0,0,0,0,0,0,0
3013,0,0,0,8,0,3,4,8,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,3,10,7,114,12,10,0,3,0,155,0,0,0,14,7,0,0,0,0,24,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,6,0,3,0,28,0,5,0,5,0,0,5,10,3,29,0,0,0,6,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,5,20,0,0,0,0,0,18,0,0,0,5,0,4,5,0,0,21,6,57,115,301,135,122,39,4,3,781,0,0,0,0,0,0,0,0,0,0
3014,0,0,3,29,8,16,16,24,8,111,0,0,0,0,4,0,0,0,4,14,0,3,4,13,7,3,0,0,0,35,9,35,61,421,77,23,15,9,0,642,3,0,0,14,12,6,3,4,0,42,0,0,0,13,7,0,3,5,0,31,0,0,0,3,0,0,0,0,0,9,4,6,3,19,13,4,4,10,5,67,0,0,0,10,3,6,7,3,3,28,0,5,3,14,9,3,5,0,0,35,0,7,7,26,17,3,0,0,0,51,0,0,0,0,0,0,0,3,0,5,4,6,5,28,13,13,6,0,0,80,0,0,0,0,0,0,0,4,0,9,0,0,0,3,0,0,0,0,0,5,0,0,3,55,12,8,0,0,0,79,0,8,38,159,14,9,0,0,0,223,0,0,3,6,7,6,36,21,12,97,11,73,91,326,223,207,146,39,8,1128,0,0,0,0,0,0,0,0,0,0
3015,5,35,54,409,269,370,551,470,148,2317,0,4,5,9,18,24,34,32,22,153,9,60,45,91,32,50,31,13,6,328,21,155,236,1494,194,117,93,91,34,2440,3,32,31,139,62,27,71,23,22,420,0,8,10,88,30,11,9,5,0,167,0,0,5,6,5,3,0,0,0,24,0,72,60,272,173,144,146,98,40,1009,0,27,32,224,90,106,158,120,79,836,11,39,56,211,117,50,25,3,3,509,3,55,37,486,40,15,8,0,0,651,0,0,0,8,14,13,7,5,3,48,0,20,30,156,125,119,87,18,5,560,0,0,0,9,14,35,71,69,16,209,0,3,9,31,14,31,26,12,3,137,0,0,3,15,18,7,13,14,3,71,0,22,168,647,15,10,0,0,0,869,3,26,42,144,177,186,462,340,142,1523,87,687,1115,3866,3086,3127,2714,1322,348,16338,0,0,0,8,6,12,8,0,6,35
3016,0,4,10,41,34,56,86,62,27,325,0,0,0,4,0,11,6,0,3,22,0,7,13,43,11,11,12,4,0,102,18,111,272,1290,143,63,36,18,12,1946,0,6,8,32,18,6,14,8,0,90,0,5,29,59,16,21,10,9,0,149,85,702,532,571,183,66,40,15,4,2200,0,14,4,41,33,32,24,26,6,183,0,3,6,19,7,14,32,25,20,116,4,5,14,42,17,6,7,0,4,101,0,26,17,183,20,0,0,0,0,246,0,0,0,5,5,0,3,5,0,14,0,7,16,135,51,43,26,7,0,292,0,0,0,0,0,3,5,3,0,19,0,0,0,16,0,9,4,0,0,18,0,0,4,19,0,3,0,3,0,26,0,18,166,498,16,6,9,0,0,717,0,0,8,23,30,37,94,84,40,304,20,95,147,538,446,374,279,139,33,2061,0,0,0,0,0,0,0,0,0,0
3017,0,17,28,141,75,83,124,89,30,583,0,0,8,13,11,12,23,28,10,112,0,4,32,52,16,14,17,4,0,135,10,90,241,917,300,105,51,21,4,1742,5,14,28,67,32,17,10,12,3,188,0,3,3,39,8,5,7,3,0,63,0,6,8,17,3,3,4,0,0,40,0,40,17,102,42,38,41,21,12,317,0,5,19,66,33,49,97,79,67,409,6,10,23,63,23,12,8,0,0,145,7,39,20,226,69,10,6,0,0,372,0,0,0,0,0,0,0,4,0,6,0,11,30,131,68,91,22,19,5,371,0,0,0,4,0,14,20,8,0,49,0,3,3,24,7,8,4,0,0,35,0,0,7,46,14,14,7,5,0,98,0,6,28,147,7,0,0,0,0,195,0,5,13,51,36,38,91,69,16,310,26,168,346,1093,738,773,482,169,33,3819,0,0,0,0,0,4,4,0,0,4
3018,0,0,0,9,0,3,6,12,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,4,4,36,5,3,0,0,0,50,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,4,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,5,0,0,4,28,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,4,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,4,14,9,0,34,0,5,13,47,27,43,62,22,0,233,0,0,0,0,0,0,0,0,0,0
3019,0,0,0,10,7,17,18,13,5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,13,0,0,3,8,0,27,0,0,0,0,6,0,0,0,3,14,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,15,7,7,0,6,0,45,0,0,0,3,3,9,0,0,4,19,0,0,0,5,4,0,0,0,0,17,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,4,6,4,0,0,0,14,0,0,0,0,0,0,4,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,4,17,14,6,40,6,21,46,133,113,122,107,30,8,586,0,0,0,0,0,0,0,0,0,0
