SUA_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
1033,3247,2870,899,352,1598,1384,422,773,3329,399,2180,11058,1004,22176,42,34,10,5,22,13,8,9,46,8,28,95,10,235,164,69,51,26,79,66,16,47,85,23,87,224,35,649,68,21,17,12,30,23,12,13,25,6,26,92,13,240,24,4,7,0,15,11,3,9,10,5,12,50,3,112,9,0,0,0,5,7,0,0,3,0,0,40,0,62,32,19,12,0,20,11,4,3,9,0,20,221,8,304,6,3,0,3,5,0,0,0,4,0,7,80,0,99,7,3,0,0,13,0,0,4,5,0,6,212,0,241,19,10,3,0,6,6,5,11,14,5,16,55,9,100,7,3,0,4,6,8,0,5,6,0,5,52,0,87,371,181,100,55,206,145,49,102,202,46,203,1124,82,2135,142,68,23,26,79,58,26,32,71,9,53,216,1694,2201,3760,3119,1023,430,1887,1592,495,906,3608,459,2439,12396,2783,26519,752,1037,164,9
1034,2230,1225,615,124,812,817,209,402,1532,177,1236,7595,521,13771,38,16,14,0,9,15,5,9,30,6,21,159,3,263,215,73,71,23,95,98,20,60,90,24,102,352,27,890,52,13,21,8,29,28,9,15,17,10,36,104,16,240,61,6,20,8,38,31,8,11,27,7,22,112,6,247,4,0,0,0,4,6,0,0,7,0,3,13,3,31,11,10,4,0,10,0,0,3,6,0,9,124,7,172,0,0,3,0,0,5,0,0,0,0,4,62,0,73,7,6,0,0,0,0,0,0,0,0,5,38,0,52,20,15,3,3,0,4,4,5,7,0,26,89,8,146,13,7,5,4,4,8,3,4,4,0,12,44,0,80,437,155,137,46,194,186,47,101,183,46,232,1103,70,2206,74,28,13,12,19,25,3,22,26,11,27,125,776,1049,2745,1412,771,175,1021,1026,259,520,1742,234,1489,8818,1375,17026,549,531,146,8
1035,4892,6119,1635,400,2374,1995,614,1167,5707,524,3985,26807,2020,47264,59,43,23,5,28,33,15,19,55,6,44,434,16,646,189,94,51,19,94,74,25,52,81,16,99,356,32,829,63,32,29,14,26,38,10,19,39,10,35,172,11,347,42,11,22,4,34,18,0,9,18,7,25,106,6,217,24,21,17,0,46,23,15,5,35,0,102,963,23,1189,20,38,5,0,28,14,7,3,31,0,45,800,31,974,9,11,4,0,12,4,0,4,7,0,24,385,6,454,12,22,8,0,57,10,5,0,23,0,35,1202,25,1374,22,27,11,0,16,7,0,0,30,4,21,146,0,246,15,27,3,0,13,13,3,4,23,0,27,381,12,492,464,326,164,49,360,240,86,116,333,42,463,4946,180,6778,114,64,37,44,50,55,11,31,78,11,67,198,2459,2964,5463,6511,1836,497,2778,2287,714,1320,6121,578,4516,31955,4655,57003,1634,3258,560,5
1036,21918,22847,6871,1473,9729,8473,2513,4606,26144,2150,20653,141131,9529,233118,423,336,159,43,275,185,63,108,338,51,346,2360,141,3961,3404,1339,1031,334,1435,1376,390,864,1515,340,1784,6401,555,14877,933,274,339,137,476,480,112,199,375,140,492,2084,158,4464,3140,590,813,539,2161,1467,395,444,1275,428,1717,6295,519,14031,433,224,105,30,376,187,69,50,270,37,476,2432,130,3924,330,273,109,20,349,117,46,40,209,31,385,3850,156,5354,76,80,50,16,118,45,10,17,66,18,174,2541,39,3095,123,127,30,11,194,80,20,22,108,9,156,3486,85,4205,365,271,120,37,223,131,51,53,364,37,365,2196,80,3584,132,133,46,8,101,54,20,22,149,6,165,1438,77,2119,9353,3645,2807,1177,5707,4101,1175,1805,4674,1095,6064,33090,1937,59606,588,207,130,75,306,258,106,145,291,83,234,1064,10615,12963,31860,26702,9808,2729,15749,12834,3790,6562,31105,3325,26953,175281,22078,305691,7999,12387,2556,40
2000,70802,59833,22694,4120,30217,30638,6300,15239,63391,7203,50910,331346,23137,579745,1263,959,403,54,603,566,124,304,946,135,873,5355,429,9650,6019,2629,1981,453,2759,2929,515,1517,2951,693,3099,11053,902,26255,1901,599,697,204,976,1104,221,492,756,264,1049,4607,330,9723,1750,488,533,214,1229,976,214,319,703,232,891,3371,393,7921,152,81,56,8,145,85,16,30,128,22,123,662,96,1238,314,395,99,18,329,146,41,27,262,31,396,6487,534,8549,62,66,30,7,63,32,0,9,59,10,100,2052,95,2471,177,151,51,12,274,133,25,27,106,15,162,3163,154,4098,431,289,166,16,196,187,37,86,378,35,392,2190,123,3698,267,215,110,10,153,133,29,37,214,17,271,1788,110,2861,12324,5876,4120,1010,6727,6293,1225,2846,6503,1459,7357,40719,3173,76459,2562,1235,748,242,1143,1184,274,637,1402,307,1067,6138,47452,59851,85688,66939,27558,5369,38088,38118,7797,18721,71283,8972,59332,378207,73767,716050,25966,30876,8298,197
2001,1778,2287,566,127,888,712,162,443,2342,210,1861,11813,776,19841,50,36,11,4,22,19,0,7,45,8,24,254,14,415,183,104,78,24,117,98,12,48,119,29,122,375,50,962,85,28,27,14,51,34,7,22,43,17,35,132,9,323,101,33,32,18,78,55,12,23,59,15,72,261,19,540,18,4,0,0,11,6,3,0,5,0,6,31,0,56,19,19,3,0,17,3,4,0,13,0,27,192,6,289,4,4,4,3,4,0,0,0,0,0,3,52,3,77,14,19,4,0,33,8,3,0,12,0,22,729,29,844,13,18,6,0,8,4,0,3,13,0,20,117,3,185,16,13,0,0,13,5,0,4,19,0,30,109,0,183,495,284,162,63,350,231,52,113,317,81,362,2260,135,3869,44,21,13,8,26,23,9,16,25,7,16,74,823,1004,2316,2599,743,202,1265,965,219,573,2691,295,2238,14149,1731,24717,733,1350,222,0
2002,1620,1354,486,72,691,766,140,414,1607,193,1221,6965,523,12735,29,19,12,3,20,11,0,11,11,4,14,79,9,170,113,50,45,6,57,55,12,34,60,19,55,201,19,510,47,13,12,0,28,31,7,9,17,7,22,89,11,202,36,4,11,8,21,14,3,5,10,3,11,48,10,123,0,0,0,0,4,3,0,0,0,0,4,20,0,32,9,6,0,0,14,7,4,0,11,0,9,302,10,351,3,0,0,0,0,0,0,0,0,0,3,60,0,71,3,0,0,0,4,0,0,0,0,0,14,127,5,148,5,5,6,0,3,4,0,4,10,0,3,32,0,69,16,9,4,0,6,10,5,5,3,0,8,48,5,85,266,110,91,15,153,143,24,63,137,37,141,1001,69,1758,57,24,6,7,26,26,0,12,31,13,23,139,917,1185,1933,1486,589,86,873,936,169,489,1781,242,1387,8104,1504,15684,414,666,132,0
2003,10071,11693,3300,672,4786,4294,880,2322,13550,1111,9530,51096,3778,93684,145,121,45,15,71,53,13,34,135,11,151,575,28,1109,604,335,204,66,272,308,42,181,412,62,412,1260,94,2952,292,94,105,29,134,165,23,80,131,38,152,491,31,1172,195,61,57,34,126,117,17,39,84,30,101,326,30,803,22,26,8,0,15,13,6,3,22,0,25,255,9,355,56,90,26,0,82,40,4,9,61,13,91,1087,25,1431,8,20,12,0,20,13,0,3,29,7,52,810,12,963,35,64,10,4,116,40,7,7,44,3,89,2249,52,2625,65,66,23,0,31,18,8,10,89,4,68,403,12,665,28,42,11,3,26,17,0,5,43,0,48,441,16,631,1444,918,494,156,897,783,122,362,1053,170,1179,7891,309,12709,218,144,68,27,103,116,15,66,148,27,114,398,4597,5577,11731,12754,3862,855,5788,5200,1025,2743,14743,1305,10826,59376,8690,111973,3371,6072,1068,17
2004,10596,10303,3172,726,4359,4189,1008,1886,12543,1034,8728,47264,3788,87405,115,98,32,4,52,49,16,26,114,14,87,465,33,862,471,216,163,38,210,210,48,127,266,53,273,782,72,1995,145,55,52,25,72,88,12,27,80,16,66,255,23,643,118,31,39,13,78,66,21,22,59,25,46,178,22,466,16,20,0,5,17,7,3,0,24,0,35,236,4,322,77,86,33,4,121,35,15,5,71,12,170,2171,69,2723,9,11,3,4,17,6,0,5,13,0,20,480,10,568,31,43,14,4,86,30,5,3,33,3,70,1580,44,1862,28,34,8,0,13,11,5,7,53,3,32,237,8,388,28,20,3,0,15,11,3,4,49,0,42,348,15,479,1049,616,349,95,682,522,120,216,756,130,845,6756,293,10300,263,130,83,30,106,129,38,55,145,40,86,398,4367,5333,11911,11043,3594,850,5151,4835,1158,2153,13438,1202,9659,54417,8448,103034,3445,5239,973,10
2005,1200,854,426,61,388,482,107,197,1135,124,963,4733,615,9079,28,21,4,0,0,6,0,0,29,0,21,90,33,193,85,38,42,9,26,46,9,16,56,13,63,233,31,520,21,8,3,3,9,12,0,8,19,0,21,93,20,178,13,12,9,4,0,12,0,6,3,0,7,46,20,99,5,4,0,0,0,0,0,0,5,0,0,22,36,73,8,5,0,0,3,0,0,3,0,0,9,58,68,145,3,0,0,0,0,0,0,0,0,0,3,23,15,49,0,3,3,0,4,0,0,0,4,0,3,36,20,69,15,3,5,0,3,3,0,0,12,0,13,62,10,115,5,8,5,0,3,0,0,5,4,0,3,30,8,60,182,96,78,22,53,87,13,42,137,20,139,706,254,1506,34,4,10,3,9,11,3,9,23,3,17,74,625,770,1408,959,513,85,446,584,121,247,1296,143,1120,5511,1497,11352,327,427,109,0
2006,1327,1086,380,118,644,552,145,279,1189,163,931,6007,497,10808,21,13,9,0,12,4,0,0,17,0,3,100,16,167,44,11,16,3,24,32,5,18,23,8,23,92,9,210,20,5,9,7,15,18,0,9,3,0,8,38,6,90,19,12,8,4,13,11,0,0,7,0,9,19,9,75,0,0,0,0,0,0,0,0,4,0,0,45,4,57,3,5,0,0,6,0,0,0,0,0,3,121,9,142,0,0,0,0,4,5,0,0,3,0,3,317,0,331,0,3,0,0,9,0,0,0,4,0,3,123,5,147,0,3,5,0,3,0,0,0,9,0,0,16,0,28,4,0,0,0,3,3,0,0,0,0,7,15,0,25,119,50,41,20,87,68,16,24,68,10,64,879,48,1263,43,19,10,8,25,21,0,8,20,4,18,71,508,689,1486,1155,432,142,749,644,163,311,1275,184,1014,6959,1050,12756,394,539,90,0
2007,2399,1959,779,162,1063,1036,265,476,1953,262,1637,10969,826,19246,21,33,14,4,20,11,4,3,17,0,26,123,20,234,132,61,56,12,81,58,11,37,54,16,46,216,12,551,39,15,11,4,20,18,4,12,23,5,16,99,7,193,35,9,13,3,25,13,8,5,19,8,14,47,3,129,4,0,0,0,0,4,0,0,0,0,3,31,0,32,9,13,4,0,5,7,0,0,10,0,4,203,7,257,4,3,0,0,0,0,0,0,0,0,4,75,0,83,0,15,0,4,15,4,0,0,3,0,10,211,4,250,5,8,0,0,0,0,0,0,13,6,8,36,0,62,5,4,0,0,4,0,0,0,4,0,0,45,4,63,261,152,106,27,170,119,35,60,136,31,133,1073,64,1853,85,32,20,14,41,27,9,26,44,13,35,174,1113,1480,2733,2142,900,200,1278,1182,307,557,2136,310,1806,12215,2006,22568,729,976,194,0
2008,19781,24637,7016,1725,9282,8915,2058,4050,27341,2308,20330,134143,9327,226534,311,361,124,13,199,135,29,48,351,41,273,2110,148,3538,2149,1130,728,267,1045,1060,207,449,1254,241,1322,5579,416,11716,812,342,319,149,427,536,96,199,409,121,533,2122,144,4474,1511,387,459,321,1144,871,185,226,735,221,966,3398,265,7504,100,80,30,5,114,50,15,18,112,18,172,1327,100,1892,217,295,68,9,300,100,32,40,193,25,395,4222,217,5673,52,65,34,4,76,44,10,4,50,8,113,2116,48,2520,105,175,41,16,270,92,29,17,121,14,230,6959,159,7951,130,184,63,14,76,45,19,17,208,9,183,1475,63,2199,120,136,60,9,80,70,11,17,153,13,170,1520,93,2201,5512,3147,1929,812,3726,2991,635,1041,3581,722,4359,30829,1657,49674,485,261,159,66,242,221,65,141,286,96,232,1181,11020,13426,25782,28043,9096,2597,13247,12129,2758,5230,31215,3122,24918,166157,21997,289630,7415,14369,2625,45
2009,1405,1708,546,111,585,639,139,265,1529,126,1455,11819,714,18425,29,38,18,6,13,14,0,3,41,3,31,210,3,336,202,102,60,23,71,83,17,33,97,20,121,535,33,1083,42,11,25,4,29,33,9,6,28,9,43,175,9,323,65,24,33,9,36,39,7,18,34,6,41,204,8,386,5,3,0,0,3,6,0,0,3,0,6,36,0,59,0,3,0,0,9,0,0,0,0,0,3,108,4,136,8,3,0,0,0,3,0,4,0,0,9,60,3,85,4,10,0,0,14,7,0,0,4,0,7,102,3,143,21,21,11,3,10,9,3,5,11,0,20,127,0,193,7,10,7,0,8,0,0,0,11,0,13,70,0,113,389,235,151,43,189,196,40,71,225,39,283,1635,59,2860,20,9,6,0,9,9,6,9,9,3,17,84,762,917,1814,1951,705,158,778,844,187,340,1770,172,1762,13539,1538,22200,647,1044,266,3
2010,1800,1538,580,80,816,778,174,347,1685,224,1189,8379,587,14773,13,12,3,0,9,4,3,4,22,0,15,50,6,99,64,23,22,5,23,22,3,14,16,8,28,79,5,214,16,3,9,3,15,14,3,10,9,4,15,40,3,92,20,8,7,4,24,20,8,0,10,3,10,47,0,108,3,7,0,0,0,5,0,0,0,0,5,32,0,40,6,17,4,0,11,7,0,0,6,0,15,206,6,268,0,3,0,0,3,0,0,0,0,0,3,36,0,50,5,8,0,0,10,4,0,0,3,0,8,220,3,251,5,3,0,0,0,0,0,0,4,0,8,33,0,56,0,3,0,0,3,0,0,0,3,0,6,61,0,81,131,94,51,12,99,76,18,38,84,15,106,809,30,1257,54,26,11,0,22,26,5,11,20,3,23,98,734,957,1984,1653,640,96,937,883,202,396,1787,241,1312,9289,1348,16985,605,814,191,4
2011,194286,284285,72701,14332,88881,84334,20085,36112,293643,20483,235064,1848944,106164,2865912,6837,10250,2521,382,6480,3546,957,1226,8086,898,7579,69366,3670,106670,23725,14456,8917,2569,11008,11445,2240,5095,15750,2792,16330,82281,4904,157197,8175,3906,3335,1354,3997,4798,933,1657,4636,1180,6149,35932,1910,62197,46896,11937,13441,8152,32096,24754,5932,6259,21189,6697,29029,105786,8115,228523,11133,6797,2734,1088,11389,5997,1845,1361,8999,1352,13468,86336,4586,131396,11947,16410,4793,1284,18776,6581,2309,1318,9964,2010,22893,217038,8024,296197,4927,5009,3213,833,8816,4077,1245,836,5252,1045,12775,183964,3495,223890,10736,12293,2916,896,23713,7926,1982,1147,8273,1313,16327,318630,8470,391091,4385,4773,1561,299,2816,1622,448,472,5980,416,5530,46371,1596,67439,4309,4662,1591,358,4805,2132,534,536,4285,498,5439,50962,2310,73742,133070,90479,45025,17210,123890,72894,18417,19904,92418,18196,135513,1196664,47088,1738350,5095,2256,1572,905,2961,2615,689,1063,3025,780,2793,15959,184104,213578,332452,377024,119301,32441,215732,159839,39186,57081,389080,39455,373371,3061566,337358,4817843,99601,203886,39033,551
2012,4367,4793,1415,303,2290,2098,549,1000,4762,467,3467,23995,1766,41683,68,57,17,3,75,37,18,17,37,13,50,563,24,836,179,83,63,16,90,80,28,53,104,28,110,355,26,828,54,22,16,3,29,30,9,14,17,9,32,166,18,302,251,78,59,40,170,123,36,35,75,37,121,301,40,895,45,23,8,3,60,29,10,4,63,15,50,221,14,411,35,60,10,4,65,15,7,0,38,6,68,1697,85,2019,3,6,0,0,9,3,0,0,12,0,10,423,11,468,14,9,6,0,53,18,3,0,23,6,47,884,40,1061,17,12,4,0,12,7,0,4,18,0,15,81,3,132,8,17,4,0,16,11,4,0,13,0,17,282,9,353,668,359,193,73,568,352,123,135,407,117,514,4973,278,7321,165,99,47,23,104,100,29,45,111,16,79,379,3807,4619,5201,5252,1662,395,2963,2555,695,1186,5279,599,4068,29348,5850,53620,1427,2393,480,15
2013,2203,2188,604,132,1166,950,240,592,2469,252,1858,9423,777,17698,46,31,17,5,35,15,6,12,39,3,22,125,6,245,253,101,76,21,143,124,44,80,115,24,136,246,31,819,121,38,44,19,63,71,18,32,43,17,68,160,14,447,127,32,24,14,93,80,14,25,71,19,75,140,7,436,3,0,0,0,0,6,0,0,0,0,0,28,3,38,24,30,10,0,31,3,0,3,12,0,25,199,9,291,7,6,0,0,3,5,0,0,3,0,10,61,0,86,4,3,0,0,4,3,0,0,6,0,4,47,6,62,9,10,4,0,18,4,4,5,11,0,14,49,4,97,14,3,0,0,11,4,0,0,8,0,6,36,5,66,601,252,179,64,401,305,83,157,313,65,348,1097,84,2589,85,51,21,10,47,49,13,21,50,10,34,143,1350,1712,2893,2490,804,205,1609,1306,333,767,2834,323,2236,10661,2210,21997,697,979,167,3
2014,1418,964,383,98,600,491,135,264,1187,143,944,4993,416,9423,28,20,6,0,17,8,4,11,15,0,13,82,7,158,94,26,33,5,43,43,8,36,39,11,34,123,12,334,29,8,3,3,15,12,3,5,5,0,7,47,0,111,17,3,3,0,15,7,3,0,8,0,7,33,6,81,0,3,0,0,0,0,0,0,0,0,0,23,0,22,11,14,4,0,11,3,0,0,4,0,4,96,4,132,0,0,0,0,0,0,0,0,0,0,0,24,0,24,0,0,0,0,0,0,0,0,0,0,0,71,0,81,7,7,0,0,4,3,0,0,3,0,4,33,0,47,6,3,4,0,5,0,0,0,4,4,3,37,0,58,183,81,51,13,111,81,19,52,81,14,83,568,33,1046,38,23,13,3,25,16,4,16,23,3,15,77,578,756,1645,1068,449,116,733,593,159,328,1291,162,1043,5631,1027,11230,449,443,127,0
2015,1429,1475,422,101,706,618,135,391,1699,179,1216,6837,545,12460,26,32,3,0,15,13,0,5,26,0,11,99,3,188,138,59,42,14,48,54,3,38,76,22,74,222,20,533,36,9,10,8,18,29,11,13,26,5,18,86,6,192,38,7,11,9,32,24,3,10,16,4,15,65,8,162,0,0,0,0,3,3,0,0,5,0,11,35,0,47,17,14,7,0,26,6,0,0,26,4,23,187,6,277,0,0,3,0,0,0,0,0,0,0,10,53,0,68,3,11,0,0,10,0,0,0,4,0,9,221,4,254,9,7,6,0,7,3,0,3,12,0,8,54,0,96,12,10,7,0,6,7,0,4,6,0,9,83,3,125,279,149,83,28,161,133,23,74,187,42,193,1103,63,1938,55,16,11,25,22,23,3,14,48,8,35,54,715,899,1769,1647,522,147,888,772,166,477,1930,227,1448,7996,1322,15301,447,702,127,0
2016,4879,4656,1478,331,2126,2081,512,980,4973,516,3895,21817,1727,39347,73,76,19,8,59,27,14,6,47,7,67,513,29,785,196,82,77,36,106,111,32,56,111,30,106,344,23,845,77,29,28,13,37,29,12,19,34,10,48,157,5,338,320,61,64,70,225,163,45,46,132,44,152,520,60,1260,99,81,17,5,118,49,6,7,87,9,126,794,54,1207,40,76,8,0,58,13,6,0,29,4,52,1271,42,1540,15,15,6,0,10,3,0,3,4,0,8,381,8,435,75,58,8,3,144,47,22,7,62,4,141,2705,76,3230,10,9,5,5,11,7,0,5,17,0,15,105,0,159,14,10,7,0,20,9,0,0,17,4,38,532,14,637,923,506,239,131,783,455,135,147,548,109,743,7328,309,10437,153,85,35,23,78,74,23,36,84,25,47,306,3397,4053,5954,5245,1747,482,2992,2609,666,1163,5602,645,4684,29445,5433,53841,1708,2280,456,9
2017,1052,1109,304,82,452,449,117,207,904,102,678,5113,416,8967,8,5,5,0,5,0,0,0,10,0,0,44,3,65,27,12,6,0,10,10,0,5,13,0,18,49,4,116,9,0,0,0,0,0,0,0,3,0,3,15,4,45,47,13,10,11,28,17,4,6,12,6,17,24,12,118,0,4,0,0,0,3,0,0,0,0,3,26,3,30,3,13,4,0,13,4,0,0,8,0,14,456,16,512,0,3,0,0,0,0,0,0,0,0,0,97,5,107,4,12,0,0,17,6,0,0,0,0,9,297,11,351,0,5,0,0,3,0,0,0,0,0,7,14,0,33,3,3,0,0,10,0,0,0,0,0,3,62,3,81,112,73,33,8,79,46,8,19,54,9,78,1096,50,1467,45,20,9,3,14,15,10,10,14,6,13,70,603,744,1203,1203,342,96,556,509,133,231,966,113,770,6277,1067,11186,329,582,92,0
