SUA_CODE_2021,Sme_Usl_ad_1_yr_ago_as_2021_M,Sme_Usl_ad_1_yr_ago_as_2021_F,Sme_Usl_ad_1_yr_ago_as_2021_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
2004,39421,42483,81903,1326,1457,2786,161,177,346,4762,5401,10162,74,79,149,49,56,102,31,44,77,22,29,55,26,27,46,17,18,29,0,0,0,5144,5834,10976,138,171,310,107,103,210,6718,7562,14282,2726,2915,5639,48866,52962,101828
2005,4025,4522,8545,249,264,518,13,11,26,320,381,706,0,3,8,0,7,7,0,4,8,0,0,0,0,4,0,5,3,5,0,0,0,348,414,760,17,22,35,5,6,13,617,705,1323,900,493,1391,5539,5724,11263
2006,5061,5351,10415,393,411,802,17,20,31,264,253,514,8,11,21,3,7,13,0,0,0,9,0,7,0,0,6,0,0,0,0,0,0,299,292,589,41,23,68,16,13,21,750,734,1481,379,364,744,6194,6442,12634
2007,8513,9207,17721,507,581,1080,155,169,327,748,795,1537,25,37,63,8,9,21,6,8,18,3,8,7,9,12,23,0,4,3,0,0,0,963,1040,1999,22,30,55,28,24,52,1515,1673,3188,693,707,1401,10720,11584,22311
2008,110458,117228,227694,4764,5072,9835,319,369,694,14305,15665,29971,248,289,530,98,105,203,89,74,164,116,123,240,51,67,120,44,51,99,0,0,0,15277,16738,32012,555,638,1192,325,283,602,20914,22725,43645,7870,7021,14895,139251,146981,286231
2009,9322,9456,18782,273,293,569,14,27,41,732,731,1467,22,18,33,5,3,11,9,8,8,0,3,3,0,0,0,3,3,8,0,0,0,782,797,1577,27,37,66,10,10,22,1098,1138,2230,486,491,970,10898,11083,21981
2010,6668,7054,13721,588,664,1255,12,14,26,338,392,733,4,7,12,16,16,31,5,5,12,4,4,10,0,0,4,0,0,0,0,0,0,382,450,830,27,18,44,15,10,26,1009,1147,2154,476,480,956,8144,8681,16827
2011,1884506,1955751,3840255,54363,56179,110535,6928,7318,14248,252774,258855,511624,4484,4806,9290,1838,1943,3776,1780,1890,3672,1257,1309,2564,704,777,1481,969,1029,1999,10,4,11,270736,277927,548663,18791,19996,38789,4790,3910,8706,348679,358017,706698,109798,105724,215525,2342987,2419491,4762477
2012,20343,21413,41752,925,950,1877,271,312,586,1674,1725,3402,59,70,137,109,97,204,23,25,51,3,9,7,11,12,24,6,8,13,0,0,0,2164,2261,4428,105,97,202,81,65,145,3275,3380,6650,2345,2281,4628,25958,27068,53027
2013,8750,9045,17793,375,464,843,15,17,29,556,598,1155,16,18,37,0,0,3,4,0,8,3,0,3,8,4,8,0,0,0,0,0,0,602,639,1243,29,23,50,40,40,82,1048,1168,2219,894,887,1787,10690,11101,21797
2014,4420,4558,8973,364,381,745,13,6,20,240,267,505,14,21,39,16,14,30,7,6,16,4,0,3,7,7,11,4,0,0,0,0,0,299,329,629,13,12,22,15,6,20,688,733,1419,382,359,745,5483,5652,11134
2015,5559,6142,11701,503,586,1094,55,55,113,488,503,985,49,36,81,19,13,31,15,12,26,5,6,14,0,4,10,19,11,31,0,0,0,657,636,1290,34,37,73,15,10,23,1206,1272,2479,470,466,942,7236,7887,15117
2016,20838,21449,42283,869,1005,1870,118,148,267,1922,2121,4044,51,59,106,14,14,35,15,14,33,22,18,34,17,15,32,6,9,16,0,0,0,2165,2396,4560,125,163,286,67,53,120,3221,3618,6840,2034,2041,4076,26097,27104,53206
2017,4247,4613,8864,336,417,757,40,33,76,200,241,441,14,15,30,6,3,14,0,4,4,0,0,4,3,3,12,0,4,4,0,0,0,268,305,572,25,21,50,4,18,26,640,758,1399,355,412,766,5249,5786,11033
2018,16413,17335,33752,823,926,1754,39,44,85,1532,1681,3219,46,47,87,7,17,26,10,11,23,10,10,16,13,9,21,6,5,12,0,0,0,1655,1835,3488,74,76,151,54,48,105,2613,2881,5496,1740,1785,3525,20771,22002,42771
2019,7571,8406,15977,563,633,1192,40,61,103,499,548,1044,31,35,65,4,9,12,5,7,14,0,4,6,9,9,21,0,0,4,0,0,0,595,670,1264,19,24,43,18,26,46,1190,1353,2543,528,616,1147,9301,10377,19673
2020,16263,17341,33599,888,1055,1941,37,44,77,1844,2029,3874,41,59,96,9,12,23,20,17,37,5,6,11,8,0,10,4,0,7,0,0,0,1960,2170,4131,41,66,106,35,28,68,2929,3321,6249,1159,1242,2403,20353,21902,42254
2021,13897,15021,28914,687,765,1446,28,45,75,1152,1286,2433,59,50,110,21,17,40,14,10,26,12,12,16,3,3,9,4,0,0,0,0,0,1288,1433,2725,57,61,123,43,34,74,2070,2290,4361,1022,1063,2085,16988,18371,35358
3000,282141,273999,556135,15903,16871,32776,2885,2974,5866,1543,1510,3053,28042,29715,57748,372,404,778,557,613,1170,265,263,533,470,515,985,132,122,256,6,3,9,34273,36122,70397,1534,1292,2825,1164,951,2112,52873,55235,108108,45292,35056,80351,380309,364292,744598
3001,4577,4296,8871,560,591,1154,205,257,465,127,164,295,603,698,1302,45,57,101,43,48,92,17,15,29,20,15,35,6,12,13,0,0,0,1075,1260,2342,68,63,131,30,34,64,1734,1953,3691,1037,791,1827,7345,7040,14390
3002,925046,962295,1887337,27825,30474,58302,8379,8505,16889,5594,5802,11401,142321,151494,293818,1202,1250,2445,1091,1118,2204,612,672,1282,954,931,1889,934,926,1865,7,13,24,161105,170714,331818,9401,9832,19235,3918,3394,7316,202251,214419,416669,60259,54629,114887,1187549,1231340,2418889
3003,27535,29396,56936,837,982,1819,240,254,493,182,178,363,3828,4290,8118,22,19,38,35,24,60,30,30,67,19,22,37,17,9,25,0,0,0,4371,4840,9209,181,180,359,128,115,244,5515,6119,11634,2285,2207,4487,35335,37723,73060
3004,54905,56971,111878,2112,2339,4449,571,581,1151,621,697,1318,7903,8766,16670,141,164,305,164,199,360,62,58,121,213,204,420,64,75,138,0,0,0,9744,10742,20491,504,490,991,282,243,531,12646,13816,26466,7162,6339,13507,74714,77125,151838
3005,4977,4912,9889,749,749,1502,47,51,102,11,24,33,454,502,959,4,5,8,17,19,35,3,3,7,4,8,10,0,0,0,0,0,0,548,607,1152,64,36,104,23,18,39,1379,1414,2796,721,476,1199,7079,6810,13888
3006,16949,16766,33718,993,1149,2139,99,102,194,92,107,201,2398,2577,4980,28,20,47,44,31,74,19,22,40,22,37,61,10,7,10,0,0,0,2705,2908,5616,119,107,226,103,77,179,3922,4236,8157,1486,1255,2740,22362,22255,44622
3007,252687,268502,521190,8739,9486,18225,7528,8489,16018,2826,3223,6048,34266,37695,71957,392,449,837,326,394,719,282,335,614,180,189,371,264,291,557,10,5,15,46067,51069,97138,2755,2912,5670,1402,1244,2646,58963,64711,123676,20574,21100,41672,332219,354311,686537
3008,8192,9068,17262,419,476,895,55,65,114,44,50,97,1113,1272,2390,6,8,14,6,9,13,11,7,17,0,3,11,4,0,6,0,0,0,1235,1426,2660,40,25,64,44,40,89,1742,1972,3707,658,610,1267,10580,11649,22233
3009,20679,23029,43701,728,818,1546,343,357,705,276,322,601,2853,3333,6185,46,45,86,37,41,79,29,33,69,46,36,82,26,24,53,5,0,6,3660,4203,7864,122,127,247,101,123,225,4611,5267,9876,1844,1890,3735,27131,30181,57313
3010,3766,3969,7739,374,442,815,24,23,42,15,11,25,442,485,929,6,0,6,10,4,11,7,9,13,4,3,9,0,0,0,0,0,0,497,534,1035,61,21,86,21,16,35,947,1019,1965,362,347,715,5077,5339,10412
3011,30679,31374,62051,1208,1266,2468,229,274,501,152,159,316,4832,5195,10026,32,39,71,47,58,105,22,16,34,34,41,73,12,9,24,0,0,0,5356,5791,11146,158,186,345,130,92,223,6850,7332,14182,4046,3070,7120,41579,41781,83352
3012,10336,10815,21150,491,564,1048,85,73,161,80,65,147,1004,1034,2038,13,7,23,20,12,32,27,17,42,11,7,13,0,0,0,0,0,0,1235,1220,2450,22,33,50,28,37,65,1772,1851,3621,1631,857,2484,13734,13524,27263
3013,6553,6267,12819,920,928,1846,57,51,113,28,17,45,487,523,1011,19,16,32,22,16,39,8,6,15,40,40,84,3,0,3,0,0,0,662,678,1338,77,74,150,61,38,99,1719,1722,3433,990,773,1764,9264,8761,18019
3014,29224,30371,59597,1061,1157,2214,158,138,301,83,78,167,4265,4783,9049,26,26,49,31,38,67,12,12,27,30,37,64,15,19,32,0,0,0,4627,5124,9749,155,143,300,154,127,281,5992,6555,12547,3800,2367,6161,39018,39293,78307
3015,140276,151350,291627,5521,6106,11627,1960,2187,4149,1910,2134,4037,19608,22130,41730,207,257,460,216,233,452,177,237,408,166,195,363,182,168,352,5,0,8,24425,27540,51965,1317,1399,2709,643,644,1287,31906,35688,67589,10231,10048,20278,182412,197082,379492
3016,52375,57079,109453,1801,1809,3612,436,492,927,205,210,417,8373,9457,17829,54,44,100,33,27,62,40,33,74,55,51,103,50,43,88,0,0,0,9231,10370,19599,328,333,666,222,209,430,11586,12720,24310,3392,3316,6714,67352,73118,140472
3017,64912,66917,131830,2149,2467,4615,657,641,1294,544,547,1086,9956,11218,21173,122,118,237,130,141,272,56,65,122,177,174,353,105,101,206,0,0,0,11743,12998,24740,430,439,869,337,265,601,14664,16166,30828,8401,5962,14356,87968,89040,177016
3018,5604,6083,11685,563,629,1190,82,81,159,10,12,24,482,524,1008,6,10,19,7,0,5,3,7,13,7,6,13,3,3,8,0,0,0,599,643,1239,20,25,41,21,20,39,1200,1310,2511,567,592,1159,7374,7983,15355
3019,7353,7655,15004,712,834,1545,60,58,122,37,43,79,805,853,1662,16,11,23,13,10,20,4,6,12,15,14,29,9,10,19,0,0,0,954,1011,1966,47,42,83,24,17,45,1739,1906,3642,851,555,1405,9938,10113,20052
4000,110385,107262,217646,4755,4839,9598,383,361,744,704,667,1370,436,449,886,7723,8104,15830,224,242,464,74,85,155,211,247,456,23,18,40,0,0,0,9778,10169,19944,428,353,784,314,209,517,15277,15580,30849,11653,9643,21299,137312,132482,269795
4001,549573,574689,1124258,12912,13680,26590,3041,2671,5703,3529,3190,6717,1522,1595,3112,58071,61222,119288,643,661,1303,278,300,576,638,704,1342,307,291,599,3,4,7,68028,70642,138666,3933,4105,8037,1487,1259,2745,86364,89685,176045,27305,26109,53413,663240,690483,1353719
4002,11382,12144,23525,625,665,1294,34,27,60,145,135,286,36,39,73,909,993,1907,17,18,35,8,12,25,16,9,25,0,3,8,0,0,0,1167,1241,2408,31,43,67,45,38,81,1870,1982,3849,814,920,1733,14063,15045,29109
4003,6713,7191,13902,560,698,1262,12,21,36,49,36,83,22,22,43,450,451,896,7,3,6,10,12,21,14,8,26,0,0,0,0,0,0,559,563,1122,31,26,55,25,17,43,1175,1301,2477,1068,605,1672,8960,9092,18054
4004,4954,5120,10074,385,439,823,21,12,41,28,17,40,19,19,39,220,254,470,24,22,40,0,0,5,11,12,22,5,3,5,0,0,0,328,340,666,42,42,83,16,20,35,768,833,1603,1154,521,1676,6879,6475,13356
4005,6235,6384,12620,613,658,1267,14,20,30,16,14,26,24,32,58,283,335,614,30,34,68,0,0,3,20,20,36,0,0,0,0,0,0,390,451,842,10,18,25,16,9,26,1031,1140,2165,793,558,1347,8053,8081,16133
4006,5527,5710,11245,373,474,847,24,17,43,12,12,18,18,15,34,244,292,538,13,10,29,6,5,7,8,3,16,0,0,0,0,0,0,323,358,680,26,20,40,20,13,33,740,864,1602,460,453,917,6732,7027,13761
4007,11019,12189,23207,588,664,1249,53,58,112,67,73,145,37,36,79,876,984,1861,16,14,28,6,11,16,27,20,47,0,0,4,0,0,0,1088,1199,2284,51,40,88,33,42,70,1752,1939,3695,608,694,1303,13381,14826,28208
4008,8512,8381,16891,745,821,1561,33,19,52,46,32,78,40,40,74,258,260,513,12,8,16,6,9,9,14,5,20,0,0,0,0,0,0,395,375,763,34,37,70,24,25,49,1195,1256,2450,805,810,1613,10509,10445,20956
5000,103539,97383,200924,5918,6118,12034,526,471,993,530,514,1041,759,696,1451,230,216,448,10686,10528,21218,112,92,204,232,206,440,17,20,35,5,12,19,13097,12748,25850,857,682,1542,364,282,639,20237,19825,40065,24112,15161,39275,147892,132379,280268
5001,13279,14318,27599,626,702,1322,37,30,62,22,17,41,30,37,68,11,15,25,1441,1625,3065,15,13,28,14,3,18,3,8,8,0,0,0,1568,1753,3319,111,68,168,48,46,94,2350,2564,4916,1286,911,2200,16919,17794,34712
5002,4631,4831,9454,500,630,1135,49,54,99,44,53,98,47,74,124,10,9,23,497,626,1115,6,7,13,23,37,68,4,3,10,0,0,0,680,866,1549,29,41,79,31,40,72,1248,1583,2828,1116,1060,2171,6997,7460,14458
5003,29098,30737,59832,1313,1414,2727,89,91,176,83,84,172,98,108,211,28,30,60,3350,3744,7098,26,30,57,45,42,89,8,13,22,0,0,0,3736,4138,7875,172,182,358,103,87,191,5317,5824,11146,2737,1871,4604,37147,38433,75579
5004,15222,16248,31468,1058,1128,2184,49,54,102,64,65,127,42,53,99,19,13,30,1581,1749,3330,14,9,26,13,18,25,0,0,0,0,0,0,1778,1967,3750,103,117,218,57,44,103,3000,3255,6248,1300,1148,2449,19520,20645,40171
5005,4384,4489,8873,460,504,959,12,7,20,19,20,38,14,16,28,11,3,15,288,275,559,3,3,4,5,3,10,0,0,0,0,0,0,354,332,688,16,13,30,13,12,29,844,855,1704,692,614,1305,5920,5960,11879
5006,14274,14859,29133,654,662,1324,40,47,78,41,69,110,43,41,81,16,20,33,1563,1765,3329,0,7,9,22,38,60,7,3,11,0,0,0,1731,1987,3722,87,80,164,39,42,79,2512,2776,5282,2028,1725,3757,18813,19357,38176
5007,10562,9867,20428,753,708,1463,92,64,159,80,64,141,119,95,216,35,26,60,1362,1309,2672,19,16,29,23,23,44,3,0,7,4,0,4,1732,1602,3337,129,102,233,80,40,119,2696,2459,5153,1784,1292,3073,15037,13615,28651
5008,5567,4997,10569,864,861,1728,32,36,66,54,39,94,86,63,147,31,24,58,631,645,1279,8,6,11,20,25,39,4,4,11,0,0,0,866,839,1705,55,67,124,47,31,85,1833,1800,3635,1427,1122,2546,8834,7921,16751
