SUA_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
3003,390,2264,1745,24675,344,29415,12,148,80,3287,51,3570,486,22,38,171,0,719,63,22,6,41,0,136,506,180,86,328,7,1098,4230,2119,1553,23037,313,31255,648,21,191,47,8,907,145,26,16,137,0,325,557,319,180,5290,35,6377,38,21,6,89,0,157,81,28,4,36,0,156,501,22,11,31,4,567,703,440,250,6017,54,7457,472,267,53,1082,14,1877,197,4,8,3,0,208,16,4,7,25,0,50,9,0,0,3,0,7,119,35,16,205,9,382,168,58,43,43,0,321,230,146,105,86,8,571,95,22,16,134,0,268,76,14,20,74,0,181,55,13,4,5,0,74,1045,509,363,5864,54,7831,40,5,5,21,0,67,216,18,9,9,0,255,96,10,7,59,0,175,50,13,16,8,0,83,163,12,4,9,0,184,132,33,24,195,5,396,2355,397,346,1544,37,4684,167,35,23,655,3663,4544,11362,4235,3032,50681,4434,73747
3004,1529,5162,5311,32750,398,45152,73,644,333,9457,176,10683,2299,131,224,585,10,3251,278,97,24,233,6,639,1235,357,239,657,13,2502,12593,4504,4006,30938,421,52469,2312,97,478,136,32,3046,704,83,84,272,3,1153,2322,580,549,4496,55,8001,279,112,63,409,4,856,270,57,32,86,0,450,1829,72,58,64,3,2034,2613,1042,863,11366,98,15990,1989,781,451,3939,42,7193,911,5,52,4,0,972,59,16,15,65,0,156,26,4,0,17,0,51,188,96,61,322,0,664,707,154,150,114,9,1133,889,375,259,163,18,1697,575,95,54,249,6,988,239,44,39,121,9,452,370,97,40,47,8,562,3168,1150,916,8986,78,14292,108,27,9,48,0,189,474,63,52,36,5,626,548,57,30,191,7,838,196,35,17,29,0,275,414,12,53,10,0,485,471,95,77,405,5,1059,14698,1974,2534,8093,376,27684,559,67,102,643,12595,13959,43610,10324,9672,75849,13968,153425
3005,74,373,322,4638,31,5437,0,21,26,638,3,687,122,4,5,45,0,180,5,9,5,11,0,23,63,24,19,91,0,193,674,338,256,3941,25,5236,235,5,36,10,0,292,22,3,0,21,0,51,111,43,33,711,3,898,15,14,3,33,0,67,17,0,0,6,0,20,111,4,0,0,0,122,164,63,52,1271,0,1545,44,19,3,216,6,285,20,0,10,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,7,10,4,46,0,58,257,30,26,8,3,316,111,45,37,36,0,226,23,13,4,29,0,69,5,0,0,0,0,11,47,0,6,0,0,48,222,97,66,1142,5,1536,0,0,0,0,0,0,115,11,15,4,0,149,24,0,0,4,0,31,19,0,0,0,0,19,30,0,0,0,0,31,11,12,3,43,0,66,570,103,72,227,6,981,50,5,9,121,1152,1335,2446,728,576,9100,1241,14089
3006,277,1470,1204,15110,134,18196,12,111,74,2604,33,2833,241,11,25,155,0,432,39,14,4,22,0,79,271,90,51,242,0,660,2643,1281,1001,12878,143,17938,862,12,124,39,0,1037,96,10,16,61,0,182,373,167,109,2301,30,2975,54,36,5,109,7,206,37,16,7,27,0,87,476,12,10,23,0,522,588,237,153,3478,29,4479,197,123,41,620,7,981,21,3,4,0,0,25,7,4,0,13,0,26,7,4,0,0,0,18,23,18,9,63,0,110,397,70,43,54,0,570,278,112,75,65,4,533,91,19,18,65,0,197,70,19,12,55,4,152,81,19,10,4,0,113,791,296,219,3168,25,4503,23,9,3,3,0,41,357,32,35,11,0,433,81,14,3,43,0,137,53,3,0,4,0,58,35,5,7,0,0,40,65,28,10,114,3,221,1596,310,230,1061,26,3228,138,26,17,348,2631,3157,8007,2655,2029,29541,2951,45185
3007,6930,28219,23760,155921,1922,216754,264,1118,714,13876,142,16113,18428,523,932,1538,145,21568,2275,410,222,780,30,3713,5577,1560,1054,2976,48,11211,82125,24613,19846,151402,2239,280232,6911,285,1371,301,60,8931,3240,467,362,1549,31,5647,9101,2397,1946,18442,235,32116,2189,814,436,2017,40,5502,1894,301,147,431,19,2796,8440,371,242,291,22,9365,16334,5136,3716,49172,476,74841,8838,2495,1258,8732,138,21459,4274,25,187,39,10,4532,841,258,115,656,12,1874,570,102,66,175,4,909,1407,492,318,1381,20,3616,11168,1554,891,538,87,14236,8381,2397,1698,723,69,13268,3180,477,427,1209,16,5308,2277,236,249,499,23,3296,2342,396,150,79,26,2996,20220,5705,4406,39788,390,70505,1656,187,104,236,23,2201,4880,604,470,191,19,6159,3373,266,247,678,22,4594,631,89,68,87,6,886,1708,58,176,61,12,2015,2626,504,338,1627,28,5122,53482,6733,6893,9082,489,76676,3460,495,422,3449,38730,46561,231780,51745,42335,323622,44111,693596
3008,108,755,581,7992,115,9548,10,50,50,932,13,1056,75,6,3,64,0,150,11,4,0,10,0,27,154,55,46,90,0,343,1213,725,530,7366,133,9973,149,4,39,10,4,206,40,8,11,53,0,112,201,82,62,1337,17,1701,17,11,7,19,4,52,24,6,6,13,0,53,108,8,3,19,0,138,227,140,103,2022,28,2524,71,28,18,255,3,379,14,0,4,0,0,18,0,4,0,3,0,7,0,0,0,0,0,3,18,4,3,20,0,51,47,25,16,13,0,101,90,55,47,31,0,220,35,9,3,44,0,94,22,0,9,12,0,41,8,5,0,0,0,14,310,169,109,1883,16,2491,7,4,0,4,0,13,66,12,9,7,0,86,26,6,0,20,0,51,5,3,0,5,0,5,36,0,0,4,0,44,26,19,9,71,0,123,447,146,100,442,19,1150,41,12,15,242,1071,1385,2814,1379,1037,15850,1343,22424
3009,386,2003,1543,17133,312,21371,11,110,66,2328,38,2562,310,27,53,132,4,524,68,12,6,40,0,128,512,100,84,228,5,934,5794,1872,1375,16787,340,26171,464,15,111,19,0,610,170,25,11,103,0,316,791,212,131,2898,41,4071,71,36,12,77,4,194,113,7,7,20,0,150,336,20,4,30,0,396,1016,313,212,4439,62,6043,332,146,54,598,12,1136,34,0,8,0,0,48,20,9,4,33,4,68,12,3,0,3,0,19,108,41,13,86,5,256,213,39,43,63,6,366,301,102,62,75,9,550,192,31,11,75,3,309,76,16,10,40,4,147,26,11,0,5,8,50,1426,472,306,4123,63,6391,40,11,4,10,0,60,217,19,18,9,0,263,112,3,10,45,3,178,46,5,7,4,0,62,49,0,0,5,0,59,188,30,28,136,0,379,2127,360,274,1011,52,3832,128,34,28,467,3105,3766,12394,3532,2607,35317,3865,57722
3010,31,303,228,3719,50,4329,0,31,22,568,0,622,91,6,10,31,0,140,6,4,5,7,0,19,58,16,17,47,0,146,446,296,199,3309,48,4301,141,4,24,7,4,172,15,4,0,14,0,32,84,48,36,1066,9,1237,4,8,0,18,0,24,9,3,3,8,0,23,46,7,0,8,0,59,62,46,39,842,8,996,30,14,3,91,3,142,14,0,0,0,0,14,0,0,6,14,0,17,0,0,0,0,0,0,9,0,0,9,0,21,32,20,11,9,0,68,39,26,15,21,0,98,6,0,0,33,0,39,3,3,3,11,0,23,3,4,5,4,0,19,103,66,42,795,8,1026,3,5,0,4,0,12,36,10,0,4,0,46,18,0,0,12,0,31,3,0,0,0,0,3,10,0,3,0,0,20,15,3,6,29,0,54,289,50,45,216,10,601,32,3,0,111,613,772,1333,558,423,7500,723,10545
3011,508,2385,2122,25451,247,30710,19,164,114,3936,54,4287,634,29,57,287,8,1021,49,14,14,51,0,126,501,168,113,415,3,1201,4525,2069,1806,23487,266,32153,1893,36,224,71,3,2224,161,29,19,162,0,373,684,290,221,3944,36,5175,37,43,3,155,0,242,80,19,9,54,0,159,833,23,8,48,4,914,883,486,355,7204,53,8984,508,269,110,1818,15,2717,62,5,8,3,0,83,19,7,4,30,0,57,0,3,0,0,0,12,501,256,130,1259,11,2153,511,126,89,81,3,807,353,201,156,118,0,833,129,30,26,131,0,320,72,22,18,109,0,214,115,8,8,20,0,158,1196,537,467,6501,35,8735,35,11,3,19,0,64,593,57,40,17,7,711,192,27,20,90,0,328,54,0,4,22,0,76,86,5,10,9,0,105,145,47,41,225,0,464,2984,561,500,3578,75,7699,231,42,40,715,6758,7788,14703,4609,3867,53761,7393,84333
3012,111,738,554,9718,185,11302,4,53,29,1209,19,1320,58,6,8,63,5,137,24,0,0,7,0,35,119,55,23,101,0,303,1398,769,526,9080,236,12009,198,7,54,14,6,272,37,12,7,56,0,100,178,115,75,2149,20,2541,9,11,3,18,0,46,30,9,4,18,0,57,57,4,0,18,0,85,224,147,96,2330,29,2821,72,59,12,264,10,413,0,0,3,0,0,9,9,3,0,6,0,21,0,0,0,0,0,0,28,9,0,21,0,60,60,25,14,18,0,117,57,36,42,18,3,165,29,7,11,59,0,107,17,6,0,18,0,36,9,0,0,0,0,13,345,190,115,2252,28,2933,4,3,0,0,0,10,29,6,9,5,0,43,34,6,0,24,0,65,0,0,0,10,0,11,14,0,6,0,0,25,35,12,4,73,0,121,461,123,110,524,15,1228,35,18,9,242,2123,2434,2931,1407,989,19591,2577,27489
3013,139,476,500,4947,61,6122,4,98,37,3283,75,3493,98,11,7,129,0,248,8,5,0,3,0,16,81,25,26,55,0,198,840,400,336,3573,68,5217,553,8,104,42,6,708,27,5,4,33,0,70,135,47,45,571,0,806,16,3,8,39,0,60,21,8,0,3,0,38,159,7,5,0,0,170,212,100,64,1246,10,1631,92,55,26,301,0,475,4,0,0,0,0,4,0,6,0,16,0,16,0,0,0,0,0,0,9,7,3,25,0,53,347,36,26,13,0,422,147,30,30,22,0,227,21,7,6,22,0,66,10,0,0,9,0,18,105,5,6,0,4,122,186,97,86,936,11,1321,10,0,0,12,0,24,79,7,17,0,0,100,62,5,4,31,0,109,20,7,0,3,0,32,30,0,0,0,0,34,30,9,9,38,0,89,1247,129,127,519,11,2046,70,19,7,114,1620,1832,3768,929,847,10957,1824,18317
3014,294,1885,1474,28577,385,32619,10,177,102,5643,81,6008,715,25,48,329,8,1129,22,14,6,28,0,70,281,123,77,373,6,856,2512,1732,1280,24788,326,30637,1042,34,154,42,9,1286,83,19,23,158,0,280,341,236,191,4335,30,5127,47,33,3,121,0,203,17,15,7,29,0,68,751,31,16,35,0,831,456,343,231,7353,55,8447,114,96,49,817,7,1081,60,0,10,0,0,70,3,0,0,27,0,40,5,0,0,3,0,7,27,28,17,110,0,178,237,90,71,52,0,457,162,126,92,122,3,510,54,26,10,107,3,206,54,16,9,65,0,140,50,17,5,15,0,93,648,433,290,6256,27,7652,3,0,3,5,0,21,199,17,26,12,0,262,116,13,4,78,0,207,89,3,3,5,0,104,305,3,13,5,0,324,78,49,21,218,3,369,2585,412,323,2196,60,5576,207,31,24,737,5693,6694,9484,3480,2618,57195,6513,79293
3015,2768,15848,12854,102032,1128,134626,72,549,358,7469,86,8537,2212,207,276,942,22,3661,579,151,76,271,14,1089,3807,1081,735,2085,48,7759,44914,14921,11821,101689,1375,174726,1880,111,531,127,24,2676,1767,302,232,941,19,3260,5556,1695,1241,16266,150,24915,656,285,128,866,9,1936,641,139,58,243,10,1091,2692,171,104,185,13,3159,8813,3131,2199,33690,250,48085,3432,1229,566,4933,63,10226,694,5,62,26,4,788,155,69,24,244,3,497,79,30,11,36,0,152,510,248,138,647,19,1558,1900,424,295,233,16,2874,2958,1163,828,415,30,5391,1349,256,216,792,5,2618,585,72,90,252,8,1002,296,71,46,23,0,439,10929,3660,2750,29817,261,47421,258,45,23,75,0,408,2547,319,252,118,13,3253,990,134,117,427,11,1674,249,60,37,80,0,434,474,14,71,15,0,576,1617,341,227,1185,13,3379,16658,3276,3042,6009,213,29204,1120,276,250,2302,18496,22443,93845,29011,22749,215783,21520,382903
3016,748,3940,3074,45376,475,53618,31,182,111,6165,77,6565,1596,46,82,329,10,2063,93,37,9,105,0,250,818,247,181,707,7,1969,6176,3652,2723,42358,446,55355,1372,27,241,75,6,1709,194,38,36,330,0,602,931,589,441,12906,84,14951,74,73,18,184,0,341,119,33,14,62,0,230,1838,66,30,63,0,1993,1289,914,623,15431,104,18352,468,261,103,1549,18,2397,265,4,20,12,0,312,49,20,14,191,0,278,16,0,0,18,0,37,46,31,13,108,0,204,323,114,74,88,3,607,379,239,168,138,6,935,186,69,49,322,3,627,82,14,30,92,0,216,88,20,11,3,4,127,1668,968,718,12394,83,15823,36,7,6,21,0,69,524,78,42,30,0,675,207,30,9,108,0,364,218,20,7,14,0,257,183,10,13,20,6,226,218,96,72,474,6,863,10243,869,704,2199,116,14130,366,67,44,1009,6044,7525,25518,7357,5523,96584,7178,142163
3017,1143,5606,4903,53850,552,66054,32,561,327,11516,140,12578,1348,107,145,820,25,2453,125,46,24,173,0,375,904,340,251,851,13,2359,9296,5231,4121,47579,445,66669,2151,74,444,160,14,2849,454,87,70,439,3,1051,1437,668,489,6883,67,9544,354,157,77,712,3,1308,143,71,22,122,0,363,2046,61,54,118,7,2287,1953,1168,859,16093,94,20164,1370,940,382,6081,46,8809,418,5,22,4,0,458,32,11,14,68,0,120,16,9,0,17,0,42,146,96,53,417,0,716,711,234,198,143,10,1291,746,362,281,272,12,1681,318,82,79,322,0,797,152,32,47,134,4,370,234,48,19,49,4,362,2660,1333,1062,13532,94,18679,69,22,6,24,0,126,495,52,91,30,0,667,431,83,53,371,3,941,196,21,15,26,0,257,381,13,22,12,3,428,314,121,79,553,0,1069,8470,1483,1405,6479,171,18008,480,78,64,1051,13337,15012,31122,11128,8910,113173,14686,179011
3018,47,417,327,5654,72,6513,0,18,9,1019,21,1074,59,6,10,43,4,113,5,4,0,8,0,19,73,13,9,46,3,138,600,389,268,5105,87,6454,180,0,20,0,5,200,16,0,0,27,0,51,77,44,18,959,10,1113,7,3,5,15,0,36,6,3,0,5,0,14,72,0,7,5,4,84,128,84,58,1840,22,2134,45,28,0,146,0,221,33,0,7,0,0,33,4,0,0,7,0,14,0,0,0,0,0,0,8,4,3,4,0,17,25,17,12,7,0,57,38,37,31,11,0,121,15,0,4,18,4,40,11,4,0,7,0,24,11,0,0,3,0,11,184,100,97,1448,18,1845,8,0,0,0,0,9,30,0,8,0,0,38,17,0,0,21,0,41,4,0,0,0,0,4,16,0,0,0,0,16,20,7,10,31,0,65,300,44,67,210,8,625,18,11,3,149,986,1165,1614,729,561,11452,1165,15525
3019,100,648,591,6791,50,8180,9,28,21,869,13,941,54,14,11,70,0,148,17,3,3,13,0,34,147,39,24,83,6,292,1320,600,540,6063,74,8590,117,10,44,15,0,184,49,8,7,38,0,102,178,72,62,1036,8,1355,9,12,6,44,0,64,21,6,3,17,0,40,34,0,0,22,0,58,279,146,127,2070,14,2636,78,33,20,251,0,389,16,0,0,0,0,16,4,0,0,10,0,16,0,0,0,5,0,6,23,9,0,32,0,65,116,28,23,23,0,192,94,42,54,32,0,235,26,15,11,46,0,103,15,6,4,13,0,40,14,0,3,9,0,23,358,137,110,1694,9,2311,9,0,0,0,0,12,87,9,4,11,4,114,37,4,6,30,0,79,8,0,4,0,0,10,14,0,0,0,0,20,45,8,9,71,0,137,482,137,81,389,10,1096,44,12,6,134,1245,1438,2892,1187,1018,13759,1393,20244
4000,1379,7220,6134,95235,1466,111429,38,271,145,9326,239,10016,865,40,89,232,22,1243,380,88,44,227,9,742,2121,609,484,1300,46,4552,18192,7354,6382,80935,1649,114514,1399,20,271,65,32,1794,384,63,49,516,9,1022,2723,1287,1054,26374,337,31783,1095,179,93,778,28,2167,288,99,20,167,7,583,872,60,40,83,5,1060,2506,1111,768,16016,223,20626,1716,683,288,2824,75,5585,64,3,28,11,0,102,58,28,16,133,0,229,30,8,8,26,0,70,192,69,51,237,7,555,469,101,79,67,13,723,475,218,175,127,7,998,703,171,94,667,5,1645,236,43,28,113,8,432,55,6,0,4,0,60,3724,1551,1269,17833,272,24649,158,32,18,54,0,268,469,49,42,37,0,611,249,51,22,184,9,520,103,11,10,14,0,137,230,20,33,16,11,307,615,137,121,732,9,1612,6534,1115,913,2954,164,11687,365,102,75,2199,17445,20189,39499,13193,10881,187726,21087,272390
4001,15593,49677,37641,305003,3739,411656,257,1454,765,19209,427,22115,51876,954,1922,1682,257,56692,4968,931,515,2256,56,8723,9921,3503,2229,6704,113,22466,122055,48842,38062,288678,4417,502051,14707,435,2020,538,91,17784,2950,578,464,2574,37,6600,15962,6856,4736,63237,604,91392,19000,4027,1845,12484,243,37602,2972,676,336,1298,39,5317,39929,737,538,512,86,41804,20818,8000,5535,69192,647,104194,41859,10718,4546,36606,583,94317,4105,87,284,129,9,4617,2958,836,444,1347,19,5606,968,170,105,454,13,1710,2827,935,552,2664,42,7020,1455,556,312,375,33,2733,2452,1281,922,566,26,5254,10244,1808,1159,4590,119,17925,4379,441,466,963,53,6296,324,122,28,21,0,500,25912,10021,7730,66945,677,111288,5111,591,351,854,28,6930,4040,560,475,215,18,5310,3388,357,308,870,20,4944,2778,206,188,127,12,3315,20177,721,769,539,117,22330,4866,1118,815,3457,47,10313,138783,11190,8793,16981,1243,176993,6473,498,440,4865,45205,57483,514545,97700,71497,628177,56291,1368209
4002,201,878,561,10557,167,12364,12,39,7,733,8,788,130,4,20,59,0,213,60,14,0,17,5,91,323,129,62,276,5,788,1313,800,562,9227,124,12020,153,0,55,22,0,233,35,9,7,58,0,103,264,127,81,1855,13,2337,66,18,12,59,3,160,28,11,5,20,0,66,133,9,0,16,3,154,189,115,89,2114,25,2536,354,106,23,496,9,989,7,3,6,3,0,13,0,0,0,14,0,21,8,0,0,4,0,14,17,13,0,20,0,50,55,43,21,22,0,142,56,48,20,23,0,153,91,29,12,101,4,236,33,4,3,8,0,49,0,0,0,0,0,0,343,168,121,2401,31,3064,9,3,0,13,0,22,64,7,19,4,0,92,29,5,0,21,0,56,14,6,0,0,0,26,36,0,7,0,0,46,57,16,8,62,0,142,1229,115,93,279,16,1742,74,19,0,314,1444,1850,4427,1591,1012,20653,1763,29446
4003,114,461,371,5745,115,6801,0,42,19,896,20,976,256,0,7,14,0,275,21,3,0,11,0,37,123,23,23,85,8,260,847,462,386,5470,111,7280,474,6,41,10,3,529,17,3,0,38,0,62,149,104,73,1977,24,2321,6,7,0,16,0,35,9,0,3,4,3,22,68,0,6,7,0,78,109,55,33,875,18,1098,205,60,20,231,7,525,10,0,3,0,0,18,12,6,3,5,0,30,0,0,0,0,0,0,11,13,0,19,0,40,78,8,5,7,0,98,36,23,13,15,0,88,39,10,7,41,0,96,14,0,0,15,0,28,13,0,0,0,0,13,181,73,64,1102,12,1428,4,0,0,0,0,16,26,5,0,6,0,30,26,8,0,5,0,38,6,0,3,4,0,14,98,0,0,0,0,98,29,8,5,38,6,79,587,76,64,191,8,919,51,6,5,159,1363,1578,3073,848,668,12038,1619,18243
4004,46,275,198,4570,84,5169,3,75,7,2253,39,2376,62,0,5,19,0,85,15,0,0,14,0,31,58,27,11,54,0,147,405,308,218,3412,60,4407,49,0,14,4,0,69,14,0,4,13,0,36,87,38,24,696,13,859,8,9,3,26,0,47,8,3,0,6,0,14,127,0,4,0,0,128,79,47,36,840,11,1015,92,27,17,180,6,314,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14,8,10,0,5,0,27,5,3,3,3,0,23,12,9,17,16,0,53,4,5,0,3,0,12,5,0,0,0,0,5,76,48,48,681,5,868,0,0,0,7,0,4,6,0,12,6,0,25,5,0,4,11,0,21,3,0,0,0,0,6,26,0,0,0,0,27,21,8,0,20,0,51,439,58,14,199,0,714,28,4,10,122,1489,1659,1445,569,374,9471,1654,13515
4005,51,458,343,5864,85,6804,3,28,19,839,20,914,36,0,4,20,0,65,123,30,7,86,0,248,106,39,22,114,4,286,653,489,351,5152,108,6747,135,0,32,11,0,180,19,0,8,43,0,75,149,71,46,1190,23,1485,43,13,9,88,0,149,4,0,3,9,0,17,47,4,3,6,0,53,120,86,49,1013,7,1276,82,35,12,220,8,350,11,0,4,0,0,20,3,0,0,13,0,18,8,0,4,0,0,12,7,4,6,10,0,26,27,15,8,4,0,59,29,15,9,8,0,63,28,25,7,39,0,102,4,3,5,12,0,19,0,0,0,0,0,0,164,125,88,1151,11,1537,6,0,0,5,0,11,15,9,6,7,0,39,11,0,0,8,0,22,0,0,0,8,0,9,20,0,3,4,0,24,22,9,4,47,0,81,314,71,60,222,13,680,25,4,5,116,1121,1266,1844,918,648,11560,1325,16307
4006,72,355,184,5277,98,5982,5,28,7,609,11,655,46,3,8,16,0,70,11,3,0,12,0,25,59,21,25,36,0,145,474,328,219,4673,92,5785,95,5,10,5,0,117,16,0,3,30,0,49,82,57,30,858,11,1032,55,16,12,70,0,157,7,0,0,0,0,14,46,7,0,8,0,61,66,44,19,923,7,1058,255,91,37,439,6,837,3,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,12,0,0,25,0,38,11,0,0,7,0,22,19,14,0,13,0,53,20,6,0,28,0,56,0,0,0,0,0,5,0,0,0,0,0,0,127,65,46,786,4,1034,3,0,0,3,0,7,21,3,0,0,0,27,8,0,0,9,0,25,3,0,0,0,0,7,12,0,0,0,0,16,12,13,0,43,0,65,317,52,21,159,6,555,11,10,6,178,692,890,1578,670,390,10356,893,13896
4007,163,988,766,8283,144,10343,0,19,12,386,10,425,77,6,13,34,0,128,48,9,3,23,4,94,343,67,40,131,0,580,4023,1071,838,8798,180,14914,99,4,29,4,0,143,61,21,6,67,6,161,427,144,94,1832,28,2523,56,21,5,71,7,148,41,11,8,11,0,63,59,5,0,9,0,74,569,165,116,1812,16,2688,211,83,27,199,0,530,7,0,7,8,0,15,4,5,0,15,3,28,4,0,0,0,0,11,36,6,8,18,0,66,25,9,7,8,0,45,51,27,26,11,0,111,97,15,15,43,3,169,30,0,0,10,0,44,0,0,4,0,0,6,731,256,174,2096,29,3286,12,0,0,3,0,19,37,13,4,0,0,62,20,10,5,18,0,49,0,0,5,0,0,12,16,7,6,0,0,24,141,25,11,87,0,261,613,159,134,311,16,1233,39,10,11,133,960,1152,6607,1838,1351,17257,1319,28363
4008,202,792,651,6534,103,8272,4,39,16,1011,20,1086,90,0,7,18,0,112,98,19,5,56,4,188,191,44,36,89,4,367,2235,739,610,5131,124,8839,334,21,49,12,3,419,37,10,6,21,5,74,283,95,81,1012,10,1495,105,26,8,100,0,243,14,4,0,10,0,27,172,5,0,5,0,179,408,109,89,930,13,1548,158,60,18,239,9,475,8,4,6,0,0,16,3,4,0,3,0,11,4,0,0,0,0,4,31,10,7,18,0,67,47,9,14,9,0,87,27,22,16,5,0,68,51,12,3,48,0,119,18,0,0,4,0,23,0,5,0,0,0,6,890,208,148,1032,16,2294,41,6,0,6,0,57,87,4,12,0,0,102,91,10,9,24,0,133,12,0,0,4,0,16,8,3,0,4,0,23,107,28,22,57,0,215,596,109,68,215,19,1001,65,11,8,148,1293,1516,5202,1406,1077,11902,1561,21154
