SUA_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
3005,..,49,55,12,14,11,3,0,0,142,..,60,86,45,72,103,52,40,17,477,28,17,24,16,17,14,10,3,0,133,1683,827,1020,1031,761,614,262,107,28,6329,..,34,686,1236,983,773,344,106,15,4180,..,346,564,272,177,101,27,5,0,1496,..,33,122,151,118,53,12,13,6,499,3308,..,..,..,..,..,..,..,..,3308,..,505,..,..,..,..,..,..,..,505,..,356,99,34,13,4,5,0,0,518,..,88,35,11,7,22,21,16,3,207,..,51,42,24,6,0,3,0,0,130,..,113,123,45,37,32,8,3,0,359,..,134,223,133,189,211,121,71,26,1111,51,38,57,23,30,24,24,12,0,251,3354,1693,1953,1936,1561,1227,566,216,51,12553
3006,..,167,91,47,65,69,41,19,0,495,..,144,239,160,296,419,393,294,100,2042,69,87,48,32,62,62,39,25,0,432,4629,2578,2894,2887,2939,2491,1551,748,190,20906,..,87,1823,3036,3220,2986,1862,721,122,13855,..,771,1584,909,704,476,141,47,8,4631,..,116,469,645,566,213,93,61,43,2214,9231,..,..,..,..,..,..,..,..,9231,..,1795,..,..,..,..,..,..,..,1795,..,1285,408,156,95,69,9,0,0,2024,..,215,126,49,90,128,107,59,27,797,..,126,99,56,34,26,16,6,0,351,..,343,276,110,133,141,101,31,3,1141,..,300,645,519,754,971,772,455,156,4575,134,156,149,88,123,110,78,34,4,883,9367,5191,5567,5570,5710,5133,3175,1409,360,41493
3007,..,3768,4586,1226,1122,1647,1177,518,114,14153,..,1047,2863,2519,3526,6748,8905,7144,3474,36237,569,1188,908,456,513,691,634,286,138,5377,55604,38187,44520,45294,44962,40608,35249,20136,6789,331348,..,911,23164,47750,48645,43306,39038,21425,4006,228233,..,6751,24603,14765,10696,7107,3880,1319,215,69327,..,554,3576,7916,9971,5004,2360,1621,1167,32168,113361,..,..,..,..,..,..,..,..,113361,..,30077,..,..,..,..,..,..,..,30077,..,20603,9961,3473,2530,1627,396,19,0,38605,..,3144,2538,1098,1241,2245,2678,1776,1012,15725,..,3104,3731,1345,1035,827,461,167,39,10710,..,6823,9742,2955,2673,3364,2577,1164,250,29539,..,2019,5867,5900,7860,11660,13774,10326,4844,62240,1139,2080,1902,1118,1106,1292,1102,482,199,10426,114503,76061,85093,86310,85745,76417,66268,38292,11728,640416
3008,..,53,59,27,43,53,39,16,0,297,..,36,78,60,152,316,404,355,189,1591,40,59,30,20,19,37,33,21,7,263,1859,1231,1170,1268,1372,1430,1403,891,323,10940,..,53,715,1053,1248,1303,1493,853,184,6897,..,320,551,365,276,203,133,45,8,1902,..,51,216,367,345,198,95,80,57,1409,3786,..,..,..,..,..,..,..,..,3786,..,878,..,..,..,..,..,..,..,878,..,694,268,166,111,79,17,0,0,1328,..,116,78,31,42,91,83,55,20,508,..,116,89,24,32,20,10,5,4,295,..,121,118,60,93,111,90,37,0,633,..,69,169,166,301,566,622,489,245,2621,76,106,86,49,38,61,54,25,9,499,3856,2523,2290,2278,2487,2622,2589,1586,527,20753
3009,..,112,121,66,134,180,172,83,14,883,..,59,148,124,319,732,1115,983,404,3890,51,77,45,46,61,95,98,42,20,540,4156,2420,2424,2835,3345,4212,4858,2920,772,27939,..,87,1330,2565,3107,4254,5707,3352,571,20975,..,480,1152,818,729,769,561,236,41,4788,..,84,483,749,743,364,234,199,113,2958,8349,..,..,..,..,..,..,..,..,8349,..,1760,..,..,..,..,..,..,..,1760,..,1513,610,322,311,188,28,0,0,2974,..,254,120,52,102,224,261,179,81,1276,..,202,155,90,91,88,51,12,4,681,..,205,263,131,236,341,354,167,28,1730,..,121,286,313,618,1213,1812,1487,555,6404,102,144,111,91,129,164,175,89,33,1038,8451,4850,4520,5130,6066,7603,9175,5725,1420,52938
3010,..,53,41,10,9,22,18,3,0,162,..,37,52,43,57,116,176,117,75,667,11,21,11,8,10,15,8,8,4,96,916,638,642,550,559,570,590,315,134,4922,..,39,373,530,568,614,633,347,72,3185,..,201,326,141,96,65,32,14,8,890,..,29,125,141,121,55,31,17,21,538,1940,..,..,..,..,..,..,..,..,1940,..,327,..,..,..,..,..,..,..,327,..,308,106,50,33,18,8,0,0,515,..,53,36,18,28,36,34,23,16,245,..,58,48,9,17,8,3,0,0,137,..,97,121,45,24,33,35,16,0,370,..,66,132,98,136,213,279,180,92,1204,20,54,33,26,21,28,13,14,10,213,1961,1223,1305,1064,1040,1073,1066,614,220,9566
3011,..,241,270,97,125,115,67,27,4,953,..,191,357,289,434,799,798,758,383,4016,80,190,117,64,83,119,72,42,17,781,7714,4533,5271,5321,5064,4671,3258,1836,647,38314,..,168,3215,5560,5493,5346,3867,1706,350,25694,..,1276,2975,1578,1185,833,291,92,9,8240,..,146,685,1045,973,444,218,147,110,3766,15655,..,..,..,..,..,..,..,..,15655,..,2984,..,..,..,..,..,..,..,2984,..,2646,872,387,257,142,25,0,0,4325,..,458,261,114,167,253,236,177,58,1728,..,308,253,121,83,56,32,6,0,863,..,509,643,256,281,259,141,61,13,2169,..,411,905,851,1074,1606,1427,1094,514,7883,185,347,253,157,155,191,137,66,22,1508,15834,9261,10052,10072,9666,9126,6377,3353,1076,74809
3012,..,36,28,29,55,73,66,27,4,318,..,32,53,79,164,349,471,421,216,1792,24,33,33,21,34,52,35,12,10,254,1979,1271,1139,1291,1563,1904,1950,1104,359,12558,..,70,669,1130,1476,1914,2266,1163,194,8889,..,292,518,385,312,327,223,60,10,2132,..,80,252,340,374,192,136,103,52,1521,3967,..,..,..,..,..,..,..,..,3967,..,848,..,..,..,..,..,..,..,848,..,913,374,166,160,95,6,0,0,1722,..,120,63,21,73,112,108,61,35,592,..,117,65,45,42,40,16,6,0,340,..,85,79,69,117,165,149,63,11,737,..,79,180,204,358,712,824,633,295,3284,67,83,58,57,58,81,69,28,7,515,4032,2690,2262,2426,2958,3636,3801,2130,610,24543
3013,..,73,94,13,20,20,6,0,0,229,..,73,132,84,105,134,85,59,18,687,41,48,36,28,27,13,13,3,6,214,1939,1077,1498,1201,976,749,379,180,37,8039,..,48,796,1199,988,826,389,163,17,4423,..,375,935,472,264,172,58,7,0,2285,..,55,209,213,205,96,46,38,18,881,3965,..,..,..,..,..,..,..,..,3965,..,548,..,..,..,..,..,..,..,548,..,526,201,50,50,15,4,0,0,846,..,173,62,37,52,67,53,37,0,498,..,63,49,21,19,11,8,4,0,177,..,156,180,48,48,54,10,6,0,504,..,188,373,240,288,358,194,119,24,1780,85,89,84,52,49,33,28,17,4,445,4046,2217,2883,2333,1964,1645,798,386,74,16343
3014,..,251,197,87,103,132,66,16,5,857,..,228,403,280,423,772,822,813,402,4138,137,169,106,66,72,89,65,42,21,769,7346,4528,5142,4747,4440,4327,3155,1982,700,36364,..,193,3258,4925,4477,4663,3710,1842,363,23424,..,1224,2497,1273,884,664,212,78,18,6856,..,180,851,1083,1021,494,234,184,120,4165,14852,..,..,..,..,..,..,..,..,14852,..,2861,..,..,..,..,..,..,..,2861,..,2505,927,400,306,160,27,4,0,4326,..,557,255,123,181,289,253,150,80,1895,..,377,267,110,90,59,18,15,9,947,..,518,562,268,245,254,158,46,8,2061,..,414,937,715,973,1463,1475,1150,560,7687,286,344,264,148,164,158,119,82,20,1592,15147,9175,9829,9036,8347,8214,6204,3539,1186,70660
3015,..,1577,1752,471,618,949,646,252,47,6317,..,371,1033,1070,1983,4080,5235,4691,2204,20662,366,671,448,243,327,531,465,193,59,3316,30483,19131,19930,23367,25849,25628,22772,13146,4211,184511,..,584,11704,25260,28652,28132,27384,14828,2992,139542,..,3066,10414,7251,6150,4847,2640,870,127,35353,..,254,1688,4049,5153,2546,1149,804,573,16213,61999,..,..,..,..,..,..,..,..,61999,..,15804,..,..,..,..,..,..,..,15804,..,11138,4616,1711,1300,784,193,4,0,19749,..,1318,907,438,544,1017,1253,907,531,6913,..,1592,1701,639,578,501,276,95,26,5404,..,2708,3657,1121,1337,1797,1343,544,89,12583,..,704,2185,2516,4017,6807,8000,6578,3053,33866,684,1174,931,587,693,951,838,329,90,6274,62687,38340,37801,43573,48424,47382,43070,24961,7472,353705
3016,..,618,440,138,146,194,131,47,12,1736,..,378,868,578,854,1575,1965,1783,992,8988,187,313,174,112,127,157,159,74,39,1344,13160,8390,9115,8555,8398,7955,7075,4393,1577,68624,..,487,6556,9654,9432,8983,8221,4590,866,48788,..,2012,3951,1798,1404,972,438,137,15,10735,..,248,1065,1752,1703,764,398,315,191,6438,26424,..,..,..,..,..,..,..,..,26424,..,6017,..,..,..,..,..,..,..,6017,..,4102,1629,580,474,258,42,0,0,7084,..,805,499,206,193,380,402,231,133,2849,..,575,369,158,119,72,33,20,4,1342,..,1194,1117,360,354,407,259,101,19,3801,..,749,1774,1364,1752,2656,2907,2410,1277,14884,345,562,396,243,239,293,285,121,52,2542,26771,16747,17368,16102,15665,14781,12998,7929,2553,130915
3017,..,1261,743,196,261,286,170,70,13,2988,..,576,1063,757,1087,1756,1775,1384,606,8992,225,377,252,140,188,208,161,87,22,1670,15624,11392,11817,11177,10825,9528,6908,3658,1111,82037,..,383,6661,10947,11121,10230,7849,3580,533,51305,..,3333,6883,3463,2528,1620,671,201,18,18716,..,335,1505,2459,2397,1081,514,339,194,8817,31887,..,..,..,..,..,..,..,..,31887,..,7230,..,..,..,..,..,..,..,7230,..,5015,2089,840,548,306,53,4,0,8860,..,1205,594,283,352,577,538,321,185,4052,..,749,594,217,190,145,60,18,3,1974,..,2339,1863,529,558,610,369,148,26,6435,..,1200,2383,1817,2418,3309,3025,2024,801,16977,488,693,527,320,368,354,288,129,35,3200,32376,22474,23094,20880,20483,18233,13366,6750,1799,159458
3018,..,37,25,10,14,26,21,7,0,149,..,37,66,40,97,173,255,274,121,1066,15,30,21,15,22,19,21,10,9,158,1328,768,823,717,882,1002,969,662,200,7354,..,31,511,669,821,1081,1124,683,115,5036,..,205,385,193,177,156,113,35,0,1270,..,50,146,184,219,108,59,32,35,836,2643,..,..,..,..,..,..,..,..,2643,..,484,..,..,..,..,..,..,..,484,..,474,193,80,64,39,10,0,0,857,..,66,41,13,30,48,39,33,18,297,..,51,51,20,14,8,7,7,0,156,..,71,75,24,34,57,45,19,0,323,..,98,162,121,209,337,436,398,165,1927,42,70,48,32,48,35,35,21,4,336,2692,1610,1619,1336,1613,1870,1872,1225,332,14169
3019,..,36,38,15,19,38,15,5,0,167,..,30,52,70,96,205,251,206,123,1037,25,43,31,9,32,43,30,21,16,248,1707,1001,1002,1165,1249,1359,1073,623,214,9405,..,38,653,1207,1354,1457,1383,723,130,6938,..,242,597,333,275,259,97,31,4,1842,..,24,113,223,240,120,48,36,25,835,3425,..,..,..,..,..,..,..,..,3425,..,745,..,..,..,..,..,..,..,745,..,606,179,80,62,36,9,0,0,976,..,93,35,22,31,64,50,45,17,349,..,71,44,23,23,19,9,0,0,185,..,66,83,39,41,80,48,17,4,378,..,64,130,165,214,396,423,313,169,1877,62,69,63,37,61,72,50,27,16,456,3486,2017,1899,2114,2301,2509,2112,1196,367,17991
4000,..,311,434,158,302,466,308,117,14,2116,..,405,750,615,1425,2868,3526,3133,1577,14305,409,620,425,261,341,533,455,194,63,3310,20719,11044,12132,13459,16032,18890,16722,8794,2640,120425,..,481,7927,14822,18058,22523,22231,10553,1809,98393,..,2272,6573,4274,4289,3991,2101,538,50,24094,..,251,1310,2229,2577,1374,658,474,329,9201,41745,..,..,..,..,..,..,..,..,41745,..,8711,..,..,..,..,..,..,..,8711,..,7473,2998,1084,816,485,93,5,0,12948,..,955,550,241,355,658,599,423,213,3989,..,539,465,198,181,173,87,25,11,1680,..,732,1076,519,696,968,682,243,47,4972,..,971,2076,1992,3889,6868,7289,5022,2290,30404,820,1199,996,707,804,1076,974,373,110,7059,42564,23586,23967,26066,31654,38109,34722,17658,4864,243194
4001,..,6005,6560,1602,1525,1881,1338,425,110,19443,..,2347,7054,6224,8111,14988,18836,16224,9268,83055,1387,2268,1902,1036,925,1082,929,473,255,10248,110183,76901,91803,89028,84001,81586,69200,40289,15404,658399,..,2394,58530,101669,93785,90105,79179,41755,9077,476503,..,10698,40913,23087,17651,12796,6248,1720,246,113349,..,1210,7109,14842,18555,11359,4949,3159,2205,63389,223712,..,..,..,..,..,..,..,..,223712,..,68065,..,..,..,..,..,..,..,68065,..,41024,26689,7916,5401,3048,520,19,0,84619,..,7459,6092,2065,2252,4121,3961,2345,1434,29733,..,5069,5820,1764,1062,832,410,82,25,15070,..,12834,16781,4718,3890,4177,2846,911,190,46345,..,4629,15599,15149,19277,27949,29864,22509,12533,147516,2845,4275,4134,2485,2111,1992,1580,763,348,20530,226552,157653,181660,173693,163995,156385,129560,73261,26077,1288837
4002,..,65,54,18,29,38,22,8,3,236,..,103,172,124,220,406,454,453,217,2154,40,63,51,23,22,27,42,17,10,292,2467,1622,1725,1647,1817,1855,1570,957,324,13976,..,60,1023,1685,1881,2041,1876,940,178,9680,..,395,939,460,406,320,132,33,3,2697,..,53,276,365,407,176,82,47,30,1435,4969,..,..,..,..,..,..,..,..,4969,..,1069,..,..,..,..,..,..,..,1069,..,1075,328,129,73,46,6,0,0,1657,..,133,63,33,35,62,56,32,14,429,..,70,51,12,24,14,6,4,0,186,..,134,151,49,71,81,50,11,4,554,..,152,408,328,491,772,743,606,313,3828,82,122,89,56,55,54,70,38,11,580,5052,3258,3339,3115,3455,3570,3012,1725,554,27078
4003,..,50,40,24,24,46,26,5,4,221,..,53,85,55,109,261,295,264,152,1272,24,37,23,15,19,33,17,15,3,186,1458,949,1045,882,1015,1178,1034,713,254,8525,..,34,602,828,942,1128,1146,771,172,5631,..,235,473,274,241,194,106,33,14,1571,..,38,193,207,256,144,62,45,21,964,2816,..,..,..,..,..,..,..,..,2816,..,606,..,..,..,..,..,..,..,606,..,590,251,119,60,29,12,0,0,1057,..,100,46,22,36,59,61,40,18,378,..,65,63,36,29,25,4,0,0,227,..,97,113,52,59,84,54,23,6,493,..,82,199,181,284,482,490,420,209,2343,62,71,64,47,45,49,25,21,6,392,2885,1915,2002,1759,1959,2195,1973,1348,441,16466
