SUA_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
1035,409,957,2594,2289,2123,1642,333,21,0,10365,572,403,523,373,272,359,305,68,11,2891,38,48,78,55,48,66,36,4,0,384,26,53,71,32,23,24,9,3,3,243,1040,1460,3264,2762,2477,2094,677,102,10,13887,38,72,128,90,54,56,12,0,0,447,83,53,42,20,19,24,18,0,5,263,121,130,171,109,73,81,30,0,5,715,1165,1586,3430,2867,2548,2171,705,102,12,14598,649,277,329,250,354,658,1651,1205,452,5823,79,112,221,179,164,124,126,119,67,1184,1894,1973,3978,3300,3063,2953,2486,1431,531,21607,195,684,1614,1483,1485,1048,156,6,0,6675,800,781,1180,1116,940,931,314,29,0,6091,46,88,242,107,85,96,45,9,0,711,21,36,36,24,23,13,11,3,0,168,1064,1585,3074,2733,2529,2090,516,41,3,13640,24,40,68,44,41,17,4,0,0,239,108,45,66,35,35,29,9,0,0,330,139,85,137,84,68,48,11,0,0,571
1036,1169,3601,10738,11586,11257,7752,1154,83,3,47332,2101,2570,3318,2430,2273,2461,1167,164,15,16499,717,959,1213,931,988,933,309,42,3,6107,52,145,330,217,165,133,41,13,3,1108,4031,7279,15606,15172,14680,11283,2663,299,29,71043,240,471,606,386,405,320,47,5,0,2475,451,300,221,99,93,153,47,7,0,1369,698,769,831,483,492,473,86,11,0,3842,4728,8053,16435,15648,15181,11752,2748,311,29,74883,4325,2089,2186,1955,2681,5975,11502,7847,2576,41130,404,497,948,802,787,678,622,624,492,5865,9459,10643,19563,18412,18640,18409,14879,8782,3098,121878,502,2644,6916,6225,7122,4150,544,32,3,28131,2874,3326,5413,6680,6056,4883,1177,95,11,30507,965,1257,2233,1504,1146,1068,269,17,0,8455,74,114,233,138,139,85,28,12,0,814,4407,7350,14799,14541,14456,10178,2018,155,12,67913,117,248,269,214,206,117,11,3,0,1181,491,334,274,245,216,199,42,0,0,1805,607,581,542,458,419,315,48,3,0,2981
2000,3370,7976,20734,23332,27281,24480,7450,1387,125,116145,4823,2818,4114,4084,5324,8266,5988,1416,181,37025,746,483,957,1064,1403,2180,941,178,32,7992,357,361,764,688,807,710,415,217,52,4372,9304,11640,26567,29174,34823,35642,14799,3202,388,165532,340,532,865,679,903,951,149,3,0,4428,581,281,280,188,262,484,199,22,4,2303,923,807,1151,867,1167,1438,350,24,7,6728,10225,12451,27711,30046,35987,37084,15147,3230,387,172260,8403,2166,3785,4316,6348,14564,34995,21502,6116,102181,1470,1333,2858,3303,3797,4173,3991,2477,1029,24427,20096,15950,34352,37663,46126,55812,54129,27203,7533,298872,1072,4175,10702,11394,16438,12553,2800,380,29,59544,6478,4783,10913,14952,16398,17556,6112,870,66,78133,1053,732,2629,1789,1704,2425,837,115,20,11305,355,284,530,487,608,500,320,152,43,3286,8954,9979,24775,28625,35151,33041,10074,1513,151,152261,166,272,423,370,456,432,42,5,0,2155,628,256,387,409,480,649,124,20,4,2960,801,525,813,780,936,1081,163,25,4,5122
2001,111,354,1221,1226,1043,692,120,0,4,4765,193,151,192,155,148,149,113,17,0,1115,21,21,57,46,43,38,16,3,0,246,4,12,28,38,23,14,3,6,0,141,329,540,1497,1463,1258,903,255,27,0,6266,9,18,46,23,29,24,3,0,0,156,30,21,8,16,4,10,0,0,0,91,44,41,51,39,29,35,7,0,0,243,372,580,1544,1500,1292,935,258,29,0,6513,305,71,115,128,162,273,814,467,129,2470,26,27,71,67,62,44,58,32,4,391,696,684,1735,1692,1510,1260,1134,526,145,9369,35,222,708,626,689,352,54,0,0,2685,264,285,502,578,494,396,106,17,0,2642,34,45,148,76,36,41,10,0,0,380,10,11,23,33,23,9,9,0,0,121,340,561,1378,1315,1244,798,179,20,0,5835,14,12,28,22,18,11,0,0,0,112,38,16,28,42,13,12,0,0,0,150,51,35,59,58,31,22,0,0,0,259
2002,73,194,536,435,478,381,95,13,0,2203,130,68,104,104,110,135,108,27,4,800,20,9,20,18,22,47,18,0,0,144,11,10,16,5,15,12,9,0,0,82,229,281,682,566,628,573,230,41,3,3233,19,23,31,19,18,14,0,0,0,121,10,6,5,3,10,9,5,0,0,56,31,30,41,21,25,21,4,0,0,175,260,307,723,586,648,596,231,41,3,3406,155,67,91,90,119,254,698,567,169,2209,26,26,52,52,58,67,62,68,48,462,442,404,865,738,826,916,993,674,226,6081,35,120,270,239,292,235,49,0,0,1236,162,139,313,326,358,328,112,9,0,1752,20,7,53,23,25,46,12,0,0,190,7,7,14,9,9,10,3,0,0,66,212,278,654,599,681,621,173,18,0,3239,0,13,5,6,12,3,0,0,0,41,11,8,13,8,17,14,6,0,0,81,13,15,23,11,29,21,6,0,0,119
2003,464,1487,4624,4428,4121,2827,506,30,5,18489,978,928,1180,748,734,921,556,88,4,6144,137,116,200,129,161,256,82,13,3,1100,31,50,110,57,61,48,18,8,0,386,1617,2579,6115,5364,5083,4055,1162,144,15,26116,64,142,250,164,131,115,13,0,0,887,176,89,92,52,43,57,29,4,0,537,235,231,344,214,172,171,46,6,0,1417,1854,2812,6458,5577,5252,4222,1203,144,15,27542,1441,498,758,651,859,1606,3861,2602,860,13142,154,208,408,310,323,295,277,229,145,2340,3449,3513,7627,6541,6439,6124,5345,2967,1015,43024,179,954,2681,2323,2630,1680,222,9,7,10683,1340,1479,2434,2838,2432,2106,573,41,0,13240,180,205,553,325,204,282,76,14,0,1834,29,36,79,45,45,34,15,11,8,307,1725,2675,5752,5539,5316,4096,888,66,14,26067,45,68,125,92,93,55,8,0,0,481,190,93,123,112,86,83,16,0,0,711,240,160,247,202,183,137,22,0,0,1187
2004,385,1445,4245,3969,3685,2630,518,25,4,16901,962,749,985,743,675,812,529,91,8,5547,100,111,179,146,133,234,78,11,0,982,24,41,98,67,55,36,15,8,3,348,1466,2341,5499,4920,4546,3711,1141,138,12,23776,64,135,171,124,118,90,12,0,0,719,181,83,66,25,38,57,21,0,0,470,246,222,234,152,155,148,33,0,0,1183,1712,2566,5734,5074,4698,3855,1175,138,12,24967,1149,468,594,586,756,1505,3791,2600,959,12401,121,166,394,321,310,285,246,175,109,2123,2984,3196,6723,5982,5766,5649,5212,2909,1081,39492,144,963,2539,2084,2438,1508,200,7,0,9879,1293,1262,2253,2578,2100,2052,567,43,6,12148,143,163,514,264,176,290,91,3,0,1659,20,37,80,64,34,37,11,7,4,292,1601,2427,5380,4987,4754,3890,865,70,7,23978,30,48,91,54,55,46,6,0,0,342,189,71,105,79,76,68,18,0,0,624,224,125,200,136,131,114,27,0,3,960
2005,27,61,212,296,366,269,69,9,0,1318,70,49,96,142,131,166,89,15,0,763,8,4,4,20,13,25,20,0,0,96,5,3,8,10,9,4,0,0,0,30,112,124,316,465,517,467,177,24,5,2209,3,3,8,11,10,9,4,0,0,50,13,0,14,7,5,5,8,0,0,48,17,9,23,19,14,11,8,0,0,96,126,126,337,488,535,480,182,24,5,2305,120,58,258,197,157,261,576,385,109,2124,22,10,23,28,47,28,52,45,61,320,260,202,615,713,746,771,819,457,169,4743,12,27,127,171,240,186,31,0,0,795,95,52,171,294,324,307,125,8,0,1374,19,4,25,39,27,35,10,0,0,156,0,0,4,0,7,4,0,0,0,21,121,85,331,506,596,535,170,10,0,2349,0,0,8,12,8,6,0,0,0,31,9,4,4,9,7,13,9,0,0,49,9,3,15,17,14,23,5,0,0,87
2006,76,225,578,473,448,355,77,9,5,2243,116,52,104,74,82,100,78,9,0,630,18,4,14,22,23,30,11,0,0,120,3,0,13,11,14,9,7,0,0,59,219,283,712,585,569,490,178,25,5,3057,10,10,24,11,14,3,3,0,0,73,10,6,0,10,7,5,0,0,0,46,17,13,26,22,25,9,5,0,0,118,234,300,739,602,587,499,183,25,5,3173,117,47,68,77,104,206,484,427,150,1675,9,12,53,35,33,29,40,43,17,273,358,356,852,714,727,736,708,492,173,5120,28,135,269,219,255,192,21,0,0,1134,173,109,258,268,297,265,94,4,0,1471,16,17,50,44,26,32,20,0,0,219,4,8,10,8,4,7,5,4,0,49,231,263,595,542,587,499,140,8,3,2868,0,0,6,3,6,4,0,0,0,26,13,3,8,8,3,7,0,0,0,37,13,5,14,6,9,9,0,0,0,62
2007,122,286,746,725,874,696,165,12,3,3626,214,87,130,135,128,230,138,34,3,1089,45,15,33,36,35,60,31,0,0,260,10,9,24,17,20,21,8,0,0,100,391,398,935,913,1058,1008,332,46,5,5083,14,17,26,20,27,31,5,0,0,130,16,9,8,0,4,11,12,0,0,66,28,21,41,18,28,40,18,0,0,195,419,419,972,930,1089,1041,353,46,5,5278,233,56,87,82,136,334,1086,816,230,3058,31,32,79,51,94,74,92,86,50,593,679,510,1136,1066,1314,1446,1532,949,290,8928,33,167,418,407,570,345,50,5,5,2002,263,203,384,501,522,568,155,16,0,2616,60,24,104,57,55,59,34,4,0,389,7,3,12,12,14,14,8,0,0,77,366,403,919,978,1167,984,245,24,6,5081,11,7,14,14,10,11,0,0,0,69,22,17,17,15,25,24,0,0,0,107,27,27,28,27,36,38,6,0,0,180
2008,886,3516,12372,12566,11306,7513,1412,130,10,49705,2555,2650,3129,2139,1976,2442,1579,270,24,16758,331,369,505,494,453,540,255,34,4,2981,50,143,278,227,195,138,58,22,4,1109,3811,6682,16282,15421,13924,10637,3305,456,41,70550,135,343,521,320,370,284,51,0,0,2034,543,259,207,99,83,142,55,8,0,1398,677,601,733,418,449,430,105,12,0,3429,4487,7287,17013,15838,14375,11063,3413,462,41,73978,3514,1406,2062,1645,2051,4120,10381,6813,2381,34373,347,503,1022,775,769,686,696,535,311,5649,8352,9198,20094,18266,17197,15871,14489,7821,2727,114008,259,2217,7803,6263,6857,4152,503,33,0,28084,3379,3857,6196,7733,6720,5689,1694,125,12,35393,486,540,1448,1019,584,669,208,20,0,4967,54,113,242,176,149,105,41,23,8,896,4178,6718,15686,15184,14309,10620,2441,194,24,69346,63,149,262,203,200,136,17,0,0,1035,507,258,294,276,226,178,52,12,0,1802,576,404,556,474,422,319,66,14,0,2836
2009,97,234,582,1099,1210,832,148,17,0,4220,228,144,104,132,156,220,133,31,0,1146,34,21,24,47,52,43,23,5,0,254,12,17,16,18,17,11,0,3,0,104,373,409,733,1297,1432,1111,306,61,3,5725,11,8,18,22,17,26,5,0,0,105,38,10,0,0,4,13,6,3,0,75,43,19,22,20,26,42,5,3,0,181,413,429,747,1321,1458,1151,312,64,3,5907,388,72,57,55,74,258,751,493,99,2249,33,18,29,55,73,60,46,31,24,376,835,522,837,1423,1603,1476,1113,587,127,8530,18,126,379,570,715,400,63,0,0,2275,314,195,257,675,662,468,146,11,0,2735,32,27,69,92,54,64,21,0,0,362,10,10,4,18,18,18,0,0,0,88,370,357,713,1357,1452,952,235,18,0,5453,0,7,6,8,18,11,0,0,0,46,38,11,6,19,27,15,5,0,0,128,42,18,11,26,44,30,5,0,0,171
2010,88,250,740,629,629,528,108,11,0,2990,149,79,119,98,98,140,110,34,0,832,10,14,25,24,19,37,24,3,0,161,5,7,21,15,11,12,7,4,0,78,259,353,907,765,756,716,241,57,10,4063,8,18,21,14,15,12,0,0,0,92,16,12,11,5,3,7,3,0,0,65,26,35,31,20,18,17,3,0,0,148,282,391,942,783,778,733,248,58,10,4218,204,61,80,99,91,239,578,454,201,2002,31,35,77,43,36,49,47,37,21,377,521,484,1099,921,900,1017,869,551,228,6594,28,199,433,303,360,271,43,8,0,1642,187,139,369,407,363,378,113,16,0,1976,20,12,68,30,34,57,13,3,0,245,6,4,12,9,9,5,6,5,0,58,237,359,884,750,773,714,171,32,0,3924,5,3,14,12,6,8,0,0,0,42,16,10,14,20,4,10,0,0,0,75,25,22,26,26,11,13,4,0,0,120
2011,9581,53186,230376,243881,196221,127066,26003,2059,118,888493,32907,51483,64138,43171,36067,36099,21481,4477,329,290149,4755,6290,9580,7563,6510,6863,2875,507,66,45006,806,2817,7534,5328,3355,2106,702,214,63,22931,48044,113775,311625,299939,242165,172143,51063,7253,575,1246580,1855,6223,11567,8582,7793,5849,912,45,11,42843,9949,6550,4381,2123,1858,2479,1018,128,17,28513,11801,12773,15951,10707,9655,8332,1934,177,28,71360,59841,126556,327576,310647,251818,180467,52993,7433,604,1317941,72420,30714,35285,29851,34489,59308,123493,90585,33358,509509,5394,8663,22565,17296,13239,10190,8206,6652,3861,96064,137659,165928,385424,357794,299544,249970,184692,104673,37830,1923516,2764,37188,168420,137576,124858,70797,10760,501,20,552884,43321,63236,97531,111419,95767,71964,22493,2386,117,508220,6428,8589,21358,15737,8277,8090,2791,365,32,71664,737,2229,5023,3429,2533,1569,528,192,74,16307,53248,111237,292335,268156,231430,152416,36575,3440,243,1149080,1108,3694,7727,5550,4662,2898,276,15,0,25935,10110,6175,6411,5945,4684,3640,741,59,7,37770,11219,9870,14140,11491,9344,6541,1015,75,6,63706
2012,228,685,1988,1777,1885,1563,384,40,0,8553,398,262,460,339,320,399,261,34,7,2498,45,45,88,62,75,93,35,8,3,446,24,30,89,58,65,55,12,10,0,352,691,1029,2631,2240,2349,2103,692,94,14,11844,40,90,106,95,75,69,7,0,0,474,69,34,56,29,31,30,19,0,0,266,104,121,159,121,109,98,23,0,5,740,800,1148,2796,2357,2454,2204,716,94,16,12582,668,269,405,345,463,834,1890,1358,436,6670,146,129,320,291,286,254,249,136,62,1879,1613,1546,3514,2997,3205,3292,2850,1593,515,21133,79,499,1246,1098,1371,941,164,5,0,5416,572,437,968,1036,978,909,280,18,0,5193,64,66,221,109,92,122,28,5,0,710,25,32,54,44,61,44,11,11,0,282,742,1020,2490,2294,2507,2015,491,37,4,11596,32,31,58,36,41,31,0,0,0,229,70,34,72,46,41,54,4,0,0,327,98,72,123,77,81,86,9,0,0,550
2013,108,282,784,639,669,613,105,8,0,3216,147,92,133,125,120,181,104,12,0,914,12,11,32,35,35,54,29,0,0,205,16,7,39,33,19,20,4,4,0,137,280,392,985,830,845,863,234,23,5,4469,26,46,69,40,60,66,10,0,0,308,26,15,23,9,13,13,8,0,0,116,50,63,94,50,69,81,22,0,0,422,334,456,1082,881,917,944,252,23,5,4892,254,96,166,170,244,512,1074,635,211,3363,43,41,104,90,105,112,107,54,22,674,635,598,1350,1136,1265,1571,1433,704,237,8925,41,175,364,320,393,252,46,6,0,1598,207,190,406,452,473,452,119,11,0,2309,26,26,92,50,47,51,11,0,0,305,10,12,26,9,19,13,8,0,0,96,287,398,895,828,925,767,188,17,0,4305,11,19,31,21,25,23,3,0,0,126,26,10,31,22,23,25,0,0,0,141,36,34,60,42,48,42,3,0,0,268
2014,55,146,293,354,421,358,75,7,0,1714,105,48,71,73,76,112,74,11,0,577,9,9,14,15,24,41,9,7,0,120,3,5,13,7,8,8,0,0,0,57,171,209,396,444,532,517,166,27,4,2465,8,20,22,11,17,20,3,0,0,100,12,0,9,6,0,3,7,0,0,45,23,22,33,16,17,19,5,0,0,144,197,233,426,460,551,539,168,27,4,2602,118,43,44,59,131,278,589,334,113,1717,23,20,38,38,44,46,59,31,16,314,340,294,506,565,723,867,822,384,130,4636,24,72,161,161,241,153,37,0,0,858,132,75,180,238,255,257,87,6,0,1236,13,11,38,24,33,45,3,0,0,175,5,8,9,9,4,3,5,3,0,32,170,166,391,429,534,463,137,15,3,2302,4,3,15,7,13,0,0,0,0,46,3,7,12,14,15,15,3,0,0,64,14,10,21,20,25,17,3,0,0,110
2015,62,177,577,553,511,438,83,12,0,2419,124,101,119,99,82,95,59,18,5,696,14,4,25,10,30,36,9,5,0,138,3,14,22,6,3,9,3,0,0,65,206,296,745,671,628,577,162,35,5,3315,12,24,22,15,23,14,5,0,0,122,14,10,10,9,5,10,3,0,0,62,33,30,35,27,32,23,9,0,0,184,234,325,771,699,660,602,172,35,5,3504,186,66,80,89,130,250,619,424,141,1991,22,31,72,57,61,42,53,26,23,391,446,424,934,837,855,890,843,492,171,5879,24,119,293,279,354,218,27,4,0,1321,168,127,328,341,337,291,86,7,0,1680,24,10,51,26,35,36,11,4,0,198,9,6,9,10,11,7,0,0,0,51,221,265,681,655,737,555,127,9,4,3250,8,14,25,11,17,5,0,0,0,79,21,6,11,19,22,8,3,0,0,90,27,26,39,27,35,12,3,0,0,169
2016,230,759,2077,1858,1896,1477,334,35,0,8660,424,265,425,369,337,347,262,60,0,2500,43,37,62,78,70,104,36,5,0,444,24,31,76,58,43,33,10,4,3,266,722,1086,2641,2360,2344,1964,639,101,13,11869,38,90,122,95,73,45,3,0,0,455,94,41,34,31,21,30,8,0,0,253,131,128,159,125,92,75,9,0,0,713,851,1218,2794,2485,2435,2034,645,103,13,12583,710,265,403,433,518,795,1732,1344,469,6673,118,140,302,249,231,210,193,147,63,1659,1679,1626,3503,3158,3184,3039,2570,1591,546,20902,98,445,1271,1071,1204,821,150,0,0,5059,558,484,1039,1098,984,933,292,17,0,5399,79,61,195,108,89,105,37,0,0,674,13,28,48,45,28,26,8,0,5,207,744,1017,2553,2323,2304,1882,492,24,5,11338,18,43,46,40,39,18,0,0,0,192,87,36,63,41,28,29,9,0,0,294,99,75,108,81,62,44,6,0,0,489
2017,62,204,526,441,360,343,73,4,0,2025,93,60,78,73,51,86,66,22,0,517,8,0,20,9,4,22,7,0,0,79,0,3,18,5,5,13,3,0,0,51,161,266,647,535,425,461,153,23,3,2675,6,10,17,12,15,14,0,0,0,70,11,6,6,7,3,8,0,0,0,33,18,12,18,20,17,16,0,0,0,104,181,282,665,553,444,478,152,23,3,2784,95,40,55,53,80,128,345,275,135,1194,27,17,57,36,38,43,31,33,15,303,300,339,774,638,559,653,531,334,153,4281,24,131,296,229,223,187,27,0,0,1119,116,112,256,265,199,218,81,10,0,1238,14,13,75,19,13,25,8,0,0,164,7,0,8,10,9,4,0,0,0,42,158,261,626,518,440,430,112,14,0,2568,0,0,3,7,8,3,4,0,0,27,4,8,4,4,0,5,0,0,0,26,4,11,15,13,8,3,4,0,0,53
2018,135,509,1662,1498,1461,1093,202,11,3,6572,379,245,338,264,228,264,178,36,0,1941,43,28,55,65,59,101,37,5,0,396,6,30,45,32,37,18,14,5,0,187,568,808,2104,1861,1789,1482,431,56,4,9092,46,81,126,96,100,74,15,0,0,536,73,25,38,20,21,26,11,0,4,213,120,106,171,112,116,92,24,4,4,753,684,913,2275,1972,1905,1576,449,55,8,9838,473,204,261,307,419,857,1754,1139,360,5780,82,94,230,189,203,184,161,143,95,1370,1242,1205,2770,2468,2524,2619,2367,1335,457,16991,68,342,990,789,860,585,78,4,0,3715,519,417,862,929,846,781,198,15,0,4555,56,45,205,101,88,100,36,7,0,636,9,26,25,21,23,22,13,0,0,136,649,829,2085,1846,1815,1482,325,18,0,9043,18,36,60,42,33,36,3,0,0,233,68,29,52,40,44,37,8,0,0,290,90,72,120,77,79,77,13,0,0,520
2019,90,242,688,707,692,557,116,14,3,3104,205,87,150,136,145,161,121,19,3,1026,29,10,23,15,22,32,18,4,0,161,9,12,18,17,8,15,3,0,0,88,332,353,880,880,870,768,265,39,8,4376,8,9,24,17,16,24,4,0,0,105,26,18,11,3,9,11,3,0,0,76,37,28,34,20,22,31,3,0,0,178,363,379,915,903,890,795,273,37,8,4559,223,65,112,108,170,305,772,660,238,2645,26,31,63,56,42,52,71,53,43,439,610,463,1086,1062,1102,1153,1115,755,285,7646,35,164,444,379,500,316,55,0,0,1886,257,192,384,439,449,446,128,8,0,2303,39,18,95,48,32,59,24,3,0,321,9,9,5,4,10,10,3,0,0,46,339,380,928,873,985,833,206,15,0,4552,3,8,7,10,16,8,0,0,0,48,28,6,21,11,13,13,0,0,0,90,33,17,25,23,29,14,0,0,0,141
2020,180,577,1858,1628,1524,1207,279,44,6,7304,323,213,297,256,278,360,281,74,14,2089,39,34,62,54,65,100,31,10,0,396,13,26,47,38,36,30,17,3,0,207,555,845,2266,1974,1908,1699,601,137,17,9998,26,51,68,34,47,49,8,0,0,277,57,19,18,12,14,22,5,0,0,145,82,66,83,47,57,72,14,3,0,429,640,913,2349,2021,1967,1773,612,134,17,10422,486,128,209,207,277,574,1662,1187,350,5077,47,51,134,154,151,118,126,86,38,912,1173,1092,2694,2378,2392,2468,2399,1416,411,16419,60,351,1010,781,925,634,120,12,0,3891,468,453,926,962,982,895,237,27,4,4963,52,61,219,106,79,127,48,9,0,695,13,16,37,33,23,17,13,5,0,156,589,877,2197,1885,2011,1668,413,47,7,9700,15,19,32,14,31,22,0,0,0,133,60,27,44,36,33,27,0,0,0,240,78,47,78,48,64,46,3,0,0,376
2021,199,491,1477,1375,1374,1092,202,22,0,6233,385,182,316,232,258,328,237,47,0,1975,46,35,62,57,60,79,39,6,0,382,8,8,41,26,18,13,10,5,0,134,638,723,1895,1688,1706,1516,487,73,0,8730,6,31,34,34,34,20,6,0,0,169,39,20,15,16,11,23,0,0,0,125,48,51,49,54,40,42,3,0,0,294,682,771,1945,1742,1749,1557,495,78,0,9020,316,85,189,169,249,472,1362,895,331,4071,69,62,115,152,109,96,91,73,52,820,1073,918,2255,2056,2105,2133,1942,1046,386,13915,108,323,837,648,868,591,65,6,0,3441,486,352,758,992,912,874,224,20,0,4615,53,37,174,101,76,108,35,0,0,593,11,16,35,14,21,20,14,5,0,122,654,729,1796,1751,1873,1597,336,32,0,8771,3,17,17,14,22,15,0,0,0,94,52,18,19,25,25,29,3,0,0,170,59,30,37,44,46,49,5,0,0,263
