SUA_CODE_2021,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
1010,1236,29,6,37,1275,292,3,1569,10,0,0,6,15,0,0,0,15,0,26,43,5916,1308,429,121,7769,110,36,142,7913,687,40,8648,1422,237,84,11,1753,24,13,37,1793,133,0,1919,1572,361,97,16,2050,21,6,26,2076,128,5,2204,223,66,62,4,355,8,0,3,356,25,0,383,24,6,0,22,50,0,0,0,55,5,7,65,3238,674,242,50,4205,55,19,72,4278,290,9,4571,21,6,0,0,26,0,0,0,30,5,0,42,27,16,0,0,44,0,4,7,50,0,0,48,46,19,3,3,72,5,4,11,78,8,0,92,3290,690,245,49,4278,55,23,78,4356,297,9,4661,566,143,45,21,774,21,10,29,808,221,4,1033,0,0,0,11,12,0,0,0,12,5,11,25,3853,837,289,80,5063,75,32,110,5172,520,26,5723,1828,345,116,4,2295,42,6,47,2343,161,0,2510,1816,422,133,14,2380,22,6,28,2411,147,9,2570
1011,197,10,4,14,213,109,3,328,6,0,0,0,7,0,0,0,7,0,5,12,1329,303,36,26,1694,32,12,43,1737,197,11,1949,405,62,9,0,473,7,3,5,480,25,0,508,339,80,11,4,422,3,0,7,433,23,0,454,7,0,0,0,9,0,0,0,9,0,0,9,4,0,0,3,11,0,0,0,11,0,0,7,748,138,15,6,917,10,5,14,933,49,0,979,9,0,0,0,8,0,0,0,11,0,0,14,12,0,0,0,12,0,0,0,12,0,0,14,17,0,0,0,20,0,0,0,21,0,0,23,772,143,15,6,933,10,5,14,956,52,0,1003,84,31,4,3,125,0,3,8,127,50,0,178,4,0,0,0,6,0,0,0,6,0,3,6,853,173,21,17,1065,9,8,23,1086,100,5,1190,490,76,9,3,581,5,4,6,590,48,0,640,388,99,9,7,498,4,0,4,505,23,0,523
1012,84,7,0,7,90,27,0,123,0,0,0,0,0,0,0,0,0,0,0,3,802,72,20,18,913,13,0,17,930,58,0,988,243,21,6,0,268,0,0,3,273,10,0,284,194,28,3,3,228,0,0,0,228,9,0,240,14,4,0,0,15,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,448,52,14,4,518,3,0,4,527,20,0,546,5,0,0,0,5,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,5,451,52,14,4,523,3,0,4,528,20,3,549,48,0,0,0,54,4,0,4,57,24,0,79,0,0,0,0,0,0,0,0,0,0,3,5,498,53,16,4,570,6,0,6,580,48,8,632,328,22,7,0,359,0,0,0,359,11,0,366,170,28,8,3,211,0,0,0,209,9,0,222
1013,30,0,0,7,32,21,0,50,0,0,0,0,0,0,0,0,0,0,0,0,219,38,7,5,274,5,0,9,282,47,0,331,59,8,0,0,76,0,0,0,76,11,0,81,77,13,5,0,100,0,3,3,100,0,0,100,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,140,27,5,0,170,0,3,3,173,9,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,0,0,0,3,0,0,0,3,3,0,3,140,24,5,0,175,0,3,3,179,13,0,185,17,4,0,0,22,6,0,4,31,14,0,43,0,0,0,0,0,0,0,0,0,0,0,0,161,34,0,0,197,8,3,6,205,26,0,231,75,12,0,0,89,0,0,0,91,5,0,99,86,30,3,0,119,0,0,0,121,11,0,131
1014,55,7,0,7,62,23,0,80,0,0,0,0,0,0,0,0,0,0,0,3,419,49,15,0,483,12,0,12,491,48,0,545,127,13,0,0,140,6,0,6,143,4,3,149,125,6,6,0,141,0,0,0,144,6,0,155,0,0,0,0,6,0,0,0,6,0,0,6,0,0,0,4,3,0,0,0,3,0,0,6,251,21,10,4,288,6,0,6,290,13,3,309,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,6,9,0,0,0,9,0,0,0,9,0,0,6,260,21,10,4,298,6,0,6,303,13,3,319,25,9,0,5,44,0,0,0,41,13,0,57,0,0,0,0,0,0,0,0,0,0,0,3,292,32,12,9,339,7,0,7,346,32,5,378,163,20,0,3,178,0,0,0,182,10,0,190,89,12,4,0,105,0,0,0,106,11,0,117
1015,58,0,3,3,60,20,0,78,0,0,0,0,0,0,0,0,0,0,0,0,275,54,3,10,346,7,3,12,352,44,0,397,89,9,5,0,105,3,0,3,104,6,0,113,66,21,0,7,90,5,0,8,98,4,0,103,9,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,4,0,0,0,4,0,0,4,165,30,3,4,205,7,0,10,213,11,4,228,9,0,0,0,9,0,0,0,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,5,0,0,8,170,32,3,4,212,7,0,10,216,12,4,235,23,14,0,0,31,0,0,4,37,14,0,56,0,0,0,0,0,0,0,0,0,0,0,0,192,44,3,4,244,7,0,9,253,27,3,290,96,6,0,0,103,3,0,3,108,13,0,113,80,18,5,4,106,0,0,0,106,10,0,113
1016,70,0,0,4,71,25,0,93,0,0,0,0,0,0,0,0,0,0,0,0,410,56,6,6,475,5,0,4,476,36,0,518,98,16,7,0,121,0,0,0,121,3,0,126,104,15,0,4,124,0,0,0,123,4,0,135,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,6,0,0,6,212,26,7,5,252,0,0,0,258,10,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,7,0,0,0,7,0,0,7,215,28,6,5,258,0,0,0,262,10,0,270,26,12,0,0,36,0,0,0,34,16,0,58,0,0,0,0,0,0,0,0,0,0,0,0,244,38,7,8,297,0,0,6,299,28,0,326,152,8,0,0,166,0,0,0,170,8,0,174,145,11,0,6,162,0,0,0,166,11,0,177
1017,38,5,4,8,47,30,0,78,0,0,0,0,0,0,0,0,0,0,3,4,195,51,10,10,258,6,4,12,271,50,4,325,50,19,0,0,72,0,0,0,72,4,0,79,50,3,6,0,57,0,0,0,57,12,0,68,6,0,0,0,5,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,110,21,4,0,136,0,0,0,139,17,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,21,4,0,137,4,0,4,139,17,0,152,20,3,0,0,33,6,0,6,36,21,0,57,0,0,0,0,0,0,0,0,0,0,0,0,131,28,0,5,166,0,0,0,170,44,0,212,73,8,0,0,82,0,0,0,82,11,0,90,56,15,0,0,74,0,0,0,71,7,0,85
1018,77,0,0,0,77,24,0,105,0,0,0,0,0,0,0,0,0,0,3,0,438,103,12,15,562,8,3,11,577,55,4,632,123,25,4,0,150,0,0,0,151,9,0,159,122,26,0,0,152,0,0,0,148,0,0,156,6,4,0,0,9,0,0,0,9,5,0,12,0,0,0,0,3,0,0,0,3,0,0,3,254,51,4,4,310,0,0,0,313,17,4,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,254,51,4,5,307,0,4,6,315,17,4,336,39,5,0,0,46,0,0,0,46,13,0,56,0,0,0,0,0,0,0,0,0,0,0,0,289,56,8,8,352,0,4,6,362,32,0,391,150,32,3,0,185,0,0,0,183,5,0,196,130,30,5,0,161,0,0,0,165,11,0,174
1019,47,0,0,0,47,13,0,61,4,0,0,0,4,0,0,0,4,0,0,4,178,28,9,3,212,7,0,7,219,30,0,246,40,6,0,0,49,0,0,0,52,3,0,56,48,12,0,0,56,0,0,0,60,9,0,72,8,0,0,0,3,0,0,0,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,93,19,0,0,112,4,0,4,119,18,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,19,0,0,115,4,0,4,117,18,0,136,14,12,0,0,25,0,0,0,25,8,0,32,0,0,0,0,0,0,0,0,0,0,5,5,110,34,0,0,143,4,0,4,144,18,5,169,60,0,0,0,65,0,0,3,69,3,0,68,55,11,3,0,60,0,0,0,60,3,0,68
1020,67,4,0,4,67,19,3,82,0,0,0,0,0,0,0,0,0,0,3,3,364,42,10,8,424,5,0,12,439,38,14,480,92,9,6,0,105,0,0,0,111,3,0,111,100,8,0,0,111,0,0,0,107,3,0,117,12,0,0,0,15,0,0,0,15,0,0,14,0,0,0,5,8,0,0,0,8,0,0,11,206,15,4,9,233,0,0,3,239,11,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,206,15,4,9,234,0,0,3,243,10,0,255,34,0,0,0,39,0,0,0,39,14,0,54,0,0,0,0,0,0,0,0,0,0,0,0,239,20,7,6,275,0,0,3,278,20,0,306,112,12,7,0,126,3,0,3,131,12,0,144,107,4,0,0,117,0,0,0,117,4,0,121
1021,86,0,0,0,87,21,5,112,0,0,0,0,0,0,0,0,0,0,0,0,418,90,33,10,543,11,6,11,552,65,7,624,108,6,8,0,125,0,0,0,130,6,0,140,94,49,4,0,143,0,0,0,143,9,0,154,13,3,3,0,23,0,0,0,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,3,219,57,15,0,296,0,0,0,300,14,4,320,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,3,225,61,15,0,302,0,0,6,303,14,4,325,35,6,5,0,45,0,4,0,54,23,7,78,0,0,0,0,0,0,0,0,0,0,0,0,260,64,22,4,355,6,0,7,358,40,6,403,163,15,12,0,192,0,0,0,192,6,0,200,139,39,3,0,179,3,0,0,179,11,0,192
1022,31,0,0,0,33,12,0,45,0,0,0,0,0,0,0,0,0,0,0,4,273,19,10,5,300,0,0,0,303,17,4,324,76,6,3,0,82,0,0,0,82,5,0,82,82,7,3,0,95,0,0,0,94,0,0,92,4,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,4,0,0,0,4,0,0,4,160,15,3,0,181,3,0,3,183,5,0,186,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,162,15,3,0,178,3,0,3,187,5,0,191,14,3,0,0,19,0,0,0,19,8,0,26,0,0,0,0,0,0,0,0,0,0,0,0,178,18,7,0,197,3,0,3,201,12,0,213,68,9,0,0,73,0,0,0,73,8,0,80,92,11,0,0,102,3,0,3,102,0,0,104
1023,47,8,0,9,52,14,0,71,0,0,0,3,3,0,0,0,3,0,0,3,241,32,14,9,294,8,5,6,297,22,4,329,65,3,0,0,67,0,0,0,67,0,0,70,62,10,0,0,73,0,0,0,73,5,0,75,6,0,0,0,8,0,0,0,9,0,0,9,0,0,0,0,3,0,0,0,3,0,0,3,130,11,0,0,147,0,0,0,150,4,0,149,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,10,4,4,0,0,3,0,0,0,3,0,0,9,132,15,0,0,153,0,0,0,150,8,0,158,26,0,0,0,31,0,0,0,33,20,0,53,0,0,0,0,0,0,0,0,0,0,0,0,161,16,0,3,178,9,0,9,185,25,0,213,95,8,0,0,100,3,0,3,99,4,0,104,84,5,0,0,90,0,0,0,90,4,0,94
1024,72,0,0,0,67,23,0,87,0,0,0,0,0,0,0,0,0,0,0,0,423,79,19,10,535,6,0,6,543,39,3,581,112,14,7,0,126,0,0,4,128,8,0,141,146,24,4,0,176,3,0,3,178,5,0,182,7,0,4,0,9,0,0,0,9,0,0,9,3,0,0,0,3,0,0,0,3,0,0,3,266,37,11,0,314,8,0,4,320,16,0,336,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,11,0,0,11,8,0,0,0,8,0,0,0,10,0,0,10,269,37,11,0,327,8,0,8,327,16,0,348,43,12,0,0,45,0,0,0,50,13,0,64,0,0,0,0,4,0,0,0,4,0,6,4,311,42,16,5,378,4,0,4,385,34,6,414,147,20,5,0,169,0,0,0,167,13,0,183,175,28,10,0,211,4,0,4,212,8,0,220
1025,1513,45,20,61,1572,399,6,1973,9,8,0,9,21,0,0,0,24,4,10,41,9907,1399,340,140,11775,173,45,219,11994,848,44,12893,2560,344,59,26,2993,17,3,25,3011,167,4,3183,2741,386,75,20,3219,26,10,41,3254,137,4,3397,167,27,44,3,239,0,0,0,244,18,0,257,20,8,0,22,42,6,0,6,47,0,7,51,5485,757,184,63,6493,50,22,69,6560,326,6,6890,26,8,0,0,32,7,0,7,35,10,0,41,59,10,5,0,73,3,0,5,73,3,0,76,86,11,6,0,99,12,0,6,113,10,0,121,5572,773,185,63,6592,59,17,76,6672,332,6,7012,734,132,38,8,916,26,4,30,949,299,4,1256,9,5,0,4,17,0,0,0,20,0,19,35,6312,909,228,75,7525,82,27,109,7630,634,36,8300,3176,402,85,21,3683,45,11,51,3738,217,0,3956,3181,497,86,20,3787,41,12,58,3847,152,12,4008
1026,119,3,0,5,130,54,0,181,0,0,0,0,0,0,0,0,0,0,3,3,611,100,28,12,752,12,6,19,773,91,4,869,177,12,3,0,200,0,0,3,203,13,0,214,177,32,3,0,216,0,0,3,219,12,0,229,10,3,0,0,16,0,0,0,16,0,0,16,0,0,0,6,8,0,0,0,8,0,0,8,363,50,15,9,428,5,0,7,437,23,0,462,5,0,0,0,0,0,0,0,4,0,0,4,7,0,0,0,7,0,0,0,7,4,0,11,10,0,0,0,6,0,0,0,15,4,0,14,370,50,15,9,443,4,0,9,446,31,0,475,60,11,5,0,81,5,0,5,84,43,0,132,0,0,0,0,0,0,0,0,0,0,3,8,442,66,15,7,523,7,0,10,530,74,3,612,220,17,6,3,247,0,3,3,254,20,0,272,225,24,0,0,258,3,0,0,262,13,0,274
1027,128,0,0,4,131,28,0,160,0,0,0,0,0,0,0,0,0,0,0,3,958,111,24,17,1108,6,5,18,1124,69,6,1192,291,32,3,0,327,0,0,5,331,12,0,347,246,32,3,0,281,0,0,0,285,9,0,296,10,3,0,0,18,0,0,0,18,4,0,16,3,0,0,0,5,0,0,0,5,6,0,12,547,63,13,6,632,5,0,8,635,25,3,664,3,0,0,0,4,0,0,0,9,0,0,5,7,3,0,0,9,0,0,0,12,0,0,12,6,3,0,0,11,0,0,4,12,0,0,16,558,76,13,6,646,4,4,6,653,31,3,682,59,11,5,0,79,0,0,4,79,19,0,100,0,0,0,0,0,0,0,0,0,0,4,5,617,85,14,6,721,4,7,11,734,51,11,788,355,45,6,0,404,4,4,8,407,19,0,421,214,33,7,3,253,0,0,0,253,16,0,266
1028,106,0,0,0,103,30,0,135,0,0,0,0,0,0,0,0,0,0,3,3,921,156,32,7,1121,10,0,15,1133,77,6,1221,287,40,0,0,329,7,0,7,334,21,0,355,248,51,5,0,309,4,0,4,314,16,0,330,6,3,3,0,20,0,0,0,20,0,0,20,0,0,0,3,6,0,0,0,6,0,0,6,550,96,11,5,665,10,0,10,668,37,0,705,8,0,0,0,3,0,0,0,3,0,0,5,3,0,0,0,7,0,0,0,6,4,0,9,6,3,0,0,13,0,0,0,12,4,0,15,561,97,11,5,671,7,0,7,683,42,0,722,42,22,0,0,67,0,0,0,69,26,0,94,0,0,0,0,0,0,0,0,0,0,0,0,603,121,16,3,742,10,0,14,749,70,0,825,411,74,8,0,499,0,0,0,505,27,0,531,274,65,12,0,350,0,0,0,354,28,0,384
1029,79,0,0,0,81,11,0,96,0,0,0,0,0,0,0,0,0,0,0,0,394,33,12,9,451,8,4,11,455,22,0,481,102,12,0,0,118,3,0,3,121,4,0,123,116,10,5,0,127,0,0,0,127,8,0,135,6,4,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,3,3,224,20,9,0,256,3,0,3,261,13,3,272,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,4,0,0,0,4,0,0,0,4,0,0,4,233,20,9,0,260,0,0,0,267,13,3,277,41,7,0,4,53,0,0,0,54,9,0,65,0,0,0,0,0,0,0,0,0,0,0,3,273,26,5,6,313,10,0,10,317,20,4,343,122,11,4,0,135,0,0,0,137,9,0,142,102,11,0,0,119,0,0,0,119,6,0,132
1030,66,0,0,0,61,22,0,91,5,0,0,0,5,0,0,0,5,0,0,4,310,54,10,6,377,6,0,10,383,52,4,442,65,11,0,0,80,0,0,0,79,11,0,91,67,15,0,0,81,0,0,0,85,12,0,95,3,4,0,0,8,0,0,0,12,0,0,14,0,0,0,3,3,0,0,0,3,0,0,3,142,29,6,3,175,0,0,6,181,27,0,203,3,0,0,0,3,0,0,0,5,0,0,8,4,0,0,0,3,0,0,0,3,0,0,4,4,0,0,0,6,0,0,0,6,0,0,11,145,28,6,7,183,3,0,4,191,25,0,214,26,3,0,0,30,3,0,3,37,15,0,48,0,0,0,0,0,0,0,0,0,0,0,0,172,37,11,3,218,7,0,9,221,41,0,259,90,10,0,0,106,0,0,0,105,6,0,116,91,17,0,0,109,3,0,3,109,13,0,123
1031,24025,925,263,1190,25212,11363,146,36720,154,44,17,266,482,3,0,10,487,101,494,1083,88604,17267,8107,1896,115875,2784,632,3420,119298,17871,898,138061,24312,3146,1489,143,29091,546,90,638,29734,2202,53,31991,17226,4095,1279,138,22736,351,64,418,23150,1758,26,24930,2417,609,1040,35,4100,60,9,72,4166,328,11,4503,179,41,29,273,523,3,8,21,541,62,69,678,44137,7888,3834,586,56446,963,178,1135,57586,4351,160,62093,571,112,43,9,737,150,19,172,906,90,0,997,645,122,49,16,836,97,57,152,989,118,0,1109,1211,239,95,27,1568,247,71,321,1890,216,0,2107,45347,8128,3926,617,58016,1209,249,1459,59477,4567,164,64204,9790,2654,1443,376,14257,548,184,735,14997,7485,80,22555,67,27,17,129,244,3,0,6,244,43,280,574,55206,10804,5386,1124,72519,1763,432,2202,74723,12091,522,87337,31442,4331,1993,189,37955,777,129,900,38860,3105,54,42014,21027,5189,1549,170,27934,477,80,556,28491,2375,39,30910
1032,102,3,0,4,109,25,0,137,0,0,0,0,0,0,0,0,0,0,5,8,798,105,23,7,940,12,4,18,959,66,5,1038,289,31,4,0,325,0,4,4,330,18,0,351,201,20,3,0,222,8,0,3,223,7,0,233,12,5,3,0,18,0,0,0,20,0,0,20,0,0,0,0,4,0,0,0,4,0,0,4,500,52,9,3,559,10,3,9,571,29,0,605,3,0,0,0,3,0,0,0,5,0,0,5,4,0,0,0,4,0,0,0,4,0,0,6,8,0,0,0,6,0,0,0,6,0,0,8,508,54,9,3,566,10,5,11,580,33,0,617,56,4,0,0,60,5,0,11,68,31,0,99,0,0,0,0,0,0,0,0,0,0,4,5,562,58,9,6,630,15,3,18,653,61,9,717,349,24,3,0,376,5,3,0,378,22,0,400,220,29,6,0,251,3,0,3,254,10,0,264
1033,81,10,0,10,93,33,0,127,0,0,0,0,0,0,0,0,0,0,3,3,342,83,9,4,443,18,0,22,458,63,3,524,96,16,0,0,110,0,0,0,110,9,0,123,104,17,0,0,126,0,0,0,128,7,0,140,11,5,0,0,11,0,0,0,11,0,0,11,0,0,0,3,4,0,0,0,4,0,0,4,207,38,0,7,253,6,0,6,257,25,0,279,5,3,0,0,9,0,0,0,9,0,0,9,8,0,0,0,8,9,0,5,11,0,0,11,9,3,0,0,9,5,0,6,18,0,0,22,212,39,0,7,258,14,0,12,277,25,0,298,36,5,3,0,52,0,0,0,52,33,0,84,0,0,0,0,0,0,0,0,0,0,6,4,254,47,4,7,312,14,0,12,324,56,6,383,111,26,6,0,137,0,0,0,138,0,0,139,100,19,3,3,122,6,0,6,124,19,0,138
1034,34,4,0,5,39,10,0,47,0,0,0,0,0,0,0,0,0,0,0,0,218,55,6,6,290,6,3,15,303,32,0,337,46,19,4,0,69,5,0,5,69,9,0,77,75,24,0,0,99,0,0,0,99,7,0,106,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,126,42,6,5,170,5,0,5,176,12,0,187,0,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,9,0,0,0,9,0,0,9,131,41,5,4,180,5,0,5,183,12,0,194,10,3,0,3,16,0,0,0,16,8,0,21,0,0,0,0,0,0,0,0,0,0,0,0,139,46,8,6,200,5,0,5,201,25,0,225,77,13,0,0,91,0,0,0,96,5,0,99,94,22,5,0,116,0,0,0,116,15,0,132
