SUA_CODE_2021,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_North_Macedonia_0_4,F_North_Macedonia_5_14,F_North_Macedonia_15_24,F_North_Macedonia_25_44,F_North_Macedonia_45_54,F_North_Macedonia_55_64,F_North_Macedonia_65_74,F_North_Macedonia_75_84,F_North_Macedonia_85ov,F_North_Macedonia_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Samoa_0_4,F_Samoa_5_14,F_Samoa_15_24,F_Samoa_25_44,F_Samoa_45_54,F_Samoa_55_64,F_Samoa_65_74,F_Samoa_75_84,F_Samoa_85ov,F_Samoa_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,3,4,0,0,5,0,7,9,35,20,8,4,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,5,3,0,0,0,8,4,7,4,36,14,10,4,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,10,0,0,0,0,0,0,0,0,0,5,0,3,0,9,10,5,0,0,0,18,0,0,0,5,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,5,0,0,0,18,10,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4
1024,0,0,0,0,0,4,13,12,3,30,0,0,4,0,0,7,3,3,0,14,0,0,0,0,0,5,0,0,0,6,0,0,5,25,0,0,0,0,0,35,0,0,0,4,5,6,16,24,4,58,0,9,9,35,40,48,59,33,4,244,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,10,0,0,16,0,7,10,34,10,12,14,5,0,90,0,0,0,3,0,9,8,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,14,25,32,16,98,0,3,0,0,0,5,0,0,0,14,0,0,5,19,16,14,19,10,3,88,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,3,26,22,3,3,0,0,55,0,0,0,0,0,0,3,0,0,10,3,8,3,16,13,13,8,3,0,77
1025,0,0,0,0,0,17,39,24,8,96,0,0,0,13,5,11,11,3,3,52,0,0,8,28,3,4,5,0,0,54,0,11,58,292,7,9,0,0,0,368,0,5,11,37,32,34,139,122,40,419,14,99,162,680,538,467,335,148,30,2481,0,0,7,31,47,102,142,83,50,457,11,43,15,139,15,13,13,0,0,257,0,0,13,30,56,30,20,3,0,166,0,83,148,742,314,370,231,68,10,1977,0,4,0,58,32,47,77,56,47,315,0,5,7,24,22,24,19,8,6,106,0,24,35,109,102,177,230,164,59,897,0,11,26,49,32,29,11,6,0,170,3,64,88,347,197,131,86,27,14,969,0,8,17,111,42,22,19,7,0,236,4,6,6,100,20,3,5,0,0,142,7,34,62,379,161,66,27,3,0,738,0,0,5,13,7,14,0,4,0,36,29,81,81,342,98,113,64,21,6,834
1026,0,0,0,0,0,0,4,0,3,13,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,45,0,0,0,0,0,52,0,0,3,6,0,0,20,15,11,57,0,8,8,34,37,38,43,16,3,192,0,0,0,4,0,0,5,0,0,10,0,3,3,11,0,0,0,0,0,16,0,0,0,3,0,3,0,0,0,15,0,5,15,87,35,39,26,3,0,209,0,0,0,4,0,0,4,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,17,18,18,6,75,0,0,0,0,4,0,6,0,0,8,0,0,3,15,5,5,7,8,0,63,0,3,4,12,4,3,0,0,0,35,0,0,0,6,4,0,0,0,0,8,3,0,4,42,20,6,3,0,0,81,0,0,0,0,0,0,0,0,0,3,0,5,4,23,9,4,8,4,0,53
1027,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,23,85,0,0,0,0,0,120,0,0,0,4,0,4,20,15,3,43,0,3,5,58,30,40,25,17,4,194,0,0,0,0,0,0,0,0,0,5,4,6,3,26,0,0,0,0,0,35,0,0,0,0,9,0,5,0,0,7,0,13,10,69,32,29,20,5,0,171,0,0,0,0,4,0,3,9,10,26,0,0,0,0,5,0,0,0,0,5,0,0,0,7,5,7,9,7,5,38,0,0,5,7,4,0,0,0,0,16,0,12,6,41,16,8,10,0,0,93,0,3,0,16,0,0,0,0,0,23,0,0,0,4,4,0,0,0,0,9,0,7,3,27,9,6,3,0,0,55,0,0,0,7,0,0,0,0,0,3,0,4,3,17,9,11,3,0,0,47
1028,0,0,0,0,0,0,14,4,0,25,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,4,9,49,0,0,0,0,0,57,0,0,0,9,7,12,25,24,26,98,0,10,8,73,62,99,95,52,24,423,0,0,0,0,0,3,0,0,0,3,0,3,0,5,0,0,0,0,0,10,0,0,0,5,4,3,6,0,0,14,0,11,16,93,33,35,25,8,0,219,0,0,0,4,4,3,3,6,6,25,0,0,0,0,0,0,0,0,0,6,0,4,0,14,11,23,34,35,10,132,0,0,0,8,3,3,3,0,0,18,0,0,12,38,27,21,30,11,4,145,0,0,3,18,9,0,3,6,0,32,0,0,0,3,0,0,0,0,0,8,0,0,0,31,16,9,6,0,0,63,0,4,0,4,0,0,0,0,0,6,0,7,12,24,12,12,17,7,0,91
1029,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,16,0,16,13,45,42,36,12,5,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,5,7,45,16,19,9,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,11,0,0,0,0,0,0,0,0,0,4,0,7,9,24,17,0,0,3,0,60,0,0,0,5,0,0,0,0,0,9,0,0,0,8,0,0,0,0,0,11,0,0,0,17,8,0,5,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9
1030,0,0,0,0,3,0,16,5,3,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,11,10,5,28,0,0,6,28,34,26,36,9,4,153,0,0,0,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5,33,6,11,5,6,0,72,0,0,0,0,0,7,13,0,4,19,0,0,0,5,0,0,0,0,0,3,0,0,0,0,3,12,15,14,3,53,0,0,0,0,3,5,0,0,0,9,0,0,0,10,5,5,8,0,0,28,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,3,8,4,0,45
1031,0,9,14,149,195,786,2016,1616,576,5363,0,19,104,634,325,609,526,286,149,2664,7,42,246,1113,601,475,354,135,58,3035,44,310,7599,16784,666,425,170,32,0,26027,23,121,156,770,416,392,761,670,368,3688,282,2069,4517,13213,7099,5953,3495,1480,441,38551,7,37,89,991,847,1396,1560,784,291,5994,162,1570,1265,7285,1459,777,410,103,23,13050,0,18,67,294,556,401,240,116,54,1743,144,1540,3433,21365,8857,8652,6031,1533,522,52070,11,63,92,2024,844,1020,1314,561,470,6383,7,224,468,1185,1083,972,533,170,29,4674,12,123,232,1462,1135,1527,1434,1024,395,7348,120,854,872,2034,964,888,796,282,90,6905,97,865,1478,5988,4014,2819,2065,1105,383,18806,52,423,816,4947,2441,2539,1659,823,341,14032,47,208,338,4024,1027,729,785,116,19,7301,53,394,1009,10672,2611,1397,714,147,25,17017,24,175,170,1757,1584,1356,957,499,115,6636,422,1500,1502,5112,1589,1229,831,336,94,12611
1032,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,4,13,5,8,0,0,0,27,0,5,5,90,0,0,0,0,0,105,0,0,0,0,3,0,9,8,4,22,0,4,16,42,23,21,21,10,4,146,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,27,0,0,0,0,3,0,0,0,0,7,6,20,34,117,39,28,19,0,0,271,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,3,0,10,3,3,15,3,0,44,0,0,0,0,0,0,3,0,0,9,0,6,12,25,10,8,0,0,0,57,0,4,0,5,0,3,0,0,0,17,0,5,0,61,0,0,0,0,0,73,0,5,0,25,10,4,0,0,0,48,0,0,0,0,0,0,0,0,0,0,3,0,0,14,5,8,3,4,4,37
1033,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,6,9,7,10,39,0,5,0,12,13,26,22,7,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,3,9,6,0,0,0,15,0,5,4,39,20,35,19,8,0,123,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,11,0,3,29,0,0,0,0,0,4,0,0,0,8,0,0,0,0,3,5,6,0,0,17,0,0,0,0,0,5,0,0,0,9,0,0,0,5,0,0,0,0,0,5,0,6,5,17,9,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,3,4,4,0,29
1034,0,0,0,0,0,6,7,8,0,19,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,9,10,3,31,0,0,7,29,13,21,29,17,3,123,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,8,0,4,0,7,10,10,11,3,0,47,0,0,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,18,11,4,51,0,0,0,0,4,0,4,0,0,11,0,3,0,5,6,7,7,14,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,5,11,8,9,0,0,0,29,0,0,0,0,0,0,0,0,0,3,0,3,0,4,10,4,6,3,0,39
1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,73,20,0,0,0,0,104,0,9,14,50,5,0,3,0,0,76,0,0,0,5,0,3,8,13,3,31,0,13,13,52,27,38,27,11,0,190,0,0,0,0,0,0,0,0,0,0,0,10,9,28,0,0,0,0,0,46,0,0,0,3,3,4,0,0,0,9,0,18,25,98,29,25,16,3,0,219,0,0,0,3,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,10,0,0,4,3,14,14,8,8,0,53,0,5,3,8,0,0,3,0,0,15,0,4,18,21,17,14,8,4,0,87,0,5,0,30,9,3,3,0,0,60,0,0,0,11,0,0,0,0,0,15,0,7,3,32,13,9,0,0,0,64,7,4,0,0,0,0,3,0,0,15,0,0,6,21,16,8,4,5,0,62
1036,0,0,0,3,14,41,123,76,27,294,0,0,0,8,7,13,6,0,0,30,0,7,8,84,19,9,19,4,5,150,0,0,29,137,12,0,4,0,0,174,3,5,12,45,21,46,166,147,70,511,9,52,123,447,318,320,229,98,30,1612,0,7,15,187,265,452,595,365,101,1986,3,11,13,113,16,12,9,0,0,184,0,4,9,15,16,16,6,0,0,67,5,45,74,458,201,251,190,52,12,1284,0,0,3,57,35,33,88,37,35,283,0,0,0,11,7,10,0,0,0,28,0,11,17,56,101,254,267,202,92,996,0,26,12,28,24,16,8,4,0,114,0,28,43,206,90,82,69,25,9,554,0,5,23,66,28,22,13,7,8,173,0,8,0,35,13,10,7,0,0,77,0,44,84,320,141,73,20,10,0,700,0,6,3,64,116,86,57,58,8,389,13,40,62,220,98,63,59,25,6,582
2000,0,0,6,18,22,83,152,83,31,390,0,0,10,27,15,44,32,9,4,138,0,5,6,68,12,8,11,0,0,122,0,4,23,137,3,0,0,0,0,163,4,4,16,106,113,202,652,393,137,1627,17,142,227,969,847,1025,689,248,45,4214,0,0,0,11,14,19,25,3,0,69,0,11,11,42,3,9,4,4,0,79,0,6,4,24,69,40,33,0,0,191,15,123,144,888,380,353,221,39,10,2173,0,5,6,47,34,29,48,17,24,217,0,0,7,35,4,0,3,0,0,56,0,10,14,126,135,356,420,300,74,1435,0,11,13,39,51,37,15,3,0,163,8,33,68,250,178,170,120,40,11,873,0,10,13,111,36,50,43,27,9,296,4,4,11,278,10,5,3,0,0,316,4,49,76,412,182,89,36,4,0,850,0,4,0,25,25,14,11,9,5,83,14,41,47,237,159,187,238,48,3,971
2001,0,0,4,12,5,15,28,10,7,72,0,0,0,0,0,3,0,0,0,8,0,0,0,4,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,6,4,8,18,10,6,52,3,10,6,59,39,23,19,6,0,167,0,0,0,5,0,3,0,0,0,6,0,6,0,10,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,6,3,35,18,13,0,4,0,85,0,0,0,0,6,4,3,0,0,16,0,3,0,8,0,3,0,0,0,12,0,0,0,9,4,16,24,14,5,83,0,4,0,5,5,0,0,0,0,13,0,0,6,11,3,0,6,0,0,42,0,3,0,14,5,4,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,6,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,6,16,7,6,12,3,0,42
2002,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,4,16,10,3,31,0,0,0,9,19,25,17,9,3,83,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,5,9,3,47,18,17,12,4,0,116,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13,4,16,4,33,0,0,0,0,0,0,0,0,0,10,0,0,0,15,5,3,5,0,0,24,0,0,0,9,0,0,0,0,0,9,0,0,0,11,0,0,0,0,0,12,0,0,5,20,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,8,0,0,16
2003,0,0,0,0,0,10,13,9,6,40,0,0,0,11,0,4,3,0,0,13,0,0,0,8,3,0,4,0,0,11,0,0,34,64,0,0,0,0,0,103,0,0,6,12,8,15,105,96,32,270,3,28,32,153,78,91,79,22,13,496,0,0,0,0,0,3,0,0,0,7,0,0,10,48,8,0,0,0,0,72,0,0,0,8,17,0,0,0,0,23,0,18,30,190,60,50,34,10,0,394,0,0,0,10,0,6,3,5,5,33,0,0,0,4,0,0,3,4,0,14,0,3,4,17,19,32,49,53,13,201,0,0,5,15,15,3,5,0,0,40,3,9,9,47,19,18,18,8,0,125,0,7,10,68,17,7,6,3,0,113,0,0,0,27,5,0,0,0,0,37,0,6,9,57,21,13,0,0,0,117,0,0,0,5,4,0,0,0,0,6,0,16,22,48,25,27,20,5,0,161
2004,0,0,0,0,0,0,10,7,0,10,0,0,0,13,3,3,0,3,0,17,0,9,28,225,67,40,26,11,3,400,0,0,7,48,0,0,0,0,0,58,0,0,0,3,0,4,35,33,14,96,3,17,28,105,59,90,44,27,4,364,0,0,0,0,0,0,0,0,0,4,0,3,3,35,5,0,0,0,0,51,0,0,3,8,14,8,0,0,0,34,4,14,31,194,73,50,30,8,0,404,0,0,0,3,4,0,4,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,26,38,32,9,136,0,0,4,9,7,0,4,0,0,22,0,11,18,42,29,10,3,11,0,125,0,12,13,57,18,10,9,3,8,123,0,0,0,29,0,0,0,0,0,33,3,94,151,128,12,11,0,0,0,399,0,0,0,3,0,0,0,0,0,6,0,8,15,31,15,6,3,5,0,98
2005,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,0,20,0,4,0,22,17,19,12,3,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,8,7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,5,6,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,6,0,0,25
2006,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,3,10,3,18,0,0,6,16,11,12,9,5,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,22,4,0,6,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,5,3,6,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,10,0,0,6,60,0,0,0,0,0,68,0,0,0,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,4,0,0,12
2007,0,0,0,0,0,0,4,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,15,0,0,0,4,0,3,15,7,4,33,0,6,3,28,21,29,20,12,5,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,8,0,17,8,45,19,11,5,0,0,106,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,17,13,0,41,0,0,0,0,0,4,0,0,0,3,0,0,0,10,0,4,0,6,0,29,0,3,0,21,0,3,0,3,0,39,0,0,0,6,0,0,0,0,0,7,0,0,0,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,5,6,7,4,0,0,0,18
2008,0,0,0,13,4,28,75,33,6,162,0,3,8,34,16,14,3,6,0,83,0,11,39,137,55,29,20,3,0,291,0,4,24,141,0,0,0,0,0,176,0,12,10,42,31,59,276,210,100,740,14,76,113,527,279,243,178,66,22,1515,0,0,0,38,44,75,113,64,31,371,8,42,67,136,7,8,9,0,0,274,0,0,0,13,34,18,7,3,0,78,6,58,115,568,227,181,118,27,4,1294,0,0,0,62,30,34,63,34,42,268,0,0,0,5,9,0,0,0,0,18,0,20,12,106,82,164,201,160,48,798,5,18,23,58,25,26,25,6,0,183,5,29,62,192,105,78,57,27,7,573,4,18,47,201,35,27,34,9,3,373,0,0,4,51,6,4,0,0,0,73,3,95,113,209,86,37,13,0,0,553,0,0,0,18,22,16,14,10,0,86,16,34,54,218,66,50,61,16,0,510
2009,0,0,0,3,3,11,23,8,0,46,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,7,0,4,12,12,0,34,3,4,7,48,54,29,17,4,0,151,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,16,6,0,0,0,0,18,0,0,0,3,4,0,6,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,12,16,11,0,59,0,0,5,4,6,4,0,0,0,13,0,0,8,15,11,3,0,0,0,38,0,0,0,6,0,6,4,0,0,16,0,0,3,0,0,0,0,0,0,4,0,0,0,7,5,5,0,0,0,17,0,0,0,0,4,0,0,0,0,7,0,7,3,15,4,10,3,0,0,46
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,3,0,0,25,0,5,0,10,0,0,0,0,0,15,0,0,0,0,0,0,9,10,3,21,0,0,7,16,4,6,5,0,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,10,3,6,5,43,12,3,10,4,0,85,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,19,0,0,0,3,0,0,0,0,0,6,0,3,4,7,5,3,5,0,0,20,0,0,0,11,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,3,0,3,6,10,4,0,0,0,0,29,0,3,0,6,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,11
2011,0,10,34,251,318,1125,2964,2141,781,7624,10,61,358,2004,743,1164,944,466,247,5993,8,223,912,3128,864,480,274,129,54,6074,25,179,2111,5568,225,144,61,16,0,8334,13,106,169,630,434,531,1565,1378,703,5536,466,3556,5184,16050,6316,5003,2794,1026,344,40733,4,47,134,1590,1427,2095,2377,1120,391,9193,204,1660,1345,6999,880,458,298,64,16,11923,5,23,60,303,398,219,85,9,7,1109,125,1366,3005,15354,6016,4963,3063,798,223,34910,3,25,83,1548,906,1340,1893,897,802,7491,6,220,486,1078,816,633,285,92,24,3650,17,149,343,1692,1191,1905,2011,1564,737,9605,84,903,1348,3354,1421,1071,807,245,63,9292,84,640,1195,4494,2912,1910,1427,698,279,13639,102,1178,2567,13220,4997,4237,3127,1448,593,31465,35,160,315,3464,662,473,422,42,10,5585,73,636,1333,6745,1829,791,304,83,19,11821,26,164,230,2091,2324,1988,1221,603,151,8799,302,1164,1294,4234,1316,1004,765,257,52,10381
2012,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,5,0,3,0,6,0,0,0,0,0,12,0,0,3,27,0,0,0,0,0,34,0,0,0,0,4,3,16,5,10,41,4,21,22,73,42,37,22,16,0,240,0,0,0,0,0,0,0,0,0,0,0,5,0,16,0,0,0,0,0,19,0,0,0,0,7,4,0,0,0,9,6,8,9,108,35,30,21,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,6,0,0,0,19,0,0,3,9,6,12,6,11,4,49,0,0,0,3,0,0,0,0,0,8,0,0,11,17,11,7,3,3,0,57,4,3,0,14,12,7,0,0,0,35,0,0,9,73,0,0,0,0,0,83,0,7,8,64,18,14,0,0,0,122,0,0,4,22,32,35,18,11,0,129,0,3,0,15,4,0,3,3,0,36
2013,0,0,0,0,0,5,27,20,10,69,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,12,26,39,14,99,0,0,3,20,15,18,16,8,0,86,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,47,25,38,25,7,0,147,0,0,0,0,4,0,3,6,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,11,23,24,12,71,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,4,3,0,0,18,0,0,0,0,0,0,5,0,0,8,0,0,0,12,0,0,0,0,0,9,3,0,0,13,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,5,0,0,17
