SUA_CODE_2021,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot,F_China_0_4,F_China_5_14,F_China_15_24,F_China_25_44,F_China_45_54,F_China_55_64,F_China_65_74,F_China_75_84,F_China_85ov,F_China_Tot,F_Croatia_0_4,F_Croatia_5_14,F_Croatia_15_24,F_Croatia_25_44,F_Croatia_45_54,F_Croatia_55_64,F_Croatia_65_74,F_Croatia_75_84,F_Croatia_85ov,F_Croatia_Tot,F_Egypt_0_4,F_Egypt_5_14,F_Egypt_15_24,F_Egypt_25_44,F_Egypt_45_54,F_Egypt_55_64,F_Egypt_65_74,F_Egypt_75_84,F_Egypt_85ov,F_Egypt_Tot,F_England_0_4,F_England_5_14,F_England_15_24,F_England_25_44,F_England_45_54,F_England_55_64,F_England_65_74,F_England_75_84,F_England_85ov,F_England_Tot,F_Fiji_0_4,F_Fiji_5_14,F_Fiji_15_24,F_Fiji_25_44,F_Fiji_45_54,F_Fiji_55_64,F_Fiji_65_74,F_Fiji_75_84,F_Fiji_85ov,F_Fiji_Tot,F_France_0_4,F_France_5_14,F_France_15_24,F_France_25_44,F_France_45_54,F_France_55_64,F_France_65_74,F_France_75_84,F_France_85ov,F_France_Tot,F_Germany_0_4,F_Germany_5_14,F_Germany_15_24,F_Germany_25_44,F_Germany_45_54,F_Germany_55_64,F_Germany_65_74,F_Germany_75_84,F_Germany_85ov,F_Germany_Tot,F_Greece_0_4,F_Greece_5_14,F_Greece_15_24,F_Greece_25_44,F_Greece_45_54,F_Greece_55_64,F_Greece_65_74,F_Greece_75_84,F_Greece_85ov,F_Greece_Tot,F_Hong_Kong_SAR_Ch_0_4,F_Hong_Kong_SAR_Ch_5_14,F_Hong_Kong_SAR_Ch_15_24,F_Hong_Kong_SAR_Ch_25_44,F_Hong_Kong_SAR_Ch_45_54,F_Hong_Kong_SAR_Ch_55_64,F_Hong_Kong_SAR_Ch_65_74,F_Hong_Kong_SAR_Ch_75_84,F_Hong_Kong_SAR_Ch_85ov,F_Hong_Kong_SAR_Ch_Tot,F_India_0_4,F_India_5_14,F_India_15_24,F_India_25_44,F_India_45_54,F_India_55_64,F_India_65_74,F_India_75_84,F_India_85ov,F_India_Tot,F_Indonesia_0_4,F_Indonesia_5_14,F_Indonesia_15_24,F_Indonesia_25_44,F_Indonesia_45_54,F_Indonesia_55_64,F_Indonesia_65_74,F_Indonesia_75_84,F_Indonesia_85ov,F_Indonesia_Tot,F_Iran_0_4,F_Iran_5_14,F_Iran_15_24,F_Iran_25_44,F_Iran_45_54,F_Iran_55_64,F_Iran_65_74,F_Iran_75_84,F_Iran_85ov,F_Iran_Tot,F_Iraq_0_4,F_Iraq_5_14,F_Iraq_15_24,F_Iraq_25_44,F_Iraq_45_54,F_Iraq_55_64,F_Iraq_65_74,F_Iraq_75_84,F_Iraq_85ov,F_Iraq_Tot,F_Ireland_0_4,F_Ireland_5_14,F_Ireland_15_24,F_Ireland_25_44,F_Ireland_45_54,F_Ireland_55_64,F_Ireland_65_74,F_Ireland_75_84,F_Ireland_85ov,F_Ireland_Tot,F_Italy_0_4,F_Italy_5_14,F_Italy_15_24,F_Italy_25_44,F_Italy_45_54,F_Italy_55_64,F_Italy_65_74,F_Italy_75_84,F_Italy_85ov,F_Italy_Tot,F_Japan_0_4,F_Japan_5_14,F_Japan_15_24,F_Japan_25_44,F_Japan_45_54,F_Japan_55_64,F_Japan_65_74,F_Japan_75_84,F_Japan_85ov,F_Japan_Tot,F_Korea_South_0_4,F_Korea_South_5_14,F_Korea_South_15_24,F_Korea_South_25_44,F_Korea_South_45_54,F_Korea_South_55_64,F_Korea_South_65_74,F_Korea_South_75_84,F_Korea_South_85ov,F_Korea_South_Tot,F_Lebanon_0_4,F_Lebanon_5_14,F_Lebanon_15_24,F_Lebanon_25_44,F_Lebanon_45_54,F_Lebanon_55_64,F_Lebanon_65_74,F_Lebanon_75_84,F_Lebanon_85ov,F_Lebanon_Tot,F_Malaysia_0_4,F_Malaysia_5_14,F_Malaysia_15_24,F_Malaysia_25_44,F_Malaysia_45_54,F_Malaysia_55_64,F_Malaysia_65_74,F_Malaysia_75_84,F_Malaysia_85ov,F_Malaysia_Tot
3017,0,0,0,8,3,0,4,0,0,15,0,9,19,122,47,29,13,9,7,248,0,0,0,5,0,6,3,4,0,14,0,3,8,12,4,3,0,0,0,32,11,60,148,350,330,450,345,269,91,2047,0,0,15,45,24,30,17,4,4,142,0,0,4,27,17,15,9,11,0,87,0,10,16,91,39,48,61,39,18,314,0,0,0,4,3,12,10,10,13,49,0,0,11,28,6,6,10,3,0,73,4,48,111,429,140,48,27,13,4,826,4,7,14,43,26,17,3,3,0,125,0,0,0,19,9,3,4,3,0,37,0,4,3,11,4,3,4,0,0,22,0,21,6,56,18,22,19,8,8,167,0,0,9,24,18,24,49,29,22,182,0,3,8,55,18,12,3,0,0,113,3,18,12,114,28,3,4,0,0,179,0,0,0,0,3,0,0,4,0,3,0,5,23,72,32,50,11,15,5,212
3018,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,4,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,17,31,45,54,6,158,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,6,4,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,21,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,19,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3019,0,0,0,0,0,0,0,0,0,4,0,0,0,14,3,0,0,0,0,11,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,15,16,53,64,77,43,46,26,339,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,5,0,16,0,0,0,7,3,11,11,7,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,9,0,0,0,0,6,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,7,0,0,0,8,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,0,0,0,0,12
4000,0,0,4,0,3,5,5,0,0,10,0,9,16,130,39,43,14,0,0,256,0,0,0,4,4,7,16,14,3,47,0,0,0,5,0,0,6,0,0,10,3,39,134,412,740,1902,1602,1004,317,6161,0,0,3,17,4,10,3,0,4,49,0,0,3,28,12,13,11,7,0,90,0,0,9,86,47,110,183,134,58,618,0,0,0,3,4,21,51,88,32,207,0,4,4,31,11,9,7,0,0,59,8,28,50,268,51,59,31,17,8,521,0,5,9,64,27,10,8,0,6,126,0,0,4,12,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,3,8,46,16,24,19,15,5,139,0,10,0,21,11,33,57,57,36,227,0,0,9,29,14,8,5,0,0,60,0,0,0,32,3,0,4,0,0,45,0,0,0,3,5,0,0,0,4,11,0,12,23,120,30,24,15,0,0,226
4001,0,10,16,135,74,87,51,33,9,411,57,541,1846,7268,1789,1357,865,276,117,14103,0,4,6,167,130,273,326,270,138,1308,12,80,61,232,57,61,107,98,45,753,73,865,1910,4050,5294,9800,8063,6199,3022,39274,0,19,30,201,114,122,81,36,11,617,9,45,22,254,107,120,71,46,39,722,17,32,75,487,331,501,1187,928,570,4130,3,21,58,124,114,420,1069,1450,764,4021,30,108,382,866,182,215,206,32,11,2026,197,1476,2384,12365,1594,758,570,266,115,19712,3,67,136,614,200,102,93,33,16,1269,18,178,348,1228,307,210,126,61,26,2491,0,45,90,320,130,86,34,14,5,729,0,68,66,273,198,226,222,192,140,1380,3,43,80,324,243,869,2310,2463,1735,8070,12,42,83,485,291,84,48,23,20,1088,6,103,284,1095,397,99,24,5,6,2015,10,26,41,230,137,180,156,89,33,888,34,298,655,1861,622,497,491,200,41,4692
4002,0,0,0,0,0,0,0,0,0,0,0,0,7,15,3,5,0,0,0,33,0,0,0,0,0,0,0,3,0,6,0,3,0,0,0,0,0,0,0,9,0,13,8,38,32,110,94,63,31,388,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,25,14,16,66,0,0,0,0,0,0,0,3,6,15,0,0,0,0,3,0,0,0,0,6,0,0,11,48,0,3,0,4,0,74,0,0,0,4,3,0,3,0,0,10,0,0,0,0,0,4,0,0,0,8,4,0,4,7,0,0,0,0,0,18,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,6,20,23,19,68,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,4,6,0,24
4003,0,0,0,0,0,0,0,0,0,0,5,10,4,48,17,15,0,0,0,99,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,7,26,68,64,61,27,260,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,3,0,6,0,0,0,5,0,8,15,8,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,6,20,5,0,4,0,0,48,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,17,10,48,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,7,3,3,0,0,0,16
4004,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,32,34,21,11,108,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,12,5,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,62,5,3,3,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,3,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4
4005,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,3,4,12,11,3,27,0,0,0,0,0,0,0,0,0,0,0,8,0,14,25,67,52,40,14,213,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,8,8,8,3,34,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,5,0,0,6,16,0,0,0,0,0,30,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,6,4,0,10,0,0,0,0,0,0,3,0,0,5,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7
4006,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,0,4,3,19,45,39,27,10,148,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,3,0,25,0,0,3,0,0,0,6,11,0,10,0,0,0,0,0,0,0,0,0,3,0,0,4,11,6,0,0,0,0,19,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,21,10,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6
4007,0,3,0,0,0,0,0,0,0,0,0,0,0,5,8,0,5,4,0,24,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,14,11,56,91,317,544,458,183,1677,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,3,5,4,26,43,38,20,138,0,0,0,0,0,3,0,0,0,6,0,6,0,3,0,0,0,0,0,4,0,0,0,16,0,0,5,0,0,25,0,0,0,4,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,7,16,5,37,0,0,0,6,0,3,8,0,5,21,0,0,0,4,7,0,3,0,0,10,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,0,14
4008,0,0,0,3,0,0,0,0,0,6,0,4,4,14,3,5,0,0,0,30,0,0,0,0,0,4,4,10,0,20,0,0,0,4,0,0,0,0,0,8,0,0,7,14,69,256,156,146,57,694,0,0,0,4,0,3,0,0,0,8,0,0,0,0,0,0,3,0,0,3,0,0,0,7,3,13,24,14,5,59,0,0,0,0,0,0,4,11,0,15,0,0,0,0,0,0,0,0,0,0,0,3,6,47,5,5,0,0,0,74,0,0,0,6,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,3,6,17,0,0,0,0,0,0,8,11,7,26,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,3,0,12
5000,0,0,4,27,9,3,5,0,0,49,0,7,15,119,55,26,8,4,0,229,0,0,0,9,4,7,11,5,0,50,0,0,0,6,0,0,10,0,0,15,4,68,191,1093,1220,2187,1658,1006,291,7712,0,5,3,22,12,12,3,0,0,63,0,5,13,137,21,23,13,10,0,228,0,6,34,226,105,105,166,79,17,746,0,0,0,4,3,4,0,6,0,24,0,0,6,31,10,15,6,0,0,65,6,24,12,178,30,49,37,34,10,386,0,19,7,139,61,23,25,5,3,282,0,0,5,13,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,6,0,11,21,177,50,58,42,36,7,400,4,3,5,104,12,36,91,83,43,384,0,3,0,70,23,10,9,0,0,120,0,6,3,58,3,5,0,0,0,69,0,0,0,0,0,0,3,0,0,5,4,3,16,98,44,54,30,12,0,256
5001,0,0,0,0,0,0,0,0,0,0,0,0,3,29,4,15,0,0,0,47,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,12,31,119,155,318,321,298,119,1376,0,0,0,0,5,0,0,0,0,3,0,0,0,9,3,0,0,0,0,14,0,0,4,21,8,15,40,19,10,118,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,10,0,0,0,27,9,0,10,3,0,58,0,0,4,25,6,3,9,0,0,51,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,4,11,3,36,0,0,0,8,4,3,13,21,10,64,0,0,0,10,3,0,0,0,0,17,0,0,3,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,14,3,4,4,5,0,30
5002,0,0,0,14,0,0,0,0,0,14,0,0,8,56,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,12,81,50,55,22,11,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,4,0,0,0,28,0,0,5,22,9,9,0,5,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,3,0,16,0,5,5,0,0,30,0,0,0,9,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,0,0,25,0,0,0,14,4,3,0,0,0,22,0,0,0,14,7,0,0,0,0,17,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,4,0,0,13
5003,0,0,0,5,4,0,0,0,0,8,0,4,13,66,32,17,3,0,0,135,0,0,0,0,0,3,3,0,0,11,0,0,0,5,0,0,0,0,0,10,5,43,106,290,326,550,413,310,111,2164,0,0,0,4,0,0,0,0,0,7,0,0,0,14,6,3,0,9,0,33,0,0,8,34,15,23,41,30,12,159,0,0,0,3,0,0,4,4,0,16,0,3,3,17,0,5,0,0,0,29,3,25,13,176,17,13,13,9,3,276,0,3,4,59,15,3,9,0,0,95,0,0,0,13,0,0,0,0,0,16,0,3,3,13,3,0,0,0,0,22,0,8,21,49,24,17,25,6,6,154,0,0,0,8,6,13,56,38,31,153,0,0,0,16,10,0,0,0,0,36,0,0,5,46,3,0,0,0,0,56,0,0,0,6,0,3,3,4,0,21,0,5,3,48,24,16,14,8,0,109
5004,0,0,0,0,0,0,0,0,0,3,0,0,0,12,7,10,0,3,0,35,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,3,0,39,34,228,250,338,407,281,108,1690,0,0,0,0,4,0,0,0,0,7,0,0,0,26,11,7,7,0,0,46,3,0,5,60,18,15,27,17,3,141,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,18,0,0,0,38,6,8,3,5,3,69,0,4,0,28,16,3,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,33,10,12,17,11,7,101,0,0,0,15,0,0,7,8,7,40,0,0,0,27,4,0,0,0,0,37,0,0,0,29,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,7,6,0,0,25
5005,0,0,0,5,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,41,23,53,44,39,14,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,3,3,6,4,0,34,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,8,0,0,0,10,0,0,0,0,0,8,0,0,0,4,6,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,13,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
5006,0,0,0,0,0,0,0,0,0,5,0,0,0,14,11,0,5,0,0,41,0,0,0,0,0,0,0,3,0,3,4,0,0,5,0,0,0,0,0,12,0,16,33,109,147,178,134,116,44,771,0,0,3,9,0,0,0,0,0,17,0,0,0,5,0,4,0,0,0,20,0,0,7,25,14,18,19,9,5,85,0,0,0,0,0,6,0,0,0,7,0,0,0,5,0,0,0,0,0,6,3,11,3,60,8,8,7,10,0,112,0,8,4,28,11,0,0,0,0,58,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,13,8,3,10,4,0,45,0,0,0,3,0,8,16,17,15,60,0,0,0,3,4,0,0,0,0,8,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,8,0,0,0,37
5007,0,0,0,12,7,5,0,0,0,28,0,0,0,42,13,4,3,0,0,57,0,0,0,0,5,3,0,0,0,15,0,0,0,5,0,0,4,0,0,7,0,11,8,75,53,85,43,16,3,299,0,4,5,26,4,4,0,0,0,49,0,0,0,7,0,0,0,0,0,14,0,0,0,12,8,0,10,0,3,37,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,11,8,105,16,4,4,9,0,161,0,0,3,27,10,4,3,0,0,46,0,0,0,11,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,4,0,5,0,23,0,3,0,4,0,39,0,0,0,0,0,5,0,0,4,15,0,0,0,0,4,0,0,0,0,4,0,0,0,11,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,3,0,0,0,25
5008,0,0,0,0,0,4,0,0,0,0,0,0,5,26,4,0,0,0,0,35,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,5,87,36,43,12,5,0,189,0,0,0,3,0,0,3,0,0,11,0,0,6,7,4,0,0,0,0,20,0,0,3,10,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,11,5,77,18,0,0,0,0,112,0,5,4,20,11,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,28,5,0,0,0,0,35,0,0,0,0,0,0,0,0,0,3,0,0,0,10,3,0,0,0,0,13,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,17
5009,6,25,56,343,169,167,116,63,14,962,53,581,1361,7267,2689,2046,1054,317,175,15537,0,19,25,334,214,434,591,351,226,2196,8,122,136,301,88,123,163,118,59,1117,181,2618,5777,15876,14311,18054,13662,9880,3741,84091,0,19,33,204,99,118,52,26,5,562,12,63,109,948,255,190,115,75,30,1801,9,97,207,1389,690,660,1004,651,211,4915,3,12,38,82,55,117,232,291,223,1039,34,163,365,1424,417,448,364,82,36,3340,241,1614,2220,15511,2762,2238,1817,1121,439,27966,62,339,703,3667,1533,800,651,220,65,8038,12,145,265,1581,396,310,191,71,36,3002,7,115,182,791,313,151,83,29,0,1676,39,408,457,3571,928,924,787,521,209,7832,11,95,156,1038,396,805,2143,1943,1404,7995,46,138,201,1372,824,307,153,63,18,3122,33,182,198,2070,519,228,99,26,3,3345,3,23,26,158,100,125,73,23,6,543,65,638,1559,6008,2668,2566,2481,905,255,17140
5010,0,0,0,0,0,0,0,0,0,0,0,0,9,30,5,0,0,0,0,43,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,7,8,55,14,47,6,3,0,139,0,0,4,0,7,0,0,0,0,11,0,0,0,4,0,0,0,0,0,7,0,0,0,9,6,0,4,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,5,60,12,4,0,0,0,92,0,8,7,34,11,4,0,0,0,65,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,4,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,15,8,0,0,5,0,28
6000,0,0,5,11,3,10,3,0,0,32,3,9,9,116,20,22,14,7,6,201,0,0,0,0,0,0,3,0,0,8,0,0,0,4,0,0,9,0,0,9,0,23,46,229,359,908,1013,633,158,3372,0,0,0,9,5,5,0,0,0,23,0,6,0,25,5,19,12,0,6,73,0,0,12,65,44,89,88,70,11,384,0,0,0,5,0,3,6,0,0,16,0,0,0,18,5,0,0,0,0,38,0,4,8,72,11,14,12,8,7,132,0,6,3,28,13,10,8,3,0,74,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,13,20,19,24,14,6,95,0,0,0,9,4,9,19,10,0,57,0,4,3,28,20,6,5,0,0,63,0,0,0,30,9,6,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,3,18,13,34,13,0,0,87
6001,0,0,0,0,0,0,0,0,0,5,0,0,0,21,3,3,3,0,0,33,0,0,0,0,0,0,0,3,0,4,0,0,0,11,4,0,0,0,0,11,0,4,8,24,29,95,120,103,38,419,0,0,0,0,3,4,0,0,0,10,0,0,0,0,0,0,3,0,0,9,0,0,0,0,11,10,16,11,5,46,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,5,0,0,0,13,0,7,4,49,4,7,4,3,0,76,0,0,0,8,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,8,0,5,0,7,0,0,0,0,0,11,0,0,0,0,0,0,4,3,0,21,0,0,0,0,0,0,0,0,0,7,0,0,0,4,9,0,0,0,0,10,0,0,0,3,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,4,0,0,0,8,3,3,6,0,0,28
6002,0,0,0,4,0,0,0,0,0,4,0,0,6,56,13,3,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,4,25,34,93,138,111,50,460,0,0,0,3,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,6,6,9,5,33,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,5,0,0,14,0,3,9,58,8,9,4,0,0,92,0,0,0,12,0,4,0,0,0,23,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,5,0,11,0,0,0,4,0,0,3,0,0,12,0,0,0,4,0,0,0,0,0,12,0,0,0,11,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,3,0,0,0,20
6003,0,0,0,32,18,15,11,5,5,87,14,93,267,2393,112,109,69,30,9,3084,0,0,3,7,8,12,25,21,9,80,9,3,8,7,3,7,5,3,3,46,13,89,107,388,483,796,855,701,305,3731,0,3,3,23,15,19,17,13,0,87,0,6,4,55,17,16,14,3,3,120,0,7,9,89,44,73,109,109,58,507,0,0,4,13,13,19,40,77,27,190,5,20,40,179,31,17,20,0,5,320,24,94,174,1225,73,48,32,25,13,1705,0,12,35,98,28,15,14,5,0,204,0,18,22,65,14,9,0,4,0,129,0,9,10,10,7,7,3,0,0,39,0,3,12,29,27,39,34,28,10,191,0,0,0,34,14,25,45,64,36,221,0,6,23,92,44,19,17,3,3,216,0,13,17,170,39,25,8,5,0,277,0,0,7,5,4,8,3,0,0,26,3,15,80,230,62,48,51,14,3,508
6004,0,0,0,10,3,6,3,4,0,30,0,13,52,306,27,26,12,0,0,440,0,0,0,0,0,3,0,4,0,9,0,4,3,8,0,3,0,0,0,19,0,25,33,107,120,262,324,274,137,1286,0,0,0,9,7,0,0,0,0,23,0,0,0,8,4,0,0,5,0,16,0,0,4,10,9,11,23,27,15,100,0,0,0,0,0,4,6,8,3,19,0,6,10,35,3,7,3,0,0,62,5,30,48,370,18,25,8,9,0,516,0,0,10,24,10,0,4,0,0,51,0,52,37,28,7,0,6,0,0,123,0,0,0,3,0,0,0,0,0,6,0,6,3,17,3,8,10,8,4,62,0,0,0,3,0,11,20,21,22,81,0,3,4,16,10,8,5,0,0,38,0,4,9,44,9,7,3,0,0,78,0,3,0,0,3,3,0,0,0,9,3,18,36,87,14,15,14,6,0,198
6005,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,21,53,55,69,24,246,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,6,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,10,0,0,4,0,0,18,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,13,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
