SUA_CODE_2021,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Brazil_0_4,M_Brazil_5_14,M_Brazil_15_24,M_Brazil_25_44,M_Brazil_45_54,M_Brazil_55_64,M_Brazil_65_74,M_Brazil_75_84,M_Brazil_85ov,M_Brazil_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_SAR_Ch_0_4,M_Hong_Kong_SAR_Ch_5_14,M_Hong_Kong_SAR_Ch_15_24,M_Hong_Kong_SAR_Ch_25_44,M_Hong_Kong_SAR_Ch_45_54,M_Hong_Kong_SAR_Ch_55_64,M_Hong_Kong_SAR_Ch_65_74,M_Hong_Kong_SAR_Ch_75_84,M_Hong_Kong_SAR_Ch_85ov,M_Hong_Kong_SAR_Ch_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot
1023,0,0,0,0,0,0,0,0,0,0,414,867,690,1468,618,612,407,199,46,5320,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,0,3,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,21,21,10,0,63,0,0,0,5,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,29,3,5,4,0,0,49,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1024,0,0,0,0,0,0,0,0,0,0,462,1275,1208,1759,1262,1634,1741,1078,307,10729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,4,7,3,0,34,0,0,0,0,0,4,8,0,0,19,0,0,0,4,4,8,0,0,0,20,0,0,0,0,0,3,12,14,7,33,0,0,0,0,0,0,6,3,0,17,12,32,22,58,74,159,209,194,33,788,0,0,0,3,3,0,6,6,4,17,0,0,0,7,3,3,0,0,3,14,0,0,0,3,0,11,37,25,4,81,0,0,0,0,0,0,11,6,6,23,0,0,0,3,4,5,0,0,0,13,4,6,0,23,3,5,0,7,0,47,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3
1025,3,31,26,93,11,8,0,0,0,165,14447,30200,28743,54614,25560,24104,19801,10381,3223,211072,3,17,19,154,34,14,5,0,0,243,0,0,0,31,8,22,25,19,5,112,0,4,3,118,14,0,4,0,0,151,0,3,5,25,12,8,8,4,0,66,5,21,37,114,94,61,40,14,3,381,0,0,3,31,14,15,23,7,0,99,3,33,124,514,131,94,100,29,9,1033,0,0,0,17,16,53,30,48,12,181,4,8,6,42,17,18,28,20,3,137,25,216,263,957,790,1129,1098,823,237,5543,0,7,10,83,42,30,21,10,5,206,0,11,4,49,27,20,16,9,3,142,0,17,15,82,60,80,334,191,38,838,0,0,3,12,6,36,64,68,44,232,0,11,38,83,27,32,41,3,0,243,15,108,185,1159,247,104,66,56,15,1962,4,13,36,108,30,16,14,3,0,231,0,16,14,126,23,4,3,0,0,194
1026,0,0,0,0,0,0,0,0,0,0,1128,2171,2091,4031,1753,1770,1489,836,274,15538,0,0,0,9,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,8,0,0,23,0,0,0,0,4,5,3,3,3,16,0,6,4,22,12,6,5,0,0,65,0,0,0,4,0,0,4,11,0,16,0,0,0,0,0,4,7,0,0,20,0,11,15,51,83,156,177,142,45,696,0,0,6,12,3,9,3,0,0,25,0,0,0,0,0,3,0,5,0,9,0,0,0,4,6,3,22,15,3,56,0,0,0,0,0,4,6,4,4,16,0,0,0,0,0,3,3,0,0,10,8,32,19,137,12,8,9,0,4,228,0,0,0,3,0,0,0,0,0,6,0,4,0,15,3,3,0,0,0,24
1027,0,0,0,0,0,0,0,0,0,3,1512,2899,2212,4045,1935,1764,1521,837,282,17005,0,0,0,11,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,4,0,0,5,8,10,0,0,0,0,22,0,0,0,0,0,0,0,0,0,5,0,3,8,20,13,10,11,11,0,79,0,0,0,0,0,7,3,0,3,11,0,0,0,0,0,0,0,0,0,0,0,7,8,52,40,72,62,60,21,326,0,0,0,8,5,4,0,0,0,19,0,0,0,5,0,0,0,0,0,9,0,4,0,0,5,3,17,6,8,45,0,0,0,0,0,0,0,4,3,13,0,0,0,4,0,5,4,0,0,13,5,11,29,183,26,7,0,4,0,266,0,0,0,8,3,0,0,0,0,14,0,0,0,3,4,0,0,0,0,8
1028,0,0,0,0,0,0,0,0,0,0,1141,2685,2362,3871,2230,2315,2461,1535,568,19160,0,0,0,5,0,0,0,0,0,7,0,0,0,4,0,5,6,0,0,7,0,0,0,7,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,22,10,9,6,5,0,54,0,0,0,0,3,0,0,3,0,13,0,4,4,29,6,9,5,3,0,62,0,0,0,0,0,9,8,8,0,23,0,0,4,4,9,0,3,6,6,32,5,38,39,106,141,197,243,244,106,1112,0,0,0,8,5,3,0,0,0,20,0,3,4,13,7,4,3,4,0,37,0,4,0,11,5,15,29,32,12,100,0,0,0,0,0,0,6,0,0,8,0,0,0,10,0,3,4,0,0,19,4,17,12,97,21,3,3,7,0,166,0,0,0,7,0,0,3,7,0,11,0,0,0,9,4,0,0,0,0,15
1029,0,0,0,0,0,0,0,0,0,0,539,1165,1236,1930,873,796,550,262,102,7444,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,16,24,29,23,19,4,133,0,0,4,17,5,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,4,0,3,0,0,47,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
1030,0,0,0,0,0,0,0,0,0,0,457,984,828,1584,867,1020,1137,612,162,7647,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,6,0,0,0,8,3,4,7,0,0,18,0,0,0,4,4,0,9,3,0,14,0,0,0,4,3,6,0,0,0,18,0,0,0,0,3,5,13,10,0,29,0,0,0,0,0,4,3,0,0,12,0,6,8,44,40,113,163,125,29,529,0,0,0,0,4,0,0,5,0,11,0,0,0,0,0,0,0,0,0,8,0,0,0,5,3,10,22,24,7,66,0,0,0,0,4,4,9,16,9,44,0,0,0,0,0,0,0,0,0,9,0,0,0,5,4,0,0,5,0,12,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
1031,38,317,839,4184,1133,732,405,136,28,7812,137479,254582,213666,332182,143524,112560,77698,40767,14407,1326861,67,662,1169,8758,2296,1323,565,79,3,14922,0,19,39,1052,533,758,482,256,59,3201,32,223,506,6784,639,291,93,34,14,8613,11,106,317,1577,1267,1222,882,323,81,5800,82,236,278,1778,981,640,319,148,23,4484,14,79,147,1705,1069,997,963,617,75,5662,316,3435,9084,42296,13052,17490,11657,4588,2389,104307,0,29,27,694,577,1237,1346,1504,509,5929,48,538,500,2642,1067,1614,1814,1271,416,9906,406,3133,3882,19424,13694,13142,9830,6660,1982,72158,20,266,732,5313,3311,3166,1866,717,153,15532,31,235,308,3037,833,480,286,151,55,5406,39,193,308,1884,1155,954,1422,1432,374,7753,14,145,255,797,694,1637,2757,3999,2030,12328,162,1142,1784,7077,2783,4044,3491,762,213,21460,1150,7028,8640,58995,11612,5784,3646,1686,489,99026,63,314,2070,7273,2216,1368,1452,568,135,15452,32,528,824,6998,1945,1551,1050,461,143,13533
1032,0,0,0,4,0,0,0,0,0,3,1389,2822,2446,4032,1906,1929,1680,1031,336,17577,0,0,0,16,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,7,0,0,0,7,0,0,0,5,0,19,0,0,0,0,0,0,0,0,0,0,0,14,4,81,3,8,9,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,16,0,8,4,18,33,52,60,44,21,232,0,6,7,62,7,0,0,0,0,76,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,6,3,0,21,0,0,0,0,0,3,0,4,0,13,0,0,0,5,0,0,0,0,0,14,3,17,13,187,15,3,3,0,0,243,0,0,7,15,0,0,0,0,0,25,0,0,0,10,4,0,0,0,0,12
1033,0,0,0,0,0,0,0,0,0,0,648,1516,1286,2115,1160,1386,1340,876,283,10604,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,9,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,5,0,9,0,4,0,19,11,68,80,61,26,263,0,0,0,0,0,5,0,0,0,5,3,0,0,0,0,8,0,0,0,15,0,0,0,0,3,11,8,11,0,34,0,0,0,0,0,0,4,6,0,9,0,0,0,0,0,0,0,0,0,5,0,10,3,49,11,3,4,0,0,77,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
1034,0,0,0,0,0,0,0,0,0,0,402,857,646,1285,720,941,1101,545,167,6670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,4,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,3,0,0,6,0,6,8,23,31,65,110,115,22,368,0,0,0,0,3,0,0,0,0,5,0,0,0,4,0,0,0,0,0,8,0,0,0,5,4,6,7,10,0,31,0,0,0,0,0,0,4,5,0,10,0,4,0,0,4,0,0,0,0,3,0,0,5,14,0,0,0,0,0,19,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3
1035,0,0,0,13,5,0,0,0,0,29,1780,3381,3344,5475,2459,2508,2090,1132,410,22569,0,3,0,26,5,0,0,0,0,41,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,9,9,0,6,0,0,24,0,0,0,4,0,3,0,0,0,8,3,20,8,87,12,17,6,4,0,165,0,0,0,0,0,0,0,3,0,8,0,12,6,20,11,7,7,0,0,61,0,17,12,49,49,58,75,62,23,334,0,0,12,73,7,7,0,0,0,96,0,0,0,0,4,4,0,0,0,7,0,0,0,0,0,10,14,19,10,54,0,0,0,0,0,0,5,4,0,17,0,0,0,5,3,7,0,0,0,19,4,27,37,289,48,22,5,0,0,442,0,0,0,0,0,0,0,0,0,10,0,9,4,12,6,0,3,0,0,29
1036,0,0,4,10,9,5,0,0,0,24,8534,17494,17429,29804,14127,12651,8977,4717,1507,115238,0,3,27,93,4,8,4,0,0,139,0,0,8,63,28,48,32,22,7,204,0,9,7,78,21,11,3,0,0,130,0,0,0,11,6,7,5,0,0,30,6,28,26,99,61,31,22,11,0,278,0,0,8,46,83,62,78,49,8,338,4,31,149,499,85,104,71,24,12,978,0,4,0,59,45,85,96,127,53,467,8,24,10,35,22,14,37,18,7,169,14,155,191,672,804,1476,1263,908,300,5783,0,8,8,74,27,21,8,6,0,154,0,4,7,34,28,26,24,13,0,135,0,9,11,49,63,104,250,178,68,731,0,3,8,14,16,59,118,97,66,378,0,10,18,33,17,26,10,0,0,122,21,67,257,942,128,53,45,43,11,1560,0,8,21,57,16,11,15,0,0,129,0,7,10,102,27,17,15,3,3,190
2000,0,0,6,25,11,8,4,0,0,48,16375,39199,31793,57796,37168,43966,40636,19121,5238,291296,0,5,9,38,6,0,0,0,0,61,0,0,0,10,8,5,17,10,3,44,0,3,4,30,10,4,0,5,0,59,0,12,18,38,16,12,8,5,0,99,0,27,24,112,73,72,71,26,0,404,0,0,6,28,22,18,21,11,0,105,0,33,100,211,63,71,47,10,6,543,0,0,0,16,24,87,79,88,17,315,0,0,3,19,8,24,52,37,4,157,18,157,245,932,1303,2502,3079,2041,500,10779,0,4,4,64,30,29,20,7,0,167,0,9,19,81,33,30,45,18,8,234,0,18,14,116,112,210,568,370,86,1492,0,0,0,17,25,87,158,96,32,421,0,4,15,57,16,13,19,0,5,131,5,67,101,940,121,98,77,56,19,1493,0,12,21,72,25,18,17,13,7,176,0,10,4,37,9,10,13,0,0,78
2001,0,0,0,3,0,0,0,0,0,3,810,1701,1232,2656,1196,943,770,326,79,9703,0,0,0,9,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,11,0,0,0,3,7,0,0,0,0,7,0,0,3,3,0,0,0,5,0,11,0,0,0,6,0,3,0,9,0,15,0,0,0,0,0,0,0,0,0,4,0,7,14,39,51,88,75,43,21,336,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,3,9,6,22,12,6,54,0,0,0,3,0,3,8,11,0,23,0,0,0,3,3,0,0,0,0,9,6,20,30,282,8,10,12,3,0,364,0,0,0,0,0,0,0,0,0,5,0,0,0,3,5,0,0,0,0,5
2002,0,0,0,0,0,0,0,0,0,0,434,811,750,1263,680,744,769,485,149,6087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,7,0,6,7,24,25,36,47,53,16,210,0,0,0,0,0,0,0,0,0,9,0,4,5,0,0,0,0,0,0,6,0,0,0,0,0,3,14,11,4,31,0,0,0,0,0,0,0,0,0,5,0,0,4,3,0,0,0,0,0,6,0,4,0,35,6,0,0,0,0,52,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4
2003,0,0,4,5,4,0,0,0,0,13,3129,6809,6048,11324,5351,5132,4196,2229,743,44960,0,0,8,30,11,0,0,0,0,49,0,0,0,0,0,0,0,0,0,8,0,0,0,5,3,0,0,0,0,14,0,0,0,4,0,0,0,0,0,3,0,0,0,24,9,16,14,4,0,65,0,0,0,3,3,3,0,3,0,17,0,22,33,151,28,33,19,8,0,296,0,0,0,4,4,10,18,22,9,59,0,0,11,4,3,0,4,6,0,32,0,62,45,188,151,215,280,177,51,1177,0,3,5,9,3,3,6,0,0,31,0,3,5,12,0,8,5,0,0,29,0,4,3,9,14,11,60,26,5,138,0,0,0,0,0,0,11,12,5,39,0,5,4,10,8,3,5,0,0,36,6,40,173,653,98,15,17,9,0,1012,0,6,4,14,9,0,3,4,0,38,0,0,0,16,9,0,0,0,0,30
2004,0,6,5,23,3,0,0,0,0,48,2942,6187,5352,10278,4796,4786,4351,2347,886,41928,0,3,5,22,6,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,4,0,14,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,5,0,3,3,8,7,3,7,3,0,37,0,0,0,0,0,0,0,0,0,3,0,7,10,69,20,8,4,4,0,133,0,0,0,0,0,6,6,3,0,18,0,3,8,15,7,5,3,5,0,44,0,18,32,99,120,156,195,128,33,785,0,0,4,9,6,3,0,0,0,23,0,0,5,8,0,0,8,0,0,22,0,0,3,12,9,11,29,22,6,95,0,0,0,0,3,9,5,5,3,28,0,3,3,9,3,0,0,0,0,30,0,55,72,423,59,19,16,6,0,649,0,0,4,3,7,3,0,4,0,21,0,12,3,10,3,0,0,0,0,29
2005,0,0,0,0,0,0,0,0,0,0,246,546,401,1013,539,607,617,322,106,4396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,3,0,5,0,6,0,29,36,46,54,45,9,235,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,14,0,0,0,0,0,4,9,4,3,23,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,24,3,0,4,0,0,31,0,0,0,6,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,6
2006,0,3,0,17,0,0,0,0,0,16,335,710,638,1181,609,646,595,395,140,5250,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,52,11,0,3,0,0,82,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,3,7,12,19,28,15,0,83,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,0,0,0,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2007,0,0,0,0,0,0,0,0,0,0,574,1214,1095,1805,1143,1250,1250,736,224,9294,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,14,0,5,4,11,19,36,61,59,14,210,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,5,5,0,20,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,7,0,7,0,51,0,0,3,0,0,68,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2008,0,35,72,186,47,19,4,0,0,360,8267,16353,14526,28534,13422,12003,10190,4925,1616,109838,0,0,11,62,12,9,0,0,0,90,0,0,7,75,17,67,31,28,5,225,0,0,8,43,8,4,3,0,0,63,0,0,4,3,4,4,4,0,0,21,4,18,16,75,50,25,16,3,4,213,0,0,0,22,11,3,0,6,0,41,0,58,115,343,80,69,71,27,4,770,0,3,4,62,49,136,138,158,71,627,5,16,12,41,8,10,22,14,3,119,16,176,223,706,695,914,921,692,227,4571,0,3,8,35,20,7,11,0,0,85,5,7,8,66,28,20,8,0,4,139,5,12,15,56,66,44,214,145,70,631,0,4,7,3,22,30,65,64,24,222,0,25,32,30,10,13,18,0,0,119,22,111,485,2181,137,53,46,29,10,3077,3,8,16,55,19,7,11,0,0,123,3,32,48,129,38,26,10,6,5,280
2009,0,0,0,0,0,0,0,0,0,0,615,1711,1258,1913,1292,1114,779,385,84,9146,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,0,0,0,24,0,0,0,0,4,0,0,0,0,5,0,3,0,3,0,0,3,0,0,13,0,0,0,0,0,5,5,5,0,18,0,0,0,0,0,0,9,4,0,10,4,9,12,55,70,110,87,66,12,420,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,8,0,0,16,0,0,0,3,3,13,20,22,3,59,0,0,0,0,0,3,0,0,0,6,0,5,3,3,0,0,0,0,0,13,0,0,0,27,0,15,3,0,0,46,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,462,1042,893,1672,794,888,747,463,188,7147,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,0,0,8,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12,9,17,25,13,0,82,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,10,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,3,3,7,11,51,8,7,3,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,62,846,1983,7066,1883,919,365,92,23,13234,135935,248689,210303,373305,170890,134200,87848,44084,14946,1420207,22,301,487,2990,751,307,189,32,3,5076,0,22,79,1421,631,953,552,329,68,4056,13,108,145,1750,254,103,48,16,3,2437,26,200,786,2385,1469,1208,877,303,72,7319,63,269,256,1482,754,494,261,102,13,3689,7,76,99,1102,797,640,583,367,42,3717,292,3718,10111,31379,8427,9104,6305,2111,1003,72448,0,20,35,724,642,1360,1390,1494,427,6088,28,320,576,1551,591,1031,1275,919,266,6558,320,2663,3909,14979,11223,12799,10401,7570,2445,66306,8,101,313,1971,1086,961,513,192,37,5182,30,145,240,1839,531,390,301,145,62,3679,40,159,337,1649,1064,1008,2008,1920,600,8778,14,210,424,1169,1327,3366,4667,6763,2888,20832,116,859,1195,4525,1402,1616,1374,353,93,11526,1090,7168,14783,83432,12067,5803,4259,1723,434,130763,46,294,1354,4006,1103,489,560,245,64,8150,40,746,1149,6098,1616,800,430,175,45,11093
2012,0,13,28,55,17,24,9,0,0,153,1468,3063,2578,4472,2463,2555,2165,1144,346,20249,0,0,0,7,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,3,0,0,17,0,0,0,4,0,8,0,0,0,12,0,0,0,5,0,0,0,0,0,3,0,0,10,42,15,11,6,0,0,88,0,0,0,0,0,4,4,12,7,29,0,4,0,4,3,5,0,0,0,17,0,5,5,49,28,84,75,60,15,323,0,0,3,22,8,0,6,0,0,41,0,0,0,5,0,4,3,0,0,20,0,0,0,3,0,4,22,10,0,46,0,0,0,0,0,13,16,19,7,55,0,3,7,17,0,4,0,0,0,25,4,23,32,195,33,16,8,3,0,311,0,0,0,15,6,0,0,0,0,26,0,0,3,12,3,0,0,0,0,18
2013,0,0,0,0,0,0,0,0,0,0,535,1191,1109,2080,1061,1253,952,402,119,8703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,13,0,0,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,9,0,0,0,3,0,4,4,0,0,11,0,0,0,0,0,3,0,0,0,6,0,0,0,6,5,4,3,0,0,18,0,0,0,3,0,4,0,3,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,12,19,63,101,72,27,294,0,0,0,13,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,57,27,6,105,0,0,0,0,0,3,5,3,0,7,0,0,0,0,0,0,0,0,0,7,0,0,3,15,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
