POA_CODE_2021,SA2_CODE_2021,mb_count,poa_total,ratio
4551,316021421,172,715,0.24055944055944056
4552,316061440,124,126,0.9841269841269841
4553,316061442,65,65,1.0
4554,316061444,15,15,1.0
4555,316061444,72,72,1.0
4556,316011413,197,430,0.45813953488372094
4557,316031428,153,268,0.5708955223880597
4558,316031427,300,301,0.9966777408637874
4559,316071548,36,64,0.5625
4560,316071548,213,391,0.5447570332480819
4561,316071547,89,94,0.9468085106382979
4562,316071547,50,101,0.49504950495049505
4563,316081549,115,120,0.9583333333333334
4564,316031426,154,154,1.0
4565,316051438,135,206,0.6553398058252428
4566,316051435,159,159,1.0
4567,316051437,129,250,0.516
4568,316081549,53,53,1.0
4569,316081549,23,23,1.0
4570,319031514,251,587,0.42759795570698467
4571,316081549,14,14,1.0
4572,316031428,65,65,1.0
4573,316031425,216,343,0.6297376093294461
4574,316061443,23,24,0.9583333333333334
4575,316021423,107,275,0.3890909090909091
4580,319031511,115,115,1.0
4581,319031511,50,77,0.6493506493506493
4600,319031515,29,29,1.0
4601,319031515,37,37,1.0
4605,319021506,72,76,0.9473684210526315
4606,319021506,37,37,1.0
4608,319021506,12,18,0.6666666666666666
4610,319021505,159,219,0.726027397260274
4611,319021506,4,4,1.0
4612,319021506,9,9,1.0
4613,319021506,25,25,1.0
4614,307021179,30,30,1.0
4615,319021509,128,130,0.9846153846153847
4620,319051525,7,7,1.0
4621,319021503,38,39,0.9743589743589743
4625,319021503,86,86,1.0
4626,319021503,62,62,1.0
4627,319021508,34,34,1.0
4630,319021508,78,83,0.9397590361445783
4650,319051524,262,513,0.5107212475633528
4655,319041520,184,865,0.21271676300578035
4659,319051522,109,109,1.0
4660,319011499,152,153,0.9934640522875817
4662,319051522,14,14,1.0
4670,319011493,264,1151,0.22936576889661164
4671,319021504,78,117,0.6666666666666666
4673,319011498,12,12,1.0
4674,308051530,34,35,0.9714285714285714
4676,308051530,8,8,1.0
4677,308051530,110,110,1.0
4678,308051530,30,30,1.0
4680,308051535,177,799,0.22152690863579474
4694,308051535,10,11,0.9090909090909091
4695,308051535,18,18,1.0
4697,308051535,2,2,1.0
4699,308031206,14,14,1.0
4700,308031222,123,336,0.36607142857142855
4701,308031205,122,566,0.21554770318021202
4702,308031210,135,605,0.2231404958677686
4703,308031223,259,312,0.8301282051282052
4704,308031219,5,5,1.0
4705,308031219,11,15,0.7333333333333333
4706,308031219,5,5,1.0
4707,312011338,98,98,1.0
4709,308011191,20,20,1.0
4710,308031207,92,92,1.0
4711,308031209,17,17,1.0
4712,308011190,7,7,1.0
4714,308031212,66,66,1.0
4715,308041529,84,105,0.8
4716,308041528,12,12,1.0
4717,308011190,98,98,1.0
4718,308041528,47,52,0.9038461538461539
4719,308041528,34,34,1.0
4720,308011192,221,235,0.9404255319148936
4721,312011339,77,79,0.9746835443037974
4722,308011191,32,32,1.0
4723,308011191,41,41,1.0
4724,315031408,18,18,1.0
4725,315031408,40,40,1.0
4726,315031408,16,16,1.0
4727,315031412,8,8,1.0
4728,315031408,7,7,1.0
4730,315031412,66,67,0.9850746268656716
4731,315031412,9,9,1.0
4732,315031408,14,14,1.0
4733,315031410,5,5,1.0
4735,315031410,33,33,1.0
4736,315031410,5,5,1.0
4737,312021352,107,111,0.963963963963964
4738,312021352,14,24,0.5833333333333334
4739,312011338,5,5,1.0
4740,312021342,174,1191,0.14609571788413098
4741,312021353,124,196,0.6326530612244898
4742,312011338,31,31,1.0
4743,312011338,29,29,1.0
4744,312011341,127,127,1.0
4745,312011338,64,64,1.0
4746,312011338,31,31,1.0
4750,312021354,68,68,1.0
4751,312021357,58,58,1.0
4753,312021351,33,37,0.8918918918918919
4754,312021351,21,23,0.9130434782608695
4756,312021351,11,12,0.9166666666666666
4757,312021351,7,10,0.7
4798,312021353,22,22,1.0
4799,312021353,24,24,1.0
4800,312031361,130,143,0.9090909090909091
4802,312031359,197,198,0.9949494949494949
4804,312011340,48,48,1.0
4805,312011337,156,199,0.7839195979899497
4806,318011461,65,65,1.0
4807,318011460,135,178,0.7584269662921348
4808,318011461,20,20,1.0
4809,318011461,22,22,1.0
4810,318021490,166,393,0.4223918575063613
4811,318021487,89,170,0.5235294117647059
4812,318021478,91,290,0.3137931034482759
4814,318021468,139,576,0.24131944444444445
4815,318021480,105,208,0.5048076923076923
4816,318021486,35,133,0.2631578947368421
4817,318021482,165,319,0.5172413793103449
4818,318021582,146,287,0.5087108013937283
4819,318021483,69,69,1.0
4820,318011462,177,202,0.8762376237623762
4821,315021407,55,55,1.0
4822,315021407,22,24,0.9166666666666666
4823,315021407,19,23,0.8260869565217391
4824,315021406,55,56,0.9821428571428571
4825,315021405,276,295,0.9355932203389831
4828,315021406,8,8,1.0
4829,315031410,21,21,1.0
4830,315021404,18,18,1.0
4849,306031161,61,61,1.0
4850,318011465,118,213,0.5539906103286385
4852,306031161,83,93,0.8924731182795699
4854,306031161,98,98,1.0
4855,306031160,18,18,1.0
4856,306031160,11,11,1.0
4858,306031160,24,24,1.0
4859,306031160,9,9,1.0
4860,306031159,161,193,0.8341968911917098
4861,306031158,30,30,1.0
4865,306021148,105,105,1.0
4868,306021153,84,246,0.34146341463414637
4869,306021147,97,176,0.5511363636363636
4870,306021145,188,1014,0.1854043392504931
4871,315011397,89,245,0.363265306122449
4872,306051167,32,86,0.37209302325581395
4873,306041164,141,143,0.986013986013986
4874,315011396,80,147,0.54421768707483
4875,315011401,157,175,0.8971428571428571
4876,315011401,22,40,0.55
4877,306041165,122,122,1.0
4878,306011143,120,211,0.5687203791469194
4879,306011139,144,254,0.5669291338582677
4880,306051170,159,173,0.9190751445086706
4881,306051168,63,63,1.0
4882,306051166,28,28,1.0
4883,306051166,128,140,0.9142857142857143
4884,306051169,30,30,1.0
4885,306051169,58,58,1.0
4886,306051169,23,23,1.0
4887,306051167,38,47,0.8085106382978723
4888,306051167,60,61,0.9836065573770492
4890,315021404,26,26,1.0
4891,315021404,9,9,1.0
4892,315011396,101,164,0.6158536585365854
4895,315011396,130,131,0.9923664122137404
9494,199999499,1,3,0.3333333333333333
9797,197979799,8,15,0.5333333333333333
0800,701011002,93,93,1.0
0810,701021025,69,459,0.1503267973856209
0812,701021022,74,266,0.2781954887218045
0820,701011008,78,365,0.2136986301369863
0822,702041063,131,511,0.2563600782778865
0828,701021012,23,23,1.0
0829,701031031,6,10,0.6
0830,701041038,51,242,0.21074380165289255
0832,701041042,63,189,0.3333333333333333
0834,701031034,17,17,1.0
0835,701031031,35,36,0.9722222222222222
0836,701031032,68,68,1.0
0837,701031035,6,6,1.0
0838,701031035,13,13,1.0
0839,701031034,4,4,1.0
0840,702031057,28,28,1.0
0841,701031035,9,9,1.0
0845,702031057,11,11,1.0
0846,702031057,7,7,1.0
0847,702031058,11,11,1.0
0850,702051067,123,123,1.0
0852,702051066,73,191,0.38219895287958117
0853,702051067,1,1,1.0
0854,702051066,15,15,1.0
0860,702021056,57,57,1.0
0862,702051066,11,21,0.5238095238095238
0870,702011045,86,304,0.28289473684210525
0872,702011050,34,147,0.23129251700680273
0873,702011051,34,36,0.9444444444444444
0874,702011049,7,12,0.5833333333333334
0875,702011048,30,33,0.9090909090909091
0880,702041064,36,43,0.8372093023255814
0885,702041062,12,12,1.0
0886,702031057,23,23,1.0
2406,307011171,2,2,1.0
2540,901031003,9,9,1.0
2600,801061070,79,193,0.40932642487046633
2601,801051053,67,89,0.7528089887640449
2602,801051061,87,497,0.1750503018108652
2603,801061064,95,180,0.5277777777777778
2604,801061067,94,166,0.5662650602409639
2605,801091100,97,189,0.5132275132275133
2606,801091109,69,187,0.3689839572192513
2607,801091106,53,226,0.2345132743362832
2609,801061130,67,93,0.7204301075268817
2611,801081098,98,510,0.19215686274509805
2612,801051124,82,251,0.32669322709163345
2614,801011024,49,289,0.1695501730103806
2615,801011004,100,755,0.13245033112582782
2617,801011002,118,526,0.22433460076045628
2618,801041043,13,16,0.8125
2620,801031113,14,35,0.4
2899,901041004,57,57,1.0
2900,801071080,87,96,0.90625
2902,801071082,207,207,1.0
2903,801071090,124,141,0.8794326241134752
2904,801071084,97,230,0.4217391304347826
2905,801071073,80,389,0.20565552699228792
2906,801071078,125,257,0.48638132295719844
2911,801041037,61,85,0.7176470588235294
2912,801041040,92,99,0.9292929292929293
2913,801041046,155,549,0.28233151183970856
2914,801041034,92,405,0.2271604938271605
4000,305011105,54,65,0.8307692307692308
4005,305011109,10,19,0.5263157894736842
4006,305031128,29,43,0.6744186046511628
4007,305031124,14,30,0.4666666666666667
4008,302031036,4,6,0.6666666666666666
4009,302031036,2,3,0.6666666666666666
4010,305031119,10,10,1.0
4011,305031122,3,5,0.6
4012,302031040,29,38,0.7631578947368421
4013,302031038,3,3,1.0
4014,302031039,17,22,0.7727272727272727
4017,302041044,15,44,0.3409090909090909
4018,302041045,43,43,1.0
4019,313051377,10,17,0.5882352941176471
4020,313051575,41,48,0.8541666666666666
4021,313051380,11,12,0.9166666666666666
4022,313051380,19,20,0.95
4025,313051574,1,1,1.0
4030,305031131,32,60,0.5333333333333333
4031,302021031,4,5,0.8
4032,302021028,30,37,0.8108108108108109
4034,302031035,19,61,0.3114754098360656
4035,314011382,56,90,0.6222222222222222
4036,302011022,12,12,1.0
4037,314011385,17,17,1.0
4051,304041098,15,40,0.375
4053,302021032,17,46,0.3695652173913043
4054,304041100,12,23,0.5217391304347826
4055,304041104,44,62,0.7096774193548387
4059,305031126,16,22,0.7272727272727273
4060,305041132,15,15,1.0
4061,304041103,21,22,0.9545454545454546
4064,305041135,12,12,1.0
4065,305041134,18,18,1.0
4066,305041137,15,24,0.625
4067,304031096,6,9,0.6666666666666666
4068,304031094,28,32,0.875
4069,304021087,21,52,0.40384615384615385
4070,304021086,4,5,0.8
4073,304011084,9,9,1.0
4074,304011081,13,23,0.5652173913043478
4075,304031095,16,35,0.45714285714285713
4076,310011271,3,4,0.75
4077,310011274,23,57,0.40350877192982454
4078,310011564,44,48,0.9166666666666666
4101,305011110,32,52,0.6153846153846154
4102,303021058,25,29,0.8620689655172413
4103,303021054,5,9,0.5555555555555556
4104,303021059,9,9,1.0
4105,303041068,7,10,0.7
4106,303051076,4,4,1.0
4107,303041070,2,2,1.0
4108,303041067,2,4,0.5
4109,303061080,9,25,0.36
4110,303051074,73,85,0.8588235294117647
4111,303041070,3,3,1.0
4112,303061077,6,6,1.0
4113,303031060,15,30,0.5
4114,311061336,11,20,0.55
4115,303051072,8,13,0.6153846153846154
4116,303051073,35,44,0.7954545454545454
4117,303051073,3,8,0.375
4118,311031319,17,42,0.40476190476190477
4119,311061335,11,11,1.0
4120,303021055,22,22,1.0
4121,303041071,11,25,0.44
4122,303031063,24,61,0.39344262295081966
4123,303031064,53,65,0.8153846153846154
4124,311041568,35,71,0.49295774647887325
4125,311031311,43,52,0.8269230769230769
4127,311061334,9,21,0.42857142857142855
4128,311051325,11,22,0.5
4129,311051325,13,13,1.0
4130,311051324,24,24,1.0
4131,311051326,19,19,1.0
4132,311031317,26,33,0.7878787878787878
4133,311031313,39,64,0.609375
4151,303021053,8,8,1.0
4152,303011051,30,56,0.5357142857142857
4153,301011002,3,3,1.0
4154,301031019,9,10,0.9
4155,301011002,5,5,1.0
4156,303031064,10,10,1.0
4157,301011004,50,53,0.9433962264150944
4158,301011005,3,3,1.0
4159,301011003,17,17,1.0
4160,301021008,21,36,0.5833333333333334
4161,301011001,18,19,0.9473684210526315
4163,301021007,44,44,1.0
4164,301021012,50,50,1.0
4165,301021009,54,86,0.627906976744186
4169,305011108,23,38,0.6052631578947368
4170,303011048,16,34,0.47058823529411764
4171,305021114,6,6,1.0
4172,301031017,20,20,1.0
4173,301031018,34,34,1.0
4174,301031021,3,4,0.75
4178,301031020,21,40,0.525
4179,301031015,10,20,0.5
4183,301021550,30,30,1.0
4184,301021551,58,58,1.0
4205,311051323,12,12,1.0
4207,311041571,78,226,0.34513274336283184
4208,309071552,27,64,0.421875
4209,309071251,110,308,0.35714285714285715
4210,309071256,50,72,0.6944444444444444
4211,309061248,42,130,0.3230769230769231
4212,309071252,84,134,0.6268656716417911
4213,309051244,48,58,0.8275862068965517
4214,309031235,23,59,0.3898305084745763
4215,309091540,30,63,0.47619047619047616
4216,309031236,27,71,0.38028169014084506
4217,309101562,45,137,0.3284671532846715
4218,309011227,67,157,0.4267515923566879
4220,309011226,39,97,0.4020618556701031
4221,309021234,51,72,0.7083333333333334
4223,309021231,31,65,0.47692307692307695
4224,309021231,25,25,1.0
4225,309021230,35,60,0.5833333333333334
4226,309081559,50,110,0.45454545454545453
4227,309081262,36,53,0.6792452830188679
4228,309051243,17,17,1.0
4270,309041242,6,10,0.6
4272,309041242,14,14,1.0
4275,309041242,5,5,1.0
4280,311041570,28,71,0.39436619718309857
4285,311011305,29,43,0.6744186046511628
4300,310041304,91,221,0.4117647058823529
4301,310041302,78,130,0.6
4303,310031295,6,12,0.5
4304,310031284,19,29,0.6551724137931034
4305,310031283,30,109,0.27522935779816515
4306,310031294,97,153,0.6339869281045751
4307,310021282,1,1,1.0
4309,310021277,8,8,1.0
4310,310021277,24,24,1.0
4311,310021281,22,40,0.55
4312,310021278,4,4,1.0
4313,310021278,4,4,1.0
4314,313031370,11,14,0.7857142857142857
4340,310021282,20,21,0.9523809523809523
4341,310021280,18,18,1.0
4343,317011448,9,15,0.6
4344,317011451,2,2,1.0
4346,310021282,2,2,1.0
4347,317011451,3,3,1.0
4350,317011458,41,139,0.2949640287769784
4352,317011450,23,58,0.39655172413793105
4355,307021179,4,4,1.0
4356,307021182,4,4,1.0
4357,307021181,9,9,1.0
4358,317011445,9,9,1.0
4359,307031184,2,2,1.0
4361,307031184,1,1,1.0
4362,307031186,1,1,1.0
4363,307021182,1,1,1.0
4370,307031189,22,32,0.6875
4371,307031185,4,4,1.0
4373,307031185,3,3,1.0
4374,307031186,1,1,1.0
4375,307031188,2,2,1.0
4376,307031188,2,2,1.0
4377,307031188,3,3,1.0
4378,307031188,1,1,1.0
4380,307031188,7,13,0.5384615384615384
4381,307031188,3,3,1.0
4382,307031188,2,2,1.0
4383,307031188,2,2,1.0
4385,307011174,5,5,1.0
4387,307011174,9,9,1.0
4388,307011174,1,1,1.0
4390,307011173,3,4,0.75
4400,317011449,3,3,1.0
4401,307021180,4,7,0.5714285714285714
4405,307021183,15,16,0.9375
4407,307021181,1,1,1.0
4410,307021183,3,3,1.0
4412,307011172,1,1,1.0
4413,307011172,15,15,1.0
4415,307011175,2,2,1.0
4417,307011177,3,3,1.0
4420,308041528,3,3,1.0
4425,307011175,1,1,1.0
4454,307011177,1,1,1.0
4455,307011176,11,18,0.6111111111111112
4465,307011177,4,4,1.0
4467,307011177,1,2,0.5
4470,315031409,2,2,1.0
4472,315031408,3,3,1.0
4474,315031411,2,2,1.0
4477,315031409,1,1,1.0
4480,315031411,1,1,1.0
4482,315031410,1,1,1.0
4486,307011171,1,1,1.0
4487,307011171,4,4,1.0
4488,307011171,1,1,1.0
4490,315031411,3,3,1.0
4491,315031411,1,1,1.0
4492,315031411,4,4,1.0
4493,315031411,3,3,1.0
4494,307011174,1,1,1.0
4496,307011174,1,1,1.0
4497,307011171,1,2,0.5
4500,314031394,37,80,0.4625
4501,314031392,5,5,1.0
4502,314031393,20,20,1.0
4503,314021389,93,147,0.6326530612244898
4504,313041375,64,64,1.0
4505,313041372,61,88,0.6931818181818182
4506,313021368,30,57,0.5263157894736842
4507,313011363,103,103,1.0
4508,313041373,18,18,1.0
4509,314021578,80,117,0.6837606837606838
4510,313021572,47,118,0.3983050847457627
4511,313011362,21,21,1.0
4512,313021369,4,5,0.8
4514,313031371,20,20,1.0
4515,313031370,8,8,1.0
4516,313021367,9,9,1.0
4517,316061441,5,5,1.0
4518,316061441,11,11,1.0
4519,316061439,30,31,0.967741935483871
4520,314011387,20,21,0.9523809523809523
4521,314011384,8,9,0.8888888888888888
4550,316061442,30,30,1.0
4551,316021580,88,206,0.42718446601941745
4552,316061440,10,11,0.9090909090909091
4553,316061442,62,62,1.0
4555,316061444,3,3,1.0
4556,316011416,21,56,0.375
4557,316011415,23,37,0.6216216216216216
4558,316031427,66,66,1.0
4559,316071548,10,15,0.6666666666666666
4560,316071548,34,76,0.4473684210526316
4561,316071547,2,3,0.6666666666666666
4562,316081549,6,10,0.6
4563,316081549,7,7,1.0
4564,316031426,19,19,1.0
4565,316051438,19,29,0.6551724137931034
4566,316051435,36,38,0.9473684210526315
4567,316051434,23,37,0.6216216216216216
4568,316081549,6,6,1.0
4570,319031514,51,120,0.425
4572,316031428,4,4,1.0
4573,316051544,62,115,0.5391304347826087
4574,316061443,6,6,1.0
4575,316021424,51,96,0.53125
4580,319031511,43,43,1.0
4581,319031511,9,16,0.5625
4600,319031515,1,1,1.0
4601,319031515,5,5,1.0
4605,319021506,3,3,1.0
4606,319021506,10,10,1.0
4608,319021506,4,5,0.8
4610,319021505,6,14,0.42857142857142855
4611,319021506,1,1,1.0
4613,319021506,3,3,1.0
4614,319021509,4,5,0.8
4615,319031515,1,1,1.0
4620,319051525,37,37,1.0
4621,319021503,10,14,0.7142857142857143
4625,319021503,9,9,1.0
4626,319021503,8,8,1.0
4627,319021508,2,2,1.0
4630,319021508,9,9,1.0
4650,319051525,66,116,0.5689655172413793
4655,319041518,51,196,0.2602040816326531
4659,319051522,14,14,1.0
4660,319011499,49,49,1.0
4670,319011493,32,121,0.2644628099173554
4671,319021504,25,36,0.6944444444444444
4673,319011498,4,4,1.0
4674,308051530,21,22,0.9545454545454546
4676,308051530,4,4,1.0
4677,308051530,14,14,1.0
4680,308051535,48,159,0.3018867924528302
4694,308051535,4,4,1.0
4695,308051535,3,3,1.0
4697,308051535,5,5,1.0
4699,308031206,3,3,1.0
4700,308031217,3,10,0.3
4701,308031213,23,46,0.5
4702,308031210,18,67,0.26865671641791045
4703,308031223,62,68,0.9117647058823529
4707,312011338,8,8,1.0
4709,308011191,1,1,1.0
4710,308031207,3,4,0.75
4712,308011190,5,5,1.0
4713,308011190,1,1,1.0
4714,308031212,9,9,1.0
4715,308041529,7,11,0.6363636363636364
4716,308041528,2,2,1.0
4717,308011190,5,5,1.0
4718,308011190,2,3,0.6666666666666666
4719,308041528,9,9,1.0
4720,308011192,12,12,1.0
4721,312011339,2,2,1.0
4722,308011191,1,1,1.0
4724,315031408,1,1,1.0
4725,315031408,4,4,1.0
4730,315031412,3,5,0.6
4731,315031412,2,2,1.0
4735,315031410,1,1,1.0
4736,315031410,1,1,1.0
4737,312021352,12,12,1.0
4738,312021352,3,5,0.6
4739,312011338,6,6,1.0
4740,312021344,43,184,0.23369565217391305
4741,312021353,17,30,0.5666666666666667
4742,312011338,6,6,1.0
4743,312011338,2,2,1.0
4744,312011341,12,12,1.0
4745,312011338,4,4,1.0
4746,312011338,4,4,1.0
4750,312021354,22,22,1.0
4751,312021357,2,2,1.0
4753,312021351,15,15,1.0
4754,312021351,6,6,1.0
4756,312021351,5,5,1.0
4757,312021351,6,8,0.75
4798,312021353,4,4,1.0
4799,312021353,12,12,1.0
4800,312031361,31,39,0.7948717948717948
4802,312031359,54,54,1.0
4804,312011340,18,18,1.0
4805,312011337,24,28,0.8571428571428571
4806,318011461,9,9,1.0
4807,318011460,14,24,0.5833333333333334
4809,318011461,7,8,0.875
4810,318021490,13,49,0.2653061224489796
4811,318021487,18,29,0.6206896551724138
4812,318021478,7,19,0.3684210526315789
4814,318021474,15,46,0.32608695652173914
4815,318021471,13,22,0.5909090909090909
4816,318021489,24,55,0.43636363636363634
4817,318021470,29,53,0.5471698113207547
4818,318021582,56,104,0.5384615384615384
4819,318021483,31,31,1.0
4820,318011462,11,21,0.5238095238095238
4821,315021407,5,5,1.0
4823,315021407,6,8,0.75
4824,315021406,3,3,1.0
4825,315021405,31,45,0.6888888888888889
4849,306031161,18,18,1.0
4850,318011465,28,30,0.9333333333333333
4852,306031161,14,20,0.7
4854,306031161,27,27,1.0
4855,306031160,9,9,1.0
4856,306031160,5,5,1.0
4858,306031160,7,7,1.0
4859,306031160,1,1,1.0
4860,306031158,22,48,0.4583333333333333
4861,306031158,10,10,1.0
4865,306021148,17,17,1.0
4868,306021153,9,21,0.42857142857142855
4869,306021147,17,26,0.6538461538461539
4870,306011141,29,137,0.2116788321167883
4871,306031160,15,50,0.3
4872,306051169,12,23,0.5217391304347826
4873,306041164,23,23,1.0
4874,315011396,11,15,0.7333333333333333
4875,315011401,2,3,0.6666666666666666
4876,315011399,3,3,1.0
4877,306041165,14,14,1.0
4878,306011142,17,39,0.4358974358974359
4879,306011139,23,40,0.575
4880,306051170,20,22,0.9090909090909091
4881,306051168,6,6,1.0
4882,306051166,4,4,1.0
4883,306051166,17,18,0.9444444444444444
4884,306051169,6,6,1.0
4885,306051169,7,7,1.0
4886,306051169,2,2,1.0
4887,306051167,5,5,1.0
4888,306051167,8,8,1.0
4890,315021404,1,1,1.0
4891,315021404,2,2,1.0
4892,315011396,13,20,0.65
4895,315011396,27,32,0.84375
5000,401011001,410,410,1.0
5006,401011002,176,176,1.0
5007,404011093,145,145,1.0
5008,404011093,96,164,0.5853658536585366
5009,404011090,36,88,0.4090909090909091
5010,404021102,72,72,1.0
5011,404011090,82,153,0.5359477124183006
5012,404021102,71,131,0.5419847328244275
5013,404021101,96,183,0.5245901639344263
5014,404011094,82,183,0.44808743169398907
5015,404021101,66,136,0.4852941176470588
5016,404021099,71,119,0.5966386554621849
5017,404021100,68,68,1.0
5018,404021100,90,90,1.0
5019,404021099,76,132,0.5757575757575758
5020,404011096,47,47,1.0
5021,404011096,101,102,0.9901960784313726
5022,404011092,138,240,0.575
5023,404011095,114,193,0.5906735751295337
5024,404031109,78,186,0.41935483870967744
5025,404011091,117,117,1.0
5031,404031108,184,184,1.0
5032,404031106,186,186,1.0
5033,404031108,104,140,0.7428571428571429
5034,401071023,138,138,1.0
5035,401071023,60,100,0.6
5037,404031107,116,142,0.8169014084507042
5038,404031107,118,218,0.5412844036697247
5039,403021058,99,161,0.6149068322981367
5040,404031107,33,33,1.0
5041,403031068,137,167,0.8203592814371258
5042,403031070,85,149,0.5704697986577181
5043,403021061,131,282,0.4645390070921986
5044,403011057,89,157,0.5668789808917197
5045,403011057,272,288,0.9444444444444444
5046,403021064,120,120,1.0
5047,403021064,41,112,0.36607142857142855
5048,403011056,174,207,0.8405797101449275
5049,403021060,104,156,0.6666666666666666
5050,403031066,80,80,1.0
5051,403031067,146,213,0.6854460093896714
5052,403031065,65,89,0.7303370786516854
5061,401071024,113,163,0.6932515337423313
5062,403031069,193,194,0.9948453608247423
5063,401071024,157,187,0.839572192513369
5064,401031012,78,126,0.6190476190476191
5065,401031013,146,146,1.0
5066,401031011,89,147,0.6054421768707483
5067,401051017,161,201,0.8009950248756219
5068,401031011,71,179,0.39664804469273746
5069,401051019,134,134,1.0
5070,401051018,140,209,0.6698564593301436
5072,401041016,80,167,0.47904191616766467
5073,401041016,182,182,1.0
5074,401041015,176,176,1.0
5075,401041015,101,177,0.5706214689265536
5076,401041014,121,122,0.9918032786885246
5081,401061022,114,136,0.8382352941176471
5082,401061021,177,184,0.9619565217391305
5083,401061020,59,95,0.6210526315789474
5084,402031036,120,120,1.0
5085,402031175,152,260,0.5846153846153846
5086,402031038,110,213,0.5164319248826291
5087,402031038,148,148,1.0
5088,402051052,62,62,1.0
5089,402051051,111,112,0.9910714285714286
5090,402051052,114,114,1.0
5091,402051055,56,92,0.6086956521739131
5092,402051053,207,338,0.6124260355029586
5093,402031176,96,147,0.6530612244897959
5094,402031036,23,47,0.48936170212765956
5095,402041171,146,281,0.5195729537366548
5096,402041041,254,254,1.0
5097,402051055,151,240,0.6291666666666667
5098,402041040,193,196,0.9846938775510204
5106,402041046,9,10,0.9
5107,402041043,238,243,0.9794238683127572
5108,402041046,258,543,0.47513812154696133
5109,402041047,296,347,0.8530259365994236
5110,402041048,83,138,0.6014492753623188
5111,402041048,7,7,1.0
5112,402021030,155,274,0.5656934306569343
5113,402021034,122,290,0.4206896551724138
5114,402021028,225,431,0.5220417633410673
5115,402021032,112,153,0.7320261437908496
5116,402011026,108,110,0.9818181818181818
5117,402021032,35,35,1.0
5118,402011026,147,253,0.5810276679841897
5120,402021035,35,35,1.0
5121,402021035,18,27,0.6666666666666666
5125,402051049,167,335,0.49850746268656715
5126,402051054,107,107,1.0
5127,402051053,189,189,1.0
5131,401021003,8,12,0.6666666666666666
5132,401021003,6,7,0.8571428571428571
5133,401021003,3,3,1.0
5134,401021010,16,16,1.0
5136,401021010,5,5,1.0
5137,401021010,9,9,1.0
5138,401021010,3,3,1.0
5139,401021006,3,3,1.0
5140,401021010,7,7,1.0
5141,401021010,14,14,1.0
5142,401021010,8,8,1.0
5144,401021010,4,4,1.0
5150,401031012,1,2,0.5
5151,401021004,4,4,1.0
5152,401021004,95,99,0.9595959595959596
5153,401021004,50,89,0.5617977528089888
5154,401021004,42,42,1.0
5155,401021004,57,57,1.0
5156,401021004,13,14,0.9285714285714286
5157,403041075,26,32,0.8125
5158,403021059,174,316,0.5506329113924051
5159,403041071,182,493,0.3691683569979716
5160,403041082,25,27,0.9259259259259259
5161,403041086,136,136,1.0
5162,403041084,191,436,0.4380733944954128
5163,403041079,123,212,0.5801886792452831
5164,403041073,92,92,1.0
5165,403041074,103,103,1.0
5166,403041074,34,34,1.0
5167,403041074,62,104,0.5961538461538461
5168,403041073,70,91,0.7692307692307693
5169,403041178,134,272,0.49264705882352944
5170,403041178,18,18,1.0
5171,403041083,71,71,1.0
5172,403041088,43,52,0.8269230769230769
5173,403041072,207,207,1.0
5174,403041072,50,55,0.9090909090909091
5201,401021008,21,29,0.7241379310344828
5202,407011149,15,15,1.0
5203,407011149,31,31,1.0
5204,407011149,122,122,1.0
5210,407011147,21,21,1.0
5211,407011148,335,349,0.9598853868194842
5212,407011144,53,53,1.0
5213,407011144,39,39,1.0
5214,407011144,218,229,0.9519650655021834
5220,407011145,4,4,1.0
5221,407011145,12,12,1.0
5222,407011145,58,58,1.0
5223,407011145,130,130,1.0
5231,401021003,19,19,1.0
5232,401021003,11,11,1.0
5233,401021003,19,19,1.0
5234,401021003,14,14,1.0
5235,405011110,48,52,0.9230769230769231
5236,407031164,4,4,1.0
5237,407031164,6,6,1.0
5238,407031164,119,120,0.9916666666666667
5240,401021006,5,6,0.8333333333333334
5241,401021006,37,37,1.0
5242,401021006,19,19,1.0
5243,401021006,12,12,1.0
5244,401021006,45,60,0.75
5245,401021005,35,39,0.8974358974358975
5250,401021007,45,45,1.0
5251,401021007,226,233,0.9699570815450643
5252,401021009,61,76,0.8026315789473685
5253,407031165,245,266,0.9210526315789473
5254,407031166,29,42,0.6904761904761905
5255,407011146,99,129,0.7674418604651163
5256,407011147,43,43,1.0
5259,407031169,30,44,0.6818181818181818
5260,407031169,40,40,1.0
5261,407031169,7,7,1.0
5262,407021155,7,7,1.0
5263,407021156,3,3,1.0
5264,407031169,77,82,0.9390243902439024
5265,407031169,18,18,1.0
5266,407031169,24,24,1.0
5267,407021157,49,50,0.98
5268,407021157,71,71,1.0
5269,407021157,5,5,1.0
5270,407021157,11,11,1.0
5271,407021154,111,150,0.74
5272,407021155,20,21,0.9523809523809523
5273,407021151,1,2,0.5
5275,407021151,126,126,1.0
5276,407021151,75,78,0.9615384615384616
5277,407021156,54,64,0.84375
5278,407021156,20,22,0.9090909090909091
5279,407021158,16,17,0.9411764705882353
5280,407021152,104,194,0.5360824742268041
5290,407021173,188,376,0.5
5291,407021150,97,146,0.6643835616438356
5301,407031169,9,14,0.6428571428571429
5302,407031161,26,29,0.896551724137931
5303,407031161,2,2,1.0
5304,407031161,24,26,0.9230769230769231
5306,407031161,2,2,1.0
5307,407031161,14,14,1.0
5308,407031161,8,8,1.0
