RA_CODE_2021,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Samoa_0_4,P_Samoa_5_14,P_Samoa_15_24,P_Samoa_25_44,P_Samoa_45_54,P_Samoa_55_64,P_Samoa_65_74,P_Samoa_75_84,P_Samoa_85ov,P_Samoa_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
RA41,0,3,0,16,0,0,0,0,0,22,0,0,0,13,37,28,11,6,4,90,10,104,149,397,172,121,74,17,3,1040,0,0,0,27,27,29,34,10,10,136,0,0,0,3,0,0,0,0,0,4,0,15,26,72,106,252,352,200,59,1081,0,7,10,9,16,18,7,0,0,73,0,29,52,139,106,90,54,28,4,505,0,7,0,50,10,0,5,3,0,90,0,0,3,42,6,8,0,0,0,61,5,23,23,99,48,12,0,0,0,206,0,0,0,5,13,7,9,3,0,36,4,35,20,112,66,79,104,38,8,470,4,25,29,150,76,62,19,4,0,368,0,0,3,31,33,72,70,50,23,276,0,0,13,27,32,25,15,10,0,121,5,66,86,452,223,329,363,245,90,1849,333,930,902,2014,1484,1610,1517,1007,437,10237,8144,20380,17660,34638,22857,26765,25754,14290,4816,175307
RA42,3,26,20,108,12,3,4,0,0,187,0,3,6,9,24,16,13,0,0,63,8,134,153,479,243,170,96,37,4,1322,0,0,0,14,10,15,35,16,16,103,0,0,0,38,3,0,0,0,0,40,0,12,15,51,85,320,309,239,71,1090,0,0,3,20,17,9,5,0,0,53,5,68,57,202,141,76,63,21,0,640,5,5,7,91,15,14,10,4,0,149,0,0,3,66,0,0,5,0,0,74,0,66,92,126,56,20,7,0,0,373,0,3,0,9,16,13,10,3,0,47,3,13,17,68,42,54,54,16,4,262,4,16,22,107,51,24,13,4,0,241,0,7,3,18,22,51,39,32,13,179,0,7,12,65,35,22,17,7,0,164,17,70,133,626,222,287,329,235,115,2024,524,1451,1354,3110,1928,2263,2120,1477,651,14877,10135,23701,20443,43362,25351,29912,27394,15370,5592,201259
RA43,0,0,0,14,0,0,0,0,0,18,0,0,0,6,11,11,8,0,0,26,0,30,23,150,53,46,30,10,0,335,0,0,0,6,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,9,10,12,26,33,22,8,128,0,4,0,3,0,0,0,0,0,8,8,23,29,65,35,23,12,9,0,197,0,3,0,14,7,0,0,0,0,27,0,0,0,24,0,0,0,0,0,26,0,4,7,23,20,10,5,0,0,63,0,0,0,6,0,0,0,0,0,3,0,6,4,22,15,15,17,6,0,88,0,5,4,17,0,0,0,0,0,30,0,0,0,4,9,8,9,8,0,32,0,0,7,13,10,6,4,0,0,31,5,12,19,102,44,58,51,32,7,325,144,383,329,848,541,557,476,281,123,3684,2491,5438,4020,10054,5550,6454,5567,2957,1066,43592
RA44,0,0,0,6,0,0,0,0,0,4,0,0,4,5,3,0,0,0,0,14,0,5,5,34,10,14,7,0,0,69,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,9,8,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,4,0,0,16,0,3,0,60,3,3,6,0,0,71,0,0,0,6,0,0,0,0,0,9,0,0,0,3,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,3,3,0,27,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,7,0,5,0,0,0,0,14,0,0,6,33,14,21,37,38,10,161,44,149,126,380,218,208,193,99,49,1471,805,1756,1508,3542,1819,1932,1511,678,229,13768
RA45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,3,5,0,0,0,0,12
RA49,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,6,17,47,4,10,5,0,0,89,24,49,61,214,82,93,54,7,0,587,140,262,394,1159,478,513,359,64,11,3377
RA50,109,796,1074,4129,552,287,191,60,14,7212,0,64,205,377,485,224,73,15,3,1452,127,2903,5494,11847,5944,2753,1293,293,40,30697,6,80,107,1394,702,925,1289,366,314,5187,0,13,44,160,103,86,53,20,3,487,49,761,1518,4653,3877,4822,4016,2495,836,23025,74,907,1712,4715,2416,2445,2093,754,203,15328,161,2096,5235,12449,8362,5463,3038,1280,375,38466,43,493,914,3552,1413,898,785,401,111,8615,43,130,109,2503,268,162,146,30,6,3394,86,911,1365,3411,1434,690,344,59,20,8326,13,73,71,587,291,198,88,46,17,1383,209,945,1058,2857,1149,1159,912,362,92,8743,82,604,1210,5855,3692,3052,1867,515,233,17109,19,173,413,1341,1020,1125,936,580,200,5803,30,305,1284,3782,2259,1802,852,260,65,10645,479,4736,7503,31221,11669,9829,7227,4197,1461,78323,4040,9027,9790,30750,12374,10232,7951,6275,4295,94736,128206,268135,252219,603508,270009,236044,187175,101828,40566,2087667
RA51,6,28,13,92,12,10,5,3,3,169,0,6,8,38,47,33,14,0,0,141,22,238,310,925,387,183,83,13,0,2163,0,0,5,51,28,35,49,22,26,217,0,0,0,14,5,0,3,0,0,29,0,15,54,211,240,390,402,202,48,1555,0,11,35,75,62,72,46,12,0,315,11,181,349,843,735,471,282,123,42,3027,0,17,9,87,32,16,9,8,0,184,5,5,8,283,3,3,0,0,0,312,7,48,42,152,110,51,23,3,3,441,0,0,0,12,4,4,0,0,0,22,3,46,47,168,116,158,145,52,9,734,6,17,25,173,79,46,23,3,0,384,0,5,15,74,72,130,95,56,14,458,0,22,80,237,213,198,123,33,9,901,20,129,179,1126,513,612,493,281,83,3438,578,1623,1584,3933,2445,2262,1851,1147,487,15896,12302,30740,24058,54193,32047,32193,27697,13733,4482,231450
RA52,4,19,13,75,9,11,9,0,0,144,6,25,38,61,58,17,6,0,0,217,23,253,329,1033,459,246,106,28,3,2482,0,0,0,24,24,9,28,27,9,120,0,0,3,15,10,14,0,0,0,38,0,15,17,114,118,266,208,167,52,957,0,4,11,49,41,30,21,9,0,173,11,170,243,634,454,307,151,70,22,2058,5,10,16,56,27,17,11,12,0,150,0,3,5,142,6,0,0,0,0,162,9,113,102,196,121,71,19,0,0,636,0,0,0,12,0,3,0,3,0,23,0,25,31,120,68,103,97,40,5,497,0,10,16,140,48,37,24,7,3,283,0,0,5,47,54,64,59,32,9,270,0,39,60,239,143,126,77,16,3,707,28,117,144,836,380,394,351,225,74,2557,770,2071,1709,4206,2384,2432,2032,1187,462,17247,10358,23924,19297,42643,24378,26343,21921,11411,3958,184237
RA53,0,4,0,46,7,0,0,0,0,68,0,3,6,14,19,9,3,0,0,62,4,159,183,658,284,146,42,6,0,1484,0,0,0,20,8,0,3,0,6,43,0,0,0,7,0,3,5,0,0,11,0,6,14,113,62,97,44,32,9,380,0,13,5,34,24,12,19,7,0,124,10,45,86,335,201,117,42,17,0,857,0,16,0,77,24,12,3,5,0,141,0,0,0,65,0,0,0,0,0,73,0,38,39,177,67,29,7,0,0,365,0,0,0,8,3,3,0,0,0,20,0,7,12,101,27,22,18,0,3,188,3,11,7,75,14,9,0,0,0,117,0,0,5,21,9,16,4,5,0,71,0,4,28,110,73,52,18,0,0,281,9,39,78,579,176,174,92,39,11,1194,666,1692,1230,3934,1750,1480,839,399,142,12129,6456,12989,8681,27104,11917,10505,6236,2719,815,87426
RA54,0,0,5,23,0,0,0,0,0,25,0,3,8,19,22,13,5,0,0,71,3,45,64,314,137,66,17,8,0,643,0,0,0,8,3,5,4,0,0,24,0,0,0,9,0,5,0,0,0,17,0,0,13,55,39,59,20,9,0,191,0,3,0,24,12,6,0,0,0,57,9,26,34,181,98,56,18,0,0,411,0,0,7,41,10,3,0,0,0,58,0,3,0,59,0,0,0,0,0,60,0,17,21,104,54,24,0,0,0,227,0,0,0,5,0,0,0,0,0,5,3,9,0,55,27,17,17,3,0,148,0,8,9,82,53,28,6,0,0,178,0,0,5,18,11,12,13,0,0,60,4,4,8,81,46,36,10,0,0,187,12,40,58,587,144,127,65,30,0,1060,475,1055,1263,4560,1808,1478,606,229,47,11514,4129,7758,6952,21056,8486,7161,3574,1286,258,60672
RA55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,9,0,0,0,0,21,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,5,0,0,0,16,0,0,21,119,47,23,3,0,0,215,0,0,42,284,109,62,18,0,0,514
RA59,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,18,6,0,0,0,0,35,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,13,10,0,0,34,0,0,0,3,0,0,0,0,0,11,0,3,5,25,8,5,4,0,0,55,0,0,0,0,0,0,0,0,0,5,0,0,0,13,0,0,0,0,0,13,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,25,10,5,7,0,0,43,0,0,0,13,5,0,0,0,0,11,0,0,0,4,4,0,5,3,0,12,0,0,0,0,4,0,0,0,0,15,3,0,22,105,15,20,9,3,0,182,52,62,173,707,358,278,168,42,17,1851,300,473,820,3053,1313,1144,758,155,30,8055
RA61,42,73,88,954,32,6,10,0,0,1204,0,0,9,38,105,41,25,5,0,226,14,113,157,759,274,185,134,28,6,1667,0,3,3,89,51,71,103,80,46,442,0,0,4,15,8,8,3,0,0,37,5,32,33,141,185,276,330,268,111,1395,4,37,72,185,74,44,40,15,0,477,10,82,127,461,263,187,191,68,32,1425,13,48,82,791,73,42,32,17,8,1103,4,22,12,418,15,3,0,0,0,486,3,70,84,286,108,41,24,4,0,616,0,0,0,24,20,10,5,6,0,73,28,111,116,413,204,192,193,70,21,1347,9,84,204,829,53,41,29,4,0,1253,0,4,10,41,43,70,85,72,24,354,0,10,33,84,60,41,24,10,0,263,68,397,464,2509,896,715,663,450,187,6354,588,1479,1719,4123,1735,1886,1934,1466,690,15620,18083,40435,40211,97342,41917,41632,36485,21148,8238,345491
RA62,4,4,7,199,5,4,0,0,0,224,0,0,0,22,44,29,18,3,0,115,4,58,56,267,111,92,88,23,0,704,0,0,0,21,9,30,35,15,5,129,0,0,7,12,3,4,4,4,0,28,0,8,16,57,67,196,262,187,41,840,0,9,0,17,18,27,20,3,0,97,3,20,36,146,125,124,95,34,7,602,3,21,22,124,38,13,3,3,0,226,0,3,3,172,5,4,0,0,0,194,3,22,17,81,47,34,16,0,0,225,0,0,0,5,7,3,7,0,0,19,4,26,35,145,95,126,165,62,8,664,0,8,9,68,20,7,4,0,0,124,0,0,0,16,34,43,52,50,14,224,0,0,0,19,40,22,26,9,5,123,19,61,113,604,242,361,371,245,75,2083,499,1234,1118,2855,1852,2300,2249,1430,497,14037,9657,22817,19879,42335,25727,31591,28526,14657,4537,199732
RA63,0,0,5,27,0,0,0,0,0,33,0,0,0,4,0,0,0,0,0,10,0,5,0,22,4,5,0,3,0,43,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,14,7,0,36,0,0,3,0,0,0,0,0,0,6,0,3,0,16,9,6,3,0,0,43,0,0,0,9,0,0,0,0,0,22,0,0,0,9,0,0,0,0,0,15,0,0,0,8,4,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,9,7,3,0,30,0,0,0,11,0,0,0,0,0,8,0,0,0,0,0,8,5,0,0,19,0,0,0,5,0,3,5,0,0,10,0,0,0,44,14,19,29,13,3,122,34,59,81,224,120,163,148,70,26,929,375,750,633,1929,1052,1563,1385,583,160,8423
RA64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,4,5,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10,0,0,0,0,0,0,0,0,0,4,0,0,3,5,4,0,3,0,0,11,0,0,0,6,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,3,0,0,0,4,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,8,4,0,8,5,0,24,14,22,5,60,31,41,50,24,3,253,124,268,147,566,293,406,436,226,54,2533
RA65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,8,7,0,0,0,0,19
RA69,0,0,0,6,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,3,0,0,25,0,12,34,49,29,49,66,6,0,242,42,92,215,426,203,199,163,31,3,1377
RA72,21,51,50,417,41,18,0,0,0,598,0,19,26,113,151,72,39,3,3,424,27,428,771,2209,943,519,287,74,16,5283,0,0,3,51,12,9,16,3,0,93,0,0,3,16,4,4,6,0,0,32,0,7,22,99,75,103,68,48,12,431,7,24,14,77,41,47,42,26,0,274,11,69,84,247,124,71,27,16,0,645,10,93,78,614,111,73,45,30,8,1060,14,34,7,334,13,16,3,0,0,415,9,84,125,372,165,119,51,20,4,947,0,0,0,14,8,9,3,3,0,34,12,36,33,164,55,53,44,13,4,425,11,81,133,567,155,115,65,12,7,1137,0,4,7,42,11,15,21,4,5,117,0,19,58,234,71,49,18,0,0,453,47,337,334,1594,737,603,483,266,80,4481,632,1468,1399,4156,1645,1245,807,299,111,11752,9555,18738,16701,48059,18400,14637,9374,3608,833,139902
RA73,0,3,4,67,4,0,0,0,0,78,0,3,14,31,26,15,7,0,0,96,8,66,83,411,160,96,57,3,5,889,0,0,0,12,4,8,5,0,0,26,0,0,5,16,7,3,5,0,0,34,0,4,0,24,17,27,18,18,0,116,0,0,3,9,8,3,0,0,0,24,0,16,26,86,38,30,12,3,0,219,0,10,8,111,23,7,5,0,0,167,0,0,5,65,3,4,0,0,0,81,0,0,15,55,29,12,4,0,0,116,0,0,0,3,0,0,0,0,0,4,27,102,52,315,94,96,30,6,0,733,0,8,24,84,39,31,8,0,0,192,0,0,6,8,0,5,5,0,0,34,0,3,32,92,53,26,3,0,0,211,7,56,77,520,188,97,68,31,5,1053,204,449,437,1430,618,583,369,156,27,4263,3241,6587,5519,15657,6102,5457,3171,1067,253,47048
RA74,0,0,0,6,0,0,0,0,0,6,0,4,4,22,20,13,0,0,0,65,3,19,14,96,37,27,4,5,0,209,0,0,0,4,3,4,0,0,0,7,0,0,0,0,0,4,0,0,0,4,0,0,0,3,10,3,5,4,0,20,0,0,0,5,0,9,0,0,0,6,0,4,5,31,18,16,4,0,0,81,0,0,0,20,6,0,0,0,0,30,0,0,0,10,0,3,0,0,0,10,0,5,3,15,5,3,0,0,0,35,0,0,0,0,0,0,0,0,0,3,0,4,0,13,0,0,0,0,0,26,0,0,0,15,0,4,0,0,0,23,0,0,0,5,0,0,0,0,0,6,0,3,3,22,12,10,3,0,0,59,6,8,20,145,55,25,20,3,0,277,171,317,498,1275,447,415,185,36,0,3350,3259,7070,7462,13724,4860,3540,1634,433,76,42054
RA75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,6,3,0,0,0,21,0,0,15,44,19,17,0,0,0,99
RA79,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,56,9,10,6,3,0,83,29,40,86,326,184,167,71,9,0,904,164,285,276,1232,591,579,318,49,7,3500
RA80,31,273,292,1841,292,119,47,10,0,2906,0,7,39,150,278,157,61,16,5,705,21,313,519,2417,837,540,303,82,16,5051,0,20,11,247,143,172,251,110,50,1009,0,19,48,83,50,58,16,9,0,294,5,30,79,261,240,381,379,316,123,1814,13,110,172,390,216,129,95,28,12,1165,19,144,348,746,522,256,198,71,28,2333,9,148,259,1336,534,488,348,139,37,3306,4,29,52,451,74,44,30,7,4,688,17,119,214,768,241,145,88,26,4,1616,3,15,13,117,66,37,34,6,0,293,111,405,483,1126,481,325,287,138,15,3370,19,143,335,1473,791,754,398,119,52,4077,0,12,17,97,57,84,85,75,24,447,0,27,88,278,155,86,38,12,0,687,130,1031,1391,6534,2423,1999,1685,1129,462,16779,731,1610,2787,5597,1761,1473,1334,963,522,16773,26600,56132,60383,146724,56029,45239,35590,19328,7175,453198
RA81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,3,0,0,15,0,5,8,9,9,11,10,0,0,51,55,105,78,196,95,94,52,12,4,690
RA85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,3,0,0,0,20,0,0,9,40,20,18,14,0,0,110,19,25,148,215,77,78,34,10,4,605
RA91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,7,24,10,16,14,7,0,93,14,46,42,69,47,37,27,16,0,310
