UCL_CODE_2021,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
UCL213012,258,1604,1607,536,228,4232,71,4303
UCL213013,416,2287,2104,561,275,5638,92,5733
UCL213014,319,1487,1622,502,225,4157,89,4246
UCL213015,81,1204,2116,825,498,4721,62,4780
UCL213016,548,3101,2935,815,426,7821,265,8087
UCL213017,359,2510,2888,912,512,7188,73,7264
UCL213018,171,1302,1330,379,202,3388,50,3437
UCL214001,235,1165,984,315,188,2883,70,2950
UCL214002,20,393,901,345,290,1949,9,1961
UCL214003,295,1671,1438,460,216,4085,123,4212
UCL214004,165,898,737,257,121,2182,53,2235
UCL214005,17,118,158,64,36,389,14,405
UCL214006,152,1249,1021,246,101,2778,61,2836
UCL214007,35,608,847,225,125,1833,22,1862
UCL214008,278,1556,1429,481,258,4009,64,4072
UCL214009,113,1140,1258,491,305,3306,37,3348
UCL214010,61,972,1110,230,85,2458,30,2493
UCL214011,98,1130,1182,474,302,3184,48,3231
UCL214012,172,937,890,308,154,2466,56,2519
UCL214013,135,805,767,205,107,2024,27,2052
UCL214014,170,1134,931,290,111,2637,81,2719
UCL214015,135,899,838,292,123,2287,30,2317
UCL214016,271,1543,1094,333,167,3403,88,3496
UCL214017,66,863,960,205,101,2196,18,2214
UCL214018,118,1566,1619,425,184,3905,67,3973
UCL214019,231,975,800,274,131,2416,51,2465
UCL214020,157,956,805,272,152,2343,44,2384
UCL214021,76,595,738,293,206,1908,26,1936
UCL214022,310,1571,1160,367,190,3598,78,3675
UCL215001,13,223,236,59,37,565,9,571
UCL215002,57,455,364,145,71,1090,11,1106
UCL215003,37,413,572,149,56,1226,22,1244
UCL215004,36,306,178,64,16,594,14,609
UCL215005,18,173,165,69,34,454,15,467
UCL215006,46,407,376,135,77,1037,15,1055
UCL215007,14,275,453,126,59,931,7,937
UCL215008,0,117,336,110,80,642,5,645
UCL215009,13,129,147,65,28,382,10,389
UCL215010,0,62,300,140,146,652,9,657
UCL215011,36,189,195,65,33,519,3,521
UCL215012,69,561,534,147,67,1377,16,1392
UCL215013,14,227,647,240,106,1237,16,1252
UCL215014,4,80,205,94,53,433,0,433
UCL215015,42,402,371,112,51,988,20,1007
UCL215016,73,498,586,234,173,1562,27,1589
UCL215017,27,212,353,159,116,870,17,883
UCL215018,101,471,439,148,67,1227,25,1252
UCL215019,13,276,350,123,43,801,18,818
UCL215020,42,249,194,69,41,594,15,612
UCL215021,17,184,181,66,52,497,14,513
UCL215022,93,716,687,209,95,1796,31,1828
UCL215023,30,216,216,87,53,612,9,623
UCL215024,49,329,303,77,45,801,16,823
UCL215025,5,152,178,59,31,431,8,440
UCL215026,18,189,179,67,19,474,10,484
UCL215027,28,198,184,42,22,482,13,490
UCL215028,54,446,387,168,75,1136,21,1152
UCL215029,91,759,586,163,65,1666,26,1693
UCL215030,45,213,212,76,46,592,11,604
UCL215031,33,203,206,69,42,553,19,571
UCL215032,91,499,507,154,68,1327,22,1353
UCL215033,6,164,514,155,55,887,4,888
UCL215034,40,308,162,52,23,585,15,597
UCL215035,9,158,241,86,60,549,7,557
UCL215036,6,87,184,58,59,394,8,397
UCL215037,15,251,234,61,44,606,21,628
UCL215038,43,362,273,93,41,813,25,836
UCL215039,32,241,208,67,44,601,9,614
UCL215040,25,199,205,64,40,532,19,553
UCL215041,117,605,499,186,100,1507,55,1557
UCL215042,3,105,171,108,55,446,6,450
UCL215043,45,318,500,178,102,1141,16,1157
UCL215044,17,202,276,101,42,638,13,652
UCL215045,91,594,571,181,105,1544,33,1575
UCL215046,10,173,275,113,63,643,9,649
UCL215047,17,161,347,148,75,745,12,757
UCL215048,20,240,294,95,40,686,10,698
UCL215049,18,194,166,57,28,465,5,476
UCL215050,14,221,501,171,101,999,7,1008
UCL215051,95,679,689,276,88,1821,25,1848
UCL215052,16,278,239,88,43,669,15,677
UCL215053,76,600,619,188,97,1582,23,1603
UCL215054,54,279,287,114,45,773,27,805
UCL215055,5,221,317,99,36,677,9,686
UCL215056,30,239,237,83,30,617,10,630
UCL215057,26,241,251,84,56,665,12,675
UCL215058,23,189,181,65,33,486,11,495
UCL215059,38,341,401,106,53,939,10,944
UCL215060,57,420,449,157,85,1170,22,1191
UCL215061,47,347,292,102,61,850,21,869
UCL215062,48,227,224,93,49,634,16,652
UCL215063,8,112,168,55,41,387,8,399
UCL215064,56,292,283,101,51,775,17,788
UCL215065,105,625,545,180,99,1557,33,1589
UCL215066,70,391,297,75,35,860,23,881
UCL215067,38,145,152,54,27,423,13,431
UCL215068,55,641,637,184,79,1589,43,1632
UCL215069,61,479,579,143,55,1326,16,1344
UCL215070,85,450,404,131,66,1140,22,1162
UCL215071,15,275,520,254,167,1241,9,1248
UCL215072,72,234,223,78,54,668,28,699
UCL215073,65,444,403,156,86,1157,24,1185
UCL215074,17,375,734,359,222,1701,25,1729
UCL215075,16,162,186,71,44,486,19,502
UCL215076,36,327,350,148,75,931,22,951
UCL215077,23,252,293,69,32,666,9,670
UCL215078,3,123,304,114,90,638,8,647
UCL215079,92,364,312,111,67,944,32,969
UCL215080,19,258,379,141,74,863,14,871
UCL215081,69,562,631,243,135,1638,32,1673
UCL215082,3,94,306,169,123,689,9,693
UCL215083,48,313,279,123,63,821,23,843
UCL215084,30,194,191,70,29,507,13,522
UCL215085,9,74,159,87,53,383,0,381
UCL215086,51,514,611,183,95,1456,20,1474
UCL215087,7,87,214,130,84,521,28,549
UCL215088,38,345,262,75,38,759,9,767
UCL215089,73,368,340,101,67,940,31,971
UCL215090,32,255,302,116,82,780,18,806
UCL215091,3,37,190,115,126,474,0,478
UCL215092,64,712,699,199,86,1757,23,1777
UCL215093,39,402,633,252,191,1509,18,1536
UCL215094,12,117,146,51,37,364,3,368
UCL215095,14,152,150,73,38,434,15,451
UCL215096,19,222,426,130,74,867,6,874
UCL215097,49,355,435,192,129,1161,10,1173
UCL215098,19,215,230,67,34,558,10,568
UCL215099,64,337,232,91,24,752,13,768
UCL215100,29,228,202,58,31,556,17,565
UCL221001,6,52,109,48,31,248,0,253
UCL221002,3,114,145,58,36,353,7,360
UCL221003,3,39,88,40,22,201,3,200
UCL221004,0,24,146,76,81,327,9,332
UCL221005,19,95,109,35,28,275,6,282
UCL221006,5,90,112,18,20,247,0,249
UCL221007,13,71,90,32,14,215,3,216
UCL221008,15,95,113,56,14,287,11,298
UCL221009,8,64,95,37,24,234,4,236
UCL221010,11,69,93,40,17,231,5,229
UCL221011,0,22,91,44,43,200,0,199
UCL221012,3,25,70,37,28,156,0,155
UCL221013,6,44,89,48,37,214,3,221
UCL221014,12,168,161,51,20,406,7,411
UCL221015,0,48,92,26,12,185,0,184
UCL221016,0,38,123,67,45,274,3,276
UCL221017,8,102,152,48,48,358,8,367
UCL221018,29,160,145,61,24,430,15,443
UCL221019,24,167,141,52,22,412,4,419
UCL221020,28,170,130,50,23,406,4,413
UCL221021,5,103,121,42,20,288,6,302
UCL221022,9,76,86,43,11,223,0,231
UCL221023,18,147,112,37,15,327,6,327
UCL221024,0,134,188,57,33,414,8,424
UCL221025,17,130,123,40,14,320,6,332
UCL221026,13,165,115,28,4,328,10,331
UCL221027,8,126,116,44,18,312,8,317
UCL221028,3,96,160,33,20,309,0,315
UCL221029,0,47,94,50,35,239,5,246
UCL221030,3,123,92,34,15,268,3,267
UCL221031,0,51,94,32,23,203,0,203
UCL221032,8,68,95,32,19,220,4,220
UCL221033,12,96,82,33,11,240,8,244
UCL221034,0,23,77,67,84,254,0,254
UCL221035,18,108,115,43,27,313,7,317
UCL221036,4,54,102,68,40,259,3,263
UCL221037,20,119,113,50,18,316,3,317
UCL221038,3,49,108,72,53,282,4,288
UCL221039,7,73,122,58,21,276,3,280
UCL221040,7,106,107,40,16,272,3,275
UCL221041,4,35,76,60,40,214,3,214
UCL221042,3,61,84,29,13,193,12,202
UCL221043,22,234,188,47,23,517,3,521
UCL221044,22,184,181,62,22,469,12,485
UCL221045,8,86,139,40,17,291,0,292
UCL221046,4,91,253,94,41,479,6,486
UCL221047,4,29,69,44,50,188,0,196
UCL221048,10,58,77,33,19,196,5,201
UCL221049,0,20,106,41,44,217,4,223
UCL221050,13,110,128,45,32,331,5,338
UCL221051,12,139,124,48,16,341,5,343
UCL221052,8,37,86,29,25,182,3,186
UCL221053,4,81,145,60,23,316,7,324
UCL221054,0,111,109,42,30,295,3,291
UCL221055,0,20,90,46,36,189,9,198
UCL221056,11,66,62,21,17,173,13,184
UCL221057,3,40,87,58,50,237,5,244
UCL221058,0,33,80,33,22,170,0,173
UCL221059,3,74,126,44,32,281,3,286
UCL221060,5,113,123,34,13,291,0,291
UCL221061,8,97,135,43,19,295,8,299
UCL221062,25,179,118,56,32,413,24,436
UCL221063,16,102,70,40,15,240,9,249
UCL221064,3,51,97,40,34,226,3,228
UCL221065,0,48,98,26,15,186,7,190
UCL221066,3,43,112,50,36,248,4,248
UCL221067,7,56,74,40,31,209,4,215
UCL221068,8,92,65,27,7,201,8,209
UCL221069,7,152,172,48,11,383,3,390
UCL221070,17,155,147,64,23,399,9,406
UCL221071,13,113,137,41,23,331,11,331
UCL221072,0,39,72,46,27,187,0,190
UCL221073,0,20,64,48,25,158,0,158
UCL221074,9,150,129,39,18,348,4,352
UCL221075,9,111,148,56,25,347,6,355
UCL221076,11,204,163,31,9,412,11,423
UCL221077,16,126,97,41,19,297,11,312
UCL221078,0,54,94,45,27,214,0,214
UCL221079,15,110,99,40,21,282,9,286
UCL221080,17,94,99,31,14,256,5,260
UCL221081,14,94,86,39,11,243,6,248
UCL221082,14,161,126,40,12,358,9,365
UCL221083,17,156,180,49,25,423,7,434
UCL221084,6,96,145,47,26,316,0,319
UCL222001,0,10,47,24,17,93,0,95
UCL222002,0,21,75,36,18,147,0,148
UCL222003,0,26,58,17,15,115,0,115
UCL222004,0,0,0,0,0,0,0,0
UCL222005,4,33,41,12,11,100,0,104
UCL222006,0,45,62,18,21,142,5,152
UCL222007,0,22,43,11,4,81,0,81
UCL222008,0,68,58,20,5,162,0,164
UCL222009,5,43,51,25,10,134,0,136
UCL222010,0,13,51,26,28,126,0,126
UCL222011,0,19,46,25,22,115,0,115
UCL222012,0,47,60,28,21,151,4,157
UCL222013,3,27,46,19,5,98,4,103
UCL222014,6,24,61,26,27,139,5,139
UCL222015,0,22,48,34,23,129,0,131
UCL222016,0,42,30,22,13,108,0,112
UCL222017,5,42,36,8,4,103,3,103
UCL222018,3,11,10,5,0,27,8,37
UCL222019,0,18,46,35,25,127,0,131
UCL222020,0,33,40,18,12,108,0,107
UCL222021,5,32,43,21,14,113,6,119
UCL222022,3,29,45,18,21,111,4,118
UCL222023,3,29,70,35,24,160,5,159
UCL222024,7,10,4,5,0,25,4,31
UCL222025,0,38,33,11,3,85,0,87
UCL222026,0,19,56,28,15,120,0,117
UCL222027,0,38,69,18,15,132,4,134
UCL222028,0,30,48,22,16,120,0,120
UCL222029,7,40,30,11,7,98,5,99
UCL222030,0,43,38,8,6,89,4,91
UCL222031,8,41,46,17,10,126,4,126
UCL222032,9,64,48,10,7,137,0,137
UCL222033,4,32,47,14,14,116,4,121
UCL222034,5,50,46,24,4,135,3,137
UCL222035,11,63,47,21,8,146,3,151
UCL222036,0,22,30,14,7,83,8,89
UCL222037,0,24,37,25,3,93,0,95
UCL222038,0,10,21,19,18,73,0,73
UCL222039,0,12,48,23,15,100,5,102
UCL222040,4,58,80,19,15,183,0,178
UCL222041,0,33,44,23,9,109,0,109
UCL222042,7,43,34,16,8,103,7,114
UCL222043,11,65,57,28,23,184,4,187
UCL222044,12,63,49,19,11,155,3,161
UCL222045,0,13,41,18,17,90,0,94
UCL222046,11,54,60,24,15,155,3,159
UCL222047,5,41,37,12,5,97,0,97
UCL222048,5,31,36,12,5,88,0,87
UCL222049,0,53,44,17,4,122,0,122
UCL222050,4,71,90,37,9,205,3,205
UCL222051,3,89,75,17,11,204,5,208
UCL222052,0,42,70,24,20,155,6,161
UCL222053,10,57,79,29,15,186,5,189
UCL222054,0,30,44,25,3,99,0,105
UCL222055,5,81,61,16,16,175,3,182
UCL222056,11,23,3,0,0,41,3,41
UCL222057,3,34,42,27,12,116,3,120
UCL222058,7,20,5,0,0,29,0,36
UCL222059,0,25,38,9,6,79,0,82
UCL222060,4,39,39,11,5,93,6,96
UCL222061,0,13,26,10,17,70,0,72
UCL222062,6,60,71,22,16,174,6,181
UCL222063,5,58,79,30,13,185,0,188
UCL222064,0,16,28,25,13,80,0,80
UCL222065,4,23,36,12,9,84,0,84
UCL222066,6,36,44,13,8,111,0,112
UCL222067,4,37,32,10,14,89,3,96
UCL222068,0,22,22,12,17,68,0,68
UCL222069,8,83,63,28,16,195,9,201
UCL222070,4,35,41,12,3,100,0,100
UCL222071,0,49,44,41,16,146,5,147
UCL222072,5,59,64,13,0,148,6,147
UCL222073,4,34,24,13,5,85,4,86
UCL222074,0,15,23,10,12,65,7,75
UCL222075,0,30,67,39,30,162,4,167
UCL222076,17,73,53,35,7,187,10,194
UCL222077,10,75,77,43,21,222,0,222
UCL222078,6,57,34,16,9,128,7,129
UCL222079,4,49,76,27,16,168,5,173
UCL222080,6,54,57,17,14,146,6,146
UCL222081,0,45,48,13,5,112,0,112
UCL222082,0,37,30,16,4,90,0,94
UCL222083,0,19,32,14,18,75,0,81
UCL222084,13,84,64,32,10,196,6,205
UCL222085,4,56,47,15,6,130,0,132
UCL222086,0,26,47,37,22,124,4,129
UCL222087,6,81,79,29,8,213,5,214
UCL222088,9,42,47,18,10,128,3,133
UCL222089,3,18,33,19,12,91,0,88
UCL222090,3,19,24,20,7,78,5,78
UCL222091,5,54,58,27,17,154,0,156
UCL222092,0,12,54,31,12,112,0,110
UCL222093,11,96,66,14,10,190,11,197
UCL222094,3,51,50,29,9,139,3,139
UCL222095,0,22,28,19,8,73,3,73
UCL222096,0,29,65,32,18,143,6,148
UCL222097,9,17,39,18,22,101,5,106
UCL222098,4,31,57,18,10,123,3,124
UCL222099,0,21,34,12,13,80,0,80
UCL222100,3,53,39,8,9,112,8,117
UCL222101,0,36,43,6,12,97,0,99
UCL222102,5,69,58,16,12,165,0,170
UCL222103,0,10,38,17,7,70,0,70
UCL222104,0,31,50,22,8,113,4,118
UCL222105,0,27,25,25,15,90,0,92
UCL231001,1726,26602,56675,32354,29281,146641,2573,149218
UCL279997,0,0,0,0,0,0,0,0
UCL299994,0,0,0,0,0,0,0,0
UCL301001,55143,302332,309330,98574,52256,817642,10627,828265
UCL302001,10918,80388,86036,27738,14891,219972,3254,223227
UCL302002,4559,40360,42598,13080,6595,107193,1402,108603
UCL303001,3646,20993,20669,6308,2981,54596,992,55588
UCL303002,3028,17188,14996,4356,2151,41719,552,42276
UCL303003,3523,22327,24776,7915,3664,62206,926,63128
UCL311001,1695,8244,6686,2334,1205,20168,354,20520
UCL311002,1428,9846,7858,2433,1201,22763,396,23163
UCL311003,1494,9919,11284,4013,1948,28662,603,29265
UCL311004,1706,8634,8391,2868,1452,23049,350,23395
UCL312001,655,4478,3066,808,389,9386,172,9553
UCL312002,758,4765,4924,1701,759,12913,181,13089
UCL312003,894,3741,2834,938,479,8885,212,9097
UCL312004,495,2823,2978,1005,542,7848,129,7981
UCL313001,239,1601,1421,395,191,3846,75,3922
UCL313002,172,2021,2052,561,253,5059,44,5106
UCL313003,256,1508,1586,603,307,4263,63,4321
UCL313004,163,1509,1881,717,384,4647,86,4736
UCL313005,110,1258,1519,570,315,3774,65,3836
UCL313006,576,3098,2672,843,406,7594,134,7729
UCL313007,49,799,1604,644,394,3496,17,3512
UCL313008,273,1478,1312,469,227,3760,89,3848
UCL313009,451,2050,2320,745,375,5939,269,6203
UCL313010,397,2287,1924,582,354,5534,118,5651
UCL313011,83,1123,1379,356,120,3059,43,3108
UCL313012,345,2338,2728,942,470,6832,151,6978
UCL314001,219,1276,950,285,144,2879,69,2948
UCL314002,248,1158,1184,408,158,3150,104,3256
UCL314003,206,1229,1022,381,193,3029,57,3081
UCL314004,64,664,845,318,171,2054,23,2083
UCL314005,133,615,773,274,139,1926,36,1967
UCL314006,230,1265,1298,432,199,3427,77,3504
UCL314007,198,1102,996,308,147,2751,72,2826
UCL314008,109,805,804,292,130,2142,44,2184
UCL314009,13,434,979,452,349,2230,40,2266
UCL314010,165,972,784,315,170,2413,60,2468
UCL314011,92,677,740,268,135,1916,30,1947
UCL314012,81,628,859,303,183,2053,27,2079
UCL314013,331,1154,787,231,112,2615,73,2692
UCL314014,17,284,611,346,328,1580,28,1611
UCL314015,12,331,755,384,282,1773,24,1798
UCL314016,274,1216,1062,344,158,3056,128,3183
UCL314017,63,674,1123,467,236,2559,45,2611
UCL314018,13,332,1134,438,190,2109,15,2125
UCL314019,70,593,746,254,160,1824,22,1843
UCL314020,156,917,859,295,152,2371,42,2410
UCL314021,84,1497,1445,507,332,3864,45,3903
UCL314022,53,998,1190,478,244,2961,42,3008
UCL314023,93,1124,1518,550,242,3528,34,3559
UCL315001,21,179,160,42,20,422,12,428
UCL315002,7,122,376,185,139,826,6,829
UCL315003,9,214,218,69,26,534,11,547
UCL315004,136,63,19,0,0,210,15,236
UCL315005,31,167,153,54,17,418,15,435
UCL315006,61,113,70,21,16,276,14,286
UCL315007,60,511,467,175,105,1313,26,1341
UCL315008,69,466,568,234,88,1432,38,1472
UCL315009,61,429,387,119,67,1064,15,1081
UCL315010,54,446,463,141,74,1182,26,1207
UCL315011,28,340,265,70,14,713,16,732
UCL315012,25,361,652,237,93,1371,51,1418
UCL315013,7,217,283,93,48,652,6,658
UCL315014,34,257,193,42,12,541,14,552
UCL315015,8,126,227,162,148,671,4,683
UCL315016,10,119,357,209,205,897,8,899
UCL315017,79,443,320,105,48,1000,15,1021
UCL315018,116,109,61,14,0,303,4,307
UCL315019,67,248,151,37,18,517,106,625
UCL315020,34,293,305,95,43,768,18,786
UCL315021,18,230,181,44,29,509,20,526
UCL315022,87,297,281,105,52,826,37,860
UCL315023,28,212,178,58,20,495,14,513
UCL315024,58,287,194,65,24,624,31,654
UCL315025,14,483,505,160,58,1224,32,1252
UCL315026,69,510,476,179,105,1336,19,1356
UCL315027,49,331,244,62,35,723,25,751
UCL315028,6,99,179,92,68,441,3,441
UCL315029,12,133,349,135,97,722,10,732
UCL315030,100,117,35,11,14,282,4,285
UCL315031,28,260,330,115,56,791,27,818
UCL315032,43,680,748,245,102,1825,29,1853
UCL315033,27,281,174,55,31,574,14,595
UCL315034,7,100,162,61,37,372,0,373
UCL315035,18,283,464,183,93,1035,15,1052
UCL315036,39,237,213,62,38,595,28,627
UCL315037,23,382,577,236,165,1385,19,1402
UCL315038,3,96,277,137,109,625,4,626
UCL315039,117,67,37,4,7,234,5,234
UCL315040,65,32,7,5,0,111,6,119
UCL315041,7,132,181,88,41,446,13,464
UCL315042,37,385,401,134,69,1030,21,1053
UCL315043,29,215,161,45,22,469,8,479
UCL315044,175,681,600,205,75,1731,48,1779
UCL315045,11,182,491,182,120,991,14,1008
UCL315046,26,270,277,102,63,740,22,764
UCL315047,10,154,297,141,77,679,4,684
UCL315048,21,273,244,93,33,672,13,688
UCL315049,43,330,357,115,58,900,15,917
UCL315050,88,630,486,165,74,1449,99,1551
UCL315051,44,462,669,277,201,1654,22,1676
UCL315052,19,269,394,228,211,1120,17,1131
UCL315053,75,403,340,117,72,1008,26,1030
UCL315054,59,474,506,215,101,1357,27,1385
UCL315055,131,835,429,102,33,1525,39,1565
UCL315056,31,274,221,79,40,641,14,659
UCL315057,68,642,430,105,60,1304,12,1314
UCL315058,15,241,533,208,96,1100,10,1110
UCL315059,5,158,236,81,32,500,3,510
UCL315060,8,136,350,165,88,744,3,746
UCL315061,14,158,182,56,22,430,3,429
UCL315062,36,242,160,51,25,508,16,527
UCL315063,24,168,194,73,51,514,7,517
UCL315064,11,122,204,68,35,439,15,448
UCL315065,28,220,128,36,19,442,17,454
UCL315066,14,237,462,197,143,1053,18,1070
UCL315067,25,355,327,112,59,876,22,890
UCL315068,50,258,214,75,24,629,16,642
UCL315069,110,449,268,104,49,969,39,1011
UCL315070,30,217,236,85,33,602,15,614
UCL315071,10,113,150,68,24,364,3,369
UCL315072,38,157,130,36,18,381,17,398
UCL315073,63,315,240,70,35,736,22,758
UCL315074,103,596,462,161,69,1388,36,1429
UCL315075,50,237,128,34,8,469,15,484
UCL315076,85,614,551,204,116,1568,34,1599
UCL315077,235,172,57,11,3,475,15,491
UCL315078,45,362,375,161,79,1023,24,1045
UCL315079,16,220,272,93,64,666,10,672
UCL315080,121,798,552,123,59,1647,34,1684
UCL315081,102,553,435,141,62,1295,16,1317
UCL315082,17,190,194,59,19,486,10,494
UCL315083,0,48,123,98,78,340,4,344
UCL315084,5,219,335,145,79,785,9,789
UCL315085,95,425,393,120,71,1103,27,1128
UCL315086,192,886,497,111,47,1724,42,1760
UCL315087,5,111,398,170,159,836,4,842
UCL315088,65,468,441,163,67,1200,33,1231
UCL315089,62,337,325,110,72,905,17,927
UCL315090,178,882,637,194,121,2003,41,2048
UCL315091,170,304,150,49,32,709,31,742
UCL315092,82,545,349,91,29,1100,24,1123
UCL315093,28,197,126,51,10,417,10,423
UCL315094,17,371,408,106,39,939,6,944
UCL315095,73,323,253,71,32,753,36,795
UCL315096,29,307,501,237,108,1178,14,1192
UCL315097,14,149,248,126,83,621,12,635
UCL315098,29,307,551,218,99,1202,38,1238
UCL315099,7,218,535,262,170,1193,7,1201
UCL315100,23,155,157,68,65,470,6,478
UCL315101,3,105,271,123,87,597,0,595
UCL315102,45,319,238,88,37,732,20,754
UCL315103,18,210,192,50,17,487,21,506
UCL315104,28,271,289,132,117,837,15,844
UCL315105,15,239,257,67,23,602,10,611
UCL315106,0,176,318,105,54,653,3,654
UCL315107,35,287,427,114,88,948,13,966
UCL315108,66,91,57,14,12,236,8,242
UCL315109,8,140,194,54,24,425,8,436
UCL321001,5,101,89,31,17,249,0,247
UCL321002,17,141,112,44,22,336,12,347
UCL321003,4,74,90,23,18,214,8,224
UCL321004,4,55,77,36,17,196,6,196
UCL321005,5,68,111,45,16,250,3,256
UCL321006,86,67,27,11,0,186,3,191
UCL321007,9,131,218,85,55,498,11,506
UCL321008,8,186,149,46,27,414,12,428
UCL321009,31,212,151,69,13,483,4,492
UCL321010,15,127,122,44,11,321,8,324
UCL321011,0,33,100,58,46,240,0,239
UCL321012,19,148,96,14,20,296,7,298
UCL321013,0,59,114,58,37,272,3,276
UCL321014,0,39,79,33,30,180,0,180
UCL321015,21,199,143,46,21,436,8,444
UCL321016,14,148,74,26,10,274,8,284
UCL321017,0,48,160,81,43,329,5,332
UCL321018,5,56,106,40,30,241,7,245
UCL321019,0,55,160,69,47,328,0,328
UCL321020,0,68,133,60,37,298,3,301
UCL321021,0,58,105,54,30,255,8,259
UCL321022,0,26,73,49,39,185,0,190
UCL321023,11,90,123,41,28,290,3,294
UCL321024,0,33,82,38,33,185,0,185
UCL321025,6,82,113,22,14,230,4,244
UCL321026,9,63,94,25,18,199,0,205
UCL321027,0,82,132,45,26,283,4,290
UCL321028,7,112,112,47,27,308,15,321
UCL321029,55,204,98,36,14,405,6,410
UCL321030,8,58,66,41,25,196,0,195
UCL321031,5,137,162,47,27,374,10,381
UCL321032,6,113,258,136,113,631,11,634
UCL321033,11,133,188,50,19,397,5,403
UCL321034,82,179,135,35,24,460,10,462
UCL321035,12,207,289,111,75,689,23,713
UCL321036,4,45,149,69,68,337,7,341
UCL321037,29,119,96,35,16,290,6,297
UCL321038,7,156,142,47,18,370,8,380
UCL321039,4,134,176,58,37,412,0,417
UCL321040,6,56,118,39,30,239,0,240
UCL321041,25,140,113,37,14,335,22,354
UCL321042,0,44,94,39,42,223,4,224
UCL321043,0,25,75,60,53,215,0,219
UCL321044,14,331,338,102,49,834,17,859
UCL321045,5,57,176,64,45,349,3,353
UCL321046,0,39,85,40,31,199,0,199
UCL321047,6,105,122,33,23,291,0,295
UCL321048,14,111,61,20,13,216,4,227
UCL321049,5,40,93,31,11,190,4,190
UCL321050,4,103,123,35,25,283,4,290
UCL321051,9,144,125,42,17,345,11,350
UCL321052,65,108,57,16,5,248,14,259
UCL321053,54,67,27,5,9,156,11,166
UCL321054,12,120,90,20,19,254,4,259
UCL321055,31,155,123,51,25,384,4,385
UCL321056,27,148,102,36,8,325,4,332
UCL321057,13,126,86,47,16,289,12,300
UCL321058,4,122,138,48,34,352,3,359
UCL321059,3,63,140,78,77,359,0,357
UCL321060,6,107,107,41,9,267,9,278
UCL321061,11,153,82,23,11,286,8,295
UCL321062,109,77,32,9,7,236,16,247
UCL321063,3,55,146,67,55,327,4,329
UCL321064,6,110,91,33,9,245,12,258
UCL321065,4,106,191,84,63,455,5,463
UCL321066,49,135,64,12,5,257,8,268
UCL321067,55,60,21,10,0,145,11,151
UCL321068,0,108,133,45,29,314,0,318
UCL321069,23,221,156,39,13,451,8,461
UCL321070,4,75,107,41,32,264,3,269
UCL321071,0,35,87,55,30,208,0,212
UCL321072,0,52,104,68,40,270,5,269
UCL321073,10,155,142,39,17,356,11,364
UCL321074,32,123,107,47,15,320,12,330
UCL321075,0,38,169,93,49,354,6,355
UCL321076,87,58,38,7,0,193,13,199
UCL321077,3,59,67,14,7,160,5,173
UCL321078,0,46,82,35,31,195,3,197
UCL321079,47,139,107,43,22,359,12,370
UCL321080,7,98,247,135,79,573,3,580
UCL321081,0,25,74,34,31,167,5,176
UCL321082,0,46,97,43,23,214,0,217
UCL321083,9,150,214,115,56,540,12,552
UCL321084,13,116,109,36,15,283,19,300
UCL321085,0,103,119,24,17,263,3,268
UCL321086,79,39,17,9,3,146,6,153
UCL321087,0,52,117,34,15,219,3,215
UCL321088,32,148,91,27,10,314,8,325
UCL321089,12,93,75,31,11,222,7,230
UCL321090,16,108,118,43,22,305,0,309
UCL321091,11,113,70,34,8,230,13,247
UCL321092,0,76,93,27,13,208,5,214
UCL321093,6,50,84,45,45,231,7,241
UCL321094,0,69,120,32,23,245,3,252
UCL321095,7,139,175,40,16,377,3,380
UCL321096,12,101,99,53,19,281,7,286
UCL321097,4,43,126,74,71,311,0,308
UCL321098,0,25,50,30,47,153,0,153
UCL321099,22,127,84,31,18,277,4,284
UCL321100,14,83,84,26,10,206,4,212
UCL321101,20,129,104,28,14,304,10,314
UCL321102,3,34,86,53,60,231,4,236
UCL321103,3,94,152,71,59,384,3,386
UCL321104,8,66,91,36,12,213,8,216
UCL321105,10,85,243,109,57,503,13,510
UCL321106,26,184,182,53,29,474,9,485
UCL321107,4,119,115,43,16,304,0,301
UCL321108,13,62,83,32,15,200,3,206
UCL321109,27,131,114,39,27,337,18,351
UCL321110,4,107,138,58,35,345,7,352
UCL321111,12,146,121,46,12,336,7,346
UCL321112,125,105,26,16,3,271,8,273
UCL321113,5,75,80,51,24,232,4,235
UCL321114,24,176,113,47,15,378,16,392
UCL322001,0,20,67,23,9,123,0,124
UCL322002,4,44,36,14,9,108,7,118
UCL322003,4,28,31,11,5,70,3,77
UCL322004,0,78,66,23,11,175,5,179
UCL322005,10,38,35,6,5,99,4,101
UCL322006,15,61,29,7,0,119,6,126
UCL322007,11,46,46,17,7,124,10,133
UCL322008,0,14,37,17,7,74,0,74
UCL322009,5,42,37,17,3,102,6,111
UCL322010,4,69,68,22,8,175,0,177
UCL322011,5,49,76,33,18,171,0,176
UCL322012,9,87,31,16,15,154,0,155
UCL322013,3,41,66,34,23,161,3,159
UCL322014,5,61,29,10,3,109,8,117
UCL322015,0,61,47,18,14,141,4,148
UCL322016,0,40,34,15,10,101,0,101
UCL322017,36,3,0,0,0,40,5,46
