UCL_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
UCL122068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,22
UCL122069,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,0,0,19,0,46
UCL122070,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,4,0,5,0,5,0,3,0,17,0,44
UCL122071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,31,0,45
UCL122072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,4,0,0,0,6,0,8,5,36
UCL122073,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,28,0,37
UCL122074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,0,3,0,0,0,26,5,39
UCL122075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,3,0,7,0,26
UCL122076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,3,0,4,10,4,0,7,0,0,0,0,0,9,5,29
UCL122077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,5,0,3,0,17,0,45
UCL122078,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,11,0,18,0,42
UCL122079,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,4,3,4,0,18,0,44
UCL122080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,5,6,3,0,4,4,15,0,46
UCL122081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,6,0,3,0,0,0,12,3,33
UCL122082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,6,16,3,34
UCL122083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,12,0,38
UCL122084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,23
UCL122085,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,5,0,9,0,21
UCL122086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,4,0,19,0,39
UCL122087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,35
UCL122088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10,0,23
UCL122089,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,12,0,5,3,7,0,15,4,55
UCL122090,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,3,5,5,6,3,3,5,20,0,71
UCL122091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,0,4,0,7,0,11,0,32
UCL122092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,9,0,9,0,8,0,25,0,59
UCL122093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,9,5,34
UCL122094,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,3,0,10,0,0,0,3,0,25,0,50
UCL122095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,6,0,0,0,5,0,4,0,23
UCL122096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,3,3,21,3,49
UCL122097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,4,0,0,0,0,0,12,4,28
UCL122098,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,7,0,19
UCL122099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,18,0,25
UCL122100,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,6,0,5,0,12,0,43,6,87
UCL122101,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,5,0,7,3,26,10,54
UCL122102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,4,0,18,4,34
UCL122103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,10,0,30
UCL122104,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,6,0,3,3,20,0,48
UCL122105,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,5,0,0,0,0,4,5,0,27
UCL122106,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,5,0,0,5,11,0,33
UCL122107,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,8,0,5,0,6,0,11,0,48
UCL122108,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,3,3,19,0,44
UCL122109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL122110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,3,8,0,0,7,10,5,40
UCL122111,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,4,0,11,0,0,0,13,0,38
UCL122112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,0,3,0,10,0,31,0,55
UCL122113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,6,0,3,0,16,0,38
UCL122114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,0,23,4,43
UCL122115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,28,0,47
UCL122116,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,8,0,30,0,52
UCL122117,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,6,4,4,3,4,0,19,0,55
UCL122118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,6,0,26
UCL122119,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,4,0,3,0,7,5,35,0,69
UCL122120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,3,5,0,3,3,18,3,51
UCL122121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,4,0,0,0,6,0,26
UCL122122,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,6,4,0,3,0,30,0,56
UCL122123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,17,0,34
UCL122124,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,6,5,6,0,0,0,7,0,28
UCL122125,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,19,0,30
UCL122126,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,9,0,6,0,6,0,22,0,61
UCL122127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,6,0,0,0,9,5,9,4,40
UCL122128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,0,0,0,0,0,8,3,28
UCL122129,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,6,0,0,17,0,38
UCL122130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,14,0,27
UCL122131,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,4,24
UCL122132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,30,3,42
UCL122133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,18,3,27
UCL122134,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,5,0,5,0,3,0,20,0,55
UCL122135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,4,0,4,0,0,0,8,4,27
UCL122136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL122137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,5,0,0,0,0,0,18,0,31
UCL122138,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,3,4,14,4,42
UCL122139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,16,3,37
UCL122140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,4,0,3,0,11
UCL122141,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,12,0,7,0,5,5,6,6,52
UCL122142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,6,0,19
UCL122143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,0,0,0,21
UCL122144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,7,0,31,8,61
UCL122145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,5,0,6,0,17,4,29
UCL122146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,20,0,35
UCL122147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,18,0,25
UCL122148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,20,0,37
UCL122149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,3,4,0,3,0,17,0,37
UCL122150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,14,0,4,5,0,0,16,3,55
UCL122151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,0,28,0,48
UCL122152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,4,0,28,0,39
UCL122153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,6,0,3,0,10,0,22,3,50
UCL122154,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,13,0,0,0,4,0,19,3,52
UCL122155,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,11,4,5,12,3,12,3,5,0,22,5,79
UCL122156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,7,0,6,0,6,0,18,6,51
UCL122157,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,0,6,0,4,0,12,0,35
UCL122158,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,5,0,3,0,0,0,12,3,32
UCL131001,71,560,17,6511,94,41,25,69,33,86,19,74,42,214,2497,3188,173,45,66,81,20,63,12,34,38,489,452,1462,13431,4574,874,10315,1292,6318,947,5930,1269,24134,3416,72516
UCL179997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL199994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL201001,245,3087,96,54142,385,80,159,219,226,372,117,258,159,1051,10601,13630,322,87,205,209,99,158,41,151,107,2340,2479,6196,106504,21157,2765,58749,8234,41178,4209,29685,5062,134262,15133,426935
UCL203001,8,58,3,667,9,0,0,13,0,6,0,5,3,27,307,365,6,0,0,3,0,0,0,0,0,86,61,169,2063,564,68,1615,177,869,130,800,150,4039,441,10909
UCL203002,6,40,0,542,10,6,7,14,6,5,0,11,3,44,312,409,7,3,4,4,0,5,0,3,3,92,59,184,1888,501,70,1543,175,809,113,788,149,4055,440,10528
UCL203003,5,87,0,1397,12,0,6,16,3,11,6,15,8,56,440,578,7,3,7,6,0,9,0,9,3,133,101,288,3761,931,111,2825,358,1484,176,1332,236,6265,635,18111
UCL211001,0,13,0,161,3,0,0,0,0,0,0,0,0,13,123,150,0,0,3,3,0,0,0,0,0,25,21,60,774,156,20,624,65,332,49,251,48,1456,163,3947
UCL211002,0,9,0,207,7,0,4,4,6,9,0,9,4,8,156,203,9,0,3,4,0,0,4,0,0,35,60,111,1273,208,41,704,124,705,44,358,94,1690,258,5496
UCL212001,0,8,0,154,0,0,0,0,0,0,0,0,0,8,56,70,6,0,0,0,0,0,0,4,0,17,18,44,516,90,17,298,51,211,25,144,19,754,86,2205
UCL212002,0,10,0,79,4,0,0,0,0,0,0,0,0,9,52,69,0,0,0,0,0,0,0,4,0,18,13,38,260,91,18,247,38,122,19,119,30,670,74,1689
UCL212003,4,15,0,169,5,0,0,4,0,0,3,3,4,11,117,153,3,4,5,4,0,3,0,4,0,30,46,101,740,166,27,469,60,320,30,246,41,1464,207,3776
UCL212004,4,42,0,332,0,0,0,0,0,5,0,0,0,13,84,105,0,0,3,0,0,3,0,0,0,21,12,40,332,158,17,336,55,167,37,231,50,1194,108,2691
UCL212005,3,22,0,251,5,0,3,3,0,12,0,3,6,13,129,163,0,0,0,0,0,0,0,0,0,47,52,109,881,193,29,695,71,432,50,330,70,1875,218,4836
UCL212006,6,12,0,301,3,4,0,3,0,0,0,0,0,5,70,93,0,0,0,3,0,0,0,0,0,15,10,33,933,145,27,537,77,380,43,223,50,1178,87,3688
UCL212007,4,31,5,334,3,0,0,0,0,0,3,0,0,0,65,75,3,0,0,4,0,0,0,0,0,20,8,39,481,132,12,298,45,168,27,191,27,937,79,2401
UCL212008,6,15,0,218,0,0,0,0,0,3,0,0,0,18,96,127,0,0,0,0,0,0,0,0,0,20,11,40,573,94,18,427,48,261,37,202,44,1117,124,2957
UCL212009,0,26,3,199,0,0,0,7,0,0,0,4,0,22,99,129,0,3,0,0,0,4,0,0,5,30,25,72,616,184,22,582,67,251,37,279,49,1430,151,3659
UCL213001,0,9,0,49,0,0,0,0,0,0,0,0,0,9,53,69,0,0,0,0,0,3,0,0,0,25,17,46,188,61,19,199,21,104,14,126,26,763,85,1606
UCL213002,0,5,0,69,0,0,0,0,0,0,0,3,0,5,37,51,0,0,0,0,0,0,0,0,0,12,10,20,138,92,3,156,12,111,19,128,14,552,49,1286
UCL213003,0,5,0,37,0,0,0,0,0,5,0,0,0,8,38,47,0,0,4,4,0,0,0,0,0,13,9,31,235,57,10,167,28,93,20,104,26,533,62,1332
UCL213004,3,0,0,76,0,0,0,0,0,0,3,0,0,8,68,80,0,0,0,0,0,0,0,0,0,21,17,45,295,69,12,245,39,138,13,127,20,701,91,1750
UCL213005,0,3,0,86,0,0,0,3,3,0,0,0,0,12,60,77,0,0,0,3,0,0,0,0,0,18,11,38,275,101,8,260,40,172,10,185,30,1046,86,2219
UCL213006,0,4,0,122,0,0,0,0,0,0,0,0,0,4,26,35,3,0,0,0,0,0,0,0,0,5,0,16,200,38,3,133,26,92,11,77,11,382,27,1002
UCL213007,0,18,0,119,0,0,0,0,0,0,0,0,0,3,41,51,0,0,0,0,0,0,0,3,0,18,15,42,349,91,16,271,28,132,16,143,30,709,72,1842
UCL213008,4,3,0,124,0,0,0,0,4,0,0,0,0,10,42,59,3,0,0,0,0,0,0,0,0,11,9,28,374,40,11,252,40,150,19,86,27,520,56,1568
UCL213009,0,7,0,62,0,0,0,0,0,0,0,0,0,5,33,44,0,0,0,0,0,0,0,0,0,10,8,24,240,66,3,204,31,97,16,104,17,591,42,1420
UCL213010,0,6,0,56,3,0,0,0,0,0,0,0,0,6,42,50,0,0,0,0,0,0,0,4,0,14,18,45,205,59,12,217,21,121,19,124,28,742,79,1623
UCL213011,0,8,0,39,0,0,6,0,5,0,0,0,3,6,51,67,5,0,0,0,0,0,0,0,0,26,20,51,136,51,13,153,22,129,13,127,30,646,81,1399
UCL213012,0,5,0,47,0,0,0,0,0,3,0,5,0,9,41,59,0,0,0,0,0,0,0,0,0,13,14,31,178,70,17,158,19,127,13,118,19,542,69,1323
UCL213013,3,3,0,106,0,0,0,0,0,5,0,3,0,5,56,66,0,0,0,0,0,0,0,0,0,15,16,31,228,58,16,217,20,165,13,127,25,634,77,1582
UCL213014,0,11,0,56,0,0,0,0,0,0,0,0,0,4,37,42,0,0,0,0,0,0,0,0,0,10,8,25,258,52,14,212,20,90,17,79,15,415,52,1218
UCL213015,0,0,0,66,0,0,0,0,4,6,0,0,0,0,42,50,5,0,5,0,0,0,0,0,5,6,5,22,315,38,6,211,38,153,20,69,16,314,50,1224
UCL213016,0,8,0,87,4,0,0,4,0,0,0,0,0,13,65,90,3,0,0,0,0,0,0,0,0,25,21,51,376,105,9,334,39,136,29,161,30,910,96,2222
UCL213017,3,17,0,159,4,0,0,0,0,3,0,5,0,6,47,64,0,0,0,0,0,0,0,3,0,16,6,33,410,89,22,299,24,176,26,162,43,899,69,2224
UCL213018,0,9,0,41,0,0,0,0,0,0,0,0,0,9,46,55,0,0,0,0,0,0,0,0,0,22,17,40,145,61,3,112,13,64,16,85,26,697,76,1296
UCL214001,0,0,0,21,0,0,0,0,0,0,0,0,0,6,40,46,0,0,0,0,0,0,0,0,0,6,11,15,137,37,13,88,13,59,11,58,12,349,51,832
UCL214002,0,0,0,37,0,0,0,0,0,0,0,0,0,0,23,22,0,0,0,0,0,0,0,0,0,4,4,9,124,20,8,78,14,44,3,30,7,205,26,560
UCL214003,0,6,0,51,0,0,0,0,0,0,0,5,0,12,39,59,0,0,0,0,0,0,0,0,0,18,6,37,200,61,14,144,13,99,19,97,14,582,63,1312
UCL214004,0,4,0,8,0,0,0,0,0,0,0,0,0,0,26,32,0,0,3,0,0,0,0,0,0,13,16,28,83,30,5,87,11,43,10,43,18,294,48,661
UCL214005,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,18,3,4,19,6,9,3,3,0,72,8,142
UCL214006,0,9,0,45,0,0,0,0,0,5,0,0,5,5,32,42,0,0,0,0,0,0,0,0,0,4,10,17,76,60,13,86,12,55,12,85,23,556,53,1031
UCL214007,0,0,0,40,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,4,0,3,217,17,4,93,15,47,10,18,10,90,12,535
UCL214008,0,0,0,42,0,0,0,0,0,6,0,0,0,0,41,46,0,0,0,3,0,0,0,0,0,8,15,21,155,75,8,173,26,93,13,87,15,441,64,1151
UCL214009,0,9,0,59,0,0,0,0,0,0,0,0,0,3,23,24,0,0,0,0,0,0,0,0,0,6,6,18,157,66,5,153,18,70,15,98,18,414,30,1031
UCL214010,0,15,0,73,0,0,0,0,0,0,0,3,0,7,19,33,0,0,0,3,0,0,0,0,0,7,6,21,86,59,3,90,14,51,8,83,17,545,36,989
UCL214011,0,0,0,34,0,0,0,0,0,0,0,0,0,0,21,29,0,0,0,0,0,0,0,0,0,18,9,23,172,26,9,120,22,78,6,62,9,377,39,921
UCL214012,0,5,0,17,0,0,0,0,0,0,0,0,0,0,24,27,0,0,0,0,0,0,0,0,0,7,8,20,96,32,7,90,12,50,0,58,11,328,45,738
UCL214013,0,4,0,65,0,0,0,0,0,0,0,0,0,0,15,19,0,0,0,0,0,0,0,0,0,4,6,8,108,20,7,67,6,45,7,43,9,239,18,575
UCL214014,0,5,0,18,0,0,0,0,0,0,0,0,0,0,28,32,0,0,0,0,0,0,0,0,0,14,5,25,58,48,0,82,7,37,3,96,23,502,46,894
UCL214015,0,3,0,16,0,0,0,0,0,0,0,3,0,0,15,23,0,0,0,0,0,0,0,0,0,8,4,13,85,35,6,74,12,39,4,53,15,323,30,675
UCL214016,0,4,0,15,0,0,0,0,0,0,0,0,0,8,18,31,0,0,0,0,0,3,0,0,0,24,11,43,87,30,7,97,7,66,7,64,10,543,42,971
UCL214017,0,27,0,105,0,0,0,0,0,0,0,0,0,3,28,28,0,0,0,0,0,0,0,3,0,8,0,16,74,56,6,62,0,46,9,105,8,533,36,950
UCL214018,4,10,0,83,3,0,0,0,0,4,0,0,0,6,54,68,0,0,0,0,0,0,0,0,0,16,12,38,138,76,16,152,17,118,18,141,37,878,86,1669
UCL214019,0,0,0,21,0,0,0,0,0,0,0,0,0,6,33,36,0,0,0,0,0,0,0,0,0,7,6,16,83,30,0,80,10,48,14,54,8,263,39,620
UCL214020,0,3,0,12,0,0,0,0,0,0,0,0,0,6,29,33,0,0,0,0,0,0,0,0,0,3,3,11,99,39,4,82,16,47,6,48,19,314,41,712
UCL214021,0,4,0,28,0,0,0,0,0,0,0,0,0,0,15,20,0,0,0,0,0,0,0,0,0,7,0,7,90,14,0,66,14,34,3,31,4,180,27,481
UCL214022,0,0,0,13,0,0,0,0,0,0,0,0,0,6,30,36,0,0,4,0,0,0,0,0,0,14,7,30,78,55,10,110,7,53,9,77,13,570,51,1034
UCL215001,0,9,0,38,0,0,0,0,0,0,0,0,0,6,13,14,0,0,0,0,0,0,0,0,0,0,0,0,27,18,0,27,0,18,0,29,3,94,11,228
UCL215002,0,0,0,9,0,0,0,0,0,0,0,0,0,3,8,21,0,0,0,0,0,0,0,0,0,7,0,3,34,15,0,38,9,15,0,24,8,172,12,327
UCL215003,0,8,0,70,0,0,0,0,0,0,0,0,0,0,13,16,0,0,0,0,0,0,0,0,0,7,0,9,61,40,0,58,8,30,4,54,10,208,19,494
UCL215004,0,4,0,9,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,3,16,18,3,21,0,10,4,18,6,68,10,178
UCL215005,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,0,0,0,0,0,0,0,7,19,10,3,15,0,10,0,11,3,68,3,151
