UCL_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
UCL122018,0,0,0,0,0,0,0,3,0,7,0,0,0,4,0,0,0,7,0,12,0,3,0,0,0,3,0,3,0,13,0,5,0,5,0,0,0,0,0,16,3,4,3,4,0,0,0,3,0,20,5,0,0,0,4,0,3,7,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,6,18,5,3,4,23,5,92
UCL122019,0,0,0,3,0,0,0,0,0,7,4,0,0,5,0,5,0,0,0,8,0,0,3,0,0,0,0,0,3,12,3,3,0,5,3,6,0,3,0,20,5,6,9,7,4,0,4,5,0,26,0,7,7,8,6,0,0,8,0,38,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,17,27,9,12,11,14,0,118
UCL122020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,15,5,8,4,0,0,4,0,3,0,13,3,6,0,9,0,0,0,0,0,30,4,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,16,7,20,4,7,0,12,0,75
UCL122021,0,0,3,0,0,0,4,3,0,7,0,0,0,5,0,0,0,0,0,10,0,4,4,4,0,0,0,0,0,8,4,5,0,3,4,0,0,0,0,17,7,5,6,0,0,0,4,0,0,20,3,7,7,0,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,12,9,11,3,4,12,0,88
UCL122022,0,0,0,5,0,0,0,4,0,13,4,0,5,7,0,3,0,0,0,20,6,4,9,4,6,7,0,3,0,33,12,0,3,0,13,5,6,3,0,42,6,3,4,0,9,0,4,4,0,39,5,12,10,11,15,3,5,5,0,65,8,0,0,0,6,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,23,35,24,40,19,12,27,0,220
UCL122023,0,0,3,3,0,3,0,3,0,18,0,0,0,5,0,4,0,0,0,16,3,5,3,3,0,0,0,0,0,23,9,16,0,5,6,0,0,0,0,33,11,12,0,7,9,7,0,0,0,42,9,5,6,4,10,0,3,3,0,42,6,5,0,0,0,0,0,0,0,18,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,32,46,19,25,26,12,8,9,0,185
UCL122024,0,0,3,0,0,3,0,3,0,5,0,0,8,10,0,0,0,0,0,14,3,4,5,0,0,0,0,3,0,20,0,0,6,4,7,0,0,4,0,25,3,7,3,3,5,3,4,9,6,38,0,4,6,0,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,29,21,14,8,13,16,4,128
UCL122025,0,0,0,0,0,0,0,0,0,11,0,0,0,7,0,0,0,0,0,7,0,5,8,4,8,0,0,0,0,24,0,0,3,0,0,0,0,0,0,10,3,9,6,0,10,0,5,7,0,41,8,4,11,0,9,0,4,4,0,32,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,24,18,30,9,12,13,3,132
UCL122026,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,4,3,4,3,0,0,3,0,0,10,0,0,3,5,0,5,8,10,0,30,0,0,4,0,0,0,8,4,0,27,0,4,0,0,0,4,6,5,0,14,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,12,10,3,6,30,19,0,96
UCL122027,3,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,7,0,5,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,8,3,3,5,0,4,3,0,0,0,23,0,9,0,3,0,0,6,0,0,24,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,31,9,15,7,8,5,7,3,88
UCL122028,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,7,0,0,6,4,5,0,0,7,0,17,0,3,0,0,3,0,0,0,0,15,0,0,3,4,0,0,5,0,0,24,4,5,4,4,3,5,5,5,0,33,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,10,12,15,18,14,5,14,21,4,112
UCL122029,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,8,0,7,5,0,0,0,0,0,0,11,5,4,0,0,6,0,0,4,0,21,11,8,0,0,0,0,5,0,0,27,3,12,3,3,4,0,3,0,0,24,6,5,4,0,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,29,11,11,15,0,6,4,0,110
UCL122030,0,0,0,6,0,0,0,3,0,16,0,0,3,5,0,4,0,0,0,9,3,8,0,5,0,0,4,5,0,25,3,7,0,9,4,4,0,0,0,34,7,13,6,3,7,0,0,0,0,32,0,15,3,6,3,3,0,0,0,39,0,4,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,50,25,25,17,11,9,15,3,165
UCL122031,0,0,3,5,0,12,0,5,0,27,0,0,9,3,0,3,0,4,0,27,4,8,6,5,7,3,0,0,0,37,12,21,3,10,8,0,3,4,0,75,6,10,5,10,20,3,5,7,0,62,8,0,4,3,9,4,3,4,0,30,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,44,36,42,48,28,14,27,3,266
UCL122032,0,0,0,4,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,12,6,13,10,7,6,4,0,5,6,56,11,4,8,0,8,4,9,6,0,48,4,9,8,0,5,0,8,4,0,40,6,7,6,3,5,3,5,7,3,49,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,37,39,24,31,11,24,25,7,220
UCL122033,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,5,6,4,5,0,6,0,0,29,6,4,5,0,0,0,8,4,0,27,3,5,0,0,3,4,7,0,0,26,0,4,3,0,4,4,0,4,0,16,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,22,7,12,6,18,10,4,108
UCL122034,0,0,0,3,0,8,0,0,0,14,0,0,0,0,0,0,0,0,0,10,0,4,4,5,5,0,0,0,0,23,11,7,4,4,0,0,0,0,0,19,5,3,0,6,8,0,5,0,0,26,3,3,4,3,5,0,3,0,0,33,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,16,24,22,7,7,12,0,124
UCL122035,0,0,4,0,0,3,0,10,0,15,0,0,4,3,0,0,0,9,0,17,0,4,5,4,0,4,0,0,0,18,5,4,4,6,4,3,3,4,0,33,6,3,0,0,4,4,0,3,0,29,5,5,6,4,6,3,0,3,0,40,3,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,30,23,15,21,6,31,0,163
UCL122036,0,0,0,4,0,0,0,0,0,6,0,4,6,8,0,0,0,4,0,15,0,0,0,4,4,0,4,0,0,14,5,0,0,6,0,0,0,4,0,21,0,0,4,9,3,0,5,4,0,17,0,4,0,7,7,0,0,0,0,18,4,0,0,0,3,0,3,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,6,27,9,4,11,16,3,98
UCL122037,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,5,5,9,4,0,0,0,0,0,0,25,9,16,0,5,8,0,0,3,0,45,7,8,7,11,3,0,4,0,0,35,8,6,3,6,5,0,0,0,0,18,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,33,19,23,19,3,6,9,3,142
UCL122038,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,9,10,0,0,0,0,0,0,22,0,5,3,4,3,0,0,4,0,28,7,3,3,5,3,0,0,5,0,35,0,5,7,0,0,3,0,4,0,22,0,4,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,26,25,15,10,5,6,15,0,122
UCL122039,0,0,4,0,0,6,0,0,0,18,0,0,0,4,0,0,0,0,0,5,3,3,6,3,0,4,0,0,0,24,8,3,3,9,4,4,3,5,0,31,5,3,8,5,0,0,0,5,0,34,0,4,4,10,5,5,5,10,0,42,0,0,0,0,4,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,27,29,11,15,13,25,8,172
UCL122040,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,5,5,0,0,5,0,0,11,0,0,0,6,5,0,0,0,0,7,0,3,4,0,4,0,0,0,0,13,0,0,0,0,4,0,0,0,0,12,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,16,11,3,5,4,0,58
UCL122041,0,0,0,0,0,0,0,3,0,7,0,0,3,0,0,0,4,3,0,20,0,7,10,10,3,3,0,0,0,33,5,4,3,5,4,0,0,3,3,32,6,4,0,6,3,0,4,9,0,34,4,3,8,6,7,0,6,8,0,44,3,3,0,5,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,22,35,31,22,14,7,29,3,183
UCL122042,0,0,6,3,0,5,0,0,0,10,0,3,5,4,5,0,0,0,0,19,3,0,5,3,0,0,7,0,0,20,5,3,6,3,0,3,5,0,0,25,4,3,3,0,7,0,7,4,0,35,0,4,6,0,6,0,0,0,0,18,0,0,4,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,19,28,17,17,13,18,11,3,143
UCL122043,0,0,4,4,0,0,0,3,3,5,0,0,3,0,0,0,0,0,0,11,0,4,3,0,0,3,0,7,0,23,8,5,3,9,0,0,0,4,3,30,6,5,4,0,4,3,0,6,0,29,0,0,5,6,0,0,3,8,0,33,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,25,16,12,5,15,37,6,139
UCL122044,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,10,4,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,4,0,6,3,0,36
UCL122045,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,13,0,0,0,0,0,0,4,3,0,15,0,4,0,0,0,0,4,3,0,17,0,0,3,0,5,0,4,7,0,23,0,3,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,9,6,7,11,4,14,22,5,84
UCL122046,0,0,4,0,0,0,0,7,0,9,0,0,3,5,0,0,0,0,0,10,3,3,13,0,3,0,0,4,0,20,0,4,8,0,3,0,0,0,0,25,0,10,3,0,0,0,3,3,0,25,10,17,12,6,7,8,0,12,0,70,4,4,3,0,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,41,40,9,22,10,3,26,0,185
UCL122047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,6,3,9,0,3,3,0,0,0,0,22,8,16,6,0,0,0,0,3,0,39,13,23,0,5,5,0,0,4,0,51,6,15,3,0,5,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,70,10,11,13,5,4,6,0,148
UCL122048,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,7,0,7,3,0,0,0,4,7,0,16,0,6,4,6,0,3,0,0,0,18,0,0,0,5,5,0,0,8,7,18,7,0,3,3,4,0,3,0,0,26,0,0,3,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,14,17,12,3,12,13,3,97
UCL122049,0,0,0,0,0,5,0,0,0,5,0,0,9,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,9,0,0,4,0,0,4,0,0,0,14,0,3,3,9,0,3,0,5,0,24,0,5,0,0,0,0,3,5,0,14,0,0,0,0,0,0,4,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,18,12,4,11,6,13,0,81
UCL122050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,3,0,0,10,0,4,0,3,0,0,0,0,0,13,4,0,3,0,3,0,8,10,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,6,8,4,8,14,0,61
UCL122051,0,0,0,4,0,0,0,3,0,8,0,0,0,3,0,0,0,0,0,8,0,4,0,0,0,0,6,0,0,11,0,0,6,3,0,0,0,8,4,24,0,4,0,0,0,0,0,4,0,15,3,0,4,4,0,0,3,3,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,11,19,5,6,6,17,8,84
UCL122052,0,0,0,3,0,0,0,0,0,8,0,0,0,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,7,3,8,5,0,0,0,0,3,0,24,5,4,0,5,3,0,0,4,0,30,3,5,3,3,0,0,0,0,0,25,0,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,15,13,10,10,0,13,4,114
UCL122053,0,0,0,6,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,3,0,15,0,0,0,8,0,0,3,9,0,25,0,6,4,3,3,0,4,5,4,21,5,0,3,0,0,0,0,3,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,9,18,7,0,14,18,4,87
UCL122054,0,0,0,3,0,6,0,3,0,11,0,0,5,0,0,0,0,4,0,9,7,3,7,5,5,4,0,10,3,51,3,6,3,0,4,0,6,6,0,30,8,6,5,0,6,4,3,4,0,35,4,0,5,0,4,3,0,8,0,30,0,0,3,0,0,3,7,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,14,24,15,20,17,17,39,3,180
UCL122055,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,12,0,3,4,5,0,0,0,0,0,11,6,8,0,3,0,0,0,0,0,21,10,16,6,3,5,3,0,0,0,46,4,18,4,3,4,5,0,0,0,44,5,3,4,4,0,0,0,0,0,21,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,25,59,21,18,25,13,3,4,0,169
UCL122056,0,0,0,0,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,4,0,13,10,4,4,0,4,4,4,3,0,32,4,6,3,6,5,0,0,0,0,29,0,0,7,0,0,0,6,3,0,17,0,5,0,0,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,25,13,9,11,20,7,17,0,119
UCL122057,0,5,4,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,8,3,3,5,5,0,3,3,0,0,20,3,0,4,4,3,0,0,3,0,22,3,4,4,9,7,0,3,0,0,37,0,5,0,3,5,4,3,4,0,20,3,3,0,6,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,19,20,21,8,10,14,0,130
UCL122058,0,0,0,0,0,3,0,3,0,6,0,0,7,0,0,0,0,3,0,6,0,7,7,5,3,0,0,11,0,39,0,6,7,9,4,0,3,4,0,33,3,3,3,3,3,3,6,3,0,29,0,3,0,5,6,3,5,4,0,31,0,0,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,23,24,19,23,10,16,24,4,156
UCL122059,0,0,0,8,0,7,0,0,0,11,0,0,8,4,0,4,0,0,0,18,5,5,5,5,3,0,0,0,0,31,3,3,9,5,10,0,3,0,0,36,8,5,8,9,8,3,3,0,0,42,4,6,8,3,7,0,3,3,5,40,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22,38,44,28,19,15,13,5,202
UCL122060,0,0,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,4,0,7,0,0,0,3,0,3,0,5,0,25,3,4,4,9,7,7,3,3,0,29,4,0,4,4,0,0,0,7,0,25,4,3,0,10,3,9,4,0,0,32,3,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,14,18,12,23,10,25,5,137
UCL122061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,10,0,4,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,4,0,14,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,3,0,0,11,3,36
UCL122062,0,0,3,0,0,5,0,0,0,8,0,0,0,0,0,5,4,4,0,18,3,0,3,3,4,0,8,11,0,39,0,0,4,3,4,3,4,4,5,20,13,0,7,0,5,0,4,4,0,31,0,0,0,3,7,0,4,3,0,30,3,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6,14,16,20,8,29,26,5,144
UCL122063,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,5,7,5,0,0,3,3,0,30,0,3,3,5,4,0,6,4,0,33,0,0,0,8,0,4,4,3,0,28,10,0,5,0,0,0,4,4,0,24,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,13,27,23,12,7,23,15,0,132
UCL122064,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,9,0,3,0,4,5,0,0,0,0,11,0,0,0,5,0,0,0,3,0,14,3,0,0,3,5,0,0,6,0,16,0,0,4,3,4,0,5,0,6,24,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,10,18,10,4,5,27,5,88
UCL122065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,7,4,0,0,0,0,0,23,6,7,5,7,7,0,0,3,0,23,6,4,4,3,5,3,0,0,0,24,5,11,7,9,6,0,0,4,0,48,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,31,25,21,13,5,0,17,8,132
UCL122066,0,0,0,4,0,3,0,7,0,14,0,0,3,10,0,3,0,3,0,24,0,3,0,3,0,3,0,0,0,23,8,10,7,0,5,0,6,0,0,40,3,14,0,10,13,0,9,6,4,48,3,5,8,5,5,0,6,4,0,41,3,0,3,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,36,33,29,29,12,18,20,6,199
UCL122067,0,0,6,0,0,9,0,3,4,17,0,0,0,4,0,5,0,5,0,8,0,0,4,0,5,0,0,4,0,20,6,7,0,5,0,0,0,3,0,25,4,9,6,13,6,4,0,4,0,52,5,8,3,10,3,0,3,8,0,45,6,0,3,3,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,32,27,37,26,18,6,22,4,180
UCL122068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,3,0,7,0,5,0,5,0,0,0,0,0,12,3,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,4,6,5,3,9,12,0,48
UCL122069,0,0,0,3,0,9,0,0,0,9,0,0,0,0,0,0,0,3,0,7,0,4,4,0,0,0,0,0,0,16,12,3,3,0,3,0,0,5,0,23,3,9,8,0,0,4,0,7,0,34,11,14,0,3,0,3,0,8,0,45,5,3,5,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,31,24,12,9,15,3,18,0,145
UCL122070,0,0,4,5,0,6,0,0,0,19,0,0,3,3,0,0,0,0,0,18,5,13,3,0,3,0,0,0,0,23,8,14,10,6,3,0,4,0,0,46,12,10,7,3,6,3,0,0,0,45,6,8,9,0,6,4,3,6,0,35,8,0,0,0,6,0,0,0,0,21,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,39,50,33,23,31,14,7,10,5,213
UCL122071,0,0,3,4,0,0,0,3,0,9,0,0,4,10,0,0,0,0,0,15,0,5,16,7,3,0,0,3,3,41,4,4,5,5,0,0,4,3,0,28,4,0,3,3,4,0,0,0,0,25,6,4,0,4,0,4,0,4,0,21,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,28,33,18,10,11,16,3,144
UCL122072,0,0,0,0,0,0,0,3,0,9,0,3,3,0,0,0,0,0,0,14,0,0,6,0,0,0,0,4,0,19,3,4,0,0,0,0,0,4,0,15,5,4,3,0,0,6,0,4,0,22,3,5,3,0,3,0,0,3,0,24,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,14,18,20,11,7,4,3,25,0,111
UCL122073,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,6,3,4,0,5,0,0,0,0,0,21,0,0,5,4,3,0,3,7,0,23,3,4,0,3,3,4,3,5,0,20,7,4,6,0,3,0,0,6,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,16,11,13,6,6,24,3,103
UCL122074,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,10,0,0,0,9,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,8,0,0,4,0,4,0,0,0,0,18,3,0,0,3,0,4,3,12,0,25,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,5,11,7,10,9,18,0,73
UCL122075,0,0,0,3,0,5,0,0,0,12,0,3,5,0,0,3,3,5,0,13,0,8,5,0,0,0,0,0,0,22,3,9,8,3,6,4,0,5,0,30,0,3,6,5,8,0,4,5,0,30,4,5,0,4,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,26,22,15,13,13,5,13,0,134
UCL122076,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,0,4,0,13,7,8,6,0,0,0,3,4,0,31,5,3,3,0,9,0,0,3,0,25,0,5,3,5,5,0,4,4,0,26,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,19,7,15,4,10,18,0,118
UCL122077,0,0,0,0,0,5,0,0,0,5,0,0,6,0,0,3,0,0,0,11,4,3,4,0,0,6,0,8,5,23,0,0,3,8,0,0,0,0,0,15,3,0,4,3,6,0,0,6,0,16,3,0,7,12,3,0,5,4,0,37,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,15,24,11,13,12,16,3,110
UCL122078,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,4,0,5,0,0,0,4,0,0,0,14,5,10,0,0,0,0,0,0,0,13,7,5,0,3,0,0,0,0,0,13,4,10,6,4,3,0,4,0,0,27,3,5,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,30,13,16,11,4,8,0,0,99
