UCL_CODE_2021,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
UCL321042,11,0,9,89,36,4,128,383,27,538
UCL321043,4,0,4,117,45,0,166,418,25,603
UCL321044,14,3,18,142,62,10,215,1351,209,1768
UCL321045,3,0,3,227,47,12,286,493,45,826
UCL321046,8,0,8,66,41,3,111,373,9,493
UCL321047,7,0,8,118,46,5,166,406,45,619
UCL321048,17,0,14,55,18,0,66,319,46,434
UCL321049,0,0,0,102,26,4,133,249,42,420
UCL321050,10,0,9,129,37,8,174,370,87,638
UCL321051,29,7,36,67,36,9,112,588,102,801
UCL321052,3,0,3,153,55,0,203,358,57,624
UCL321053,0,0,0,88,42,3,133,232,29,397
UCL321054,8,0,8,63,23,3,93,414,38,544
UCL321055,17,7,29,125,30,3,158,545,110,810
UCL321056,26,3,26,87,24,9,118,440,54,617
UCL321057,34,11,46,66,19,3,93,447,74,612
UCL321058,18,3,20,145,57,5,206,499,81,787
UCL321059,7,3,10,233,64,8,309,583,39,926
UCL321060,26,6,36,57,25,8,79,460,56,604
UCL321061,9,5,13,54,46,3,101,425,64,587
UCL321062,0,0,0,155,100,13,270,355,177,795
UCL321063,11,3,11,147,48,0,196,571,45,812
UCL321064,13,3,15,45,13,0,59,418,95,571
UCL321065,14,0,15,179,52,11,239,745,59,1046
UCL321066,15,0,21,20,21,0,44,403,43,481
UCL321067,6,0,6,97,74,3,174,222,54,447
UCL321068,6,0,12,160,37,9,208,418,37,654
UCL321069,22,0,22,89,47,3,142,681,65,887
UCL321070,4,5,8,116,33,3,159,350,39,544
UCL321071,3,0,3,92,36,9,135,328,33,498
UCL321072,10,0,10,176,27,7,214,400,30,645
UCL321073,12,0,8,123,29,0,147,526,77,751
UCL321074,20,3,23,103,45,7,164,440,73,676
UCL321075,4,0,4,264,65,13,340,535,34,905
UCL321076,0,0,0,83,78,14,175,259,200,631
UCL321077,0,0,0,65,11,0,78,227,209,509
UCL321078,0,0,0,64,42,6,112,312,25,445
UCL321079,0,4,3,163,63,7,236,589,134,963
UCL321080,14,0,14,316,92,24,432,828,772,2028
UCL321081,10,0,10,87,32,3,124,293,20,439
UCL321082,8,0,8,101,27,3,134,340,19,492
UCL321083,10,0,10,275,75,11,361,801,69,1236
UCL321084,17,0,14,81,62,5,144,476,71,694
UCL321085,6,0,13,12,26,0,37,474,42,554
UCL321086,0,0,0,40,130,4,175,214,76,468
UCL321087,5,0,5,91,55,8,156,301,44,499
UCL321088,21,3,27,58,40,7,104,477,82,665
UCL321089,10,4,12,37,10,0,47,337,91,473
UCL321090,24,0,28,152,51,0,203,423,27,652
UCL321091,13,0,13,25,12,0,32,342,81,458
UCL321092,3,0,9,51,36,0,88,305,68,454
UCL321093,7,3,13,87,31,9,124,429,30,578
UCL321094,15,3,16,93,34,5,125,395,16,540
UCL321095,17,0,17,142,29,5,175,545,79,799
UCL321096,19,8,29,98,32,7,137,383,84,603
UCL321097,6,5,6,171,46,5,221,545,32,806
UCL321098,9,0,9,73,41,5,119,283,10,409
UCL321099,19,0,23,97,20,8,122,396,71,588
UCL321100,23,0,23,77,23,0,102,324,46,472
UCL321101,32,6,40,93,19,5,116,424,45,595
UCL321102,0,0,0,139,50,3,193,403,26,623
UCL321103,12,5,16,163,39,5,209,611,56,877
UCL321104,0,0,0,151,23,12,189,289,53,528
UCL321105,19,4,19,212,89,11,312,745,90,1152
UCL321106,28,0,35,162,66,14,246,702,94,1038
UCL321107,11,5,18,79,41,0,123,455,42,615
UCL321108,15,7,14,77,32,0,110,281,54,450
UCL321109,17,0,21,104,30,10,136,450,118,706
UCL321110,22,0,22,112,49,3,163,572,45,774
UCL321111,10,0,10,105,66,5,178,437,71,686
UCL321112,0,0,0,156,78,5,240,364,53,663
UCL321113,4,0,4,85,23,0,111,347,75,533
UCL321114,23,5,29,87,37,0,121,567,90,782
UCL322001,0,0,0,49,12,4,69,199,21,286
UCL322002,4,3,7,28,3,0,29,172,24,226
UCL322003,6,0,5,17,15,0,29,101,17,155
UCL322004,3,3,7,33,19,0,58,275,55,384
UCL322005,0,0,0,28,4,0,41,135,9,184
UCL322006,7,0,8,14,21,0,33,177,21,230
UCL322007,9,0,9,37,9,0,50,187,28,267
UCL322008,0,0,0,32,10,0,45,116,22,176
UCL322009,11,4,12,26,8,4,39,152,34,228
UCL322010,3,0,3,16,5,0,23,299,49,366
UCL322011,3,0,3,50,26,0,82,289,18,389
UCL322012,13,0,13,36,10,0,43,247,31,319
UCL322013,0,0,3,98,9,4,112,237,26,382
UCL322014,5,4,9,36,8,3,43,145,15,202
UCL322015,9,0,9,49,15,0,65,204,30,298
UCL322016,0,0,0,30,10,0,40,144,14,199
UCL322017,0,0,0,36,9,3,46,81,5,140
UCL322018,3,0,3,33,15,6,56,361,37,452
UCL322019,10,3,13,14,25,0,39,251,31,318
UCL322020,0,0,0,28,13,0,41,102,22,170
UCL322021,5,0,5,8,10,0,14,111,12,138
UCL322022,3,0,3,9,0,3,13,109,24,141
UCL322023,5,0,5,40,11,0,54,310,21,382
UCL322024,6,0,6,82,26,0,109,292,13,416
UCL322025,0,0,0,15,5,0,20,65,22,109
UCL322026,0,0,0,33,16,5,51,116,24,192
UCL322027,5,0,5,20,3,0,23,90,11,123
UCL322028,3,0,10,16,10,0,31,140,19,190
UCL322029,0,0,0,37,33,0,71,108,30,204
UCL322030,6,0,8,29,13,3,45,225,38,306
UCL322031,3,0,5,35,13,0,51,197,24,266
UCL322032,0,0,0,8,9,0,18,66,3,82
UCL322033,0,0,0,22,13,3,40,27,6,76
UCL322034,6,3,10,41,17,0,57,195,40,295
UCL322035,8,0,8,41,18,3,53,224,30,304
UCL322036,0,3,3,34,45,3,81,357,26,463
UCL322037,9,0,9,26,10,3,40,98,19,153
UCL322038,5,3,8,47,11,5,60,234,50,342
UCL322039,7,0,7,19,7,0,34,153,22,207
UCL322040,0,0,0,68,24,4,91,204,33,325
UCL322041,5,0,5,51,47,4,97,118,23,239
UCL322042,0,0,0,72,13,0,79,126,8,218
UCL322043,3,0,3,40,17,0,63,158,29,243
UCL322044,3,0,3,39,6,0,49,105,41,194
UCL322045,8,0,8,45,13,4,64,244,25,337
UCL322046,5,0,5,55,11,0,69,245,33,343
UCL322047,0,0,0,0,0,0,0,56,13,67
UCL322048,6,0,6,33,3,0,32,116,24,176
UCL322049,0,0,0,24,5,0,33,188,16,242
UCL322050,0,0,0,84,13,11,102,200,73,370
UCL322051,0,3,3,20,19,0,42,133,20,188
UCL322052,3,0,3,24,19,0,39,124,9,170
UCL322053,3,0,6,45,16,0,61,248,34,343
UCL322054,3,0,3,26,19,0,43,224,45,309
UCL322055,6,0,5,34,14,0,48,281,19,346
UCL322056,0,0,0,35,34,13,85,89,0,170
UCL322057,0,0,0,85,16,5,110,255,15,385
UCL322058,9,5,15,29,22,0,55,289,14,359
UCL322059,0,0,0,21,26,0,44,137,14,196
UCL322060,7,3,11,60,12,0,78,279,40,394
UCL322061,0,0,0,83,37,3,123,133,25,278
UCL322062,8,0,10,28,19,4,57,156,33,239
UCL322063,5,0,5,48,24,0,70,178,54,304
UCL322064,0,0,0,42,23,0,70,129,27,228
UCL322065,3,0,3,32,10,0,42,107,33,182
UCL322066,0,0,0,8,19,0,26,176,25,226
UCL322067,6,0,6,36,8,0,41,349,53,447
UCL322068,5,0,5,45,9,3,51,163,8,223
UCL322069,7,0,8,24,22,5,50,240,26,323
UCL322070,17,4,14,41,17,0,63,256,35,358
UCL322071,0,0,0,12,5,0,18,53,13,86
UCL322072,3,0,3,34,9,7,52,148,12,207
UCL322073,14,0,15,39,26,0,62,282,20,373
UCL322074,3,3,7,7,3,0,12,210,20,245
UCL322075,0,0,0,30,19,8,58,102,9,166
UCL322076,0,0,0,52,33,44,131,110,56,298
UCL322077,0,0,0,53,18,4,79,198,28,304
UCL322078,3,0,3,27,6,0,30,128,29,185
UCL322079,0,0,0,58,10,7,75,143,7,229
UCL322080,3,0,3,31,22,0,54,126,16,192
UCL322081,4,4,12,35,13,0,45,176,44,269
UCL322082,3,3,7,48,16,3,70,224,43,328
UCL322083,4,0,4,32,14,0,51,95,20,167
UCL322084,4,0,4,22,4,0,22,126,57,203
UCL322085,6,0,6,66,18,5,84,262,53,401
UCL322086,3,0,3,22,9,0,29,142,30,197
UCL322087,0,0,0,67,19,3,85,257,24,369
UCL322088,4,0,4,27,4,6,39,137,30,204
UCL322089,11,4,11,68,16,3,78,216,21,325
UCL322090,3,0,3,38,17,0,58,111,15,188
UCL322091,4,0,4,38,18,0,57,111,14,182
UCL322092,0,0,0,73,11,3,87,141,40,262
UCL322093,4,0,4,34,11,3,41,209,35,278
UCL322094,5,0,5,11,6,0,18,147,18,180
UCL322095,9,5,11,32,25,0,55,254,24,327
UCL322096,4,0,4,111,37,3,148,203,9,363
UCL322097,7,5,9,27,19,0,51,260,45,356
UCL322098,4,0,4,59,17,0,82,197,15,296
UCL322099,0,0,0,23,11,0,37,172,32,237
UCL322100,5,0,6,64,18,3,90,250,20,357
UCL322101,0,4,6,52,22,3,78,208,70,352
UCL322102,5,0,5,47,29,7,89,100,15,209
UCL322103,7,0,10,35,31,0,63,214,31,312
UCL322104,7,0,7,42,20,6,69,235,17,324
UCL322105,6,0,6,29,3,0,37,139,30,203
UCL322106,0,0,0,45,27,6,73,108,34,220
UCL322107,0,0,0,15,3,0,12,83,15,111
UCL322108,3,0,3,27,16,0,44,120,15,181
UCL322109,0,0,0,60,14,0,78,224,21,326
UCL322110,3,6,5,44,30,3,80,236,55,368
UCL322111,0,0,0,47,20,0,69,140,32,245
UCL322112,4,0,4,39,22,0,62,156,25,243
UCL322113,0,0,0,37,11,11,62,119,26,202
UCL322114,12,0,9,57,24,4,82,207,27,319
UCL322115,3,0,3,33,13,9,51,169,16,233
UCL322116,0,0,3,27,29,0,48,119,33,198
UCL322117,12,0,11,13,21,0,31,233,22,284
UCL322118,4,0,4,42,9,0,48,148,19,212
UCL322119,0,0,0,42,7,0,49,102,5,154
UCL322120,14,4,15,61,13,6,81,249,36,367
UCL322121,10,0,8,51,14,8,72,295,38,399
UCL322122,7,0,6,18,16,0,35,210,34,280
UCL322123,0,0,6,15,20,0,43,122,23,182
UCL322124,0,0,0,11,15,0,24,127,22,170
UCL322125,4,0,4,53,23,0,82,219,33,333
UCL322126,29,15,42,28,15,0,42,151,29,224
UCL322127,14,0,12,37,17,0,59,346,24,428
UCL322128,0,0,0,45,49,7,93,97,44,235
UCL322129,0,0,0,30,10,4,40,132,10,179
UCL322130,9,0,8,35,21,0,57,241,18,313
UCL322131,3,0,4,20,15,8,35,114,14,162
UCL322132,3,0,5,66,12,0,77,194,39,319
UCL322133,4,0,4,39,32,0,68,109,10,187
UCL322134,5,0,5,5,0,0,8,80,9,92
UCL322135,0,0,0,61,19,0,89,102,8,199
UCL322136,0,0,0,56,14,7,77,193,18,293
UCL322137,3,0,3,25,17,5,41,99,3,151
UCL322138,3,0,4,30,4,0,36,131,15,184
UCL322139,0,0,0,36,25,0,65,108,13,184
UCL331001,4471,607,5145,64891,23943,2629,91458,239510,39595,370559
UCL379997,0,0,0,0,0,0,0,45,135,183
UCL399994,33,13,44,1219,501,70,1785,8009,3440,13234
UCL401001,30302,2666,33293,197242,72880,7377,277504,712106,43949,1033551
UCL412001,715,120,838,4502,1758,203,6460,15876,1062,23401
UCL412002,382,29,415,3965,1278,196,5442,11139,642,17222
UCL412003,681,119,804,4001,1582,228,5802,14746,1323,21872
UCL412004,394,47,447,2947,1169,186,4301,11600,1213,17111
UCL413001,263,10,275,3029,1164,144,4339,8018,367,12727
UCL413002,499,56,549,2302,934,105,3336,9772,1407,14520
UCL413003,218,23,243,1567,707,94,2370,6634,1441,10445
UCL413004,377,49,432,2112,828,104,3045,7938,818,11810
UCL413005,402,33,437,1724,805,89,2622,8031,715,11364
UCL413006,961,91,1056,1688,1033,118,2843,11271,661,14769
UCL414001,400,36,435,767,549,37,1355,6148,397,7903
UCL414002,25,4,31,1007,272,44,1324,2451,176,3945
UCL414003,161,28,191,767,253,28,1052,2889,328,4270
UCL414004,218,11,234,922,397,35,1353,3719,152,5226
UCL414005,193,13,209,917,462,55,1435,3635,255,5324
UCL415001,42,5,47,371,133,8,512,1166,90,1771
UCL415002,56,4,62,819,222,31,1072,1994,110,3169
UCL415003,96,11,108,277,141,18,431,1076,86,1601
UCL415004,35,7,44,282,95,8,387,909,76,1373
UCL415005,113,10,127,210,93,3,308,1219,101,1628
UCL415006,146,20,166,519,194,20,734,2512,234,3482
UCL415007,106,5,109,413,151,17,581,1603,162,2349
UCL415008,36,7,45,300,159,15,471,1185,170,1827
UCL415009,119,11,131,472,217,32,721,1932,177,2829
UCL415010,17,11,29,106,37,0,141,844,275,1261
UCL415011,61,8,67,175,88,4,266,731,73,1064
UCL415012,31,3,37,477,165,25,662,1156,75,1890
UCL415013,172,13,184,346,171,13,535,1336,81,1952
UCL415014,63,3,68,183,63,8,257,855,54,1159
UCL415015,149,31,180,609,296,45,952,2654,279,3883
UCL415016,67,8,77,378,175,18,567,1522,103,2192
UCL415017,50,21,80,208,120,19,356,1100,176,1633
UCL415018,69,10,79,175,89,3,268,1059,103,1430
UCL415019,19,0,26,352,152,17,513,1227,69,1814
UCL415020,67,3,72,378,105,15,498,1149,107,1753
UCL415021,170,23,194,543,229,20,795,2242,218,3256
UCL415022,21,3,26,320,142,15,475,988,76,1532
UCL415023,52,14,63,107,57,5,171,638,118,924
UCL415024,105,12,114,243,134,11,388,1643,173,2203
UCL415025,6,0,6,274,65,11,349,477,44,870
UCL415026,149,35,187,384,231,19,637,2037,168,2842
UCL415027,4,0,11,248,56,18,319,469,61,848
UCL415028,19,0,15,174,76,4,257,598,40,895
UCL415029,195,17,210,573,294,18,888,2914,251,4054
UCL415030,150,43,198,433,247,15,694,3057,334,4087
UCL415031,5,0,5,222,65,11,303,605,50,956
UCL415032,63,8,67,221,192,14,433,1454,114,1995
UCL415033,6,4,13,133,39,9,183,582,73,839
UCL415034,30,0,35,204,77,12,295,779,72,1147
UCL415035,32,8,41,106,59,7,166,881,197,1249
UCL415036,78,9,85,100,64,7,170,757,74,997
UCL415037,182,20,200,598,226,15,842,2888,241,3972
UCL415038,29,0,29,138,87,10,230,719,57,1008
UCL415039,5,0,3,806,128,40,972,1399,278,2647
UCL415040,43,3,44,125,76,9,211,839,151,1208
UCL415041,192,15,210,686,277,15,978,2569,139,3689
UCL415042,95,8,104,149,100,22,264,986,86,1329
UCL415043,28,9,35,534,159,28,726,1435,158,2325
UCL415044,13,0,17,375,85,9,470,731,49,1254
UCL415045,112,16,121,192,83,3,272,1052,101,1427
UCL415046,122,16,140,405,232,11,658,2743,297,3699
UCL415047,51,3,52,412,118,16,549,1168,64,1778
UCL415048,39,0,39,420,209,20,651,1149,71,1875
UCL415049,81,5,83,285,157,18,465,1092,44,1604
UCL421001,68,8,79,98,61,7,169,809,84,1063
UCL421002,7,5,15,52,35,0,91,315,60,465
UCL421003,13,0,18,163,53,7,213,489,36,742
UCL421004,29,7,29,102,38,3,143,561,80,783
UCL421005,40,9,46,94,49,8,155,435,68,660
UCL421006,7,0,7,123,61,11,190,341,17,546
UCL421007,7,0,7,77,31,0,106,447,27,583
UCL421008,28,3,35,108,51,7,166,609,91,868
UCL421009,38,0,43,118,67,11,194,384,25,603
UCL421010,8,0,8,125,24,10,152,305,28,489
UCL421011,33,0,32,48,42,0,93,384,51,532
UCL421012,8,0,8,74,29,3,101,353,64,523
UCL421013,16,3,16,191,51,0,248,519,86,843
UCL421014,23,33,58,100,57,7,159,397,54,609
UCL421015,29,3,33,82,47,4,132,345,33,510
UCL421016,0,0,0,78,41,3,120,305,13,447
UCL421017,0,0,0,116,17,7,137,220,21,378
UCL421018,38,3,43,151,58,14,222,639,75,935
UCL421019,25,7,35,84,32,5,122,339,48,506
UCL421020,26,3,30,76,31,0,108,316,37,465
UCL421021,22,0,27,73,22,0,98,290,29,424
UCL421022,5,4,9,163,80,13,252,534,30,821
UCL421023,18,0,18,111,45,6,169,485,71,723
UCL421024,36,6,41,95,49,3,146,489,95,728
UCL421025,15,0,15,84,57,4,143,531,63,735
UCL421026,41,18,63,79,37,3,120,478,70,658
UCL421027,12,14,21,87,39,8,132,330,46,512
UCL421028,5,0,5,83,31,0,117,310,25,453
UCL421029,32,13,47,53,21,0,76,333,39,449
UCL421030,24,0,24,56,18,4,86,378,37,502
UCL421031,20,4,25,78,63,0,138,415,25,581
UCL421032,5,0,8,90,27,3,122,334,36,494
UCL421033,0,0,0,51,168,40,260,98,34,389
UCL421034,35,0,38,110,55,5,170,709,111,988
UCL421035,49,6,55,74,45,6,127,514,50,691
UCL421036,11,0,11,189,61,14,258,483,39,780
UCL421037,39,13,52,129,59,12,199,527,76,800
UCL421038,20,0,20,183,81,14,274,459,35,767
UCL421039,3,0,0,147,35,3,182,288,32,501
UCL421040,7,0,7,98,64,7,170,332,29,539
UCL421041,23,8,29,80,38,3,124,271,33,423
UCL421042,64,0,68,82,40,6,128,553,31,711
UCL421043,24,5,28,71,26,6,102,427,62,584
UCL422001,4,0,4,53,24,4,78,105,14,203
UCL422002,0,0,0,32,92,26,147,83,55,293
UCL422003,7,0,7,22,12,4,29,209,23,257
UCL422004,4,0,10,27,7,4,34,175,22,233
UCL422005,0,3,4,31,22,0,56,101,23,178
UCL422006,6,0,8,46,21,0,64,252,14,330
UCL422007,4,0,10,22,14,0,37,155,27,225
UCL422008,3,0,3,74,24,3,105,238,25,365
UCL422009,33,0,33,15,21,0,31,200,4,243
UCL422010,5,0,5,66,13,0,86,201,28,307
UCL422011,5,0,5,15,5,0,26,163,16,200
UCL422012,0,0,0,80,25,8,109,263,26,399
UCL422013,0,0,0,45,19,3,71,174,7,257
UCL422014,0,0,0,30,17,0,42,117,5,167
UCL422015,7,3,12,22,20,0,44,283,31,354
UCL422016,4,0,7,27,19,0,45,106,14,166
UCL422017,13,0,14,19,10,0,26,159,17,198
UCL422018,0,0,3,23,9,0,31,136,18,177
UCL422019,11,0,14,33,19,0,53,369,43,459
UCL422020,5,3,8,54,15,0,75,165,18,267
UCL422021,9,0,10,23,8,0,33,144,17,192
UCL422022,0,3,6,50,72,13,142,90,26,253
UCL422023,0,0,0,25,14,3,37,170,33,237
UCL422024,0,0,0,35,56,20,113,89,12,207
UCL422025,28,0,31,41,27,4,65,203,21,289
UCL422026,3,3,3,73,34,0,108,194,14,322
UCL422027,0,0,0,9,5,0,10,45,26,81
UCL422028,5,0,9,32,23,4,53,154,40,254
UCL422029,0,0,0,49,75,14,141,59,10,209
UCL422030,5,0,5,36,19,0,59,193,21,272
UCL422031,9,0,9,27,18,3,48,205,33,279
UCL422032,3,0,3,65,21,0,84,154,19,259
UCL422033,0,0,5,19,20,0,46,155,42,246
UCL422034,7,0,7,36,17,4,59,192,25,281
UCL422035,3,0,3,87,25,4,120,204,26,339
UCL422036,3,0,3,70,22,0,97,250,22,371
UCL422037,0,0,0,49,20,5,67,144,11,224
UCL422038,3,0,3,39,25,5,58,133,12,206
UCL422039,0,0,0,24,19,0,40,129,23,198
UCL422040,7,6,10,29,15,4,47,172,27,235
UCL422041,3,0,0,30,20,4,57,220,15,287
UCL422042,4,0,5,16,7,0,25,213,20,265
UCL422043,4,0,4,6,15,4,26,105,15,143
UCL422044,12,0,10,31,21,4,51,198,26,281
UCL422045,36,0,33,24,32,0,52,399,20,470
UCL422046,9,0,11,41,15,0,59,254,35,347
UCL422047,8,0,8,10,26,0,36,102,6,144
UCL422048,18,0,18,29,14,9,47,222,25,295
UCL422049,8,0,8,35,25,5,64,167,18,243
UCL422050,0,0,0,23,9,0,31,125,3,162
UCL422051,3,0,3,59,15,3,83,212,25,317
UCL422052,14,5,12,40,44,0,85,318,31,438
UCL422053,11,0,10,8,9,0,17,134,107,256
UCL422054,7,0,7,21,20,3,46,134,23,206
UCL422055,5,0,5,29,17,0,51,222,19,286
UCL422056,15,5,18,43,18,5,60,148,19,227
UCL422057,4,0,4,53,24,7,83,224,27,331
UCL422058,8,0,8,23,12,6,36,117,5,160
UCL422059,7,0,7,63,21,0,85,237,59,384
UCL422060,10,0,10,11,11,0,23,146,11,188
UCL422061,0,0,0,22,11,0,31,71,11,116
UCL422062,0,0,0,41,19,0,61,90,3,153
UCL422063,0,0,0,44,26,19,83,91,64,237
UCL431001,1498,226,1738,21375,9684,974,32039,78290,10093,120427
UCL479997,0,0,0,0,0,0,0,0,5,12
UCL499994,15,0,11,315,124,17,459,1761,756,2975
UCL501001,34148,5293,39936,349223,119779,14559,483564,1078613,93700,1655875
UCL511001,1253,248,1523,12610,4465,730,17802,38169,4256,60227
UCL512001,947,119,1066,4488,1732,275,6495,17364,1833,25694
UCL512002,793,89,884,4174,1408,235,5820,15168,1346,22335
UCL512003,622,133,762,4707,1804,294,6797,16798,2636,26236
UCL512004,168,31,202,4865,1205,234,6305,13644,2646,22594
UCL513001,50,16,63,2221,622,161,3004,6333,1899,11236
UCL513002,230,18,255,1437,574,88,2100,5293,860,8258
UCL513003,6,4,11,3402,534,170,4100,6405,2004,12514
UCL513004,19,7,25,2685,542,157,3377,6214,1925,11520
UCL513005,120,25,151,2152,563,99,2819,4860,576,8253
UCL514001,111,52,162,958,480,63,1503,3848,541,5884
UCL514002,86,10,101,1352,400,57,1815,3339,470,5629
UCL514003,104,14,117,1486,327,93,1906,3443,434,5783
UCL514004,149,33,182,868,367,50,1287,3490,614,5392
UCL515001,88,13,96,106,55,11,169,852,83,1102
UCL515002,9,0,10,201,68,11,278,712,63,1054
UCL515003,57,7,68,294,116,7,422,1382,142,1947
UCL515004,15,0,19,449,98,27,571,980,128,1671
UCL515005,31,8,36,398,120,32,551,1215,137,1905
UCL515006,43,18,67,499,184,60,745,1997,631,3366
UCL515007,18,0,20,512,73,37,619,742,152,1512
UCL515008,0,0,0,282,52,10,345,469,112,928
UCL515009,96,8,102,400,142,38,573,1656,224,2457
UCL515010,23,7,24,297,170,47,511,1228,617,2362
UCL515011,87,6,88,405,139,23,567,1555,152,2273
UCL515012,14,0,14,463,133,27,621,923,102,1644
UCL515013,13,3,17,450,101,33,584,1492,218,2291
UCL515014,3,0,3,141,106,16,265,476,90,828
UCL515015,112,13,124,381,163,19,561,1613,145,2320
UCL515016,28,6,36,181,71,11,263,956,141,1364
UCL515017,25,4,27,132,66,0,196,723,185,1106
UCL515018,8,0,11,267,68,9,337,730,222,1290
UCL515019,71,18,89,440,154,30,617,1985,324,2929
UCL515020,9,9,16,627,217,63,909,1902,641,3452
UCL515021,32,3,36,243,97,22,363,957,69,1383
UCL515022,99,9,112,578,197,41,809,2351,208,3366
UCL515023,57,5,61,335,122,17,472,1238,230,1946
UCL515024,33,10,47,175,91,5,277,820,174,1269
UCL515025,48,29,82,218,80,15,313,1010,217,1541
UCL515026,23,0,23,436,140,20,593,1022,117,1739
UCL515027,98,52,143,478,181,15,681,2025,386,3090
UCL515028,0,0,0,863,137,49,1043,1628,390,3060
UCL515029,0,0,0,227,31,11,267,499,238,1009
UCL515030,80,47,126,518,226,33,776,2059,329,3160
UCL515031,60,8,71,337,129,28,492,1659,276,2429
UCL515032,12,3,11,259,105,15,376,713,87,1174
UCL515033,0,0,0,658,77,32,765,913,277,1960
UCL515034,24,8,31,438,148,33,618,1412,187,2213
UCL515035,36,5,44,134,59,5,200,798,129,1128
UCL515036,62,27,85,313,146,24,484,1277,191,1945
UCL515037,0,0,0,393,93,27,512,634,291,1437
UCL515038,78,18,92,236,125,12,375,1503,198,2075
UCL521001,3,0,3,73,44,4,124,299,10,428
UCL521002,4,0,6,92,44,4,138,461,63,660
UCL521003,38,7,49,63,38,7,117,588,76,770
UCL521004,0,0,0,117,51,0,170,231,20,423
UCL521005,3,3,10,185,46,9,238,530,96,867
UCL521006,5,0,5,135,77,9,222,423,57,703
UCL521007,20,0,21,64,25,7,89,307,62,458
UCL521008,37,0,39,53,22,4,80,306,53,442
UCL521009,11,9,25,71,21,6,98,295,75,469
UCL521010,12,0,12,107,52,6,165,438,63,664
UCL521011,0,0,0,144,25,3,172,247,14,433
UCL521012,7,5,9,76,23,0,99,330,33,462
UCL521013,8,0,8,161,57,10,230,453,41,729
UCL521014,4,0,4,66,38,0,110,410,130,648
UCL521015,29,6,38,67,29,0,95,395,41,535
UCL521016,18,3,25,102,39,0,148,343,47,541
UCL521017,15,0,19,110,48,4,163,300,79,552
UCL521018,11,0,11,94,39,7,136,279,15,440
UCL521019,3,5,8,64,17,6,86,426,117,625
UCL521020,9,6,8,90,54,4,149,456,46,653
UCL521021,14,0,13,154,43,13,214,432,48,686
UCL521022,6,0,4,124,59,6,188,331,73,592
UCL521023,8,0,12,91,31,9,130,266,40,449
UCL521024,0,3,3,138,118,27,282,708,207,1200
UCL521025,9,6,15,120,20,7,142,411,66,617
UCL521026,5,0,3,131,44,11,189,376,41,607
UCL521027,0,0,4,100,36,10,149,264,220,633
UCL521028,35,9,39,73,29,5,112,514,78,702
UCL521029,35,7,42,116,49,5,175,485,67,723
UCL521030,16,5,25,59,42,0,108,509,67,677
UCL521031,4,0,4,50,26,13,87,282,109,480
UCL521032,0,0,0,75,44,3,119,294,120,533
UCL521033,0,0,9,44,14,0,53,180,224,465
UCL521034,11,0,11,116,45,4,165,434,46,647
UCL521035,14,3,19,51,19,0,78,347,48,470
UCL521036,4,0,3,42,12,0,56,343,94,491
UCL521037,11,0,11,147,49,5,201,524,55,788
UCL521038,39,8,44,73,39,5,121,473,105,695
UCL521039,11,3,19,137,52,13,202,422,48,673
UCL521040,4,0,6,135,35,20,191,290,126,612
UCL521041,0,0,0,183,13,25,221,203,26,446
UCL521042,26,4,29,74,16,5,102,381,49,531
UCL521043,4,0,4,75,35,5,112,285,26,425
UCL521044,19,5,23,70,38,3,109,452,52,611
UCL521045,26,9,34,36,25,3,61,321,125,504
UCL521046,3,0,3,73,83,13,172,323,54,554
UCL521047,13,0,12,57,23,4,80,321,44,440
UCL521048,32,3,34,90,63,8,165,557,87,808
UCL521049,0,0,0,94,98,20,213,161,38,406
UCL521050,19,0,19,111,38,6,152,396,49,593
UCL521051,12,0,10,118,48,6,166,469,66,698
UCL521052,0,4,0,95,50,7,149,297,129,575
UCL522001,0,0,3,30,112,58,201,134,21,358
UCL522002,9,0,9,28,24,7,54,176,15,248
UCL522003,0,0,4,36,49,16,100,95,23,218
UCL522004,0,0,0,50,26,8,83,136,9,228
UCL522005,0,0,0,57,24,0,78,111,20,214
UCL522006,8,0,8,79,34,5,115,229,18,369
UCL522007,4,3,9,20,9,0,27,149,8,191
UCL522008,4,0,4,17,5,0,29,127,19,166
UCL522009,0,0,0,53,15,9,73,212,30,313
UCL522010,5,8,10,61,17,6,85,173,59,313
UCL522011,9,0,9,40,7,0,49,165,44,265
UCL522012,12,4,16,58,20,0,77,304,37,416
UCL522013,5,0,8,73,23,0,99,236,30,359
UCL522014,0,0,0,31,14,0,49,112,9,167
UCL522015,0,0,0,25,6,0,29,168,18,217
UCL522016,0,3,5,37,6,4,43,142,35,221
UCL522017,5,0,5,50,18,0,68,226,31,323
UCL522018,0,0,0,0,0,0,0,101,24,130
UCL522019,11,3,8,13,10,0,24,105,27,155
UCL522020,0,0,0,27,26,9,66,104,18,184
UCL522021,3,0,4,43,28,0,76,193,14,289
UCL522022,0,0,0,28,10,5,44,125,32,205
UCL522023,9,0,9,46,10,0,53,192,26,279
UCL522024,3,4,10,26,19,0,44,180,13,232
UCL522025,20,6,20,56,18,3,74,253,68,391
UCL522026,4,0,10,23,14,4,32,224,13,276
