UCL_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
UCL121048,0,18,21,182,0,218,0,0,0,16,0,19,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,10,33,23,17,173,0,247,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,8,0,20,0,0,0,5,0,3,0,0,0,4,0,4,0,0,0,0,0,0,3,4,0,45,0,57,11,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,5,51,0,63,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9,9,4,4,7,0,26,0,0,0,0,7,10,77,38,35,344,10,500
UCL121049,8,20,5,183,0,213,0,0,0,12,0,12,12,0,0,0,0,16,0,0,0,0,0,0,0,0,3,3,0,3,17,17,4,162,0,192,5,0,0,0,0,5,0,0,0,4,0,4,0,0,0,16,0,18,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,33,0,41,52,23,18,116,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,4,0,3,38,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,40,0,4,0,0,43,0,0,0,0,80,80,133,49,25,366,80,641
UCL121050,3,10,16,170,0,205,0,0,0,17,0,17,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,85,20,16,211,3,340,0,0,0,0,0,3,3,0,0,0,0,3,5,4,0,33,0,43,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,59,0,81,0,0,0,10,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,9,0,0,0,4,0,9,0,0,0,0,0,3,0,0,0,0,0,0,14,6,5,56,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,6,6,0,0,18,0,0,0,0,57,59,117,36,25,409,67,661
UCL121051,5,19,22,383,10,441,0,0,0,47,3,46,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,10,27,18,17,281,15,355,0,0,0,0,0,0,0,0,0,3,0,6,6,5,5,116,0,138,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,3,4,75,4,92,3,3,6,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,80,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,9,6,30,0,0,0,10,51,58,66,35,37,729,77,940
UCL121052,6,32,17,216,4,278,0,0,0,34,0,34,14,3,0,4,0,18,0,0,0,0,0,0,4,0,3,3,0,11,65,22,29,211,6,336,8,0,0,0,0,8,4,0,0,0,0,7,10,7,3,11,3,32,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,17,3,8,75,4,112,6,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,10,5,58,0,97,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,5,3,0,3,0,0,9,39,0,7,19,0,69,0,0,0,13,63,73,196,52,41,470,70,825
UCL121053,0,16,11,276,0,306,0,4,0,37,0,37,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,24,22,4,241,6,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,12,4,0,91,0,110,11,13,0,36,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,42,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,5,0,26,0,0,0,7,79,87,84,38,14,526,84,747
UCL121054,0,38,20,334,0,394,0,0,4,23,0,25,0,0,0,3,0,9,0,0,0,0,0,6,9,6,6,7,0,17,48,40,32,208,0,334,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,19,0,25,0,0,0,5,0,6,0,0,5,3,0,3,0,0,6,0,0,0,7,10,5,66,0,82,8,9,7,11,0,26,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,14,0,18,0,0,0,0,0,0,5,0,4,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,7,53,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,7,0,22,0,0,0,3,9,16,106,63,42,546,14,777
UCL121055,0,20,26,250,7,308,0,0,0,3,0,11,0,0,0,6,0,3,0,0,0,0,0,0,4,0,0,3,0,7,41,24,13,229,4,308,3,0,0,0,0,7,3,0,0,0,0,4,4,5,0,21,0,26,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,8,5,0,72,0,82,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,6,0,0,0,0,0,3,0,0,0,0,0,0,16,6,9,62,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,5,3,7,0,34,0,0,0,6,38,42,88,40,32,468,47,668
UCL121056,0,27,18,384,0,428,0,0,0,60,0,63,0,10,0,5,0,8,0,0,0,0,0,0,4,5,3,0,0,13,43,27,21,333,0,427,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,14,0,28,0,0,0,3,0,3,4,0,0,0,0,4,0,0,0,0,0,0,5,12,7,89,0,118,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,8,0,0,0,5,0,5,0,0,0,0,0,0,10,4,4,66,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,3,5,0,25,0,0,0,9,26,40,78,54,33,693,28,890
UCL121057,0,21,14,291,0,325,0,10,0,43,0,51,0,0,0,0,0,0,0,0,0,0,0,0,6,5,7,3,0,15,21,12,17,244,0,295,0,0,0,0,0,6,0,0,0,3,0,3,7,6,0,31,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,52,0,52,9,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,6,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,3,4,0,0,4,0,11,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,64,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,12,7,4,0,3,0,18,0,0,0,9,10,24,49,37,28,561,14,683
UCL121058,7,69,63,741,0,875,0,3,0,89,0,93,4,0,0,0,0,4,4,0,3,0,0,13,12,13,0,10,0,43,124,78,48,627,0,881,6,0,0,4,0,5,8,6,0,11,0,24,18,5,3,37,0,64,7,0,0,4,0,13,0,0,0,3,0,4,0,0,0,0,0,6,22,12,5,173,0,209,6,4,3,16,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,5,0,20,0,0,0,0,0,0,4,4,0,0,0,14,7,0,0,3,0,17,8,0,6,3,0,7,0,0,0,0,0,0,22,12,8,153,0,190,0,0,0,0,0,0,12,0,0,0,0,12,4,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,5,0,17,36,20,8,19,0,84,4,0,0,4,53,57,246,134,99,1340,49,1863
UCL121059,0,27,19,234,0,283,0,0,0,26,0,26,0,0,0,6,0,7,0,0,0,6,0,5,0,0,0,0,0,3,21,21,18,203,0,263,0,0,0,0,0,5,0,0,0,0,0,0,4,4,0,16,0,21,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,59,0,79,0,4,0,9,0,18,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,6,3,0,3,0,13,0,3,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,9,6,48,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,11,9,7,7,0,29,0,0,0,0,28,32,58,56,30,436,34,609
UCL121060,0,35,16,462,0,512,0,0,0,45,0,53,0,0,0,0,0,3,0,0,0,0,0,0,6,6,0,11,0,16,20,33,12,379,0,440,0,6,0,0,0,3,0,0,0,0,0,4,4,4,0,30,0,40,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,9,8,0,107,0,115,4,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,7,7,114,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,4,5,5,0,27,0,0,0,10,23,28,51,57,25,820,23,980
UCL121061,0,21,5,309,0,332,0,0,0,50,0,53,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,5,14,17,3,164,4,198,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,8,22,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,3,0,24,0,28,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,42,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,3,0,13,0,0,0,0,12,16,37,37,11,456,19,554
UCL121062,6,68,28,264,0,374,0,0,0,42,0,47,3,5,0,6,0,20,3,0,0,0,0,3,12,0,3,5,0,25,78,50,30,265,0,414,0,0,0,0,0,0,6,0,0,3,0,6,3,8,0,25,0,36,6,0,0,0,0,6,0,0,0,0,0,7,4,0,0,0,0,4,17,13,11,113,0,151,11,6,0,8,0,28,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,4,3,5,9,8,0,18,5,0,0,0,0,5,8,5,0,0,0,9,5,0,7,3,0,7,0,5,0,4,0,6,0,0,0,0,0,0,21,11,4,79,0,116,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,12,0,15,33,9,14,13,0,68,3,0,0,3,13,22,172,109,64,545,16,905
UCL121063,4,30,4,206,0,244,0,0,0,12,0,12,0,0,0,3,0,4,3,0,0,0,0,0,5,0,0,0,0,7,45,24,20,230,3,328,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,14,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,6,76,0,92,4,6,0,11,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,4,9,0,0,0,0,9,0,0,0,3,0,3,0,0,0,0,0,0,19,4,9,70,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,9,17,5,0,0,0,24,0,0,0,5,28,29,110,46,19,441,37,656
UCL121064,7,23,15,197,0,250,0,0,0,21,4,29,0,0,0,0,0,4,3,0,0,0,0,3,6,0,0,5,0,13,39,24,14,211,8,295,8,0,3,0,0,8,0,0,0,3,0,5,10,0,0,16,0,23,0,0,0,0,0,0,8,0,0,0,0,9,5,0,0,0,0,3,5,6,9,75,0,96,0,0,0,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,9,0,5,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,8,0,68,0,92,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,3,0,12,15,3,3,9,0,24,4,0,3,12,29,48,120,41,36,438,39,670
UCL121065,0,27,29,354,3,406,0,0,0,57,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,42,33,22,310,14,415,0,0,0,0,0,0,6,0,0,0,0,0,3,0,5,16,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,106,0,119,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,13,4,6,94,6,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,3,17,0,40,0,0,0,15,50,66,79,46,47,685,68,925
UCL121066,0,15,6,210,3,232,0,0,0,54,0,48,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,12,15,4,169,7,202,5,0,0,0,0,6,0,0,0,0,0,0,6,0,0,21,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,59,0,63,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,34,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,14,0,20,0,0,0,0,29,30,37,30,11,396,40,508
UCL121067,3,14,10,288,8,325,0,5,4,46,0,54,0,0,0,0,0,0,4,0,0,0,0,4,3,5,0,0,0,6,23,18,6,311,9,360,0,0,0,0,0,0,4,0,0,0,0,3,7,0,5,34,0,40,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,9,4,135,5,153,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,3,0,4,0,3,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,94,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,16,0,4,3,0,23,0,0,0,4,40,45,66,28,22,655,60,830
UCL121068,14,72,64,663,10,819,0,8,0,109,0,111,0,3,0,8,0,13,5,0,0,0,0,7,28,4,4,5,0,43,182,72,41,720,10,1023,11,0,5,7,0,10,4,0,3,3,0,12,23,9,7,71,0,110,15,0,0,3,0,21,3,0,0,0,0,7,6,0,0,4,0,14,55,22,3,231,0,305,17,10,3,30,0,66,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,8,0,0,6,0,13,6,0,3,0,0,9,8,4,0,0,0,8,17,0,0,9,0,31,4,0,0,5,0,12,7,0,0,0,0,11,45,14,7,172,3,240,0,0,0,0,0,5,6,0,5,0,0,16,3,0,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,6,7,0,0,8,0,11,66,14,5,23,3,117,3,0,0,7,87,99,455,140,88,1436,114,2231
UCL121069,3,27,13,335,0,380,0,0,0,16,0,23,3,0,0,0,0,10,0,0,0,0,0,0,5,3,0,0,0,9,21,21,14,289,0,350,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,20,0,32,0,0,0,4,0,4,0,0,0,0,0,0,8,0,0,0,0,8,3,3,3,50,0,56,5,0,6,9,0,18,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,70,0,90,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,9,0,11,31,8,5,20,0,63,0,0,0,4,0,4,75,45,31,610,0,767
UCL121070,0,24,30,161,0,216,0,0,3,11,0,11,0,0,3,0,0,8,0,0,0,0,0,3,5,0,0,0,0,9,49,21,19,142,0,228,0,0,4,0,0,6,0,0,0,4,0,9,6,5,0,10,0,25,0,0,0,0,0,3,4,0,0,0,0,6,0,0,0,0,0,4,10,0,0,68,0,84,3,0,3,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,14,0,0,0,0,0,0,6,0,0,0,0,8,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,19,0,9,34,0,57,6,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,9,5,7,0,48,0,0,0,0,18,20,134,37,43,305,18,539
UCL121071,0,11,13,266,0,290,0,0,0,21,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,5,6,176,0,196,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,9,0,12,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,4,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,6,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,27,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,5,5,0,16,3,0,0,0,23,29,23,16,15,438,29,529
UCL121072,4,20,31,301,3,362,0,0,0,39,0,39,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,4,0,9,39,24,28,239,4,338,3,0,3,0,0,11,5,0,0,0,0,4,3,0,0,26,0,38,0,0,0,6,0,8,0,0,0,0,0,3,7,0,3,0,0,11,7,3,3,62,0,78,9,0,0,10,0,17,0,0,0,0,0,3,3,3,0,0,0,6,3,0,0,0,0,5,13,0,0,5,0,14,7,0,0,4,0,7,5,0,0,0,0,5,5,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,5,0,3,36,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,0,8,5,0,43,0,0,0,5,91,94,118,37,46,519,100,819
UCL121073,6,29,7,286,8,330,0,0,3,37,5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,19,10,217,4,273,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,14,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,73,0,79,0,3,3,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,53,7,71,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,11,53,66,42,42,14,521,73,691
UCL121074,5,32,20,136,3,199,0,0,0,10,0,10,0,0,0,0,0,0,4,0,0,0,0,3,6,0,0,0,0,5,47,21,17,136,3,226,13,0,0,0,0,16,0,0,0,4,0,3,11,4,5,16,0,36,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,10,11,4,62,0,91,8,0,0,8,0,15,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,6,0,0,0,0,4,4,0,0,0,0,6,0,0,0,0,0,0,12,5,3,44,0,73,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,13,3,0,0,0,0,4,41,13,6,6,0,67,0,0,0,0,15,17,157,53,40,280,23,556
UCL121075,5,29,14,181,0,231,0,0,0,9,0,8,0,0,3,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,49,28,10,177,8,268,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,0,19,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,13,11,3,64,0,95,5,6,5,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,6,3,46,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,10,10,7,7,6,0,26,0,0,0,3,125,131,86,47,27,359,131,656
