UCL_CODE_2021,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
UCL315075,8,0,10,5,0,4,0,5,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,6,0,12,58,95,51,47,28,20,8,21,8,333
UCL315076,0,0,27,13,5,13,3,19,0,88,0,0,0,0,0,0,0,0,0,0,6,4,4,6,0,0,0,9,0,18,0,0,7,11,0,3,9,26,8,62,64,102,182,178,75,52,67,181,17,923
UCL315077,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,4,20,8,55,13,73,21,4,6,5,3,187
UCL315078,3,0,15,6,12,5,3,9,0,54,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,6,0,0,13,0,3,9,7,0,3,9,4,3,39,73,125,174,93,82,27,50,79,17,717
UCL315079,10,0,18,5,4,0,0,5,0,45,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,12,0,0,3,0,0,3,0,0,0,18,87,123,112,91,53,35,17,49,5,573
UCL315080,46,3,96,58,9,15,4,24,5,270,0,0,0,3,0,0,0,0,0,3,0,0,4,10,0,0,0,5,0,20,10,3,12,16,8,10,6,17,10,87,240,250,297,344,140,128,42,222,35,1699
UCL315081,12,0,29,11,3,14,3,9,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,4,10,7,31,91,160,202,132,70,58,74,90,11,887
UCL315082,4,3,16,7,6,6,0,6,0,36,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,3,12,54,68,64,42,24,18,7,30,9,317
UCL315083,8,0,8,3,10,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,7,39,94,100,56,55,22,32,19,0,412
UCL315084,3,0,7,12,3,5,0,9,0,43,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,5,0,0,3,6,3,4,5,5,26,44,99,85,115,58,35,32,61,15,541
UCL315085,3,0,10,8,5,3,3,15,0,48,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,5,4,0,18,0,3,3,3,0,0,3,0,5,25,53,114,144,149,98,36,52,76,9,728
UCL315086,6,0,8,6,3,3,0,7,0,44,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,9,5,0,8,0,0,0,9,5,3,31,57,81,95,113,41,51,32,62,12,543
UCL315087,3,0,10,4,11,3,0,6,0,40,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,15,0,5,0,3,0,0,0,4,0,8,199,404,118,101,125,52,9,24,9,1044
UCL315088,5,0,12,6,8,3,5,10,0,58,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,0,0,8,5,0,6,6,0,4,14,9,6,48,52,97,187,109,58,40,120,78,20,749
UCL315089,3,4,11,8,3,0,6,0,0,51,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,9,0,25,87,162,114,81,72,31,33,44,9,631
UCL315090,15,0,31,16,13,14,9,18,0,109,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,6,4,10,4,0,7,4,5,5,45,133,237,154,175,124,65,46,143,19,1097
UCL315091,5,0,11,3,3,5,0,6,0,34,0,0,0,4,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,5,8,8,9,20,11,7,6,9,16,96,114,271,114,155,112,24,18,53,16,886
UCL315092,9,0,9,5,0,4,3,12,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,6,4,23,41,54,56,39,29,20,18,30,11,303
UCL315093,4,0,3,0,0,4,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,6,15,33,32,35,13,13,10,13,14,182
UCL315094,5,0,6,13,6,6,3,5,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,4,3,0,0,0,0,14,39,124,71,98,56,34,33,41,7,497
UCL315095,9,0,10,9,0,0,7,14,0,57,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,3,0,9,0,0,5,3,3,0,0,40,7,62,64,68,73,76,37,24,34,152,11,532
UCL315096,6,0,23,8,16,7,7,0,0,68,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,0,0,0,0,15,0,0,7,0,0,0,13,0,7,29,105,180,348,120,140,53,101,45,15,1097
UCL315097,5,0,12,3,14,3,4,4,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,19,58,97,127,102,90,28,44,52,12,605
UCL315098,4,4,13,6,12,0,16,7,4,74,0,0,0,0,0,0,0,0,0,0,3,4,0,0,5,0,14,0,0,29,10,6,18,6,0,5,21,8,20,89,132,331,462,142,138,37,232,72,46,1603
UCL315099,8,3,28,17,16,11,4,9,0,89,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,15,6,0,4,9,0,0,0,4,0,22,169,325,299,176,177,68,78,89,9,1384
UCL315100,5,0,3,3,5,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,8,0,13,39,70,79,66,49,17,32,20,0,380
UCL315101,0,0,14,10,6,9,0,8,0,44,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,3,5,5,15,0,0,5,3,5,5,0,0,4,12,97,138,143,85,93,37,30,45,14,687
UCL315102,5,4,8,3,0,7,0,6,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,5,5,0,0,0,18,42,80,61,76,28,24,26,29,10,372
UCL315103,5,0,4,5,5,0,4,9,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,5,0,3,0,9,0,22,62,90,49,49,38,24,20,40,8,373
UCL315104,11,0,14,8,6,5,3,7,0,51,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,3,0,0,10,0,0,4,6,0,0,0,6,5,27,55,89,126,100,71,28,51,68,13,595
UCL315105,0,0,6,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,5,29,40,43,25,29,20,11,28,7,231
UCL315106,3,0,13,12,12,6,0,9,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,5,3,0,3,0,0,7,22,66,102,154,108,94,39,37,39,11,647
UCL315107,7,0,19,19,3,9,3,10,0,74,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,0,4,4,0,3,0,0,6,0,19,93,152,177,141,81,46,51,95,8,841
UCL315108,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,7,7,33,16,47,18,0,0,16,4,145
UCL315109,5,0,4,0,3,5,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,14,56,90,45,40,30,27,16,26,3,338
UCL321001,0,0,4,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,7,14,17,17,10,0,11,18,5,101
UCL321002,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,0,0,3,0,0,15,15,41,49,33,13,13,10,8,8,187
UCL321003,0,0,5,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,9,10,22,37,15,16,8,13,18,0,139
UCL321004,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,12,11,35,13,15,0,9,11,3,120
UCL321005,0,0,4,3,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,5,3,0,0,0,0,0,8,16,25,54,24,22,12,48,16,3,225
UCL321006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,8,0,3,5,21,22,23,6,14,14,9,4,11,6,107
UCL321007,5,0,3,3,3,0,0,7,0,25,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,3,3,6,3,0,0,0,0,0,6,5,0,17,39,79,127,47,45,16,58,40,12,468
UCL321008,0,0,4,0,6,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,16,43,27,29,26,14,9,16,6,182
UCL321009,5,0,6,7,3,6,0,5,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,6,0,6,0,0,0,0,18,46,111,80,45,42,15,13,27,9,384
UCL321010,0,0,9,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,6,11,27,51,39,40,23,9,13,35,5,236
UCL321011,0,0,4,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,10,0,0,8,4,0,3,0,4,0,12,34,38,83,27,23,6,19,15,7,256
UCL321012,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,18,12,11,4,4,13,11,0,80
UCL321013,0,0,6,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,9,29,60,50,37,24,7,16,20,11,251
UCL321014,4,0,5,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,13,30,50,15,24,5,14,11,0,167
UCL321015,0,0,4,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28,39,31,39,37,23,16,28,0,242
UCL321016,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,8,15,13,13,9,10,6,0,76
UCL321017,0,0,3,4,4,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,75,160,35,46,51,12,9,0,0,385
UCL321018,9,0,5,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,10,34,32,53,24,23,9,13,11,6,208
UCL321019,3,0,5,5,0,6,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,12,37,73,74,37,32,23,31,19,5,329
UCL321020,0,0,3,7,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,5,0,0,0,0,0,3,10,25,43,54,48,30,14,14,18,7,242
UCL321021,0,0,5,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,0,0,0,3,0,8,13,26,48,27,21,10,20,9,0,177
UCL321022,0,0,3,3,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,47,50,47,38,26,13,10,14,3,244
UCL321023,0,0,7,4,0,3,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,24,25,46,18,14,13,32,18,0,195
UCL321024,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,5,5,0,0,0,3,3,15,11,24,33,19,24,7,16,13,6,159
UCL321025,4,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,10,5,24,19,19,19,3,10,11,0,117
UCL321026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,13,28,48,11,12,6,17,9,0,140
UCL321027,0,0,6,6,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,0,8,28,43,49,47,35,12,15,26,3,256
UCL321028,0,0,0,0,0,5,3,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,8,32,32,67,23,17,7,37,21,9,238
UCL321029,0,0,4,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,4,0,0,0,0,10,22,55,28,38,31,5,8,11,4,202
UCL321030,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,13,21,19,15,18,4,3,10,3,103
UCL321031,3,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,4,20,29,85,52,58,30,20,17,22,6,308
UCL321032,0,0,20,10,8,5,0,10,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,6,5,4,6,0,7,5,25,89,122,129,88,70,33,27,54,12,624
UCL321033,4,0,19,12,3,4,0,3,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,4,0,3,4,3,0,0,4,0,19,36,57,65,72,31,21,14,30,3,328
UCL321034,0,0,0,3,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,0,6,32,36,56,32,52,17,11,16,15,4,236
UCL321035,4,0,8,8,5,6,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,7,0,0,7,4,4,3,5,7,0,31,34,53,86,80,46,38,35,49,10,422
UCL321036,4,0,5,5,0,0,0,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,4,0,0,0,5,8,34,50,74,61,44,18,26,27,11,352
UCL321037,0,0,6,0,0,0,3,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,7,4,0,0,0,0,0,6,3,14,33,44,29,28,20,14,11,24,7,207
UCL321038,0,0,3,0,0,0,5,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,0,0,0,0,0,9,28,63,41,47,18,9,10,15,5,233
UCL321039,5,0,4,7,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,51,90,55,46,27,15,11,17,9,320
UCL321040,0,0,6,5,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,22,56,43,35,27,8,4,28,0,229
UCL321041,0,0,0,0,0,5,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,12,0,19,19,22,14,29,14,9,14,27,0,149
UCL321042,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,18,24,33,25,21,9,18,26,6,171
UCL321043,3,0,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,9,41,68,55,31,34,9,11,16,6,275
UCL321044,6,0,5,3,0,0,4,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,5,5,17,17,39,47,44,24,22,22,39,11,264
UCL321045,5,0,4,8,0,4,8,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,9,0,0,4,3,20,58,99,101,64,51,12,30,21,8,446
UCL321046,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,23,71,30,33,21,9,3,10,4,197
UCL321047,5,0,10,3,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,15,26,52,32,35,9,10,18,3,193
UCL321048,4,0,6,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22,17,12,4,3,0,12,3,92
UCL321049,0,0,8,0,4,3,0,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,39,39,23,26,17,8,17,0,185
UCL321050,0,0,7,3,3,3,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,18,28,34,39,29,11,19,24,0,198
UCL321051,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,12,12,40,24,47,15,11,10,27,9,191
UCL321052,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,14,8,24,10,37,9,5,20,5,9,135
UCL321053,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,6,6,19,22,46,13,23,21,4,11,20,7,165
UCL321054,3,0,7,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,4,27,39,35,30,17,17,4,14,0,178
UCL321055,4,0,7,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,4,19,29,54,36,42,20,12,20,21,3,247
UCL321056,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,15,17,16,29,14,0,9,23,3,120
UCL321057,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,9,9,10,22,28,8,3,16,11,0,109
UCL321058,0,0,5,0,4,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3,0,4,0,4,0,0,0,0,16,28,46,45,38,25,12,27,30,9,253
UCL321059,0,3,6,0,3,0,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,0,0,6,75,139,59,38,36,19,19,22,6,421
UCL321060,0,0,7,0,0,5,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,10,11,23,16,16,8,17,6,26,4,132
UCL321061,5,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,3,0,0,12,17,26,28,17,19,9,16,14,7,156
UCL321062,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0,0,0,4,18,8,25,14,30,10,4,7,3,4,110
UCL321063,4,0,0,0,3,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,0,3,0,3,0,0,0,4,19,39,79,70,45,42,13,14,12,12,323
UCL321064,0,0,3,0,0,0,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24,26,25,11,3,9,11,20,0,134
UCL321065,7,0,0,7,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,4,0,9,30,61,60,50,31,20,16,27,6,293
UCL321066,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,16,11,11,16,7,8,3,8,0,77
UCL321067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15,14,13,3,0,9,4,0,68
UCL321068,0,0,6,0,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,3,0,0,0,5,0,0,3,10,41,86,61,39,31,22,16,15,10,326
UCL321069,3,0,4,3,5,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,11,23,62,36,38,24,11,8,21,11,237
UCL321070,0,0,6,0,3,3,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,11,24,55,57,29,26,11,8,13,6,229
UCL321071,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,22,41,45,30,27,10,19,14,6,205
UCL321072,0,0,4,4,4,0,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,23,39,60,42,29,14,20,21,3,254
UCL321073,5,0,11,3,0,0,0,7,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,4,10,37,61,58,40,27,7,10,44,3,283
UCL321074,0,0,3,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,24,24,24,37,10,10,9,16,6,164
UCL321075,8,0,4,8,6,6,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,61,84,85,60,50,25,19,24,3,411
UCL321076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,18,7,14,9,10,9,0,10,3,10,71
UCL321077,5,0,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,12,15,16,34,3,11,5,32,17,5,137
UCL321078,0,0,8,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,5,0,0,0,0,11,19,31,45,22,19,6,14,10,0,171
UCL321079,0,0,3,0,4,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,7,0,3,20,35,71,40,45,35,8,15,11,5,263
UCL321080,3,0,8,8,4,0,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,9,0,0,3,0,0,0,3,3,0,15,52,112,121,90,77,27,30,22,6,545
UCL321081,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,13,49,38,28,21,8,11,15,3,189
UCL321082,0,0,4,5,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,8,22,30,42,31,26,6,17,9,0,181
UCL321083,0,0,15,7,0,3,4,9,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,5,0,10,20,41,67,74,77,46,28,30,41,7,417
UCL321084,0,0,3,3,10,0,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,7,50,63,32,27,26,18,6,27,0,257
UCL321085,0,0,5,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,7,12,19,17,9,4,4,7,4,79
UCL321086,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,14,14,17,7,19,7,0,4,8,5,83
UCL321087,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,41,104,20,15,28,14,3,0,0,227
UCL321088,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,12,20,13,31,5,6,8,18,11,125
UCL321089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,8,7,0,5,12,4,0,53
