UCL_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
UCL214013,42,70,15,23,0,207,43,25,90,32,53,5,244,3,5,21,10,4,0,36,0,5,13,8,32,0,59,0,0,11,0,13,5,35,180,144,492,246,485,55,1606
UCL214014,26,54,27,24,3,153,23,15,67,74,106,13,290,0,0,3,0,4,0,9,0,3,5,10,27,0,46,0,0,4,0,24,10,45,62,53,215,228,657,78,1291
UCL214015,24,94,29,30,5,201,24,30,101,65,89,6,310,3,4,8,0,0,0,15,7,0,4,16,56,3,89,3,0,3,6,26,4,42,71,72,338,243,710,50,1489
UCL214016,22,81,20,38,0,176,21,18,102,74,150,10,380,0,0,7,0,4,0,14,0,0,0,8,52,4,63,0,0,6,6,34,19,58,51,58,302,230,851,77,1568
UCL214017,26,101,18,16,9,220,38,23,137,52,39,13,296,3,4,20,6,7,0,43,7,0,9,7,9,0,42,4,5,15,11,23,8,62,215,115,629,245,345,50,1603
UCL214018,27,88,37,39,0,255,56,37,120,103,113,11,439,5,3,15,12,14,4,53,3,5,17,21,65,0,106,8,0,9,15,26,10,69,218,118,537,450,918,73,2307
UCL214019,15,54,20,24,0,125,22,21,59,58,90,11,261,0,0,3,8,12,0,19,0,6,8,10,49,0,71,0,0,0,0,19,13,36,60,61,254,271,710,65,1420
UCL214020,12,54,14,22,5,115,23,18,86,82,146,10,358,0,0,8,12,11,0,28,0,0,3,8,23,0,30,7,0,5,3,10,10,35,63,52,269,238,664,65,1348
UCL214021,29,74,27,37,4,195,13,21,85,75,86,8,294,0,4,3,3,8,0,25,3,0,7,20,57,6,91,0,0,6,10,51,14,78,81,66,285,302,883,53,1661
UCL214022,28,54,27,39,0,164,29,19,130,92,179,21,471,0,0,11,4,15,0,34,0,6,11,16,77,3,115,6,0,4,10,28,10,62,81,75,353,289,985,87,1875
UCL215001,14,32,8,5,0,70,13,6,34,12,0,0,76,0,0,12,3,0,0,19,5,3,5,0,3,0,14,10,0,4,0,0,3,21,77,54,224,72,101,12,546
UCL215002,15,37,11,16,0,92,0,6,31,34,47,5,125,0,0,5,7,0,0,17,3,0,3,6,15,0,24,0,0,0,5,16,3,26,32,43,129,114,298,28,648
UCL215003,23,54,10,10,0,164,44,14,79,27,22,0,190,3,0,8,3,6,0,28,4,0,12,0,15,0,35,0,7,19,10,6,0,42,184,90,436,165,250,23,1146
UCL215004,12,20,6,0,0,40,13,3,13,11,14,0,57,0,0,3,0,10,0,13,0,0,0,7,7,0,10,0,0,0,6,3,0,13,45,29,94,75,174,17,430
UCL215005,5,8,0,5,0,21,0,5,9,15,17,0,51,0,0,0,0,0,0,3,0,0,0,0,8,0,15,0,0,0,4,3,5,12,16,10,44,40,118,15,237
UCL215006,28,33,9,18,0,102,11,8,41,29,36,8,134,0,0,6,0,6,0,10,0,0,5,9,11,0,27,4,0,7,4,10,4,24,56,56,183,124,368,27,818
UCL215007,21,65,11,9,4,134,12,10,49,35,19,5,121,4,0,11,4,7,0,21,0,0,0,0,9,0,18,0,0,5,4,9,0,28,77,63,309,146,242,24,867
UCL215008,17,32,10,8,0,87,9,22,50,37,37,0,166,0,0,4,0,0,0,0,0,0,5,7,15,0,33,0,0,3,3,12,0,24,40,53,160,142,360,17,766
UCL215009,0,4,0,3,0,20,3,0,9,8,12,6,35,0,0,0,0,0,0,0,0,0,0,3,4,0,11,0,0,0,0,6,0,11,3,7,30,27,113,7,184
UCL215010,11,51,14,18,0,127,9,6,45,21,20,5,109,0,0,7,3,9,0,13,0,0,0,5,25,8,40,0,0,3,12,11,4,26,69,30,213,157,365,33,859
UCL215011,7,6,6,4,0,25,4,7,7,14,21,0,61,0,0,0,0,3,0,3,0,0,0,0,9,0,9,0,0,0,0,5,3,6,13,13,31,56,122,12,254
UCL215012,44,60,12,14,0,157,42,25,76,51,62,8,258,8,7,8,3,0,0,24,6,0,5,0,21,0,27,0,0,9,0,6,6,25,128,116,353,164,344,35,1139
UCL215013,17,53,23,23,0,133,39,21,95,52,44,7,253,0,0,3,4,8,0,16,0,4,4,8,32,0,56,7,3,10,9,17,8,48,123,64,326,313,590,41,1454
UCL215014,10,13,3,9,0,35,0,8,15,14,20,0,66,0,0,0,0,0,0,4,0,0,0,6,16,0,25,0,0,4,0,10,8,20,14,22,48,51,242,22,391
UCL215015,17,43,8,0,0,84,12,12,42,21,14,0,96,3,0,9,7,4,0,17,0,0,5,0,18,0,26,4,0,3,5,10,0,24,62,50,270,154,284,21,856
UCL215016,12,39,25,22,0,109,7,11,43,52,65,7,186,0,0,4,9,6,0,13,0,0,3,11,43,0,53,0,0,7,7,36,3,52,43,41,183,206,648,41,1163
UCL215017,13,36,10,19,0,99,7,7,43,25,40,3,120,0,0,7,0,13,0,15,0,0,3,8,37,0,42,0,3,3,7,27,3,41,30,33,154,143,456,31,850
UCL215018,4,51,7,14,0,95,12,10,37,22,65,12,161,0,0,0,0,3,0,9,3,0,0,0,17,0,21,0,0,5,0,13,4,22,50,22,159,90,381,39,742
UCL215019,22,51,13,6,3,122,14,5,37,27,21,0,104,3,7,6,4,9,0,38,0,0,8,3,13,0,25,0,0,4,4,4,5,18,58,44,222,126,291,31,766
UCL215020,0,18,0,8,0,34,8,0,27,19,28,0,82,0,0,0,0,0,0,0,0,0,0,4,8,0,10,0,0,0,0,3,3,5,14,10,56,37,144,9,273
UCL215021,5,5,9,9,0,38,3,10,23,16,31,4,89,0,0,0,0,6,0,8,0,0,0,0,7,0,9,0,0,0,5,9,0,19,16,17,53,64,180,8,344
UCL215022,18,58,16,24,3,136,15,18,52,57,88,4,243,0,0,0,0,7,0,8,0,0,0,3,33,0,46,0,0,8,4,28,0,38,59,52,202,192,572,31,1102
UCL215023,6,10,9,14,0,38,7,0,13,6,30,6,61,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,5,0,12,8,8,43,43,226,14,347
UCL215024,0,25,8,5,0,39,5,4,15,16,23,4,65,0,0,0,0,6,0,4,0,0,0,0,14,0,14,0,0,0,5,12,3,22,18,17,71,57,192,25,378
UCL215025,5,8,3,3,0,17,4,9,9,15,16,4,49,0,0,0,0,0,0,3,0,0,0,0,12,0,14,0,0,0,7,8,4,18,12,15,40,50,149,19,286
UCL215026,3,8,3,4,0,30,8,10,9,11,16,3,47,0,0,0,0,5,0,7,0,0,0,4,9,0,18,0,0,0,0,10,0,10,17,12,38,46,140,12,267
UCL215027,9,14,4,9,0,36,5,8,31,19,24,3,81,0,0,0,4,0,0,0,0,0,0,0,22,0,25,0,0,0,0,4,0,5,13,23,55,52,139,10,295
UCL215028,16,21,8,15,0,73,13,12,43,42,38,6,153,0,0,3,5,6,0,25,3,4,0,11,37,0,49,0,0,0,0,18,0,22,47,41,146,143,329,12,719
UCL215029,17,36,12,6,0,108,33,21,68,48,37,4,207,0,0,10,5,9,0,33,4,0,7,4,17,0,40,0,0,13,8,18,10,47,149,75,392,230,309,37,1192
UCL215030,5,20,8,6,0,40,5,0,13,28,15,3,56,0,0,0,3,0,0,0,0,0,0,0,6,0,8,0,0,0,0,5,0,7,17,8,48,67,142,10,290
UCL215031,4,20,3,4,0,39,5,0,21,10,19,8,63,0,0,0,3,0,0,6,0,0,0,3,9,0,13,0,0,4,0,4,3,8,14,9,58,47,156,31,315
UCL215032,12,36,9,15,0,83,8,16,26,40,37,7,130,0,0,3,5,18,4,24,4,0,5,3,26,0,35,0,0,5,3,12,5,23,48,40,145,137,332,46,746
UCL215033,22,73,20,24,0,168,8,14,26,28,27,9,113,0,0,0,3,0,0,3,0,0,7,7,23,0,37,0,0,6,6,22,3,37,74,58,248,204,438,19,1047
UCL215034,0,8,3,0,0,23,4,7,20,11,20,0,65,0,0,3,0,0,0,12,0,0,0,0,10,0,17,0,0,0,0,3,0,6,19,8,59,38,128,7,263
UCL215035,7,31,3,9,6,60,5,12,16,19,21,0,72,0,0,3,3,6,0,10,0,0,4,0,34,0,35,0,0,3,0,14,4,21,23,28,100,77,285,11,524
UCL215036,8,31,5,0,0,58,4,4,23,17,18,0,68,0,0,0,0,3,0,12,0,0,0,0,21,0,23,0,0,0,7,12,0,20,22,12,106,60,186,10,394
UCL215037,0,4,0,9,0,25,3,8,14,20,24,0,61,0,0,5,0,5,0,12,0,0,3,0,15,0,19,0,0,3,0,8,4,20,8,15,49,70,209,17,368
UCL215038,6,12,4,0,0,29,0,5,7,14,22,4,56,0,0,0,0,3,0,4,4,0,0,0,21,0,31,0,0,4,5,4,8,19,27,13,57,52,198,20,363
UCL215039,0,12,0,3,0,20,0,0,12,15,30,3,61,0,0,0,0,0,0,3,0,0,0,0,17,5,19,0,0,0,0,8,0,10,6,3,42,41,170,15,282
UCL215040,7,3,3,5,0,18,0,5,6,8,36,0,59,0,0,0,0,0,0,3,0,0,0,0,9,0,11,0,0,0,0,4,0,9,3,12,19,24,182,11,255
UCL215041,8,37,11,19,0,90,11,13,35,30,58,6,154,0,0,0,0,6,0,3,0,0,0,3,29,0,36,0,0,3,4,14,0,22,32,27,156,146,446,31,837
UCL215042,5,14,14,8,0,57,4,4,13,17,24,0,63,0,0,3,3,6,0,10,0,0,0,8,14,3,27,0,0,0,0,10,3,16,26,22,72,85,213,14,433
UCL215043,15,27,14,30,0,91,3,7,51,38,64,6,178,0,0,6,3,9,0,18,0,0,4,8,45,0,58,0,0,10,8,30,5,53,21,31,136,165,627,41,1019
UCL215044,7,30,3,10,4,68,14,9,32,24,45,10,134,0,0,0,0,4,0,9,0,0,6,9,24,4,40,0,0,0,0,3,5,13,39,30,126,85,279,25,581
UCL215045,15,36,23,21,0,103,12,16,48,54,78,6,210,0,0,5,0,6,0,11,0,0,3,3,42,0,57,0,0,5,5,15,10,41,45,43,171,186,519,34,1000
UCL215046,11,30,7,14,0,78,9,9,28,19,19,0,84,0,0,3,4,0,0,3,0,0,5,12,23,0,35,0,0,5,4,6,3,11,36,28,135,101,253,13,569
UCL215047,14,27,6,9,0,55,4,11,19,45,26,5,109,0,0,0,0,9,0,9,0,0,4,9,43,3,56,0,4,0,0,13,8,25,9,24,79,127,408,22,678
UCL215048,6,21,9,13,0,56,5,6,9,27,31,4,81,0,0,0,0,4,0,12,0,0,0,14,21,3,36,0,0,0,0,22,4,24,14,12,70,100,297,28,526
UCL215049,0,18,3,0,0,29,7,10,14,10,9,0,49,0,0,8,0,0,0,8,0,0,0,0,0,0,5,0,0,3,0,3,0,15,43,18,147,68,120,17,417
UCL215050,20,65,12,6,0,150,27,16,70,18,15,5,148,5,4,10,3,3,4,30,4,0,11,5,12,0,35,6,3,15,0,12,5,39,182,75,410,142,240,32,1086
UCL215051,24,59,15,32,4,155,23,17,60,59,91,3,249,3,0,3,6,11,0,20,4,0,4,0,51,0,64,0,0,3,3,25,3,30,67,55,228,174,658,36,1216
UCL215052,9,12,9,3,0,48,10,3,27,12,17,5,77,0,0,7,0,3,0,11,0,0,5,5,9,0,15,3,0,5,0,6,4,20,59,26,111,55,141,20,407
UCL215053,26,64,31,20,0,166,21,11,57,44,45,14,190,5,3,0,11,5,0,22,0,7,8,10,38,0,64,0,0,0,4,14,10,34,68,61,273,243,576,49,1261
UCL215054,8,17,8,18,5,49,0,5,16,18,47,6,97,0,0,0,0,3,0,3,0,0,0,0,16,0,21,0,0,0,0,10,4,20,5,11,51,60,290,27,456
UCL215055,3,14,9,4,0,45,7,3,29,33,21,0,93,0,0,0,4,0,0,8,0,0,3,3,14,0,20,0,0,4,0,8,0,12,35,15,115,94,162,12,443
UCL215056,3,10,8,4,0,28,0,7,15,25,45,3,96,0,0,3,4,0,0,9,0,0,5,3,17,0,22,0,0,3,4,10,0,16,8,17,63,71,233,11,399
UCL215057,15,41,9,13,3,87,16,13,37,24,37,9,125,0,4,3,0,3,0,9,0,0,0,5,16,0,28,0,0,6,0,10,0,25,29,26,129,94,238,19,539
UCL215058,0,8,5,8,0,26,4,5,14,20,16,0,59,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,6,0,0,0,0,10,4,54,45,136,3,255
UCL215059,24,51,13,18,0,128,11,15,30,21,33,9,113,3,4,12,11,17,0,58,0,0,3,0,8,0,8,0,0,0,0,5,7,14,73,53,212,109,270,22,745
UCL215060,7,31,3,18,0,65,7,9,59,42,46,9,182,0,0,0,0,3,0,6,0,0,3,5,22,0,31,0,0,3,4,14,0,24,29,28,160,138,397,38,792
UCL215061,12,28,6,8,3,61,3,3,22,15,27,3,85,0,0,8,0,0,0,6,0,0,0,3,11,0,17,0,0,3,5,4,6,15,16,23,103,81,269,26,518
UCL215062,8,21,11,7,0,48,3,6,28,24,28,7,91,0,0,0,0,4,0,4,0,0,0,3,16,0,20,0,0,0,0,18,4,26,16,16,75,62,205,16,389
UCL215063,8,19,4,14,0,49,0,4,13,18,15,0,51,0,0,0,3,0,0,3,0,0,0,4,8,0,20,0,0,0,0,13,0,12,13,12,50,73,153,7,315
UCL215064,6,26,6,19,0,68,12,8,53,26,60,8,163,0,0,0,0,0,0,4,0,0,3,3,19,0,20,0,0,0,0,12,5,20,26,18,113,84,271,26,529
UCL215065,11,36,14,21,4,98,9,16,62,51,73,8,210,0,0,4,0,4,0,10,0,0,0,5,41,0,49,0,0,5,4,22,9,38,28,35,169,155,465,52,906
UCL215066,5,17,3,12,0,34,6,4,18,26,45,5,107,0,0,3,0,0,0,5,0,0,0,0,13,0,11,0,0,0,0,3,5,11,20,12,60,53,191,22,356
UCL215067,4,23,0,6,0,36,3,0,16,11,21,0,58,0,0,0,0,0,0,0,0,0,3,3,10,0,10,0,0,0,0,4,4,8,17,7,58,35,131,11,254
UCL215068,14,31,14,16,3,88,19,11,50,50,61,6,191,0,0,3,3,6,0,9,0,0,4,7,9,3,27,0,0,0,3,4,6,17,47,41,141,150,345,27,753
UCL215069,16,64,11,3,0,115,37,24,94,47,34,7,236,0,0,5,3,10,0,17,3,0,5,3,6,0,19,0,0,8,5,0,3,26,99,60,351,181,324,45,1059
UCL215070,9,31,15,7,4,62,6,5,19,31,51,0,114,0,0,0,3,0,0,5,0,0,7,0,23,0,35,0,0,4,0,15,9,41,20,19,94,114,411,39,693
UCL215071,25,59,25,26,5,165,17,20,64,38,48,6,195,0,0,10,8,9,0,19,0,0,0,7,45,0,59,4,0,9,4,22,8,44,98,78,330,242,569,46,1359
UCL215072,3,16,0,9,0,34,4,0,13,8,13,0,40,0,0,0,0,0,0,4,0,0,3,0,11,4,14,0,0,5,7,12,21,40,17,9,90,68,136,55,379
UCL215073,13,36,7,12,0,68,3,11,27,31,67,6,138,0,0,0,3,3,0,10,4,0,3,6,23,0,32,0,0,0,6,15,12,28,15,28,102,92,333,34,604
UCL215074,41,84,28,33,0,204,11,24,65,53,61,5,224,0,0,10,0,11,0,14,0,0,10,13,72,0,97,0,0,6,9,38,8,67,79,89,360,301,855,29,1717
UCL215075,10,7,12,9,0,29,3,3,20,4,25,0,61,0,0,0,0,0,0,0,0,0,0,0,16,5,21,0,0,0,0,4,0,10,12,16,43,41,202,13,321
UCL215076,13,24,8,14,0,69,10,4,24,20,39,0,109,3,0,0,0,0,0,3,0,0,3,4,22,0,27,0,0,0,0,11,4,20,41,34,149,120,335,24,691
UCL215077,7,33,8,8,0,59,9,4,27,20,17,0,94,0,0,6,0,9,0,13,0,0,5,4,7,0,19,0,0,0,0,6,3,7,29,21,131,105,186,11,489
UCL215078,9,30,11,17,0,77,0,5,21,37,41,0,109,0,0,0,3,5,0,7,0,0,4,7,38,0,49,0,0,5,7,16,8,32,25,18,106,121,377,15,674
UCL215079,3,13,4,8,0,41,7,10,33,33,51,7,129,0,0,0,0,4,0,5,0,0,4,0,17,4,23,0,0,3,0,10,0,13,14,17,85,84,255,29,479
UCL215080,9,28,12,22,0,77,0,7,25,32,54,3,125,0,0,0,5,0,0,7,0,0,4,0,27,0,32,0,0,4,0,17,4,27,20,24,111,107,377,24,663
UCL215081,28,66,8,17,0,134,21,19,68,79,64,10,254,0,0,4,4,7,0,11,0,0,8,10,39,0,64,3,0,4,5,12,3,27,73,61,289,244,524,32,1225
UCL215082,13,42,15,13,0,95,10,12,43,22,53,3,141,0,0,0,0,4,0,3,3,0,0,4,27,0,37,0,4,10,3,23,4,44,27,56,165,125,400,15,797
UCL215083,9,15,3,6,0,44,9,3,22,25,55,8,127,0,0,4,0,4,0,9,0,0,0,7,25,0,32,0,0,5,3,6,3,20,23,29,94,84,277,24,525
UCL215084,0,9,8,7,0,20,4,4,17,17,36,0,78,0,0,0,0,7,0,4,0,0,0,3,15,0,21,0,0,0,0,11,6,20,5,6,50,54,190,20,320
UCL215085,3,19,9,4,0,42,4,0,10,14,22,0,54,0,0,0,4,3,0,6,0,0,0,0,11,0,12,0,0,0,0,13,0,14,7,10,69,62,235,9,390
UCL215086,27,58,15,29,0,148,16,13,80,49,58,5,215,0,0,0,3,7,0,10,0,0,5,4,39,0,50,0,0,0,14,26,3,37,57,62,231,172,543,34,1101
UCL215087,12,10,12,18,0,57,3,9,7,20,28,3,72,0,0,0,0,0,0,7,0,0,3,3,29,0,36,0,0,8,0,8,3,20,26,25,75,95,320,25,558
UCL215088,17,27,14,3,6,89,6,8,28,25,30,0,105,0,0,8,4,0,0,14,4,0,0,3,14,0,21,0,0,4,7,6,8,34,63,38,123,105,185,14,524
UCL215089,12,21,9,13,0,61,7,9,37,33,74,8,165,0,0,0,0,5,0,6,0,0,9,0,19,0,25,0,0,0,0,13,8,22,16,25,93,88,293,27,549
UCL215090,13,23,19,6,0,68,5,10,41,21,42,5,129,0,0,5,4,5,0,5,0,0,0,3,17,0,22,4,0,5,3,18,0,27,26,30,122,108,310,22,614
UCL215091,3,22,4,6,0,51,11,6,30,20,9,0,78,0,0,4,0,0,0,10,0,0,7,8,13,0,29,5,0,7,9,7,0,25,48,25,204,108,223,6,617
UCL215092,31,85,13,26,0,234,58,38,91,37,45,8,284,9,3,4,5,6,0,32,4,0,13,14,17,0,46,3,0,14,0,15,0,45,299,145,551,225,358,27,1600
UCL215093,12,46,30,28,0,133,10,16,49,62,79,4,224,4,0,4,4,7,0,26,3,0,13,12,89,3,121,0,0,0,5,33,3,43,34,47,190,250,857,45,1423
UCL215094,4,14,6,4,0,33,10,5,12,12,17,0,56,0,0,0,0,0,0,0,0,0,0,5,11,0,15,0,0,0,3,5,3,9,23,14,58,57,144,7,297
UCL215095,3,4,5,11,0,16,3,8,12,21,41,0,84,0,0,0,0,0,0,5,0,0,0,0,5,0,13,0,0,0,4,17,0,20,5,15,30,50,207,0,313
UCL215096,20,36,19,13,0,94,10,6,35,32,29,3,112,0,0,0,4,6,0,17,0,0,4,8,34,0,54,0,0,0,4,15,13,37,39,39,160,155,397,35,824
UCL215097,17,38,19,22,0,105,3,10,32,23,50,4,130,0,0,8,7,14,0,22,0,0,0,6,32,0,42,0,0,0,4,29,12,49,32,36,132,160,532,33,926
UCL215098,5,17,4,10,0,49,4,7,17,22,30,6,87,0,0,4,4,4,0,12,0,0,0,0,19,0,21,3,0,0,0,12,0,10,24,11,74,74,222,10,417
UCL215099,11,23,4,0,0,42,6,7,22,25,31,3,80,0,0,0,0,3,0,3,0,0,5,0,11,0,15,0,0,0,0,9,3,18,10,21,67,56,182,27,355
UCL215100,6,18,7,6,0,45,6,8,19,15,14,0,63,0,0,0,0,4,0,4,0,0,0,0,10,0,10,0,0,0,3,5,0,7,15,13,63,60,144,12,308
UCL221001,0,7,3,9,0,25,0,0,17,13,14,4,49,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,6,0,7,4,4,38,35,148,15,241
UCL221002,0,16,3,7,0,28,0,0,11,10,10,0,34,0,0,0,0,0,0,3,0,0,3,0,6,0,5,0,3,0,0,3,0,4,20,7,56,45,138,5,265
UCL221003,0,9,4,3,0,19,3,4,0,11,14,5,33,0,0,0,0,4,0,0,0,0,0,0,10,0,10,0,0,0,0,3,0,5,7,10,14,30,104,13,170
UCL221004,5,26,0,9,0,46,5,8,25,11,11,0,63,0,0,0,4,0,0,3,0,0,0,0,21,0,22,0,0,0,0,4,0,11,37,26,127,62,163,12,423
UCL221005,4,5,0,5,3,25,5,3,17,11,8,0,39,0,0,0,0,0,0,3,0,0,0,0,7,0,10,0,0,0,0,0,0,0,8,4,63,31,81,7,200
UCL221006,8,10,8,4,0,27,3,3,26,0,12,3,50,0,0,5,3,0,0,8,0,0,0,3,7,0,9,0,0,0,0,0,0,0,8,15,68,34,83,10,228
UCL221007,5,13,0,6,0,30,4,3,7,9,7,0,35,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,6,17,4,32,30,67,11,158
UCL221008,4,10,0,3,0,24,0,0,18,5,11,0,44,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,5,5,9,6,7,46,26,80,7,179
UCL221009,3,15,0,3,0,26,3,0,10,6,14,4,32,0,0,4,3,0,0,5,0,0,0,0,8,0,12,0,0,0,0,4,0,7,5,10,43,30,89,13,189
UCL221010,5,3,0,4,0,14,4,0,15,10,17,0,44,0,0,0,0,3,0,6,0,0,0,0,8,0,11,0,0,0,0,0,0,0,6,9,36,32,92,10,179
UCL221011,3,17,0,0,0,32,4,4,15,8,11,0,45,0,0,5,0,3,0,7,0,0,0,0,6,0,6,0,0,0,0,0,0,3,22,11,66,30,115,3,247
UCL221012,6,4,6,3,0,17,3,5,8,5,3,0,29,0,0,0,0,4,0,4,0,0,0,4,7,0,15,0,0,0,0,0,0,3,5,11,36,33,62,13,165
UCL221013,0,13,3,4,0,18,0,3,4,10,14,3,29,0,0,0,0,0,0,3,0,0,0,3,3,0,6,0,0,0,3,9,0,9,7,6,40,35,100,7,191
UCL221014,4,16,4,8,0,36,12,3,25,12,9,4,70,0,0,5,0,0,0,7,0,0,5,3,3,0,15,0,0,0,4,0,0,5,27,15,91,52,125,11,311
UCL221015,5,9,0,0,0,20,0,0,5,5,7,0,20,0,0,5,3,3,0,4,0,0,0,0,4,0,4,0,0,0,0,3,0,4,14,10,59,26,63,5,180
UCL221016,0,17,9,3,0,37,3,7,24,18,22,7,83,0,0,0,0,0,0,4,0,0,0,3,13,0,15,0,0,0,0,9,0,10,21,14,68,68,171,10,346
UCL221017,3,10,3,8,0,24,0,3,11,17,19,5,53,0,0,0,0,0,0,7,0,0,0,0,9,0,15,0,0,4,0,6,0,10,4,11,28,48,131,8,236
UCL221018,4,18,4,8,0,40,0,0,14,9,9,0,32,0,0,0,5,0,0,6,0,0,0,0,9,0,9,0,0,0,0,3,0,4,10,7,50,31,108,13,221
UCL221019,6,17,10,0,0,50,0,0,14,7,15,0,45,0,0,0,0,0,0,4,0,0,0,0,4,0,5,0,0,0,0,5,3,8,26,8,56,40,82,7,223
UCL221020,0,7,5,3,6,18,0,0,8,15,20,0,42,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,4,0,4,5,0,32,35,98,6,171
UCL221021,4,9,4,4,0,28,5,11,18,16,19,0,63,0,0,0,0,0,0,6,0,0,0,4,6,0,10,0,0,0,0,7,0,7,9,10,34,39,132,8,236
UCL221022,3,13,4,4,0,27,0,5,6,6,0,3,22,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,6,11,12,60,27,71,11,184
UCL221023,0,4,0,0,0,5,5,0,0,6,8,0,17,0,0,0,0,0,0,4,0,0,0,0,5,0,5,0,0,0,0,0,0,6,5,0,15,27,50,4,102
UCL221024,4,16,0,7,0,41,0,3,23,9,15,0,57,0,0,0,0,0,0,0,3,0,3,4,9,0,21,0,0,0,0,3,0,7,24,15,59,31,126,10,271
UCL221025,5,10,0,5,0,19,7,9,15,3,10,0,45,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,4,9,13,40,29,62,5,154
UCL221026,4,5,0,8,0,26,5,3,8,6,12,0,32,0,0,0,0,3,0,3,0,0,0,0,4,0,6,0,0,0,0,5,0,6,7,10,24,27,88,0,158
UCL221027,6,6,0,0,0,18,6,3,7,9,11,0,28,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,4,0,5,8,12,20,20,81,4,146
UCL221028,0,9,0,0,0,13,10,0,10,7,0,3,27,0,0,5,0,0,0,8,0,0,0,0,0,0,4,0,0,4,0,0,0,7,36,13,111,39,44,10,252
UCL221029,3,19,4,4,0,26,0,0,14,7,12,0,32,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,4,11,7,14,43,31,134,13,239
UCL221030,0,0,4,0,0,10,0,0,6,8,10,0,20,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,3,20,17,45,4,89
UCL221031,3,12,0,3,0,35,8,6,13,9,10,0,32,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,8,0,8,18,14,55,42,100,6,232
UCL221032,0,8,0,0,0,22,3,0,8,8,14,0,34,0,0,0,6,0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0,0,11,3,33,36,59,4,155
UCL221033,3,7,0,0,0,18,0,0,5,5,13,3,27,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,6,3,3,23,13,58,4,111
UCL221034,4,10,13,12,0,31,3,4,0,9,8,0,28,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,4,7,0,11,7,13,49,49,150,17,279
UCL221035,7,4,0,9,0,20,0,0,7,13,7,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,5,0,7,4,7,20,28,77,0,128
UCL221036,7,13,6,3,0,33,0,5,19,4,6,0,33,0,0,0,3,4,0,6,0,0,0,0,6,0,11,0,0,0,3,0,0,3,19,25,72,50,124,10,298
UCL221037,3,19,0,8,0,31,0,0,9,11,13,0,31,0,0,0,0,0,0,0,0,0,0,0,6,0,14,0,0,0,0,0,0,3,3,9,43,28,87,4,171
UCL221038,6,7,13,8,0,24,5,4,12,15,7,4,48,0,0,0,0,0,0,0,0,0,0,0,12,0,17,4,0,0,0,3,3,10,18,12,53,63,160,10,309
UCL221039,0,13,0,7,0,28,4,3,7,8,14,0,40,0,0,0,0,4,0,8,0,3,0,4,11,0,17,0,0,0,0,0,5,4,10,11,37,37,126,13,228
UCL221040,5,10,0,10,0,34,3,3,10,10,12,0,37,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,3,0,3,7,11,34,29,100,7,189
UCL221041,3,9,6,5,0,16,0,0,7,17,16,0,42,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,3,4,11,8,6,38,47,128,4,231
UCL221042,0,3,5,8,0,8,0,0,4,3,9,0,24,0,0,0,0,0,0,0,0,0,0,3,6,0,9,0,0,0,0,3,4,7,0,0,26,25,75,9,140
