UCL_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
UCL222094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,40,96,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,63,48,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,9,0,0,0,67,56,124
UCL222095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,27,64,5,0,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,46,27,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,12,12,0,0,0,52,44,98
UCL222096,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,67,61,130,3,0,9,7,0,7,0,0,0,0,0,0,0,0,0,0,0,3,79,66,145,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,28,46,13,17,24,0,0,0,112,112,220
UCL222097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,44,105,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,62,45,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,33,6,18,18,0,0,5,87,84,172
UCL222098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,43,93,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,58,48,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,36,6,20,29,0,0,0,85,88,172
UCL222099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,22,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,27,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,5,9,13,0,0,0,46,43,87
UCL222100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,22,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,29,26,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,3,0,7,0,0,0,34,31,64
UCL222101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,35,74,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,39,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,16,8,6,8,0,0,0,52,55,109
UCL222102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,52,112,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,56,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,20,13,24,38,0,0,0,94,92,186
UCL222103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,18,51,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,36,21,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,38,7,8,17,0,0,0,65,48,115
UCL222104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,34,95,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,65,42,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,5,8,12,5,0,5,71,55,128
UCL222105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,36,85,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,52,40,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,3,6,0,0,0,60,47,108
UCL231001,196,124,319,245,131,371,26,12,36,11,15,23,41,25,63,65614,52609,118223,3644,3649,7290,2810,79,2892,716,149,866,342,107,451,980,457,1445,5227,3049,8272,79845,60404,140252,18,11,31,0,0,0,9,3,13,116,56,173,20,18,34,16,6,15,176,91,266,0,0,0,0,0,0,21,15,39,21,46,62,10,11,17,56,72,122,832,309,1144,1062,472,1530,47,27,71,5,4,13,88,15,99,134,51,184,21680,23657,45335,8037,13109,21144,1220,1056,2273,111976,98750,210724
UCL279997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,15
UCL299994,20,8,28,21,11,29,0,0,0,8,12,24,4,0,12,476,265,736,49,31,82,14,0,12,9,0,9,15,10,18,15,9,22,70,74,144,696,412,1107,12,0,10,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,11,5,19,0,0,0,3,0,3,0,0,0,0,0,3,0,5,5,5,4,6,7,0,9,24,15,36,0,7,7,0,0,0,0,0,0,0,5,5,162,151,311,131,181,310,18,7,22,1022,771,1797
UCL301001,12093,12720,24816,12968,17474,30446,745,686,1433,37,30,74,1903,1994,3901,341458,282407,623870,18949,27955,46907,6921,171,7088,7539,887,8421,6692,2107,8798,4018,1874,5895,12469,13087,25555,425801,361404,787202,1902,2296,4201,8,5,20,26,18,49,2473,2545,5013,449,693,1139,630,281,917,5495,5841,11338,162,175,335,4,11,15,875,1150,2022,402,1016,1414,390,398,792,1833,2747,4575,4263,2435,6701,11586,11026,22611,980,1186,2165,281,331,608,198,90,287,1457,1606,3060,93952,108144,202097,47817,76915,124731,2371,1955,4331,582995,561045,1144039
UCL302001,864,767,1631,797,1147,1940,50,18,66,633,1011,1640,284,330,619,98881,87610,186496,4945,6748,11686,1797,38,1835,1484,198,1681,1393,591,1991,1116,512,1626,2778,3194,5975,115024,102168,217193,185,200,389,0,0,0,48,62,107,309,234,543,42,61,101,58,22,85,650,569,1224,12,0,7,176,292,471,55,45,96,46,109,155,48,41,94,333,491,826,1185,923,2107,2168,1987,4154,203,234,439,82,109,191,56,32,88,339,381,714,17624,23024,40650,12418,19996,32416,685,670,1358,148264,148232,296490
UCL302002,96,44,142,518,580,1103,20,9,30,0,0,0,76,81,159,41942,39689,81631,2204,3002,5205,751,18,769,604,71,679,842,422,1267,605,234,837,1195,1478,2673,48859,45638,94499,12,15,19,0,0,0,0,0,0,82,53,142,7,4,11,7,4,5,103,73,180,8,0,9,0,0,0,28,29,48,35,68,101,25,20,47,93,115,210,485,248,733,680,437,1114,13,12,28,29,12,44,30,12,42,74,39,115,8909,11472,20379,6207,9552,15761,303,300,602,65037,67435,132470
UCL303001,4,7,11,362,383,740,22,16,35,6,0,3,103,108,210,21825,20509,42337,1540,2165,3702,367,11,375,402,66,471,615,254,872,539,201,737,859,883,1741,26636,24604,51241,0,0,0,0,0,0,0,0,0,14,6,18,0,0,0,0,0,0,14,4,19,0,3,7,0,0,0,14,9,16,24,70,94,30,18,47,70,98,168,314,218,533,395,322,716,0,3,5,22,24,50,30,9,32,51,37,87,3577,5053,8635,5214,6925,12132,190,155,345,36069,37086,73155
UCL303002,7,5,14,78,91,166,0,3,3,0,0,0,143,181,329,17791,16611,34404,1297,1815,3118,251,3,261,246,27,269,249,77,322,155,83,237,673,619,1294,20905,19525,40426,0,3,3,0,0,0,0,0,0,5,4,14,0,0,0,0,0,0,8,6,19,0,0,0,0,0,0,15,7,24,4,14,20,12,14,23,34,36,72,216,150,367,258,195,453,5,3,7,7,9,22,13,0,18,24,18,42,1375,1888,3266,1783,2951,4739,95,110,209,24444,24688,49134
UCL303003,10,0,12,452,297,752,29,5,30,0,0,3,110,133,243,30279,30098,60376,1962,2712,4678,450,18,467,748,85,837,661,224,890,557,174,730,1011,830,1848,36281,34585,70864,0,0,0,0,0,0,0,0,0,3,5,11,5,0,5,0,0,0,5,9,18,0,0,0,0,0,0,27,13,35,17,36,52,30,20,52,70,72,147,432,254,690,509,338,849,0,4,3,27,13,43,33,18,47,62,34,94,1605,2430,4032,3704,5114,8814,177,127,304,42335,42629,84967
UCL311001,5,0,5,69,41,107,0,0,7,0,0,0,22,36,60,7534,7480,15017,683,836,1520,150,0,153,140,11,151,107,27,132,62,29,88,184,218,401,8950,8691,17634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,12,0,4,4,4,4,3,12,3,16,93,37,130,104,45,150,0,0,0,4,3,6,0,0,0,3,0,7,280,489,770,794,1188,1977,63,57,116,10189,10472,20659
UCL311002,4,0,5,48,18,63,6,5,9,0,0,0,16,23,40,6490,7034,13520,473,673,1143,145,6,149,116,13,125,113,60,167,73,24,103,194,223,423,7678,8074,15750,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,3,0,3,0,0,0,3,0,4,7,6,12,0,0,0,9,7,18,92,70,161,111,77,183,0,0,0,0,3,4,6,3,6,10,4,17,540,810,1349,878,1285,2155,59,75,137,9270,10323,19593
UCL311003,7,0,7,391,147,538,17,0,14,0,0,0,58,67,126,14867,13686,28550,1078,1161,2236,186,4,193,190,14,204,197,57,264,102,63,163,287,381,670,17376,15594,32968,0,0,0,0,0,0,0,0,0,4,5,4,0,0,0,0,0,0,3,5,9,0,0,0,0,0,0,40,3,45,12,13,21,0,4,9,49,21,77,149,84,236,209,107,312,3,5,3,10,3,13,15,5,21,23,15,38,549,1083,1632,2120,2246,4368,90,77,168,20360,19122,39485
UCL311004,7,0,4,192,70,264,6,0,8,0,0,0,59,85,141,10522,9969,20487,890,1075,1969,176,0,176,147,17,160,132,34,161,83,37,124,375,360,740,12585,11649,24234,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,4,4,5,0,0,0,0,0,0,33,10,42,8,8,18,3,4,8,45,20,65,119,79,196,168,105,267,0,0,0,8,4,9,4,0,4,16,4,22,454,766,1222,1471,1843,3312,62,48,108,14759,14406,29163
UCL312001,10,13,28,14,9,29,0,0,0,0,0,0,0,3,5,1829,1707,3535,108,170,279,62,3,64,32,0,37,22,17,42,38,11,47,61,78,135,2175,2017,4200,3,5,11,0,0,0,0,0,0,16,21,39,0,6,3,0,0,0,22,31,53,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,6,24,13,39,49,48,102,4,4,8,3,0,6,0,0,0,3,5,9,418,533,949,313,415,729,39,31,63,3001,3043,6047
UCL312002,5,0,9,54,15,67,31,10,41,0,0,0,20,25,51,6066,5223,11284,405,468,876,51,3,56,147,8,150,66,16,78,52,20,72,172,160,330,7067,5946,13012,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,4,6,10,19,3,24,0,0,0,7,0,17,3,7,11,0,0,0,30,9,47,217,70,282,255,90,340,0,0,0,99,14,119,3,0,4,101,13,124,183,401,586,927,885,1811,32,23,55,8570,7360,15928
UCL312003,3,0,4,16,12,30,0,0,0,0,0,0,13,14,23,2425,2391,4816,208,276,489,56,3,55,66,4,72,82,15,95,22,9,33,138,138,273,3020,2865,5887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,4,3,32,23,51,35,23,58,0,0,0,0,0,0,0,0,0,0,0,0,128,210,337,326,489,813,31,29,54,3543,3612,7152
UCL312004,7,8,15,45,27,72,0,0,0,0,0,0,5,18,22,3350,3087,6438,180,220,398,76,0,76,54,3,55,22,3,28,38,13,59,64,103,164,3846,3489,7334,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,4,0,0,0,0,0,0,3,0,5,4,10,14,4,0,3,10,9,21,33,16,49,49,26,72,0,0,3,3,3,3,0,0,0,5,4,6,336,499,829,473,697,1176,32,25,63,4739,4742,9481
UCL313001,0,0,0,55,50,100,32,34,61,0,0,0,18,16,33,1708,1533,3244,142,181,325,29,3,31,36,11,43,37,18,54,54,17,67,137,193,324,2238,2055,4296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,5,8,0,3,3,9,12,20,68,41,112,75,49,130,0,0,0,4,4,3,11,0,11,13,4,12,151,288,436,351,343,695,14,23,33,2841,2752,5598
UCL313002,0,0,0,13,10,23,0,0,0,0,0,0,4,0,7,1869,1878,3744,113,151,262,29,0,31,25,0,25,13,12,21,19,3,27,38,55,88,2118,2112,4232,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,5,0,8,14,5,19,24,14,34,0,0,0,3,0,3,0,0,0,3,0,3,151,231,381,223,323,546,7,0,12,2524,2679,5203
UCL313003,0,0,0,26,9,36,6,0,6,0,0,0,0,3,3,2025,1857,3879,185,162,348,63,0,63,28,10,32,44,6,48,21,5,24,104,105,212,2487,2163,4652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,4,5,0,0,0,0,0,0,7,4,9,22,13,39,29,18,49,0,0,0,4,0,4,0,0,0,4,0,4,81,170,258,222,328,554,16,9,23,2843,2692,5538
UCL313004,0,0,0,281,34,313,0,0,0,0,0,0,14,13,30,2616,2400,5013,255,245,500,48,3,50,26,3,32,33,20,51,31,8,42,110,120,226,3416,2841,6251,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,40,0,36,0,0,0,4,0,4,39,0,40,34,23,58,76,25,102,0,0,0,0,0,0,0,0,0,0,0,0,88,200,290,417,405,830,15,13,31,4011,3494,7505
UCL313005,0,0,0,42,19,61,0,0,0,0,0,0,0,0,5,1748,1802,3551,176,149,327,74,3,72,19,5,21,12,0,12,17,8,27,27,34,60,2116,2009,4131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,10,0,10,25,15,39,36,22,50,0,0,0,0,0,0,4,0,4,8,0,8,54,125,173,329,374,700,11,16,29,2549,2542,5094
UCL313006,0,0,0,23,19,39,0,5,5,0,0,0,12,18,28,2635,2494,5127,220,237,458,65,0,68,35,0,36,18,4,19,25,11,39,90,87,174,3121,2876,5999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,3,5,3,22,15,35,25,18,45,3,0,4,3,0,3,0,0,0,7,0,14,130,252,385,333,475,808,22,24,43,3638,3646,7283
UCL313007,0,0,0,5,6,7,0,0,0,0,0,0,0,0,0,1839,1633,3471,101,126,226,35,0,35,24,0,24,15,6,15,16,0,16,18,31,51,2053,1792,3846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,12,4,16,18,8,24,0,0,0,0,0,0,0,0,0,0,0,5,188,271,467,231,340,579,4,0,7,2499,2423,4917
UCL313008,5,0,0,51,7,58,0,0,0,0,0,0,6,7,13,1506,1440,2942,139,180,317,31,0,31,30,6,30,30,11,38,13,9,22,84,73,158,1896,1716,3614,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,6,0,0,0,3,3,9,8,4,11,17,12,27,27,15,43,0,0,0,0,0,0,0,0,0,4,0,4,63,94,160,176,234,413,9,14,27,2174,2080,4249
UCL313009,0,0,0,15,9,21,0,0,0,0,0,0,26,33,61,3340,2982,6320,311,382,690,47,0,46,99,0,104,62,14,78,27,18,47,194,189,379,4107,3638,7745,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,6,0,6,0,0,0,3,0,6,13,0,9,46,43,84,56,45,103,0,0,0,0,0,0,4,3,3,4,9,6,42,129,172,492,394,885,45,21,62,4738,4231,8965
UCL313010,0,0,0,3,5,10,0,0,0,0,0,0,19,14,33,2059,1889,3949,197,209,408,70,0,75,29,0,30,27,5,33,13,8,19,110,100,202,2527,2230,4757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,10,39,24,12,38,0,0,0,0,0,0,3,0,0,3,0,0,88,184,271,225,346,577,20,20,39,2897,2792,5688
UCL313011,0,3,10,4,14,20,0,0,0,0,0,0,3,0,3,1627,1338,2962,77,110,188,25,0,25,25,0,27,0,0,0,16,3,21,8,25,32,1796,1495,3288,4,10,8,0,0,0,0,0,0,10,8,18,3,6,3,0,0,0,14,17,29,0,0,0,0,0,0,3,6,7,0,0,0,0,0,0,5,10,8,17,12,29,37,32,69,0,4,6,0,0,0,0,0,0,3,4,4,103,229,334,159,253,409,3,5,17,2105,2021,4128
UCL313012,0,0,0,88,45,128,4,5,5,0,0,0,7,14,12,2865,2900,5763,231,241,475,42,0,45,17,6,24,26,4,29,37,11,44,84,84,162,3397,3303,6705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,13,0,0,0,0,0,0,14,3,17,33,21,50,43,21,63,0,0,0,5,0,5,3,0,5,11,0,6,203,359,559,637,643,1279,22,32,48,4304,4363,8667
UCL314001,0,0,0,21,3,27,3,0,3,0,0,0,0,0,4,933,948,1886,101,109,206,22,0,23,15,0,16,10,9,17,17,6,19,66,75,144,1181,1157,2338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,9,15,9,23,18,11,28,0,0,0,0,0,0,0,0,0,0,4,3,65,121,184,136,180,319,14,4,19,1418,1469,2893
UCL314002,0,0,0,79,24,105,0,0,0,0,0,0,0,8,6,1311,1217,2530,130,151,282,57,0,57,16,4,11,26,7,24,22,6,26,69,72,140,1706,1490,3191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15,8,18,15,8,23,0,0,0,0,0,0,0,0,0,5,0,4,41,109,144,114,177,290,23,20,39,1901,1799,3696
UCL314003,0,0,0,0,3,5,0,0,0,0,0,0,0,4,4,1095,932,2028,63,79,143,47,3,47,14,0,15,10,0,10,16,3,14,24,27,57,1261,1060,2325,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,4,11,7,19,18,10,25,0,0,0,0,0,0,0,0,6,0,0,6,72,148,216,117,213,330,13,17,31,1486,1437,2929
UCL314004,10,13,25,12,0,9,0,0,0,0,0,0,0,0,0,895,851,1750,47,47,93,24,0,24,16,0,16,7,7,11,16,3,17,23,27,47,1048,942,1993,4,3,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,6,6,15,14,15,24,3,0,5,0,0,0,0,0,0,3,6,6,78,143,216,131,189,322,9,8,15,1282,1298,2581
UCL314005,0,0,0,21,8,26,0,0,0,0,0,0,0,0,6,1011,827,1836,109,116,224,7,0,7,11,0,11,18,12,24,9,3,14,63,60,123,1252,1025,2281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,20,16,7,26,0,0,0,0,0,0,0,0,0,0,0,0,22,50,65,163,149,316,6,7,17,1460,1241,2701
UCL314006,0,0,0,56,46,104,0,0,0,0,0,0,5,0,5,1471,1309,2782,181,212,388,29,0,29,22,4,29,16,8,22,16,8,17,74,75,152,1864,1665,3532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,3,0,3,0,3,3,6,0,6,6,3,13,7,7,17,21,8,32,0,0,0,0,0,0,0,0,0,0,0,0,52,104,160,195,226,425,9,13,24,2150,2021,4171
UCL314007,0,0,0,81,11,92,0,0,0,0,0,0,0,3,3,884,1073,1957,92,102,187,25,0,24,6,0,6,18,7,21,11,11,21,93,71,163,1210,1282,2492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,27,5,4,4,0,0,0,30,5,39,14,4,17,44,8,53,0,0,0,5,0,5,0,0,3,0,0,6,50,80,131,155,172,324,20,15,42,1482,1566,3048
UCL314008,0,0,0,55,29,84,0,0,0,0,0,0,4,4,6,965,812,1775,124,90,216,28,0,28,5,0,5,15,5,23,13,4,23,45,54,108,1269,1007,2272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,18,6,27,17,6,29,0,0,0,0,0,0,0,0,0,0,0,0,52,105,158,119,124,244,18,20,31,1478,1262,2741
UCL314009,0,0,6,3,8,14,0,0,0,0,0,0,0,0,0,1435,1194,2634,78,77,157,55,0,54,22,0,22,4,0,4,11,4,17,8,13,14,1622,1301,2924,0,0,0,0,0,0,0,0,0,7,6,10,0,0,0,0,0,0,11,6,9,0,0,0,0,0,0,0,3,5,0,4,3,0,0,0,4,9,10,18,3,23,29,20,45,0,0,0,0,0,0,5,0,9,9,0,4,118,278,402,141,203,349,11,4,12,1928,1809,3741
UCL314010,0,0,0,15,15,32,0,0,0,0,0,0,0,0,3,1168,905,2072,156,299,451,23,0,23,3,0,3,4,4,6,9,7,22,26,34,65,1402,1270,2670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,5,4,6,17,11,22,15,13,29,0,0,0,0,0,0,0,0,0,0,0,0,33,59,92,105,147,248,13,13,21,1572,1500,3071
UCL314011,0,0,0,3,0,5,0,0,0,0,0,0,7,3,3,995,910,1900,64,62,127,33,0,31,3,0,5,10,6,14,8,5,14,45,63,108,1164,1047,2212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,17,16,7,22,0,0,0,0,0,4,0,0,0,0,0,4,33,86,122,76,122,198,10,5,24,1301,1274,2574
UCL314012,0,0,0,16,9,21,0,0,0,0,0,0,0,0,4,957,848,1805,75,55,130,29,0,29,9,0,10,13,6,22,24,11,35,31,28,55,1157,963,2120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,5,9,13,3,11,16,7,23,0,0,0,0,0,0,0,0,0,0,0,4,79,166,247,163,259,420,6,3,5,1413,1398,2817
