UCL_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
UCL122142,30,18,7,0,8,7,3,7,19,4,11,89,6,159,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,3,9,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,3,0,3,26,0,33,0,0,0,0,0,0,0,0,0,0,0,0,11,17,28,16,7,3,8,7,3,7,21,4,14,108,20,206,8,11,5,0
UCL122143,17,7,6,0,7,4,0,0,17,5,8,81,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,3,3,0,3,18,0,29,0,0,0,0,0,0,0,0,0,0,0,0,37,46,22,13,6,0,5,4,0,3,21,5,15,99,45,211,8,10,0,0
UCL122144,73,30,22,16,33,24,10,21,64,13,24,182,18,370,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,4,0,3,14,0,26,6,0,0,0,0,0,0,5,0,0,0,3,11,23,81,32,20,13,35,23,10,24,69,13,27,203,26,418,16,6,5,0
UCL122145,40,32,11,0,30,9,0,12,24,0,19,83,6,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,18,21,49,30,16,0,31,12,0,12,21,0,22,87,25,227,9,12,0,0
UCL122146,59,44,10,5,27,18,4,4,29,8,16,72,19,209,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,0,0,0,5,0,0,0,0,0,0,0,8,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,6,5,0,5,0,3,0,4,0,20,4,0,0,0,3,0,0,0,0,0,3,0,12,15,68,47,10,10,31,24,4,8,31,6,24,81,27,248,19,7,3,0
UCL122147,39,21,9,6,15,17,3,15,31,5,27,72,11,177,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,9,0,21,3,0,0,0,0,3,0,0,0,0,0,0,9,20,49,26,12,6,18,21,3,16,31,5,32,86,23,218,5,5,4,0
UCL122148,32,24,6,0,16,16,3,7,17,4,8,76,13,170,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,4,0,4,0,0,0,0,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,7,4,0,14,0,0,0,0,4,0,0,0,0,0,0,4,29,33,38,24,8,3,23,16,3,11,19,4,10,80,39,216,10,11,6,0
UCL122149,44,47,7,0,24,19,5,10,35,6,31,152,17,292,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,0,3,12,0,16,0,0,0,0,0,0,0,0,0,0,0,0,37,39,45,49,6,0,26,23,5,12,42,10,36,158,53,346,12,15,0,0
UCL122150,38,29,17,0,14,17,6,13,48,0,26,234,20,386,0,0,0,0,0,0,0,0,5,0,0,4,0,5,3,0,0,0,0,0,0,0,0,0,4,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,3,5,0,0,3,4,0,0,5,0,6,24,0,43,0,0,0,0,0,0,0,0,0,0,0,9,21,31,43,36,19,0,18,17,6,13,54,0,36,264,38,462,15,16,14,0
UCL122151,30,25,9,3,14,14,4,6,22,0,23,102,22,218,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,5,0,0,9,3,30,0,0,0,0,0,0,0,0,0,0,0,0,38,40,32,29,9,8,14,18,8,9,23,4,28,115,60,285,3,8,3,3
UCL122152,63,24,9,0,36,27,7,20,37,4,33,115,11,255,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,7,0,0,0,0,0,3,0,0,7,0,11,4,0,0,0,0,0,0,4,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,7,0,0,4,0,0,8,0,0,13,0,26,3,0,6,0,0,3,0,3,3,0,0,0,35,43,80,31,19,4,34,32,7,23,47,4,33,124,46,327,8,4,0,0
UCL122153,33,18,11,3,14,13,3,13,31,5,36,175,14,306,0,0,0,0,0,0,0,0,0,0,0,5,0,4,4,0,0,0,0,0,0,0,0,0,3,16,4,22,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,8,3,5,0,0,0,0,0,0,0,4,30,3,53,0,0,0,0,0,0,0,0,0,0,0,0,16,16,48,18,11,3,12,14,3,17,32,8,43,205,33,371,14,10,5,0
UCL122154,38,25,13,0,11,22,0,7,33,4,21,218,9,348,8,0,0,0,0,6,0,0,0,0,4,9,0,19,0,0,0,0,0,0,0,0,3,0,3,6,0,12,5,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,3,0,0,5,0,0,5,0,9,30,4,56,0,0,0,0,0,0,0,0,0,0,0,0,17,13,54,34,16,0,13,23,0,7,33,4,33,254,30,419,20,22,5,0
UCL122155,65,45,17,4,33,17,3,9,52,3,37,216,19,414,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,3,0,0,0,0,0,3,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,0,0,0,0,3,21,3,29,3,3,0,0,5,0,0,0,0,0,0,4,33,50,73,44,17,4,36,22,3,9,54,3,38,243,57,491,26,30,3,0
UCL122156,62,60,13,0,32,18,7,25,41,4,31,193,20,386,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,17,0,31,0,0,0,0,0,0,0,0,0,0,0,0,19,19,64,60,13,0,28,24,7,23,45,4,34,211,41,432,18,23,0,0
UCL122157,23,30,10,0,10,10,0,3,29,0,29,240,16,360,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,6,0,7,0,3,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,8,3,0,3,0,6,0,0,0,0,0,9,24,5,44,0,0,0,0,0,0,0,0,0,0,0,5,7,14,27,33,9,0,19,6,0,3,30,0,37,267,26,416,7,23,6,0
UCL122158,28,22,14,7,10,29,8,13,21,9,22,97,7,193,0,0,0,0,0,0,0,0,0,0,3,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,8,0,20,5,0,0,0,0,0,0,0,0,0,0,0,3,6,34,30,16,4,13,29,8,13,29,6,27,104,8,221,4,12,0,0
UCL131001,48376,42029,16135,2062,19602,20017,4331,9581,39396,4104,34917,289434,20484,467555,973,653,381,29,406,414,89,231,633,90,665,4415,421,7802,3404,1399,1226,222,1329,1520,273,699,1602,351,1924,8865,605,18010,1081,332,437,106,463,594,114,250,430,131,656,4047,201,7169,1428,264,422,184,958,747,142,242,385,158,681,3153,299,6809,235,93,60,18,232,135,38,25,100,21,215,1432,191,2384,240,198,111,12,224,109,28,31,141,23,265,2930,279,4166,104,55,68,12,121,52,10,9,72,17,141,2060,145,2708,114,66,41,11,152,89,13,12,66,14,127,1319,80,1892,442,290,153,21,160,165,37,65,340,35,367,2592,159,4182,269,185,109,16,129,121,23,50,184,22,254,1949,93,3016,8299,3528,3000,636,4170,3947,770,1611,3948,862,5292,32759,2486,58130,1505,684,461,101,623,628,164,333,671,161,553,4294,40736,48584,58179,46237,19591,2803,24398,24589,5266,11524,44018,5128,40752,326490,63710,574269,22411,23453,7613,192
UCL179997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL199994,656,648,201,16,264,298,65,213,1342,60,722,2790,464,5912,28,26,16,0,12,12,0,12,36,4,32,138,13,257,40,25,18,0,20,25,3,17,48,10,47,207,13,367,10,14,4,0,8,5,3,5,11,0,15,136,7,193,21,11,6,0,8,5,6,5,9,6,10,76,8,127,8,9,0,0,3,7,0,5,21,0,3,71,4,110,6,8,0,0,10,0,0,0,25,0,14,164,11,227,8,0,0,0,7,5,0,0,12,0,12,169,8,198,0,3,4,0,6,7,0,0,10,0,9,101,5,128,11,11,0,0,6,3,0,0,27,0,13,125,8,182,3,3,0,0,4,0,0,0,15,0,8,72,3,109,137,108,54,5,84,75,18,49,208,20,160,1246,89,1901,20,14,7,0,7,20,0,12,31,4,18,53,3431,3558,813,776,260,27,365,387,85,268,1585,79,894,4089,3980,11371,116,215,44,4
UCL201001,180474,265333,68244,13656,82080,78751,18707,33221,274743,19083,220735,1745090,99226,2696611,6451,9731,2383,364,6061,3346,892,1133,7704,838,7195,65296,3444,100601,21937,13619,8321,2429,10134,10669,2083,4659,14846,2599,15335,78527,4629,148758,7628,3682,3142,1292,3729,4487,868,1522,4415,1108,5853,34499,1822,59286,45554,11524,13054,7983,31088,24030,5746,6013,20526,6499,28247,102896,7890,222137,10950,6678,2709,1073,11177,5904,1815,1336,8863,1337,13285,84361,4514,128693,11722,15994,4707,1262,18402,6471,2251,1297,9775,1974,22448,212514,7835,290049,4884,4976,3191,825,8747,4047,1235,833,5204,1042,12702,183040,3471,222689,10508,11997,2855,882,23097,7774,1936,1123,8083,1282,15911,309265,8234,379935,4212,4617,1512,296,2704,1589,437,453,5816,400,5361,45410,1543,65831,4185,4527,1549,351,4653,2079,521,512,4146,482,5245,48902,2212,70956,128029,87340,43420,16752,119796,70389,17788,18870,89381,17548,131581,1164715,45600,1688934,4791,2080,1491,872,2803,2468,667,984,2834,730,2644,15028,172262,199995,313289,354757,113157,31282,204677,151612,37163,53075,366957,37362,354960,2924830,317085,4585537,93008,192524,36866,513
UCL203001,9592,11129,3132,652,4584,4103,847,2211,13053,1058,9097,47330,3506,87755,138,120,47,15,69,51,13,34,138,10,147,548,26,1063,582,331,190,62,259,290,44,173,398,61,392,1170,94,2793,279,90,99,26,129,153,23,74,126,37,145,448,31,1109,181,55,50,31,122,112,19,33,80,30,98,305,25,764,22,26,8,0,15,13,6,3,22,0,25,251,9,344,51,84,26,0,75,43,4,9,61,13,83,1060,25,1400,8,20,12,0,20,13,0,3,26,7,52,804,11,946,37,64,10,4,104,37,7,7,44,3,83,2223,48,2590,63,64,23,0,37,18,8,10,87,4,63,382,14,639,25,41,11,3,23,12,0,5,44,0,47,416,10,600,1393,891,465,151,854,751,115,348,1028,164,1130,7608,299,12236,217,140,68,28,102,115,15,60,146,28,112,378,4415,5359,11197,12157,3664,828,5547,4965,978,2622,14227,1247,10336,55320,8219,105348,3134,5742,995,19
UCL203002,10383,10125,3108,718,4275,4103,989,1837,12346,1016,8563,46003,3697,85353,115,98,28,4,52,50,16,26,110,14,86,459,33,852,467,211,158,38,207,209,42,125,258,53,264,775,71,1948,148,51,52,25,69,88,13,27,76,16,65,250,23,626,118,31,38,13,75,66,21,22,52,25,48,178,22,457,16,20,0,5,17,7,3,0,24,0,35,237,4,324,76,78,34,4,121,36,15,4,72,12,170,2171,69,2712,9,11,3,4,17,6,0,5,13,0,20,477,10,562,31,43,14,4,86,30,5,3,33,3,70,1572,44,1855,25,37,8,0,18,11,5,7,53,3,30,231,7,380,26,20,3,0,15,12,3,4,49,0,41,336,15,470,1028,605,338,95,674,519,116,211,741,125,831,6688,287,10181,261,128,75,30,108,120,30,55,136,40,84,381,4201,5117,11668,10856,3516,843,5051,4746,1137,2110,13217,1182,9474,53073,8184,100649,3364,5137,951,10
