UCL_CODE_2021,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_SAR_Ch_0_4,P_Hong_Kong_SAR_Ch_5_14,P_Hong_Kong_SAR_Ch_15_24,P_Hong_Kong_SAR_Ch_25_44,P_Hong_Kong_SAR_Ch_45_54,P_Hong_Kong_SAR_Ch_55_64,P_Hong_Kong_SAR_Ch_65_74,P_Hong_Kong_SAR_Ch_75_84,P_Hong_Kong_SAR_Ch_85ov,P_Hong_Kong_SAR_Ch_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_North_Macedonia_0_4,P_North_Macedonia_5_14,P_North_Macedonia_15_24,P_North_Macedonia_25_44,P_North_Macedonia_45_54,P_North_Macedonia_55_64,P_North_Macedonia_65_74,P_North_Macedonia_75_84,P_North_Macedonia_85ov,P_North_Macedonia_Tot
UCL222092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL222093,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
UCL222094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL222095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
UCL222096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
UCL222097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0
UCL222098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL222099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL222100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,4,0,4,0,13,0,0,0,0,0,0,0,0,0,0
UCL222101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
UCL222102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL222103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL222104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
UCL222105,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL231001,3,15,35,191,175,305,659,384,98,1864,0,0,0,14,27,114,190,138,71,543,0,10,15,61,21,29,16,0,0,159,0,46,93,530,139,169,100,59,6,1156,4,13,20,93,37,21,32,16,3,231,0,5,5,38,14,7,10,7,4,87,0,0,4,31,20,12,5,0,0,77,0,12,17,176,98,132,137,89,25,687,0,9,10,64,71,323,791,564,197,2039,0,5,17,52,42,25,20,8,0,154,0,5,5,41,9,4,0,0,0,73,0,0,8,64,47,53,31,8,3,224,4,33,76,490,148,129,47,12,6,939,0,0,4,27,41,165,378,154,33,802,0,0,0,26,18,53,22,5,4,127,0,0,13,31,5,10,3,0,0,68,0,0,0,24,3,0,0,0,0,34,0,8,23,163,168,295,809,465,90,2014,19,190,267,1112,1085,1245,795,224,42,4974,0,0,0,20,40,71,87,24,10,254
UCL279997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL299994,0,0,0,9,0,11,3,0,0,33,0,0,0,5,0,0,0,0,0,10,0,3,5,0,0,0,5,0,0,9,0,4,9,71,4,0,0,0,0,90,0,0,0,11,3,0,0,0,0,15,0,3,0,12,5,0,0,0,0,24,0,4,0,0,0,0,0,0,0,11,0,0,0,17,0,0,0,0,0,27,0,0,0,3,0,0,5,0,0,13,0,0,0,7,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,10,0,4,0,6,5,0,0,0,0,14,0,0,12,43,13,6,0,0,0,74,0,0,0,0,4,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,3,8,3,0,22,0,0,17,64,27,23,14,6,0,157,0,0,0,4,0,0,0,0,0,3
UCL301001,41,166,354,2049,1199,1075,1848,1288,402,8421,0,37,62,184,140,239,524,646,365,2208,105,642,1402,3675,1060,1417,1042,232,82,9666,418,3144,5040,31973,5190,2517,1698,801,272,51043,48,245,568,2063,842,427,494,271,95,5048,22,412,630,3510,891,380,249,107,26,6224,6,301,386,1006,481,265,136,41,5,2633,33,441,382,3057,1121,763,682,488,204,7170,16,125,198,1363,502,638,1268,1292,887,6289,77,367,628,2443,1236,390,212,88,45,5478,77,788,1347,7464,2195,760,314,123,20,13091,10,35,50,305,233,227,162,83,25,1135,68,552,1293,4350,1793,1606,1213,533,114,11525,0,8,15,44,43,126,286,227,64,809,0,8,52,255,119,158,162,79,27,856,3,114,427,1662,488,321,231,101,36,3383,14,143,1568,4342,210,119,34,9,0,6441,19,119,155,688,591,688,1568,1194,441,5468,801,7385,13081,35064,18822,14501,8825,3385,775,102649,0,4,14,178,121,161,134,65,17,691
UCL302001,8,31,103,584,287,375,664,622,237,2913,0,12,8,58,28,94,134,149,55,539,18,165,220,581,211,275,198,42,7,1716,48,308,815,4418,558,332,242,161,52,6936,6,55,148,420,232,132,144,41,28,1208,0,40,69,517,146,129,109,35,13,1055,0,7,28,107,57,52,26,11,9,301,5,78,89,515,237,189,195,155,57,1524,0,28,52,456,146,237,457,363,158,1896,25,236,395,1580,1160,559,288,103,30,4379,22,212,346,1601,685,380,124,66,13,3440,0,7,9,73,63,85,40,42,9,325,7,52,191,541,310,406,240,82,22,1854,0,0,0,12,16,81,181,177,47,513,0,0,19,131,44,81,79,33,17,403,0,0,17,60,36,19,13,12,7,159,3,16,221,767,21,7,4,0,0,1036,3,15,43,193,144,215,531,421,175,1740,223,2100,4518,13157,8089,7004,5251,2515,653,43520,0,0,11,85,50,74,69,26,8,321
UCL302002,5,31,42,319,200,258,401,358,126,1735,0,4,5,13,14,17,27,24,18,122,9,55,33,79,32,33,26,5,6,268,24,136,216,1337,166,94,68,74,26,2146,4,32,29,116,50,24,52,16,18,335,0,8,8,81,26,3,13,3,0,149,0,0,7,6,5,0,3,0,0,18,0,58,42,222,137,111,131,76,30,808,3,22,32,192,78,79,129,102,57,696,9,23,51,171,82,36,23,3,0,404,3,49,33,452,37,11,8,0,0,600,0,0,0,8,10,12,7,5,0,39,0,20,26,144,97,86,69,19,5,462,0,0,0,7,8,25,62,58,19,173,0,4,9,32,14,22,23,7,3,122,0,0,3,13,19,4,12,14,3,63,0,21,160,630,19,10,0,0,0,838,3,18,36,113,114,116,329,251,126,1094,68,588,899,2998,2309,2367,2096,1097,287,12711,0,0,0,3,5,10,6,0,6,29
UCL303001,5,16,46,229,137,187,198,189,51,1051,0,0,0,3,11,15,13,16,12,64,0,12,19,125,19,51,27,14,5,271,16,122,160,1065,197,102,57,36,14,1768,4,38,36,148,81,33,43,8,16,405,0,0,0,23,15,9,8,0,0,64,0,0,5,0,0,0,4,3,0,16,0,20,21,130,68,62,57,34,6,396,0,22,18,191,35,88,114,104,79,641,3,87,81,602,598,166,44,22,8,1606,5,42,42,481,104,19,15,3,0,708,0,0,0,7,6,10,9,3,0,34,5,29,15,75,57,72,37,11,10,320,0,0,4,4,10,26,23,12,8,73,0,0,6,16,7,19,15,10,10,75,0,5,11,106,27,10,0,0,0,163,10,117,184,222,12,0,5,0,0,552,6,10,14,83,72,80,137,70,28,496,29,195,298,1125,937,902,683,241,54,4461,0,0,0,6,0,4,5,0,0,13
UCL303002,0,4,10,35,27,49,66,63,28,272,0,0,0,3,0,9,8,0,3,24,0,7,13,41,15,11,6,4,0,97,14,108,266,1259,134,58,28,17,12,1883,0,3,10,34,14,4,12,4,0,83,0,5,29,55,16,18,10,9,0,147,85,702,529,565,183,66,40,15,4,2196,0,6,5,33,22,23,22,23,9,152,0,3,6,18,7,11,19,18,13,99,4,8,14,39,18,11,7,0,4,95,0,25,14,173,13,0,0,0,0,231,0,0,0,5,5,0,6,5,0,13,0,7,15,123,38,34,25,6,3,252,0,0,0,0,0,3,9,3,0,17,0,0,0,9,0,5,4,0,0,19,0,0,4,20,0,0,0,0,0,25,0,18,168,499,16,6,9,0,0,712,0,0,6,18,16,23,68,71,30,236,13,65,110,404,312,270,204,114,24,1517,0,0,0,0,0,0,0,0,0,3
UCL303003,0,12,25,136,75,84,117,84,31,567,0,0,8,13,11,12,23,28,10,110,0,4,32,52,16,14,20,4,0,130,10,77,227,899,291,102,46,21,4,1692,5,14,28,67,32,17,10,13,3,182,0,3,3,39,8,5,7,3,0,63,0,6,8,17,3,3,4,0,0,40,0,34,16,101,34,38,39,21,14,305,0,5,19,67,33,48,90,78,71,401,6,10,23,58,23,10,8,0,0,139,7,39,20,226,69,10,6,0,0,372,0,0,0,0,0,0,0,4,0,6,0,11,30,129,60,90,22,17,5,369,0,0,0,4,0,13,20,11,0,49,0,3,0,24,7,8,4,0,0,36,0,0,7,46,14,14,7,5,0,98,0,6,28,147,7,0,0,0,0,195,0,5,13,51,36,38,85,71,16,302,26,164,340,1070,709,748,466,169,33,3722,0,0,0,0,0,4,4,0,0,4
UCL311001,0,4,7,15,14,20,35,40,14,145,0,0,0,0,0,0,3,0,0,4,0,0,0,33,0,6,0,0,0,43,9,31,15,204,38,11,10,11,0,326,0,0,0,26,7,3,13,0,0,58,0,0,0,8,0,0,0,0,0,9,0,3,3,3,4,0,0,0,0,16,0,6,0,11,6,3,5,11,0,45,0,0,0,15,4,10,26,39,42,131,0,0,13,38,6,0,0,0,0,56,0,11,21,126,7,0,3,0,0,166,0,0,0,0,0,0,0,0,0,0,0,5,28,119,23,18,4,0,0,196,0,0,0,0,0,4,11,18,4,37,0,0,0,5,0,0,0,0,0,9,0,0,0,18,0,0,0,0,0,19,0,0,20,89,9,3,0,0,0,124,0,0,5,4,9,17,49,40,25,147,8,24,59,155,159,180,180,88,23,893,0,0,0,0,0,0,0,0,0,0
UCL311002,0,4,7,19,26,54,133,116,55,415,0,0,0,0,0,5,8,3,0,17,0,0,4,8,4,8,8,0,0,27,3,19,14,162,38,19,6,11,0,283,0,0,0,16,9,9,11,7,3,50,0,0,0,4,0,4,4,4,0,18,0,0,0,0,3,0,0,0,0,3,0,6,4,17,14,16,23,19,8,103,0,0,0,17,9,19,28,18,11,102,3,3,3,10,9,0,5,0,0,34,0,0,0,26,4,0,0,0,0,36,0,0,0,0,4,4,0,0,0,14,0,0,4,34,14,19,19,3,0,89,0,0,0,0,0,9,22,25,3,59,0,0,0,3,0,4,7,0,0,19,0,0,0,23,0,0,0,3,0,29,0,0,9,52,3,3,0,0,0,68,0,0,0,8,8,28,108,88,34,278,5,68,104,266,301,436,506,282,64,2042,0,0,0,0,0,4,0,0,0,4
UCL311003,3,3,0,41,21,47,51,38,9,210,0,0,0,0,0,0,0,3,0,10,0,0,0,14,0,6,0,0,0,22,15,50,39,433,65,19,15,12,3,643,0,7,9,28,14,10,4,0,6,80,0,5,0,22,4,0,0,0,0,32,0,0,0,0,0,0,0,0,0,4,0,10,6,56,13,8,14,7,3,113,3,7,0,24,5,15,25,30,22,130,0,7,0,20,5,3,3,0,0,45,0,0,0,44,5,3,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,15,59,17,9,12,0,0,106,0,0,0,6,5,12,53,59,26,160,0,0,0,5,0,0,4,4,0,14,0,0,0,28,4,3,0,0,0,33,0,3,12,67,4,5,0,0,0,92,0,0,3,7,24,18,44,35,8,146,8,114,190,614,398,388,250,94,17,2065,0,0,0,0,0,0,0,0,0,0
UCL311004,0,0,3,19,7,13,16,26,0,98,0,0,0,0,4,0,0,0,4,16,0,3,4,13,5,3,0,0,0,33,5,29,56,375,69,17,8,7,0,574,4,0,0,13,7,6,3,3,0,36,0,0,0,11,5,0,3,5,0,26,0,0,0,3,0,0,0,0,0,9,4,8,3,16,7,4,4,6,5,65,0,0,0,7,3,6,9,5,0,20,0,5,3,11,3,3,4,0,0,34,0,7,7,22,16,0,0,0,0,43,0,0,0,0,0,0,0,3,0,5,4,11,4,27,7,9,6,0,0,73,0,0,0,0,0,0,0,4,0,9,0,0,0,4,0,0,0,0,0,8,0,0,3,57,12,8,3,0,0,77,0,8,39,153,14,9,0,0,0,219,0,0,0,9,7,6,22,16,7,74,11,56,72,232,169,158,104,37,8,844,0,0,0,0,0,0,0,0,0,0
UCL312001,0,0,0,6,12,12,50,51,7,139,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,4,4,0,5,12,0,0,0,10,0,7,8,9,0,37,0,0,0,0,3,3,7,7,0,29,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,11,23,14,4,65,0,0,0,0,0,9,21,16,3,48,0,0,0,7,0,7,4,0,0,18,0,0,0,6,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,7,6,13,12,13,4,0,46,0,0,0,0,0,3,10,8,0,23,0,0,0,0,0,4,0,5,0,9,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,15,59,48,14,147,0,27,43,103,129,207,278,145,41,979,0,0,0,0,0,0,0,0,0,0
