UCL_CODE_2021,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_SAR_Ch_0_4,P_Hong_Kong_SAR_Ch_5_14,P_Hong_Kong_SAR_Ch_15_24,P_Hong_Kong_SAR_Ch_25_44,P_Hong_Kong_SAR_Ch_45_54,P_Hong_Kong_SAR_Ch_55_64,P_Hong_Kong_SAR_Ch_65_74,P_Hong_Kong_SAR_Ch_75_84,P_Hong_Kong_SAR_Ch_85ov,P_Hong_Kong_SAR_Ch_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_North_Macedonia_0_4,P_North_Macedonia_5_14,P_North_Macedonia_15_24,P_North_Macedonia_25_44,P_North_Macedonia_45_54,P_North_Macedonia_55_64,P_North_Macedonia_65_74,P_North_Macedonia_75_84,P_North_Macedonia_85ov,P_North_Macedonia_Tot
UCL312002,0,0,0,13,10,15,23,11,4,76,0,0,0,0,0,3,4,0,3,17,0,0,0,10,0,0,0,0,0,16,9,33,28,240,51,12,10,5,0,381,0,4,6,19,12,0,4,0,0,45,0,0,0,14,3,4,0,0,0,16,0,0,3,0,10,4,0,0,0,14,0,3,11,9,4,3,0,3,3,41,0,5,5,12,8,3,18,4,3,49,0,0,0,8,0,6,0,0,0,16,0,0,0,6,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,4,3,18,8,9,0,0,0,47,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,12,0,0,0,24,0,0,0,0,0,23,0,0,0,3,6,13,16,7,3,52,5,46,118,302,191,201,130,38,3,1031,0,0,0,0,0,0,0,0,0,0
UCL312003,0,0,0,3,5,9,39,29,6,90,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,6,0,28,4,0,0,0,0,49,0,0,0,4,5,0,4,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,0,19,0,0,0,0,0,0,8,9,3,21,0,0,0,0,3,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,6,0,0,14,0,0,0,0,0,0,3,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,12,0,0,0,0,4,9,22,11,7,55,0,7,13,52,76,79,107,57,12,408,0,0,0,0,0,0,0,0,0,0
UCL312004,0,4,6,16,14,24,20,26,8,107,0,0,0,0,0,3,0,4,0,8,0,0,0,4,0,5,3,4,0,16,0,7,11,73,7,4,7,4,0,108,0,0,3,8,3,0,6,0,3,27,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,4,3,3,25,0,0,0,3,0,6,3,4,3,18,0,7,5,13,9,3,0,0,0,35,0,0,0,15,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,3,0,0,18,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,13,0,0,0,0,0,22,0,0,0,4,10,10,21,14,15,66,6,23,72,215,168,152,110,37,18,799,0,0,0,0,0,0,0,0,0,0
UCL313001,0,0,3,34,12,8,15,6,0,84,0,0,0,0,0,0,0,0,0,3,0,0,0,16,3,0,0,0,0,15,0,4,10,51,4,6,0,0,0,75,0,0,0,10,4,0,0,0,0,15,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,26,6,0,0,0,0,36,0,0,0,15,0,5,0,5,0,25,0,0,0,6,0,3,0,0,0,16,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,4,0,0,0,24,0,0,0,0,0,0,5,0,0,8,0,0,0,7,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,4,5,9,5,0,29,0,15,27,168,81,88,87,14,0,470,0,0,0,0,0,0,0,0,0,0
UCL313002,0,0,3,11,4,8,25,27,6,85,0,0,0,0,0,0,7,0,0,3,0,0,0,3,0,0,0,0,0,8,0,3,4,14,6,0,0,4,0,36,0,4,0,3,0,0,0,3,0,9,0,0,0,5,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,7,9,0,39,0,0,0,8,3,0,5,8,11,31,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,3,3,0,0,27,0,0,0,0,0,3,3,4,0,9,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,7,0,0,0,3,7,6,23,20,4,63,0,12,13,73,56,73,79,52,6,360,0,0,0,0,0,0,0,0,0,0
UCL313003,0,0,0,4,0,4,8,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,3,0,30,5,0,0,0,0,44,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,4,3,4,0,0,14,0,12,14,53,28,33,25,10,0,168,0,0,0,0,0,0,0,0,0,0
UCL313004,0,0,0,8,3,0,5,0,0,16,0,0,0,0,0,5,0,0,0,6,0,0,0,0,6,0,0,0,0,4,0,10,0,84,3,3,0,0,0,111,0,0,3,14,0,5,0,0,0,23,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,23,0,0,0,0,0,0,4,0,0,6,0,4,0,5,0,0,0,0,0,8,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,7,39,3,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,9,0,3,0,0,0,11,0,0,4,4,0,0,0,0,0,15,0,0,0,0,3,0,3,0,0,11,4,34,62,189,122,100,51,8,0,573,0,0,0,0,0,0,0,0,0,0
UCL313005,0,0,4,4,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3,5,4,0,0,62,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,4,3,6,13,6,13,18,74,38,40,24,3,0,218,0,0,0,0,0,0,0,0,0,0
UCL313006,0,0,0,0,4,13,16,28,3,66,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,6,0,4,3,57,6,0,0,0,0,80,0,4,0,4,0,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,4,5,0,19,0,0,0,4,0,0,8,0,0,22,0,0,0,10,5,0,0,0,0,9,0,0,0,14,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,5,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,0,3,3,4,8,20,14,8,54,0,16,22,86,76,68,97,49,13,427,0,0,0,0,0,0,0,0,0,0
UCL313007,0,0,0,0,0,0,9,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,3,3,0,0,20,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,7,12,5,0,39,0,13,15,31,38,33,32,11,0,170,0,0,0,0,0,0,0,0,0,0
UCL313008,0,0,0,4,4,0,9,9,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,3,4,33,0,0,4,0,0,45,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,5,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,3,0,0,4,10,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,14,0,0,0,0,0,0,12,8,0,26,8,5,11,39,34,23,33,15,0,173,0,0,0,0,0,0,0,0,0,0
UCL313009,0,0,0,8,0,3,4,8,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,3,10,7,114,12,10,0,3,0,155,0,0,0,14,7,0,0,0,0,24,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,6,0,3,0,28,0,5,0,5,0,0,5,10,3,29,0,0,0,6,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,5,14,0,0,0,0,0,17,0,0,0,5,0,4,5,0,0,21,7,58,115,295,135,117,39,4,3,774,0,0,0,0,0,0,0,0,0,0
UCL313010,0,0,0,9,0,3,3,12,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,4,4,36,5,4,0,0,0,49,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,4,0,16,0,0,0,0,0,3,0,0,0,3,0,0,0,0,7,0,0,0,0,5,0,0,4,27,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,4,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,4,14,12,0,32,0,5,13,46,27,41,59,19,0,220,0,0,0,0,0,0,0,0,0,0
UCL313011,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,4,0,0,82,0,3,6,3,0,96,0,0,0,5,0,0,0,0,0,5,0,0,4,3,0,0,0,0,0,7,0,0,0,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,0,0,0,0,3,0,0,3,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,15,22,91,114,376,91,54,25,5,0,786,0,0,0,0,0,0,0,0,0,0
UCL313012,0,0,0,10,7,14,22,13,5,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,13,0,0,3,8,0,27,0,0,0,0,6,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13,7,7,0,6,0,45,0,0,0,3,3,9,0,0,4,19,0,0,0,5,4,0,0,0,0,17,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,7,6,4,0,0,0,16,0,0,0,0,0,0,5,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,4,15,14,6,43,4,14,37,123,109,114,98,28,8,538,0,0,0,0,0,0,0,0,0,0
UCL314001,0,0,3,6,10,9,13,18,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,3,25,7,4,3,0,0,44,0,0,0,3,3,0,6,4,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,11,0,0,3,3,4,3,7,13,14,50,0,0,0,4,6,0,0,0,0,12,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,3,0,0,9,5,3,23,0,0,4,20,26,42,29,27,4,144,0,0,0,0,0,0,0,0,0,0
UCL314002,0,0,0,5,4,0,8,4,0,22,0,0,0,0,0,3,0,8,4,6,0,0,0,5,0,0,0,0,0,5,3,0,4,29,0,5,0,0,0,41,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,0,0,0,0,0,20,0,0,0,6,5,15,35,51,37,145,0,0,0,8,0,0,0,0,0,7,0,3,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,5,3,0,0,7,5,0,15,0,0,0,20,12,13,13,4,0,75,0,0,0,0,0,0,0,0,0,0
UCL314003,0,0,0,9,0,6,6,12,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,20,0,0,0,0,0,25,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,3,4,13,5,0,27,0,10,15,65,62,62,54,20,0,294,0,0,0,0,0,0,0,0,0,0
UCL314004,0,0,0,0,3,3,9,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,36,3,5,4,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,3,0,0,4,0,0,7,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,3,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,5,4,7,8,3,30,0,11,25,79,40,40,35,25,5,256,0,0,0,0,0,0,0,0,0,0
UCL314005,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,14,5,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,18,0,0,3,25,0,0,0,0,0,26,0,0,0,0,0,0,10,7,0,11,0,0,7,25,23,16,16,4,0,85,0,0,0,0,0,0,0,0,0,0
UCL314006,0,0,3,11,0,8,4,10,5,42,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,7,0,0,0,16,3,0,0,0,0,23,0,0,0,21,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,6,0,0,0,6,5,3,0,0,0,16,0,0,6,8,0,0,3,5,0,23,0,0,5,9,0,0,0,0,0,14,0,0,3,45,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,4,10,6,7,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,3,4,0,14,0,7,8,58,42,71,44,17,0,245,0,0,0,0,0,0,0,0,0,0
UCL314007,0,0,0,0,4,7,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,14,8,6,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,12,8,29,25,24,26,5,0,127,0,0,0,0,0,0,0,0,0,0
UCL314008,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,18,5,4,0,0,0,34,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,16,0,0,0,4,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,5,0,0,0,0,0,4,3,0,0,12,0,0,5,33,25,24,7,3,3,98,0,0,0,0,0,0,0,0,0,0
UCL314009,0,0,0,5,0,7,6,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,4,0,4,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,8,0,0,0,0,0,6,4,0,0,15,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,3,0,8,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,0,0,22,3,29,40,161,102,64,40,8,0,460,0,0,0,0,0,0,0,0,0,0
UCL314010,0,0,0,8,0,0,3,5,4,21,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,39,4,7,48,254,7,6,0,3,0,322,0,0,0,18,10,0,0,0,0,31,0,0,0,0,0,0,0,0,0,5,0,4,0,5,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,14,0,0,12,45,6,0,0,0,0,54,0,0,12,67,3,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,5,5,14,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,53,11,3,0,0,0,80,0,0,0,8,0,0,0,0,0,8,0,0,0,4,0,0,4,14,0,19,0,3,10,27,28,18,12,3,0,87,0,0,0,0,0,0,0,0,0,0
UCL314011,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,21,4,0,0,0,0,32,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,5,0,0,3,20,12,7,0,3,0,50,0,0,0,0,0,0,0,0,0,0
UCL314012,0,0,0,0,0,3,13,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,3,5,3,0,30,0,0,0,7,0,4,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,5,7,10,27,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,6,0,0,12,0,0,8,25,25,29,12,9,0,100,0,0,0,0,0,0,0,0,0,0
UCL314013,0,0,0,0,0,3,0,4,0,16,0,0,0,0,0,0,0,0,7,12,0,0,0,6,0,0,4,0,0,4,7,18,38,293,27,26,6,6,0,411,0,6,0,4,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,3,0,0,16,33,40,97,0,5,0,4,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,4,0,0,0,0,0,0,3,3,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,3,3,0,7,17,20,21,13,12,0,94,0,0,0,0,0,0,0,0,0,0
