UCL_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
UCL315090,1779,3969,200,258,13,20,206,279,42,64,0,0,0,0,0,0,0,0,42,64,0,0,0,0,0,0,7,13,7,17,7,15,2048,4343,389,..,2434,4343
UCL315091,424,1533,127,368,95,252,221,617,66,191,12,22,0,0,0,0,0,0,79,217,0,0,0,0,0,0,8,11,8,11,12,30,742,2412,131,..,875,2412
UCL315092,855,1665,33,50,41,68,74,118,79,114,0,0,0,0,0,0,0,0,79,114,56,79,26,30,0,0,0,0,78,111,40,43,1123,2050,239,..,1366,2050
UCL315093,395,832,25,26,0,0,25,26,3,10,0,0,0,0,0,0,0,0,3,10,3,5,0,0,0,0,0,0,3,5,0,0,423,872,74,..,499,872
UCL315094,928,2151,0,3,0,0,0,3,15,21,0,0,0,0,0,0,0,0,15,21,0,0,0,0,0,0,0,0,0,0,0,0,944,2173,142,..,1093,2173
UCL315095,656,1671,4,12,4,0,11,12,113,213,0,0,0,0,0,0,0,0,113,213,0,0,0,0,0,0,7,17,7,14,4,5,795,1927,81,..,875,1927
UCL315096,1090,2974,85,124,8,12,87,140,11,14,0,0,0,0,0,0,0,0,11,14,0,6,0,0,0,7,0,3,9,16,0,0,1192,3147,80,..,1274,3147
UCL315097,621,1781,9,20,0,4,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,635,1812,29,..,661,1812
UCL315098,779,2512,170,379,211,453,383,831,23,55,0,0,0,0,0,0,0,0,23,55,18,34,0,0,15,31,0,0,36,64,18,23,1238,3487,270,..,1511,3487
UCL315099,1157,3641,46,96,0,0,46,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1201,3737,49,..,1250,3737
UCL315100,382,1069,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,5,47,85,39,62,0,0,0,0,89,149,0,0,478,1221,22,..,497,1221
UCL315101,580,1666,4,11,3,10,8,22,5,4,0,0,0,0,0,0,0,4,5,13,0,0,0,0,6,12,0,0,6,12,0,4,595,1708,28,..,626,1708
UCL315102,681,1472,47,70,0,0,47,70,10,17,0,0,0,0,0,0,0,0,15,16,4,3,0,0,0,0,0,0,7,6,6,17,754,1575,96,..,851,1575
UCL315103,370,870,34,63,12,26,42,93,70,126,0,8,0,0,0,0,0,0,73,131,12,39,0,0,0,0,0,3,8,45,5,9,506,1146,144,..,647,1146
UCL315104,803,2045,33,45,0,0,33,45,4,3,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,6,3,7,5,5,844,2104,70,..,911,2104
UCL315105,545,1102,15,23,10,25,25,46,10,8,0,0,0,0,0,0,0,0,10,8,19,47,5,14,0,4,0,0,30,57,0,0,611,1222,368,..,979,1222
UCL315106,614,1753,39,68,5,8,37,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654,1828,29,..,690,1828
UCL315107,777,2153,65,114,12,15,72,126,55,83,0,0,0,0,0,0,3,3,59,86,28,57,23,37,0,0,0,0,56,98,0,4,966,2468,43,..,1010,2468
UCL315108,186,1051,8,45,0,0,8,45,39,125,0,0,4,14,0,0,0,0,43,138,0,0,0,0,3,8,0,0,3,8,0,0,242,1242,3,..,244,1242
UCL315109,409,943,8,15,0,0,8,15,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,8,9,12,23,436,989,124,..,560,989
UCL321001,248,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,570,27,..,272,570
UCL321002,317,694,20,18,3,4,19,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,6,3,3,347,730,67,..,410,730
UCL321003,222,498,3,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,224,511,28,..,248,511
UCL321004,183,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,21,0,0,0,0,0,0,12,16,0,0,196,490,13,..,211,490
UCL321005,239,612,8,16,0,10,10,26,0,5,0,0,0,0,0,4,0,0,0,4,7,7,0,0,0,3,0,0,8,10,0,0,256,649,51,..,308,649
UCL321006,177,584,4,20,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,11,191,619,34,..,222,619
UCL321007,464,1305,8,14,0,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,12,20,19,20,3,5,0,0,35,47,3,4,506,1367,31,..,540,1367
UCL321008,421,870,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,3,0,0,428,879,142,..,569,879
UCL321009,464,1016,3,3,0,0,3,3,17,22,0,0,0,0,0,0,0,0,17,22,3,6,0,0,0,0,0,0,3,6,8,14,492,1059,120,..,608,1059
UCL321010,281,793,24,41,13,26,36,66,3,13,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,324,874,24,..,352,874
UCL321011,199,608,20,61,0,0,23,60,4,9,0,0,0,0,0,0,0,0,4,9,11,15,0,0,0,0,0,0,11,15,4,8,239,707,47,..,288,707
UCL321012,276,540,4,0,4,5,7,8,0,0,0,0,0,0,0,0,0,0,0,0,7,13,3,4,0,0,3,8,14,22,0,0,298,574,42,..,338,574
UCL321013,276,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,276,708,17,..,290,708
UCL321014,177,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,499,10,..,189,499
UCL321015,430,893,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,4,8,17,0,0,0,0,0,0,8,17,0,3,444,918,166,..,610,918
UCL321016,269,527,8,5,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,21,12,26,0,0,284,556,48,..,330,556
UCL321017,331,928,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,938,16,..,351,938
UCL321018,234,644,5,17,0,0,5,17,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,4,0,3,245,661,28,..,277,661
UCL321019,330,967,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,963,20,..,353,963
UCL321020,290,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,6,0,0,0,0,4,13,0,0,6,13,0,0,301,822,26,..,321,822
UCL321021,257,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,641,18,..,273,641
UCL321022,190,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,624,21,..,206,624
UCL321023,282,675,0,4,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,294,687,24,..,316,687
UCL321024,182,525,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,533,8,..,192,533
UCL321025,231,525,3,11,0,0,3,11,6,8,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,3,244,544,40,..,284,544
UCL321026,191,464,3,3,0,4,6,10,6,6,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,205,483,63,..,266,483
UCL321027,258,681,5,5,10,17,16,21,7,14,0,0,0,0,0,0,0,0,7,14,10,13,0,0,0,0,0,0,10,13,0,0,290,733,20,..,310,733
UCL321028,290,733,15,32,4,5,17,37,7,4,0,0,0,0,0,0,0,0,7,4,0,4,4,9,0,0,0,0,7,6,3,6,321,791,98,..,425,791
UCL321029,405,750,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,3,410,758,173,..,586,758
UCL321030,195,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,489,34,..,234,489
UCL321031,380,941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,940,33,..,413,940
UCL321032,621,1809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,5,14,0,0,0,0,4,13,0,0,4,13,6,16,634,1846,57,..,695,1846
UCL321033,359,912,24,47,0,0,24,47,14,22,0,0,0,0,0,0,0,0,14,22,0,0,0,0,0,0,0,0,0,0,0,0,403,975,36,..,443,975
UCL321034,422,995,25,25,0,0,25,25,0,4,0,0,0,0,0,0,0,0,0,4,7,15,3,3,0,0,4,14,15,33,0,0,462,1061,80,..,545,1061
UCL321035,677,1772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,70,0,0,37,72,0,5,713,1847,67,..,778,1847
UCL321036,337,992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,3,8,341,1006,14,..,360,1006
UCL321037,275,664,3,4,0,0,3,4,5,11,0,0,0,0,0,0,0,0,9,15,0,0,7,5,0,0,5,0,5,9,5,4,297,689,118,..,418,689
UCL321038,364,840,0,0,0,0,0,0,9,12,0,0,0,0,0,0,0,0,9,12,8,16,0,0,0,0,0,0,10,17,0,0,380,869,74,..,455,869
UCL321039,403,913,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,8,9,8,0,0,0,0,0,0,0,0,0,0,6,7,417,929,33,..,446,929
UCL321040,240,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,7,0,0,0,0,0,0,0,7,0,0,240,620,20,..,259,620
UCL321041,302,671,34,53,0,0,34,53,7,9,0,0,0,0,0,0,0,0,7,9,3,12,6,3,0,0,0,0,8,19,3,7,354,760,50,..,405,760
UCL321042,224,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,224,622,14,..,240,622
UCL321043,214,682,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,219,690,7,..,232,690
UCL321044,842,1734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,5,12,19,0,0,19,32,0,0,859,1764,161,..,1017,1764
UCL321045,353,1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,1028,24,..,378,1028
UCL321046,199,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,542,5,..,213,542
UCL321047,282,713,3,3,0,0,3,3,6,3,0,0,0,0,0,0,0,0,6,3,0,5,0,0,0,0,0,0,0,5,0,0,295,727,18,..,317,727
UCL321048,197,437,3,6,0,0,3,6,16,12,0,0,0,0,0,0,0,0,16,12,4,6,0,0,0,0,0,6,11,12,0,0,227,473,45,..,265,473
UCL321049,183,490,3,6,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,190,496,16,..,206,496
UCL321050,268,694,22,39,0,0,22,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,739,28,..,311,739
UCL321051,332,704,0,0,3,6,3,6,4,10,0,0,0,0,0,0,0,0,4,10,3,16,0,0,0,0,4,4,6,15,4,5,350,742,58,..,405,742
UCL321052,241,781,6,13,0,0,6,13,7,14,0,0,0,0,0,0,0,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,259,812,35,..,293,812
UCL321053,118,390,19,64,10,26,30,83,0,12,0,0,0,0,0,0,0,0,0,12,0,0,5,10,3,0,3,0,12,14,0,0,166,504,25,..,189,504
UCL321054,243,539,0,7,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,4,14,4,6,0,0,0,0,11,26,0,5,259,578,93,..,356,578
UCL321055,300,666,72,174,0,0,72,174,3,3,0,0,0,0,0,0,0,0,3,3,5,7,0,0,0,0,0,0,5,7,3,5,385,861,124,..,508,861
UCL321056,303,631,12,17,0,0,10,16,13,13,0,0,0,0,0,0,0,0,13,13,0,0,0,6,0,0,0,0,0,6,4,3,332,667,56,..,386,667
UCL321057,272,592,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,16,27,24,33,0,0,300,627,72,..,372,627
UCL321058,355,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,9,4,8,0,0,359,885,21,..,373,885
UCL321059,357,1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,0,0,0,0,0,4,0,0,0,4,0,6,357,1129,20,..,379,1129
UCL321060,261,569,12,11,0,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,586,49,..,320,586
UCL321061,193,432,0,0,0,0,0,0,83,120,0,0,0,0,0,0,0,0,83,120,9,15,0,0,0,0,0,4,7,14,8,17,295,587,48,..,334,587
UCL321062,190,758,42,143,9,30,51,179,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,14,247,954,15,..,267,954
UCL321063,320,893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,4,12,0,0,0,0,0,0,0,0,0,0,0,0,329,909,10,..,338,909
UCL321064,237,475,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,11,33,0,0,0,0,0,0,14,30,0,9,258,516,170,..,425,516
UCL321065,459,1209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,4,0,0,463,1209,20,..,485,1209
UCL321066,262,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,4,0,0,268,454,90,..,355,454
UCL321067,137,501,0,3,4,25,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,151,535,24,..,172,535
UCL321068,308,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,318,770,33,..,347,770
UCL321069,370,788,15,19,0,0,15,19,0,0,0,0,0,0,0,0,0,0,0,0,54,72,24,33,0,0,0,3,79,108,0,0,461,916,37,..,499,916
UCL321070,260,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,8,9,3,0,269,652,18,..,290,652
UCL321071,208,552,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,212,556,9,..,223,556
UCL321072,269,808,0,0,4,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,815,12,..,287,815
UCL321073,292,664,19,34,11,22,26,53,22,38,0,12,3,6,0,0,0,0,29,53,11,20,0,0,0,0,0,0,11,20,4,7,364,794,95,..,457,794
UCL321074,315,686,6,8,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,4,4,4,7,330,705,86,..,418,705
UCL321075,351,1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,355,1152,7,..,362,1152
UCL321076,155,626,9,18,0,0,8,17,27,61,0,0,0,0,0,0,0,19,32,82,0,0,0,0,0,0,0,0,0,0,3,10,199,736,32,..,231,736
UCL321077,152,334,19,37,0,0,19,37,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,4,7,0,0,173,380,69,..,238,380
UCL321078,191,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,197,482,3,..,195,482
UCL321079,320,1036,7,18,0,0,7,18,29,55,0,0,0,0,0,0,0,0,29,55,7,8,3,4,0,6,0,3,6,18,5,12,370,1143,91,..,468,1143
UCL321080,567,1596,3,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,5,12,4,10,580,1625,25,..,604,1625
UCL321081,170,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,176,513,10,..,180,513
UCL321082,217,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,570,13,..,227,570
UCL321083,543,1465,4,18,0,0,8,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,552,1481,35,..,588,1481
UCL321084,219,477,3,3,23,52,25,54,45,87,7,11,0,0,0,0,3,9,51,106,3,5,0,0,0,0,3,4,3,7,0,3,300,651,558,..,858,651
UCL321085,264,499,0,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,268,515,154,..,417,515
UCL321086,131,466,14,27,0,0,14,27,3,17,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,3,19,153,529,58,..,212,529
UCL321087,215,565,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,215,581,12,..,234,581
UCL321088,300,655,4,6,0,5,0,8,15,32,0,0,0,0,0,0,0,0,15,32,4,5,0,0,0,0,0,0,4,5,0,0,325,703,63,..,386,703
UCL321089,220,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,0,3,0,0,0,11,15,4,12,230,428,113,..,345,428
UCL321090,259,720,22,35,15,21,40,59,9,12,0,0,0,0,0,0,0,7,7,15,0,0,0,0,0,0,0,0,0,0,0,0,309,790,15,..,323,790
UCL321091,223,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,0,5,7,6,0,0,19,27,3,4,247,447,119,..,363,447
UCL321092,201,411,0,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,5,13,9,14,0,0,0,3,0,0,4,13,0,0,214,437,158,..,373,437
UCL321093,239,638,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,241,641,16,..,255,641
UCL321094,250,600,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,252,600,19,..,269,600
UCL321095,308,719,43,78,12,10,52,93,14,24,0,0,0,0,0,0,0,3,21,27,3,3,0,0,0,0,0,0,3,3,0,3,380,846,104,..,482,846
UCL321096,256,577,6,9,3,5,7,11,17,23,0,0,0,0,0,0,0,0,17,23,0,0,0,0,0,0,0,0,3,3,3,13,286,622,61,..,344,622
UCL321097,305,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,5,0,0,0,4,0,0,0,6,0,4,308,949,19,..,333,949
UCL321098,153,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,483,8,..,156,483
UCL321099,259,555,11,26,0,0,11,26,11,10,0,0,0,0,0,0,0,0,11,10,3,10,0,0,0,0,0,4,3,8,0,10,284,611,72,..,361,611
UCL321100,208,451,4,7,0,0,4,7,3,8,0,0,0,0,0,0,0,4,8,9,0,0,0,0,0,0,0,0,0,0,0,0,212,461,86,..,305,461
UCL321101,294,616,11,20,0,0,11,20,0,6,0,0,0,0,0,0,0,0,0,6,3,6,0,0,0,0,0,0,3,6,0,0,314,643,59,..,379,643
UCL321102,236,725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,725,4,..,244,725
UCL321103,383,1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,386,1005,19,..,405,1005
UCL321104,213,624,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,216,634,208,..,426,634
UCL321105,508,1333,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,1333,40,..,548,1333
UCL321106,455,1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,27,0,3,0,0,3,8,26,38,3,6,485,1107,31,..,515,1107
UCL321107,272,579,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,10,8,17,34,0,0,0,0,0,0,17,34,0,3,301,629,81,..,380,629
UCL321108,192,495,13,13,0,0,8,9,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,206,508,28,..,229,508
UCL321109,318,647,3,6,0,0,3,6,9,14,0,0,0,0,0,0,0,0,9,14,11,24,0,0,0,0,0,0,11,24,7,18,351,702,95,..,443,702
UCL321110,350,844,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,352,851,34,..,386,851
UCL321111,307,709,14,25,6,8,25,38,0,0,0,0,0,0,0,0,0,0,0,0,7,16,0,0,3,3,0,0,15,23,0,0,346,771,48,..,391,771
UCL321112,213,786,10,24,0,0,10,24,44,118,0,0,0,0,0,0,0,0,44,118,0,0,0,0,0,0,0,5,0,5,0,0,273,931,16,..,290,931
UCL321113,186,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,43,79,0,0,0,0,48,90,0,6,235,567,19,..,256,567
UCL321114,362,797,12,17,0,4,16,23,0,0,0,0,0,0,0,0,0,0,0,0,9,14,0,7,0,0,0,0,10,17,0,0,392,837,48,..,439,837
UCL322001,124,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,326,29,..,148,326
UCL322002,116,215,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,222,41,..,164,222
UCL322003,64,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,6,0,0,0,0,5,18,0,0,77,154,59,..,138,154
UCL322004,157,316,13,24,0,5,12,27,3,5,0,0,0,0,0,0,0,0,3,5,3,3,0,0,0,0,0,0,3,3,0,0,179,358,148,..,328,358
UCL322005,90,193,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,7,4,5,3,0,0,0,0,0,3,3,6,0,4,101,211,73,..,171,211
UCL322006,90,158,9,17,15,21,24,34,9,9,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,126,204,129,..,254,204
UCL322007,124,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,133,278,12,..,144,278
UCL322008,74,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,203,11,..,88,203
UCL322009,98,201,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,111,212,33,..,141,212
UCL322010,173,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,328,23,..,196,328
UCL322011,176,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,421,17,..,189,421
UCL322012,152,314,3,9,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,314,11,..,172,314
UCL322013,158,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,159,437,16,..,174,437
UCL322014,98,210,15,15,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,5,0,7,117,228,23,..,140,228
UCL322015,143,334,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,148,344,31,..,178,344
UCL322016,83,175,7,20,4,14,14,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,207,69,..,165,207
UCL322017,41,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,183,19,..,64,183
UCL322018,205,424,4,10,0,0,4,10,0,5,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,9,0,0,218,449,112,..,325,449
UCL322019,151,280,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,284,76,..,231,284
UCL322020,65,174,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,0,0,4,9,0,0,78,184,33,..,115,184
UCL322021,76,129,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,78,137,37,..,113,137
UCL322022,44,94,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,9,0,7,4,9,0,0,0,5,9,23,3,11,62,134,38,..,99,134
UCL322023,173,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,404,15,..,186,404
UCL322024,195,480,6,14,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,492,14,..,217,492
