UCL_CODE_2021,Sme_Usl_ad_1_yr_ago_as_2021_M,Sme_Usl_ad_1_yr_ago_as_2021_F,Sme_Usl_ad_1_yr_ago_as_2021_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
UCL222085,118,112,231,5,5,11,0,0,0,22,27,51,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,25,34,57,0,0,0,0,0,0,33,39,70,6,6,12,155,159,312
UCL222086,164,152,316,0,0,4,0,0,0,12,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,24,0,0,0,0,0,0,11,12,29,21,12,33,198,185,374
UCL222087,194,201,395,10,8,15,0,0,0,15,16,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,36,0,0,0,0,0,0,25,26,56,18,22,33,234,247,480
UCL222088,121,95,214,4,0,4,0,0,0,4,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,21,0,0,0,5,0,5,11,11,25,14,18,32,141,125,271
UCL222089,82,81,170,0,0,0,0,0,0,14,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,24,0,0,0,0,0,0,14,14,29,7,3,8,104,103,204
UCL222090,106,83,190,0,0,3,0,0,0,7,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,11,0,0,0,0,0,0,6,5,12,22,14,34,131,108,243
UCL222091,169,178,345,0,3,3,0,0,3,15,13,25,0,0,0,0,3,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,21,20,35,0,0,0,0,0,0,22,20,40,13,9,21,199,202,402
UCL222092,163,145,311,3,6,8,0,0,3,4,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,18,0,0,0,0,0,0,7,13,26,13,3,22,182,164,352
UCL222093,163,173,338,11,8,17,0,0,0,18,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,22,5,0,4,0,0,0,31,15,49,19,27,46,212,215,428
UCL222094,133,125,262,3,5,8,0,4,3,11,15,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,34,4,0,0,3,0,3,24,28,44,17,24,36,176,171,345
UCL222095,70,89,163,0,0,3,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,7,7,15,5,5,7,84,96,183
UCL222096,175,198,374,0,0,3,0,0,0,8,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,16,0,0,0,0,0,0,10,17,22,10,10,21,197,221,416
UCL222097,128,137,263,8,5,10,0,0,0,10,13,27,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,32,4,0,4,0,0,0,22,24,44,8,17,23,161,176,331
UCL222098,149,152,297,7,10,14,0,0,0,12,17,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,25,0,3,0,0,0,0,20,23,40,13,9,21,178,185,364
UCL222099,93,86,180,0,0,0,0,0,0,5,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,24,0,0,0,0,0,0,5,13,24,9,8,15,107,109,215
UCL222100,97,90,187,6,0,6,0,0,0,9,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,17,0,0,0,0,0,0,12,9,19,16,13,29,125,116,233
UCL222101,117,105,224,0,7,6,0,0,0,7,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,23,0,0,0,0,0,0,14,19,30,13,10,24,139,140,277
UCL222102,151,169,321,15,18,33,0,0,0,14,12,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,31,0,0,0,0,0,0,32,31,66,16,15,31,198,214,414
UCL222103,101,92,196,0,0,3,0,0,0,9,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,14,0,0,0,0,0,0,7,4,12,3,4,9,113,103,218
UCL222104,130,117,245,5,0,6,0,0,0,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,0,0,0,10,10,19,21,14,36,157,146,297
UCL222105,93,87,181,0,0,0,0,4,0,6,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,12,0,0,0,0,0,6,9,6,16,13,13,23,111,105,221
UCL231001,180010,170168,350178,4250,4299,8550,743,765,1514,12037,12181,24219,490,446,938,200,172,371,161,113,271,68,73,142,99,100,201,86,51,140,0,0,0,13884,13906,27787,552,506,1063,335,258,592,19020,18968,37989,20966,16162,37134,219996,205299,425293
UCL279997,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,27,36,6,38
UCL299994,847,576,1426,345,229,576,90,83,174,1209,1233,2442,81,96,179,32,23,50,27,26,52,19,13,29,15,11,22,7,9,20,0,0,0,1475,1495,2970,159,136,290,24,22,48,2008,1884,3889,2274,1409,3682,5124,3875,9002
UCL301001,862743,898630,1761367,25804,28257,54065,7832,7930,15758,5276,5456,10736,135245,143835,279074,1158,1197,2357,1042,1047,2091,573,629,1204,916,884,1799,895,894,1788,12,17,26,152946,161893,314830,9111,9551,18661,3709,3193,6901,191569,202886,394462,54841,50393,105238,1109157,1151910,2261060
UCL302001,220269,233460,453730,7520,8139,15659,5139,5875,11015,2606,2974,5575,32818,36118,68933,358,417,776,296,359,649,267,318,586,153,163,318,244,269,514,5,6,14,41891,46490,88380,2542,2674,5220,1237,1117,2356,53192,58420,111617,17829,18183,36015,291287,310060,601351
UCL302002,102173,111588,213758,4311,4787,9102,1588,1783,3371,1635,1826,3461,15092,17117,32204,171,204,375,174,185,353,137,193,332,123,150,274,160,144,309,0,0,8,19081,21606,40686,1118,1168,2286,491,511,1002,24998,28082,53076,7391,7452,14847,134562,147119,281677
UCL303001,54808,56878,111691,2111,2338,4452,566,578,1146,619,698,1315,7893,8756,16643,140,165,302,164,199,360,62,58,121,212,198,410,64,75,138,0,0,0,9727,10720,20444,504,490,991,282,243,531,12626,13795,26417,7159,6335,13498,74598,77012,151604
UCL303002,38891,43290,82182,1323,1327,2650,307,390,699,143,177,326,6873,7776,14645,43,37,75,28,22,57,34,23,58,38,41,82,26,24,46,0,0,0,7497,8490,15994,302,302,600,188,169,359,9307,10290,19592,2641,2713,5358,50836,56292,107130
UCL303003,62725,64842,127571,2104,2409,4512,636,615,1251,527,539,1069,9690,10951,20639,119,113,230,130,141,272,57,66,124,170,176,345,105,99,206,0,0,0,11431,12700,24134,428,436,866,332,255,587,14295,15796,30098,8233,5884,14117,85255,86525,171781
UCL311001,19383,20844,40226,404,504,902,118,132,243,117,110,226,2927,3270,6199,19,19,41,22,17,36,22,25,44,7,5,13,12,14,22,0,0,0,3243,3581,6832,127,123,258,109,98,205,3886,4311,8193,1721,1711,3429,24996,26862,51855
UCL311002,20679,23029,43701,728,818,1546,343,357,705,276,322,601,2853,3333,6185,46,45,86,37,41,79,29,33,69,46,36,82,26,24,53,5,0,6,3660,4203,7864,122,127,247,101,123,225,4611,5267,9876,1844,1890,3735,27131,30181,57313
UCL311003,29282,29992,59270,1154,1208,2363,217,266,488,151,162,313,4601,4908,9508,35,39,70,45,55,99,13,16,36,33,33,73,12,9,24,0,0,0,5113,5488,10606,157,182,335,125,88,215,6547,6970,13519,3826,2914,6739,39650,39874,79529
UCL311004,23588,24429,48017,652,719,1375,122,108,236,69,68,134,3547,4013,7557,20,15,35,27,33,59,9,7,11,21,26,48,8,15,22,0,0,0,3824,4284,8110,133,128,259,123,104,232,4738,5233,9970,2446,1956,4402,30768,31619,62386
UCL312001,7649,8488,16132,462,519,985,96,102,199,63,86,147,808,927,1734,6,0,9,0,3,5,9,17,25,8,9,16,11,7,17,0,0,0,995,1155,2145,39,46,86,19,19,34,1520,1736,3258,560,592,1146,9727,10813,20541
UCL312002,12945,12748,25691,661,766,1427,68,74,143,74,91,164,2025,2191,4213,16,22,37,34,21,57,16,15,37,19,24,46,3,8,7,0,0,0,2253,2439,4696,88,74,166,79,60,134,3087,3336,6428,1174,977,2155,17202,17067,34270
UCL312003,8424,8935,17355,424,497,921,66,64,135,74,58,132,851,885,1737,13,4,20,15,11,21,26,17,39,4,4,13,0,0,0,0,0,0,1054,1050,2104,19,27,46,26,32,61,1525,1604,3126,820,758,1579,10772,11298,22065
UCL312004,7692,8461,16150,367,405,772,58,62,116,51,53,102,1024,1128,2153,9,11,25,9,14,23,12,13,27,14,9,19,10,4,13,0,0,0,1177,1290,2475,40,59,102,47,34,79,1633,1794,3423,537,552,1094,9861,10812,20668
UCL313001,3510,3331,6844,483,510,996,89,117,210,74,94,164,425,496,918,24,19,40,22,24,43,11,11,25,16,13,24,3,3,5,0,0,0,659,771,1429,46,44,92,22,26,47,1217,1350,2566,618,505,1124,5344,5188,10530
UCL313002,4765,5287,10047,315,337,651,84,77,160,51,53,100,520,610,1128,0,0,4,7,10,17,7,9,18,5,7,10,5,0,5,0,0,0,682,763,1444,30,35,68,16,16,33,1041,1155,2192,339,322,658,6138,6756,12897
UCL313003,4536,4724,9261,502,533,1031,36,30,67,9,9,16,290,346,635,0,0,0,3,0,3,0,0,0,9,5,11,0,3,3,0,0,0,342,397,739,14,20,36,18,19,39,874,973,1851,479,343,821,5895,6040,11931
UCL313004,4977,4912,9889,749,749,1502,47,51,102,11,24,33,454,502,959,4,5,8,17,19,35,3,3,7,4,8,10,0,0,0,0,0,0,548,607,1152,64,36,104,23,18,39,1379,1414,2796,721,476,1199,7079,6810,13888
UCL313005,4095,4424,8516,364,403,769,30,23,51,13,7,19,555,596,1151,3,4,11,0,4,5,5,3,9,6,7,5,8,3,6,0,0,0,619,647,1270,19,20,42,22,22,50,1033,1095,2127,424,290,716,5546,5807,11356
UCL313006,6949,7829,14780,387,438,826,49,60,107,43,49,89,983,1130,2113,7,6,16,6,10,12,4,6,9,0,3,11,0,0,3,0,0,0,1093,1270,2360,34,22,54,43,36,77,1547,1766,3317,588,572,1160,9085,10170,19254
UCL313007,4103,4201,8303,211,233,440,49,39,82,11,11,21,444,508,948,0,4,6,0,0,0,0,0,0,9,10,14,14,18,31,0,0,0,524,585,1105,8,8,21,9,11,11,747,833,1581,154,126,287,4997,5166,10167
UCL313008,3598,3802,7398,366,435,799,24,23,42,15,11,25,434,478,908,6,0,6,10,4,11,7,9,13,4,3,9,0,0,0,0,0,0,487,525,1015,61,21,86,21,16,35,932,999,1928,347,339,687,4876,5140,10024
UCL313009,6409,6149,12559,905,913,1822,63,49,105,25,17,46,472,510,982,9,16,29,22,16,39,8,6,15,40,40,84,3,0,3,0,0,0,637,657,1294,71,74,144,61,38,99,1675,1681,3361,967,757,1733,9049,8592,17644
UCL313010,5068,5506,10572,530,594,1127,77,69,145,11,12,24,461,506,962,3,9,12,7,0,5,3,7,13,7,6,13,3,3,8,0,0,0,572,608,1180,20,25,41,21,15,38,1141,1245,2379,475,511,991,6684,7262,13948
UCL313011,3219,3582,6800,227,283,505,98,102,196,45,38,77,773,880,1653,3,5,17,5,6,14,3,4,6,3,6,13,5,0,9,0,0,0,935,1049,1981,27,28,53,25,25,48,1205,1382,2588,280,312,594,4706,5276,9988
UCL313012,6809,7129,13935,670,792,1460,51,53,100,37,38,78,734,780,1516,13,8,16,13,10,20,3,7,8,15,11,26,9,10,19,0,0,0,869,924,1786,43,41,77,21,17,37,1600,1769,3368,775,520,1300,9185,9419,18607
UCL314001,2564,2833,5397,190,251,439,20,19,41,15,18,33,258,284,546,6,5,10,8,8,15,0,0,0,3,13,15,0,0,0,0,0,0,315,347,660,20,9,29,17,12,29,540,614,1156,374,357,737,3486,3808,7289
UCL314002,2974,3092,6071,220,256,474,17,31,47,29,20,41,233,276,513,4,3,11,3,6,11,3,8,8,0,3,0,0,0,4,0,0,0,301,344,647,57,9,68,9,4,16,589,617,1207,454,397,850,4019,4107,8123
UCL314003,2896,3139,6032,244,281,526,28,34,60,20,29,48,308,322,631,11,9,15,4,4,9,0,0,0,0,0,3,0,0,0,0,0,0,371,398,778,8,9,23,12,7,21,641,704,1343,329,331,654,3860,4170,8034
UCL314004,2131,2408,4536,96,109,206,21,18,37,14,16,25,315,317,628,0,0,0,5,4,9,0,4,7,3,0,3,3,3,6,0,0,0,352,359,716,12,0,11,13,12,23,470,482,954,194,166,360,2791,3059,5852
UCL314005,1996,1958,3962,185,186,373,12,16,27,3,0,8,182,216,392,0,5,0,5,8,10,0,6,0,0,0,0,0,0,0,0,0,0,204,249,450,17,14,27,13,5,14,414,451,864,388,383,774,2803,2795,5596
UCL314006,3400,3336,6740,345,418,766,39,41,79,35,34,66,322,347,666,10,11,20,9,7,17,7,0,10,0,6,0,4,0,4,0,0,0,420,446,869,77,50,126,8,12,20,851,925,1780,544,465,999,4799,4723,9520
UCL314007,2700,2909,5603,226,288,514,23,15,36,16,3,26,264,298,559,7,4,10,3,10,17,0,4,5,14,11,30,0,0,0,0,0,0,330,343,674,12,10,18,25,23,52,588,665,1258,572,541,1112,3857,4113,7973
UCL314008,2076,2096,4169,254,290,542,56,47,100,19,14,31,267,260,527,6,7,11,13,19,39,0,0,3,0,4,4,0,0,0,0,0,0,367,351,717,12,14,25,10,13,22,638,669,1307,387,342,732,3101,3104,6207
UCL314009,2950,3044,5999,48,54,104,22,29,54,15,16,28,501,508,1009,0,0,0,4,6,10,0,0,0,0,0,0,3,3,3,0,0,0,540,572,1113,8,14,23,9,7,19,605,656,1259,236,239,474,3789,3938,7734
UCL314010,2409,2536,4943,259,239,499,26,39,67,23,27,46,295,349,645,3,0,6,0,4,4,6,24,25,0,0,0,0,0,0,0,0,0,351,442,794,28,23,51,16,11,28,651,717,1370,247,209,451,3307,3456,6764
UCL314011,1928,2075,4007,206,243,456,43,59,103,3,3,8,124,129,252,0,0,0,0,0,5,0,3,3,0,0,0,0,0,0,0,0,0,173,198,372,4,3,10,8,11,23,389,457,852,255,264,516,2577,2800,5378
UCL314012,2340,2331,4667,128,149,285,12,8,17,4,0,4,221,234,451,3,5,9,0,0,8,0,0,0,7,7,16,5,5,10,0,0,0,249,263,512,8,9,20,10,4,18,397,433,826,243,227,471,2983,2995,5975
UCL314013,2667,2648,5321,230,230,457,25,25,48,8,12,20,212,251,460,5,3,3,0,3,3,5,4,5,0,0,7,0,0,0,0,0,0,251,295,552,42,25,63,9,6,13,536,549,1084,363,325,694,3573,3530,7098
UCL314014,2196,2170,4361,61,53,115,27,28,58,19,16,31,287,315,606,0,0,0,0,0,0,0,0,0,0,5,3,0,3,3,0,0,0,337,371,707,9,14,19,8,8,19,416,442,862,154,141,292,2770,2747,5517
UCL314015,2328,2237,4562,62,63,123,18,26,43,8,12,17,204,197,402,7,3,12,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,233,247,480,14,11,25,13,13,26,323,332,659,125,107,231,2774,2673,5445
UCL314016,3012,3242,6253,295,293,586,7,19,26,22,14,35,253,253,510,8,15,17,3,4,13,0,0,4,7,7,14,4,0,4,0,0,0,304,316,613,17,11,30,16,8,17,621,626,1256,504,489,995,4138,4361,8497
UCL314017,2931,2646,5573,418,467,886,29,29,56,12,8,18,351,370,720,0,4,5,10,8,18,0,0,0,0,4,4,0,0,0,0,0,0,407,418,824,31,25,50,24,9,31,871,920,1795,1045,363,1410,4848,3927,8774
UCL314018,2830,2867,5696,51,45,92,18,17,35,15,18,38,315,328,644,4,0,3,0,5,9,6,0,3,0,0,0,0,0,0,0,0,0,356,380,733,7,8,15,5,4,13,416,436,852,75,56,124,3321,3359,6673
UCL314019,1831,2100,3932,52,48,107,19,20,39,11,11,22,293,347,640,0,0,0,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,327,389,709,6,10,18,11,9,17,393,453,851,111,106,218,2337,2658,4998
UCL314020,2186,2300,4485,274,309,583,17,16,32,11,12,19,241,258,499,0,0,0,5,7,16,0,0,0,6,3,3,0,0,0,0,0,0,277,295,573,17,25,43,14,9,26,584,645,1225,356,366,725,3119,3313,6433
UCL314021,3817,4129,7948,154,143,301,45,41,84,35,30,64,413,464,880,4,12,11,6,4,8,8,5,7,4,6,7,0,0,3,0,0,0,512,560,1073,17,18,38,20,11,26,706,728,1435,236,223,459,4764,5080,9835
UCL314022,3082,3302,6385,150,172,324,55,57,107,6,10,18,263,295,563,4,4,8,4,0,4,0,0,0,6,3,11,3,10,14,0,0,0,344,377,720,21,32,50,10,11,22,519,599,1116,223,224,445,3825,4123,7947
UCL314023,3729,3739,7467,319,358,677,24,23,49,22,18,43,342,370,708,7,6,13,9,10,18,5,4,11,10,14,20,3,0,7,0,0,0,421,434,860,26,27,50,24,18,42,789,838,1629,267,236,497,4784,4808,9600
UCL315001,376,375,750,37,44,82,8,12,23,4,7,11,63,69,132,0,0,0,3,0,3,0,4,3,9,8,13,0,0,0,0,0,0,90,97,183,3,3,7,4,0,4,134,146,278,94,79,167,599,595,1197
UCL315002,1085,1057,2142,20,27,48,12,14,26,4,4,8,121,136,253,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,138,153,294,5,6,4,3,0,12,167,185,355,49,13,64,1302,1257,2558
UCL315003,486,511,999,19,27,48,6,4,6,0,5,7,42,45,86,0,0,3,0,0,9,0,0,3,4,5,4,0,0,0,0,0,0,51,55,105,0,0,0,7,0,7,75,83,158,57,56,113,625,643,1268
UCL315004,368,376,747,91,120,213,0,0,0,0,0,0,17,23,46,0,0,0,0,4,4,0,0,0,0,0,3,0,0,0,0,0,0,25,26,55,0,0,0,3,3,10,117,154,273,32,35,69,522,561,1082
UCL315005,440,427,864,19,21,39,0,0,0,4,5,7,43,40,79,0,0,0,0,0,3,0,0,0,3,3,8,0,0,0,0,0,0,55,44,98,0,0,0,0,0,0,72,62,141,52,50,101,568,541,1108
UCL315006,458,462,922,17,29,47,5,0,5,0,0,0,26,40,70,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,28,47,73,0,0,0,3,0,3,53,72,123,62,52,112,570,587,1154
UCL315007,1286,1329,2612,51,65,118,9,15,24,4,7,14,151,187,339,0,0,3,4,8,6,0,0,0,0,0,0,0,3,3,0,0,0,173,223,392,5,4,12,3,3,6,236,291,526,70,88,157,1596,1700,3296
UCL315008,1534,1392,2923,236,229,469,8,9,20,3,4,7,179,205,381,4,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,198,217,415,0,11,11,4,4,13,441,465,899,431,256,687,2405,2110,4511
UCL315009,1010,1084,2092,91,107,194,14,16,33,12,8,13,80,85,169,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,106,106,218,9,0,9,4,3,9,207,222,435,84,85,166,1304,1383,2693
UCL315010,1105,1095,2197,67,73,139,20,29,46,14,8,19,124,152,280,0,0,0,4,0,6,0,0,0,4,3,9,0,0,0,0,0,0,165,189,355,13,15,28,3,4,7,243,285,526,87,74,164,1440,1450,2889
UCL315011,582,557,1136,19,24,43,12,14,23,10,9,19,76,75,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,98,197,0,0,0,4,0,3,127,124,251,60,70,124,764,747,1508
UCL315012,1671,1662,3337,127,148,270,0,7,6,9,13,18,202,210,415,0,0,4,4,0,12,0,0,0,0,7,8,0,0,0,0,0,0,223,237,454,4,3,9,10,4,17,367,393,755,125,91,220,2166,2147,4315
UCL315013,632,673,1307,37,44,75,5,9,16,0,0,0,121,124,239,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,131,132,264,0,0,0,0,0,7,164,178,344,67,85,150,861,938,1802
UCL315014,481,418,900,36,43,78,5,4,7,4,5,8,48,52,102,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,58,61,120,3,0,8,0,3,3,99,108,208,70,60,131,650,589,1236
UCL315015,910,916,1823,10,16,24,0,0,0,7,4,9,66,69,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,74,148,0,0,0,0,5,5,82,96,176,44,34,84,1034,1047,2081
UCL315016,1352,1285,2636,27,24,52,8,11,12,4,7,12,136,145,275,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,147,157,308,0,4,4,3,13,9,183,196,377,55,41,95,1584,1523,3108
UCL315017,864,956,1820,87,116,205,8,7,14,0,0,0,60,81,138,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,66,98,163,5,9,10,5,3,8,162,222,382,159,173,330,1187,1341,2529
UCL315018,520,548,1063,28,29,52,0,0,0,0,0,0,7,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,19,0,0,0,0,0,0,38,39,75,17,18,35,576,604,1177
UCL315019,484,472,958,43,52,93,5,8,10,0,5,5,53,43,96,0,0,0,0,4,3,0,0,0,4,0,4,0,0,0,0,0,0,57,57,111,5,4,8,0,0,5,103,113,220,88,78,168,682,669,1353
UCL315020,719,735,1456,93,106,197,5,0,12,0,0,0,88,95,181,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,102,101,196,3,4,7,0,3,4,198,210,405,109,79,186,1025,1022,2053
UCL315021,487,525,1009,28,28,59,3,6,14,0,3,8,50,65,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,76,135,3,4,5,0,0,0,90,107,200,45,34,78,620,667,1286
UCL315022,889,804,1701,91,91,185,3,8,9,6,8,9,108,111,220,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,122,125,248,0,4,3,9,14,24,229,232,460,179,147,325,1301,1184,2487
UCL315023,453,417,869,39,56,89,7,7,15,5,3,5,38,45,92,0,0,0,0,0,0,0,0,3,3,8,8,0,0,0,0,0,0,57,62,126,0,4,4,0,0,5,98,125,220,112,77,186,659,616,1280
UCL315024,587,567,1152,73,83,160,11,3,13,0,0,0,73,89,163,0,3,6,0,0,7,3,0,3,0,0,3,0,0,0,0,0,0,98,99,199,5,0,4,0,0,0,177,193,372,122,139,262,883,892,1779
UCL315025,1160,1093,2250,43,49,92,16,13,35,0,7,10,128,135,265,0,0,0,0,0,0,3,4,4,0,0,3,0,0,0,0,0,0,149,159,312,0,0,4,6,4,7,204,216,419,119,127,251,1483,1431,2914
UCL315026,1280,1479,2755,62,87,149,10,13,24,10,8,11,126,161,282,0,4,3,0,0,0,0,4,3,0,3,6,0,0,0,3,0,0,144,187,332,9,3,12,9,6,9,225,273,500,100,102,204,1607,1858,3460
UCL315027,565,626,1195,62,57,116,6,4,9,5,6,4,69,87,151,6,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,79,98,176,0,0,3,0,0,4,144,157,298,121,181,302,833,963,1794
UCL315028,529,543,1073,27,18,41,0,3,3,7,0,5,64,71,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,78,147,0,0,6,0,0,0,98,92,193,27,22,52,653,662,1320
UCL315029,845,912,1761,25,38,61,4,3,7,3,4,5,100,102,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,104,114,217,6,3,8,8,4,6,135,157,294,51,62,118,1034,1134,2168
UCL315030,591,574,1161,37,36,75,0,0,0,0,0,3,19,26,45,0,0,0,0,0,0,0,0,0,4,5,10,0,0,0,0,0,0,28,35,62,0,7,4,3,0,3,72,78,145,31,23,48,687,673,1363
UCL315031,914,788,1702,69,76,151,3,14,14,0,0,0,106,108,212,0,0,0,9,0,13,0,0,0,0,0,0,4,0,6,0,0,0,120,120,244,0,6,13,0,3,10,198,212,405,372,225,597,1480,1228,2711
UCL315032,1742,1824,3562,108,123,229,11,13,30,15,9,19,227,236,461,5,3,6,5,8,11,0,3,0,0,3,3,0,0,3,0,0,0,271,280,549,10,5,15,16,13,24,395,414,810,257,185,444,2397,2424,4819
UCL315033,482,533,1012,23,24,45,0,0,3,0,5,11,48,31,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,48,102,0,5,6,0,3,5,78,79,158,27,29,54,586,639,1222
UCL315034,410,456,863,16,14,28,0,3,8,4,8,17,45,65,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,77,137,0,0,0,3,0,3,72,92,167,36,34,78,529,585,1113
UCL315035,1214,1325,2545,61,54,118,9,8,17,6,0,6,170,163,332,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,177,176,357,5,8,11,3,5,3,247,246,489,62,55,120,1528,1625,3151
UCL315036,609,586,1193,54,56,116,6,3,10,3,7,7,62,49,107,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,68,58,127,6,0,7,6,0,7,136,115,252,111,122,235,860,825,1679
UCL315037,1559,1614,3169,46,63,111,16,18,33,12,11,26,240,255,495,4,0,4,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,274,288,567,10,8,21,6,3,11,335,369,713,84,65,146,1984,2052,4034
