UCL_CODE_2021,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_North_Macedonia_0_4,F_North_Macedonia_5_14,F_North_Macedonia_15_24,F_North_Macedonia_25_44,F_North_Macedonia_45_54,F_North_Macedonia_55_64,F_North_Macedonia_65_74,F_North_Macedonia_75_84,F_North_Macedonia_85ov,F_North_Macedonia_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Samoa_0_4,F_Samoa_5_14,F_Samoa_15_24,F_Samoa_25_44,F_Samoa_45_54,F_Samoa_55_64,F_Samoa_65_74,F_Samoa_75_84,F_Samoa_85ov,F_Samoa_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
UCL112012,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,20,0,0,0,0,0,5,9,7,0,28,0,4,10,30,38,43,31,14,0,169,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3,0,0,13,0,0,0,0,3,0,0,0,0,11,0,9,13,47,20,28,16,4,0,138,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,13,3,4,5,28,0,0,0,0,3,3,0,0,0,8,0,0,3,14,7,4,0,5,0,41,0,4,0,7,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,11,6,0,6,15,15,3,3,0,0,34,0,0,0,0,0,0,0,0,0,0,0,3,3,22,8,9,8,3,0,53
UCL112013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4
UCL112014,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,7,4,0,0,12,0,0,0,0,3,0,0,0,0,6,0,0,0,9,0,0,0,0,0,9,0,0,0,7,0,9,12,14,4,51,0,15,10,48,45,49,49,38,21,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,7,0,0,21,0,0,5,31,13,18,7,0,0,81,0,0,0,4,0,0,6,0,3,18,0,0,0,7,0,3,0,0,0,14,0,0,3,4,4,13,10,9,6,51,0,0,0,0,0,0,0,0,0,5,0,6,3,17,20,10,11,12,0,77,0,0,0,5,4,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,5,11,11,7,0,8,5,0,45
UCL112015,0,0,0,0,0,0,4,0,3,13,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,45,0,0,0,0,0,52,0,0,0,0,0,0,20,14,7,46,0,10,8,28,33,33,35,16,3,169,0,0,0,4,0,0,5,0,0,10,0,3,3,11,0,0,0,0,0,16,0,0,0,4,0,3,0,0,0,13,0,5,12,90,35,34,26,3,0,206,0,0,0,3,0,0,4,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,17,19,6,63,0,0,0,0,4,0,0,0,0,7,0,0,7,14,5,3,11,8,0,47,0,6,4,12,3,3,0,0,0,31,0,0,0,6,4,0,0,0,0,8,3,0,7,39,17,6,3,0,0,72,0,0,0,0,0,0,0,0,0,3,0,5,4,24,7,0,5,3,0,49
UCL112016,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,23,85,0,0,0,0,0,120,0,0,0,4,0,4,17,14,3,44,0,3,5,54,30,40,25,17,4,193,0,0,0,0,0,0,0,0,0,5,4,6,3,26,0,0,0,0,0,35,0,0,0,0,9,0,5,0,0,7,0,13,10,69,32,29,20,5,0,171,0,0,0,0,4,0,3,9,10,26,0,0,0,0,5,0,0,0,0,5,0,0,0,5,0,7,10,7,5,31,0,0,5,7,4,0,0,0,0,16,0,12,6,41,16,8,12,0,0,88,0,3,0,16,0,0,0,0,0,23,0,0,0,4,4,0,0,0,0,11,0,7,3,27,9,6,3,0,0,55,0,0,0,7,0,0,0,0,0,3,0,4,4,16,3,11,3,0,0,44
UCL112017,0,0,0,0,0,0,14,4,0,25,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,0,9,51,0,0,0,0,0,56,0,0,0,9,7,12,25,24,26,98,0,6,8,64,59,91,88,51,24,402,0,0,0,0,0,3,0,0,0,3,0,3,0,7,0,0,0,0,0,10,0,0,0,5,7,3,6,0,0,13,0,7,12,90,35,31,25,8,0,203,0,0,0,4,4,3,3,5,6,24,0,0,0,0,0,0,0,0,0,5,0,4,0,10,11,23,33,35,10,132,0,0,0,4,3,3,3,0,0,17,0,0,13,34,25,21,30,11,4,138,0,0,3,18,3,0,3,6,0,26,0,0,0,6,0,0,0,0,0,9,0,0,0,30,14,9,6,0,0,63,0,0,0,0,0,0,0,0,0,4,0,7,12,25,12,12,17,7,0,84
UCL112018,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,4,13,5,8,0,0,0,27,0,5,5,86,0,0,0,0,0,106,0,0,0,0,0,0,6,4,4,19,0,4,12,37,16,19,15,10,4,115,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,21,0,0,0,0,3,0,0,0,0,8,6,21,35,111,35,28,14,0,0,247,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,3,0,11,3,3,11,3,0,36,0,0,0,0,0,0,3,0,0,9,0,6,5,21,6,4,0,0,0,45,0,3,0,5,0,3,0,0,0,20,0,0,0,59,0,0,0,0,0,61,0,0,0,25,12,4,0,0,0,43,0,0,0,0,0,0,0,0,0,0,3,0,0,14,5,10,3,4,0,34
UCL112019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,70,17,0,0,0,0,99,0,4,11,46,0,0,0,0,0,59,0,0,0,3,0,8,13,13,3,28,0,13,13,43,25,33,24,10,0,169,0,0,0,0,0,0,0,0,0,0,0,3,0,19,0,0,0,0,0,25,0,0,0,3,3,0,0,0,0,11,0,14,22,84,23,24,15,0,0,188,0,0,0,3,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,5,0,0,0,3,10,5,12,10,0,47,0,0,3,5,0,0,3,0,0,14,0,4,14,26,13,14,9,4,0,78,0,3,0,23,4,3,0,0,0,44,0,0,0,11,0,0,0,0,0,15,0,7,3,32,11,0,0,0,0,52,7,4,0,0,0,0,0,0,0,13,0,0,8,15,14,8,5,4,0,54
UCL113001,0,0,0,0,0,0,5,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,6,4,3,13,8,6,36,0,0,7,35,26,42,38,18,6,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,3,0,0,0,8,0,4,6,30,8,8,8,8,0,78,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,5,6,5,11,8,4,34,0,0,0,3,0,4,0,0,0,4,0,5,0,8,4,3,9,8,0,37,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,20,13,6,3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,5,0,17,4,3,4,0,0,42
UCL113002,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,13,0,0,0,0,0,6,11,10,0,24,0,0,0,15,22,15,23,15,3,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,23,14,4,5,0,0,53,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,10,6,35,0,0,0,0,0,0,0,0,0,9,0,0,0,3,8,3,4,6,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,15
UCL113003,0,0,0,0,0,0,3,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,6,4,0,10,0,0,0,12,7,3,7,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,12,58,17,15,20,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,4,5,0,7,0,0,0,20
UCL113004,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,3,0,0,26,6,3,5,0,0,49,0,8,4,56,25,20,9,4,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,22,5,3,0,0,0,30,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,3,3,22,0,0,0,0,0,0,0,0,0,6,0,0,3,11,6,3,8,4,0,33,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,3,0,0,0,3,0,0,5,13,5,8,0,0,0,25,0,0,0,0,0,0,0,0,0,0,4,4,10,43,8,9,11,4,0,98
UCL113005,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,3,5,0,16,0,0,0,8,14,14,6,5,3,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,3,0,0,0,24,11,19,9,0,0,64,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,6,0,20,0,0,0,0,0,0,0,0,0,8,0,0,0,3,6,0,0,5,0,10,0,0,0,0,5,3,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,4,8,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,0,0,15
UCL113006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,4,3,0,8,0,3,0,3,4,8,5,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,4,0,29,10,11,6,5,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,3,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
UCL113007,0,0,0,0,0,3,11,0,5,16,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,4,0,3,10,9,0,26,0,9,13,15,22,19,23,12,0,99,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,7,9,8,10,0,0,29,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,3,6,4,13,22,13,0,61,0,3,0,0,0,0,0,0,0,11,0,0,4,14,8,9,3,9,3,47,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,5,4,3,14,14,0,4,3,0,46
UCL113008,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,11,0,18,0,0,6,15,16,15,17,13,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,22,11,18,8,0,0,60,0,0,0,0,4,0,7,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,11,10,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,11,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,17,7,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
UCL113009,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,12,0,0,0,6,14,10,3,4,0,50,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,13,3,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,6,11,5,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,19
UCL113010,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,16,0,0,0,0,0,23,0,0,0,0,0,0,4,3,4,12,0,0,7,14,11,8,9,8,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,5,6,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,5,0,0,14
UCL113011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,3,4,0,0,5,0,3,4,29,14,10,4,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,5,3,0,0,0,8,4,7,4,32,14,10,4,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,6,10,5,0,0,0,19,0,0,0,5,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,5,0,0,0,12,3,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4
UCL113012,0,0,0,0,0,5,5,3,0,13,0,0,0,0,0,3,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,24,0,0,0,0,0,34,0,0,0,0,5,0,8,12,0,31,0,6,3,28,25,28,23,12,5,126,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,9,0,4,7,23,7,7,10,0,0,59,0,0,0,3,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,14,17,13,51,0,5,0,0,0,0,0,0,0,5,0,0,0,15,5,12,11,3,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,21,15,4,0,0,0,42,0,0,0,0,0,0,3,0,0,10,3,0,5,11,10,10,8,5,0,43
UCL113013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,13,0,6,5,17,13,17,14,4,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,7,26,9,11,5,0,0,61,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,7,7,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,5,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,4,0,0,13
UCL113014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,10,0,16,12,46,36,24,19,5,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,5,7,48,17,11,9,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,12,0,0,0,0,0,0,0,0,0,4,0,7,9,21,13,0,0,3,0,54,0,0,0,5,0,0,0,0,0,9,0,0,0,8,0,0,0,0,0,7,0,0,0,17,8,0,5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9
UCL113015,0,0,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,16,0,0,0,10,22,11,15,6,3,74,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,4,10,0,6,0,48,0,0,0,0,0,3,8,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,7,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,3,3,0,20
UCL113016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,6,6,10,5,25,0,5,4,7,5,15,17,8,3,66,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,3,3,0,0,0,0,9,0,4,6,31,12,25,11,8,0,98,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,22,0,0,0,3,0,4,0,0,0,4,0,0,0,0,3,0,0,0,0,16,0,0,0,0,0,5,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,6,4,11,4,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,3,0,0,12
UCL113017,0,0,0,0,0,0,7,4,0,15,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,8,0,29,0,0,7,26,16,16,28,10,0,102,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,4,0,7,10,8,10,3,0,45,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,15,12,4,40,0,0,0,0,4,0,0,0,0,6,0,3,0,5,3,7,7,14,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,9,8,9,0,0,0,30,0,0,0,0,0,0,0,0,0,3,0,3,0,4,7,4,6,0,0,30
UCL113018,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL114001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,11,0,0,0,11,13,8,8,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,6,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6
UCL114002,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,4,24,0,0,0,0,11,12,10,10,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,3,5,8,0,0,0,19,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,7,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,5,0,15
