UCL_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
UCL311003,0,0,0,0,0,0,0,0,3,5,0,17,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,12,0,13,0,0,0,0,0,5,0,4,0,8,0,27,0,0,0,3,0,7,0,14,0,25,0,53,0,3,0,10,0,19,0,23,5,32,0,91,5,9,0,19,0,68,0,26,11,38,0,179,20,18,0,71,9,114,0,35,0,55,0,333,22,16,3,108,10,110,3,19,6,32,0,334,60,17,3,170,10,122,13,17,11,32,3,454,218,43,12,448,49,268,17,35,19,43,0,1163,309,26,19,535,53,100,16,27,5,24,0,1121,370,20,7,377,57,118,14,17,5,11,0,1008,274,14,8,282,42,45,12,0,3,4,0,693,730,33,21,552,93,155,21,15
UCL311004,0,0,0,0,3,0,0,0,6,7,0,15,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,3,0,11,0,9,0,16,0,0,0,0,0,0,0,5,0,13,0,26,0,0,0,0,0,6,0,16,4,38,0,72,5,7,0,6,0,31,3,23,0,35,0,111,9,11,0,20,6,59,0,33,4,55,0,202,14,13,8,76,12,95,4,42,5,47,0,316,44,14,8,82,10,106,0,21,12,34,3,338,69,12,4,120,9,71,7,10,7,20,0,335,252,39,12,359,61,170,11,28,11,38,5,993,287,26,7,351,49,54,11,8,9,17,3,829,270,25,8,274,55,65,17,7,4,17,0,742,224,9,6,139,36,27,13,5,0,7,0,476,514,16,14,291,56,73,11,14
UCL312001,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,15,0,0,0,0,0,4,0,9,0,6,0,20,3,3,0,6,0,9,0,8,0,21,0,42,0,6,0,3,0,5,0,4,0,23,0,50,0,4,5,10,5,15,0,14,6,33,0,98,7,0,0,8,0,23,0,10,6,17,0,72,12,10,9,23,5,9,0,10,4,12,0,93,21,8,8,44,6,29,3,7,3,23,0,146,30,4,0,51,15,13,7,5,3,17,0,139,31,3,0,47,10,9,3,3,0,3,0,117,29,3,0,24,3,8,3,0,0,0,0,75,71,0,0,41,14,17,5,3
UCL312002,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,4,0,11,0,11,0,0,0,0,0,0,0,3,0,13,0,22,6,4,0,0,0,0,0,10,3,27,0,45,0,0,0,3,0,11,0,24,3,31,0,64,0,8,0,13,0,48,5,21,5,32,3,136,8,11,4,38,0,66,0,17,0,38,0,193,16,11,0,53,8,70,4,20,5,17,0,201,18,9,3,63,10,93,3,10,9,18,0,230,82,10,7,208,19,169,7,19,16,10,0,545,122,18,9,219,27,44,6,18,3,9,0,470,153,11,0,134,21,66,11,3,4,5,0,421,113,3,7,95,16,14,0,0,0,0,0,262,296,7,5,188,38,96,6,14
UCL312003,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13,0,0,0,0,0,0,0,4,0,5,0,11,0,0,0,0,0,9,0,6,0,38,0,62,0,0,0,6,0,14,0,10,0,50,0,80,5,10,3,11,4,29,0,30,4,55,0,149,9,13,0,35,9,48,0,20,5,36,4,180,10,0,0,29,0,35,4,19,9,24,0,126,7,0,0,50,4,21,0,13,0,12,0,121,63,14,0,95,11,39,3,14,4,20,0,268,53,10,4,63,11,16,4,4,4,9,0,177,48,3,0,44,7,10,0,6,5,3,0,126,27,4,0,27,3,0,6,0,0,0,0,66,57,4,0,27,8,8,3,0
UCL312004,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,14,0,0,0,0,0,3,0,3,0,19,0,30,0,3,0,4,0,12,5,13,5,14,0,46,7,7,0,8,0,32,0,19,7,12,0,112,7,18,7,39,10,43,9,24,16,21,0,197,7,17,5,67,8,43,13,7,0,14,0,174,16,16,0,72,19,45,5,13,0,21,0,196,86,21,7,161,37,61,16,10,7,16,0,418,78,10,3,123,25,41,6,5,0,10,0,307,59,10,5,80,13,16,4,4,0,0,0,190,47,4,0,39,8,8,0,0,0,0,0,106,65,5,0,40,14,25,3,4
UCL313001,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,7,0,0,0,11,0,0,0,4,0,0,0,5,0,3,0,16,5,4,0,5,0,11,0,6,0,4,0,33,5,5,0,17,0,22,0,0,0,8,0,56,9,4,0,22,4,16,0,4,0,0,0,58,15,5,0,15,0,14,0,3,0,3,0,63,37,3,4,72,4,23,0,5,0,0,0,151,43,0,0,53,0,14,6,4,0,0,0,119,25,4,0,30,9,7,0,0,0,0,0,78,30,0,0,15,0,0,0,0,0,0,0,50,44,0,0,43,16,12,3,0
UCL313002,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,3,0,3,0,12,0,0,0,0,0,3,0,3,0,12,0,24,0,5,0,3,3,18,0,5,0,14,0,49,3,4,0,18,0,8,0,13,6,18,0,65,0,6,0,17,5,10,0,6,5,7,0,50,15,3,0,25,4,12,0,4,0,7,0,71,38,7,0,68,14,32,4,6,3,8,0,182,64,10,0,50,10,12,3,3,0,7,0,160,51,7,0,45,6,11,0,0,0,5,0,126,42,6,0,43,3,6,4,0,0,8,0,110,107,9,3,59,10,24,5,4
UCL313003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,20,0,0,0,0,0,15,0,7,0,9,0,28,0,3,0,5,0,18,0,5,0,13,0,49,4,8,0,26,3,31,0,14,0,8,0,96,14,0,0,27,0,30,0,3,0,9,0,82,16,4,0,27,4,23,0,0,0,8,0,81,51,3,0,84,14,38,3,5,10,8,4,211,55,5,0,87,10,8,10,0,0,4,0,175,42,3,0,51,7,8,0,3,0,4,0,125,36,0,0,29,3,0,0,0,0,0,0,80,72,3,4,40,5,6,3,5
UCL313004,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,3,0,4,0,0,0,15,0,0,0,6,0,17,0,8,0,10,0,38,0,3,0,7,0,25,0,3,0,0,0,44,3,0,0,16,3,25,0,4,0,0,0,59,11,5,0,24,3,30,0,3,0,4,0,79,37,8,0,85,8,67,4,5,0,5,0,226,57,7,6,112,13,21,0,4,0,0,0,227,59,4,0,70,11,27,8,0,0,0,0,186,71,5,5,76,6,9,0,3,0,0,0,174,166,8,5,124,17,58,0,9
UCL313005,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,3,3,0,17,0,0,0,0,0,5,0,3,0,13,0,26,0,0,0,7,0,16,0,7,0,15,0,50,5,0,0,15,0,26,0,12,0,16,0,77,0,0,3,23,3,24,0,7,4,4,0,72,5,0,0,30,6,21,0,10,6,5,0,83,58,3,4,74,12,47,4,5,6,3,0,216,59,5,0,68,9,23,0,7,3,4,0,177,55,5,7,69,8,12,0,0,0,0,0,149,33,0,3,34,3,3,0,3,0,0,0,78,52,5,4,40,8,9,5,0
UCL313006,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,9,0,3,0,0,0,10,0,9,4,21,0,44,4,7,0,5,0,11,0,6,0,27,0,54,3,8,0,9,0,35,6,10,8,43,0,126,9,14,4,31,5,59,4,19,0,31,0,174,6,12,0,51,3,45,4,21,6,22,0,167,17,9,5,46,8,41,0,4,0,8,0,148,52,5,0,108,9,50,9,12,3,26,0,279,40,8,0,71,12,12,8,9,3,13,0,173,49,0,0,47,8,3,0,3,0,7,0,127,32,0,3,16,3,4,3,0,0,0,0,69,31,4,0,34,4,14,3,3
UCL313007,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,11,0,6,0,3,0,9,0,0,0,9,0,19,0,5,0,5,0,14,0,7,0,10,0,46,0,3,0,17,0,9,0,0,0,5,0,45,8,4,0,31,0,19,5,3,0,5,0,75,34,8,0,69,12,44,0,12,0,8,0,186,45,7,0,107,14,25,9,0,0,9,0,214,83,3,8,88,5,18,0,3,5,4,0,216,63,4,4,52,10,5,5,3,0,0,0,136,139,3,0,85,8,26,6,5
UCL313008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,3,0,11,0,0,0,0,0,10,0,3,0,9,0,25,0,0,0,4,0,17,4,12,3,9,0,43,0,7,0,16,3,19,4,8,0,16,0,75,8,4,0,34,0,21,0,4,9,13,0,82,6,0,0,17,3,15,0,0,0,9,0,50,39,3,0,32,7,26,5,5,0,11,0,131,39,8,0,43,5,13,0,0,0,3,0,117,32,5,0,43,3,11,4,3,0,0,0,99,23,0,0,15,0,0,0,0,0,0,0,44,48,4,0,25,7,15,0,0
UCL313009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,16,0,19,0,0,0,0,0,7,0,3,0,6,0,11,0,0,0,0,0,7,0,5,0,9,0,32,7,4,0,8,0,19,0,4,0,3,0,46,5,0,0,13,0,29,0,0,4,4,0,65,3,0,0,14,3,37,0,4,0,7,0,71,46,0,5,48,14,87,3,5,9,5,0,228,68,8,3,118,12,24,3,9,0,3,0,238,124,3,0,93,18,46,5,4,8,3,0,299,95,0,0,64,13,13,0,0,0,0,0,183,290,6,17,80,24,35,5,0
UCL313010,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,5,0,3,0,9,0,7,0,24,0,0,0,3,0,10,0,3,0,21,0,46,0,3,0,13,0,25,0,18,0,15,0,78,5,6,0,31,0,32,5,13,4,8,0,117,18,8,0,30,9,34,0,14,0,17,0,120,23,10,0,37,0,21,6,3,0,8,0,107,61,9,3,87,6,31,4,0,3,6,0,217,40,3,3,50,7,5,0,7,0,7,0,114,36,6,0,28,4,8,0,0,0,0,0,85,23,0,0,18,0,3,0,0,0,0,0,48,33,0,0,25,3,13,0,0
UCL313011,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,15,0,0,0,0,0,6,0,8,0,13,0,19,0,4,0,0,0,6,0,8,3,11,0,28,0,3,3,5,4,28,0,15,7,10,0,71,0,9,7,24,5,66,0,19,6,12,0,148,7,5,0,31,5,55,5,8,4,3,0,122,17,7,0,35,22,47,4,6,8,3,0,143,82,10,3,62,19,36,6,9,4,3,0,236,49,8,6,42,7,20,3,0,0,0,0,134,32,3,0,22,6,7,0,0,4,0,0,81,21,0,0,13,5,4,0,0,0,0,0,45,34,0,0,6,3,4,0,0
UCL313012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,6,0,8,0,0,0,0,0,0,0,4,0,10,0,18,0,0,0,3,0,5,0,5,0,12,0,23,0,0,0,12,0,15,0,6,3,14,0,52,4,6,0,13,0,18,3,8,0,13,0,65,4,3,0,19,0,10,3,3,3,14,0,58,13,7,0,36,7,19,0,3,0,9,0,98,57,11,0,92,13,53,4,6,5,8,0,256,45,9,4,115,24,20,8,0,0,3,0,238,85,7,3,72,21,19,10,0,0,6,0,217,72,4,0,52,7,14,6,3,0,4,0,165,156,9,3,102,25,37,10,3
UCL314001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,3,0,6,0,11,0,0,0,4,0,6,0,3,0,3,0,21,0,4,0,0,0,5,0,4,0,6,0,27,6,3,0,7,0,13,0,3,0,8,0,40,6,3,0,14,0,5,0,0,0,5,0,38,3,4,0,10,0,5,0,5,0,3,0,31,28,6,0,29,4,11,0,0,6,6,0,92,24,3,5,24,0,3,3,0,0,3,0,59,14,6,0,18,4,4,0,0,0,0,0,47,11,5,0,11,0,0,0,0,0,0,0,29,17,0,0,16,8,4,7,0
UCL314002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,13,0,0,0,0,0,3,0,0,0,3,0,14,0,3,0,5,0,10,0,5,0,7,0,20,3,3,0,14,0,7,0,0,0,12,0,46,4,0,0,16,0,8,0,3,0,8,0,45,10,0,0,26,0,9,0,4,0,7,0,55,26,3,0,46,3,18,0,4,0,6,0,110,29,0,0,43,7,10,0,3,0,5,0,102,42,0,0,29,9,3,0,0,0,0,0,84,25,0,0,13,5,0,0,0,0,0,0,40,38,0,0,30,3,6,0,3
UCL314003,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,13,0,17,0,0,0,0,0,7,0,6,0,11,0,27,0,0,0,0,6,21,3,5,3,15,0,50,0,6,0,9,0,18,0,8,0,10,0,64,5,0,0,15,0,30,4,3,0,11,0,67,9,5,0,22,3,13,4,7,0,4,0,67,37,9,0,41,10,16,0,3,5,3,0,122,19,6,0,43,11,20,0,0,0,9,0,101,15,5,0,25,3,5,7,0,0,0,0,52,12,0,0,6,0,0,0,3,0,0,0,22,24,0,0,10,0,0,0,0
UCL314004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,9,0,13,0,4,0,0,0,12,0,7,0,3,0,29,0,9,0,14,3,11,0,8,4,4,0,44,0,4,0,16,6,8,0,0,0,4,0,46,7,7,0,23,4,7,0,3,0,0,0,55,23,5,0,46,11,22,0,0,4,3,6,119,21,5,0,38,9,7,0,0,0,0,0,90,25,3,0,29,3,7,0,0,0,3,0,71,6,0,0,13,4,3,0,0,0,0,0,30,27,0,4,18,3,9,3,0
UCL314005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,6,0,6,0,3,0,15,0,4,0,10,0,10,0,0,0,0,0,29,0,0,0,10,0,11,0,0,0,0,0,26,7,0,0,9,0,4,0,4,0,4,0,25,27,6,0,21,0,23,0,3,0,0,0,78,27,4,5,34,4,3,4,0,0,0,0,91,25,3,3,35,3,8,5,0,3,5,0,84,12,0,0,13,0,0,3,0,0,0,0,35,51,5,4,39,5,12,5,0
UCL314006,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,3,0,3,0,9,0,4,0,3,0,3,0,7,4,10,0,30,0,0,0,0,0,3,0,8,0,10,0,19,6,3,0,14,0,15,0,0,0,6,0,48,5,0,3,11,0,9,0,4,0,3,0,34,7,0,3,16,5,18,0,0,0,4,0,53,30,8,0,26,3,25,3,5,0,4,0,112,33,4,0,49,8,17,8,0,0,0,0,113,33,0,0,29,8,15,0,0,0,0,0,88,35,0,0,30,5,4,6,0,0,0,0,69,61,0,0,28,8,5,0,3
UCL314007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0,9,0,4,0,5,0,23,0,7,0,7,0,14,0,0,0,6,0,27,5,0,0,9,0,9,5,3,0,4,0,32,9,0,0,9,0,19,0,3,0,7,0,41,24,4,4,27,0,21,0,5,7,3,0,91,15,0,0,37,4,7,3,0,0,0,0,69,29,0,0,21,6,14,0,0,0,4,0,76,21,0,3,5,3,0,4,0,0,0,0,35,32,0,0,17,3,8,0,0
UCL314008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,5,0,16,0,0,0,5,0,3,0,4,0,0,0,10,7,0,0,5,0,14,0,0,0,10,0,38,0,0,0,13,0,11,0,0,0,4,0,38,4,6,0,19,5,13,0,0,0,0,0,50,27,0,4,28,0,31,0,3,0,3,0,102,9,0,0,37,6,6,0,5,0,0,0,63,22,3,0,15,0,6,5,0,5,0,0,48,8,0,0,9,5,0,0,0,0,0,0,22,36,0,0,33,4,9,0,0
