UCL_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
UCL422007,41,0,0,4,0,46,36,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,24,8,0,0,0,0,8,8,0,0,0,0,8,111,0,0,0,0,116
UCL422008,50,5,0,0,0,56,64,12,0,0,0,73,15,0,0,0,0,13,0,0,0,0,0,0,0,4,0,0,0,4,7,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,26,7,0,0,0,36,4,0,0,0,0,4,0,0,0,0,0,3,146,26,0,0,0,169
UCL422009,57,0,0,0,0,57,23,0,0,0,0,23,0,0,0,0,0,0,6,0,4,0,0,12,4,0,0,0,0,5,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,23,0,9,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,107,0,9,0,0,110
UCL422010,66,0,0,0,0,66,58,0,0,0,0,58,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,133,0,0,0,0,133
UCL422011,67,0,0,0,0,66,29,0,0,0,0,29,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,109,0,3,5,0,110
UCL422012,49,0,0,0,0,49,103,0,0,0,5,108,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,32,0,0,0,0,0,0,5,0,0,0,0,5,189,0,0,0,5,191
UCL422013,32,0,0,0,0,32,70,0,0,0,0,70,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,111
UCL422014,31,0,0,0,0,31,42,0,0,0,0,42,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,79
UCL422015,109,0,0,0,0,105,57,0,0,0,0,57,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,16,0,5,0,0,16,0,0,0,0,0,0,3,0,0,0,0,3,186,0,5,0,0,190
UCL422016,26,0,0,6,0,38,17,0,0,0,0,17,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,4,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,18,0,0,0,0,0,4,0,0,0,0,0,0,68,4,0,11,0,80
UCL422017,40,0,0,5,0,47,23,0,0,0,0,22,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,20,0,0,0,0,0,7,4,0,0,0,0,4,86,0,0,9,0,97
UCL422018,47,0,0,0,0,45,24,0,0,0,0,20,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,12,5,0,0,0,21,0,0,0,0,0,5,3,0,0,0,0,3,85,10,0,0,0,96
UCL422019,131,0,0,10,0,140,47,4,0,0,0,49,8,0,4,0,0,8,0,3,0,0,0,3,0,0,0,0,0,0,21,0,0,0,0,21,3,0,0,0,0,5,0,0,0,0,0,0,31,9,4,0,0,39,3,0,0,0,0,3,7,0,0,0,0,7,222,9,4,9,0,243
UCL422020,60,0,0,0,0,63,41,0,0,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22,3,0,0,0,0,3,3,0,0,0,0,3,132,0,0,5,0,132
UCL422021,35,0,0,0,0,35,23,0,0,0,0,21,0,0,0,0,0,0,5,0,0,0,0,5,0,4,0,0,0,3,15,0,0,0,0,15,7,0,0,0,0,7,0,0,0,0,0,0,26,4,0,0,0,32,3,0,0,0,0,3,4,0,0,0,0,4,88,3,0,0,0,98
UCL422022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,32,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,53,9,0,0,0,0,11,0,0,0,0,0,0,61,0,0,0,0,67
UCL422023,45,0,0,0,0,45,43,0,0,0,0,43,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,3,110,0,0,0,0,109
UCL422024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,42,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,45,7,6,0,0,0,15,0,0,0,0,0,0,53,6,0,0,0,58
UCL422025,69,0,0,0,0,69,44,0,0,0,0,44,11,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,15,5,0,0,0,0,5,0,0,0,0,0,0,22,0,0,8,0,30,0,0,0,0,0,3,9,0,0,0,0,8,146,0,0,7,0,152
UCL422026,40,0,0,0,0,40,93,0,0,0,0,93,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,4,0,0,0,0,4,147,0,0,0,0,147
UCL422027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,6,18,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,13,0,0,0,0,0,0,28,0,0,0,4,33,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,4,33
UCL422028,43,0,0,5,0,52,22,0,0,0,0,22,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,16,4,3,0,0,0,5,0,0,0,0,0,6,95,3,0,5,0,105
UCL422029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,31,14,0,0,0,0,14,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,50,0,0,0,0,54,3,6,0,0,0,9,0,0,0,0,0,0,58,9,0,0,0,64
UCL422030,69,0,0,0,0,69,45,0,0,0,0,45,9,0,0,0,0,9,3,0,4,0,0,8,0,0,0,0,0,0,15,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,29,0,4,0,0,34,5,0,0,0,0,5,0,0,0,0,0,0,142,5,10,3,0,154
UCL422031,55,0,0,0,0,55,61,0,0,0,0,61,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,6,0,0,0,0,6,3,0,0,0,0,3,132,0,0,0,0,132
UCL422032,43,0,0,0,0,43,58,0,0,0,0,58,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,112
UCL422033,31,0,0,6,0,38,37,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,9,0,0,0,0,0,3,3,0,0,0,0,0,83,0,0,14,0,97
UCL422034,65,0,0,0,0,65,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,127
UCL422035,36,0,0,0,0,36,93,0,0,0,0,93,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,151
UCL422036,78,0,0,0,0,78,74,0,0,0,0,74,15,0,0,0,0,15,6,0,0,0,0,6,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,39,0,0,0,0,0,0,4,0,0,0,0,4,193,0,0,0,0,193
UCL422037,52,0,0,0,0,52,46,0,0,0,0,46,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,4,111,0,0,0,0,111
UCL422038,40,0,0,0,0,40,48,0,0,0,0,52,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,109
UCL422039,53,0,0,0,0,53,31,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,6,0,0,0,0,6,3,0,0,0,0,3,102,0,0,0,0,102
UCL422040,51,0,0,0,0,54,24,0,0,0,0,24,7,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,4,19,0,0,0,0,19,6,0,0,0,0,9,0,0,0,0,0,0,38,0,0,0,0,35,3,0,0,0,0,4,0,0,0,0,0,0,112,0,0,0,0,118
UCL422041,85,0,0,0,0,86,37,0,0,0,0,37,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,3,141,0,0,0,0,140
UCL422042,76,0,0,0,0,75,44,0,0,0,0,44,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,4,0,0,0,0,4,7,0,0,0,0,7,139,0,0,0,0,144
UCL422043,41,0,0,0,0,42,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,8,0,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,11,3,0,0,0,18,4,0,0,0,0,4,0,0,0,0,0,0,71,3,0,7,0,78
UCL422044,81,0,0,0,0,87,36,0,0,0,0,36,4,0,0,0,0,9,7,0,0,0,0,7,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,3,142
UCL422045,141,3,0,0,0,152,42,0,0,0,0,48,19,0,0,0,0,18,0,0,4,0,0,4,0,0,0,0,0,0,18,0,5,0,0,18,0,0,0,0,0,3,0,0,0,0,0,0,39,0,9,0,0,49,5,0,0,0,0,3,0,0,0,0,0,0,233,8,11,0,0,256
UCL422046,75,3,0,4,0,80,60,0,0,0,0,60,16,0,0,0,0,16,0,0,0,0,0,0,7,7,0,0,0,8,8,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,37,4,0,0,0,41,0,0,0,0,0,0,6,0,0,0,0,6,172,7,0,5,0,187
UCL422047,34,0,0,0,0,36,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,69,0,0,0,0,69
UCL422048,78,0,0,3,0,74,49,0,0,0,0,57,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,4,0,0,0,20,7,0,0,0,0,3,0,0,0,0,0,0,32,4,0,0,0,31,5,0,0,0,0,5,0,0,0,0,0,0,163,6,0,3,0,166
UCL422049,69,0,0,0,0,63,39,0,0,0,0,39,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,4,3,0,0,0,0,3,120,0,0,4,0,120
UCL422050,38,0,0,0,0,38,32,0,0,0,0,32,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,17,4,0,0,0,0,4,3,0,0,0,0,3,83,0,0,0,0,90
UCL422051,56,0,0,0,0,54,84,0,0,0,0,84,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28,4,0,0,0,0,4,4,0,0,0,0,4,170,0,0,0,0,174
UCL422052,127,0,0,5,0,127,49,0,0,0,0,51,15,0,0,0,0,15,4,0,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,33,5,0,0,0,0,9,5,0,0,0,0,5,221,0,0,3,0,228
UCL422053,54,0,0,0,4,62,19,0,0,0,0,16,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,15,0,0,0,0,17,0,0,0,0,0,0,4,0,0,0,0,12,89,0,0,7,4,105
UCL422054,47,0,0,0,0,47,34,0,0,0,0,38,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,100
UCL422055,66,0,0,0,5,70,60,0,0,0,0,64,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,17,7,0,0,0,23,0,0,0,0,0,0,3,0,0,0,0,3,144,7,0,0,5,155
UCL422056,50,0,0,0,0,57,26,0,0,0,0,26,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,11,14,0,0,0,0,14,0,0,0,0,0,0,28,0,0,0,0,27,0,0,0,0,0,0,3,0,0,0,0,3,116,4,0,0,0,118
UCL422057,43,0,0,0,0,43,72,0,0,0,0,75,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,3,130,3,0,0,0,135
UCL422058,41,0,0,0,0,41,28,0,0,0,0,30,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,13,6,0,0,0,0,6,0,0,0,0,0,0,18,0,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,3,87,0,0,0,0,90
UCL422059,89,0,0,3,0,87,50,0,0,0,0,52,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,27,0,0,0,0,0,0,6,0,0,0,0,6,166,0,0,0,0,174
UCL422060,60,0,0,4,0,61,33,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,4,103,0,0,4,0,105
UCL422061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,29,0,0,0,0,0,0,34,6,0,0,0,37,28,0,0,0,0,31,0,0,0,0,0,0,65,3,3,0,0,73
UCL422062,27,0,0,0,0,27,32,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,68
UCL422063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,49,12,0,0,0,0,9,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,61,0,3,0,0,60,3,0,0,0,0,8,0,0,0,0,0,0,63,0,3,0,0,67
UCL431001,23326,156,30,386,103,24001,17997,90,8,72,36,18203,1466,18,26,4,9,1514,242,10,0,4,4,258,167,4,0,6,6,185,3059,40,15,31,27,3178,946,14,7,94,35,1104,61,0,0,0,0,63,5940,95,54,134,81,6308,2289,23,11,28,35,2386,802,11,0,33,20,869,50354,373,104,664,286,51767
UCL479997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL499994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL501001,179831,24086,8407,1342,147,213814,275929,28092,10814,104,157,315082,69228,28259,26315,105,134,124036,7019,8671,2800,7,26,18516,1186,1982,1002,4,18,4185,33366,10386,6195,107,69,50123,3762,1268,767,348,34,6184,581,371,175,8,0,1142,115147,50936,37254,579,279,204186,5859,5015,2087,62,29,13052,6122,1861,853,111,133,9079,582882,109986,59408,2198,744,755215
UCL511001,7162,645,87,150,9,8056,10919,399,54,12,17,11395,3043,791,257,11,5,4104,367,494,39,0,0,904,54,165,75,0,0,298,1635,300,57,3,0,1999,135,56,9,38,0,244,29,15,3,0,0,50,5270,1817,438,52,14,7594,268,238,22,5,8,540,252,106,14,20,8,399,23878,3206,610,238,50,27979
UCL512001,4029,155,12,76,3,4269,3795,69,3,3,11,3880,1228,199,11,0,0,1439,420,165,7,0,3,594,94,155,10,0,0,263,808,78,3,4,0,900,104,36,6,8,0,156,14,16,0,0,0,25,2671,650,37,10,8,3380,166,94,6,5,0,275,147,43,0,0,0,191,10806,1006,59,99,18,11993
UCL512002,3294,262,22,87,3,3671,3499,120,7,3,0,3626,1143,195,4,0,4,1346,248,203,0,0,0,451,25,66,0,0,0,85,607,60,4,0,8,677,68,15,3,37,5,121,8,0,0,0,0,14,2098,538,13,34,9,2698,113,153,5,18,0,290,112,38,0,11,4,166,9111,1110,47,152,17,10445
UCL512003,3347,303,21,50,5,3720,3898,180,20,8,9,4110,1258,457,103,4,9,1821,275,184,41,0,0,501,60,44,0,0,0,107,925,161,21,0,0,1112,142,48,0,4,3,196,17,7,0,0,0,28,2669,891,169,11,12,3757,140,85,0,3,0,235,145,46,14,3,5,212,10202,1512,224,74,27,12033
UCL512004,1659,110,10,45,3,1820,3869,236,10,5,0,4117,1213,635,72,5,0,1922,282,237,11,0,5,525,9,59,0,0,0,66,570,105,7,7,3,692,233,101,11,82,7,424,8,16,0,3,0,27,2314,1144,104,88,11,3668,100,23,0,10,0,140,170,50,5,6,0,234,8106,1569,125,148,18,9972
UCL513001,526,42,8,92,9,676,1199,70,14,13,0,1296,513,207,58,10,5,801,481,214,6,3,3,708,40,30,0,0,0,79,259,43,20,9,9,347,257,47,4,28,13,352,12,3,0,0,0,23,1564,546,98,56,39,2299,73,15,0,12,4,107,104,28,3,12,3,152,3469,695,124,182,63,4532
UCL513002,1136,89,19,19,6,1265,1122,32,0,0,0,1164,323,111,22,0,0,453,118,68,5,0,0,190,7,13,26,0,0,49,385,58,9,5,6,459,69,12,0,3,4,90,10,7,3,0,0,16,912,265,64,12,4,1261,53,10,3,0,6,75,48,15,8,0,0,67,3269,413,90,32,29,3828
UCL513003,264,32,0,16,0,315,1154,119,5,4,0,1285,719,221,151,0,0,1094,312,77,37,0,0,422,16,5,0,0,0,18,116,46,8,0,0,177,1106,119,56,27,3,1314,4,4,0,0,0,5,2274,467,257,29,9,3035,261,31,26,8,5,324,62,26,3,4,8,99,4015,676,298,60,13,5062
UCL513004,251,52,21,25,0,349,716,84,12,10,0,822,541,254,184,4,3,987,421,117,28,0,0,563,66,10,3,0,0,79,107,26,12,6,0,155,958,273,160,8,6,1407,12,8,0,0,0,15,2101,684,387,22,15,3208,219,48,22,11,5,300,61,19,7,3,0,87,3347,883,453,65,18,4766
UCL513005,692,24,3,0,0,717,2080,25,0,0,0,2108,567,10,0,0,0,574,8,0,0,0,0,8,5,0,0,0,0,5,194,10,0,0,0,204,16,0,0,0,0,16,0,0,0,0,0,0,793,18,0,0,0,811,30,25,0,0,0,56,39,3,0,0,3,45,3629,97,7,0,4,3737
UCL514001,1066,25,24,8,0,1122,960,15,3,0,0,984,198,12,34,0,0,249,70,37,21,0,0,128,8,0,0,0,0,12,171,18,4,0,0,195,28,0,3,6,0,32,4,0,4,0,0,3,471,68,67,3,4,615,32,0,0,0,0,32,57,5,5,0,3,64,2589,106,104,15,6,2819
UCL514002,768,66,3,0,0,832,941,90,5,0,4,1037,261,41,3,0,0,310,16,13,0,0,0,23,0,0,0,0,0,4,155,18,3,0,0,170,13,0,0,0,0,16,0,0,0,0,0,4,443,76,3,0,0,529,19,7,9,0,0,32,40,4,0,0,3,50,2214,241,25,0,9,2480
UCL514003,630,37,0,0,0,669,1049,44,0,0,0,1093,292,44,0,0,5,339,50,23,0,0,0,73,5,4,0,0,0,7,246,32,0,0,0,280,20,0,0,14,0,37,3,0,0,0,0,3,615,101,5,14,8,743,17,20,0,0,6,45,38,8,0,0,5,47,2351,207,3,16,17,2596
UCL514004,836,13,0,21,0,865,780,6,0,0,6,789,253,40,5,0,0,297,132,58,0,0,0,194,10,4,0,0,0,17,176,8,5,0,0,192,44,9,0,0,0,47,0,0,0,0,0,0,615,113,10,0,0,745,22,0,0,4,0,27,50,7,0,0,0,55,2297,136,12,30,8,2484
UCL515001,277,17,0,0,0,292,89,7,0,0,0,92,54,5,0,0,0,64,3,12,4,0,0,19,0,0,0,0,0,0,30,0,0,3,0,34,4,0,0,3,0,4,0,0,0,0,0,0,90,14,4,5,0,118,8,15,0,4,0,30,14,0,0,0,0,14,474,49,4,8,6,547
UCL515002,166,0,0,0,0,170,193,0,0,0,0,198,68,4,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,33,5,0,0,3,0,13,0,0,0,0,0,0,109,4,0,3,0,117,6,0,0,0,0,6,7,0,0,0,0,7,485,4,0,12,0,498
UCL515003,379,5,0,0,0,385,311,4,0,0,0,312,87,3,3,0,0,96,28,10,0,0,0,31,5,6,0,0,0,15,51,0,5,0,0,58,4,0,0,0,0,9,0,0,0,0,0,0,176,20,7,0,0,205,14,21,0,0,0,39,3,0,0,0,0,10,879,51,7,0,5,947
UCL515004,130,0,0,0,0,130,405,0,0,0,0,410,85,0,0,0,0,85,4,0,0,0,0,3,4,0,0,0,0,6,58,0,0,0,0,58,0,0,0,0,0,0,5,0,0,0,0,5,160,0,0,0,0,162,6,0,0,0,0,6,12,0,0,0,0,12,717,6,0,0,0,718
UCL515005,258,10,0,0,0,268,432,5,0,0,0,436,73,5,0,0,0,78,15,23,0,0,0,34,0,4,0,0,0,4,47,4,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,136,36,0,0,0,175,5,4,0,0,0,8,14,3,0,0,0,15,844,55,0,0,0,902
UCL515006,335,27,0,52,3,412,302,6,0,5,0,313,75,29,4,0,0,110,120,60,9,0,0,191,36,15,25,0,0,74,103,41,0,4,4,149,77,18,4,8,3,117,0,0,4,0,0,6,415,161,41,15,6,640,32,3,0,0,4,41,19,8,5,0,0,32,1106,207,41,67,12,1440
UCL515007,152,4,0,0,0,157,372,0,0,0,0,376,50,0,0,0,0,49,0,3,0,0,0,3,0,6,0,0,0,6,45,0,0,0,0,51,6,0,0,0,0,6,0,0,0,0,0,0,90,15,0,0,0,108,3,0,0,0,0,3,6,0,0,3,0,10,627,16,0,3,0,648
UCL515008,59,0,0,0,4,68,150,10,0,0,0,161,39,4,22,0,0,70,5,0,0,0,0,5,0,0,0,0,0,0,19,0,0,0,0,25,40,0,0,0,0,47,0,0,0,0,0,0,108,3,26,0,0,143,10,0,0,0,0,7,3,0,0,0,0,4,328,15,25,3,3,388
