UCL_CODE_2021,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
UCL321020,..,47,47,119,7,125,49,0,49,33,0,33,28,0,28,17,0,17,246,55,301
UCL321021,..,58,58,96,5,97,46,0,46,36,0,36,11,0,11,9,0,9,201,59,259
UCL321022,..,14,14,59,5,66,21,0,26,42,0,42,26,0,26,16,0,16,169,19,190
UCL321023,..,85,85,105,9,115,47,0,45,30,0,30,13,0,13,9,0,9,203,91,294
UCL321024,..,23,23,64,6,71,31,0,25,35,0,35,14,0,14,9,0,9,154,35,185
UCL321025,..,46,46,132,12,137,15,0,15,16,0,16,10,0,10,5,0,5,187,56,244
UCL321026,..,48,48,84,5,84,28,0,28,30,0,30,11,0,11,3,0,3,153,51,205
UCL321027,..,60,60,96,9,107,56,0,56,43,0,43,18,0,18,7,0,7,222,65,290
UCL321028,..,91,91,102,4,105,38,0,41,41,0,41,26,0,29,8,0,8,216,105,321
UCL321029,..,158,158,177,15,194,36,0,36,15,0,15,12,0,12,0,0,0,242,175,410
UCL321030,..,47,47,67,6,73,34,0,34,28,0,28,6,0,6,6,0,6,139,55,195
UCL321031,..,106,106,114,15,128,61,0,64,54,0,54,18,0,18,14,0,14,264,121,381
UCL321032,..,77,77,211,15,229,112,4,117,126,0,126,59,0,59,31,0,31,541,95,634
UCL321033,..,94,94,155,18,168,59,0,59,58,0,55,16,0,16,9,0,9,295,109,403
UCL321034,..,172,172,141,15,153,51,0,48,40,0,40,26,0,26,15,0,15,278,186,462
UCL321035,..,156,156,258,25,284,101,5,103,85,0,86,48,0,48,38,0,38,533,181,713
UCL321036,..,34,34,112,8,119,67,0,70,67,0,67,31,0,31,14,0,14,291,48,341
UCL321037,..,97,97,96,9,105,29,0,29,39,0,39,13,0,13,8,0,8,190,108,297
UCL321038,..,101,101,166,8,177,49,0,49,30,0,30,14,0,14,10,0,10,269,115,380
UCL321039,..,84,84,226,9,238,41,0,41,29,0,29,11,0,11,6,0,6,324,91,417
UCL321040,..,46,46,94,0,101,28,5,36,40,0,40,17,0,17,9,0,9,189,51,240
UCL321041,..,129,129,117,12,130,46,3,44,30,0,28,16,0,16,13,0,13,205,150,354
UCL321042,..,47,47,67,8,75,48,0,44,28,0,28,16,0,16,15,0,15,171,52,224
UCL321043,..,20,20,67,3,68,41,0,41,55,0,55,23,0,23,10,0,10,198,26,219
UCL321044,..,293,293,350,40,391,80,4,84,42,0,42,19,0,19,23,0,23,521,332,859
UCL321045,..,47,47,125,6,131,52,0,58,86,0,86,26,0,26,13,0,13,303,50,353
UCL321046,..,23,23,92,0,95,36,0,36,35,0,35,14,0,14,8,0,8,172,25,199
UCL321047,..,85,85,109,8,120,25,0,25,31,0,31,21,0,21,20,0,20,206,90,295
UCL321048,..,97,97,68,7,76,16,0,16,12,0,12,11,0,11,10,0,10,120,107,227
UCL321049,..,41,41,67,9,76,30,0,30,18,0,18,14,0,14,8,0,8,143,51,190
UCL321050,..,71,71,93,8,98,47,0,47,37,0,41,14,0,14,16,0,16,214,72,290
UCL321051,..,141,141,123,10,131,40,0,44,26,0,26,11,0,11,12,0,12,205,147,350
UCL321052,..,67,67,61,0,59,37,0,37,30,0,30,27,0,27,35,0,35,190,67,259
UCL321053,..,51,51,25,0,26,26,5,29,21,3,23,13,0,13,21,0,21,102,66,166
UCL321054,..,68,68,116,18,135,33,7,32,17,0,17,6,0,6,4,0,4,169,87,259
UCL321055,..,147,147,119,14,132,33,0,33,48,0,54,24,0,24,3,0,3,225,159,385
UCL321056,..,135,135,112,4,117,37,0,38,29,0,29,13,0,13,0,0,0,194,141,332
UCL321057,..,114,114,112,3,114,33,0,32,18,0,18,11,0,11,7,0,7,183,114,300
UCL321058,..,89,89,130,7,132,53,0,54,47,0,48,22,0,22,10,0,10,262,94,359
UCL321059,..,43,43,90,4,99,69,0,69,88,0,88,46,0,46,15,0,15,312,49,357
UCL321060,..,91,91,109,10,119,29,0,29,22,0,22,6,0,6,3,0,3,175,102,278
UCL321061,..,115,115,119,10,125,23,4,24,15,0,15,3,0,3,7,0,7,166,124,295
UCL321062,..,40,40,49,4,54,38,0,38,27,0,27,29,0,29,60,0,60,205,43,247
UCL321063,..,41,41,135,10,145,56,0,56,47,0,47,23,0,23,21,0,21,280,52,329
UCL321064,..,83,83,116,7,126,30,0,31,14,0,14,4,0,4,0,0,0,165,96,258
UCL321065,..,89,89,177,18,196,66,0,70,59,0,59,28,0,28,23,0,23,355,103,463
UCL321066,..,131,131,93,12,102,23,4,21,6,0,6,0,0,0,0,0,0,124,141,268
UCL321067,..,34,34,27,4,33,23,0,23,15,0,15,17,0,17,24,0,24,115,39,151
UCL321068,..,81,81,105,7,108,52,0,49,51,0,51,17,0,17,9,0,9,229,88,318
UCL321069,..,155,155,204,16,218,41,0,42,25,0,25,11,0,11,7,0,7,289,172,461
UCL321070,..,69,69,94,9,98,45,0,45,29,0,29,22,0,22,9,0,9,192,76,269
UCL321071,..,33,33,96,0,96,37,0,37,29,0,29,13,0,13,10,0,10,182,33,212
UCL321072,..,33,33,87,3,94,40,0,40,65,0,65,27,0,27,13,0,13,237,37,269
UCL321073,..,109,109,147,17,165,40,0,40,38,0,36,10,0,10,3,0,3,230,132,364
UCL321074,..,123,123,103,9,114,37,0,38,30,0,30,16,0,16,9,0,9,191,137,330
UCL321075,..,18,18,122,0,122,62,0,62,79,0,79,46,0,46,25,0,25,331,17,355
UCL321076,..,39,39,34,0,32,31,0,31,31,0,31,21,0,21,41,0,41,163,39,199
UCL321077,..,60,60,49,7,55,34,0,32,13,0,13,6,0,6,4,0,4,102,67,173
UCL321078,..,34,34,91,0,90,37,0,37,21,0,21,8,0,8,9,0,9,161,35,197
UCL321079,..,85,85,85,10,92,59,3,67,45,0,45,45,0,45,36,0,36,273,93,370
UCL321080,..,76,76,214,13,228,94,0,94,122,0,122,35,0,35,22,0,22,492,89,580
UCL321081,..,29,29,62,0,64,35,0,35,27,0,27,13,0,19,8,0,8,147,25,176
UCL321082,..,29,29,94,7,96,38,4,38,34,0,34,13,0,13,5,0,5,181,34,217
UCL321083,..,105,105,186,15,198,92,4,98,87,0,88,36,0,36,30,0,30,423,125,552
UCL321084,..,93,93,127,9,136,28,5,29,28,0,28,10,0,10,0,0,0,196,104,300
UCL321085,..,70,70,172,5,182,10,0,13,3,0,3,0,0,0,4,0,4,188,75,268
UCL321086,..,21,21,48,0,48,20,0,20,19,0,19,19,0,19,22,0,22,128,21,153
UCL321087,..,41,41,96,0,96,24,0,24,45,0,45,9,0,9,8,0,8,177,41,215
UCL321088,..,112,112,127,9,136,21,0,24,15,0,15,14,0,14,17,0,17,195,123,325
UCL321089,..,109,109,84,6,91,18,0,18,3,0,3,4,0,4,3,0,3,113,120,230
UCL321090,..,72,72,105,0,110,42,0,44,74,0,74,14,0,14,4,0,4,237,74,309
UCL321091,..,135,135,72,9,82,13,0,16,6,0,12,4,0,4,3,0,3,103,141,247
UCL321092,..,65,65,104,3,109,14,0,18,19,0,19,10,0,10,0,0,0,141,72,214
UCL321093,..,26,26,95,4,106,40,0,42,41,0,45,13,0,13,3,0,3,203,36,241
UCL321094,..,50,50,102,3,113,44,0,44,35,0,35,10,0,10,8,0,8,200,53,252
UCL321095,..,97,97,178,11,187,34,0,35,37,0,37,16,0,16,7,0,7,273,105,380
UCL321096,..,96,96,104,5,106,32,0,32,26,0,29,20,0,20,3,0,3,179,105,286
UCL321097,..,38,38,102,8,109,57,0,57,56,0,56,35,0,35,23,0,23,266,48,308
UCL321098,..,15,15,49,0,48,25,0,30,27,0,27,15,0,15,17,0,17,135,17,153
UCL321099,..,112,112,82,15,101,32,0,34,25,0,25,10,0,10,10,0,10,158,127,284
UCL321100,..,77,77,71,4,73,22,0,22,33,0,33,9,0,9,7,0,7,138,75,212
UCL321101,..,128,128,111,4,117,34,0,31,15,0,15,11,0,11,6,0,6,178,135,314
UCL321102,..,26,26,88,3,90,41,0,41,37,0,37,25,0,25,22,0,22,213,32,236
UCL321103,..,79,79,140,9,144,61,0,67,50,0,50,31,0,31,14,0,14,297,91,386
UCL321104,..,38,38,63,5,71,31,0,35,33,0,33,22,0,22,15,0,15,167,50,216
UCL321105,..,75,75,237,10,245,65,0,63,77,0,77,32,0,32,19,0,19,426,86,510
UCL321106,..,149,149,176,11,188,48,4,51,47,0,43,33,0,33,13,0,13,320,168,485
UCL321107,..,90,90,134,13,147,33,0,33,20,0,20,10,0,10,5,0,5,199,106,301
UCL321108,..,62,62,70,0,69,24,0,24,21,0,21,12,0,12,11,0,11,136,65,206
UCL321109,..,149,149,116,9,118,30,0,30,32,0,35,9,0,9,4,0,4,199,154,351
UCL321110,..,80,80,145,9,157,55,0,55,32,0,32,26,0,26,9,0,9,262,92,352
UCL321111,..,108,108,127,13,137,36,0,39,29,0,32,21,0,21,6,0,6,218,121,346
UCL321112,..,69,69,44,5,44,57,0,57,34,0,34,27,0,27,45,0,45,198,73,273
UCL321113,..,67,67,76,7,84,27,4,37,25,0,25,14,0,14,10,0,10,151,80,235
UCL321114,..,136,136,157,13,167,41,0,41,22,0,22,20,0,20,9,0,9,239,147,392
UCL322001,..,15,15,57,3,60,14,0,14,16,0,16,15,0,15,4,0,4,105,15,124
UCL322002,..,47,47,42,5,44,11,0,11,10,0,10,0,0,0,3,0,3,65,50,118
UCL322003,..,17,17,38,0,40,13,0,13,8,0,8,3,0,3,0,0,0,57,21,77
UCL322004,..,58,58,84,10,91,12,0,15,11,0,11,4,0,4,3,0,3,110,68,179
UCL322005,..,45,45,30,0,33,12,0,12,4,0,4,8,0,8,0,0,0,56,44,101
UCL322006,..,59,59,55,3,51,6,0,6,0,0,0,0,0,0,0,0,0,65,65,126
UCL322007,..,52,52,39,7,42,18,0,18,10,0,10,11,0,11,0,0,0,78,57,133
UCL322008,..,12,12,32,0,31,10,0,12,10,0,13,3,0,3,4,0,4,59,16,74
UCL322009,..,48,48,40,4,42,10,0,10,8,0,8,4,0,4,0,0,0,66,44,111
UCL322010,..,68,68,72,13,85,12,0,12,3,0,3,0,0,0,0,0,0,96,82,177
UCL322011,..,35,35,78,3,80,21,4,28,24,0,24,10,0,10,0,0,0,137,38,176
UCL322012,..,57,57,70,0,71,13,0,13,6,0,6,6,0,6,3,0,3,100,55,155
UCL322013,..,27,27,52,3,53,32,0,32,34,0,34,13,0,13,3,0,3,132,30,159
UCL322014,..,51,51,33,5,33,10,0,10,14,0,14,0,0,0,4,0,4,63,58,117
UCL322015,..,37,37,62,9,66,16,0,17,14,0,14,4,0,4,0,0,0,96,47,148
UCL322016,..,37,37,39,0,42,7,0,7,12,0,12,3,0,3,0,0,0,59,40,101
UCL322017,..,8,8,6,0,7,7,0,7,4,0,4,4,0,4,14,0,14,32,8,46
UCL322018,..,56,56,106,9,119,17,0,20,13,0,13,4,0,4,3,0,3,147,65,218
UCL322019,..,60,60,69,5,79,10,0,5,3,0,3,4,0,4,0,0,0,89,66,158
UCL322020,..,37,37,17,0,17,11,0,11,6,0,6,0,0,0,5,0,5,45,37,78
UCL322021,..,24,24,42,0,43,10,0,10,0,0,0,0,0,0,0,0,0,51,24,78
UCL322022,..,24,24,21,0,21,9,0,9,3,0,3,0,0,0,4,0,4,37,24,62
UCL322023,..,32,32,94,0,96,29,0,29,11,0,11,6,0,6,4,0,4,141,36,173
UCL322024,..,48,48,86,9,93,14,0,14,27,0,27,12,0,12,3,0,3,148,57,207
UCL322025,..,14,14,10,0,11,0,0,0,11,0,11,5,0,5,4,0,4,26,17,44
UCL322026,..,34,34,29,7,33,12,0,12,5,0,5,7,0,7,4,0,4,52,39,95
UCL322027,..,29,29,17,7,21,7,0,7,3,0,3,0,0,0,4,0,4,34,32,67
UCL322028,..,30,30,31,0,39,16,0,16,8,0,8,4,0,4,0,0,0,59,35,90
UCL322029,..,14,14,18,0,18,12,0,12,12,0,12,5,0,5,8,0,8,60,14,69
UCL322030,..,36,36,68,5,70,16,0,16,15,0,15,3,0,3,3,0,3,100,40,144
UCL322031,..,38,38,67,4,67,15,0,15,10,0,10,4,0,4,6,0,6,93,46,140
UCL322032,..,15,15,8,0,8,5,0,5,5,0,5,3,0,3,5,0,5,23,15,35
UCL322033,..,12,12,4,0,4,0,0,0,6,0,6,3,0,3,9,0,9,18,12,31
UCL322034,..,63,63,51,8,58,15,0,15,8,0,8,10,0,10,9,0,9,85,70,156
UCL322035,..,65,65,55,7,59,10,0,10,16,0,16,3,0,3,3,0,3,82,68,152
UCL322036,..,75,75,111,6,119,20,0,20,19,0,19,3,0,3,0,0,0,152,86,237
UCL322037,..,26,26,21,0,27,10,0,10,5,0,5,5,0,5,4,0,4,45,33,79
UCL322038,..,59,59,57,4,65,20,0,27,8,0,8,6,0,6,5,0,5,101,65,167
UCL322039,..,39,39,30,6,37,10,0,10,3,0,3,4,0,4,4,0,4,58,43,100
UCL322040,..,5,5,34,0,37,23,0,23,32,0,32,18,0,18,3,0,3,112,9,120
UCL322041,..,21,21,18,3,20,6,0,6,9,0,9,6,0,6,24,0,24,60,23,80
UCL322042,..,18,18,37,0,36,13,0,13,22,0,22,6,0,6,10,0,10,79,24,104
UCL322043,..,21,21,39,0,39,12,0,11,18,0,18,9,0,9,7,0,7,77,22,104
UCL322044,..,35,35,33,6,40,8,0,8,3,0,3,8,0,8,0,0,0,59,41,98
UCL322045,..,55,55,63,8,67,25,0,25,14,0,14,5,0,5,6,0,6,105,60,164
UCL322046,..,50,50,51,16,63,13,4,18,13,10,22,10,0,11,3,0,3,82,84,168
UCL322047,..,16,16,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,16,19
UCL322048,..,32,32,27,0,27,9,0,9,8,0,8,4,0,4,0,0,0,45,32,77
UCL322049,..,50,50,42,7,46,13,0,13,4,0,4,6,0,6,3,0,3,67,59,120
UCL322050,..,55,55,48,3,48,19,0,19,26,0,26,9,0,9,5,0,5,97,61,154
UCL322051,..,11,11,48,3,47,13,0,13,7,0,7,8,0,8,0,0,0,74,14,87
UCL322052,..,19,19,22,0,21,15,0,17,9,0,9,0,0,0,0,0,0,50,25,77
UCL322053,..,39,39,79,4,84,17,0,17,11,0,11,9,0,9,0,0,0,115,46,163
UCL322054,..,45,45,68,5,76,14,0,14,4,0,4,5,0,5,0,0,0,93,45,141
UCL322055,..,64,64,69,9,79,15,0,13,20,0,20,6,0,6,3,0,3,106,79,185
UCL322056,..,14,14,15,0,15,17,0,17,13,0,13,8,0,8,16,0,16,58,14,71
UCL322057,..,24,24,55,6,57,31,0,31,33,0,33,11,0,11,7,0,7,135,27,168
UCL322058,..,48,48,95,3,100,15,0,15,10,0,10,7,0,7,4,0,4,125,57,175
UCL322059,..,8,8,20,0,20,8,0,8,10,0,10,7,0,7,11,0,11,56,8,67
UCL322060,..,61,61,70,6,73,20,0,20,24,0,24,14,0,14,0,0,0,125,70,195
UCL322061,..,23,23,13,0,13,15,0,15,11,0,11,8,0,8,34,0,34,82,23,106
UCL322062,..,39,39,40,5,43,11,0,11,14,0,14,3,0,3,0,0,0,72,48,120
UCL322063,..,63,63,34,3,35,16,0,16,15,0,15,12,0,12,9,0,9,70,64,138
UCL322064,..,26,26,43,0,45,16,0,16,12,0,12,7,0,7,0,0,0,78,23,98
UCL322065,..,24,24,23,0,26,11,0,11,9,0,9,9,0,9,4,0,4,51,29,82
UCL322066,..,48,48,50,3,55,9,0,9,0,0,0,4,0,4,0,0,0,63,54,118
UCL322067,..,108,108,91,5,94,17,0,23,6,0,7,7,0,7,0,0,0,116,114,236
UCL322068,..,35,35,52,3,57,11,0,11,12,0,7,4,0,4,3,0,3,78,34,120
UCL322069,..,53,53,65,0,69,17,0,17,5,0,5,0,0,0,0,0,0,95,51,154
UCL322070,..,88,88,71,3,79,22,0,22,9,0,9,7,0,7,3,0,3,107,90,199
UCL322071,..,7,7,8,0,8,5,0,5,3,0,3,0,0,0,5,0,5,16,7,27
UCL322072,..,24,24,29,0,29,7,0,7,14,0,14,7,0,7,6,0,6,61,28,90
UCL322073,..,58,58,91,4,94,29,0,29,8,0,8,4,0,4,0,0,0,134,59,192
UCL322074,..,46,46,64,9,70,3,0,3,5,0,5,0,0,0,0,0,0,68,54,117
UCL322075,..,8,8,9,0,9,0,0,0,3,0,3,9,0,9,20,0,20,38,8,51
UCL322076,..,15,15,9,4,16,13,0,13,15,0,15,18,0,18,13,0,13,70,24,93
UCL322077,..,14,14,15,0,15,9,0,9,5,0,5,8,0,8,24,0,24,71,14,87
UCL322078,..,15,15,29,0,25,12,0,12,8,0,8,8,0,8,0,0,0,56,16,70
UCL322079,..,17,17,31,0,31,15,0,15,19,0,19,12,0,12,3,0,3,85,17,103
UCL322080,..,19,19,46,0,50,10,0,10,11,0,11,4,0,4,0,0,0,69,20,92
UCL322081,..,62,62,42,8,53,9,0,9,11,0,11,3,0,3,0,0,0,69,69,133
UCL322082,..,57,57,61,6,64,17,0,17,16,0,16,3,0,3,3,0,3,101,57,159
UCL322083,..,18,18,29,0,33,12,0,12,7,0,7,7,0,7,4,0,4,61,18,79
UCL322084,..,24,24,33,3,36,10,0,10,10,0,10,3,0,3,0,0,0,59,27,87
UCL322085,..,29,29,61,3,68,27,0,27,24,0,24,6,0,6,0,0,0,125,37,165
UCL322086,..,24,24,37,6,48,13,0,13,5,0,5,0,0,0,5,0,5,61,30,91
UCL322087,..,45,45,61,3,70,26,0,29,17,0,17,6,0,6,4,0,4,118,57,172
UCL322088,..,30,30,33,6,42,12,0,12,3,0,3,4,0,4,3,0,3,58,37,95
UCL322089,..,49,49,59,5,63,16,0,16,13,0,13,9,0,9,8,0,8,102,54,158
UCL322090,..,14,14,23,0,23,15,0,15,14,0,14,6,0,6,6,0,6,64,14,72
UCL322091,..,12,12,44,0,44,7,0,7,7,0,7,8,0,8,7,0,7,70,12,81
UCL322092,..,20,20,7,0,7,14,0,14,24,0,24,14,0,14,17,0,17,77,20,95
UCL322093,..,46,46,58,5,57,15,0,13,12,0,13,6,0,6,0,0,0,83,52,137
UCL322094,..,14,14,34,5,36,13,0,13,3,0,3,6,0,6,0,0,0,58,14,70
UCL322095,..,68,68,68,3,70,20,0,14,6,0,6,3,0,3,8,0,8,98,72,170
UCL322096,..,15,15,57,0,57,27,0,27,35,0,35,17,0,17,11,0,11,140,15,157
UCL322097,..,82,82,64,7,68,14,0,15,5,0,5,4,0,4,4,0,4,87,86,171
UCL322098,..,13,13,36,0,38,36,0,36,14,0,14,11,0,11,7,0,7,99,6,113
UCL322099,..,54,54,42,6,50,7,0,4,6,0,6,4,0,4,3,0,3,64,63,126
UCL322100,..,83,83,58,0,57,13,0,15,18,0,18,12,0,12,5,0,5,115,86,194
UCL322101,..,46,46,52,0,51,16,0,16,22,0,22,6,0,6,4,0,4,106,51,155
UCL322102,..,18,18,5,5,8,17,0,17,12,0,12,8,0,8,20,0,20,54,19,77
UCL322103,..,32,32,55,3,58,24,0,24,8,0,8,6,0,6,4,0,4,96,38,134
UCL322104,..,57,57,55,12,61,27,0,25,9,0,9,8,0,8,4,0,4,98,67,166
UCL322105,..,26,26,41,0,44,5,0,5,12,0,12,9,0,9,0,0,0,75,30,102
UCL322106,..,28,28,23,0,23,16,0,18,11,0,11,3,0,3,10,0,10,58,31,87
UCL322107,..,20,20,25,3,23,3,0,8,6,0,6,0,0,0,0,0,0,32,21,56
UCL322108,..,26,26,32,3,39,9,0,9,8,0,8,0,0,0,3,0,3,55,33,86
UCL322109,..,22,22,49,3,51,21,0,23,19,0,19,5,0,5,6,0,6,106,34,131
UCL322110,..,49,49,62,7,69,18,0,18,10,0,10,8,0,8,4,0,4,106,54,164
UCL322111,..,19,19,31,7,35,16,0,15,14,0,14,6,0,6,9,0,9,74,28,102
UCL322112,..,34,34,37,5,37,13,4,21,8,0,8,10,0,10,0,0,0,69,42,114
UCL322113,..,24,24,26,0,26,12,0,12,5,0,5,13,0,13,3,0,3,65,24,86
UCL322114,..,69,69,62,3,60,17,0,17,12,0,12,10,0,10,0,0,0,98,73,173
UCL322115,..,44,44,47,0,45,23,0,23,6,0,6,5,0,5,0,0,0,79,44,120
UCL322116,..,14,14,39,0,38,6,0,6,13,0,13,4,0,4,0,0,0,66,16,84
UCL322117,..,61,61,80,0,88,6,0,6,0,0,0,0,0,0,0,0,0,90,65,158
UCL322118,..,32,32,27,3,34,14,0,14,10,0,10,4,0,4,0,0,0,62,39,103
UCL322119,..,33,33,30,0,29,12,0,12,10,0,10,5,0,5,4,0,4,56,30,85
UCL322120,..,73,73,76,3,78,17,0,17,18,0,18,10,0,10,0,0,0,112,82,194
UCL322121,..,64,64,83,14,98,24,0,24,13,0,13,8,0,8,0,0,0,127,74,196
UCL322122,..,43,43,62,0,63,7,0,7,3,0,3,4,0,4,0,0,0,84,41,119
UCL322123,..,28,28,32,3,39,4,0,4,13,0,13,5,0,5,0,0,0,55,29,89
UCL322124,..,29,29,36,6,40,4,0,4,3,0,3,0,0,0,3,0,3,55,32,86
UCL322125,..,40,40,51,8,53,29,0,29,10,0,10,11,0,11,8,0,8,103,46,153
UCL322126,..,24,24,38,0,38,13,0,13,11,0,11,6,0,6,0,0,0,65,24,84
UCL322127,..,61,61,105,12,116,22,0,25,7,0,7,6,0,6,0,0,0,147,70,216
UCL322128,..,16,16,21,0,20,7,0,7,15,0,15,9,0,9,22,0,22,77,14,91
UCL322129,..,32,32,36,3,34,7,0,7,5,0,5,3,0,3,0,0,0,59,37,89
UCL322130,..,58,58,66,9,74,16,0,16,17,0,17,3,0,3,0,0,0,99,62,162
UCL322131,..,29,29,26,0,26,10,0,9,9,0,9,0,0,0,0,0,0,51,29,83
UCL322132,..,56,56,49,11,62,12,0,9,18,0,18,7,0,7,7,0,7,94,67,158
UCL322133,..,17,17,8,0,7,7,0,7,8,0,8,4,0,4,17,0,17,43,17,61
UCL322134,..,16,16,20,0,20,3,0,3,3,0,3,0,0,0,0,0,0,28,18,48
UCL322135,..,17,17,18,0,18,16,0,16,8,0,8,10,0,10,14,0,14,60,17,79
UCL322136,..,12,12,41,6,50,19,0,19,14,0,14,9,0,9,11,0,11,99,16,115
UCL322137,..,22,22,29,0,29,8,0,8,9,0,9,9,0,9,0,0,0,50,22,77
UCL322138,..,25,25,34,7,42,12,0,12,4,0,4,6,0,6,0,0,0,62,34,95
UCL322139,..,22,22,15,0,15,8,0,8,3,0,3,9,0,9,17,0,17,53,22,71
UCL331001,..,29779,29779,56579,3254,59827,21280,443,21725,21057,89,21146,10831,41,10869,6977,33,7006,116723,33631,150350
UCL379997,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL399994,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL401001,..,137372,137372,148004,12986,160990,72892,3923,76809,70107,1287,71392,25366,403,25773,11519,258,11772,327875,156232,484112
UCL412001,..,3074,3074,3699,234,3928,1707,18,1727,1535,10,1543,631,3,633,273,0,273,7846,3342,11186
UCL412002,..,1951,1951,2684,167,2845,1298,34,1329,1305,6,1314,511,4,515,201,0,200,5993,2163,8159
UCL412003,..,3705,3705,3539,217,3755,1420,32,1453,1257,6,1266,478,0,478,250,0,250,6943,3959,10902
UCL412004,..,3234,3234,2830,186,3016,1130,18,1147,935,9,940,379,0,379,141,0,141,5412,3448,8860
UCL413001,..,1093,1093,1954,60,2008,881,10,891,1163,4,1170,380,0,380,133,0,132,4513,1162,5680
UCL413002,..,2294,2294,2294,168,2457,876,32,910,718,10,728,315,3,315,192,0,194,4395,2513,6908
UCL413003,..,1621,1621,1516,115,1637,625,12,633,490,8,497,245,0,245,135,9,143,3011,1768,4776
UCL413004,..,1863,1863,1947,137,2085,752,38,788,648,4,655,260,0,264,109,0,109,3717,2042,5760
UCL413005,..,2108,2108,1847,112,1959,753,13,765,572,4,573,261,0,261,115,0,115,3537,2238,5775
UCL413006,..,2555,2555,3285,130,3416,736,9,746,531,4,535,207,0,204,82,3,85,4847,2703,7548
UCL414001,..,1421,1421,1809,70,1882,341,3,344,242,4,244,89,0,92,48,0,45,2529,1507,4034
UCL414002,..,391,391,602,33,634,328,5,338,339,0,338,124,0,124,44,0,44,1436,424,1864
UCL414003,..,653,653,657,55,713,227,25,249,230,7,242,94,4,102,57,4,65,1270,747,2019
UCL414004,..,826,826,938,34,971,363,8,367,285,0,289,114,0,114,51,0,51,1752,870,2616
UCL414005,..,716,716,986,41,1029,329,0,332,302,0,302,120,0,120,74,0,72,1815,757,2572
UCL415001,..,262,262,325,16,338,123,0,121,110,0,110,47,0,47,15,0,15,618,281,896
UCL415002,..,161,161,388,13,403,209,0,209,306,0,306,133,0,133,69,0,69,1114,174,1286
UCL415003,..,274,274,275,19,292,78,6,85,80,0,79,42,0,42,26,0,26,503,289,795
UCL415004,..,149,149,219,6,233,102,4,106,105,0,105,35,0,35,18,0,18,466,158,625
UCL415005,..,372,372,281,19,295,95,0,95,65,0,67,17,0,17,18,0,18,473,394,863
UCL415006,..,636,636,581,40,627,201,9,217,180,3,183,73,0,72,21,0,26,1062,698,1758
UCL415007,..,319,319,351,33,386,143,9,150,111,4,122,62,3,66,28,0,30,693,375,1072
UCL415008,..,277,277,285,21,311,109,3,117,107,6,112,41,0,41,23,0,23,575,302,873
UCL415009,..,474,474,533,29,564,158,5,171,128,0,128,70,0,70,19,0,19,912,512,1429
UCL415010,..,333,333,163,18,181,46,5,50,27,0,31,12,0,12,16,0,16,265,354,618
UCL415011,..,189,189,189,8,190,63,0,63,46,0,46,29,0,29,15,0,15,335,200,535
UCL415012,..,143,143,268,20,288,129,0,132,156,0,156,79,0,79,39,0,39,677,160,830
UCL415013,..,220,220,302,11,312,118,0,115,136,0,136,51,0,51,6,0,6,617,231,843
UCL415014,..,221,221,229,10,244,48,0,48,52,0,52,28,0,28,9,0,9,377,232,611
UCL415015,..,590,590,694,38,733,239,3,241,189,0,189,97,0,97,41,0,41,1259,631,1892
UCL415016,..,374,374,400,20,429,109,0,109,121,0,121,63,0,63,19,0,19,712,394,1111
UCL415017,..,339,339,280,24,304,69,0,69,66,0,66,29,0,29,13,0,13,451,362,811
UCL415018,..,259,259,291,14,311,66,0,68,51,0,51,18,0,18,6,0,6,441,277,715
UCL415019,..,129,129,230,13,248,124,0,124,127,0,127,73,0,73,41,0,41,598,144,742
UCL415020,..,229,229,280,11,292,125,0,125,103,0,103,48,0,48,34,0,34,587,235,826
UCL415021,..,579,579,609,28,636,177,6,183,151,0,151,90,0,90,24,0,24,1045,615,1659
UCL415022,..,127,127,283,13,287,102,0,102,110,0,110,51,0,51,16,0,16,554,140,696
UCL415023,..,138,138,172,0,168,36,0,36,36,0,36,12,0,12,9,0,12,269,140,411
UCL415024,..,440,440,446,21,463,93,0,97,89,0,89,22,0,22,17,0,17,671,463,1134
UCL415025,..,30,30,100,4,101,69,0,69,102,0,102,41,0,41,12,0,12,323,33,353
UCL415026,..,395,395,558,15,573,180,0,178,143,0,143,57,0,57,20,0,20,953,417,1368
UCL415027,..,63,63,133,0,137,65,0,65,81,0,81,33,0,33,7,0,7,324,68,390
UCL415028,..,122,122,173,12,194,48,0,48,44,0,44,28,0,28,4,0,4,300,132,432
