UCL_CODE_2021,F_AccomFoodS_Cert,F_AccomFoodS_ID_NS,F_AccomFoodS_ToT,F_TransPostWhse_PD,F_TransPostWhse_GD_GC,F_TransPostWhse_BD,F_TransPostWhse_AdD_D,F_TransPostWhse_Cert,F_TransPostWhse_ID_NS,F_TransPostWhse_ToT,F_InfoMedTelecom_PD,F_InfoMedTelecom_GD_GC,F_InfoMedTelecom_BD,F_InfoMedTelecom_AdD_D,F_InfoMedTelecom_Cert,F_InfoMedTelecom_ID_NS,F_InfoMedTelecom_ToT,F_FinInsurS_PD,F_FinInsurS_GD_GC,F_FinInsurS_BD,F_FinInsurS_AdD_D,F_FinInsurS_Cert,F_FinInsurS_ID_NS,F_FinInsurS_ToT,F_RentHirREserv_PD,F_RentHirREserv_GD_GC,F_RentHirREserv_BD,F_RentHirREserv_AdD_D,F_RentHirREserv_Cert,F_RentHirREserv_ID_NS,F_RentHirREserv_ToT,F_ProScieTechServ_PD,F_ProScieTechServ_GD_GC,F_ProScieTechServ_BD,F_ProScieTechServ_AdD_D,F_ProScieTechServ_Cert,F_ProScieTechServ_ID_NS,F_ProScieTechServ_ToT,F_AdminSupServ_PD,F_AdminSupServ_GD_GC,F_AdminSupServ_BD,F_AdminSupServ_AdD_D,F_AdminSupServ_Cert,F_AdminSupServ_ID_NS,F_AdminSupServ_ToT,F_PubAdmiSafety_PD,F_PubAdmiSafety_GD_GC,F_PubAdmiSafety_BD,F_PubAdmiSafety_AdD_D,F_PubAdmiSafety_Cert,F_PubAdmiSafety_ID_NS,F_PubAdmiSafety_ToT,F_EducTrain_PD,F_EducTrain_GD_GC,F_EducTrain_BD,F_EducTrain_AdD_D,F_EducTrain_Cert,F_EducTrain_ID_NS,F_EducTrain_ToT,F_HealthCareSocA_PD,F_HealthCareSocA_GD_GC,F_HealthCareSocA_BD,F_HealthCareSocA_AdD_D,F_HealthCareSocA_Cert,F_HealthCareSocA_ID_NS,F_HealthCareSocA_ToT,F_ArtRecServ_PD,F_ArtRecServ_GD_GC,F_ArtRecServ_BD,F_ArtRecServ_AdD_D,F_ArtRecServ_Cert,F_ArtRecServ_ID_NS,F_ArtRecServ_ToT,F_OthServ_PD,F_OthServ_GD_GC,F_OthServ_BD,F_OthServ_AdD_D,F_OthServ_Cert,F_OthServ_ID_NS,F_OthServ_ToT,F_ID_NS_PD,F_ID_NS_GD_GC,F_ID_NS_BD,F_ID_NS_AdD_D,F_ID_NS_Cert,F_ID_NS_ID_NS,F_ID_NS_ToT,F_ToT_PD,F_ToT_GD_GC,F_ToT_BD,F_ToT_AdD_D,F_ToT_Cert,F_ToT_ID_NS,F_ToT_ToT,P_AgriForestFish_PD,P_AgriForestFish_GD_GC,P_AgriForestFish_BD,P_AgriForestFish_AdD_D,P_AgriForestFish_Cert,P_AgriForestFish_ID_NS,P_AgriForestFish_ToT,P_Min_PD,P_Min_GD_GC,P_Min_BD,P_Min_AdD_D,P_Min_Cert,P_Min_ID_NS,P_Min_ToT,P_Mnfg_PD,P_Mnfg_GD_GC,P_Mnfg_BD,P_Mnfg_AdD_D,P_Mnfg_Cert,P_Mnfg_ID_NS,P_Mnfg_ToT,P_EGW_WS_PD,P_EGW_WS_GD_GC,P_EGW_WS_BD,P_EGW_WS_AdD_D,P_EGW_WS_Cert,P_EGW_WS_ID_NS,P_EGW_WS_ToT,P_Cnstn_PD,P_Cnstn_GD_GC,P_Cnstn_BD,P_Cnstn_AdD_D,P_Cnstn_Cert,P_Cnstn_ID_NS,P_Cnstn_ToT,P_WTrade_PD,P_WTrade_GD_GC,P_WTrade_BD,P_WTrade_AdD_D,P_WTrade_Cert,P_WTrade_ID_NS,P_WTrade_ToT,P_RTrade_PD,P_RTrade_GD_GC,P_RTrade_BD,P_RTrade_AdD_D,P_RTrade_Cert,P_RTrade_ID_NS,P_RTrade_ToT,P_AccomFoodS_PD,P_AccomFoodS_GD_GC,P_AccomFoodS_BD,P_AccomFoodS_AdD_D,P_AccomFoodS_Cert,P_AccomFoodS_ID_NS,P_AccomFoodS_ToT,P_TransPostWhse_PD,P_TransPostWhse_GD_GC,P_TransPostWhse_BD,P_TransPostWhse_AdD_D,P_TransPostWhse_Cert,P_TransPostWhse_ID_NS,P_TransPostWhse_ToT,P_InfoMedTelecom_PD,P_InfoMedTelecom_GD_GC,P_InfoMedTelecom_BD,P_InfoMedTelecom_AdD_D,P_InfoMedTelecom_Cert,P_InfoMedTelecom_ID_NS,P_InfoMedTelecom_ToT,P_FinInsurS_PD,P_FinInsurS_GD_GC,P_FinInsurS_BD,P_FinInsurS_AdD_D,P_FinInsurS_Cert,P_FinInsurS_ID_NS,P_FinInsurS_ToT,P_RentHirREserv_PD,P_RentHirREserv_GD_GC,P_RentHirREserv_BD,P_RentHirREserv_AdD_D,P_RentHirREserv_Cert,P_RentHirREserv_ID_NS,P_RentHirREserv_ToT,P_ProScieTechServ_PD,P_ProScieTechServ_GD_GC,P_ProScieTechServ_BD,P_ProScieTechServ_AdD_D,P_ProScieTechServ_Cert,P_ProScieTechServ_ID_NS,P_ProScieTechServ_ToT,P_AdminSupServ_PD,P_AdminSupServ_GD_GC,P_AdminSupServ_BD,P_AdminSupServ_AdD_D,P_AdminSupServ_Cert,P_AdminSupServ_ID_NS,P_AdminSupServ_ToT,P_PubAdmiSafety_PD,P_PubAdmiSafety_GD_GC,P_PubAdmiSafety_BD,P_PubAdmiSafety_AdD_D,P_PubAdmiSafety_Cert,P_PubAdmiSafety_ID_NS,P_PubAdmiSafety_ToT,P_EducTrain_PD
UCL112018,166,20,262,0,0,16,13,49,6,83,0,0,22,3,18,0,44,5,0,31,24,42,3,104,0,0,3,10,42,3,68,24,17,90,28,59,8,224,7,3,9,34,90,10,145,24,16,77,65,95,8,290,93,82,374,138,169,12,871,174,100,593,353,619,55,1895,0,0,12,7,26,0,46,3,5,20,46,142,13,221,3,0,11,20,47,25,104,371,240,1439,882,2017,208,5153,10,0,33,19,73,10,139,0,0,5,0,62,0,78,29,13,179,94,445,73,829,0,3,9,14,68,5,93,4,8,37,31,614,9,706,4,0,24,24,115,3,169,35,4,85,87,443,34,677,17,4,68,82,252,36,460,7,0,42,43,250,16,359,8,3,30,11,39,0,97,5,6,48,44,57,10,170,4,3,14,30,73,5,120,42,25,197,54,104,7,434,4,9,25,51,177,13,279,60,29,158,136,256,14,658,145
UCL112019,198,23,352,0,0,10,15,64,3,98,0,5,21,3,23,0,56,3,6,28,49,57,5,143,0,0,19,18,51,8,89,25,36,173,40,106,13,390,8,4,34,36,133,10,228,47,27,178,133,174,10,578,222,156,683,210,283,24,1578,277,180,1060,516,829,77,2945,5,0,15,9,17,3,49,7,11,45,77,185,3,335,9,7,35,31,59,31,167,661,450,2602,1382,2704,267,8062,8,7,76,42,111,10,262,0,4,3,3,39,0,48,31,6,154,99,512,38,833,5,3,26,42,139,3,226,16,7,85,74,1182,37,1399,10,4,39,48,214,5,315,37,16,181,133,560,46,968,45,5,122,101,363,39,670,11,9,43,55,311,18,442,7,5,52,19,66,0,144,16,10,81,86,79,7,284,0,7,43,31,96,6,183,65,61,352,92,190,21,783,15,9,52,63,229,20,390,126,56,372,303,528,21,1412,355
UCL113001,108,10,181,0,0,8,4,15,0,22,0,0,9,3,3,0,19,4,0,12,14,8,5,38,0,0,10,7,28,0,40,8,9,61,31,35,0,143,0,0,23,19,34,9,87,12,9,57,31,39,4,143,54,55,194,46,80,10,434,98,56,328,166,294,25,963,8,4,4,5,8,0,33,3,3,16,32,59,6,115,0,5,17,4,22,7,54,204,143,831,472,924,96,2664,7,0,19,14,34,5,84,0,0,0,3,17,3,27,0,3,33,22,108,0,167,0,0,11,4,28,0,38,5,0,45,42,421,20,540,0,0,12,8,42,3,68,12,0,56,70,207,17,364,8,0,58,67,197,25,357,5,4,23,15,62,9,109,0,0,14,6,12,0,33,15,0,23,19,21,5,83,0,0,11,11,58,0,79,23,15,145,55,51,5,300,5,3,27,34,83,11,163,21,19,96,64,111,10,317,87
UCL113002,54,11,124,0,0,0,5,6,0,10,0,0,0,0,8,0,7,0,0,3,5,14,0,23,0,0,4,9,24,0,32,6,8,6,14,30,0,61,0,0,13,16,28,4,61,12,8,32,34,44,3,134,22,33,50,26,36,7,170,24,21,97,92,192,20,452,4,0,12,3,10,0,21,0,0,3,19,44,0,68,3,0,8,6,20,13,48,77,69,277,306,643,80,1449,0,0,3,3,17,0,29,0,0,5,0,5,0,3,0,0,8,6,62,3,77,0,0,4,6,14,3,25,5,0,20,34,288,8,358,0,0,3,4,26,0,34,3,4,16,40,178,17,255,6,5,36,50,118,13,233,0,0,0,8,37,4,58,0,0,0,3,15,3,24,0,0,8,10,15,0,34,0,0,9,12,36,0,56,14,5,36,20,48,6,124,3,0,16,28,60,10,118,22,16,50,66,105,3,256,29
UCL113003,78,11,123,0,0,0,3,13,0,23,0,0,0,0,7,0,16,0,0,0,8,17,4,38,0,0,0,3,16,3,26,6,4,9,9,20,0,40,0,0,7,7,29,7,53,10,5,45,46,54,6,167,42,42,167,45,99,9,404,70,65,265,182,349,28,964,0,0,0,10,11,0,28,0,4,6,16,69,7,102,0,0,12,7,20,14,54,140,132,555,402,941,108,2273,0,0,3,0,16,3,18,9,11,39,51,379,11,498,0,0,0,5,79,4,88,4,5,7,15,72,6,95,6,0,6,20,224,10,257,0,0,0,8,71,0,78,8,4,23,24,186,18,258,0,4,21,30,144,21,224,4,0,5,14,93,9,121,0,0,10,7,15,3,36,0,4,3,11,25,4,47,0,0,0,12,19,3,30,5,7,22,10,38,4,89,4,0,12,11,55,9,92,15,17,73,89,163,8,363,69
UCL113004,72,15,376,0,0,10,6,4,3,24,3,0,30,7,8,0,53,0,0,14,9,4,0,29,6,0,16,13,18,3,48,41,8,128,26,14,4,228,9,7,32,22,20,6,89,10,6,35,0,5,0,54,53,21,107,32,17,4,239,75,25,176,70,57,12,413,4,0,13,18,10,4,44,3,4,21,16,40,3,84,3,0,72,15,19,24,143,259,82,944,391,354,96,2124,7,3,22,9,10,0,55,0,0,0,5,5,0,6,5,5,44,22,37,3,120,6,0,8,4,6,0,18,12,3,62,21,222,16,329,8,0,18,6,15,0,57,13,5,106,50,75,11,253,43,10,252,189,188,32,731,6,0,24,17,24,4,78,9,0,40,16,19,0,81,5,5,38,8,7,3,76,5,0,27,21,34,5,105,80,11,240,45,45,10,440,11,6,68,39,43,7,163,16,3,43,10,18,5,93,76
UCL113005,76,6,116,0,0,0,6,14,0,22,0,0,8,0,8,0,14,0,0,8,8,18,5,40,0,0,3,4,18,0,28,4,0,24,15,32,0,74,0,3,7,13,46,6,66,13,8,49,47,129,7,252,18,36,130,66,94,9,354,30,35,185,143,339,10,758,0,0,5,0,14,0,26,5,0,9,15,54,6,94,0,0,10,9,26,5,52,82,92,474,396,1066,65,2176,0,0,13,7,47,4,76,0,0,0,0,19,0,19,0,0,3,14,118,4,141,0,0,5,7,40,0,54,0,4,9,18,249,8,293,0,0,5,0,37,3,44,5,5,22,31,227,11,299,3,5,14,29,131,15,197,0,0,5,15,86,8,112,0,0,9,0,15,0,25,5,0,12,10,32,4,62,0,0,10,3,31,5,47,7,3,48,25,58,3,148,0,3,5,17,82,5,119,23,11,109,113,285,9,548,35
UCL113006,41,5,68,0,0,0,0,9,0,10,0,0,0,0,3,0,5,0,0,3,4,10,0,20,0,0,3,0,5,0,9,0,0,12,0,11,0,33,0,0,0,7,19,5,38,0,0,14,14,33,0,74,6,15,58,25,55,3,167,12,21,96,95,221,24,465,0,0,3,0,4,0,3,0,0,0,4,27,0,36,0,0,5,6,12,5,26,21,44,226,196,553,63,1113,0,0,5,5,24,7,34,0,0,0,5,0,0,4,0,0,4,6,71,10,94,0,0,3,0,13,0,15,0,0,3,8,107,0,120,0,0,0,0,16,0,21,0,0,17,25,130,22,196,0,0,5,19,63,4,93,0,0,0,6,49,0,54,0,0,0,0,3,0,4,0,0,5,4,17,0,27,0,0,3,3,7,0,18,0,3,24,3,23,6,57,0,0,3,11,35,10,67,3,0,19,27,102,9,165,14
UCL113007,36,3,119,0,0,9,4,15,0,30,5,0,4,7,3,0,18,0,5,30,17,18,0,66,0,0,14,13,14,3,47,28,4,91,36,26,9,184,3,0,10,13,16,0,45,21,25,79,44,47,4,223,121,66,229,70,71,3,562,96,64,279,129,107,9,687,0,3,6,8,9,0,31,0,3,11,20,54,0,92,5,4,14,8,20,10,54,296,188,876,485,556,65,2464,0,0,7,8,14,0,31,5,3,9,15,65,0,93,14,6,51,49,115,5,241,8,0,12,9,31,0,58,8,6,48,51,425,14,559,0,4,10,15,31,0,72,4,3,62,44,111,8,241,3,6,51,62,86,7,214,6,3,29,27,81,9,148,6,0,19,10,14,3,54,6,9,60,31,25,5,132,5,3,24,25,30,3,85,54,9,187,70,43,14,380,12,0,22,21,42,0,100,70,36,181,112,127,12,533,173
UCL113008,43,3,87,0,0,3,5,10,0,19,0,0,0,3,0,0,9,0,4,9,13,24,0,47,0,0,0,0,10,0,10,0,0,10,18,29,0,58,0,0,7,5,32,0,50,12,9,44,33,81,4,179,26,22,68,28,55,0,194,13,20,93,64,149,15,364,0,0,0,4,10,0,16,0,0,9,11,33,0,55,0,0,6,7,10,4,33,65,63,293,234,589,48,1294,0,0,0,0,11,0,8,3,5,9,22,183,11,234,8,0,10,7,98,5,122,0,0,13,21,64,0,93,3,4,10,13,125,9,164,0,0,5,11,25,0,46,11,4,24,27,118,9,187,0,0,26,29,102,7,164,0,0,10,13,69,3,98,3,0,6,0,5,0,21,3,4,14,14,27,0,60,0,0,6,7,20,0,27,6,0,24,22,40,0,98,8,0,9,11,52,0,76,16,13,62,62,159,8,328,36
UCL113009,40,0,72,0,0,4,8,14,0,23,0,0,0,0,5,0,8,3,0,5,19,30,0,64,0,0,5,6,20,0,37,3,4,25,29,40,5,111,3,3,10,18,41,0,76,12,10,38,46,60,0,172,30,15,88,33,45,0,217,19,30,140,112,204,11,513,0,0,7,0,10,4,19,0,0,4,9,45,0,63,0,0,7,10,16,8,42,77,69,378,370,728,46,1672,0,0,0,8,4,0,14,0,0,6,11,46,0,72,9,3,19,48,184,5,262,0,0,4,12,23,0,41,0,0,14,35,261,10,327,3,0,6,19,72,0,99,10,3,16,21,121,8,179,0,0,18,25,70,0,114,0,0,7,29,88,5,131,0,0,5,0,9,0,20,8,0,11,29,37,0,86,0,0,4,12,31,0,52,14,9,58,52,78,9,221,4,3,10,21,67,3,108,36,19,89,140,214,5,503,40
UCL113010,85,8,130,0,0,0,7,8,0,17,0,0,3,3,4,0,16,0,0,11,6,9,0,25,0,0,9,8,19,0,29,6,7,26,20,30,3,94,0,0,16,15,39,3,78,3,9,28,26,27,4,95,35,32,151,36,58,10,320,40,26,138,85,157,13,461,0,0,11,3,9,0,23,5,0,6,23,52,0,79,0,0,7,0,13,11,32,117,78,497,303,715,75,1782,4,0,7,8,32,0,53,24,3,105,68,516,13,736,0,0,25,19,86,0,135,0,0,3,8,24,0,33,3,0,15,21,245,12,297,0,0,10,6,54,6,73,5,3,26,37,150,19,238,9,0,26,25,135,12,199,0,0,6,12,40,5,67,0,0,7,3,9,0,23,0,0,12,10,12,0,40,0,0,10,17,32,0,55,24,10,60,27,36,3,161,0,0,19,21,63,5,114,9,13,55,50,73,7,202,50
UCL113011,47,3,74,0,0,0,0,17,0,12,0,0,4,4,0,3,14,0,0,3,5,16,0,23,0,0,0,9,10,0,17,3,0,9,3,24,3,48,0,0,6,11,49,0,72,3,0,25,13,38,6,90,23,18,91,27,56,3,218,13,14,73,59,146,18,329,0,0,3,0,4,0,11,0,0,0,15,43,3,61,0,0,6,3,18,8,32,48,55,289,216,698,63,1368,0,0,3,6,20,3,37,16,8,56,73,555,21,723,0,0,7,6,74,3,92,3,3,17,37,106,9,170,0,0,10,21,130,5,167,0,0,7,8,75,5,92,7,5,23,14,105,7,158,0,3,12,18,69,7,115,0,0,0,11,48,0,58,0,0,4,4,5,3,16,4,3,3,3,20,0,38,0,0,5,11,22,5,42,0,3,23,8,34,3,82,0,0,15,16,102,0,143,10,5,32,25,72,6,148,22
UCL113012,100,13,186,0,0,3,9,12,4,29,0,0,9,3,0,0,8,4,0,10,18,20,0,52,0,0,0,11,34,0,46,9,6,37,29,30,5,113,0,6,10,20,27,0,61,15,6,44,39,30,0,144,48,27,131,52,55,0,319,45,30,138,116,182,26,538,3,3,8,4,9,0,31,3,5,12,26,48,5,96,5,0,14,18,17,9,60,157,93,502,435,692,76,1951,4,0,11,4,16,4,35,0,0,10,13,38,0,58,7,7,36,32,97,9,192,0,0,7,10,13,0,39,3,0,22,41,286,8,361,6,3,8,12,28,0,55,10,6,42,42,142,17,254,10,0,60,87,177,20,363,6,0,17,31,83,9,141,5,0,4,8,0,0,23,11,3,27,22,28,0,101,4,0,10,15,52,5,85,43,15,91,59,51,9,275,0,3,23,29,63,0,126,47,22,106,112,124,5,407,66
UCL113013,68,3,93,3,0,10,8,33,5,53,0,0,4,3,6,0,10,0,0,13,13,23,0,46,0,0,0,5,10,4,21,3,0,10,14,35,0,70,0,0,12,21,47,5,87,4,5,20,36,52,5,126,21,17,87,41,69,3,242,19,19,105,131,269,17,567,0,0,3,0,10,0,18,0,0,8,19,50,0,81,0,0,3,4,18,12,43,61,50,308,375,878,74,1743,0,0,0,9,12,0,30,0,0,0,8,45,0,54,0,0,19,21,186,11,237,0,0,5,4,35,0,43,4,0,17,25,302,3,356,0,0,3,4,59,0,63,3,4,25,32,182,10,260,3,0,16,20,114,6,157,0,3,13,20,133,17,187,0,0,0,3,9,0,17,0,0,15,18,33,0,70,0,0,4,5,26,8,35,12,5,32,47,68,10,171,0,0,13,23,77,5,127,6,8,32,84,152,9,285,33
UCL113014,81,0,112,0,0,0,4,18,5,24,0,0,0,0,0,0,3,3,0,3,8,21,0,31,0,0,0,8,21,0,36,12,5,30,20,37,0,94,0,0,8,17,73,3,104,6,3,25,21,40,3,106,29,25,124,42,79,0,297,27,22,106,95,232,15,491,0,0,4,3,11,0,14,0,0,7,16,66,4,100,0,0,6,9,27,10,51,96,68,428,352,1015,66,2024,0,0,6,0,19,3,35,50,19,169,106,769,29,1131,3,5,14,22,133,4,182,13,5,32,28,70,3,154,7,0,13,30,245,7,298,0,0,7,9,112,0,133,8,0,23,38,149,15,235,4,0,18,21,128,7,183,0,0,8,15,66,7,93,0,0,0,0,4,0,7,3,0,8,7,23,0,44,0,0,9,13,30,0,53,9,7,47,29,52,0,158,0,0,15,24,147,7,192,15,9,54,52,87,6,217,38
UCL113015,57,8,85,0,0,3,5,6,0,16,0,0,4,0,0,0,4,0,0,0,8,16,0,22,0,0,0,4,23,0,29,0,0,14,15,25,5,60,0,0,3,13,34,4,56,8,5,25,24,56,0,117,19,15,71,28,42,0,182,22,12,111,91,193,21,452,0,0,4,5,0,0,13,0,0,3,14,42,5,60,0,0,5,8,12,0,31,57,47,279,265,637,58,1337,0,0,4,0,13,4,17,0,0,4,5,8,0,13,0,0,11,14,72,5,108,4,0,0,4,14,0,19,0,0,3,22,286,16,337,0,0,5,3,19,0,24,5,0,8,31,149,13,208,0,0,9,29,101,13,155,0,0,9,8,46,0,65,0,0,4,0,0,0,8,0,0,3,8,18,0,30,0,0,0,6,30,3,42,6,4,31,22,46,5,103,0,0,3,18,71,6,103,19,12,44,74,156,5,311,26
UCL113016,82,9,105,0,0,0,0,5,0,12,0,0,3,4,9,0,14,0,0,5,8,13,0,29,0,0,5,8,19,3,35,0,0,14,10,31,0,58,0,0,8,17,43,4,73,7,5,17,30,28,0,87,24,29,112,50,86,9,297,65,41,220,180,371,47,911,0,0,0,6,7,0,11,0,0,10,20,49,3,79,0,0,4,9,26,12,49,98,75,420,387,941,102,2027,0,0,6,3,36,0,50,0,0,0,0,9,0,15,0,0,12,12,138,10,174,0,0,4,6,20,0,30,0,0,4,12,263,9,294,0,0,0,7,61,0,68,6,0,19,43,255,25,344,7,0,14,28,142,13,203,0,0,8,7,62,6,86,0,0,0,10,9,0,23,0,0,13,16,22,3,54,0,0,8,11,36,3,60,5,9,44,22,41,4,125,0,0,9,28,86,13,134,9,8,28,40,81,7,166,33
UCL113017,90,15,197,0,0,0,3,6,0,16,0,0,5,0,0,0,9,4,0,10,15,8,0,39,0,0,8,13,25,0,46,16,3,37,25,36,0,118,3,0,17,15,41,0,77,9,11,17,20,30,3,88,44,39,139,41,59,9,325,37,34,146,104,157,13,481,0,0,8,4,5,0,19,0,0,11,19,51,8,80,0,0,6,15,14,10,48,128,96,503,366,682,85,1863,0,0,7,9,29,3,47,0,0,0,0,13,0,13,4,0,13,12,59,9,95,0,0,4,3,17,0,33,5,5,26,28,469,15,542,5,5,8,8,19,0,42,7,9,62,50,201,19,346,12,6,54,68,185,19,346,3,0,10,10,39,4,68,0,5,6,5,10,0,24,5,4,22,19,16,3,77,0,0,11,18,52,0,90,28,9,73,38,56,10,213,7,3,25,22,78,11,141,19,10,54,60,97,5,245,73
UCL113018,8,0,22,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,3,0,11,0,0,0,0,4,0,9,0,0,0,4,0,0,5,0,0,0,4,3,0,10,0,0,3,0,4,0,10,4,4,19,4,4,0,38,3,0,19,29,29,0,93,0,0,0,0,0,0,0,0,0,0,4,5,0,12,0,0,0,0,3,0,11,6,14,57,70,116,15,286,0,0,0,3,8,0,19,0,0,0,0,0,0,0,3,0,7,14,34,3,63,0,0,0,0,7,0,7,0,0,0,10,96,5,110,0,0,0,0,8,0,11,0,0,5,4,31,3,39,0,0,4,8,21,0,32,0,0,0,3,9,3,16,0,0,0,0,0,0,3,0,0,0,5,3,0,8,0,0,0,0,4,0,7,0,0,3,4,3,0,15,0,0,0,0,10,0,11,0,6,3,5,17,0,34,4
UCL114001,23,5,41,0,0,0,0,0,0,3,0,0,0,0,0,0,5,4,0,3,5,4,0,16,0,0,0,6,9,0,14,6,6,15,13,15,0,53,0,0,5,5,11,0,19,8,4,13,12,8,0,41,31,22,82,11,23,0,168,27,19,93,55,103,13,315,0,0,7,0,0,0,10,0,0,6,15,14,0,36,0,0,0,6,0,7,13,71,55,256,151,267,32,831,0,3,14,6,26,0,48,0,0,4,0,0,0,7,4,0,8,9,35,0,54,0,0,3,4,5,0,14,0,0,4,9,95,5,114,0,3,3,4,14,0,25,0,3,12,12,61,3,98,0,0,11,15,41,0,67,0,0,4,4,18,4,24,0,0,0,0,0,0,5,3,0,7,8,5,0,28,0,0,4,3,11,0,20,7,6,31,12,25,0,93,0,0,7,9,25,3,40,15,6,31,25,22,0,88,32
UCL114002,42,4,54,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,5,7,0,14,0,0,0,8,6,3,15,0,0,13,8,13,0,41,3,0,3,9,16,0,28,0,4,8,9,4,0,22,17,9,55,21,41,0,146,16,6,77,50,111,10,272,0,0,4,3,0,0,3,0,0,3,3,35,0,43,0,0,0,0,6,3,15,43,26,188,127,352,44,779,0,0,7,3,12,6,24,0,0,0,0,5,0,9,0,0,0,5,46,0,54,6,3,0,3,16,0,31,0,0,3,13,157,4,174,0,0,6,5,14,0,24,0,0,4,9,90,8,112,0,0,15,3,70,7,97,0,0,0,0,26,4,34,0,0,0,6,0,0,7,0,4,5,4,11,0,27,0,0,0,14,8,3,28,10,0,26,19,16,0,74,3,0,5,7,38,3,54,5,5,16,15,30,0,65,19
UCL114003,31,3,49,0,0,0,0,10,0,15,0,0,0,0,4,0,3,0,0,0,5,14,3,29,0,0,0,6,15,0,18,0,0,14,8,21,0,45,0,0,3,8,24,0,38,0,0,6,13,28,0,56,12,4,63,27,58,5,171,14,11,61,59,218,20,384,0,0,0,0,8,0,11,0,0,0,9,25,0,40,0,0,0,3,19,9,29,30,23,188,164,605,57,1073,0,6,11,3,26,4,51,0,0,0,0,8,0,8,0,0,19,20,185,15,241,0,0,0,0,16,0,13,0,0,3,8,115,4,126,0,0,3,0,35,3,40,0,0,11,9,110,15,145,0,0,10,8,54,6,80,0,0,4,10,47,9,72,0,0,0,0,9,0,11,0,0,0,7,20,6,33,0,0,3,5,16,4,26,0,0,26,15,31,0,71,0,0,3,8,47,0,60,4,0,15,24,65,0,112,15
UCL114004,38,9,72,0,0,0,0,10,0,13,0,3,0,3,0,0,5,0,0,3,4,3,0,19,0,4,0,7,10,4,22,11,3,18,11,12,0,51,0,0,0,7,13,0,20,7,3,33,32,35,7,116,22,18,62,32,37,0,167,20,15,60,37,77,8,218,0,0,3,5,4,3,14,4,0,3,4,19,0,30,0,0,0,4,8,5,11,83,52,243,187,349,28,947,0,0,4,4,17,5,24,0,0,0,0,5,0,9,0,0,0,5,24,4,38,22,4,64,22,43,0,155,22,0,38,16,151,3,243,0,0,0,5,9,0,19,8,0,29,34,109,3,185,11,0,17,25,64,15,116,0,0,6,5,46,5,61,0,3,6,4,10,0,21,0,0,8,7,3,0,23,0,4,10,8,19,3,40,11,7,43,15,24,0,101,0,0,3,10,29,0,41,20,6,54,54,98,9,234,29
UCL114005,19,0,35,0,0,0,3,15,0,17,0,0,0,0,0,0,5,0,0,0,0,3,0,9,0,0,0,0,3,0,3,0,4,10,10,22,0,43,0,0,0,4,4,0,12,4,0,5,14,15,0,39,14,10,50,15,22,3,107,4,13,36,45,101,18,225,0,0,0,0,3,0,7,0,0,0,4,15,6,24,0,0,3,4,11,3,18,25,28,123,121,299,34,636,0,3,9,5,26,0,46,0,0,0,0,3,0,9,0,0,0,7,51,7,59,0,0,3,4,13,0,24,0,0,0,8,85,4,97,0,0,0,4,18,0,27,0,0,10,10,66,10,101,0,0,8,4,33,4,53,0,0,3,4,67,3,82,0,0,0,0,0,0,0,0,0,0,4,8,0,18,0,0,0,4,8,0,8,0,4,18,13,28,0,66,0,0,4,8,23,0,33,6,3,19,26,39,0,95,15
UCL114006,28,3,42,0,0,0,0,4,0,7,0,0,0,0,0,0,5,0,0,0,3,3,4,15,0,0,0,4,0,0,3,5,0,11,7,18,0,33,0,0,0,7,17,0,22,0,0,7,13,12,0,32,10,10,51,14,26,0,115,11,13,47,45,89,4,210,0,0,0,0,4,0,5,0,0,3,14,20,0,31,0,5,3,3,7,0,15,29,37,153,134,319,18,688,0,0,9,5,62,3,83,0,0,0,0,0,0,0,4,5,33,26,149,9,221,0,0,0,0,11,0,13,0,0,3,9,109,0,115,0,0,0,3,14,0,26,4,0,9,16,59,6,99,0,0,6,7,46,3,66,0,0,0,4,28,0,36,0,0,0,0,3,0,4,0,0,0,3,3,4,16,0,0,0,4,0,0,6,3,3,18,5,20,0,55,0,0,0,8,31,3,40,0,6,9,26,35,3,80,15
UCL114007,34,5,49,0,0,0,4,6,0,9,0,0,0,0,4,0,6,0,0,0,3,11,0,21,0,0,0,7,3,0,12,0,3,5,9,10,0,27,0,0,0,11,20,3,36,3,3,9,10,19,0,47,19,18,78,23,45,0,190,7,18,64,78,150,23,338,0,0,0,0,0,0,8,0,0,5,7,20,5,33,0,0,0,6,11,7,21,35,44,194,178,440,66,958,0,0,13,14,53,13,99,0,0,0,0,10,3,16,5,0,9,6,83,12,110,0,0,3,0,19,0,30,0,0,5,4,131,6,149,0,0,10,4,48,4,61,0,0,10,11,114,19,154,0,0,12,18,64,6,98,0,0,3,0,45,5,52,0,0,5,0,8,0,10,0,0,7,7,14,0,32,0,0,0,7,9,0,23,0,3,20,8,19,0,54,0,0,4,13,29,6,49,8,9,21,26,55,7,127,28
