UCL_CODE_2021,F_AccomFoodS_Cert,F_AccomFoodS_ID_NS,F_AccomFoodS_ToT,F_TransPostWhse_PD,F_TransPostWhse_GD_GC,F_TransPostWhse_BD,F_TransPostWhse_AdD_D,F_TransPostWhse_Cert,F_TransPostWhse_ID_NS,F_TransPostWhse_ToT,F_InfoMedTelecom_PD,F_InfoMedTelecom_GD_GC,F_InfoMedTelecom_BD,F_InfoMedTelecom_AdD_D,F_InfoMedTelecom_Cert,F_InfoMedTelecom_ID_NS,F_InfoMedTelecom_ToT,F_FinInsurS_PD,F_FinInsurS_GD_GC,F_FinInsurS_BD,F_FinInsurS_AdD_D,F_FinInsurS_Cert,F_FinInsurS_ID_NS,F_FinInsurS_ToT,F_RentHirREserv_PD,F_RentHirREserv_GD_GC,F_RentHirREserv_BD,F_RentHirREserv_AdD_D,F_RentHirREserv_Cert,F_RentHirREserv_ID_NS,F_RentHirREserv_ToT,F_ProScieTechServ_PD,F_ProScieTechServ_GD_GC,F_ProScieTechServ_BD,F_ProScieTechServ_AdD_D,F_ProScieTechServ_Cert,F_ProScieTechServ_ID_NS,F_ProScieTechServ_ToT,F_AdminSupServ_PD,F_AdminSupServ_GD_GC,F_AdminSupServ_BD,F_AdminSupServ_AdD_D,F_AdminSupServ_Cert,F_AdminSupServ_ID_NS,F_AdminSupServ_ToT,F_PubAdmiSafety_PD,F_PubAdmiSafety_GD_GC,F_PubAdmiSafety_BD,F_PubAdmiSafety_AdD_D,F_PubAdmiSafety_Cert,F_PubAdmiSafety_ID_NS,F_PubAdmiSafety_ToT,F_EducTrain_PD,F_EducTrain_GD_GC,F_EducTrain_BD,F_EducTrain_AdD_D,F_EducTrain_Cert,F_EducTrain_ID_NS,F_EducTrain_ToT,F_HealthCareSocA_PD,F_HealthCareSocA_GD_GC,F_HealthCareSocA_BD,F_HealthCareSocA_AdD_D,F_HealthCareSocA_Cert,F_HealthCareSocA_ID_NS,F_HealthCareSocA_ToT,F_ArtRecServ_PD,F_ArtRecServ_GD_GC,F_ArtRecServ_BD,F_ArtRecServ_AdD_D,F_ArtRecServ_Cert,F_ArtRecServ_ID_NS,F_ArtRecServ_ToT,F_OthServ_PD,F_OthServ_GD_GC,F_OthServ_BD,F_OthServ_AdD_D,F_OthServ_Cert,F_OthServ_ID_NS,F_OthServ_ToT,F_ID_NS_PD,F_ID_NS_GD_GC,F_ID_NS_BD,F_ID_NS_AdD_D,F_ID_NS_Cert,F_ID_NS_ID_NS,F_ID_NS_ToT,F_ToT_PD,F_ToT_GD_GC,F_ToT_BD,F_ToT_AdD_D,F_ToT_Cert,F_ToT_ID_NS,F_ToT_ToT,P_AgriForestFish_PD,P_AgriForestFish_GD_GC,P_AgriForestFish_BD,P_AgriForestFish_AdD_D,P_AgriForestFish_Cert,P_AgriForestFish_ID_NS,P_AgriForestFish_ToT,P_Min_PD,P_Min_GD_GC,P_Min_BD,P_Min_AdD_D,P_Min_Cert,P_Min_ID_NS,P_Min_ToT,P_Mnfg_PD,P_Mnfg_GD_GC,P_Mnfg_BD,P_Mnfg_AdD_D,P_Mnfg_Cert,P_Mnfg_ID_NS,P_Mnfg_ToT,P_EGW_WS_PD,P_EGW_WS_GD_GC,P_EGW_WS_BD,P_EGW_WS_AdD_D,P_EGW_WS_Cert,P_EGW_WS_ID_NS,P_EGW_WS_ToT,P_Cnstn_PD,P_Cnstn_GD_GC,P_Cnstn_BD,P_Cnstn_AdD_D,P_Cnstn_Cert,P_Cnstn_ID_NS,P_Cnstn_ToT,P_WTrade_PD,P_WTrade_GD_GC,P_WTrade_BD,P_WTrade_AdD_D,P_WTrade_Cert,P_WTrade_ID_NS,P_WTrade_ToT,P_RTrade_PD,P_RTrade_GD_GC,P_RTrade_BD,P_RTrade_AdD_D,P_RTrade_Cert,P_RTrade_ID_NS,P_RTrade_ToT,P_AccomFoodS_PD,P_AccomFoodS_GD_GC,P_AccomFoodS_BD,P_AccomFoodS_AdD_D,P_AccomFoodS_Cert,P_AccomFoodS_ID_NS,P_AccomFoodS_ToT,P_TransPostWhse_PD,P_TransPostWhse_GD_GC,P_TransPostWhse_BD,P_TransPostWhse_AdD_D,P_TransPostWhse_Cert,P_TransPostWhse_ID_NS,P_TransPostWhse_ToT,P_InfoMedTelecom_PD,P_InfoMedTelecom_GD_GC,P_InfoMedTelecom_BD,P_InfoMedTelecom_AdD_D,P_InfoMedTelecom_Cert,P_InfoMedTelecom_ID_NS,P_InfoMedTelecom_ToT,P_FinInsurS_PD,P_FinInsurS_GD_GC,P_FinInsurS_BD,P_FinInsurS_AdD_D,P_FinInsurS_Cert,P_FinInsurS_ID_NS,P_FinInsurS_ToT,P_RentHirREserv_PD,P_RentHirREserv_GD_GC,P_RentHirREserv_BD,P_RentHirREserv_AdD_D,P_RentHirREserv_Cert,P_RentHirREserv_ID_NS,P_RentHirREserv_ToT,P_ProScieTechServ_PD,P_ProScieTechServ_GD_GC,P_ProScieTechServ_BD,P_ProScieTechServ_AdD_D,P_ProScieTechServ_Cert,P_ProScieTechServ_ID_NS,P_ProScieTechServ_ToT,P_AdminSupServ_PD,P_AdminSupServ_GD_GC,P_AdminSupServ_BD,P_AdminSupServ_AdD_D,P_AdminSupServ_Cert,P_AdminSupServ_ID_NS,P_AdminSupServ_ToT,P_PubAdmiSafety_PD,P_PubAdmiSafety_GD_GC,P_PubAdmiSafety_BD,P_PubAdmiSafety_AdD_D,P_PubAdmiSafety_Cert,P_PubAdmiSafety_ID_NS,P_PubAdmiSafety_ToT,P_EducTrain_PD
UCL321023,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,3,0,3,0,0,5,0,0,0,5,0,4,11,4,4,0,19,0,0,4,0,11,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,7,23,12,47,0,85,0,0,6,3,10,0,21,0,0,0,0,9,0,9,0,0,3,0,18,3,33,0,0,0,0,3,0,5,0,0,0,0,18,0,17,0,0,0,0,3,0,4,0,0,0,0,13,0,16,0,0,0,0,6,0,6,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,5,0,5,0,0,5,3,4,0,10,0
UCL321024,8,0,8,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,4,0,3,0,18,0,0,3,4,6,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,5,6,0,12,11,43,3,80,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,15,0,17,0,0,0,0,0,0,3,0,0,0,0,17,0,23,0,0,0,0,3,0,0,0,0,0,0,12,0,17,0,0,0,0,7,0,9,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,10,0,0,0,0,0,0,3,0,0,0,4,4,0,10,0
UCL321025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,5,3,0,0,0,10,0,0,6,4,9,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,9,12,25,0,54,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,6,0,0,3,0,10,0,14,0,0,0,0,3,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,8,0,0,0,3,0,0,10,0
UCL321026,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,4,0,8,0,5,6,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,15,8,24,5,58,0,0,0,0,0,0,4,0,0,0,0,18,0,26,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0
UCL321027,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,10,7,9,0,20,0,0,13,16,11,0,45,0,0,0,0,0,0,3,0,0,0,4,0,0,8,0,0,0,0,3,0,3,6,10,35,36,48,5,133,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,3,0,4,0,5,0,0,4,0,4,0,3,0,0,0,4,23,0,23,0,0,0,0,0,0,3,0,0,0,0,11,0,13,0,0,0,0,15,4,23,0,0,0,0,4,0,5,0,0,0,0,3,0,3,0,0,0,0,4,0,4,0,0,0,0,0,0,0,6,0,5,0,3,0,14,0,0,0,0,5,3,5,3,0,5,6,12,0,29,0
UCL321028,5,0,3,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,3,0,3,0,0,3,0,4,0,13,5,8,10,5,4,0,24,0,0,0,6,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,7,17,14,50,4,101,0,0,0,0,7,0,9,0,0,4,7,47,0,53,0,0,0,3,10,0,15,0,0,0,0,0,5,0,0,0,0,0,21,0,20,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,7,0,9,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,8,0,13,0,0,0,0,3,0,3,0,0,5,0,7,0,17,5
UCL321029,3,0,6,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,4,0,0,6,4,0,0,9,0,0,0,0,0,0,3,0,0,0,4,3,0,5,0,5,4,3,8,0,22,3,0,4,8,11,0,31,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,0,0,4,0,5,12,8,21,34,35,7,111,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,11,0,0,0,0,0,0,0,0,0,3,0,11,0,14,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,4,0,8,0,0,3,0,9,5,18,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,0,7,4,3,6,9,0,0,21,0,0,0,0,8,0,9,0,0,5,8,4,0,14,4
UCL321030,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,0,0,4,0,4,0,9,0,0,7,0,4,0,12,0,0,8,0,6,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,27,0,55,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,5,4,0,10,0
UCL321031,4,0,9,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,12,0,0,0,0,3,0,6,0,0,3,0,0,0,6,0,3,12,5,9,0,31,0,3,16,13,19,0,55,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,0,4,0,0,5,8,10,8,56,36,49,10,169,0,0,0,3,7,0,10,0,0,0,0,0,0,4,0,0,4,0,6,0,12,0,0,0,0,3,0,3,0,0,0,5,29,5,39,0,0,0,0,7,0,8,0,0,3,0,13,0,24,6,0,3,0,7,0,13,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,0,4,0,3,9,5,0,0,16,0,0,4,0,5,0,10,0,0,8,4,5,0,16,5
UCL321032,10,10,29,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,4,3,0,0,5,0,0,0,5,0,0,7,0,0,9,0,0,0,18,0,0,0,0,13,0,20,0,0,0,5,5,0,11,0,9,21,9,7,0,41,8,4,23,20,32,3,87,0,0,0,6,4,0,9,0,0,0,5,9,0,19,0,0,5,4,0,4,11,15,13,76,71,109,13,305,0,0,0,0,0,0,11,0,0,0,0,11,0,11,3,0,0,4,17,0,23,0,0,0,5,6,0,3,0,0,8,14,79,3,103,0,0,4,3,6,0,16,0,0,7,6,31,0,42,0,0,6,13,19,10,42,0,0,0,0,6,0,7,0,0,0,4,0,0,3,0,0,9,7,3,0,13,0,0,0,5,7,0,10,0,0,19,0,10,0,33,0,0,0,4,16,0,22,0,3,3,14,8,0,29,3
UCL321033,6,3,22,0,0,3,4,4,3,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,4,0,0,5,0,0,0,7,0,0,0,0,8,0,10,0,0,0,0,3,0,4,4,5,13,3,9,0,32,3,3,3,15,10,3,39,0,0,0,0,0,0,0,0,0,0,4,6,0,12,0,0,0,0,5,0,3,11,4,26,38,72,14,173,0,0,0,0,0,0,0,0,0,0,3,3,0,10,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,33,0,33,0,0,0,0,3,0,9,3,0,0,3,15,0,19,0,0,10,14,23,9,52,0,0,3,0,16,3,27,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,4,0,0,5,0,3,0,10,0,0,3,4,9,0,23,0,0,4,7,9,0,21,4
UCL321034,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,7,3,18,4,3,10,4,7,0,27,0,10,10,16,7,8,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,30,28,32,15,130,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,13,0,14,0,0,0,0,0,0,0,0,0,6,3,8,0,16,0,0,4,3,5,5,19,0,0,0,4,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,11,8,21,4,48,4
UCL321035,11,0,14,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,0,0,6,0,4,0,0,0,4,8,0,14,0,0,18,3,13,0,32,0,0,16,16,34,4,75,0,0,3,0,0,0,3,0,0,0,4,3,0,3,0,0,0,0,9,4,12,3,3,47,39,108,15,219,5,0,4,0,13,0,14,0,0,0,0,9,0,11,0,0,4,5,15,4,31,0,0,0,0,4,0,4,0,0,5,0,36,6,50,0,0,0,0,8,0,11,0,0,0,5,37,3,46,0,0,0,0,15,0,19,0,0,0,3,14,0,23,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,7,0,6,0,0,0,0,3,0,7,0,0,0,0,3,0,9,0,0,0,4,6,0,18,0
UCL321036,7,0,11,0,0,0,6,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,5,0,0,0,0,3,0,3,0,0,0,4,0,0,6,0,0,0,0,4,0,6,0,3,3,4,4,0,14,7,0,12,5,5,0,26,3,3,14,17,18,0,54,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,7,11,8,32,53,77,0,182,0,0,0,0,5,0,0,0,0,3,7,8,0,16,0,0,3,0,17,0,26,0,0,0,0,9,0,3,0,0,0,0,45,0,44,0,0,0,0,0,0,0,0,0,0,5,22,0,24,0,0,0,4,7,0,11,0,0,0,5,8,0,11,0,0,0,0,0,0,3,0,0,0,0,4,0,9,0,0,0,0,5,0,5,0,0,6,7,5,0,17,0,0,0,0,10,0,12,0,5,5,9,9,0,29,7
UCL321037,3,0,12,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,6,0,0,0,0,5,0,5,0,0,0,0,0,0,3,0,4,0,4,8,0,16,0,0,6,12,12,0,24,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,11,9,8,28,21,42,6,103,0,0,0,0,0,0,0,0,0,5,0,9,0,15,0,0,0,0,3,0,5,0,0,0,0,0,0,3,0,0,0,0,10,0,15,0,0,0,0,3,0,3,0,0,8,0,8,0,13,0,0,4,9,11,0,24,0,0,3,0,4,0,12,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,0,0,11,0,0,3,0,6,0,14,0,0,4,0,5,0,13,0
UCL321038,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,5,0,5,0,0,0,0,6,3,11,0,0,6,4,4,0,18,3,3,18,9,16,0,47,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,4,43,27,42,7,124,0,0,0,0,9,0,11,0,0,0,0,4,0,3,0,0,0,4,4,0,15,0,0,0,4,4,0,8,0,0,0,0,19,0,20,0,0,0,0,0,0,0,0,0,0,3,12,0,14,0,0,0,0,8,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,13,0,0,0,0,3,0,4,0,0,7,3,9,3,16,0
UCL321039,7,0,16,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,3,8,6,10,6,3,0,29,5,6,17,15,12,0,46,0,0,0,5,3,0,7,0,0,0,4,0,0,5,0,0,3,3,0,0,6,16,20,44,33,46,6,164,5,3,0,0,0,0,13,0,0,0,4,6,0,4,0,0,0,0,9,0,12,0,0,5,0,0,0,5,0,0,0,4,20,0,30,0,0,0,0,3,0,3,0,0,5,4,8,0,17,0,0,0,5,13,0,23,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,5,0,7,9,0,6,4,0,0,28,0,0,0,0,3,0,5,0,0,4,4,3,0,16,7
UCL321040,3,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,15,0,0,0,0,0,0,4,0,0,4,0,0,0,3,0,0,9,5,6,0,18,9,0,9,5,10,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,11,4,30,28,34,3,107,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,7,0,17,0,0,0,0,0,0,3,0,0,8,6,22,0,32,0,0,0,0,3,0,5,0,0,6,0,10,0,12,0,0,0,0,8,0,14,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,4,0,10,8,3,0,29,0,0,4,0,6,0,14,0,0,4,3,0,0,6,3
UCL321041,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,4,3,0,16,0,0,3,5,11,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,22,27,10,70,0,0,0,0,5,8,14,0,0,0,0,9,0,9,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,5,9,0,13,0,0,0,4,7,3,13,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,3,0,3,0,13,0
UCL321042,3,0,7,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,7,0,7,0,15,0,0,0,3,12,0,21,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,3,3,4,13,21,46,0,86,0,0,0,0,7,0,12,0,0,0,0,3,0,3,0,0,0,0,11,0,14,0,0,0,0,0,0,4,0,0,0,0,11,0,12,0,0,0,0,4,0,6,0,0,0,0,3,0,4,0,0,0,4,3,0,7,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,0,9,0,0,0,0,6,0,6,0,0,0,3,5,0,13,0
UCL321043,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,3,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,8,0,21,0,3,24,4,6,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,15,9,48,20,33,0,125,0,0,0,0,3,0,3,0,0,0,0,3,0,5,0,0,0,0,6,0,11,0,0,0,0,3,0,4,0,0,3,6,37,0,50,0,0,4,4,6,0,6,0,0,9,4,12,0,20,0,0,0,0,3,0,6,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,7,0,15,4,0,4,0,3,0,10,0,0,3,0,0,0,0,0,0,0,0,4,0,8,0
UCL321044,8,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,11,0,0,0,0,7,0,12,0,0,0,0,5,0,4,0,0,5,3,0,0,8,0,4,11,14,22,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,4,26,29,55,13,130,0,0,0,4,3,0,12,0,0,0,0,9,0,8,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,3,28,0,26,0,0,0,0,0,0,0,0,0,3,4,13,0,22,0,0,0,0,8,0,12,0,0,0,3,9,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,15,0,0,0,0,15,3,17,0,0,0,3,10,0,15,0
UCL321045,7,0,10,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,5,5,3,0,12,0,0,0,4,0,0,4,5,0,5,11,3,0,27,4,0,13,7,17,0,46,4,4,18,17,19,0,54,0,0,0,0,6,0,5,0,0,3,0,14,3,23,0,0,0,0,5,7,9,11,3,63,55,86,15,231,0,0,0,0,4,0,4,0,0,3,4,20,0,26,0,0,5,5,16,0,26,0,0,0,0,6,0,11,0,0,0,4,47,0,60,0,0,0,3,5,0,7,0,0,0,8,13,0,24,0,0,3,0,3,0,11,0,0,0,8,10,4,18,0,0,0,0,0,0,0,0,0,0,6,3,0,6,0,0,0,0,3,0,3,3,0,5,8,8,0,23,0,0,0,5,7,0,9,4,0,11,19,13,0,46,4
UCL321046,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,6,4,3,10,5,3,0,19,4,3,16,9,13,0,43,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,4,6,43,17,24,4,97,0,0,0,0,4,0,4,0,0,0,0,8,0,9,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,4,0,11,0,14,0,0,0,0,0,0,5,0,0,8,0,5,0,8,0,0,0,0,3,0,9,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,5,0,4,0,13,0,0,0,0,0,0,0,0,0,3,8,4,0,25,6
UCL321047,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,8,0,15,0,0,8,0,3,0,11,0,0,9,3,17,0,33,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,6,6,0,0,21,17,59,4,104,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,4,0,8,0,0,0,0,22,0,25,0,0,0,0,0,0,0,0,0,0,5,11,3,17,0,0,0,0,7,0,8,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,4,0,6,0,10,0,0,0,6,17,0,25,0
UCL321048,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,0,4,3,0,5,4,0,0,11,0,0,0,5,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,18,17,0,43,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,7,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,4,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,9,0
UCL321049,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,7,6,0,11,0,0,14,5,11,4,29,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,4,23,25,35,3,92,0,0,0,3,9,0,17,0,0,0,0,0,0,0,0,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,5,22,0,26,0,0,0,0,5,0,5,0,3,0,0,8,0,15,0,0,0,5,5,0,10,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,6,3,0,11,0
