UCL_CODE_2021,M_Tot_0,M_Tot_1_19,M_Tot_20_29,M_Tot_30_34,M_Tot_35_39,M_Tot_40_44,M_Tot_45_49,M_Tot_50_over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_19,F_AgriForestFish_20_29,F_AgriForestFish_30_34,F_AgriForestFish_35_39,F_AgriForestFish_40_44,F_AgriForestFish_45_49,F_AgriForestFish_50_over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_19,F_Min_20_29,F_Min_30_34,F_Min_35_39,F_Min_40_44,F_Min_45_49,F_Min_50_over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_19,F_Mnfg_20_29,F_Mnfg_30_34,F_Mnfg_35_39,F_Mnfg_40_44,F_Mnfg_45_49,F_Mnfg_50_over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_19,F_EGW_WS_20_29,F_EGW_WS_30_34,F_EGW_WS_35_39,F_EGW_WS_40_44,F_EGW_WS_45_49,F_EGW_WS_50_over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_19,F_Cnstn_20_29,F_Cnstn_30_34,F_Cnstn_35_39,F_Cnstn_40_44,F_Cnstn_45_49,F_Cnstn_50_over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_19,F_WTrade_20_29,F_WTrade_30_34,F_WTrade_35_39,F_WTrade_40_44,F_WTrade_45_49,F_WTrade_50_over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_19,F_RTrade_20_29,F_RTrade_30_34,F_RTrade_35_39,F_RTrade_40_44,F_RTrade_45_49,F_RTrade_50_over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_19,F_AccomFoodS_20_29,F_AccomFoodS_30_34,F_AccomFoodS_35_39,F_AccomFoodS_40_44,F_AccomFoodS_45_49,F_AccomFoodS_50_over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_19,F_TransPostWhse_20_29,F_TransPostWhse_30_34,F_TransPostWhse_35_39,F_TransPostWhse_40_44,F_TransPostWhse_45_49,F_TransPostWhse_50_over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_19,F_InfoMedTelecom_20_29,F_InfoMedTelecom_30_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40_44,F_InfoMedTelecom_45_49,F_InfoMedTelecom_50_over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_19,F_FinInsurS_20_29,F_FinInsurS_30_34,F_FinInsurS_35_39,F_FinInsurS_40_44,F_FinInsurS_45_49,F_FinInsurS_50_over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_19,F_RentHirREserv_20_29,F_RentHirREserv_30_34,F_RentHirREserv_35_39,F_RentHirREserv_40_44,F_RentHirREserv_45_49,F_RentHirREserv_50_over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_19,F_ProScieTechServ_20_29,F_ProScieTechServ_30_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40_44,F_ProScieTechServ_45_49,F_ProScieTechServ_50_over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_19,F_AdminSupServ_20_29,F_AdminSupServ_30_34,F_AdminSupServ_35_39,F_AdminSupServ_40_44,F_AdminSupServ_45_49,F_AdminSupServ_50_over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_19,F_PubAdmiSafety_20_29,F_PubAdmiSafety_30_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40_44,F_PubAdmiSafety_45_49,F_PubAdmiSafety_50_over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_19,F_EducTrain_20_29,F_EducTrain_30_34,F_EducTrain_35_39,F_EducTrain_40_44,F_EducTrain_45_49,F_EducTrain_50_over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_19,F_HealthCareSocA_20_29,F_HealthCareSocA_30_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40_44,F_HealthCareSocA_45_49,F_HealthCareSocA_50_over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_19,F_ArtRecServ_20_29,F_ArtRecServ_30_34,F_ArtRecServ_35_39,F_ArtRecServ_40_44,F_ArtRecServ_45_49,F_ArtRecServ_50_over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_19,F_OthServ_20_29,F_OthServ_30_34,F_OthServ_35_39,F_OthServ_40_44,F_OthServ_45_49,F_OthServ_50_over,F_OthServ_hours_NS,F_OthServ_Tot
UCL112004,238,703,469,316,857,1212,407,952,79,5228,7,13,11,0,5,11,0,6,0,56,0,0,0,0,0,3,0,0,0,3,11,35,16,20,30,13,9,19,0,156,0,0,0,0,0,8,0,0,0,11,9,27,20,18,26,19,3,10,3,138,5,10,12,4,17,22,3,5,4,82,33,200,125,44,82,52,15,38,4,590,62,201,68,23,32,33,7,16,11,452,6,13,21,8,4,14,0,11,0,75,3,13,15,9,3,13,0,6,0,61,10,18,18,7,31,34,9,20,0,152,9,18,18,11,30,22,6,8,0,122,16,85,68,37,62,70,28,53,0,421,0,57,40,16,14,9,0,8,0,148,9,11,24,9,65,36,10,11,0,176,36,146,126,70,99,107,65,115,4,764,59,204,243,177,240,175,42,42,10,1203,11,27,17,0,12,3,7,6,0,85,8,48,28,16,24,22,8,11,0,169
UCL112005,274,419,317,240,940,1027,322,694,95,4322,0,8,9,4,5,5,3,0,0,29,4,0,0,0,10,14,8,15,0,58,22,45,24,16,42,33,5,8,0,189,0,0,7,0,4,4,3,0,0,18,3,14,11,8,17,26,4,4,0,84,0,4,7,10,9,12,0,7,0,47,51,183,123,58,85,53,11,13,3,579,141,212,74,31,60,27,3,10,13,574,9,14,17,6,3,9,6,4,0,71,0,3,0,0,0,0,3,0,0,13,10,4,13,10,37,20,0,6,0,96,7,5,9,13,18,9,4,3,0,66,12,29,16,15,28,18,7,9,0,140,41,66,30,16,35,24,3,6,4,225,12,13,21,17,83,36,9,15,5,204,25,60,72,63,80,68,21,32,0,423,64,179,184,168,209,158,41,43,10,1053,9,23,4,11,5,4,0,3,0,51,22,53,27,9,34,19,5,5,3,173
UCL112006,276,754,517,409,2274,2294,768,1683,196,9162,0,16,14,6,11,22,6,13,0,83,0,0,0,0,7,6,0,9,0,28,18,40,23,13,43,102,12,10,0,262,6,3,5,4,24,8,0,3,0,51,7,24,27,9,63,34,12,24,5,204,3,11,18,7,32,34,6,8,0,128,52,284,184,123,240,102,24,25,19,1059,31,271,144,65,90,52,26,48,11,748,0,30,13,5,23,26,3,15,0,117,3,15,10,9,24,14,0,0,0,68,12,9,13,14,67,38,14,13,0,178,12,6,11,9,36,21,0,7,0,108,17,42,46,38,119,74,19,30,0,385,15,49,44,23,73,30,3,19,6,264,41,36,54,30,293,129,43,47,6,677,61,170,189,165,280,212,82,155,5,1315,162,270,392,340,785,621,97,177,26,2865,13,37,18,10,40,14,7,6,0,144,9,65,51,36,75,44,13,15,0,311
UCL112007,66,157,86,80,273,362,110,284,29,1445,3,0,0,0,3,4,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,14,7,7,11,5,0,0,0,72,0,0,0,0,0,0,0,0,0,4,0,5,8,4,10,6,0,4,0,40,0,0,7,0,4,4,0,0,0,20,13,47,34,15,22,10,4,8,0,157,31,70,31,12,14,11,5,7,6,183,0,10,8,0,0,3,0,0,0,27,0,0,0,0,0,0,0,0,0,7,0,3,6,3,15,7,0,0,0,34,4,0,3,4,8,4,0,0,0,16,4,4,4,10,9,8,0,6,0,46,8,7,11,0,7,3,0,0,0,44,7,12,8,5,29,20,3,0,0,82,12,33,27,20,26,23,19,18,0,180,28,49,74,74,57,47,6,23,0,354,3,20,4,0,0,8,0,0,0,36,9,22,8,10,10,6,3,7,0,71
UCL112008,128,458,328,247,624,705,209,411,90,3196,0,5,5,0,8,3,0,3,0,18,0,0,0,0,0,0,0,0,0,5,0,17,10,9,10,8,0,7,0,58,0,0,0,4,9,16,0,0,0,27,4,16,19,5,11,14,0,11,0,76,6,3,0,0,4,5,0,0,0,16,26,169,107,55,74,45,10,13,8,514,31,167,79,37,41,28,6,17,10,416,0,11,8,3,4,0,0,0,0,37,0,5,0,0,7,4,0,0,0,22,4,9,10,7,13,9,0,0,0,55,3,18,10,14,27,10,7,5,0,94,4,22,31,18,27,15,9,12,0,128,14,33,23,7,7,7,3,3,0,102,14,9,22,9,69,16,7,4,0,152,32,78,56,66,75,58,30,42,0,437,63,173,251,157,231,123,31,37,20,1095,4,16,4,0,4,0,0,5,0,34,5,38,25,19,24,9,0,4,0,138
UCL112009,203,489,363,259,1292,1253,418,994,116,5381,4,10,3,6,12,12,0,5,0,45,0,0,0,0,6,0,0,5,0,11,9,25,15,12,60,28,10,16,3,170,0,0,0,0,3,6,0,0,0,14,4,16,12,9,26,24,6,12,0,114,4,6,10,0,15,14,5,3,0,55,49,153,139,59,141,70,15,25,8,659,35,173,83,41,48,29,14,17,3,446,9,12,15,12,17,6,4,10,0,82,0,8,4,0,11,6,0,0,0,38,8,10,8,9,24,14,3,7,0,79,5,5,8,13,19,13,3,9,0,72,3,25,35,22,60,31,16,17,0,203,8,61,42,21,38,23,3,4,0,207,39,20,44,28,234,107,28,26,4,525,35,90,77,83,130,81,28,76,0,594,84,183,287,195,337,257,43,88,17,1479,3,11,8,3,3,6,0,6,0,43,10,32,35,20,44,32,6,16,0,198
UCL112010,95,401,276,264,1604,1324,478,883,140,5470,14,29,41,36,99,41,3,12,0,276,0,0,0,0,0,0,0,0,0,0,23,54,39,67,303,144,40,54,3,729,0,3,3,0,7,13,0,0,0,34,5,27,10,10,13,7,5,3,0,74,0,13,15,15,16,15,4,8,0,84,39,217,110,77,124,67,17,15,7,672,13,117,65,37,56,35,4,19,0,342,6,11,9,4,7,13,3,3,0,62,0,4,0,0,4,0,0,0,0,15,0,3,14,12,24,16,3,6,0,84,0,7,10,0,9,5,0,3,0,37,9,22,38,22,66,32,9,9,0,217,10,41,32,18,38,15,3,6,0,160,8,18,34,9,82,30,7,18,0,206,22,77,82,68,94,76,38,59,9,528,47,112,176,151,252,182,39,65,12,1033,0,12,5,4,8,9,0,0,0,38,5,29,30,20,39,22,10,9,6,165
UCL112011,229,357,289,225,1033,1163,381,709,72,4442,4,7,3,3,10,8,3,0,0,45,11,5,3,4,7,9,4,21,0,71,15,25,23,19,46,27,8,6,5,165,0,0,0,0,11,6,0,0,0,21,0,28,23,8,31,27,7,15,0,138,3,0,4,9,17,12,3,5,0,49,44,162,134,73,116,59,20,11,0,619,75,143,79,28,49,27,0,7,5,418,6,10,15,11,10,10,6,6,0,75,4,3,5,0,9,4,0,0,0,22,10,0,17,12,47,18,3,3,0,116,9,3,8,3,23,15,4,3,0,67,8,21,23,11,43,27,6,4,0,145,30,56,49,20,34,23,6,6,5,228,17,17,27,11,69,18,13,15,0,193,27,71,60,60,81,41,10,29,0,385,58,161,227,197,285,177,31,41,10,1184,3,5,11,3,3,3,0,0,0,36,14,41,31,24,25,18,7,3,4,176
UCL112012,192,714,575,494,1531,1354,393,694,109,6062,7,20,10,11,16,6,0,4,0,82,0,0,0,0,0,0,0,0,0,0,10,27,27,22,59,38,10,9,0,209,0,0,5,0,0,12,0,0,0,21,0,23,11,11,27,5,0,7,0,88,3,7,6,4,16,15,4,0,0,56,56,221,185,86,147,68,19,24,5,812,34,181,126,36,40,31,11,27,8,497,0,15,11,3,9,7,0,3,3,58,3,11,7,4,15,4,0,4,0,36,3,11,16,11,50,21,7,11,0,125,6,11,6,3,25,4,5,11,0,65,9,49,46,30,68,45,15,20,0,283,10,71,35,19,42,28,6,6,0,211,12,9,32,11,93,44,16,8,4,238,41,123,148,97,215,110,52,73,0,869,127,261,395,389,435,316,63,85,30,2095,0,28,11,3,10,8,0,8,0,64,12,56,44,17,55,23,10,7,0,230
UCL112013,21,39,23,24,110,178,41,133,11,574,4,0,7,3,3,5,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,7,0,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,15,0,3,0,0,4,4,0,0,0,9,4,26,8,7,12,9,0,0,0,70,0,11,5,0,0,3,0,5,0,30,0,5,0,0,3,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7,0,0,0,0,7,0,0,0,0,6,0,7,0,0,6,0,3,0,0,16,0,8,8,6,3,0,0,0,0,28,0,0,4,0,14,10,3,0,0,35,5,13,13,11,24,19,7,10,0,94,10,15,11,21,38,25,6,6,3,137,5,0,0,0,0,0,0,0,0,9,0,5,4,6,0,0,0,0,0,20
UCL112014,309,528,365,268,962,1108,320,668,86,4608,4,6,6,0,6,5,0,0,0,35,0,3,0,0,0,0,0,4,0,20,11,24,25,12,38,33,6,4,0,146,4,4,5,0,11,3,0,0,0,16,11,46,32,14,27,29,9,8,0,164,4,4,11,5,14,8,5,0,0,60,60,128,87,47,92,40,13,10,5,481,62,108,34,19,20,10,3,7,4,276,8,10,9,5,18,13,3,3,0,80,5,3,0,7,10,4,3,7,0,40,6,9,24,17,44,26,4,8,0,133,3,10,6,3,21,17,0,6,5,68,16,31,38,22,40,28,12,11,0,205,11,39,25,9,21,15,3,3,0,125,12,10,28,16,66,19,12,7,0,183,33,120,67,60,101,100,23,72,3,576,98,236,284,216,264,201,28,59,16,1410,8,17,10,0,7,0,3,0,0,54,38,54,27,15,30,15,8,7,0,199
UCL112015,275,767,515,403,1605,1590,464,857,138,6610,0,9,9,0,7,9,0,5,0,38,0,0,0,0,0,0,0,4,0,3,9,37,26,9,46,27,3,10,0,172,0,4,3,0,3,0,0,0,0,12,5,36,13,20,35,14,11,8,0,152,8,10,8,4,11,12,0,3,0,55,57,256,182,101,149,89,21,22,12,891,59,278,113,38,69,53,18,24,10,666,4,19,15,9,18,10,0,3,3,89,0,8,8,0,5,0,0,0,0,26,9,0,11,12,21,18,10,4,4,81,3,10,10,5,43,14,0,6,4,96,16,28,33,27,74,32,5,8,0,211,17,78,42,13,46,25,4,3,4,237,34,29,41,22,167,115,26,26,4,466,43,113,128,100,124,95,38,70,3,706,121,323,391,283,436,286,51,77,17,1988,3,18,16,4,15,11,3,12,0,80,12,74,37,31,47,28,3,14,0,243
UCL112016,285,842,580,372,1929,2114,864,2128,160,9284,6,19,12,16,11,19,4,3,0,94,12,3,13,3,13,31,30,65,0,176,12,30,23,14,46,51,13,16,0,194,0,0,0,0,3,11,0,0,0,27,0,27,39,18,28,35,10,12,0,181,4,9,7,6,24,17,8,3,0,74,41,332,184,103,193,103,38,36,10,1032,65,277,130,71,94,60,14,34,14,761,8,30,28,7,42,22,5,9,0,145,3,10,6,6,20,8,0,6,0,61,8,12,16,15,52,27,16,6,3,158,9,14,12,4,51,18,0,8,0,119,15,50,51,45,96,52,19,30,0,363,16,111,43,28,64,33,6,11,0,316,52,71,86,53,323,139,57,45,5,827,55,212,176,121,305,196,96,145,7,1308,191,294,463,357,714,624,125,167,17,2957,0,31,15,0,11,7,4,4,0,82,22,69,68,32,65,49,18,25,6,350
UCL112017,380,1353,795,730,2065,2238,654,1314,157,9694,0,14,0,4,8,12,0,0,0,33,0,4,0,0,0,0,0,0,0,4,6,41,28,10,31,18,6,16,4,164,7,8,14,27,82,74,15,24,0,253,9,33,45,31,37,38,7,11,0,208,0,8,12,14,23,9,0,5,0,78,81,380,210,139,207,101,37,30,14,1200,76,469,192,75,114,68,15,42,9,1066,7,19,17,13,34,17,3,9,0,120,8,13,9,0,25,9,10,9,0,73,10,17,24,21,46,36,9,16,0,183,7,19,15,19,44,41,8,15,0,167,8,89,67,55,91,72,21,37,6,442,17,116,63,29,70,35,5,16,6,351,43,36,46,44,182,95,30,44,0,531,61,246,191,186,303,222,89,170,10,1480,171,517,627,516,676,510,96,159,25,3309,13,45,17,4,15,10,4,10,0,116,22,99,72,42,61,52,5,20,3,375
UCL112018,241,715,522,412,1812,2050,589,1234,150,7729,0,18,6,4,11,27,3,6,0,75,0,0,0,0,3,0,0,8,0,9,8,49,38,30,98,224,27,34,3,510,0,0,4,3,7,0,0,4,0,25,3,16,17,12,20,25,9,7,6,122,3,13,11,12,21,12,3,7,0,82,54,255,192,102,196,88,27,31,7,959,51,263,114,58,89,46,19,25,12,678,11,19,14,7,30,31,15,9,0,140,3,0,11,5,16,15,4,3,0,59,6,6,19,24,40,35,10,7,0,151,5,8,12,0,35,12,0,8,4,90,6,36,30,32,106,30,14,19,0,284,18,65,41,24,76,39,10,11,0,281,23,16,33,17,178,47,18,25,3,361,41,140,132,114,224,146,62,125,0,991,125,252,353,311,518,429,91,134,18,2236,4,21,15,7,13,5,0,3,0,73,16,49,62,41,74,38,7,14,0,294
UCL112019,329,1166,740,596,2947,2967,1016,1968,204,11933,5,22,18,17,18,8,7,10,0,103,0,5,0,0,0,0,0,0,0,6,10,59,35,37,101,56,12,25,3,334,0,3,3,0,23,11,7,4,0,56,4,38,40,24,56,49,8,21,0,241,8,11,6,12,37,29,10,10,0,125,74,432,265,141,246,108,43,40,17,1363,54,398,175,92,146,48,24,45,4,984,4,22,29,11,43,28,11,16,0,171,5,5,9,7,23,6,9,9,0,73,15,16,30,13,58,51,12,23,0,220,5,5,12,9,42,27,5,6,0,122,21,44,91,42,139,81,24,42,5,488,24,128,66,46,97,58,8,22,9,451,50,44,84,28,271,135,51,48,7,720,92,228,253,177,430,312,99,196,5,1806,175,389,601,503,837,654,120,239,22,3546,3,30,11,8,15,5,3,5,0,86,18,91,89,65,104,72,14,17,3,472
UCL113001,176,470,368,279,757,751,236,471,70,3578,4,10,12,8,13,9,0,0,6,56,0,0,0,0,0,0,0,0,0,5,4,23,20,13,19,10,3,10,4,99,0,0,0,0,6,3,0,0,0,7,0,25,11,8,17,9,0,7,3,76,0,3,4,7,12,8,0,0,0,31,32,155,94,62,80,40,4,13,4,474,38,145,55,28,53,18,8,16,8,362,4,13,13,6,6,0,0,0,0,45,0,0,4,0,3,3,0,0,0,19,3,0,8,5,11,16,0,13,0,53,4,4,7,7,18,8,9,0,0,59,8,40,30,19,41,30,10,18,5,184,12,44,20,18,20,9,0,7,4,128,10,11,27,13,62,30,5,9,0,168,28,64,70,65,97,72,25,47,6,470,68,180,256,190,220,145,30,47,18,1152,0,15,9,3,5,4,3,7,0,53,5,38,27,19,32,15,0,4,5,150
UCL113002,111,315,197,173,466,447,120,260,56,2147,6,0,4,3,0,0,0,4,0,20,0,0,0,0,0,0,0,0,0,0,5,8,7,5,9,3,0,0,0,36,0,0,0,0,0,0,0,0,0,0,3,15,10,6,14,9,3,7,0,71,0,3,0,0,5,3,0,0,0,13,25,94,64,35,60,26,10,12,10,335,24,110,42,20,22,23,5,14,3,278,0,6,8,4,3,4,0,3,0,25,0,3,0,0,11,0,0,0,0,16,0,6,13,5,12,5,0,4,0,41,0,7,4,4,21,11,3,5,0,49,0,10,12,3,20,11,0,8,0,74,5,34,18,12,18,11,3,4,5,102,17,13,21,11,63,22,10,8,0,163,10,34,34,31,37,25,9,22,0,194,29,83,124,85,110,73,13,33,0,556,0,12,5,4,13,5,0,0,0,35,8,14,15,12,11,16,0,8,0,84
UCL113003,179,352,214,175,732,767,227,834,89,3564,3,4,0,0,0,0,3,4,0,15,3,0,3,4,7,9,5,18,0,55,0,11,11,6,0,0,0,0,0,29,0,0,0,4,9,5,0,0,0,15,3,6,4,4,7,13,0,4,5,46,0,0,5,3,12,6,0,3,0,31,24,145,87,37,92,47,12,15,7,460,26,147,63,25,42,24,9,13,0,358,0,12,8,9,13,4,3,0,0,39,0,4,0,0,8,0,0,0,0,19,9,0,10,7,20,10,0,5,0,51,0,8,0,6,18,3,0,6,0,41,0,9,13,4,21,5,3,10,0,66,0,36,25,6,39,15,0,13,0,138,14,12,15,9,104,33,11,11,0,207,30,51,55,65,91,72,32,58,7,460,88,106,151,130,259,302,56,98,17,1215,4,17,6,6,8,7,3,0,0,48,7,29,17,7,41,16,8,12,0,133
UCL113004,147,555,334,237,368,488,112,278,69,2591,3,7,8,0,9,4,0,4,0,25,0,0,0,0,0,0,0,0,0,0,6,13,11,12,11,5,0,0,0,65,0,0,0,0,4,0,0,0,0,3,0,14,10,6,8,14,0,0,0,54,0,5,3,0,9,6,0,0,0,28,22,103,48,34,44,32,3,6,5,288,57,240,99,37,39,30,10,15,5,538,3,6,10,9,0,5,0,0,0,32,0,13,9,7,5,18,0,9,0,58,0,8,3,4,4,10,0,7,0,39,4,13,13,0,11,12,0,3,0,57,6,51,48,26,29,59,3,23,5,250,4,57,14,11,9,16,3,0,0,120,9,3,14,10,21,6,4,0,0,63,14,65,55,24,46,25,7,24,0,266,26,101,103,79,58,46,6,18,10,444,0,17,9,3,4,13,0,3,3,59,11,37,25,14,11,11,0,3,0,119
UCL113005,124,375,243,229,812,639,223,440,85,3163,0,10,9,6,6,4,6,3,0,44,0,0,0,0,0,0,0,0,0,0,0,9,17,5,12,3,0,4,0,54,0,3,4,0,4,4,0,0,0,21,0,9,7,0,13,12,0,4,0,50,0,9,0,3,6,6,3,0,0,26,18,124,90,44,73,39,8,5,3,410,17,123,62,37,32,14,3,24,6,314,3,11,0,5,12,9,5,0,0,43,0,9,4,0,0,0,0,0,0,27,4,8,14,7,31,6,0,4,0,64,5,0,5,3,23,9,3,0,0,38,9,10,15,8,27,15,3,11,0,98,3,44,14,11,21,10,3,3,5,116,12,13,22,8,154,53,21,24,0,304,16,59,68,66,76,47,22,44,0,404,57,102,175,163,194,131,24,53,9,912,4,8,7,4,6,3,0,0,0,33,0,30,16,16,31,16,4,8,0,112
UCL113006,60,191,146,137,381,295,82,192,64,1546,0,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,7,0,0,11,3,3,0,0,33,0,0,0,0,6,0,0,0,0,7,0,4,10,0,12,9,0,6,0,33,0,3,0,5,5,0,0,0,0,12,10,61,45,34,33,16,3,9,7,218,19,82,28,10,23,18,3,9,0,188,0,6,8,0,6,4,4,0,0,29,0,3,0,0,0,0,0,0,0,9,0,0,7,4,12,4,0,0,0,22,0,0,0,0,10,4,0,0,0,11,3,6,0,4,18,15,0,4,0,43,3,18,19,0,17,10,0,8,0,85,7,0,11,9,31,18,8,6,0,88,10,25,38,31,36,29,5,22,0,197,43,81,121,86,114,89,11,38,4,587,0,0,3,0,0,4,0,0,0,7,0,8,9,7,14,0,0,8,0,53
UCL113007,209,397,207,145,668,843,264,471,41,3236,0,5,3,3,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,7,5,20,11,8,19,7,0,8,0,81,0,0,3,3,5,0,0,0,0,11,10,19,17,8,13,18,4,3,0,92,0,8,4,3,0,3,0,0,0,23,43,92,59,25,29,15,6,9,4,285,50,147,39,12,20,12,0,5,4,291,4,13,4,4,3,3,0,5,3,43,0,3,0,4,0,5,0,3,0,18,3,6,18,13,25,18,0,5,0,92,3,10,8,4,17,9,6,6,0,55,15,44,29,18,46,31,8,16,3,220,7,21,16,9,7,8,0,8,0,76,20,30,46,21,70,36,15,11,0,247,36,97,107,64,97,89,33,82,0,605,59,128,162,111,118,107,31,35,0,753,10,13,7,0,8,6,0,0,0,41,21,31,25,14,6,10,5,4,0,108
UCL113008,120,226,140,110,483,560,165,286,45,2144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,18,0,3,6,4,14,11,0,0,0,42,5,0,0,0,8,4,0,0,0,15,0,11,4,3,9,3,0,0,0,39,3,4,3,5,8,9,4,8,0,44,34,68,58,26,31,27,11,4,3,256,32,108,28,14,16,14,0,3,3,226,5,8,4,0,9,8,5,7,0,45,0,0,0,0,3,3,0,0,0,12,13,0,9,5,29,11,0,0,0,69,0,0,0,0,10,6,0,3,0,21,7,12,11,8,18,14,0,6,0,75,18,21,23,8,24,11,3,9,0,106,14,15,48,18,81,42,6,10,3,238,10,34,36,18,43,40,13,23,5,223,29,71,97,78,102,51,8,14,5,468,0,3,4,0,3,4,0,0,0,20,3,26,11,8,13,9,3,6,0,77
UCL113009,136,217,135,95,582,723,210,388,39,2521,0,0,0,0,4,0,0,0,0,9,0,3,0,0,0,0,0,0,0,12,4,12,4,14,17,15,6,6,0,71,4,0,0,0,4,3,5,0,0,16,3,14,10,3,17,16,6,13,0,71,3,8,7,5,8,10,0,3,0,46,19,63,67,30,50,23,3,7,0,262,37,126,25,11,9,4,3,3,3,222,5,7,10,7,14,4,0,0,0,42,0,0,0,3,0,0,0,0,0,9,3,14,13,5,30,17,5,3,0,94,0,10,7,4,11,11,0,0,0,49,7,22,18,17,28,20,8,6,0,134,7,36,19,13,23,13,0,4,0,118,15,15,21,16,91,46,11,5,0,224,10,51,47,28,31,42,14,21,3,239,44,94,122,99,118,87,13,25,6,609,3,5,6,0,3,0,0,0,0,24,13,22,9,9,15,11,5,0,3,89
UCL113010,113,195,148,101,504,658,282,754,57,2811,0,7,5,0,9,4,0,0,0,25,13,0,6,3,10,29,27,33,3,121,8,17,12,13,19,8,5,0,0,83,0,3,4,0,0,0,0,0,0,11,4,11,12,6,7,9,0,6,0,59,4,5,13,4,17,4,0,0,0,44,26,102,69,40,55,43,13,16,5,360,40,125,45,22,31,19,3,5,14,308,0,3,3,0,10,13,6,3,0,34,3,5,0,0,10,3,0,0,0,17,3,5,13,4,10,0,0,0,0,37,0,0,9,3,14,12,3,7,0,46,7,15,23,12,25,19,10,6,0,116,11,48,22,6,8,22,0,11,4,126,9,17,15,4,46,21,0,4,0,114,19,47,74,50,42,56,22,48,0,352,38,70,123,89,105,80,16,34,3,563,0,4,8,4,8,4,0,0,0,34,4,31,19,13,18,11,3,9,0,109
UCL113011,95,195,146,84,475,570,271,640,67,2543,0,0,5,0,15,0,3,4,0,27,11,15,19,6,22,40,20,62,0,194,4,6,9,0,11,18,5,7,0,56,0,0,0,0,22,9,4,4,0,43,0,9,10,3,11,13,5,8,0,51,4,6,3,0,6,15,4,0,0,33,17,78,58,32,49,23,11,0,4,275,24,103,42,17,34,13,6,7,4,242,0,5,0,4,7,6,0,4,0,31,0,3,4,5,7,0,0,0,0,13,0,4,4,3,16,4,0,0,0,36,0,3,0,0,3,7,0,3,0,20,3,9,11,5,14,15,3,5,0,66,8,41,24,5,28,17,8,16,0,145,16,13,11,6,45,21,4,4,0,121,15,42,46,39,43,32,14,31,0,256,21,70,83,65,85,59,18,15,0,423,4,6,6,3,4,3,0,3,0,23,3,25,13,13,17,11,4,3,0,91
