UCL_CODE_2021,Ag_For_Fish_OcMngr,Ag_For_Fish_OcProf,Ag_For_Fish_OcTechTrdW,Ag_For_Fish_OcComPerS,Ag_For_Fish_OcClericAdm,Ag_For_Fish_OcSalesWk,Ag_For_Fish_OcMacOp_Driv,Ag_For_Fish_OcLab,Ag_For_Fish_OcID_NS,Agri_for_fish_Tot,Mining_OcMngr,Mining_OcProf,Mining_OcTechTrdW,Mining_OcComPerS,Mining_OcClericAdm,Mining_OcSalesWk,Mining_OcMacOp_Driv,Mining_OcLab,Mining_OcID_NS,Mining_Tot,Manufact_OcMngr,Manufact_OcProf,Manufact_OcTechTrdW,Manufact_OcComPerS,Manufact_OcClericAdm,Manufact_OcSalesWk,Manufact_OcMacOp_Driv,Manufact_OcLab,Manufact_OcID_NS,Manufacturing_Tot,El_Gas_W_W_OcMngr,El_Gas_W_W_OcProf,El_Gas_W_W_OcTechTrdW,El_Gas_W_W_OcComPerS,El_Gas_W_W_OcClericAdm,El_Gas_W_W_OcSalesWk,El_Gas_W_W_OcMacOp_Driv,El_Gas_W_W_OcLab,El_Gas_W_W_OcID_NS,El_Gas_W_W_Tot,Construc_OcMngr,Construc_OcProf,Construc_OcTechTrdW,Construc_OcComPerS,Construc_OcClericAdm,Construc_OcSalesWk,Construc_OcMacOp_Driv,Construc_OcLab,Construc_OcID_NS,Construction_Tot,WhlesaleTde_OcMngr,WhlesaleTde_OcProf,WhlesaleTde_OcTechTrdW,WhlesaleTde_OcComPerS,WhlesaleTde_OcClericAdm,WhlesaleTde_OcSalesWk,WhlesaleTde_OcMacOp_Driv,WhlesaleTde_OcLab,WhlesaleTde_OcID_NS,WhlesaleTde_Tot,RetTde_OcMngr,RetTde_OcProf,RetTde_OcTechTrdW,RetTde_OcComPerS,RetTde_OcClericAdm,RetTde_OcSalesWk,RetTde_OcMacOp_Driv,RetTde_OcLab,RetTde_OcID_NS,RetTde_Tot,Acom_food_OcMngr,Acom_food_OcProf,Acom_food_OcTechTrdW,Acom_food_OcComPerS,Acom_food_OcClericAdm,Acom_food_OcSalesWk,Acom_food_OcMacOp_Driv,Acom_food_OcLab,Acom_food_OcID_NS,Acom_food_scs_Tot,Trans_po_wh_OcMngr,Trans_po_wh_OcProf,Trans_po_wh_OcTechTrdW,Trans_po_wh_OcComPerS,Trans_po_wh_OcClericAdm,Trans_po_wh_OcSalesWk,Trans_po_wh_OcMacOp_Driv,Trans_po_wh_OcLab,Trans_po_wh_OcID_NS,Trans_po_wh_Tot,Infon_med_tel_OcMngr,Infon_med_tel_OcProf,Infon_med_tel_OcTechTrdW,Infon_med_tel_OcComPerS,Infon_med_tel_OcClericAdm,Infon_med_tel_OcSalesWk,Infon_med_tel_OcMacOp_Driv,Infon_med_tel_OcLab,Infon_med_tel_OcID_NS,Infon_med_tel_Tot,Fin_and_ins_s_OcMngr,Fin_and_ins_s_OcProf,Fin_and_ins_s_OcTechTrdW,Fin_and_ins_s_OcComPerS,Fin_and_ins_s_OcClericAdm,Fin_and_ins_s_OcSalesWk,Fin_and_ins_s_OcMacOp_Driv,Fin_and_ins_s_OcLab,Fin_and_ins_s_OcID_NS,Fin_and_ins_s_Tot,Rent_hi_re_es_OcMngr,Rent_hi_re_es_OcProf,Rent_hi_re_es_OcTechTrdW,Rent_hi_re_es_OcComPerS,Rent_hi_re_es_OcClericAdm,Rent_hi_re_es_OcSalesWk,Rent_hi_re_es_OcMacOp_Driv,Rent_hi_re_es_OcLab,Rent_hi_re_es_OcID_NS,Rent_hi_re_es_Tot,Prof_sci_tec_OcMngr,Prof_sci_tec_OcProf,Prof_sci_tec_OcTechTrdW,Prof_sci_tec_OcComPerS,Prof_sci_tec_OcClericAdm,Prof_sci_tec_OcSalesWk,Prof_sci_tec_OcMacOp_Driv,Prof_sci_tec_OcLab,Prof_sci_tec_OcID_NS,Prof_sci_tec_Tot,Admin_sup_s_OcMngr,Admin_sup_s_OcProf,Admin_sup_s_OcTechTrdW,Admin_sup_s_OcComPerS,Admin_sup_s_OcClericAdm,Admin_sup_s_OcSalesWk,Admin_sup_s_OcMacOp_Driv,Admin_sup_s_OcLab,Admin_sup_s_OcID_NS,Admin_sup_s_Tot,Pub_adm_sfty_OcMngr,Pub_adm_sfty_OcProf,Pub_adm_sfty_OcTechTrdW,Pub_adm_sfty_OcComPerS,Pub_adm_sfty_OcClericAdm,Pub_adm_sfty_OcSalesWk,Pub_adm_sfty_OcMacOp_Driv,Pub_adm_sfty_OcLab,Pub_adm_sfty_OcID_NS,Pub_adm_sfty_Tot,Educ_training_OcMngr,Educ_training_OcProf,Educ_training_OcTechTrdW,Educ_training_OcComPerS,Educ_training_OcClericAdm,Educ_training_OcSalesWk,Educ_training_OcMacOp_Driv,Educ_training_OcLab,Educ_training_OcID_NS,Educ_training_Tot,Hlth_care_soc_OcMngr,Hlth_care_soc_OcProf,Hlth_care_soc_OcTechTrdW,Hlth_care_soc_OcComPerS,Hlth_care_soc_OcClericAdm,Hlth_care_soc_OcSalesWk,Hlth_care_soc_OcMacOp_Driv,Hlth_care_soc_OcLab,Hlth_care_soc_OcID_NS,Hlth_care_soc_Tot,ArtRecreatOcMngr,ArtRecreatOcProf,ArtRecreatOcTechTrdW,ArtRecreatOcComPerS,ArtRecreatOcClericAdm,ArtRecreatOcSalesWk,ArtRecreatOcMacOp_Driv,ArtRecreatOcLab,ArtRecreatOcID_NS,ArtRecreatTot,Other_scs_OcMngr,Other_scs_OcProf,Other_scs_OcTechTrdW,Other_scs_OcCom_PS_W,Other_scs_OcClericAdmin,Other_scs_OcSalesWk,Other_scs_OcMacOp_Driv,Other_scs_OcLab,Other_scs_OcID_NS,Other_scs_Tot,ID_NS_OcMngr,ID_NS_OcProf,ID_NS_OcTechTrdW,ID_NS_OcComPerS,ID_NS_OcClericAdm,ID_NS_OcSalesWk,ID_NS_OcMacOp_Driv,ID_NS_OcLab,ID_NS_OcID_NS,ID_NS_Tot
UCL112002,70,14,30,7,19,16,24,69,3,252,19,29,96,3,12,3,130,6,8,293,178,96,286,18,97,46,188,364,28,1305,24,32,61,0,27,0,34,11,6,206,167,32,735,0,138,15,119,220,9,1440,44,17,33,0,33,74,44,16,3,267,241,48,96,22,80,971,66,183,12,1716,174,9,164,336,31,192,47,262,9,1223,51,11,27,0,158,18,295,22,4,591,27,54,31,0,46,43,0,0,8,207,26,83,8,4,125,18,0,0,0,264,25,14,5,3,32,71,6,12,8,172,35,300,101,0,150,5,4,4,4,599,35,43,47,27,48,0,13,260,3,476,155,334,95,460,313,8,56,63,31,1513,169,1061,69,336,229,3,12,53,15,1943,160,954,64,1279,306,10,9,123,15,2923,32,40,19,68,25,9,0,20,0,206,37,40,287,108,59,13,13,88,0,645,50,42,89,46,57,28,63,74,108,558
UCL112003,16,8,14,0,6,5,6,28,0,87,4,5,14,0,0,0,18,0,0,39,113,58,153,8,56,36,50,41,5,519,31,27,25,6,17,0,23,3,0,134,110,34,459,7,88,17,65,152,10,935,69,22,31,0,37,62,21,13,4,254,211,54,67,10,47,537,38,105,0,1081,191,19,171,297,55,43,28,203,4,1005,51,16,27,13,107,28,189,33,4,475,33,129,15,0,21,13,0,8,4,218,54,109,3,3,108,11,0,0,7,293,7,23,11,0,22,89,10,4,0,166,109,621,108,6,165,15,3,8,4,1044,42,53,104,22,30,5,9,129,3,394,157,316,84,211,254,6,30,51,33,1131,195,1254,43,228,132,11,10,24,7,1899,180,912,68,809,250,7,8,67,16,2314,50,172,28,26,25,7,0,24,8,350,48,67,179,87,35,5,4,23,0,444,66,91,58,14,43,26,27,31,83,443
UCL112004,58,6,23,0,11,3,3,39,0,150,13,11,19,0,0,0,24,0,0,68,150,68,124,14,57,34,66,90,5,604,13,5,18,0,0,0,15,9,0,54,148,31,484,0,88,18,41,101,11,935,90,53,25,0,34,46,31,10,3,290,206,57,50,10,40,504,19,80,4,974,178,13,166,235,41,78,18,166,0,894,42,49,15,5,57,11,119,17,8,329,29,72,8,0,10,13,3,3,5,142,73,143,0,0,88,7,0,0,7,323,38,28,5,0,27,126,0,5,3,235,134,485,94,0,165,15,3,10,8,914,37,30,87,19,32,7,3,148,5,363,73,103,27,101,90,4,7,11,9,419,122,636,28,157,77,4,5,26,4,1066,96,662,43,471,207,5,6,63,7,1562,25,61,11,40,21,3,0,7,0,171,36,31,141,69,41,4,0,31,3,351,78,66,53,8,41,24,34,24,63,395
UCL112005,18,0,7,0,10,0,3,40,4,84,32,26,238,0,22,3,333,22,0,684,79,39,155,7,50,56,98,143,12,627,6,8,40,0,11,0,19,13,4,103,29,4,292,3,38,10,79,171,3,638,26,11,48,0,18,37,41,12,0,189,134,15,59,10,29,521,36,90,0,902,110,3,169,254,41,81,19,246,7,942,27,3,21,8,53,6,208,17,4,347,11,4,8,0,5,0,0,0,0,38,16,24,0,0,67,9,0,3,7,134,9,5,9,0,21,61,4,7,0,121,18,92,52,0,56,0,4,7,0,231,20,17,48,20,28,6,54,229,3,426,27,54,42,177,93,0,24,41,11,472,24,240,12,158,57,6,3,15,5,513,55,269,49,644,150,4,28,67,8,1266,27,16,10,24,6,5,0,14,0,105,26,18,177,65,25,8,19,42,0,382,17,20,52,21,26,21,44,66,91,360
UCL112006,132,21,49,0,26,21,18,62,5,339,25,14,81,0,15,0,113,10,4,259,113,37,235,8,80,55,108,386,14,1030,22,31,58,0,38,13,49,10,0,221,194,45,809,0,160,28,137,216,10,1605,72,39,49,0,79,117,70,32,9,473,275,41,112,15,105,1108,80,170,12,1913,233,9,184,318,44,186,29,343,6,1357,56,19,23,9,141,27,344,25,10,648,14,55,26,0,16,35,3,0,0,144,28,98,0,3,171,9,0,0,4,315,26,29,3,3,40,94,0,5,4,210,40,379,85,0,193,4,0,9,0,721,33,45,56,46,44,4,8,261,10,503,164,288,82,430,331,17,31,73,35,1451,146,914,37,439,171,0,10,18,11,1736,213,1400,134,1424,472,18,25,122,29,3829,29,23,82,60,32,12,0,36,0,273,37,35,342,111,78,14,6,71,4,703,51,42,113,63,71,43,45,72,179,687
UCL112007,46,4,13,0,6,5,7,9,0,89,0,0,4,0,0,0,9,0,0,14,33,15,72,3,15,22,15,54,3,236,3,3,4,0,0,0,4,0,0,27,50,7,189,0,32,9,32,39,3,359,15,7,3,0,17,14,10,0,0,68,51,16,8,0,14,135,12,21,0,254,80,0,43,88,22,38,7,55,4,342,10,0,0,0,17,6,45,3,0,83,0,3,0,0,0,5,0,4,0,18,12,18,0,0,27,0,0,0,0,58,5,0,0,0,10,11,0,0,0,31,11,48,7,0,18,4,0,0,0,96,15,9,6,10,13,0,0,32,0,84,21,25,9,59,44,0,7,11,5,178,13,154,0,36,15,7,0,0,0,236,22,171,16,150,56,5,0,13,0,432,9,5,7,15,9,3,0,17,0,65,12,5,48,26,8,3,0,10,3,114,17,7,16,9,10,9,9,11,28,104
UCL112008,60,5,4,0,5,0,3,36,0,114,5,4,8,0,0,0,25,3,0,42,31,8,54,6,22,32,19,22,0,186,9,3,11,0,29,0,16,9,0,92,69,20,353,0,62,6,44,102,0,657,16,0,4,0,3,19,10,6,0,60,124,20,61,10,30,517,20,88,0,869,141,0,133,218,56,93,12,162,6,823,13,5,10,5,42,7,76,3,0,156,11,9,3,0,3,5,0,6,0,41,9,43,6,0,42,4,0,0,0,99,9,9,4,0,38,75,0,11,0,150,30,108,23,0,82,5,0,3,4,254,8,3,29,17,10,6,7,145,0,222,27,79,39,65,81,6,15,19,3,334,39,308,8,152,52,0,4,11,3,576,42,502,40,580,169,6,3,77,9,1420,9,18,15,20,9,6,0,9,0,86,10,18,133,61,33,0,0,22,0,274,27,32,22,25,26,15,17,28,92,283
UCL112009,62,5,24,0,12,3,3,64,10,183,6,3,37,0,3,0,70,16,0,133,95,25,169,6,48,37,85,200,11,670,15,5,44,0,7,4,39,10,3,126,116,22,501,0,61,12,141,169,12,1045,27,15,19,0,29,51,36,7,0,183,165,16,62,12,58,606,89,110,3,1119,117,0,104,178,39,122,16,217,11,813,31,14,36,0,87,6,273,27,6,483,7,25,9,0,10,15,0,0,0,74,15,25,0,0,70,0,0,3,0,123,9,3,3,3,20,73,7,3,5,126,24,177,50,0,112,0,3,9,0,375,24,29,33,31,25,0,11,203,5,359,121,152,54,424,286,12,39,51,27,1171,59,439,20,170,81,3,4,28,0,808,109,573,50,788,191,7,16,78,20,1834,15,9,27,17,13,0,0,23,0,106,32,17,217,64,32,11,5,50,0,431,34,19,70,19,30,14,38,68,108,402
UCL112010,383,56,60,4,61,18,93,345,10,1022,0,0,8,0,0,0,5,0,0,17,211,85,292,5,153,41,198,1014,45,2042,30,19,28,3,29,0,30,5,0,149,102,10,377,0,66,11,45,92,4,706,49,38,30,0,49,66,25,25,0,285,150,28,73,9,65,620,36,93,6,1085,99,0,75,144,21,60,15,134,7,549,22,10,20,0,62,4,144,9,0,272,5,15,10,0,0,19,0,0,0,50,9,37,0,0,64,0,0,0,3,114,6,8,4,0,20,39,9,3,0,88,30,178,48,0,102,0,0,4,0,370,13,26,13,18,29,0,23,155,8,281,48,74,29,88,117,6,35,28,0,424,52,400,12,168,45,0,3,11,3,680,38,451,46,482,149,9,12,62,10,1266,13,6,14,16,8,4,0,16,4,74,12,28,188,56,37,7,0,26,6,363,60,22,67,18,49,29,43,153,170,616
UCL112011,9,0,17,0,6,3,14,43,7,97,16,22,199,0,28,0,262,29,5,573,48,37,240,5,56,23,153,135,9,711,5,6,35,0,19,4,28,16,6,119,63,3,388,0,74,10,108,220,10,872,21,8,51,3,37,34,54,12,0,216,120,18,55,9,44,520,40,130,0,928,89,4,71,174,24,115,26,164,0,667,25,12,16,5,76,7,215,19,3,373,3,11,7,0,8,4,7,0,3,41,12,33,5,0,91,5,0,0,3,151,14,7,18,0,23,45,9,3,3,113,18,83,71,4,75,3,16,12,0,281,15,17,35,28,61,7,47,203,4,428,31,53,34,93,123,0,26,47,3,405,31,210,14,154,53,3,7,11,0,482,50,334,54,686,195,7,17,60,4,1405,16,9,3,20,7,4,0,7,0,58,10,13,236,49,29,3,3,47,0,397,28,17,81,14,36,25,82,40,74,411
UCL112012,64,20,27,0,12,15,37,141,0,317,0,4,12,0,0,0,12,0,0,30,57,30,151,14,52,35,86,259,15,706,5,7,37,0,23,4,31,14,3,123,80,20,438,0,65,11,57,149,12,826,32,13,19,0,33,52,35,35,0,217,220,41,117,10,71,845,64,158,6,1534,141,8,126,237,23,123,22,234,4,915,25,9,3,3,79,19,175,8,3,328,12,33,17,0,14,13,0,5,0,87,23,42,3,0,121,3,0,4,5,207,13,4,0,3,25,58,5,6,0,119,33,290,72,3,114,0,0,14,0,537,30,36,33,19,49,9,5,258,3,439,57,112,51,116,154,3,42,63,6,602,89,727,58,240,153,8,5,30,4,1315,118,980,102,1081,362,14,29,158,11,2852,21,24,21,28,15,0,0,14,8,127,35,43,244,94,61,8,6,49,0,541,34,29,72,37,41,24,43,83,96,449
UCL112013,31,3,0,0,7,0,3,23,0,73,3,0,0,0,0,0,4,0,0,13,10,3,19,0,10,3,3,10,6,59,9,0,9,0,0,0,4,3,0,27,15,6,54,0,9,0,12,12,0,115,6,0,7,0,8,10,3,6,0,38,16,4,14,0,7,55,0,10,0,117,12,6,0,19,4,6,0,6,0,45,13,0,3,0,14,0,22,0,0,54,0,3,3,0,0,3,0,0,0,13,3,0,0,0,7,0,0,0,4,17,0,0,3,4,0,5,0,0,0,12,4,19,4,0,16,0,0,0,0,36,9,7,0,0,3,0,0,13,0,40,4,11,0,34,14,0,3,5,0,76,11,67,4,22,23,0,0,3,0,131,9,64,7,52,24,0,0,3,0,159,4,0,0,3,0,0,0,3,0,11,0,0,17,10,4,0,0,3,0,42,4,4,7,0,10,3,7,7,12,56
UCL112014,20,0,9,0,8,3,9,34,0,79,12,16,42,0,10,0,92,10,0,180,93,46,156,3,58,32,81,88,9,575,12,13,55,4,11,0,19,16,0,126,103,27,535,0,113,21,106,223,20,1147,46,22,20,0,30,30,34,12,4,198,125,23,59,4,31,441,40,84,4,807,85,4,60,114,14,81,22,129,4,514,39,9,30,0,77,3,200,28,6,402,17,26,14,0,13,9,8,0,0,87,23,44,0,0,111,6,0,3,0,201,13,8,6,3,32,46,0,3,5,117,45,201,55,0,103,9,0,7,4,425,17,32,27,20,35,5,21,126,0,278,39,72,27,116,94,7,7,15,6,389,68,482,32,113,88,0,10,21,3,815,89,583,74,717,196,9,10,73,8,1762,16,25,13,22,11,0,4,8,0,98,40,64,204,56,38,7,3,25,3,440,28,35,60,22,30,17,42,48,85,381
UCL112015,42,3,18,0,9,0,12,41,3,123,9,3,13,0,3,0,28,3,0,61,86,54,214,13,62,48,122,151,5,741,12,9,30,0,18,0,33,10,0,121,119,29,570,9,101,11,107,197,14,1155,25,14,16,0,28,40,54,22,0,197,212,24,70,14,74,916,49,170,12,1540,194,5,182,307,38,162,29,314,8,1234,34,13,30,12,95,18,237,17,3,464,9,18,9,0,12,11,3,0,0,63,22,43,3,0,65,3,5,0,5,148,13,0,3,0,31,81,4,10,0,146,39,203,95,0,107,0,10,3,0,459,17,31,50,38,49,3,9,285,6,488,180,259,322,375,215,5,30,62,16,1466,54,446,19,296,67,4,0,12,0,899,101,828,70,1086,283,11,16,142,22,2562,16,26,26,31,12,6,0,12,3,129,30,32,244,105,41,4,3,48,0,513,39,31,82,31,63,42,43,68,125,525
UCL112016,111,31,35,0,39,12,9,83,10,325,86,202,321,13,56,3,382,36,14,1115,135,73,237,12,76,47,89,146,8,818,7,12,55,0,14,5,41,11,0,151,172,32,789,0,128,28,119,190,15,1479,60,29,64,0,34,64,66,20,4,347,273,47,107,13,101,988,61,206,3,1809,223,10,213,362,61,153,39,308,12,1380,47,16,17,9,149,30,305,27,3,611,20,57,9,0,12,18,0,3,0,124,36,100,0,0,125,13,0,0,3,284,18,19,10,0,42,104,7,14,0,219,56,388,106,0,150,10,4,12,4,737,27,48,49,47,52,7,10,297,4,546,215,358,77,262,466,9,32,85,27,1518,143,1001,47,345,170,5,12,54,5,1789,180,1640,123,1234,501,13,37,197,33,3956,23,21,16,44,17,3,0,11,0,140,56,56,349,117,73,13,9,85,0,761,53,52,97,37,52,30,70,81,129,599
UCL112017,44,15,9,0,18,7,3,26,0,122,5,9,24,0,4,0,31,7,0,72,112,45,196,9,55,62,72,64,6,610,124,230,104,0,154,4,39,17,7,693,231,56,959,0,137,29,83,258,24,1790,49,23,33,3,41,82,45,15,5,297,342,83,136,24,107,1232,53,225,13,2209,335,23,273,575,98,216,43,406,10,1976,55,25,19,7,141,27,288,24,10,580,34,54,24,0,25,31,0,4,0,173,56,135,0,0,166,8,0,0,8,374,37,22,7,4,60,147,0,15,3,291,80,460,93,3,199,12,0,5,4,863,35,65,66,57,60,13,6,370,13,687,142,232,78,245,318,11,23,45,32,1122,172,1292,41,350,196,8,4,31,11,2107,228,1791,142,1545,567,39,24,150,21,4510,38,48,23,82,27,17,3,17,0,258,53,57,301,176,56,4,13,70,6,753,59,59,72,50,69,40,46,56,166,614
UCL112018,65,12,27,3,16,10,25,118,6,286,8,6,29,0,0,0,60,3,0,115,126,43,263,5,73,56,115,1009,22,1717,21,9,46,0,26,0,28,11,0,129,117,22,587,0,86,10,95,192,7,1122,48,31,37,0,50,70,64,16,5,320,230,43,110,17,80,917,70,206,5,1673,177,6,143,298,50,174,33,313,8,1201,65,19,44,4,160,13,363,39,10,722,23,52,26,0,14,18,0,3,0,134,31,61,4,0,136,5,0,0,0,235,19,12,5,0,32,83,8,7,0,169,35,281,78,0,121,5,5,12,0,541,33,58,36,43,52,12,11,285,0,530,85,210,84,158,187,8,44,54,7,834,91,712,27,327,118,3,8,46,10,1341,129,1072,105,1068,346,9,20,144,20,2917,27,23,15,36,11,6,0,29,0,149,39,42,294,113,71,19,8,61,6,649,44,23,107,31,62,42,52,90,107,557
UCL112019,154,40,61,3,32,18,32,107,8,453,10,5,18,0,4,0,29,0,0,68,194,84,365,29,97,65,138,466,22,1452,35,31,86,0,49,7,68,34,6,313,248,42,1119,17,188,30,147,225,22,2032,104,48,80,0,75,129,66,25,6,539,348,66,143,21,110,1464,76,239,5,2474,244,8,218,446,81,252,84,402,7,1747,56,35,72,8,204,31,425,32,12,875,37,70,40,0,23,29,0,9,0,202,54,137,4,0,190,13,0,0,5,400,39,22,8,3,41,125,4,8,0,243,91,473,136,3,215,15,7,13,4,953,53,75,61,47,69,8,10,465,9,802,268,443,184,389,331,10,51,78,35,1794,231,1409,78,449,295,15,4,47,15,2525,214,1772,154,1547,614,25,44,164,37,4568,44,34,24,50,11,4,0,15,3,188,81,88,438,217,93,28,20,93,10,1067,74,65,163,48,86,63,89,120,197,895
UCL113001,52,15,7,0,15,0,9,49,0,151,0,3,10,0,0,0,12,7,0,33,46,18,81,11,27,23,21,42,6,280,9,3,19,0,3,0,9,12,0,50,88,24,409,0,54,10,54,119,9,758,28,9,10,0,9,26,6,10,0,108,115,12,43,8,36,489,25,74,0,807,146,4,125,163,35,61,10,167,9,714,16,9,6,3,47,12,117,4,0,212,8,11,12,0,4,4,0,0,0,47,10,43,0,0,46,8,0,0,0,115,12,10,4,0,25,61,0,9,0,113,21,202,28,3,84,4,0,4,8,360,18,23,25,20,23,5,0,150,3,268,35,83,32,74,84,5,26,49,5,397,44,407,20,136,77,3,5,11,0,689,64,542,40,623,165,11,7,70,5,1525,15,21,13,23,8,0,0,14,0,103,27,27,123,64,22,6,0,25,0,294,21,15,32,17,18,18,24,41,59,253
UCL113002,30,0,0,0,4,6,0,10,0,58,0,0,0,0,0,5,5,0,0,9,21,7,47,6,13,13,20,19,0,137,3,6,11,0,5,0,16,9,0,40,57,12,244,7,39,8,40,93,9,504,8,3,3,0,8,18,7,7,0,56,102,4,36,3,22,358,22,63,4,610,92,3,77,112,36,42,13,136,6,505,11,6,5,4,38,4,63,3,0,134,4,7,15,0,6,5,0,0,0,40,11,10,0,0,30,0,0,0,0,48,9,0,4,0,19,49,0,3,0,82,15,52,26,4,46,4,0,0,6,150,11,24,23,5,23,3,0,108,5,198,24,58,15,64,113,0,9,28,10,324,14,135,6,77,26,0,0,4,0,264,30,198,26,316,78,0,4,43,4,716,5,9,11,12,3,7,0,0,0,50,20,12,96,32,16,0,0,9,0,186,24,5,27,18,13,15,20,28,43,194
UCL113003,23,0,4,0,4,0,3,23,0,57,43,62,229,5,27,0,355,35,5,767,11,3,74,6,14,12,9,13,0,145,14,5,50,0,14,5,23,16,4,127,48,0,219,0,28,4,71,54,7,435,21,8,58,0,23,23,20,4,0,148,106,19,56,0,41,438,19,91,8,777,96,0,62,139,41,82,12,162,3,602,24,5,26,6,49,8,147,9,0,276,8,18,7,0,7,8,0,3,0,52,11,8,0,0,41,5,0,0,0,67,9,4,0,4,10,20,0,4,0,56,10,52,17,0,37,4,0,5,0,125,12,26,11,21,18,0,17,117,4,228,49,70,31,166,88,0,31,25,7,475,42,325,7,141,58,0,0,24,0,604,89,512,60,582,207,10,3,80,19,1555,15,16,0,32,6,5,0,14,7,85,21,18,149,46,23,3,0,30,3,284,13,15,33,23,19,14,18,19,84,241
UCL113004,24,5,6,0,7,0,0,30,0,74,5,0,0,0,0,0,6,0,0,13,48,18,48,5,11,13,11,31,0,181,5,3,6,0,0,3,0,0,0,17,82,16,239,0,26,3,11,46,11,428,26,13,6,0,7,16,6,10,0,80,122,31,28,5,21,206,11,27,0,454,232,8,208,314,65,64,6,165,10,1082,15,9,0,9,14,0,52,6,0,104,17,64,13,0,7,9,0,0,0,107,17,41,0,0,24,7,0,0,6,90,9,18,0,5,11,63,0,5,5,127,71,330,27,3,57,14,0,4,6,509,33,23,22,16,17,7,0,111,3,234,18,35,12,17,20,0,0,5,0,115,44,223,12,70,22,5,0,0,7,384,46,334,10,190,39,7,0,14,7,639,17,70,6,23,10,4,0,5,3,132,21,14,56,63,7,4,8,7,0,177,76,68,40,22,36,20,10,21,60,357
UCL113005,37,5,13,0,17,4,15,55,0,150,0,0,8,0,4,0,13,6,0,30,35,5,77,3,23,17,66,79,0,305,4,7,25,0,13,4,14,5,0,69,43,10,223,0,44,0,52,86,0,470,9,4,12,0,7,23,12,4,0,83,86,18,45,6,29,435,29,91,0,736,92,0,66,128,11,91,14,143,0,557,19,3,6,11,49,9,139,12,0,253,5,11,4,0,7,12,0,0,0,40,11,24,0,3,48,0,0,0,0,92,5,4,0,0,10,43,3,0,0,74,12,79,26,6,49,0,5,11,0,190,5,14,11,9,20,3,3,152,0,223,65,126,39,167,188,5,34,59,11,703,29,272,8,164,58,0,0,13,6,547,44,350,24,594,124,0,7,58,8,1212,14,13,14,16,12,4,0,10,0,88,14,14,144,31,22,3,0,18,0,259,18,10,22,33,24,16,29,56,69,277
UCL113006,30,7,3,0,0,0,0,20,0,63,0,0,0,0,0,0,0,0,0,4,8,4,50,4,11,15,29,77,3,204,0,0,7,0,4,0,9,7,0,33,27,0,82,0,26,0,26,37,0,203,4,3,9,0,3,14,8,3,3,45,44,9,52,3,17,237,28,56,3,440,54,0,26,56,4,68,4,74,0,291,5,0,13,0,35,3,67,4,0,132,3,3,0,0,5,9,0,0,0,14,0,13,0,0,23,0,0,0,0,37,0,0,0,0,5,17,0,0,0,22,4,39,8,3,22,0,0,0,0,75,9,18,9,11,14,3,7,89,0,146,12,32,12,89,29,0,13,21,4,212,13,113,3,101,25,0,3,3,0,270,25,193,14,379,84,0,9,57,7,762,5,0,6,5,6,0,0,3,3,20,6,12,51,18,9,5,0,11,0,116,9,9,18,10,6,8,10,14,42,131
UCL113007,19,3,10,0,6,4,0,10,0,46,8,9,43,0,0,0,46,0,0,113,83,50,75,5,30,24,36,24,4,316,13,14,23,0,8,6,3,0,0,68,127,25,399,0,71,9,44,87,3,764,31,21,11,0,12,18,14,8,0,106,93,21,30,3,25,245,6,29,3,455,90,7,59,162,19,39,14,88,0,488,31,24,11,11,27,0,75,19,3,199,9,32,14,0,8,8,0,3,0,64,28,65,0,0,56,5,0,0,7,169,10,14,0,0,21,50,0,0,4,100,60,237,43,0,68,9,0,3,0,431,21,24,26,9,11,0,4,45,5,151,101,179,43,138,98,0,7,23,15,609,80,532,12,116,80,4,0,6,0,834,70,516,23,252,130,0,3,11,4,1004,11,26,0,22,4,0,6,3,0,79,15,16,90,46,12,3,0,6,0,184,31,30,20,12,25,9,15,12,37,186
UCL113008,0,0,0,0,0,0,0,5,0,14,18,11,104,0,6,0,164,15,0,323,26,5,77,0,12,3,55,25,7,210,15,11,51,3,16,0,17,8,0,118,37,7,105,0,24,5,27,41,6,253,16,10,19,0,12,16,13,20,0,102,69,9,25,6,17,249,19,50,0,436,53,0,52,97,14,56,12,109,3,395,14,4,20,0,27,9,105,16,0,194,4,6,3,0,4,3,0,0,5,30,13,25,0,3,43,0,0,0,3,85,10,0,0,0,3,20,9,0,0,44,3,46,20,0,38,5,0,11,0,127,8,5,26,7,30,0,4,71,0,150,30,62,37,105,166,4,16,26,3,447,12,150,8,71,30,0,0,4,0,280,25,164,19,262,69,7,0,41,0,580,8,11,8,12,3,3,0,3,0,49,9,15,64,34,20,0,5,28,0,170,3,11,23,13,15,6,27,27,48,173
