UCL_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
UCL313005,0,0,0,120,18,0,3,10,6,8,0,0,0,0,178,228,0,0,0,0,0,0,0,0,0,3,10,23,285,19,22,366,53,198,15,69,22,82,190,1331
UCL313006,0,3,0,94,20,3,0,11,0,10,3,5,5,21,80,158,0,0,0,0,0,0,0,0,5,3,9,18,254,77,16,425,49,296,36,116,39,241,88,1646
UCL313007,0,0,0,275,23,0,4,22,0,6,0,0,0,7,100,169,0,0,0,0,0,0,0,0,0,0,0,4,405,47,17,478,62,174,21,37,9,64,99,1396
UCL313008,0,0,0,108,8,0,0,8,4,0,0,0,0,5,56,90,4,0,0,0,0,0,0,0,0,0,0,6,207,42,14,242,36,155,17,43,12,80,57,895
UCL313009,0,4,3,460,27,0,3,18,3,12,0,3,4,6,136,213,0,0,4,0,0,0,0,0,0,4,7,22,668,18,32,454,86,312,20,47,22,83,148,1898
UCL313010,0,4,0,79,16,0,0,18,0,7,0,0,0,6,84,137,0,0,0,0,0,0,0,0,0,0,5,9,261,46,13,336,40,182,20,73,17,118,98,1204
UCL313011,0,0,0,52,10,0,0,8,3,5,0,0,0,7,56,84,4,0,0,3,0,0,0,0,0,0,10,9,265,41,18,256,82,277,17,78,30,80,63,1208
UCL313012,7,0,0,355,24,9,0,27,0,17,0,4,5,12,273,359,0,0,4,4,0,0,0,0,0,5,8,13,465,67,20,543,102,227,33,56,29,108,285,1932
UCL314001,0,6,0,60,5,0,0,5,0,7,0,3,0,9,31,69,0,0,0,0,0,0,0,0,0,0,9,13,110,30,9,150,18,78,14,26,16,54,40,546
UCL314002,0,0,0,82,14,0,0,9,3,7,0,0,0,5,39,75,0,0,0,0,0,0,0,0,0,0,0,9,186,20,6,231,26,83,9,27,6,58,44,692
UCL314003,0,0,0,49,6,0,0,5,0,7,0,0,5,6,33,62,0,0,0,0,0,0,0,0,0,0,4,8,125,24,9,175,35,142,23,47,11,81,33,708
UCL314004,0,0,0,72,3,0,0,3,0,0,0,0,0,4,47,62,0,0,0,0,0,0,0,0,0,0,0,9,116,38,10,202,53,87,13,24,9,42,54,650
UCL314005,0,0,0,116,17,0,0,16,0,4,0,0,0,0,37,84,0,0,0,0,0,0,0,0,0,0,4,8,157,19,12,186,21,97,19,12,13,28,48,607
UCL314006,3,0,0,113,16,0,5,3,4,0,0,0,0,6,72,110,3,0,0,0,0,0,0,0,0,3,7,7,224,24,8,221,33,116,15,37,16,59,74,826
UCL314007,0,0,0,59,3,0,0,0,0,3,0,0,3,0,59,82,0,0,0,0,0,0,0,0,0,0,8,5,143,11,3,142,21,95,11,18,8,36,72,564
UCL314008,0,0,0,89,20,0,0,5,0,4,0,0,0,5,49,88,0,0,0,0,0,0,0,0,0,0,0,0,128,13,10,168,20,111,8,23,14,37,54,580
UCL314009,0,0,0,114,18,3,0,5,0,4,0,3,0,3,60,103,0,0,0,0,0,0,0,0,0,0,7,11,315,32,13,316,59,178,20,48,12,65,69,1126
UCL314010,0,0,0,27,0,0,0,0,0,5,0,3,0,4,26,42,0,0,0,0,0,0,0,0,0,0,0,3,111,37,4,109,25,91,14,43,9,71,28,544
UCL314011,0,0,0,58,22,3,0,15,4,0,0,0,0,0,34,85,0,0,0,0,0,0,0,0,0,0,0,4,165,20,5,184,25,65,6,15,0,26,39,553
UCL314012,0,0,0,72,13,0,0,4,0,0,0,0,0,4,53,75,3,0,0,0,0,0,0,0,0,0,5,11,185,27,5,187,29,89,5,30,6,34,57,656
UCL314013,0,0,0,37,6,0,0,9,0,0,0,0,0,3,38,62,0,0,0,0,0,0,0,0,0,3,4,10,110,26,3,141,14,90,10,39,15,83,42,564
UCL314014,4,0,0,135,15,0,0,3,4,3,0,0,0,0,41,81,3,0,0,0,0,0,0,0,0,0,8,15,222,31,18,219,47,121,15,28,13,42,49,802
UCL314015,0,0,0,55,5,0,0,10,5,5,0,6,0,3,63,86,0,0,5,0,0,0,0,0,0,0,0,8,178,15,7,164,47,119,16,36,20,56,62,729
UCL314016,0,0,0,47,11,0,0,4,6,6,0,4,0,9,49,91,0,0,0,0,0,0,0,0,0,0,3,6,157,23,4,179,27,112,12,28,18,75,52,683
UCL314017,4,0,0,423,15,5,0,19,4,5,5,0,0,0,78,119,4,0,4,3,0,0,0,0,0,0,6,21,322,17,15,321,61,215,24,14,26,14,85,1112
UCL314018,0,0,0,254,17,0,5,4,5,0,4,0,0,4,46,91,0,0,0,0,0,0,0,0,0,0,0,7,396,57,13,355,89,149,17,36,18,31,50,1197
UCL314019,0,0,0,73,11,0,0,3,0,4,0,0,3,0,25,47,0,0,0,0,0,0,0,0,0,0,5,5,112,39,10,178,45,76,14,23,12,42,29,580
UCL314020,0,0,0,88,11,0,5,3,3,0,0,0,0,3,64,96,0,0,0,0,0,0,0,0,0,0,0,3,203,24,12,171,33,89,6,20,7,24,67,659
UCL314021,5,6,0,100,12,0,0,11,0,3,6,0,0,6,66,118,0,0,0,0,0,0,0,0,0,0,6,8,192,46,19,240,69,122,31,30,26,107,72,942
UCL314022,0,8,0,145,14,4,0,14,8,3,0,0,3,3,35,92,3,0,0,0,0,0,0,0,0,0,3,6,176,57,10,236,51,110,31,55,24,75,41,860
UCL314023,3,0,0,235,24,0,0,23,4,9,0,0,0,5,82,140,0,0,3,0,0,0,0,0,0,0,6,15,302,31,18,365,53,198,21,34,17,50,85,1168
UCL315001,0,0,0,19,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,18,8,8,3,4,4,5,6,87
UCL315002,0,0,0,76,9,0,0,9,0,0,0,0,0,3,41,63,0,0,0,0,0,0,0,0,0,0,0,5,131,6,3,110,17,49,8,14,5,22,41,401
UCL315003,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,30,5,0,18,0,9,0,0,0,9,9,85
UCL315004,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,64,3,92
UCL315005,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,16,0,0,0,0,0,0,0,0,0,0,0,3,21,0,3,17,6,11,0,7,5,15,6,99
UCL315006,0,0,0,4,5,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,3,32,3,0,18,4,18,0,9,5,14,3,108
UCL315007,0,0,0,24,6,0,0,3,0,4,0,0,0,0,11,32,0,0,0,0,0,0,0,0,0,0,0,5,57,9,5,63,11,41,5,16,9,38,14,268
UCL315008,0,0,0,126,9,0,0,5,5,4,0,0,4,0,40,74,6,0,6,0,0,0,0,0,0,0,3,13,140,9,9,119,20,98,9,12,12,9,45,487
UCL315009,0,0,0,18,0,0,0,3,0,0,0,0,0,3,15,27,0,0,0,0,0,0,0,0,0,0,0,0,38,15,4,57,9,32,4,11,6,34,17,222
UCL315010,0,0,0,20,4,0,0,0,0,0,0,0,0,0,17,23,0,0,0,0,0,0,0,0,0,0,0,0,42,12,0,46,9,40,5,8,4,28,14,205
UCL315011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,7,3,4,0,16,4,45
UCL315012,0,0,0,69,6,0,0,9,0,3,0,0,0,0,58,79,0,0,0,0,0,0,0,0,0,0,3,3,131,18,4,152,27,131,8,16,13,24,63,577
UCL315013,0,0,0,11,0,0,0,0,0,0,0,0,0,0,17,19,0,0,0,0,0,0,0,0,0,0,0,0,52,4,4,54,6,38,3,9,5,10,15,213
UCL315014,0,0,0,3,4,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,9,0,11,0,3,0,13,5,64
UCL315015,0,0,0,45,0,5,5,9,0,3,3,0,0,0,13,32,0,0,0,0,0,0,0,0,0,0,0,0,91,11,9,86,7,48,7,9,0,14,18,298
UCL315016,0,0,0,66,0,0,0,7,0,6,0,0,0,0,27,39,0,0,0,0,0,0,0,0,0,0,0,4,149,12,4,149,35,74,12,17,10,16,27,496
UCL315017,0,0,0,18,3,0,0,0,0,4,0,0,0,0,17,30,0,0,0,0,0,0,0,0,0,0,0,0,69,3,0,44,3,18,7,9,4,10,23,188
UCL315018,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,10,0,12,0,4,3,38,0,73
UCL315019,0,0,0,5,0,0,0,4,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,21,0,11,0,3,5,14,5,77
UCL315020,0,0,0,49,4,0,0,3,0,4,0,0,0,0,18,25,0,0,0,0,0,0,0,0,0,0,0,0,43,4,3,67,15,34,3,5,7,4,22,209
UCL315021,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,27,5,13,3,0,4,17,6,95
UCL315022,0,0,0,35,10,4,0,0,0,8,0,0,0,3,19,47,3,0,0,0,0,0,0,0,0,0,3,11,60,9,11,50,16,40,4,6,7,18,27,237
UCL315023,0,0,0,21,0,0,0,0,0,0,0,0,0,0,8,13,0,0,0,0,0,0,0,0,0,0,0,5,20,6,0,27,4,24,7,6,3,7,11,116
UCL315024,0,0,0,17,4,0,0,0,0,0,0,0,0,0,10,17,0,0,0,0,0,0,0,0,0,0,0,0,35,9,0,22,8,21,3,8,0,27,12,146
UCL315025,0,0,0,8,0,0,0,5,0,0,0,0,0,3,20,29,0,0,0,0,0,0,0,0,0,0,0,0,19,14,0,30,3,14,8,10,0,47,25,168
UCL315026,0,0,0,22,4,0,7,0,0,0,0,0,0,4,24,38,0,0,0,0,0,0,0,0,0,0,0,3,62,28,5,104,14,31,10,18,9,26,27,343
UCL315027,0,0,0,0,4,0,0,0,0,0,0,0,0,3,6,17,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,27,3,18,0,3,0,14,9,94
UCL315028,0,0,0,20,5,0,0,0,0,3,0,0,0,0,10,20,0,0,0,0,0,0,0,0,0,0,4,4,37,3,0,52,12,33,4,4,3,13,10,175
UCL315029,0,0,0,83,6,0,0,0,0,0,0,5,0,0,20,29,0,0,0,0,0,0,0,0,0,0,0,3,89,9,10,98,19,34,5,11,6,14,25,315
UCL315030,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,3,0,14,4,17,0,100,0,150
UCL315031,0,0,0,69,5,0,0,4,0,0,0,0,0,0,20,34,4,0,0,0,0,0,0,0,0,0,0,5,61,6,3,81,16,37,7,3,5,5,20,256
UCL315032,0,0,0,52,0,0,0,5,0,0,0,0,0,4,52,68,0,0,0,0,0,0,0,0,0,0,0,0,82,18,7,95,15,71,6,24,11,33,52,401
UCL315033,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,20,4,9,0,3,0,8,3,73
UCL315034,0,0,0,22,0,0,0,0,0,0,0,0,0,0,12,16,0,0,0,0,0,0,0,0,0,0,0,0,20,9,3,45,9,20,4,8,0,9,12,130
UCL315035,0,0,0,24,0,0,0,3,3,5,0,0,0,0,23,41,0,0,0,0,0,0,0,0,0,0,3,10,93,13,4,115,26,87,3,16,11,25,29,424
UCL315036,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,11,0,0,0,0,0,0,0,0,0,0,0,0,21,11,0,33,4,10,0,4,5,18,9,113
UCL315037,3,0,0,62,5,0,0,7,0,0,0,3,0,0,33,54,0,0,0,0,0,0,0,0,0,0,0,0,95,20,7,164,27,79,7,24,11,28,34,487
UCL315038,0,0,0,40,3,0,0,3,0,0,0,0,5,0,18,36,0,0,0,0,0,0,0,0,0,0,0,0,89,11,4,102,10,31,4,15,5,6,18,302
UCL315039,0,0,0,0,0,3,0,0,0,0,0,4,0,11,0,17,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,12,0,17,0,10,5,39,0,85
UCL315040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,5,0,17
UCL315041,0,0,0,17,0,0,0,0,0,0,0,0,0,6,18,23,0,0,0,0,0,0,0,0,0,0,0,0,34,3,0,32,5,30,6,4,0,13,16,144
UCL315042,0,0,0,19,5,0,0,5,0,6,0,0,0,0,18,34,0,0,0,0,0,0,0,0,0,0,0,6,58,8,0,82,15,33,0,4,3,26,20,240
UCL315043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,9,0,3,0,7,5,20,9,55
UCL315044,0,0,0,31,8,0,0,10,0,0,0,5,0,0,24,45,0,0,0,0,0,0,0,0,0,0,0,0,75,9,6,109,10,40,6,17,7,28,23,326
UCL315045,0,4,0,72,4,0,0,3,4,0,0,0,0,5,15,37,0,0,4,0,0,0,0,0,0,0,0,11,121,18,7,88,31,47,14,14,3,31,21,388
UCL315046,0,0,0,15,10,0,0,4,0,0,0,0,0,3,19,37,0,0,0,0,0,0,0,0,0,0,0,0,59,18,3,50,11,36,0,23,3,15,19,240
UCL315047,0,0,0,16,0,0,0,0,0,6,0,0,0,0,22,28,0,0,0,0,0,0,0,0,0,0,7,0,49,10,3,71,17,45,6,6,3,18,28,258
UCL315048,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,18,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,22,0,27,0,6,0,24,11,124
UCL315049,0,0,0,22,3,0,0,0,0,0,0,0,0,3,3,14,0,0,0,0,0,0,0,0,0,0,0,0,43,20,0,62,6,25,5,17,0,24,6,208
UCL315050,0,0,0,10,0,0,0,0,0,4,0,4,3,0,12,25,0,0,0,0,0,0,0,0,0,0,0,0,38,8,3,63,10,51,6,24,9,52,14,273
UCL315051,0,0,0,36,6,0,0,12,5,3,0,0,0,0,52,79,0,0,0,0,0,0,0,0,0,0,3,9,112,40,6,163,36,68,12,22,3,55,54,568
UCL315052,0,0,0,91,6,0,0,3,0,0,0,0,0,4,17,35,0,0,0,0,0,0,0,0,0,0,7,11,150,16,7,120,33,51,8,14,10,31,19,456
UCL315053,0,0,0,28,9,0,0,0,0,5,0,0,0,0,25,41,0,0,0,0,0,0,0,0,0,0,3,10,94,6,3,60,4,21,5,4,4,7,27,245
UCL315054,0,0,0,21,3,0,0,0,0,4,0,0,0,5,13,31,0,0,0,0,0,0,0,0,0,0,3,6,65,3,9,68,22,76,8,29,12,58,13,358
UCL315055,0,0,0,10,3,0,0,0,0,0,0,3,0,3,11,19,0,0,0,0,0,0,0,0,0,4,0,4,15,6,5,14,6,16,4,16,9,43,17,139
UCL315056,0,0,0,12,0,0,0,5,5,0,0,0,0,0,7,18,0,0,0,0,0,0,0,0,0,0,3,0,26,6,3,42,9,12,9,12,4,11,7,135
UCL315057,0,0,0,30,0,0,0,6,0,0,0,0,0,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,29,27,0,50,9,21,11,21,5,23,9,198
UCL315058,0,0,4,88,3,0,0,10,0,0,0,0,0,0,99,114,0,0,0,0,0,0,0,0,0,0,0,4,129,15,4,173,20,77,6,17,6,7,102,557
UCL315059,0,0,0,32,6,0,0,3,0,0,0,0,0,0,12,25,0,0,0,0,0,0,0,0,0,0,0,0,62,8,0,59,11,22,7,8,4,3,20,210
UCL315060,0,0,0,47,0,0,0,5,0,3,0,0,0,0,32,46,0,0,0,0,0,0,0,0,0,0,5,6,100,17,6,115,16,63,10,11,4,17,35,389
UCL315061,0,0,0,62,4,0,0,0,0,0,0,0,0,0,9,18,0,0,0,0,0,0,0,0,0,0,0,0,48,4,4,42,15,37,6,0,9,0,9,167
UCL315062,0,0,0,6,0,0,0,0,0,3,0,0,0,0,9,18,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,24,0,12,3,8,0,8,9,100
UCL315063,0,0,0,5,0,0,0,3,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,3,27,4,5,35,3,26,0,3,0,8,6,119
UCL315064,3,0,0,26,4,0,0,0,0,0,0,0,0,0,21,34,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,42,10,27,5,3,3,10,27,157
UCL315065,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,11,0,12,0,4,6,6,8,64
UCL315066,0,0,0,69,7,0,0,3,0,0,0,0,0,0,35,52,0,0,0,0,0,0,0,0,0,0,5,3,78,20,6,137,16,59,13,26,10,24,39,425
UCL315067,0,0,0,6,0,0,0,0,0,3,0,0,0,0,8,19,0,0,0,0,0,0,0,0,0,0,0,4,24,6,0,37,6,23,3,18,0,37,8,168
UCL315068,0,0,0,10,3,0,0,0,0,3,0,0,0,0,9,22,0,0,0,0,0,0,0,0,0,0,0,0,31,10,0,36,6,23,4,11,0,19,9,150
UCL315069,0,0,0,3,0,0,0,0,0,3,0,0,0,3,16,23,0,0,0,0,0,0,0,0,0,0,0,4,20,3,0,26,3,14,0,17,3,38,14,143
UCL315070,0,0,0,25,7,0,0,0,3,0,0,0,0,0,13,24,0,0,0,0,0,0,0,0,0,0,6,6,34,0,4,49,8,35,3,3,3,9,22,171
UCL315071,0,0,0,26,0,0,0,0,0,0,0,0,0,0,20,26,0,0,0,0,0,0,0,0,0,0,0,0,36,7,3,32,9,10,0,0,0,10,20,124
UCL315072,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,16,0,12,0,3,4,8,3,60
UCL315073,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,19,4,4,40,4,13,3,4,0,13,7,114
UCL315074,0,0,0,20,0,0,0,0,0,0,0,0,0,3,18,24,0,0,0,0,0,0,0,0,0,0,0,5,35,13,0,55,7,26,0,20,9,49,26,229
UCL315075,0,0,0,6,0,0,0,3,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,19,0,8,4,0,0,8,6,58
UCL315076,0,4,0,28,7,0,0,9,0,3,0,4,0,0,22,43,0,0,0,0,0,0,0,0,0,0,5,4,107,14,0,94,6,62,10,34,6,48,26,400
UCL315077,0,0,0,0,4,0,0,0,0,0,0,0,0,9,3,18,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,5,0,6,0,21,5,85,11,157
UCL315078,0,0,0,22,6,0,0,4,0,4,0,0,3,5,18,36,0,0,0,0,0,0,0,0,0,0,4,0,63,5,4,93,22,38,7,11,8,16,23,279
UCL315079,0,0,0,12,0,0,0,4,0,0,0,0,0,0,17,22,0,0,0,0,0,0,0,0,0,0,0,4,27,11,4,54,12,20,9,0,8,19,19,180
UCL315080,0,3,0,34,5,0,0,3,0,4,0,0,0,0,21,33,0,0,0,0,0,0,0,0,0,3,0,3,75,16,4,83,16,33,8,19,4,19,18,294
UCL315081,0,0,0,21,0,0,0,4,0,0,0,0,0,4,23,36,0,0,0,0,0,0,0,0,0,0,0,0,74,6,0,98,18,44,0,13,3,19,25,305
UCL315082,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,11,3,24,0,8,0,0,0,11,0,68
UCL315083,0,0,0,21,4,0,0,0,0,0,0,0,0,0,25,30,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,44,12,19,4,0,3,10,25,156
UCL315084,0,0,0,8,0,0,0,0,0,0,0,0,0,0,12,17,0,0,0,0,0,0,0,0,0,0,0,0,35,9,0,33,3,21,5,19,3,27,13,166
UCL315085,0,0,0,11,6,0,0,0,3,0,0,0,0,0,17,23,0,0,0,0,0,0,0,0,0,0,3,6,49,7,6,65,14,52,0,10,4,38,18,266
UCL315086,0,0,0,0,0,0,0,3,0,4,4,3,0,4,9,30,0,0,0,0,0,0,0,0,0,0,4,5,14,9,0,19,8,19,7,22,5,66,16,179
UCL315087,0,4,0,223,4,0,0,4,0,0,0,0,0,0,13,29,0,0,0,0,0,0,0,0,0,0,0,5,128,17,4,130,25,68,6,25,6,30,15,443
UCL315088,3,0,0,29,3,0,0,9,0,4,0,0,3,3,40,67,0,0,0,0,0,0,0,0,0,0,0,6,58,3,4,87,4,63,3,12,13,26,45,324
UCL315089,0,0,0,13,10,0,0,6,0,6,0,0,0,5,17,39,0,0,0,0,0,0,0,0,0,0,0,9,55,6,5,52,16,37,6,3,4,12,19,220
UCL315090,0,0,0,26,5,0,0,4,0,0,0,4,0,0,20,37,0,0,0,0,0,0,0,0,0,0,0,7,61,23,0,131,15,38,8,17,7,44,23,370
UCL315091,0,0,0,32,18,0,0,3,3,0,0,0,0,4,18,51,0,0,0,0,0,0,0,0,0,0,6,9,81,12,10,48,12,33,4,13,4,28,27,269
UCL315092,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,16,0,0,0,0,0,0,0,0,0,0,3,3,9,12,0,24,0,10,0,5,0,18,11,85
UCL315093,0,0,0,5,0,0,0,3,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,11,7,7,0,3,0,14,4,67
UCL315094,0,0,0,8,3,0,0,0,0,0,0,0,0,3,11,21,0,0,0,0,0,0,0,0,0,0,0,4,38,10,5,29,0,38,3,18,5,33,13,186
UCL315095,0,0,0,11,0,0,0,0,0,5,0,0,0,0,7,21,0,0,0,0,0,0,0,0,0,0,4,0,42,9,0,44,4,37,0,11,3,7,9,173
UCL315096,0,0,0,93,4,3,0,7,0,0,0,0,0,3,57,78,0,0,0,0,0,0,0,0,0,0,0,3,114,8,4,151,30,47,12,10,4,14,63,448
UCL315097,0,0,0,27,0,0,0,0,0,0,0,0,0,0,9,17,0,0,0,0,0,0,0,0,0,0,0,0,72,10,0,51,20,38,7,15,0,18,9,243
UCL315098,0,0,0,164,17,0,0,12,3,0,0,0,0,0,49,86,0,0,3,0,0,0,0,0,0,0,3,5,189,11,8,120,37,69,11,6,11,5,50,525
UCL315099,0,0,0,89,3,0,0,8,0,3,0,0,0,0,60,75,0,0,0,0,0,0,0,0,0,0,0,0,184,7,8,201,35,63,14,13,7,14,56,603
UCL315100,0,0,0,21,7,0,0,0,0,0,0,0,0,3,6,21,0,0,0,0,0,0,0,0,0,0,0,0,43,5,0,47,11,20,5,8,5,15,6,162
UCL315101,0,0,0,38,5,0,0,0,0,0,0,0,0,0,18,28,0,0,0,0,0,0,0,0,0,0,0,0,86,9,4,86,13,28,6,6,3,8,20,269
UCL315102,0,0,0,4,0,0,0,3,0,0,0,0,0,0,7,16,0,0,0,0,0,0,0,0,0,0,0,4,30,0,3,34,5,23,0,15,0,22,7,134
UCL315103,0,0,0,18,0,0,0,0,0,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,20,5,0,24,5,12,3,8,0,7,8,97
UCL315104,0,0,0,26,5,0,0,3,0,0,0,0,0,5,23,32,0,0,0,0,0,0,0,0,0,0,0,0,46,11,0,60,21,23,0,16,0,21,23,224
UCL315105,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,20,0,3,0,3,0,8,0,58
UCL315106,0,0,0,15,3,0,0,3,0,0,0,0,0,0,20,26,0,0,0,0,0,0,0,0,0,0,0,5,47,5,0,90,21,40,3,11,0,11,23,251
UCL315107,0,0,0,20,0,0,0,3,0,0,0,0,0,0,18,26,3,0,0,0,0,0,0,0,0,0,0,4,64,15,0,87,20,47,17,17,4,17,18,306
UCL315108,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,6,3,12,0,14,3,62,0,111
UCL315109,0,0,0,16,3,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,29,8,0,19,6,11,0,5,0,3,4,90
UCL321001,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,0,9,0,3,0,10,4,49
UCL321002,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,17,0,4,0,3,0,9,3,60
UCL321003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,6,0,8,0,9,0,9,3,51
UCL321004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,16,0,8,0,0,0,0,8,53
UCL321005,0,0,0,13,5,0,0,0,0,0,0,0,0,0,14,28,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,18,9,10,0,4,0,9,18,79
UCL321006,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,6,0,8,0,10,6,25,3,73
UCL321007,0,0,0,26,0,0,0,0,0,0,0,0,0,0,21,23,0,0,0,0,0,0,0,0,0,0,0,0,49,3,0,62,5,28,4,5,0,8,22,201
UCL321008,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,8,0,7,0,5,0,9,6,46
UCL321009,0,0,0,19,4,0,0,0,0,5,0,0,0,0,8,19,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,31,7,7,0,0,0,3,8,99
UCL321010,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,11,0,0,0,0,0,0,0,0,0,0,0,3,23,4,3,21,0,18,0,3,0,12,9,100
UCL321011,0,0,0,27,0,0,0,0,0,0,0,0,0,0,10,14,0,0,0,0,0,0,0,0,0,0,0,0,29,4,0,34,9,14,0,0,5,0,10,107
UCL321012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,3,11,0,33
UCL321013,0,0,0,6,0,0,0,0,0,0,0,0,0,4,11,14,0,0,0,0,0,0,0,0,0,0,0,4,17,4,3,18,4,7,3,8,5,10,11,98
UCL321014,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,19,3,3,15,4,8,0,3,0,0,6,72
UCL321015,0,0,0,6,0,0,0,5,0,3,0,0,0,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,31,0,5,0,3,0,9,8,79
