UCL_CODE_2021,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
UCL522014,7,6,14,13,10,3,20,13,0,91
UCL522015,25,20,18,44,17,7,6,27,4,173
UCL522016,11,0,11,10,5,6,14,21,7,95
UCL522017,20,11,22,13,22,17,18,24,0,153
UCL522018,13,5,3,6,3,3,6,6,4,44
UCL522019,20,5,13,6,5,0,7,13,0,67
UCL522020,11,12,10,11,8,3,6,5,0,65
UCL522021,31,17,18,15,15,7,20,22,4,140
UCL522022,11,7,20,16,12,9,15,11,3,93
UCL522023,8,13,18,21,8,3,22,21,6,136
UCL522024,6,44,8,12,13,9,6,8,0,106
UCL522025,18,17,28,21,24,14,31,27,3,174
UCL522026,16,10,18,7,11,7,12,16,0,101
UCL522027,13,15,23,9,12,4,27,18,4,129
UCL522028,14,0,6,3,3,0,4,13,0,52
UCL522029,10,15,35,22,17,15,19,16,5,159
UCL522030,12,15,16,7,17,10,21,19,0,115
UCL522031,11,18,0,8,0,4,0,0,0,42
UCL522032,4,16,0,22,11,0,0,3,3,53
UCL522033,12,10,19,22,4,6,5,38,4,129
UCL522034,3,8,0,4,0,0,0,0,0,26
UCL522035,24,3,17,10,10,4,11,21,7,105
UCL522036,17,4,12,8,8,3,24,11,3,101
UCL522037,15,15,20,12,10,8,19,22,4,126
UCL522038,52,32,51,25,28,22,28,27,9,272
UCL522039,23,27,21,30,21,4,22,14,4,160
UCL522040,9,13,10,8,10,7,8,16,4,79
UCL522041,14,8,23,8,14,7,20,16,5,116
UCL522042,13,12,47,19,23,9,50,21,5,189
UCL522043,0,5,5,12,6,5,0,12,4,47
UCL522044,6,4,5,18,5,3,6,9,3,59
UCL522045,3,9,4,4,0,0,0,4,0,30
UCL522046,18,8,10,9,7,8,15,14,3,86
UCL522047,19,19,17,22,19,11,19,18,5,134
UCL522048,17,14,34,12,9,7,11,6,0,114
UCL522049,7,15,7,20,12,0,8,12,0,81
UCL522050,33,16,26,17,18,17,19,29,0,165
UCL522051,16,3,32,13,15,16,9,13,0,110
UCL522052,6,3,4,20,0,0,0,5,0,39
UCL522053,6,10,4,5,6,0,0,3,0,34
UCL522054,20,6,10,10,13,3,10,4,0,80
UCL522055,25,17,20,21,20,0,21,21,0,142
UCL522056,22,17,29,4,19,9,39,16,7,176
UCL522057,28,6,25,34,10,6,0,15,0,126
UCL522058,17,6,17,8,6,0,12,10,0,71
UCL522059,17,12,23,17,12,3,19,14,4,122
UCL522060,7,5,0,0,0,0,0,0,0,16
UCL522061,33,18,12,8,11,16,7,13,3,119
UCL522062,3,11,0,6,0,6,3,0,4,37
UCL522063,8,22,0,4,4,0,0,0,0,37
UCL522064,8,13,12,34,9,5,5,14,10,104
UCL522065,22,14,17,11,10,4,15,21,0,102
UCL522066,31,14,22,20,15,19,22,35,3,189
UCL522067,8,10,17,12,10,5,13,17,8,102
UCL522068,20,40,40,32,23,11,15,15,3,202
UCL522069,12,12,15,10,11,5,9,19,4,96
UCL522070,14,9,26,13,12,10,16,30,0,130
UCL522071,4,9,7,3,8,4,4,10,18,66
UCL531001,18991,10329,12899,6510,7848,4167,8214,9320,1511,79789
UCL579997,9,33,83,9,10,0,31,98,6,277
UCL599994,107,257,272,223,150,77,213,292,33,1614
UCL603001,11452,23906,11618,13539,12205,8022,3979,8428,1668,94821
UCL611001,4113,7934,4839,5499,4354,3728,2491,4218,635,37810
UCL612001,732,1398,1182,1272,980,925,759,1135,129,8513
UCL612002,992,1453,1570,1617,1073,1088,767,1621,198,10383
UCL613001,518,812,770,784,548,485,420,685,94,5122
UCL614001,286,418,489,360,325,202,119,264,57,2508
UCL614002,192,218,417,414,296,226,247,350,40,2405
UCL614003,209,295,323,328,194,185,173,244,46,2003
UCL615001,16,26,63,39,27,38,56,94,14,372
UCL615002,41,48,60,50,45,39,44,56,13,404
UCL615003,83,74,112,75,61,35,46,74,9,563
UCL615004,39,66,63,53,40,30,22,39,14,362
UCL615005,164,133,120,155,85,92,82,143,18,997
UCL615006,70,84,61,62,57,39,38,44,4,454
UCL615007,60,76,70,71,53,32,29,42,8,433
UCL615008,97,111,223,202,107,123,198,266,40,1364
UCL615009,114,176,197,135,173,125,107,125,24,1188
UCL615010,73,122,133,90,105,68,58,138,17,799
UCL615011,197,233,301,276,186,202,178,275,24,1873
UCL615012,263,429,312,306,235,210,138,153,31,2078
UCL615013,152,203,251,226,173,140,154,225,24,1546
UCL615014,154,255,205,176,167,122,54,107,19,1258
UCL615015,191,264,245,235,285,156,96,166,35,1674
UCL615016,145,303,242,226,155,111,118,160,14,1477
UCL615017,174,211,262,221,217,167,158,174,24,1618
UCL615018,192,278,232,236,176,157,101,143,25,1549
UCL615019,38,66,77,65,39,52,29,53,12,435
UCL615020,49,68,112,89,51,49,96,109,19,636
UCL615021,84,60,111,84,77,70,102,150,20,749
UCL615022,48,31,62,49,49,33,46,54,5,384
UCL615023,178,128,161,156,112,102,152,355,24,1378
UCL615024,107,210,131,87,93,70,43,78,16,839
UCL615025,162,194,188,192,227,132,80,152,39,1370
UCL615026,60,54,69,88,49,51,20,82,9,480
UCL615027,67,89,117,85,59,54,82,72,13,644
UCL621001,21,18,41,28,45,30,27,32,3,240
UCL621002,59,53,37,41,32,26,13,70,11,345
UCL621003,23,37,51,45,40,23,26,43,3,284
UCL621004,29,29,51,32,19,41,23,62,8,292
UCL621005,34,34,41,23,35,22,26,28,4,252
UCL621006,48,121,54,47,35,24,5,14,3,349
UCL621007,45,87,56,25,38,11,7,19,6,298
UCL621008,26,16,64,33,29,32,53,76,12,349
UCL621009,51,34,54,30,29,25,23,96,6,346
UCL621010,17,27,23,27,21,11,13,58,13,206
UCL621011,30,38,53,45,45,23,12,34,4,288
UCL621012,56,194,34,38,32,22,3,20,9,411
UCL621013,28,28,40,29,31,18,24,42,7,248
UCL621014,31,56,56,41,31,40,21,40,8,322
UCL621015,58,106,49,39,56,46,13,28,9,405
UCL621016,61,117,55,44,48,26,9,21,8,385
UCL621017,18,42,23,22,15,13,16,12,7,172
UCL621018,30,20,18,37,22,23,15,40,0,203
UCL621019,33,31,40,24,21,12,16,24,0,211
UCL621020,22,18,65,38,31,19,46,60,10,324
UCL621021,53,83,88,73,70,47,21,65,5,517
UCL621022,74,90,65,43,65,28,16,24,11,416
UCL621023,14,39,36,38,9,20,47,36,0,237
UCL621024,32,39,39,27,24,16,16,32,9,229
UCL621025,40,62,52,40,57,13,15,22,4,303
UCL621026,43,38,39,31,28,16,17,47,0,258
UCL621027,28,32,42,26,31,25,22,34,5,237
UCL621028,56,40,42,42,26,28,31,56,6,323
UCL621029,36,64,55,46,27,37,29,32,9,330
UCL621030,49,12,35,34,19,20,23,59,3,261
UCL621031,33,11,38,37,21,13,24,66,8,258
UCL621032,27,13,44,31,21,13,54,43,3,242
UCL622001,20,19,12,14,4,14,0,15,0,104
UCL622002,28,6,30,17,18,5,21,30,8,165
UCL622003,16,15,38,11,25,19,31,18,5,176
UCL622004,7,16,16,17,16,9,3,14,4,95
UCL622005,25,34,24,19,24,6,4,5,0,149
UCL622006,24,9,21,14,16,12,6,15,3,124
UCL622007,24,42,19,16,21,4,4,24,5,160
UCL622008,9,4,8,21,4,5,23,20,0,101
UCL622009,15,59,30,19,17,15,13,24,12,215
UCL622010,19,16,22,14,13,4,12,14,0,112
UCL622011,25,20,22,12,15,11,11,19,0,135
UCL622012,18,23,19,17,16,13,20,16,8,147
UCL622013,27,44,48,23,30,13,12,11,4,209
UCL622014,14,12,29,22,20,18,22,23,6,166
UCL622015,28,45,31,26,20,8,17,18,0,181
UCL622016,16,19,19,20,17,10,10,15,0,115
UCL622017,17,9,6,14,10,10,15,18,0,91
UCL622018,15,20,16,23,7,8,3,24,8,113
UCL622019,22,61,27,16,23,16,8,10,0,179
UCL622020,13,13,43,19,25,20,30,39,0,195
UCL622021,17,11,17,6,4,18,5,22,10,104
UCL622022,38,37,25,31,16,10,12,24,3,192
UCL622023,9,11,25,35,13,22,16,21,7,166
UCL622024,25,22,17,10,15,10,17,17,4,125
UCL622025,8,0,20,10,9,3,15,12,0,74
UCL622026,8,0,7,8,12,7,7,11,0,54
UCL622027,11,19,21,14,13,4,7,15,9,104
UCL631001,9188,8211,7948,5479,5224,3406,3850,6313,1033,50648
UCL679997,0,0,0,0,0,0,0,5,0,12
UCL699994,24,50,48,39,27,21,37,50,11,309
UCL703001,8280,14866,8906,10020,9119,4654,3284,4979,1228,65347
UCL712001,1594,3368,1627,2353,1650,817,468,926,350,13148
UCL714001,308,556,371,549,330,157,115,225,83,2698
UCL715001,31,108,32,95,27,47,8,26,42,420
UCL715002,24,80,26,45,17,3,5,31,25,250
UCL715003,44,108,37,107,38,16,17,36,14,410
UCL715004,17,37,16,32,18,14,7,4,11,154
UCL715005,15,46,8,41,15,3,0,21,12,168
UCL715006,172,374,275,171,207,76,145,107,29,1562
UCL715007,149,245,106,256,144,40,30,87,24,1087
UCL715008,27,87,27,66,23,17,13,33,24,313
UCL715009,33,75,27,56,28,10,9,30,8,271
UCL721001,49,87,60,44,46,13,55,22,9,382
UCL721002,8,32,12,26,4,6,14,27,3,130
UCL721003,32,39,14,39,18,13,17,23,19,211
UCL721004,10,27,7,29,4,3,4,26,5,110
UCL721005,10,37,6,33,8,17,3,10,16,130
UCL721006,6,41,3,24,11,0,0,7,0,96
UCL721007,44,53,77,39,66,18,25,21,8,345
UCL721008,52,42,68,41,35,19,15,25,4,309
UCL721009,77,72,70,60,43,13,25,37,3,405
UCL721010,11,25,3,40,7,3,3,10,0,107
UCL721011,3,14,3,18,5,0,0,9,0,56
UCL721012,5,32,4,26,10,0,3,10,7,102
UCL721013,13,34,4,20,5,6,0,11,6,96
UCL721014,16,48,13,51,12,0,5,14,3,162
UCL721015,11,25,7,23,0,0,7,7,0,77
UCL721016,23,63,14,42,20,8,10,13,5,181
UCL721017,23,48,8,29,15,5,5,8,0,139
UCL721018,86,43,98,182,49,40,15,88,8,605
UCL722001,9,4,6,8,7,13,13,6,5,72
UCL722002,7,20,8,18,4,4,0,5,3,76
UCL722003,5,8,4,13,0,5,0,7,3,56
UCL722004,0,6,0,9,0,0,0,0,0,9
UCL722005,7,20,0,8,0,9,0,7,3,60
UCL722006,4,6,0,18,0,3,0,5,0,32
UCL722007,4,10,0,22,0,6,0,13,0,56
UCL722008,5,12,0,21,5,0,0,5,0,53
UCL722009,5,19,4,21,3,0,3,9,0,68
UCL722010,8,30,8,12,9,3,4,26,6,103
UCL722011,0,0,0,3,0,0,0,3,4,20
UCL722012,3,38,5,11,6,3,0,9,0,78
UCL722013,5,3,0,3,0,0,0,5,0,17
UCL722014,9,16,4,16,4,6,0,9,3,75
UCL722015,10,13,9,7,0,0,3,8,0,42
UCL722016,30,62,45,23,46,10,10,25,3,255
UCL722017,3,4,3,18,5,5,4,3,5,39
UCL722018,7,19,6,15,3,0,0,5,0,56
UCL722019,7,0,0,10,4,0,0,3,0,33
UCL722020,28,24,18,17,7,12,3,27,4,138
UCL722021,10,14,5,10,0,4,5,7,9,74
UCL722022,3,20,0,10,8,3,0,10,0,60
UCL722023,15,39,3,11,9,5,0,8,0,91
UCL722024,11,25,7,23,3,9,9,6,3,86
UCL722025,3,9,0,11,0,14,3,20,9,68
UCL722026,0,17,0,13,3,0,0,5,0,42
UCL722027,9,25,3,24,4,4,0,4,5,89
UCL722028,19,15,18,14,7,5,7,11,0,94
UCL722029,6,18,0,17,0,8,0,10,0,63
UCL722030,6,7,6,3,0,0,5,6,0,33
UCL722031,5,20,17,14,18,0,11,12,3,101
UCL722032,8,5,0,22,4,0,0,12,0,50
UCL722033,10,15,3,13,4,4,3,6,4,71
UCL722034,30,43,30,25,33,14,11,9,3,186
UCL722035,8,15,3,27,6,0,0,12,5,74
UCL722036,13,16,7,17,4,7,4,9,6,87
UCL722037,7,10,0,12,5,0,0,6,0,28
UCL722038,0,8,0,6,0,0,0,4,0,17
UCL722039,8,13,0,16,5,4,0,12,8,62
UCL722040,4,4,0,10,0,0,0,3,0,23
UCL731001,2286,2104,2543,1602,1829,729,1093,1764,317,14269
UCL779997,0,18,9,5,0,0,4,26,0,56
UCL799994,54,107,49,62,46,19,31,107,22,500
UCL802001,44172,77965,23759,27051,36048,15159,5994,12315,5253,247706
UCL822001,24,50,10,15,27,8,5,5,0,147
UCL822002,36,48,28,16,19,5,7,11,3,186
UCL831001,132,58,49,29,37,9,0,30,6,352
UCL879997,0,0,0,0,0,0,0,0,0,0
UCL899994,28,51,25,30,27,21,5,19,0,216
UCL915001,90,91,124,108,82,10,71,90,18,686
UCL921001,146,111,171,138,125,95,36,92,19,939
UCL922001,15,22,27,25,17,8,8,32,0,152
UCL922002,24,18,0,7,3,0,0,0,0,62
UCL922003,25,18,15,14,9,0,0,6,0,89
UCL931001,50,39,53,38,42,20,21,42,10,329
UCL979997,0,0,0,0,0,0,0,0,0,0
UCL999994,0,4,0,0,0,0,0,0,0,3
