UCL_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
UCL415033,4,6,6,25,34,58,0,0,0,0,0,0,0,0,0,56,61,112,0,0,0,13,10,28,8,5,12,5,0,5,33,41,78,0,0,0,29,0,31,3,3,8,5,0,4,4,3,13,3,0,3,26,32,62,16,5,24,0,0,0,230,198,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,231,475,0,7,4,0,0,0,248,237,484,57,46,103,545,481,1026
UCL415034,9,7,13,59,74,133,0,0,0,0,8,4,0,0,0,114,127,244,0,0,0,0,0,0,0,0,0,0,0,0,14,11,29,0,0,0,0,0,0,0,0,0,34,32,72,0,0,0,0,0,0,18,28,44,4,0,8,3,0,4,258,290,544,9,3,8,0,3,3,0,0,0,0,0,0,6,0,10,0,0,4,10,4,12,365,310,678,0,0,0,0,0,6,368,315,682,57,59,111,695,681,1376
UCL415035,0,4,9,67,63,136,0,0,0,10,18,25,0,0,0,67,104,170,0,0,0,0,0,0,9,16,20,0,0,0,3,15,14,0,0,0,3,0,4,0,4,4,9,4,7,5,7,13,0,0,0,55,48,105,11,7,20,0,0,3,234,287,522,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,5,8,5,5,8,9,350,290,642,3,0,3,0,6,6,351,298,647,116,122,237,717,714,1428
UCL415036,0,4,6,49,72,118,0,0,0,11,7,12,0,0,0,57,78,136,0,0,4,0,0,3,0,0,0,0,0,0,15,16,32,0,0,0,7,4,3,0,0,0,6,10,14,0,0,0,0,0,0,99,148,245,3,9,14,0,0,0,249,348,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,238,194,427,0,0,0,0,0,0,240,194,432,34,44,81,524,592,1116
UCL415037,27,39,63,155,222,376,0,0,0,13,17,29,0,0,0,227,301,532,0,0,0,94,95,187,6,4,13,0,6,5,132,163,296,0,0,0,14,15,26,11,18,30,7,12,26,6,7,13,3,7,11,88,175,263,30,33,63,0,3,3,795,1078,1876,21,28,55,78,44,126,0,0,0,0,0,6,142,125,267,0,6,12,147,130,277,972,973,1948,0,0,3,0,4,0,974,980,1954,162,183,354,2210,2495,4703
UCL415038,5,6,13,82,109,200,0,0,0,0,0,0,0,0,0,61,79,137,0,0,0,4,0,4,0,0,0,0,0,0,9,11,21,0,0,0,0,0,0,0,4,4,8,10,20,0,0,4,0,0,0,29,45,74,6,11,20,0,0,0,206,274,480,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,289,278,570,0,0,6,0,0,0,294,283,571,41,42,81,549,605,1156
UCL415039,12,27,42,95,97,186,0,0,0,18,19,36,0,0,0,276,283,556,0,4,7,10,11,18,0,0,3,3,0,4,30,35,62,0,0,0,5,7,11,15,8,17,3,11,12,5,0,5,0,0,0,60,64,123,34,32,66,3,0,5,552,576,1126,16,9,23,19,12,28,0,0,0,0,0,0,0,0,0,7,6,11,3,6,12,1069,907,1983,4,4,7,0,0,9,1077,918,1990,237,213,448,1912,1757,3671
UCL415040,5,3,6,59,59,117,0,0,0,6,5,11,0,0,0,72,89,162,6,3,11,6,0,9,0,7,9,0,4,5,17,31,48,0,0,0,0,6,8,9,4,15,5,0,5,3,4,9,3,3,9,53,55,106,9,14,28,0,0,0,244,283,533,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,3,3,6,9,9,20,353,316,668,0,0,0,0,6,5,358,312,669,106,86,195,717,696,1412
UCL415041,6,16,18,161,166,327,0,0,0,16,24,39,0,0,0,157,193,352,0,0,0,8,6,13,0,5,7,0,0,0,536,643,1178,0,0,0,3,6,11,21,27,45,17,14,34,0,5,9,0,0,0,101,132,231,40,56,92,3,8,10,1065,1286,2352,5,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,7,8,915,828,1743,7,9,12,3,11,12,927,843,1770,122,101,228,2133,2256,4394
UCL415042,0,7,3,88,87,174,0,0,0,5,4,10,0,0,0,73,73,148,5,17,27,0,0,4,0,0,0,0,0,0,17,30,53,0,0,0,0,0,3,3,14,15,8,3,12,0,5,0,0,0,3,90,129,218,21,33,54,0,0,0,313,398,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,347,334,681,0,4,6,0,3,3,344,340,690,55,54,108,715,796,1511
UCL415043,12,16,24,97,89,180,0,0,0,16,19,33,0,0,0,235,222,453,0,0,0,38,29,75,0,9,7,4,3,10,21,19,40,0,0,0,0,4,4,0,15,14,10,3,15,0,5,5,11,4,15,56,86,140,35,33,71,0,0,0,527,530,1058,6,0,7,0,5,5,0,0,5,0,0,0,0,6,6,0,0,0,0,5,6,886,771,1654,9,4,8,0,0,0,893,770,1667,109,73,183,1545,1406,2947
UCL415044,45,50,92,43,43,84,0,0,0,8,15,25,0,0,0,147,168,311,0,0,0,39,48,87,0,0,0,0,4,5,7,12,20,0,0,0,0,0,4,9,3,9,3,8,10,0,0,3,6,0,7,26,29,58,14,11,19,0,0,0,297,349,645,0,7,11,8,13,19,0,0,0,0,0,0,19,21,34,0,0,0,20,21,35,403,374,778,5,0,6,0,3,6,410,377,789,55,49,100,833,854,1687
UCL415045,5,13,14,85,88,174,0,0,0,7,8,16,0,0,0,70,83,151,0,0,0,5,3,0,0,0,0,0,0,0,75,96,173,0,0,0,0,0,0,0,6,6,9,0,15,0,0,0,6,0,4,58,88,144,19,25,42,8,13,24,340,410,750,7,4,3,10,7,18,0,0,0,0,0,0,23,22,49,0,3,3,23,25,56,353,327,684,0,3,11,4,0,3,362,332,696,68,70,134,814,866,1670
UCL415046,3,9,11,165,226,393,0,0,0,20,25,41,3,0,3,229,243,472,3,12,14,27,19,50,9,4,20,0,3,3,37,40,85,0,0,0,10,8,13,24,29,54,15,16,27,3,11,11,0,0,4,236,314,544,25,35,66,0,0,5,813,985,1799,0,4,5,6,0,6,0,0,0,0,0,0,5,0,4,6,5,7,3,7,10,1087,924,2016,7,0,9,0,3,7,1093,934,2026,201,176,378,2130,2110,4241
UCL415047,0,9,9,82,117,204,0,0,0,11,4,13,0,0,0,72,90,170,9,15,23,3,4,10,3,5,10,0,0,0,50,63,112,0,0,0,3,4,9,6,8,17,3,7,13,3,6,10,0,0,3,58,64,128,27,21,51,6,0,7,340,415,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,0,12,14,688,606,1294,9,5,11,0,4,3,698,615,1312,71,73,144,1118,1125,2238
UCL415048,9,5,14,77,118,198,0,0,0,19,12,33,0,0,0,79,89,170,4,0,5,7,0,3,3,0,9,0,0,0,16,14,27,0,0,0,3,0,5,19,24,38,8,8,17,0,0,0,0,0,0,65,76,136,31,37,64,3,0,4,320,397,718,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,9,12,21,9,12,21,708,675,1384,10,6,11,0,4,5,721,683,1403,78,61,133,1136,1157,2300
UCL415049,5,13,9,78,81,168,0,0,0,19,27,46,0,0,0,71,85,154,0,9,9,9,3,9,7,5,11,0,0,0,65,85,147,0,0,0,5,0,0,0,6,11,12,8,17,5,0,6,3,0,6,50,90,143,17,24,44,0,0,0,336,428,767,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,8,13,6,8,13,488,473,961,4,0,3,4,3,4,495,479,973,64,64,123,908,982,1890
UCL421001,0,0,3,54,70,127,0,0,0,3,8,10,0,0,0,57,56,114,0,0,3,0,0,3,0,0,0,0,0,0,24,17,49,0,0,0,0,7,6,8,18,24,9,8,15,0,0,0,0,0,0,103,121,223,7,6,17,0,0,0,278,308,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,231,485,0,0,0,0,0,0,250,233,485,55,62,111,580,607,1188
UCL421002,0,4,6,30,25,60,0,0,0,0,0,0,0,0,0,39,47,88,0,0,0,0,0,4,0,0,0,0,0,0,3,8,8,0,0,0,0,0,0,0,0,0,14,11,24,0,0,0,0,0,0,18,23,34,3,6,8,0,0,0,106,122,230,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,115,220,0,0,0,0,0,0,105,115,220,35,35,71,248,278,530
UCL421003,0,0,0,29,27,51,0,0,0,13,14,25,0,0,0,44,40,81,0,0,0,0,0,0,0,0,0,0,0,0,34,33,69,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,5,14,28,43,14,14,30,0,0,0,143,166,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,11,3,11,11,268,251,522,0,0,0,0,7,7,270,257,530,29,43,74,450,478,932
UCL421004,3,7,10,37,45,83,0,0,0,4,3,4,0,0,0,51,51,110,0,0,0,6,0,5,0,0,0,0,4,6,5,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,71,122,10,8,18,0,0,0,172,198,365,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,212,434,3,3,9,0,0,3,224,217,439,44,48,91,453,468,922
UCL421005,0,0,0,28,39,62,0,0,0,10,15,20,0,0,0,47,59,107,0,0,0,0,0,0,0,0,0,0,0,0,24,31,55,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,52,67,125,9,16,29,0,0,0,171,230,400,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,147,300,0,0,5,0,0,0,160,148,300,48,31,78,379,410,796
UCL421006,0,5,3,25,28,52,0,0,0,0,0,0,0,0,0,47,50,99,0,0,0,0,0,0,7,5,11,0,0,0,9,16,27,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,14,16,28,13,12,25,9,6,11,121,143,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,172,371,0,4,10,0,0,0,204,172,381,21,24,43,349,345,688
UCL421007,0,7,10,30,29,61,0,0,0,0,0,0,0,0,0,36,37,67,0,0,0,0,0,4,0,0,0,0,0,0,9,10,23,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,0,0,0,25,37,59,0,0,5,0,0,0,106,120,222,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,203,176,379,0,0,0,0,6,6,205,183,384,27,16,41,344,323,667
UCL421008,8,8,10,37,34,72,0,0,0,6,3,13,0,0,0,39,62,105,0,3,7,0,0,0,0,3,6,0,0,0,29,33,64,0,0,0,0,0,4,0,0,0,0,3,4,0,4,4,0,0,0,45,59,110,24,12,36,0,0,0,187,228,420,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,199,449,0,0,0,0,0,0,253,199,452,63,57,120,510,496,1004
UCL421009,0,0,0,39,44,81,0,0,0,0,0,0,0,0,0,59,56,111,0,0,0,0,0,0,0,0,0,0,0,0,22,38,58,0,0,0,0,0,4,0,4,4,3,4,9,0,0,0,0,3,3,43,58,106,4,5,8,0,0,0,174,216,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,8,10,160,146,302,0,0,0,0,0,0,159,146,302,26,21,48,357,392,748
UCL421010,0,3,4,13,23,36,0,0,0,7,11,17,0,0,0,34,33,64,0,0,0,0,0,0,3,0,6,0,0,0,6,3,9,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,25,29,49,6,15,24,0,0,0,93,117,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,170,351,3,0,3,0,0,0,186,170,356,35,25,58,315,320,630
UCL421011,4,4,4,29,32,61,0,0,0,3,0,3,0,0,0,17,24,43,0,0,0,0,0,0,0,0,0,0,0,0,59,66,125,0,0,0,0,4,4,0,5,9,0,3,3,0,0,0,0,0,0,11,18,30,7,8,7,0,0,4,133,162,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,7,7,119,112,232,0,0,0,0,0,0,124,112,235,40,30,68,297,309,601
UCL421012,0,0,0,26,41,69,0,0,0,3,5,8,0,0,0,36,48,86,0,0,0,0,0,0,0,0,0,0,5,6,11,3,12,0,0,0,0,0,0,3,3,11,4,6,10,0,3,3,0,0,0,18,28,47,4,4,4,0,0,0,109,147,253,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,138,131,269,0,0,0,0,4,4,139,133,273,44,46,89,299,326,623
UCL421013,0,3,5,35,31,65,0,0,0,4,6,9,0,0,0,28,31,58,0,0,0,0,0,0,6,13,19,0,0,0,93,113,205,0,0,0,0,0,0,6,5,14,0,5,4,0,0,0,0,0,0,27,32,57,12,18,33,0,0,0,217,251,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,218,454,0,0,0,0,5,5,232,221,458,58,50,110,514,526,1045
UCL421014,0,3,0,26,25,50,0,0,0,20,25,44,0,0,0,25,28,53,0,0,0,0,3,8,0,0,0,6,6,11,11,16,25,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,0,0,0,13,27,39,14,4,21,3,0,3,111,143,260,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,7,196,195,389,0,0,4,0,0,0,195,197,393,25,34,60,339,382,721
UCL421015,0,3,3,24,32,54,0,0,0,0,0,4,0,0,0,28,40,68,0,0,0,0,0,0,0,0,0,0,0,0,3,10,9,0,0,0,0,0,0,0,0,5,5,6,9,0,0,0,0,0,0,17,14,30,8,4,7,0,0,0,84,109,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,198,174,376,0,3,3,0,0,0,198,178,373,20,22,44,303,315,615
UCL421016,0,0,0,20,29,47,0,0,0,3,3,8,0,0,0,37,34,67,0,0,0,0,0,0,0,3,3,0,0,0,9,3,13,0,0,0,0,0,0,15,15,25,0,0,0,0,0,0,0,5,9,26,37,62,6,5,12,0,3,8,121,134,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,118,113,231,0,0,0,4,3,8,120,115,238,4,6,12,252,255,511
UCL421017,3,0,3,10,14,24,0,0,0,0,0,0,0,0,0,25,21,44,0,0,0,0,0,0,0,0,0,0,0,0,8,9,15,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,10,12,27,8,6,12,0,3,10,72,78,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,158,320,0,0,0,0,0,0,161,157,321,20,17,31,259,249,511
UCL421018,4,0,0,36,52,89,0,0,0,5,0,4,0,0,0,46,49,100,0,0,0,0,0,0,0,0,0,0,0,0,26,30,56,0,0,0,0,6,6,4,4,5,5,11,10,0,0,0,0,0,3,63,79,139,13,9,25,0,3,4,208,239,444,0,3,9,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,257,539,5,6,13,0,0,0,281,269,548,64,68,131,557,584,1140
UCL421019,0,5,5,9,8,16,0,0,0,3,0,7,0,0,0,15,24,40,0,0,0,0,0,0,0,0,6,0,0,0,3,11,10,0,0,0,0,0,0,9,9,15,0,4,8,0,0,0,0,0,0,63,69,132,0,9,11,0,0,0,109,135,241,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,167,133,299,0,0,0,0,0,0,168,133,296,32,24,48,313,290,608
UCL421020,0,0,0,23,24,42,0,0,0,0,0,4,0,0,0,29,23,53,0,0,0,0,0,0,0,0,0,0,0,0,32,34,64,0,0,0,3,0,4,14,17,32,0,3,7,0,0,0,0,0,0,32,39,70,17,14,33,0,0,0,157,153,311,0,0,0,10,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,91,180,0,0,0,0,0,0,90,97,181,21,30,53,275,286,567
UCL421021,0,0,0,22,17,37,0,0,0,9,6,17,0,0,0,26,41,66,0,0,3,0,0,0,0,0,0,0,3,4,26,33,60,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,21,23,49,8,6,15,4,3,6,118,136,255,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,114,95,208,0,0,0,0,5,5,112,98,209,27,26,57,261,260,522
UCL421022,3,3,7,35,49,80,0,0,0,7,7,15,0,0,0,31,42,66,0,0,0,6,0,6,0,3,3,0,0,0,8,6,19,0,0,0,0,3,3,4,0,7,0,0,3,0,0,0,0,0,0,16,26,39,13,12,24,4,3,9,124,152,280,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,5,306,297,611,4,0,0,0,9,7,313,310,622,31,29,58,471,507,977
UCL421023,0,0,3,22,24,43,0,0,0,3,0,3,0,0,0,38,53,91,0,0,0,5,0,4,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,19,15,36,4,0,4,4,15,15,27,46,73,5,9,21,0,0,0,136,168,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,205,450,4,0,5,0,0,0,249,206,460,70,53,123,452,436,887
UCL421024,4,5,4,27,33,62,0,0,0,4,5,4,0,0,0,37,40,77,0,0,0,0,0,0,5,0,3,0,0,0,13,20,33,0,0,0,0,4,3,3,0,7,0,4,4,0,0,0,0,0,0,59,80,135,9,15,20,0,0,3,149,199,346,0,0,0,0,0,3,0,0,0,0,5,3,0,4,0,0,0,0,0,6,7,184,180,363,5,0,4,0,0,0,182,186,364,66,63,122,403,453,860
UCL421025,3,0,4,33,39,76,0,0,0,0,0,3,0,0,0,37,32,68,3,4,11,0,0,0,0,0,0,3,0,3,10,11,19,0,0,0,0,0,0,6,10,17,0,4,8,0,0,0,0,0,0,25,23,49,17,13,34,0,4,3,155,144,299,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,4,5,0,4,5,217,215,432,0,0,0,0,0,0,217,215,434,47,31,83,428,405,831
UCL421026,0,3,3,53,62,111,0,0,0,0,3,5,0,0,0,17,23,38,0,0,0,0,0,0,0,0,0,0,0,0,9,17,31,0,0,0,0,0,0,0,5,0,3,0,4,0,0,0,0,0,0,51,63,117,9,14,23,0,0,0,148,189,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,6,202,167,362,0,0,0,0,0,0,202,164,367,23,24,50,375,380,759
UCL421027,0,0,5,28,35,63,0,0,0,5,0,3,0,0,0,25,28,49,0,0,0,0,0,0,0,0,0,0,0,4,10,12,24,0,0,0,0,0,0,3,0,3,6,0,6,0,0,0,0,0,0,7,17,27,14,20,35,0,0,0,102,117,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,5,4,167,154,321,3,4,6,0,0,0,169,157,331,35,31,62,312,313,618
UCL421028,0,0,0,27,44,73,0,0,0,5,7,7,0,0,0,23,26,48,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,26,19,48,4,4,8,0,0,0,98,112,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,114,282,0,0,0,0,0,0,171,118,288,23,21,46,287,253,543
UCL421029,0,0,0,23,25,46,0,0,0,3,5,12,0,0,0,50,58,104,0,0,0,0,0,0,4,0,3,0,0,0,4,5,7,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,35,47,84,10,12,18,0,0,0,127,150,279,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,89,188,0,0,0,0,0,0,95,89,188,22,24,47,246,271,516
UCL421030,3,0,7,21,11,32,0,0,0,6,0,6,0,0,0,21,20,35,0,0,0,3,0,3,3,0,5,0,0,0,21,28,50,0,0,0,0,0,0,0,3,5,0,5,0,0,0,0,0,0,0,30,52,81,0,4,3,7,3,9,108,123,236,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,7,4,9,146,110,260,0,0,0,0,0,0,148,110,258,31,29,62,298,275,575
UCL421031,0,7,7,26,34,59,0,0,0,4,0,5,0,0,0,48,57,96,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,10,10,23,0,0,0,0,0,0,24,34,59,0,3,7,0,0,3,129,142,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,160,326,0,0,0,0,0,0,171,155,329,22,31,51,321,333,660
UCL421032,4,6,3,18,21,39,0,0,0,0,6,5,0,0,0,52,56,115,0,0,0,0,0,0,6,3,7,0,0,0,0,3,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,5,30,38,59,16,13,28,0,0,0,133,133,271,4,4,5,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,147,135,280,0,0,0,0,0,0,147,133,281,19,16,30,306,286,593
UCL421033,0,0,0,0,3,3,0,0,0,5,3,3,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,17,24,43,0,0,0,6,13,18,0,0,0,3,0,4,0,0,0,0,0,0,92,104,193,28,30,52,0,0,0,153,175,326,0,0,0,0,0,0,0,0,0,10,14,22,0,0,0,4,0,3,15,16,26,32,41,74,0,0,0,0,0,0,32,41,77,47,42,89,243,274,519
UCL421034,3,4,6,55,50,107,0,0,0,3,5,9,0,0,0,61,83,146,0,4,4,0,0,0,0,7,3,3,3,10,5,10,19,0,0,0,0,0,0,6,4,6,3,10,10,3,0,3,0,0,3,55,78,134,0,4,0,0,0,0,208,262,467,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,256,253,511,3,3,7,0,0,3,258,262,519,73,69,147,550,597,1150
UCL421035,0,0,3,26,46,68,0,0,0,3,3,9,0,0,0,48,55,101,0,3,4,3,3,3,0,5,6,0,0,0,20,27,42,0,0,0,4,0,5,0,3,4,0,0,0,0,0,0,0,0,0,29,51,73,13,7,16,0,0,0,146,208,353,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,0,4,185,183,372,0,0,0,0,0,0,185,187,372,30,27,58,363,431,795
UCL421036,0,0,0,32,42,80,0,0,0,0,0,7,0,0,0,64,55,123,0,0,0,0,0,0,7,10,21,0,0,0,35,34,70,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,20,27,49,10,10,14,0,0,0,177,190,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,306,255,563,0,0,0,0,0,0,306,254,567,27,23,46,518,469,987
UCL421037,5,4,8,61,56,117,0,0,0,0,0,3,0,0,0,77,79,152,0,0,0,0,7,3,0,0,0,0,0,0,3,7,16,0,0,0,0,0,0,0,0,3,4,4,3,0,0,0,0,0,0,27,29,59,9,6,19,0,0,0,179,196,375,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,0,3,4,5,0,11,244,225,467,0,0,0,0,0,0,244,223,472,48,52,99,483,479,967
UCL421038,3,0,3,29,31,53,0,0,0,17,25,38,0,0,0,39,44,79,0,0,0,0,0,0,0,0,0,0,3,0,3,9,17,0,0,3,0,0,3,0,3,3,6,0,6,0,0,4,7,3,5,30,43,72,7,3,11,0,0,0,130,171,300,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,277,554,5,0,10,0,0,3,283,279,565,25,33,55,443,488,931
UCL421039,0,0,0,23,20,43,0,0,0,3,3,8,0,0,0,19,39,54,0,0,0,0,0,3,0,0,0,0,0,0,7,5,14,0,0,0,0,0,3,4,9,7,3,0,6,0,0,0,0,0,0,15,17,31,9,3,18,0,0,0,96,97,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4,218,195,416,0,0,0,0,0,0,218,195,416,34,18,54,344,319,661
UCL421040,0,0,0,22,30,55,0,0,0,0,5,6,0,0,0,29,31,63,0,0,0,0,0,0,4,3,12,0,0,0,10,9,18,0,0,0,0,0,3,7,6,15,0,5,7,0,0,0,0,0,0,30,28,59,10,12,26,0,0,0,127,137,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,172,339,0,0,0,0,0,0,163,172,339,30,19,46,325,338,661
UCL421041,0,0,0,16,16,34,0,0,0,0,6,3,0,0,0,31,47,71,0,0,5,0,0,6,0,0,0,0,0,0,21,24,41,0,0,0,0,0,3,0,3,6,0,0,0,0,0,0,0,0,0,41,49,93,5,11,14,0,0,0,115,149,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,105,205,0,0,0,0,0,0,101,105,205,21,18,37,244,274,516
UCL421042,5,5,3,44,59,110,0,0,0,5,4,10,0,0,0,28,38,61,0,0,0,0,0,3,0,0,0,0,0,0,0,3,11,0,0,0,3,3,6,6,5,13,8,6,6,0,0,0,0,0,0,24,36,65,0,11,13,0,0,0,124,172,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,7,3,3,231,214,446,0,0,0,0,3,3,231,218,450,24,20,42,382,415,795
